년도,월,나이,양산시,물금읍,동면,원동면,상북면,하북면,중앙동,양주동,삼성동,강서동,서창동,소주동,평산동,덕계동
2020,3,100,9,1,0,0,3,0,1,1,2,0,0,0,1,0
2020,4,총,"176,363","58,876","17,925","1,748","6,693","4,467","6,084","16,522","11,705","4,602","14,978","10,052","15,189","7,522"
2020,4,0,"18,362","8,427","2,606",45,284,103,236,"1,438",749,400,"1,331",764,"1,348",631
2020,4,10,"17,557","6,227","1,365",48,452,274,367,"2,304",996,486,"1,712",908,"1,709",709
2020,4,20,"22,014","7,183","1,882",115,818,544,845,"2,467","1,869",559,"1,853","1,208","1,726",945
2020,4,30,"26,230","10,823","3,464",130,657,377,742,"1,755","1,789",622,"1,906","1,273","1,712",980
2020,4,40,"30,691","10,637","3,333",174,924,524,826,"2,931","1,911",851,"2,878","1,724","2,797","1,181"
2020,4,50,"29,440","8,127","2,382",350,"1,472","1,060","1,300","3,034","2,304",831,"2,628","1,957","2,584","1,411"
2020,4,60,"19,922","4,976","1,815",469,"1,271",990,"1,157","1,480","1,472",543,"1,684","1,341","1,741",983
2020,4,70,"9,060","1,931",858,306,600,423,465,802,474,240,748,626,"1,099",488
2020,4,80,"2,863",508,202,100,196,153,130,296,120,69,225,235,444,185
2020,4,90,215,36,18,11,16,19,15,14,19,1,13,16,28,9
2020,4,100,9,1,0,0,3,0,1,1,2,0,0,0,1,0
2020,5,총,"176,340","58,851","17,944","1,748","6,678","4,436","6,145","16,484","11,696","4,601","14,997","10,018","15,174","7,568"
2020,5,0,"18,280","8,391","2,597",46,283,101,245,"1,416",750,396,"1,323",759,"1,338",635
2020,5,10,"17,537","6,233","1,366",47,451,268,383,"2,296",989,482,"1,699",902,"1,707",714
2020,5,20,"21,988","7,130","1,880",110,809,535,868,"2,452","1,888",556,"1,863","1,217","1,730",950
2020,5,30,"26,164","10,806","3,463",135,652,363,748,"1,748","1,773",627,"1,901","1,253","1,703",992
2020,5,40,"30,646","10,654","3,351",172,916,522,826,"2,905","1,889",847,"2,889","1,715","2,784","1,176"
2020,5,50,"29,471","8,156","2,377",348,"1,476","1,053","1,294","3,040","2,303",830,"2,646","1,939","2,584","1,425"
2020,5,60,"20,024","4,989","1,822",473,"1,277",999,"1,166","1,499","1,482",547,"1,687","1,344","1,745",994
2020,5,70,"9,121","1,944",868,304,597,424,469,810,481,244,752,634,"1,108",486
2020,5,80,"2,882",512,201,102,197,151,129,303,121,71,224,238,446,187
2020,5,90,218,35,19,11,17,20,16,14,18,1,13,17,28,9
2020,5,100,9,1,0,0,3,0,1,1,2,0,0,0,1,0
2020,6,총,"176,445","58,966","17,925","1,737","6,661","4,500","6,168","16,449","11,692","4,590","15,005","9,988","15,168","7,596"
2020,6,0,"18,236","8,387","2,588",47,282,99,245,"1,415",743,388,"1,311",756,"1,336",639
2020,6,10,"17,632","6,271","1,376",48,449,334,385,"2,276",984,484,"1,711",899,"1,705",710
2020,6,20,"21,918","7,132","1,864",102,795,537,880,"2,444","1,884",548,"1,859","1,197","1,726",950
2020,6,30,"26,067","10,773","3,433",135,645,363,751,"1,732","1,780",627,"1,887","1,254","1,690",997
2020,6,40,"30,681","10,702","3,360",172,915,517,829,"2,897","1,884",841,"2,894","1,709","2,778","1,183"
2020,6,50,"29,441","8,152","2,380",344,"1,463","1,052","1,295","3,041","2,294",831,"2,653","1,925","2,587","1,424"
2020,6,60,"20,142","5,012","1,825",476,"1,298","1,006","1,169","1,501","1,497",554,"1,692","1,354","1,755","1,003"
2020,6,70,"9,197","1,984",880,301,596,423,463,823,485,245,758,637,"1,110",492
2020,6,80,"2,899",515,200,102,198,148,134,305,121,71,227,239,452,187
2020,6,90,222,37,19,10,17,21,16,14,18,1,13,18,27,11
2020,6,100,10,1,0,0,3,0,1,1,2,0,0,0,2,0
2020,7,총,"176,482","59,000","17,908","1,737","6,666","4,487","6,169","16,463","11,682","4,590","14,991","9,994","15,199","7,596"
2020,7,0,"18,189","8,363","2,577",47,283,99,248,"1,412",738,387,"1,298",755,"1,338",644
2020,7,10,"17,633","6,287","1,379",47,443,345,380,"2,271",970,478,"1,711",908,"1,708",706
2020,7,20,"21,876","7,118","1,854",97,797,537,872,"2,447","1,887",543,"1,860","1,184","1,731",949
2020,7,30,"25,955","10,718","3,413",138,649,357,743,"1,724","1,774",633,"1,883","1,249","1,679",995
2020,7,40,"30,727","10,765","3,358",175,905,513,844,"2,889","1,880",842,"2,874","1,708","2,787","1,187"
2020,7,50,"29,468","8,154","2,387",341,"1,459","1,047","1,289","3,053","2,289",833,"2,669","1,926","2,606","1,415"
2020,7,60,"20,227","5,047","1,831",477,"1,308",996,"1,170","1,507","1,506",557,"1,698","1,370","1,754","1,006"
2020,7,70,"9,254","1,990",885,302,601,425,472,835,493,245,762,638,"1,117",489
2020,7,80,"2,925",522,205,103,201,149,134,310,125,71,222,238,452,193
2020,7,90,218,35,19,10,17,19,16,14,18,1,14,18,25,12
2020,7,100,10,1,0,0,3,0,1,1,2,0,0,0,2,0
2020,8,총,"176,488","59,050","17,916","1,763","6,653","4,485","6,168","16,406","11,712","4,589","14,950","10,019","15,165","7,612"
2020,8,0,"18,098","8,326","2,586",47,275,98,248,"1,394",733,385,"1,287",749,"1,324",646
2020,8,10,"17,667","6,325","1,390",57,446,339,376,"2,266",977,478,"1,703",919,"1,692",699
2020,8,20,"21,804","7,087","1,835",99,799,533,869,"2,430","1,889",542,"1,847","1,189","1,737",948
2020,8,30,"25,860","10,693","3,383",136,641,365,745,"1,712","1,780",633,"1,876","1,240","1,655","1,001"
2020,8,40,"30,754","10,806","3,387",182,900,514,841,"2,872","1,874",841,"2,861","1,711","2,787","1,178"
2020,8,50,"29,478","8,179","2,382",338,"1,449","1,039","1,297","3,048","2,291",832,"2,669","1,936","2,602","1,416"
2020,8,60,"20,370","5,072","1,845",485,"1,317","1,000","1,168","1,521","1,516",559,"1,709","1,376","1,772","1,030"
2020,8,70,"9,291","2,001",885,307,602,428,471,838,502,246,764,642,"1,117",488
2020,8,80,"2,939",525,204,102,204,149,136,310,130,72,221,239,453,194
2020,8,90,217,35,19,10,17,20,16,14,18,1,13,18,24,12
2020,8,100,10,1,0,0,3,0,1,1,2,0,0,0,2,0
2020,9,총,"176,549","59,086","17,961","1,755","6,641","4,475","6,166","16,392","11,693","4,591","14,970","10,075","15,141","7,603"
2020,9,0,"18,004","8,303","2,559",48,271,99,243,"1,381",730,383,"1,287",742,"1,311",647
2020,9,10,"17,645","6,335","1,408",51,440,335,369,"2,246",965,473,"1,708",928,"1,692",695
2020,9,20,"21,832","7,072","1,841",96,804,542,880,"2,442","1,886",547,"1,847","1,191","1,735",949
2020,9,30,"25,709","10,651","3,364",138,629,348,743,"1,709","1,769",626,"1,867","1,250","1,621",994
2020,9,40,"30,741","10,841","3,411",178,902,512,829,"2,849","1,858",848,"2,853","1,710","2,785","1,165"
2020,9,50,"29,547","8,182","2,390",334,"1,442","1,034","1,305","3,068","2,302",825,"2,676","1,962","2,610","1,417"
2020,9,60,"20,533","5,119","1,868",484,"1,321","1,004","1,173","1,536","1,529",563,"1,729","1,387","1,787","1,033"
2020,9,70,"9,334","2,016",893,314,607,430,471,827,504,252,764,643,"1,118",495
2020,9,80,"2,972",530,208,101,205,152,136,318,130,73,226,243,454,196
2020,9,90,221,36,19,11,17,19,16,15,18,1,12,19,26,12
2020,9,100,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2020,10,총,"176,551","59,113","17,954","1,743","6,616","4,460","6,145","16,375","11,698","4,608","14,950","10,125","15,155","7,609"
2020,10,0,"17,873","8,237","2,540",48,272,97,243,"1,367",727,383,"1,280",729,"1,298",652
2020,10,10,"17,664","6,387","1,414",48,435,327,367,"2,241",962,469,"1,692",937,"1,695",690
2020,10,20,"21,843","7,102","1,821",96,794,536,867,"2,441","1,876",553,"1,858","1,210","1,735",954
2020,10,30,"25,521","10,548","3,344",138,625,345,738,"1,705","1,770",638,"1,831","1,234","1,614",991
2020,10,40,"30,818","10,909","3,433",174,902,506,822,"2,835","1,863",846,"2,864","1,724","2,785","1,155"
2020,10,50,"29,565","8,191","2,388",327,"1,433","1,028","1,306","3,067","2,303",821,"2,675","1,984","2,626","1,416"
2020,10,60,"20,645","5,143","1,884",484,"1,323","1,018","1,175","1,541","1,536",572,"1,740","1,395","1,792","1,042"
2020,10,70,"9,385","2,019",901,314,605,433,474,834,509,255,770,650,"1,124",497
2020,10,80,"3,003",537,210,104,207,151,134,328,133,70,226,242,460,201
2020,10,90,223,39,19,10,17,19,18,15,17,1,13,20,24,11
2020,10,100,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2020,11,총,"176,428","59,171","17,938","1,738","6,600","4,419","6,119","16,338","11,698","4,606","14,943","10,149","15,129","7,580"
2020,11,0,"17,759","8,205","2,518",47,269,98,240,"1,348",724,379,"1,261",722,"1,294",654
2020,11,10,"17,620","6,404","1,421",48,431,287,361,"2,237",957,470,"1,693",934,"1,687",690
2020,11,20,"21,810","7,100","1,804",98,786,536,854,"2,438","1,888",550,"1,863","1,219","1,727",947
2020,11,30,"25,352","10,531","3,323",135,624,335,737,"1,683","1,746",628,"1,815","1,228","1,593",974
2020,11,40,"30,851","10,941","3,445",172,902,510,829,"2,815","1,865",847,"2,861","1,724","2,781","1,159"
2020,11,50,"29,584","8,194","2,387",324,"1,425","1,018","1,298","3,078","2,304",826,"2,683","2,005","2,627","1,415"
2020,11,60,"20,787","5,193","1,911",485,"1,332","1,025","1,172","1,555","1,545",580,"1,753","1,399","1,795","1,042"
2020,11,70,"9,415","2,024",898,312,607,438,473,839,511,253,775,656,"1,136",493
2020,11,80,"3,011",538,213,107,201,152,136,329,139,72,226,243,460,195
2020,11,90,228,40,18,10,20,20,18,15,17,1,12,19,27,11
2020,11,100,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2020,12,총,"176,641","59,557","17,883","1,736","6,571","4,379","6,095","16,329","11,683","4,592","14,947","10,138","15,121","7,610"
2020,12,0,"17,680","8,198","2,503",48,267,98,230,"1,327",723,374,"1,240",714,"1,289",669
2020,12,10,"17,598","6,434","1,424",51,423,261,352,"2,233",956,470,"1,698",929,"1,677",690
2020,12,20,"21,869","7,161","1,796",98,775,525,854,"2,450","1,868",557,"1,872","1,227","1,733",953
2020,12,30,"25,291","10,568","3,283",131,628,335,734,"1,689","1,748",617,"1,799","1,201","1,588",970
2020,12,40,"30,869","11,023","3,447",169,894,499,824,"2,803","1,862",832,"2,850","1,732","2,775","1,159"
2020,12,50,"29,635","8,272","2,371",321,"1,411","1,018","1,299","3,072","2,287",825,"2,698","2,018","2,626","1,417"
2020,12,60,"20,958","5,263","1,927",491,"1,344","1,033","1,164","1,574","1,567",584,"1,775","1,389","1,805","1,042"
2020,12,70,"9,468","2,052",903,311,600,441,479,832,515,258,773,660,"1,141",503
2020,12,80,"3,030",544,212,106,206,150,139,333,139,73,228,248,456,196
2020,12,90,232,41,17,10,20,19,19,15,16,2,13,20,29,11
2020,12,100,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2021,1,총,"176,705","59,750","17,870","1,734","6,551","4,361","6,082","16,250","11,664","4,581","14,949","10,150","15,135","7,628"
2021,1,0,"17,558","8,177","2,489",47,268,101,228,"1,296",711,370,"1,231",705,"1,269",666
2021,1,10,"17,653","6,475","1,427",53,416,252,358,"2,214",957,470,"1,700",930,"1,701",700
2021,1,20,"21,773","7,126","1,786",96,771,516,842,"2,442","1,870",550,"1,869","1,227","1,739",939
2021,1,30,"25,147","10,521","3,272",129,625,332,739,"1,669","1,735",609,"1,781","1,196","1,568",971
2021,1,40,"30,912","11,130","3,449",166,876,497,815,"2,771","1,848",835,"2,852","1,728","2,780","1,165"
2021,1,50,"29,610","8,300","2,359",321,"1,410","1,010","1,293","3,060","2,263",820,"2,708","2,019","2,633","1,414"
2021,1,60,"21,212","5,343","1,955",490,"1,352","1,042","1,165","1,603","1,603",592,"1,783","1,417","1,814","1,053"
2021,1,70,"9,519","2,078",905,313,602,443,481,841,516,257,780,654,"1,139",510
2021,1,80,"3,073",558,211,108,205,149,141,338,143,76,231,254,462,197
2021,1,90,237,41,17,11,23,19,19,15,16,2,13,20,28,13
2021,1,100,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2021,2,총,"176,863","59,797","17,876","1,742","6,543","4,344","6,118","16,226","11,704","4,585","14,957","10,183","15,137","7,651"
2021,2,0,"17,498","8,136","2,489",45,270,100,227,"1,287",710,365,"1,220",707,"1,273",669
2021,2,10,"17,689","6,501","1,431",59,412,256,373,"2,224",955,471,"1,698",921,"1,683",705
2021,2,20,"21,683","7,069","1,759",97,770,495,849,"2,413","1,874",559,"1,874","1,232","1,749",943
2021,2,30,"24,990","10,460","3,239",127,616,337,749,"1,648","1,747",598,"1,765","1,188","1,540",976
2021,2,40,"31,009","11,205","3,480",167,869,497,818,"2,762","1,840",837,"2,842","1,738","2,788","1,166"
2021,2,50,"29,698","8,358","2,355",322,"1,416","1,000","1,282","3,073","2,275",818,"2,718","2,020","2,643","1,418"
2021,2,60,"21,360","5,373","1,967",496,"1,351","1,044","1,175","1,614","1,611",603,"1,805","1,440","1,830","1,051"
2021,2,70,"9,569","2,089",920,312,605,444,477,848,526,254,789,657,"1,137",511
2021,2,80,"3,112",562,219,106,208,151,147,340,148,77,232,260,464,198
2021,2,90,244,43,17,11,23,20,20,16,16,3,13,20,28,14
2021,2,100,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2021,3,총,"176,987","59,769","17,803","1,737","6,538","4,364","6,113","16,182","11,653","4,571","14,846","10,154","14,983","8,274"
2021,3,0,"17,418","8,113","2,467",46,267,95,227,"1,267",702,356,"1,173",705,"1,234",766
2021,3,10,"17,761","6,493","1,439",58,409,317,362,"2,222",946,482,"1,690",926,"1,662",755
2021,3,20,"21,679","7,058","1,740",98,769,498,851,"2,416","1,850",559,"1,864","1,218","1,749","1,009"
2021,3,30,"24,914","10,390","3,205",124,617,336,754,"1,617","1,747",588,"1,723","1,187","1,503","1,123"
2021,3,40,"31,051","11,216","3,472",164,866,489,811,"2,753","1,845",834,"2,834","1,727","2,743","1,297"
2021,3,50,"29,644","8,360","2,343",320,"1,399",981,"1,272","3,072","2,260",812,"2,701","2,010","2,627","1,487"
2021,3,60,"21,574","5,428","1,985",502,"1,373","1,043","1,189","1,622","1,615",610,"1,821","1,455","1,835","1,096"
2021,3,70,"9,585","2,104",916,313,605,436,476,857,524,250,789,653,"1,135",527
2021,3,80,"3,119",566,219,102,210,149,151,338,148,77,237,257,466,199
2021,3,90,239,41,17,10,23,20,20,17,16,3,13,16,28,15
2021,3,100,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021,4,총,"177,200","59,759","17,822","1,742","6,533","4,343","6,137","16,160","11,624","4,562","14,797","10,154","14,922","8,645"
2021,4,0,"17,357","8,062","2,469",47,264,94,227,"1,259",693,353,"1,145",710,"1,223",811
2021,4,10,"17,744","6,510","1,453",57,412,315,361,"2,197",930,474,"1,687",914,"1,648",786
2021,4,20,"21,669","7,056","1,736",97,766,496,842,"2,413","1,860",563,"1,845","1,218","1,733","1,044"
2021,4,30,"24,932","10,343","3,182",124,615,334,768,"1,619","1,747",589,"1,714","1,195","1,506","1,196"
2021,4,40,"31,079","11,229","3,483",167,859,488,817,"2,734","1,835",828,"2,833","1,715","2,721","1,370"
2021,4,50,"29,645","8,367","2,344",320,"1,392",969,"1,267","3,075","2,239",818,"2,690","2,009","2,613","1,542"
2021,4,60,"21,769","5,473","1,996",505,"1,383","1,040","1,200","1,645","1,631",609,"1,835","1,460","1,845","1,147"
2021,4,70,"9,620","2,109",915,312,602,439,479,867,522,252,790,661,"1,134",538
2021,4,80,"3,135",570,225,102,216,148,156,332,150,73,244,254,470,195
2021,4,90,247,40,19,11,24,20,20,18,17,3,13,18,28,16
2021,4,100,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021,5,총,"177,197","59,698","17,818","1,727","6,507","4,332","6,164","16,127","11,598","4,527","14,776","10,175","14,908","8,840"
2021,5,0,"17,269","8,007","2,443",44,261,90,232,"1,255",691,351,"1,148",709,"1,212",826
2021,5,10,"17,711","6,527","1,469",53,409,313,361,"2,169",922,464,"1,679",908,"1,635",802
2021,5,20,"21,656","7,026","1,734",94,762,496,838,"2,423","1,860",557,"1,841","1,224","1,729","1,072"
2021,5,30,"24,814","10,283","3,152",123,609,329,770,"1,607","1,733",580,"1,702","1,192","1,500","1,234"
2021,5,40,"31,054","11,226","3,489",167,843,486,821,"2,726","1,819",831,"2,822","1,710","2,715","1,399"
2021,5,50,"29,681","8,371","2,365",317,"1,399",957,"1,281","3,073","2,230",801,"2,683","2,015","2,608","1,581"
2021,5,60,"21,924","5,526","1,993",504,"1,384","1,049","1,200","1,651","1,651",612,"1,855","1,472","1,866","1,161"
2021,5,70,"9,690","2,115",927,312,600,442,484,870,525,256,792,673,"1,144",550
2021,5,80,"3,142",573,227,102,216,150,157,335,149,72,240,253,469,199
2021,5,90,253,44,19,11,24,20,20,17,18,3,13,19,29,16
2021,5,100,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021,6,총,"177,308","59,738","17,793","1,727","6,503","4,340","6,144","16,091","11,616","4,524","14,800","10,199","14,912","8,921"
2021,6,0,"17,205","7,984","2,435",44,259,91,234,"1,242",687,352,"1,136",701,"1,210",830
2021,6,10,"17,695","6,535","1,475",52,407,311,347,"2,156",920,465,"1,684",919,"1,619",805
2021,6,20,"21,613","7,024","1,706",95,749,497,848,"2,412","1,856",556,"1,832","1,224","1,730","1,084"
2021,6,30,"24,778","10,265","3,127",126,617,329,756,"1,602","1,746",578,"1,697","1,180","1,504","1,251"
2021,6,40,"31,084","11,244","3,499",166,837,483,819,"2,716","1,817",828,"2,827","1,712","2,718","1,418"
2021,6,50,"29,676","8,381","2,364",315,"1,392",956,"1,278","3,064","2,221",798,"2,689","2,026","2,603","1,589"
2021,6,60,"22,091","5,571","2,006",501,"1,395","1,055","1,201","1,674","1,670",618,"1,869","1,481","1,872","1,178"
2021,6,70,"9,734","2,114",934,312,601,446,483,867,532,255,807,681,"1,151",551
2021,6,80,"3,173",576,228,106,222,152,158,339,149,71,245,256,474,197
2021,6,90,256,44,19,10,24,20,20,18,18,3,13,19,30,18
2021,6,100,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021,7,총,"177,443","59,772","17,791","1,738","6,507","4,334","6,161","16,064","11,626","4,521","14,820","10,206","14,933","8,970"
2021,7,0,"17,158","7,960","2,437",44,254,90,236,"1,230",683,349,"1,126",708,"1,202",839
2021,7,10,"17,746","6,564","1,478",59,403,318,343,"2,163",916,466,"1,693",914,"1,624",805
2021,7,20,"21,472","6,967","1,691",95,742,497,846,"2,379","1,855",544,"1,825","1,220","1,726","1,085"
2021,7,30,"24,728","10,238","3,115",124,619,330,763,"1,600","1,741",582,"1,690","1,173","1,494","1,259"
2021,7,40,"31,163","11,284","3,510",164,835,476,824,"2,707","1,816",831,"2,849","1,705","2,733","1,429"
2021,7,50,"29,644","8,387","2,346",319,"1,392",944,"1,278","3,051","2,225",795,"2,690","2,018","2,603","1,596"
2021,7,60,"22,294","5,614","2,027",502,"1,413","1,055","1,205","1,702","1,690",623,"1,873","1,510","1,889","1,191"
2021,7,70,"9,783","2,138",938,312,600,450,486,871,533,255,815,681,"1,154",550
2021,7,80,"3,194",577,230,109,225,152,160,341,151,73,244,258,475,199
2021,7,90,258,43,19,10,24,22,20,19,16,3,14,19,32,17
2021,7,100,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021,8,총,"177,367","59,774","17,808","1,731","6,501","4,303","6,143","16,029","11,590","4,511","14,848","10,220","14,918","8,991"
2021,8,0,"17,067","7,931","2,425",45,252,87,231,"1,219",676,341,"1,115",704,"1,194",847
2021,8,10,"17,729","6,593","1,481",61,403,311,340,"2,149",899,465,"1,697",916,"1,621",793
2021,8,20,"21,404","6,928","1,700",93,739,490,849,"2,376","1,836",542,"1,825","1,225","1,711","1,090"
2021,8,30,"24,633","10,212","3,090",121,612,328,756,"1,592","1,732",583,"1,694","1,171","1,486","1,256"
2021,8,40,"31,160","11,300","3,530",158,822,470,816,"2,692","1,822",828,"2,843","1,711","2,738","1,430"
2021,8,50,"29,658","8,390","2,353",317,"1,397",934,"1,277","3,048","2,219",794,"2,710","2,009","2,612","1,598"
2021,8,60,"22,402","5,640","2,033",504,"1,426","1,058","1,211","1,714","1,698",625,"1,885","1,518","1,881","1,209"
2021,8,70,"9,817","2,155",938,313,599,451,483,872,538,257,817,684,"1,161",549
2021,8,80,"3,232",582,239,109,227,151,161,346,153,73,246,262,481,202
2021,8,90,262,43,19,10,24,23,19,20,17,3,15,20,32,17
2021,8,100,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021,9,총,"177,286","59,780","17,801","1,717","6,492","4,275","6,119","16,017","11,596","4,502","14,865","10,211","14,919","8,992"
2021,9,0,"17,002","7,925","2,410",44,255,86,233,"1,205",669,342,"1,110",698,"1,179",846
2021,9,10,"17,683","6,601","1,488",54,395,286,326,"2,148",899,460,"1,693",920,"1,619",794
2021,9,20,"21,326","6,906","1,693",88,726,484,838,"2,377","1,832",534,"1,815","1,222","1,713","1,098"
2021,9,30,"24,478","10,125","3,066",117,621,329,758,"1,576","1,735",577,"1,690","1,152","1,481","1,251"
2021,9,40,"31,221","11,361","3,543",155,817,474,809,"2,679","1,831",833,"2,852","1,717","2,734","1,416"
2021,9,50,"29,741","8,403","2,368",319,"1,394",936,"1,285","3,065","2,210",795,"2,720","2,008","2,630","1,608"
2021,9,60,"22,462","5,664","2,029",502,"1,435","1,056","1,208","1,722","1,707",624,"1,900","1,519","1,891","1,205"
2021,9,70,"9,863","2,166",944,320,597,454,483,878,541,260,820,692,"1,155",553
2021,9,80,"3,249",586,243,107,227,149,161,347,155,74,249,263,484,204
2021,9,90,258,43,17,11,25,21,18,19,17,3,15,20,32,17
2021,9,100,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021,10,총,"177,336","59,815","17,830","1,730","6,487","4,242","6,112","15,996","11,556","4,484","14,904","10,214","14,946","9,020"
2021,10,0,"16,931","7,886","2,401",41,250,87,230,"1,204",668,334,"1,102",700,"1,179",849
2021,10,10,"17,653","6,623","1,494",54,397,264,325,"2,146",881,461,"1,703",904,"1,607",794
2021,10,20,"21,272","6,873","1,694",93,722,475,828,"2,374","1,831",531,"1,806","1,231","1,722","1,092"
2021,10,30,"24,435","10,101","3,053",114,626,329,766,"1,572","1,721",573,"1,698","1,151","1,471","1,260"
2021,10,40,"31,196","11,418","3,549",159,805,467,805,"2,665","1,826",828,"2,843","1,702","2,716","1,413"
2021,10,50,"29,829","8,391","2,394",321,"1,394",937,"1,278","3,069","2,199",796,"2,748","2,014","2,668","1,620"
2021,10,60,"22,582","5,712","2,040",507,"1,440","1,061","1,219","1,717","1,715",617,"1,912","1,529","1,897","1,216"
2021,10,70,"9,886","2,170",944,321,602,454,485,874,538,265,824,698,"1,161",550
2021,10,80,"3,293",597,243,109,226,148,160,354,160,76,252,265,493,210
2021,10,90,256,44,18,11,25,20,16,20,17,3,15,20,31,16
2021,10,100,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021,11,총,"177,478","59,679","18,380","1,732","6,460","4,199","6,084","15,923","11,507","4,470","14,893","10,206","14,918","9,027"
2021,11,0,"16,870","7,828","2,450",41,251,86,230,"1,187",662,326,"1,105",691,"1,167",846
2021,11,10,"17,638","6,637","1,538",54,391,234,321,"2,123",875,468,"1,702",902,"1,591",802
2021,11,20,"21,215","6,810","1,769",94,721,465,818,"2,368","1,805",529,"1,793","1,232","1,720","1,091"
2021,11,30,"24,370","10,026","3,166",112,616,321,764,"1,544","1,712",568,"1,705","1,129","1,461","1,246"
2021,11,40,"31,252","11,446","3,633",160,793,468,800,"2,658","1,810",828,"2,815","1,717","2,701","1,423"
2021,11,50,"29,900","8,386","2,487",320,"1,392",939,"1,260","3,060","2,205",786,"2,766","2,009","2,678","1,612"
