년도,월,나이,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020,1,90,"48,235","3,667","1,143","1,091",684,749,"3,969",877,846,"2,246","1,722","1,987",906,"1,081","2,926","1,081","1,843",564,"1,971","1,149",822,"4,358","1,913","1,257","1,188",360,622,"2,426",445,"1,164","1,114",703,931,"3,877","1,068","1,546","1,263","1,914",897,932,"1,367","1,852","1,131",927,924,758,394,498,911
2020,1,100,"3,965",287,83,86,88,30,440,191,172,77,202,169,80,89,227,141,230,80,105,53,52,317,201,61,55,50,73,210,47,90,70,47,104,178,70,60,48,180,65,51,66,111,96,68,70,39,43,47,62
2020,2,총,"13,265,377","1,193,480","277,386","371,218","175,677","369,199","942,183","234,417","219,619","488,147","452,865","563,066","242,107","320,959","827,374","316,125","517,087","94,452","651,211","344,685","306,526","1,071,002","469,671","298,445","302,886","58,253","198,921","704,172","226,900","476,481","275,857","163,982","275,384","1,063,650","253,982","437,811","371,857","453,827","215,869","183,444","439,502","822,470","373,867","222,435","147,770","111,008","43,614","62,224","116,902"
2020,2,0,"1,178,548","103,170","19,783","34,232","10,246","38,909","71,633","15,802","14,075","41,756","35,074","42,032","16,415","25,617","60,921","25,424","48,587","6,797","46,112","23,862","22,250","84,859","39,126","21,786","23,947","4,549","16,097","67,250","24,941","46,874","22,252","13,458","29,743","104,994","22,045","45,316","37,633","44,925","19,765","14,740","51,884","105,869","36,052","19,699","9,153","7,685","2,887","3,573","7,549"
2020,2,10,"1,347,854","122,606","30,131","34,446","14,643","43,386","90,600","17,701","17,561","55,338","43,514","54,982","19,725","35,257","73,590","32,654","53,036","8,920","67,189","35,239","31,950","108,526","42,498","30,722","35,306","6,306","18,890","77,663","24,888","49,821","27,779","15,232","23,835","122,626","25,171","51,524","45,931","48,422","22,375","18,107","45,106","93,486","33,454","23,770","12,916","9,854","3,259","4,749","9,699"
2020,2,20,"1,769,080","186,021","44,059","54,962","28,222","58,778","131,752","33,785","31,475","66,492","62,519","80,174","35,058","45,116","118,999","40,862","69,285","11,120","105,146","56,601","48,545","149,521","62,298","44,442","42,781","7,971","27,373","82,923","30,559","66,225","38,183","23,037","32,722","132,731","33,279","54,178","45,274","55,052","28,814","21,468","47,550","97,343","43,878","26,252","17,685","11,981","5,409","6,170","10,355"
2020,2,30,"1,917,785","184,060","34,038","60,447","25,192","64,383","138,962","34,926","31,882","72,154","59,662","79,771","34,063","45,708","120,022","44,901","77,367","10,516","85,684","43,658","42,026","142,084","66,664","38,611","36,809","7,881","27,328","91,475","39,752","73,929","39,703","22,699","47,137","148,717","34,600","61,914","52,203","67,106","30,708","23,409","70,442","149,915","59,138","27,334","14,913","11,899","4,266","5,919","11,086"
2020,2,40,"2,299,179","206,250","47,177","61,948","28,210","68,915","160,461","37,257","34,302","88,902","74,735","91,376","36,141","55,235","132,634","55,008","91,046","14,819","111,005","58,556","52,449","185,799","78,951","52,712","54,136","9,164","33,508","129,657","42,358","87,124","45,728","25,351","48,090","201,254","43,423","84,932","72,899","79,192","34,987","29,990","81,496","157,288","65,157","38,709","21,308","16,161","5,080","8,041","16,403"
2020,2,50,"2,205,106","196,150","49,410","62,575","30,777","53,388","156,216","40,450","39,595","76,171","79,027","100,349","44,457","55,892","150,251","52,543","84,074","16,355","126,363","67,110","59,253","192,432","81,811","55,249","55,372","10,213","35,942","114,373","32,471","83,506","48,374","30,061","40,540","159,461","42,571","63,766","53,124","70,005","34,980","30,873","63,171","109,180","61,893","36,758","29,558","20,134","7,358","11,559","20,936"
2020,2,60,"1,422,638","112,316","28,956","37,206","21,332","24,822","107,622","31,012","29,341","47,269","52,942","67,453","32,624","34,829","103,863","37,620","50,530","12,497","65,120","34,280","30,840","111,228","52,456","30,001","28,771","6,538","22,927","77,585","18,316","41,264","30,836","20,293","32,123","100,225","29,069","39,030","32,126","45,645","24,012","23,362","44,524","63,299","44,308","26,557","22,647","17,288","7,149","11,340","21,209"
2020,2,70,"742,296","54,956","15,387","16,988","11,629","10,952","56,630","16,446","14,925","25,259","30,340","30,933","15,923","15,010","44,931","18,300","27,689","8,670","28,689","16,261","12,428","60,629","29,698","15,222","15,709","3,467","11,523","43,225","9,364","18,216","14,614","8,958","14,863","63,755","15,526","25,484","22,745","28,101","12,797","13,233","24,179","30,412","20,990","15,733","12,412","10,100","5,076","6,800","12,711"
2020,2,80,"330,231","23,959","7,210","7,226","4,651","4,872","23,874","5,943","5,443","12,488","13,101","13,812","6,698","7,114","18,994","7,572","13,394","4,107","13,821","7,907","5,914","31,173","14,026","8,359","8,788","1,747","4,624","17,375","3,757","8,261","7,201","4,135","5,285","25,795","7,154","10,055","8,586","13,274","6,449","7,270","9,700","13,701","7,741","6,631","6,177","5,106","2,686","3,530","5,979"
2020,2,90,"48,650","3,698","1,152","1,099",687,760,"3,982",900,843,"2,239","1,745","2,015",922,"1,093","2,934","1,103","1,846",571,"1,973","1,155",818,"4,435","1,941","1,281","1,213",366,636,"2,437",449,"1,172","1,117",711,939,"3,911","1,074","1,549","1,288","1,918",919,936,"1,382","1,869","1,160",925,928,760,400,498,915
2020,2,100,"4,010",294,83,89,88,34,451,195,177,79,206,169,81,88,235,138,233,80,109,56,53,316,202,60,54,51,73,209,45,89,70,47,107,181,70,63,48,187,63,56,68,108,96,67,73,40,44,45,60
2020,3,총,"13,288,975","1,192,762","276,842","370,922","175,533","369,465","941,688","234,421","219,408","487,859","453,679","561,966","241,916","320,050","827,132","316,220","519,124","94,231","652,763","347,334","305,429","1,072,909","471,039","298,863","303,007","58,280","199,099","705,264","227,112","477,425","275,960","164,602","277,431","1,065,613","254,216","438,790","372,607","454,494","216,404","183,751","443,071","827,603","374,913","223,704","147,853","111,083","43,552","62,262","117,025"
2020,3,0,"1,175,669","102,370","19,545","33,997","10,125","38,703","71,391","15,726","14,001","41,664","34,970","41,750","16,344","25,406","60,612","25,366","48,500","6,727","46,168","24,201","21,967","84,647","39,167","21,674","23,806","4,572","16,026","67,006","24,772","46,839","22,036","13,544","29,853","104,630","21,936","45,098","37,596","44,831","19,688","14,642","52,248","105,999","35,963","19,805","9,084","7,666","2,866","3,548","7,550"
2020,3,10,"1,344,847","122,085","29,898","34,329","14,559","43,299","90,182","17,670","17,459","55,053","43,344","54,677","19,641","35,036","73,275","32,484","52,939","8,849","66,861","35,369","31,492","108,017","42,352","30,607","35,058","6,264","18,869","77,613","24,875","49,642","27,657","15,160","23,988","122,266","25,060","51,368","45,838","48,361","22,289","18,160","45,404","94,023","33,457","23,810","12,832","9,823","3,252","4,735","9,654"
2020,3,20,"1,779,533","186,605","44,136","55,086","28,403","58,980","132,119","33,926","31,521","66,672","62,874","80,181","35,055","45,126","119,178","40,986","70,145","11,119","105,647","57,070","48,577","150,346","62,629","44,739","42,978","7,998","27,462","83,359","30,648","66,563","38,447","23,184","33,203","133,904","33,471","54,824","45,609","55,377","29,129","21,688","48,060","98,748","44,167","26,535","17,833","12,060","5,397","6,187","10,384"
2020,3,30,"1,916,550","183,235","33,836","60,058","25,047","64,294","138,735","34,850","31,797","72,088","59,673","79,380","33,920","45,460","119,568","44,887","77,513","10,439","85,931","44,011","41,920","142,165","66,780","38,571","36,814","7,873","27,354","91,235","39,674","73,786","39,457","22,849","47,552","148,528","34,447","61,774","52,307","66,944","30,760","23,318","71,019","150,282","59,016","27,461","14,892","11,801","4,280","5,890","11,053"
2020,3,40,"2,296,447","205,546","46,922","61,819","27,990","68,815","159,670","37,055","34,146","88,469","74,587","90,930","36,023","54,907","132,149","54,770","91,109","14,686","110,706","58,845","51,861","185,328","78,977","52,497","53,854","9,102","33,388","129,601","42,365","87,157","45,608","25,375","48,463","200,892","43,397","84,780","72,715","79,160","34,958","29,965","82,072","158,021","65,252","38,792","21,198","16,144","5,042","8,029","16,382"
2020,3,50,"2,208,632","196,329","49,415","62,583","30,813","53,518","155,990","40,392","39,456","76,142","79,147","100,011","44,355","55,656","150,174","52,552","84,435","16,378","126,688","67,562","59,126","192,899","81,990","55,411","55,498","10,230","35,929","114,606","32,576","83,756","48,418","30,033","40,603","160,068","42,595","64,070","53,403","70,076","34,999","30,871","63,562","110,008","62,020","36,942","29,509","20,118","7,304","11,502","20,899"
2020,3,60,"1,435,865","113,294","29,161","37,571","21,457","25,105","108,279","31,213","29,522","47,544","53,444","67,916","32,821","35,095","104,671","37,898","51,035","12,559","65,919","34,756","31,163","112,453","53,029","30,317","29,107","6,587","23,115","78,275","18,511","41,747","31,173","20,520","32,324","101,021","29,345","39,399","32,277","46,084","24,263","23,534","45,041","64,097","44,821","26,901","22,887","17,438","7,202","11,467","21,389"
2020,3,70,"745,509","55,145","15,425","17,010","11,657","11,053","56,792","16,494","14,985","25,313","30,421","31,063","15,997","15,066","45,192","18,356","27,850","8,693","28,857","16,362","12,495","60,801","29,788","15,265","15,748","3,477","11,572","43,385","9,398","18,330","14,702","9,015","15,029","64,118","15,600","25,675","22,843","28,159","12,837","13,281","24,397","30,612","21,155","15,774","12,398","10,115","5,067","6,792","12,726"
2020,3,80,"332,678","24,092","7,242","7,259","4,693","4,898","24,036","5,982","5,484","12,570","13,235","13,837","6,747","7,090","19,113","7,670","13,491","4,127","13,880","7,940","5,940","31,450","14,151","8,436","8,863","1,773","4,661","17,515","3,788","8,320","7,264","4,155","5,352","26,061","7,208","10,180","8,673","13,384","6,503","7,294","9,798","13,805","7,793","6,684","6,217","5,112","2,696","3,563","6,009"
2020,3,90,"49,185","3,760","1,177","1,118",701,764,"4,034",915,858,"2,261","1,777","2,052",932,"1,120","2,964","1,112","1,870",573,"1,997","1,161",836,"4,485","1,972","1,288","1,225",354,648,"2,459",459,"1,194","1,127",718,954,"3,943","1,088","1,562","1,293","1,928",913,943,"1,403","1,900","1,174",933,929,765,400,503,914
2020,3,100,"4,060",301,85,92,88,36,460,198,179,83,207,169,81,88,236,139,237,81,109,57,52,318,204,58,56,50,75,210,46,91,71,49,110,182,69,60,53,190,65,55,67,108,95,67,74,41,46,46,65
2020,4,총,"13,311,254","1,192,622","276,611","370,955","175,446","369,610","941,527","234,653","219,155","487,719","454,222","561,069","241,999","319,070","826,845","315,745","520,649","94,191","653,575","348,512","305,063","1,074,853","472,467","299,276","303,110","59,687","199,018","706,069","227,550","478,464","275,954","164,701","279,621","1,068,519","254,483","439,725","374,311","455,262","216,844","184,211","445,425","831,888","375,561","224,524","148,144","111,198","43,618","62,397","117,301"
2020,4,0,"1,172,865","101,861","19,420","33,924","10,039","38,478","71,055","15,666","13,935","41,454","34,872","41,516","16,305","25,211","60,305","25,226","48,432","6,663","46,083","24,223","21,860","84,519","39,203","21,622","23,694","4,760","15,900","66,785","24,690","46,774","21,951","13,545","30,049","104,429","21,861","44,819","37,749","44,712","19,602","14,584","52,281","105,995","35,890","19,771","9,062","7,636","2,877","3,531","7,509"
2020,4,10,"1,342,695","121,597","29,702","34,225","14,487","43,183","89,813","17,625","17,316","54,872","43,152","54,416","19,563","34,853","73,010","32,333","52,932","8,841","66,514","35,299","31,215","107,691","42,319","30,504","34,868","6,349","18,780","77,566","24,903","49,540","27,547","15,092","24,179","122,169","25,019","51,347","45,803","48,379","22,247","18,141","45,555","94,360","33,422","23,875","12,789","9,801","3,251","4,798","9,653"
2020,4,20,"1,786,677","186,996","44,253","55,079","28,501","59,163","132,418","34,086","31,498","66,834","63,094","80,063","35,071","44,992","119,179","40,981","70,582","11,164","105,981","57,363","48,618","150,832","62,821","44,917","43,094","8,188","27,529","83,564","30,832","66,812","38,524","23,268","33,514","134,919","33,624","55,330","45,965","55,550","29,380","21,842","48,465","99,910","44,313","26,696","17,932","12,089","5,418","6,182","10,460"
2020,4,30,"1,917,619","182,876","33,731","59,934","24,975","64,236","138,600","34,845","31,715","72,040","59,717","79,223","33,896","45,327","119,289","44,766","77,768","10,402","86,083","44,134","41,949","142,505","67,039","38,647","36,819","8,145","27,312","91,123","39,570","73,826","39,427","22,905","47,935","148,801","34,374","61,691","52,736","66,859","30,758","23,294","71,403","150,694","58,885","27,496","14,942","11,782","4,300","5,898","11,035"
2020,4,40,"2,296,203","205,273","46,751","61,825","27,943","68,754","159,265","36,953","34,028","88,284","74,593","90,620","35,965","54,655","131,906","54,610","91,173","14,615","110,400","58,855","51,545","185,089","79,096","52,371","53,622","9,287","33,306","129,598","42,475","87,224","45,495","25,318","48,885","200,923","43,342","84,701","72,880","79,157","34,948","29,993","82,474","158,774","65,267","38,867","21,109","16,130","5,028","8,018","16,383"
2020,4,50,"2,212,849","196,352","49,400","62,559","30,771","53,622","155,970","40,411","39,405","76,154","79,153","99,747","44,317","55,430","149,988","52,484","84,715","16,379","126,955","67,863","59,092","193,448","82,236","55,519","55,693","10,468","35,924","114,802","32,654","84,006","48,380","29,980","40,785","160,852","42,670","64,463","53,719","70,386","35,081","30,984","63,934","110,682","62,235","37,114","29,557","20,127","7,304","11,501","20,902"
2020,4,60,"1,445,636","114,007","29,336","37,810","21,534","25,327","108,729","31,360","29,666","47,703","53,819","68,228","32,980","35,248","105,335","37,969","51,443","12,617","66,476","35,122","31,354","113,332","53,405","30,577","29,350","6,753","23,287","78,723","18,645","42,179","31,430","20,637","32,640","101,577","29,496","39,652","32,429","46,363","24,434","23,711","45,393","64,693","45,157","27,134","23,060","17,544","7,228","11,525","21,568"
2020,4,70,"748,404","55,388","15,479","17,091","11,701","11,117","57,015","16,574","15,046","25,395","30,510","31,158","16,102","15,056","45,370","18,417","27,931","8,697","29,003","16,439","12,564","60,969","29,879","15,322","15,768","3,536","11,557","43,561","9,439","18,409","14,712","9,012","15,165","64,420","15,688","25,796","22,936","28,253","12,856","13,336","24,543","30,860","21,240","15,843","12,428","10,144","5,047","6,817","12,768"
2020,4,80,"334,613","24,169","7,263","7,288","4,699","4,919","24,148","6,022","5,506","12,620","13,320","13,865","6,778","7,087","19,238","7,693","13,547","4,155","13,960","7,983","5,977","31,649","14,290","8,453","8,906","1,793","4,687","17,650","3,826","8,387","7,278","4,181","5,396","26,252","7,239","10,279","8,734","13,455","6,545","7,318","9,895","13,890","7,867","6,725","6,250","5,138","2,722","3,577","6,037"
2020,4,90,"49,584","3,800","1,189","1,126",709,776,"4,046",911,861,"2,274","1,786","2,064",941,"1,123","2,983","1,127","1,887",577,"2,007","1,172",835,"4,500","1,975","1,285","1,240",358,659,"2,487",468,"1,213","1,138",711,958,"3,990","1,101","1,583","1,306","1,958",927,953,"1,414","1,922","1,190",936,940,765,396,504,920
2020,4,100,"4,109",303,87,94,87,35,468,200,179,89,206,169,81,88,242,139,239,81,113,59,54,319,204,59,56,50,77,210,48,94,72,52,115,187,69,64,54,190,66,55,68,108,95,67,75,42,47,46,66
2020,5,총,"13,324,041","1,192,018","276,317","370,687","175,396","369,618","940,519","234,702","218,785","487,032","454,859","559,792","242,105","317,687","826,093","314,413","522,111","94,097","654,047","349,230","304,817","1,076,179","473,322","299,302","303,555","60,790","198,883","706,444","227,749","479,368","275,902","164,150","281,340","1,070,987","255,729","440,274","374,984","455,471","217,547","185,018","447,038","834,378","376,753","225,069","148,081","111,234","43,689","62,566","117,456"
2020,5,0,"1,169,656","101,337","19,309","33,762","10,013","38,253","70,631","15,570","13,861","41,200","34,836","41,329","16,281","25,048","60,032","25,071","48,483","6,619","45,960","24,185","21,775","84,470","39,222","21,558","23,690","4,891","15,824","66,483","24,541","46,665","21,805","13,493","30,103","104,156","21,765","44,629","37,762","44,568","19,516","14,532","52,326","105,931","35,836","19,742","9,002","7,627","2,865","3,529","7,453"
2020,5,10,"1,341,519","121,072","29,499","34,119","14,399","43,055","89,441","17,580","17,231","54,630","43,008","54,169","19,523","34,646","72,698","32,134","52,782","8,807","66,242","35,208","31,034","107,211","42,146","30,349","34,716","6,362","18,658","77,535","24,851","49,454","27,437","15,012","24,271","123,010","25,965","51,310","45,735","48,295","22,757","18,502","45,686","94,503","33,608","23,861","12,690","9,751","3,239","4,794","9,679"
2020,5,20,"1,788,779","186,965","44,194","54,970","28,578","59,223","132,358","34,121","31,469","66,768","63,215","79,728","35,017","44,711","118,924","40,742","70,912","11,150","105,987","57,492","48,495","151,039","62,945","44,956","43,138","8,369","27,570","83,689","30,909","66,914","38,552","23,119","33,753","135,480","33,797","55,594","46,089","55,586","29,489","21,989","48,678","100,281","44,433","26,807","17,941","12,118","5,439","6,194","10,449"
2020,5,30,"1,916,581","182,542","33,651","59,796","24,912","64,183","138,313","34,841","31,630","71,842","59,747","79,077","33,934","45,143","119,007","44,448","78,067","10,350","86,210","44,233","41,977","142,786","67,178","38,601","37,007","8,324","27,198","90,855","39,553","73,832","39,338","22,856","48,219","148,644","34,295","61,548","52,801","66,699","30,739","23,259","71,424","150,853","58,846","27,492","14,921","11,769","4,318","5,917","10,978"
2020,5,40,"2,294,087","204,852","46,589","61,763","27,839","68,661","158,734","36,847","33,856","88,031","74,551","90,203","35,901","54,302","131,495","54,232","91,309","14,555","110,183","58,756","51,427","184,868","79,088","52,271","53,509","9,371","33,182","129,462","42,500","87,240","45,402","25,158","49,189","200,769","43,283","84,587","72,899","79,109","34,872","30,035","82,849","159,242","65,372","38,864","21,016","16,078","5,021","8,007","16,367"
2020,5,50,"2,217,878","196,610","49,451","62,593","30,761","53,805","156,050","40,448","39,341","76,261","79,362","99,505","44,284","55,221","149,944","52,396","85,026","16,401","127,209","68,157","59,052","193,714","82,343","55,596","55,775","10,715","36,004","115,157","32,767","84,394","48,412","29,887","41,013","161,534","42,789","64,835","53,910","70,655","35,131","31,069","64,247","111,363","62,593","37,282","29,561","20,138","7,297","11,487","20,955"
2020,5,60,"1,453,705","114,605","29,490","37,991","21,613","25,511","109,093","31,523","29,748","47,822","54,100","68,372","33,136","35,236","105,866","37,977","51,749","12,655","66,984","35,440","31,544","114,225","53,824","30,760","29,641","6,930","23,389","79,070","18,778","42,571","31,634","20,671","32,939","102,000","29,631","39,770","32,599","46,572","24,585","23,868","45,698","65,122","45,466","27,302","23,218","17,634","7,274","11,665","21,693"
2020,5,70,"751,632","55,645","15,562","17,147","11,757","11,179","57,133","16,602","15,068","25,463","30,625","31,263","16,169","15,094","45,581","18,432","28,060","8,732","29,111","16,503","12,608","61,206","29,997","15,381","15,828","3,597","11,594","43,725","9,479","18,545","14,785","9,028","15,345","64,731","15,772","25,920","23,039","28,315","12,906","13,387","24,718","31,074","21,397","15,947","12,423","10,143","5,061","6,843","12,801"
2020,5,80,"336,198","24,262","7,287","7,326","4,723","4,926","24,249","6,063","5,530","12,656","13,411","13,911","6,827","7,084","19,311","7,705","13,585","4,164","14,016","8,010","6,006","31,810","14,384","8,468","8,958","1,812","4,718","17,753","3,846","8,430","7,327","4,174","5,431","26,481","7,251","10,431","8,799","13,528","6,554","7,349","9,930","13,953","7,899","6,761","6,277","5,160","2,731","3,577","6,083"
2020,5,90,"49,854","3,821","1,198","1,126",713,784,"4,048",906,872,"2,270","1,794","2,062",951,"1,111","2,990","1,135","1,899",584,"2,030","1,184",846,"4,526","1,986","1,302","1,238",368,669,"2,503",477,"1,227","1,137",700,959,"3,991","1,112","1,581","1,298","1,952",932,972,"1,413","1,947","1,208",945,958,773,396,507,931
2020,5,100,"4,152",307,87,94,88,38,469,201,179,89,210,173,82,91,245,141,239,80,115,62,53,324,209,60,55,51,77,212,48,96,73,52,118,191,69,69,53,192,66,56,69,109,95,66,74,43,48,46,67
2020,6,총,"13,338,020","1,191,542","275,875","370,648","175,468","369,551","939,748","234,729","218,485","486,534","455,520","558,017","241,830","316,187","825,700","312,774","523,881","94,143","654,450","349,514","304,936","1,076,996","473,812","299,323","303,861","61,309","198,461","707,485","228,111","481,430","276,039","163,622","283,256","1,073,115","256,918","440,831","375,366","456,073","218,465","185,305","449,039","836,662","377,525","226,015","148,015","111,341","43,618","62,662","117,701"
2020,6,0,"1,166,941","100,857","19,176","33,680","9,926","38,075","70,354","15,472","13,843","41,039","34,754","41,023","16,184","24,839","59,795","24,911","48,507","6,584","45,844","24,106","21,738","84,231","39,165","21,468","23,598","4,958","15,746","66,356","24,491","46,723","21,724","13,449","30,221","103,820","21,697","44,446","37,677","44,481","19,432","14,484","52,458","105,780","35,792","19,797","8,944","7,624","2,862","3,505","7,434"
2020,6,10,"1,340,623","120,611","29,315","34,000","14,336","42,960","89,109","17,552","17,145","54,412","42,919","53,914","19,447","34,467","72,434","31,954","52,815","8,768","65,927","35,061","30,866","106,865","42,033","30,214","34,618","6,330","18,570","77,658","24,838","49,437","27,299","14,959","24,348","123,661","26,675","51,317","45,669","48,297","23,356","18,483","45,816","94,699","33,598","23,911","12,625","9,699","3,230","4,790","9,703"
2020,6,20,"1,791,260","187,086","44,199","54,975","28,666","59,246","132,270","34,125","31,428","66,717","63,363","79,323","34,971","44,352","118,809","40,475","71,234","11,188","106,107","57,608","48,499","151,111","62,969","44,982","43,160","8,450","27,508","83,836","30,949","67,202","38,641","23,046","34,097","135,948","33,984","55,773","46,191","55,677","29,636","22,027","48,959","100,725","44,547","26,920","17,943","12,089","5,408","6,195","10,491"
2020,6,30,"1,914,790","182,108","33,474","59,710","24,894","64,030","137,890","34,767","31,501","71,622","59,777","78,587","33,723","44,864","118,715","44,097","78,308","10,362","86,300","44,267","42,033","142,921","67,309","38,544","37,068","8,420","26,980","90,736","39,496","74,141","39,282","22,750","48,582","148,399","34,258","61,455","52,686","66,501","30,734","23,199","71,607","150,859","58,658","27,614","14,874","11,750","4,290","5,895","10,958"
2020,6,40,"2,295,521","204,658","46,417","61,778","27,780","68,683","158,577","36,819","33,844","87,914","74,609","89,886","35,870","54,016","131,496","53,927","91,649","14,482","110,061","58,666","51,395","184,635","79,058","52,149","53,428","9,449","33,119","129,554","42,651","87,594","45,379","25,058","49,539","200,871","43,412","84,519","72,940","79,254","34,856","30,104","83,297","159,803","65,609","39,007","20,917","16,079","5,024","8,010","16,367"
