년도,월,나이,경상북도 예천군,경상북도 예천군 예천읍,경상북도 예천군 용문면,경상북도 예천군 감천면,경상북도 예천군 보문면,경상북도 예천군 호명면,경상북도 예천군 유천면,경상북도 예천군 용궁면,경상북도 예천군 개포면,경상북도 예천군 지보면,경상북도 예천군 풍양면,경상북도 예천군 효자면,경상북도 예천군 은풍면
2020,5,80,"4,886","1,027",393,434,296,462,355,361,275,450,500,142,191
2020,5,90,638,171,43,50,27,66,49,46,29,52,57,21,27
2020,5,100,36,6,4,5,0,3,2,4,1,5,2,1,3
2020,6,총,"55,750","15,060","2,361","2,703","1,709","18,789","2,559","2,480","1,547","2,773","3,217","1,179","1,373"
2020,6,0,"4,687",827,78,65,54,"3,249",154,55,22,58,58,25,42
2020,6,10,"4,422","1,284",113,85,59,"2,265",112,92,49,84,139,63,77
2020,6,20,"4,134","1,359",103,153,60,"1,663",219,121,52,95,197,44,68
2020,6,30,"5,643","1,208",85,121,84,"3,410",219,117,48,125,126,41,59
2020,6,40,"7,110","1,956",186,170,123,"3,459",241,201,111,208,254,90,111
2020,6,50,"8,120","2,556",366,430,265,"2,140",335,377,225,442,513,248,223
2020,6,60,"9,146","2,823",496,675,406,"1,322",445,570,385,676,718,329,301
2020,6,70,"6,932","1,846",497,514,337,750,426,534,353,579,651,175,270
2020,6,80,"4,881","1,024",391,434,292,460,357,364,273,451,500,142,193
2020,6,90,640,171,42,52,29,68,49,45,28,50,59,21,26
2020,6,100,35,6,4,4,0,3,2,4,1,5,2,1,3
2020,7,총,"55,652","14,981","2,352","2,695","1,711","18,804","2,564","2,480","1,546","2,767","3,212","1,173","1,367"
2020,7,0,"4,665",810,76,63,54,"3,252",156,54,22,57,56,25,40
2020,7,10,"4,385","1,259",114,87,60,"2,259",108,95,49,84,132,61,77
2020,7,20,"4,102","1,348",98,152,60,"1,642",224,119,52,95,201,44,67
2020,7,30,"5,604","1,188",85,121,82,"3,399",224,118,47,121,122,39,58
2020,7,40,"7,088","1,953",184,170,123,"3,458",234,202,109,207,252,87,109
2020,7,50,"8,138","2,538",366,429,264,"2,178",337,376,225,443,515,246,221
2020,7,60,"9,173","2,827",496,672,406,"1,340",447,569,388,675,721,328,304
2020,7,70,"6,949","1,857",497,513,343,748,424,536,350,582,652,176,271
2020,7,80,"4,879","1,025",390,431,290,461,356,362,276,449,501,145,193
2020,7,90,635,170,42,53,29,64,53,45,27,49,58,21,24
2020,7,100,34,6,4,4,0,3,1,4,1,5,2,1,3
2020,8,총,"55,457","14,892","2,356","2,687","1,712","18,759","2,545","2,471","1,541","2,748","3,199","1,173","1,374"
2020,8,0,"4,643",805,78,64,57,"3,247",150,52,21,54,55,22,38
2020,8,10,"4,366","1,246",115,85,60,"2,260",106,93,47,84,130,63,77
2020,8,20,"4,069","1,322",96,150,58,"1,646",222,118,53,91,200,45,68
2020,8,30,"5,542","1,183",84,119,83,"3,357",223,112,48,117,119,38,59
2020,8,40,"7,086","1,934",188,173,123,"3,473",231,204,105,210,248,87,110
2020,8,50,"8,087","2,522",357,426,264,"2,169",334,378,224,436,511,244,222
2020,8,60,"9,186","2,835",498,672,404,"1,344",443,567,385,674,725,329,310
2020,8,70,"6,928","1,840",504,515,344,733,427,534,353,583,649,175,271
2020,8,80,"4,871","1,038",390,426,288,459,351,363,276,444,502,145,189
2020,8,90,646,161,42,53,31,68,57,46,28,51,58,24,27
2020,8,100,33,6,4,4,0,3,1,4,1,4,2,1,3
2020,9,총,"55,416","14,847","2,340","2,685","1,721","18,789","2,549","2,471","1,538","2,731","3,194","1,187","1,364"
2020,9,0,"4,630",799,75,64,56,"3,245",151,53,21,50,55,25,36
2020,9,10,"4,351","1,235",111,85,58,"2,265",110,90,46,84,129,63,75
2020,9,20,"4,063","1,320",95,149,61,"1,646",218,117,54,91,199,47,66
2020,9,30,"5,503","1,181",80,116,81,"3,335",223,114,44,114,113,41,61
2020,9,40,"7,063","1,917",186,170,124,"3,472",237,202,106,205,252,88,104
2020,9,50,"8,081","2,506",355,430,262,"2,195",331,381,221,429,506,241,224
2020,9,60,"9,248","2,848",501,676,413,"1,361",446,569,386,679,726,336,307
2020,9,70,"6,913","1,835",502,513,347,731,425,533,351,580,649,176,271
2020,9,80,"4,875","1,040",390,423,288,466,350,359,278,442,504,145,190
2020,9,90,655,160,42,55,31,70,56,49,29,53,59,24,27
2020,9,100,34,6,3,4,0,3,2,4,2,4,2,1,3
2020,10,총,"55,437","14,822","2,338","2,669","1,708","18,882","2,550","2,473","1,531","2,728","3,182","1,188","1,366"
2020,10,0,"4,625",801,74,66,55,"3,238",153,53,21,49,54,25,36
2020,10,10,"4,343","1,220",111,80,56,"2,276",112,90,45,87,127,62,77
2020,10,20,"4,076","1,317",93,144,59,"1,671",218,119,54,91,197,48,65
2020,10,30,"5,471","1,173",78,115,79,"3,323",223,110,44,111,112,42,61
2020,10,40,"7,069","1,907",184,166,123,"3,503",237,203,104,202,246,87,107
2020,10,50,"8,089","2,497",356,430,264,"2,217",332,377,223,429,504,241,219
2020,10,60,"9,289","2,851",506,675,411,"1,386",445,573,383,683,731,337,308
2020,10,70,"6,898","1,842",500,512,347,726,421,531,350,578,647,175,269
2020,10,80,"4,884","1,046",389,423,280,468,352,363,278,439,507,145,194
2020,10,90,659,162,44,54,34,71,55,50,27,55,55,25,27
2020,10,100,34,6,3,4,0,3,2,4,2,4,2,1,3
2020,11,총,"55,558","14,840","2,322","2,655","1,702","19,065","2,537","2,461","1,529","2,726","3,173","1,186","1,362"
2020,11,0,"4,625",795,67,62,55,"3,264",152,50,21,49,52,24,34
2020,11,10,"4,340","1,219",110,78,57,"2,291",109,88,43,84,124,60,77
2020,11,20,"4,112","1,339",88,145,57,"1,687",219,117,55,91,199,48,67
2020,11,30,"5,478","1,172",75,109,80,"3,344",226,107,45,110,112,38,60
2020,11,40,"7,083","1,902",183,164,120,"3,539",236,202,100,200,243,87,107
2020,11,50,"8,092","2,486",355,427,263,"2,247",328,373,226,427,501,242,217
2020,11,60,"9,355","2,864",510,681,412,"1,415",441,574,385,690,738,340,305
2020,11,70,"6,885","1,841",499,509,346,734,422,531,344,574,640,176,269
2020,11,80,"4,894","1,053",388,420,277,470,348,365,281,442,509,145,196
2020,11,90,660,163,44,56,35,71,54,50,27,55,53,25,27
2020,11,100,34,6,3,4,0,3,2,4,2,4,2,1,3
2020,12,총,"55,613","14,801","2,309","2,657","1,697","19,193","2,531","2,456","1,523","2,721","3,165","1,194","1,366"
2020,12,0,"4,639",800,62,60,53,"3,280",151,50,21,49,54,24,35
2020,12,10,"4,346","1,211",112,81,58,"2,311",107,87,41,84,120,59,75
2020,12,20,"4,114","1,336",87,144,55,"1,703",214,116,56,90,196,49,68
2020,12,30,"5,471","1,151",74,108,82,"3,356",227,108,45,108,113,39,60
2020,12,40,"7,087","1,894",182,165,119,"3,556",238,202,99,199,239,86,108
2020,12,50,"8,090","2,472",352,425,260,"2,284",320,365,226,418,505,244,219
2020,12,60,"9,422","2,873",511,685,412,"1,436",446,579,385,698,745,345,307
2020,12,70,"6,827","1,827",494,507,346,723,425,527,339,573,623,176,267
2020,12,80,"4,927","1,069",389,421,277,471,348,368,282,446,515,145,196
2020,12,90,656,162,43,57,35,70,53,50,27,52,53,26,28
2020,12,100,34,6,3,4,0,3,2,4,2,4,2,1,3
2021,1,총,"55,709","14,789","2,308","2,654","1,701","19,335","2,529","2,455","1,519","2,715","3,151","1,193","1,360"
2021,1,0,"4,602",801,59,57,55,"3,256",147,49,21,47,52,23,35
2021,1,10,"4,395","1,203",115,81,58,"2,366",111,86,41,84,118,57,75
2021,1,20,"4,116","1,336",85,142,56,"1,712",210,120,55,93,189,50,68
2021,1,30,"5,462","1,149",73,107,84,"3,353",225,107,45,108,116,39,56
2021,1,40,"7,109","1,884",180,162,118,"3,613",233,204,94,191,237,84,109
2021,1,50,"8,067","2,461",349,422,259,"2,300",323,358,225,419,495,243,213
2021,1,60,"9,489","2,891",510,691,415,"1,459",448,586,390,691,746,351,311
2021,1,70,"6,795","1,825",494,505,344,725,418,518,334,571,621,174,266
2021,1,80,"4,972","1,069",397,424,276,476,359,373,285,455,520,145,193
2021,1,90,668,164,43,60,36,72,52,50,27,52,55,26,31
2021,1,100,34,6,3,3,0,3,3,4,2,4,2,1,3
2021,2,총,"55,807","14,757","2,307","2,649","1,686","19,507","2,530","2,455","1,517","2,716","3,135","1,190","1,358"
2021,2,0,"4,606",797,59,55,52,"3,272",148,48,19,49,51,22,34
2021,2,10,"4,411","1,202",113,82,55,"2,396",109,89,38,82,114,56,75
2021,2,20,"4,126","1,334",87,136,56,"1,734",207,119,54,92,187,50,70
2021,2,30,"5,448","1,139",71,111,80,"3,354",223,105,44,109,118,40,54
2021,2,40,"7,134","1,877",179,162,114,"3,663",231,204,95,191,230,82,106
2021,2,50,"8,075","2,464",347,415,260,"2,331",326,357,221,415,489,239,211
2021,2,60,"9,530","2,889",514,694,412,"1,475",453,588,394,695,748,353,315
2021,2,70,"6,773","1,820",495,503,343,724,417,515,330,567,618,176,265
2021,2,80,"4,994","1,066",396,429,278,481,359,377,291,457,520,146,194
2021,2,90,677,163,43,60,36,74,54,49,29,55,58,25,31
2021,2,100,33,6,3,2,0,3,3,4,2,4,2,1,3
2021,3,총,"55,649","14,633","2,301","2,631","1,684","19,596","2,526","2,410","1,505","2,697","3,127","1,189","1,350"
2021,3,0,"4,598",788,64,53,55,"3,275",148,47,17,45,50,22,34
2021,3,10,"4,388","1,185",113,81,53,"2,400",108,83,36,85,113,56,75
2021,3,20,"4,097","1,317",85,136,52,"1,746",211,111,52,88,185,48,66
2021,3,30,"5,427","1,115",74,113,83,"3,370",219,99,44,107,113,39,51
2021,3,40,"7,127","1,872",173,155,113,"3,681",236,197,92,194,226,82,106
2021,3,50,"7,985","2,432",341,406,255,"2,344",325,352,211,396,481,232,210
2021,3,60,"9,579","2,891",516,702,413,"1,490",450,585,404,702,755,356,315
2021,3,70,"6,736","1,808",490,496,344,729,415,503,322,559,619,182,269
2021,3,80,"5,024","1,068",401,426,280,489,358,382,296,464,525,145,190
2021,3,90,663,154,43,62,36,70,54,47,29,53,59,26,30
2021,3,100,25,3,1,1,0,2,2,4,2,4,1,1,4
2021,4,총,"55,716","14,629","2,303","2,635","1,685","19,677","2,527","2,412","1,501","2,688","3,125","1,184","1,350"
2021,4,0,"4,564",783,65,52,55,"3,249",148,47,17,44,49,22,33
2021,4,10,"4,414","1,177",112,82,52,"2,426",114,83,36,85,116,55,76
2021,4,20,"4,097","1,318",87,135,52,"1,760",203,113,50,88,180,46,65
2021,4,30,"5,413","1,114",73,116,83,"3,368",211,96,44,108,113,38,49
2021,4,40,"7,160","1,864",174,154,116,"3,716",237,199,92,192,228,83,105
2021,4,50,"7,971","2,432",339,410,255,"2,355",323,349,207,388,480,224,209
2021,4,60,"9,637","2,901",519,698,418,"1,498",458,588,410,710,759,360,318
2021,4,70,"6,701","1,799",484,498,337,734,415,498,318,556,610,182,270
2021,4,80,"5,062","1,085",405,426,281,498,360,387,295,461,527,146,191
2021,4,90,673,153,44,63,36,71,56,48,31,52,62,27,30
2021,4,100,24,3,1,1,0,2,2,4,1,4,1,1,4
2021,5,총,"55,800","14,633","2,301","2,643","1,690","19,755","2,540","2,394","1,497","2,684","3,129","1,176","1,358"
2021,5,0,"4,566",770,65,53,56,"3,256",152,47,17,44,49,23,34
2021,5,10,"4,421","1,177",111,80,53,"2,442",111,83,35,83,115,54,77
2021,5,20,"4,115","1,317",86,137,52,"1,772",213,108,52,90,174,46,68
2021,5,30,"5,413","1,114",75,115,83,"3,363",211,96,40,108,118,40,50
2021,5,40,"7,161","1,853",173,152,115,"3,739",237,199,91,187,228,81,106
2021,5,50,"7,975","2,427",337,413,258,"2,372",327,347,207,387,481,209,210
2021,5,60,"9,656","2,909",518,702,418,"1,505",459,584,406,710,757,368,320
2021,5,70,"6,725","1,820",481,503,337,737,409,496,319,557,616,182,268
2021,5,80,"5,065","1,090",410,422,282,494,362,381,298,462,526,146,192
2021,5,90,680,153,44,65,36,73,57,49,31,52,64,27,29
2021,5,100,23,3,1,1,0,2,2,4,1,4,1,0,4
2021,6,총,"55,784","14,619","2,294","2,630","1,696","19,787","2,538","2,389","1,500","2,678","3,123","1,170","1,360"
2021,6,0,"4,554",767,62,47,58,"3,252",154,48,16,44,49,23,34
2021,6,10,"4,426","1,164",112,79,55,"2,457",112,84,37,81,116,53,76
2021,6,20,"4,094","1,315",87,137,51,"1,759",213,104,53,91,171,45,68
2021,6,30,"5,416","1,117",75,114,85,"3,365",209,97,41,109,117,37,50
2021,6,40,"7,169","1,848",170,151,114,"3,762",239,195,89,186,227,82,106
2021,6,50,"7,948","2,424",337,408,257,"2,371",321,347,205,385,479,207,207
2021,6,60,"9,699","2,908",518,705,425,"1,524",465,584,407,710,759,369,325
2021,6,70,"6,723","1,829",479,502,334,733,411,498,320,555,611,182,269
2021,6,80,"5,051","1,090",409,422,279,488,356,379,300,461,530,145,192
2021,6,90,682,154,44,64,38,74,56,49,31,53,63,27,29
2021,6,100,22,3,1,1,0,2,2,4,1,3,1,0,4
2021,7,총,"55,845","14,613","2,291","2,623","1,690","19,858","2,542","2,400","1,500","2,679","3,115","1,171","1,363"
2021,7,0,"4,537",755,59,45,58,"3,256",153,46,16,44,48,22,35
2021,7,10,"4,442","1,169",110,78,53,"2,468",112,88,37,80,119,53,75
2021,7,20,"4,097","1,304",87,135,51,"1,771",218,105,54,90,168,44,70
2021,7,30,"5,408","1,114",76,112,84,"3,356",212,98,41,110,117,36,52
2021,7,40,"7,185","1,851",169,153,114,"3,779",233,198,88,184,230,81,105
2021,7,50,"7,955","2,413",333,409,257,"2,405",322,346,202,385,472,207,204
2021,7,60,"9,739","2,927",523,702,424,"1,527",467,589,409,712,763,374,322
2021,7,70,"6,725","1,833",475,503,334,732,411,500,320,554,607,183,273
2021,7,80,"5,055","1,091",413,420,277,488,356,377,300,466,529,144,194
2021,7,90,679,153,45,65,38,74,56,49,32,51,61,26,29
2021,7,100,23,3,1,1,0,2,2,4,1,3,1,1,4
2021,8,총,"55,846","14,619","2,281","2,617","1,683","19,890","2,543","2,393","1,496","2,679","3,111","1,165","1,369"
2021,8,0,"4,506",748,59,45,58,"3,235",153,46,15,42,49,21,35
2021,8,10,"4,465","1,184",112,77,54,"2,481",110,86,35,81,117,53,75
2021,8,20,"4,091","1,296",86,131,50,"1,778",217,105,55,94,167,41,71
2021,8,30,"5,389","1,105",75,112,84,"3,351",212,97,39,111,117,34,52
2021,8,40,"7,171","1,856",168,153,113,"3,764",232,200,87,183,231,79,105
2021,8,50,"7,955","2,415",332,404,254,"2,431",321,335,201,384,463,209,206
2021,8,60,"9,761","2,925",518,702,423,"1,549",471,591,410,710,766,373,323
2021,8,70,"6,748","1,841",472,504,333,737,413,502,320,559,609,184,274
2021,8,80,"5,054","1,091",414,423,277,489,354,378,299,460,529,145,195
2021,8,90,682,155,44,65,37,73,57,49,34,52,62,25,29
2021,8,100,24,3,1,1,0,2,3,4,1,3,1,1,4
2021,9,총,"55,802","14,591","2,274","2,608","1,681","19,906","2,552","2,390","1,498","2,670","3,100","1,163","1,369"
2021,9,0,"4,501",741,62,43,57,"3,243",152,45,15,41,46,20,36
2021,9,10,"4,473","1,178",113,76,54,"2,491",110,86,35,83,118,54,75
2021,9,20,"4,047","1,289",81,128,49,"1,750",228,102,54,92,164,40,70
2021,9,30,"5,361","1,101",74,111,83,"3,339",206,97,39,111,116,33,51
2021,9,40,"7,175","1,848",167,153,110,"3,775",233,202,88,184,233,78,104
2021,9,50,"7,949","2,409",330,403,250,"2,459",317,334,201,377,457,207,205
2021,9,60,"9,773","2,932",516,699,429,"1,547",475,589,410,711,766,375,324
2021,9,70,"6,749","1,838",472,505,333,739,414,498,323,559,610,183,275
2021,9,80,"5,070","1,098",414,423,279,491,357,384,297,459,526,145,197
2021,9,90,680,154,44,66,37,70,57,49,35,50,63,27,28
2021,9,100,24,3,1,1,0,2,3,4,1,3,1,1,4
2021,10,총,"55,809","14,576","2,269","2,595","1,696","19,933","2,550","2,386","1,499","2,686","3,095","1,158","1,366"
2021,10,0,"4,487",738,60,43,60,"3,237",153,43,15,40,44,19,35
2021,10,10,"4,480","1,183",113,75,54,"2,499",114,87,35,82,112,54,72
2021,10,20,"4,042","1,281",80,127,51,"1,751",226,103,54,92,166,41,70
2021,10,30,"5,324","1,099",73,105,83,"3,317",202,94,38,113,117,32,51
2021,10,40,"7,209","1,852",166,152,114,"3,809",234,199,87,186,231,76,103
2021,10,50,"7,934","2,401",325,398,253,"2,460",317,333,200,380,460,202,205
2021,10,60,"9,792","2,918",520,705,429,"1,559",471,592,411,719,761,380,327
2021,10,70,"6,749","1,844",476,500,331,737,414,500,318,564,607,184,274
2021,10,80,"5,075","1,097",411,421,284,491,358,383,305,458,532,140,195
2021,10,90,694,160,45,68,37,70,58,48,35,49,65,29,30
2021,10,100,23,3,0,1,0,3,3,4,1,3,0,1,4
2021,11,총,"55,824","14,566","2,272","2,599","1,691","19,947","2,555","2,383","1,501","2,691","3,089","1,162","1,368"
2021,11,0,"4,475",735,57,45,58,"3,233",151,40,15,42,45,19,35
2021,11,10,"4,478","1,184",113,75,56,"2,501",112,88,35,80,109,54,71
2021,11,20,"4,056","1,288",75,127,52,"1,755",230,105,53,94,164,41,72
2021,11,30,"5,305","1,080",75,105,81,"3,319",200,93,39,114,114,34,51
2021,11,40,"7,220","1,858",169,152,110,"3,826",234,194,85,184,230,75,103
2021,11,50,"7,926","2,395",320,398,254,"2,446",321,338,200,385,461,206,202
2021,11,60,"9,794","2,912",527,708,429,"1,561",472,587,415,718,756,379,330
2021,11,70,"6,755","1,852",479,496,328,745,412,498,314,560,614,187,270
2021,11,80,"5,082","1,097",410,420,285,485,361,386,308,463,529,138,200
2021,11,90,710,162,47,72,38,73,59,50,36,48,67,28,30
2021,11,100,23,3,0,1,0,3,3,4,1,3,0,1,4
2021,12,총,"55,739","14,548","2,268","2,604","1,672","19,948","2,535","2,379","1,494","2,683","3,078","1,160","1,370"
2021,12,0,"4,450",730,56,49,57,"3,216",149,38,15,40,47,18,35
2021,12,10,"4,455","1,173",110,73,52,"2,509",113,83,34,75,107,55,71
2021,12,20,"4,031","1,290",75,126,52,"1,747",220,106,52,94,160,36,73
2021,12,30,"5,272","1,076",71,108,80,"3,310",190,92,38,113,112,34,48
2021,12,40,"7,225","1,849",170,152,111,"3,842",234,193,85,184,228,75,102
2021,12,50,"7,901","2,380",320,399,253,"2,443",320,339,199,387,452,208,201
2021,12,60,"9,803","2,917",527,707,426,"1,574",467,586,415,709,761,381,333
2021,12,70,"6,746","1,864",480,492,319,739,415,498,312,568,600,186,273
2021,12,80,"5,114","1,101",412,424,283,490,366,387,309,461,543,138,200
2021,12,90,718,165,47,73,39,74,58,54,34,49,68,28,29
2021,12,100,24,3,0,1,0,4,3,3,1,3,0,1,5
