년도,월,나이,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2020,5,100,45,1,1,1,7,2,3,0,2,1,6,7,4,4,3,2,1
2020,6,총,"195,349","12,644","9,653","4,855","17,444","11,266","12,981","12,304","9,612","10,052","13,443","17,350","9,611","15,379","8,755","19,733","10,267"
2020,6,0,"12,200",699,599,243,912,670,617,"1,020",416,701,603,"1,312",601,783,444,"1,844",736
2020,6,10,"14,038",830,673,330,"1,036",681,841,"1,075",454,692,673,"1,631",651,972,586,"1,998",915
2020,6,20,"27,931","1,713","1,303",676,"2,688","1,603","1,959","1,827","1,687","1,478","1,905","2,379","1,362","2,197","1,215","2,574","1,365"
2020,6,30,"30,165","1,849","1,452",750,"2,899","1,778","2,001","1,879","2,079","1,704","2,039","2,570","1,664","2,147","1,220","2,653","1,481"
2020,6,40,"30,083","2,057","1,621",783,"2,701","1,723","1,941","1,772","1,364","1,493","1,963","2,963","1,478","2,254","1,264","3,097","1,609"
2020,6,50,"34,588","2,555","1,673",923,"3,226","1,925","2,319","2,190","1,594","1,626","2,731","2,700","1,568","2,934","1,747","3,173","1,704"
2020,6,60,"27,429","1,726","1,337",685,"2,329","1,703","1,893","1,577","1,157","1,440","2,110","2,168","1,365","2,470","1,367","2,613","1,489"
2020,6,70,"14,129",910,785,352,"1,254",910,"1,052",705,654,682,"1,037","1,193",698,"1,213",688,"1,304",692
2020,6,80,"4,380",273,184,109,368,252,325,243,188,222,342,402,204,369,208,438,253
2020,6,90,361,31,25,3,24,19,30,16,17,13,34,25,16,36,13,37,22
2020,6,100,45,1,1,1,7,2,3,0,2,1,6,7,4,4,3,2,1
2020,7,총,"195,227","12,602","9,629","5,238","17,365","11,270","12,937","12,278","9,624","9,997","13,386","17,341","9,595","15,323","8,726","19,679","10,237"
2020,7,0,"12,188",689,595,307,905,672,615,"1,021",412,691,590,"1,300",601,778,443,"1,835",734
2020,7,10,"13,993",827,671,362,"1,029",681,820,"1,078",452,687,677,"1,626",645,962,579,"1,986",911
2020,7,20,"27,882","1,707","1,294",714,"2,678","1,611","1,957","1,813","1,686","1,462","1,900","2,387","1,363","2,182","1,208","2,563","1,357"
2020,7,30,"30,102","1,829","1,453",851,"2,874","1,779","1,988","1,879","2,073","1,693","2,021","2,561","1,648","2,139","1,201","2,637","1,476"
2020,7,40,"30,061","2,043","1,615",850,"2,698","1,710","1,930","1,768","1,374","1,499","1,942","2,947","1,479","2,237","1,275","3,094","1,600"
2020,7,50,"34,498","2,550","1,666",958,"3,217","1,927","2,319","2,172","1,600","1,607","2,720","2,703","1,560","2,917","1,738","3,156","1,688"
2020,7,60,"27,500","1,729","1,334",721,"2,309","1,702","1,900","1,579","1,166","1,435","2,115","2,180","1,366","2,476","1,369","2,628","1,491"
2020,7,70,"14,187",921,790,357,"1,247",917,"1,048",709,654,689,"1,040","1,201",704,"1,221",686,"1,300",703
2020,7,80,"4,407",274,185,113,377,250,327,242,189,220,341,405,208,370,211,441,254
2020,7,90,364,32,25,4,24,19,30,17,16,13,34,24,17,37,13,37,22
2020,7,100,45,1,1,1,7,2,3,0,2,1,6,7,4,4,3,2,1
2020,8,총,"195,931","12,516","9,554","6,561","17,284","11,235","12,848","12,232","9,609","9,982","13,378","17,290","9,598","15,310","8,717","19,585","10,232"
2020,8,0,"12,267",675,583,522,886,665,596,"1,020",409,690,588,"1,290",590,773,439,"1,814",727
2020,8,10,"13,968",817,654,441,"1,022",680,814,"1,069",445,679,666,"1,628",642,957,575,"1,973",906
2020,8,20,"27,965","1,708","1,297",852,"2,668","1,607","1,941","1,801","1,692","1,459","1,906","2,388","1,361","2,177","1,199","2,548","1,361"
2020,8,30,"30,246","1,812","1,428","1,177","2,864","1,765","1,964","1,869","2,059","1,693","2,017","2,521","1,652","2,143","1,205","2,606","1,471"
2020,8,40,"30,144","2,008","1,601","1,092","2,669","1,694","1,903","1,755","1,365","1,499","1,936","2,951","1,472","2,239","1,276","3,081","1,603"
2020,8,50,"34,526","2,541","1,653","1,107","3,189","1,930","2,307","2,166","1,601","1,598","2,716","2,694","1,568","2,906","1,728","3,139","1,683"
2020,8,60,"27,732","1,732","1,327",837,"2,336","1,702","1,909","1,584","1,175","1,446","2,128","2,188","1,371","2,473","1,381","2,649","1,494"
2020,8,70,"14,238",921,796,402,"1,242",922,"1,051",711,653,683,"1,039","1,200",704,"1,237",685,"1,287",705
2020,8,80,"4,435",270,189,126,376,250,331,241,191,222,342,398,217,363,213,449,257
2020,8,90,365,31,25,4,25,18,29,16,17,12,34,25,17,38,13,37,24
2020,8,100,45,1,1,1,7,2,3,0,2,1,6,7,4,4,3,2,1
2020,9,총,"195,981","12,480","9,500","7,133","17,238","11,203","12,757","12,188","9,635","9,952","13,317","17,277","9,577","15,316","8,673","19,525","10,210"
2020,9,0,"12,194",671,560,612,874,658,569,"1,008",398,686,591,"1,275",585,765,429,"1,786",727
2020,9,10,"13,968",811,664,471,"1,004",684,813,"1,073",451,667,655,"1,616",639,968,570,"1,979",903
2020,9,20,"27,911","1,703","1,288",905,"2,666","1,598","1,919","1,794","1,684","1,451","1,895","2,418","1,342","2,175","1,182","2,532","1,359"
2020,9,30,"30,195","1,799","1,402","1,293","2,839","1,756","1,949","1,849","2,088","1,688","2,021","2,482","1,647","2,132","1,198","2,596","1,456"
2020,9,40,"30,103","1,999","1,592","1,175","2,665","1,688","1,878","1,748","1,367","1,488","1,920","2,954","1,475","2,242","1,258","3,055","1,599"
2020,9,50,"34,510","2,525","1,653","1,201","3,182","1,928","2,301","2,162","1,592","1,594","2,691","2,685","1,565","2,901","1,731","3,127","1,672"
2020,9,60,"27,917","1,744","1,333",900,"2,355","1,702","1,914","1,588","1,183","1,457","2,115","2,216","1,375","2,480","1,379","2,671","1,505"
2020,9,70,"14,288",926,794,436,"1,240",925,"1,047",705,656,684,"1,049","1,197",711,"1,242",684,"1,287",705
2020,9,80,"4,478",271,188,133,382,245,334,245,196,222,341,401,216,368,224,452,260
2020,9,90,371,30,25,6,24,17,30,16,18,14,33,26,18,38,15,38,23
2020,9,100,46,1,1,1,7,2,3,0,2,1,6,7,4,5,3,2,1
2020,10,총,"195,718","12,433","9,476","7,271","17,196","11,201","12,703","12,184","9,628","9,934","13,255","17,262","9,582","15,287","8,656","19,484","10,166"
2020,10,0,"12,083",658,550,630,854,651,571,997,397,679,581,"1,265",577,768,421,"1,761",723
2020,10,10,"13,844",808,651,476,"1,000",680,801,"1,060",448,661,646,"1,608",641,957,550,"1,973",884
2020,10,20,"27,879","1,700","1,290",910,"2,676","1,584","1,915","1,790","1,681","1,453","1,882","2,428","1,346","2,152","1,193","2,531","1,348"
2020,10,30,"30,110","1,784","1,398","1,322","2,808","1,777","1,919","1,855","2,077","1,677","2,021","2,475","1,654","2,127","1,196","2,571","1,449"
2020,10,40,"30,030","1,974","1,588","1,191","2,671","1,678","1,866","1,761","1,373","1,481","1,895","2,943","1,461","2,231","1,257","3,060","1,600"
2020,10,50,"34,476","2,513","1,652","1,238","3,163","1,932","2,300","2,148","1,580","1,590","2,669","2,689","1,576","2,907","1,725","3,124","1,670"
2020,10,60,"28,026","1,759","1,334",919,"2,364","1,704","1,917","1,601","1,189","1,468","2,127","2,214","1,374","2,485","1,383","2,683","1,505"
2020,10,70,"14,337",931,794,445,"1,241",933,"1,042",715,665,691,"1,044","1,203",713,"1,248",690,"1,283",699
2020,10,80,"4,519",275,193,133,387,244,338,241,200,220,349,404,219,370,223,459,264
2020,10,90,368,30,25,6,25,16,31,16,16,13,35,26,17,37,15,37,23
2020,10,100,46,1,1,1,7,2,3,0,2,1,6,7,4,5,3,2,1
2020,11,총,"195,469","12,410","9,435","7,303","17,160","11,225","12,693","12,144","9,678","9,945","13,177","17,215","9,591","15,291","8,635","19,428","10,139"
2020,11,0,"12,009",648,548,635,845,649,564,990,407,677,571,"1,238",583,771,420,"1,740",723
2020,11,10,"13,749",803,636,479,989,685,793,"1,051",440,664,633,"1,602",641,945,544,"1,965",879
2020,11,20,"27,827","1,702","1,286",911,"2,688","1,592","1,925","1,777","1,699","1,448","1,869","2,413","1,333","2,132","1,186","2,535","1,331"
2020,11,30,"30,042","1,765","1,389","1,325","2,794","1,777","1,915","1,848","2,090","1,674","2,009","2,475","1,646","2,148","1,196","2,545","1,446"
2020,11,40,"29,977","1,964","1,586","1,190","2,674","1,685","1,849","1,758","1,383","1,486","1,884","2,932","1,471","2,232","1,251","3,053","1,579"
2020,11,50,"34,380","2,514","1,628","1,253","3,136","1,918","2,308","2,136","1,589","1,591","2,650","2,680","1,581","2,892","1,711","3,117","1,676"
2020,11,60,"28,176","1,785","1,339",919,"2,378","1,711","1,924","1,617","1,185","1,481","2,128","2,226","1,375","2,512","1,394","2,684","1,518"
2020,11,70,"14,347",922,798,454,"1,235",942,"1,039",709,665,691,"1,042","1,206",722,"1,247",690,"1,287",698
2020,11,80,"4,549",277,200,131,388,246,342,243,202,219,352,409,219,369,226,461,265
2020,11,90,364,29,23,5,26,18,31,15,15,13,33,27,16,37,14,39,23
2020,11,100,49,1,2,1,7,2,3,0,3,1,6,7,4,6,3,2,1
2020,12,총,"195,165","12,381","9,458","7,332","17,189","11,223","12,710","12,109","9,691","9,905","13,138","17,145","9,565","15,294","8,597","19,317","10,111"
2020,12,0,"11,921",645,553,644,831,650,559,981,403,676,565,"1,226",570,770,413,"1,721",714
2020,12,10,"13,643",799,625,474,977,669,780,"1,049",436,659,626,"1,591",635,944,537,"1,957",885
2020,12,20,"27,793","1,690","1,298",908,"2,728","1,601","1,922","1,762","1,707","1,432","1,871","2,401","1,327","2,142","1,190","2,500","1,314"
2020,12,30,"29,956","1,755","1,396","1,342","2,799","1,760","1,935","1,843","2,116","1,669","1,975","2,454","1,628","2,142","1,169","2,527","1,446"
2020,12,40,"29,951","1,955","1,579","1,195","2,672","1,694","1,849","1,764","1,380","1,488","1,893","2,919","1,470","2,235","1,257","3,029","1,572"
2020,12,50,"34,267","2,521","1,635","1,246","3,131","1,911","2,306","2,119","1,565","1,574","2,639","2,669","1,590","2,880","1,697","3,110","1,674"
2020,12,60,"28,254","1,780","1,346",927,"2,383","1,726","1,940","1,623","1,203","1,476","2,127","2,232","1,381","2,521","1,395","2,676","1,518"
2020,12,70,"14,384",929,800,457,"1,238",942,"1,042",705,660,699,"1,050","1,212",722,"1,249",689,"1,290",700
2020,12,80,"4,582",277,200,131,397,253,343,248,203,217,354,408,223,368,232,466,262
2020,12,90,365,29,24,7,26,15,31,15,15,14,32,26,15,37,15,39,25
2020,12,100,49,1,2,1,7,2,3,0,3,1,6,7,4,6,3,2,1
2021,1,총,"194,990","12,354","9,601","7,384","17,155","11,202","12,710","12,083","9,713","9,877","13,103","17,088","9,561","15,274","8,589","19,222","10,074"
2021,1,0,"11,840",644,569,650,822,653,563,972,398,666,567,"1,207",559,764,415,"1,694",697
2021,1,10,"13,544",795,633,470,963,657,764,"1,050",431,651,622,"1,582",639,932,533,"1,943",879
2021,1,20,"27,747","1,681","1,312",910,"2,728","1,570","1,923","1,758","1,712","1,423","1,865","2,400","1,329","2,130","1,196","2,492","1,318"
2021,1,30,"29,895","1,750","1,425","1,363","2,786","1,764","1,930","1,833","2,129","1,672","1,972","2,438","1,614","2,141","1,167","2,483","1,428"
2021,1,40,"29,821","1,942","1,606","1,209","2,646","1,688","1,848","1,753","1,382","1,472","1,878","2,901","1,449","2,230","1,242","3,007","1,568"
2021,1,50,"34,237","2,506","1,646","1,250","3,129","1,913","2,309","2,121","1,559","1,573","2,634","2,669","1,602","2,873","1,683","3,100","1,670"
2021,1,60,"28,430","1,792","1,365",935,"2,401","1,740","1,954","1,632","1,217","1,479","2,124","2,230","1,395","2,540","1,408","2,696","1,522"
2021,1,70,"14,422",930,814,457,"1,240",944,"1,042",701,662,702,"1,051","1,211",730,"1,247",692,"1,296",703
2021,1,80,"4,630",283,204,131,406,254,342,247,206,225,353,419,224,373,232,470,261
2021,1,90,376,30,25,8,27,17,32,16,15,13,31,24,16,38,18,39,27
2021,1,100,48,1,2,1,7,2,3,0,2,1,6,7,4,6,3,2,1
2021,2,총,"194,665","12,338","9,637","7,406","17,111","11,198","12,684","12,064","9,740","9,868","13,093","17,020","9,540","15,251","8,574","19,138","10,003"
2021,2,0,"11,697",637,566,656,815,645,557,962,389,666,567,"1,182",538,755,412,"1,676",674
2021,2,10,"13,465",783,633,466,942,661,754,"1,040",433,641,625,"1,572",632,932,536,"1,936",879
2021,2,20,"27,693","1,680","1,309",909,"2,724","1,575","1,921","1,763","1,717","1,411","1,866","2,401","1,327","2,113","1,193","2,490","1,294"
2021,2,30,"29,765","1,740","1,427","1,369","2,786","1,752","1,922","1,830","2,156","1,673","1,953","2,420","1,598","2,127","1,152","2,440","1,420"
2021,2,40,"29,742","1,942","1,610","1,211","2,634","1,698","1,836","1,754","1,378","1,472","1,876","2,874","1,456","2,230","1,230","2,983","1,558"
2021,2,50,"34,192","2,500","1,666","1,249","3,129","1,896","2,311","2,101","1,563","1,569","2,623","2,664","1,616","2,860","1,684","3,092","1,669"
2021,2,60,"28,597","1,803","1,374",951,"2,401","1,755","1,965","1,647","1,222","1,489","2,141","2,246","1,394","2,559","1,422","2,712","1,516"
2021,2,70,"14,422",934,820,452,"1,238",937,"1,044",698,657,708,"1,051","1,207",732,"1,257",688,"1,296",703
2021,2,80,"4,665",289,205,134,408,258,339,254,207,225,355,422,227,373,235,473,261
2021,2,90,378,29,25,8,27,19,32,15,16,13,30,25,16,38,19,38,28
2021,2,100,49,1,2,1,7,2,3,0,2,1,6,7,4,7,3,2,1
2021,3,총,"193,752","12,302","9,590","7,386","17,015","11,120","12,613","12,027","9,730","9,825","12,979","16,958","9,515","15,145","8,531","19,032","9,984"
2021,3,0,"11,585",627,563,658,799,638,553,954,378,655,565,"1,174",534,754,403,"1,664",666
2021,3,10,"13,345",772,628,458,939,652,752,"1,022",420,632,625,"1,551",623,933,535,"1,929",874
2021,3,20,"27,675","1,660","1,312",910,"2,725","1,573","1,925","1,763","1,736","1,402","1,867","2,391","1,325","2,107","1,199","2,479","1,301"
2021,3,30,"29,628","1,735","1,418","1,372","2,781","1,727","1,913","1,839","2,159","1,661","1,943","2,433","1,590","2,108","1,129","2,413","1,407"
2021,3,40,"29,510","1,940","1,590","1,202","2,625","1,673","1,821","1,745","1,380","1,461","1,851","2,844","1,446","2,194","1,232","2,952","1,554"
2021,3,50,"33,994","2,496","1,677","1,250","3,112","1,896","2,284","2,073","1,553","1,556","2,588","2,662","1,606","2,839","1,669","3,069","1,664"
2021,3,60,"28,677","1,815","1,373",948,"2,409","1,757","1,965","1,659","1,225","1,507","2,130","2,240","1,412","2,564","1,423","2,726","1,524"
2021,3,70,"14,300",936,800,446,"1,215",924,"1,029",698,652,711,"1,033","1,206",724,"1,248",683,"1,292",703
2021,3,80,"4,655",291,208,133,388,262,338,258,208,226,349,428,234,363,237,471,261
2021,3,90,356,29,20,8,21,18,32,16,17,13,26,23,17,32,18,37,29
2021,3,100,27,1,1,1,1,0,1,0,2,1,2,6,4,3,3,0,1
2021,4,총,"193,444","12,291","9,550","7,386","16,993","11,117","12,593","12,020","9,723","9,822","12,963","16,922","9,493","15,148","8,436","19,022","9,965"
2021,4,0,"11,520",623,559,658,776,644,558,948,383,643,565,"1,167",528,754,398,"1,654",662
2021,4,10,"13,270",767,620,455,932,644,754,"1,020",412,634,626,"1,546",623,922,525,"1,923",867
2021,4,20,"27,613","1,666","1,300",903,"2,725","1,562","1,917","1,756","1,734","1,410","1,862","2,392","1,309","2,110","1,184","2,487","1,296"
2021,4,30,"29,558","1,727","1,419","1,370","2,776","1,727","1,902","1,846","2,171","1,652","1,934","2,425","1,593","2,105","1,100","2,413","1,398"
2021,4,40,"29,402","1,935","1,586","1,211","2,613","1,676","1,815","1,753","1,371","1,458","1,846","2,819","1,442","2,183","1,205","2,932","1,557"
2021,4,50,"33,879","2,481","1,662","1,249","3,112","1,894","2,275","2,054","1,550","1,552","2,583","2,664","1,598","2,833","1,655","3,063","1,654"
2021,4,60,"28,836","1,834","1,374",949,"2,435","1,762","1,975","1,668","1,223","1,517","2,142","2,248","1,414","2,589","1,428","2,741","1,537"
2021,4,70,"14,280",935,797,446,"1,207",924,"1,026",694,650,714,"1,025","1,201",730,"1,251",685,"1,296",699
2021,4,80,"4,699",293,212,135,397,266,338,265,209,228,352,432,233,364,234,477,264
2021,4,90,359,29,20,9,19,18,32,16,18,13,26,22,19,34,19,36,29
2021,4,100,28,1,1,1,1,0,1,0,2,1,2,6,4,3,3,0,2
2021,5,총,"192,923","12,194","9,536","7,378","16,945","11,116","12,541","12,001","9,747","9,793","12,911","16,912","9,428","15,120","8,384","18,983","9,934"
2021,5,0,"11,442",609,554,657,769,640,554,942,382,636,561,"1,163",523,750,399,"1,646",657
2021,5,10,"13,224",771,619,458,927,644,754,"1,015",406,638,613,"1,550",622,918,518,"1,915",856
2021,5,20,"27,533","1,662","1,299",904,"2,698","1,571","1,897","1,754","1,743","1,396","1,844","2,395","1,310","2,101","1,172","2,493","1,294"
2021,5,30,"29,400","1,700","1,407","1,351","2,762","1,713","1,876","1,833","2,195","1,652","1,929","2,419","1,572","2,106","1,108","2,384","1,393"
2021,5,40,"29,256","1,919","1,574","1,214","2,590","1,675","1,812","1,762","1,353","1,462","1,841","2,797","1,437","2,166","1,183","2,919","1,552"
2021,5,50,"33,844","2,465","1,657","1,248","3,140","1,907","2,268","2,054","1,561","1,546","2,566","2,666","1,586","2,821","1,656","3,058","1,645"
2021,5,60,"28,910","1,830","1,388",953,"2,435","1,760","1,985","1,674","1,230","1,510","2,151","2,260","1,411","2,602","1,425","2,756","1,540"
2021,5,70,"14,215",918,798,448,"1,202",916,"1,023",690,652,715,"1,017","1,197",718,"1,255",672,"1,296",698
2021,5,80,"4,730",295,218,134,402,272,338,262,206,225,361,437,235,364,234,479,268
2021,5,90,348,25,21,10,19,18,33,15,17,12,26,22,13,34,17,37,29
2021,5,100,21,0,1,1,1,0,1,0,2,1,2,6,1,3,0,0,2
2021,6,총,"192,688","12,150","9,565","7,399","16,881","11,076","12,517","11,973","9,768","9,785","12,895","16,899","9,398","15,113","8,375","18,975","9,919"
2021,6,0,"11,392",600,558,665,761,635,555,920,385,624,564,"1,159",517,746,402,"1,642",659
2021,6,10,"13,171",769,618,460,917,629,752,"1,022",408,643,612,"1,544",616,906,515,"1,918",842
2021,6,20,"27,445","1,665","1,309",900,"2,693","1,556","1,876","1,750","1,754","1,396","1,817","2,388","1,306","2,098","1,166","2,489","1,282"
2021,6,30,"29,360","1,690","1,412","1,350","2,755","1,709","1,884","1,821","2,190","1,646","1,942","2,420","1,556","2,123","1,110","2,357","1,395"
2021,6,40,"29,203","1,899","1,566","1,223","2,580","1,671","1,797","1,760","1,362","1,465","1,832","2,804","1,438","2,155","1,177","2,924","1,550"
2021,6,50,"33,753","2,457","1,671","1,247","3,118","1,905","2,256","2,045","1,558","1,542","2,563","2,659","1,578","2,813","1,650","3,048","1,643"
2021,6,60,"29,010","1,831","1,392",961,"2,428","1,770","2,001","1,689","1,237","1,506","2,159","2,264","1,413","2,612","1,426","2,781","1,540"
2021,6,70,"14,226",921,797,445,"1,206",915,"1,022",690,645,723,"1,012","1,190",727,"1,256",677,"1,297",703
