년도,월,나이,서울특별시 강북구,서울특별시 강북구 삼양동,서울특별시 강북구 미아동,서울특별시 강북구 송중동,서울특별시 강북구 송천동,서울특별시 강북구 삼각산동,서울특별시 강북구 번1동,서울특별시 강북구 번2동,서울특별시 강북구 번3동,서울특별시 강북구 수유1동,서울특별시 강북구 수유2동,서울특별시 강북구 수유3동,서울특별시 강북구 우이동,서울특별시 강북구 인수동
2020,9,50,"52,910","4,420","3,860","5,209","5,095","4,955","3,139","2,834","2,808","3,673","3,804","4,037","3,595","5,481"
2020,9,60,"45,556","3,763","3,310","4,521","4,604","3,328","2,587","2,633","2,678","3,284","3,266","3,363","3,249","4,970"
2020,9,70,"30,035","2,231","2,093","2,816","2,873","2,006","1,761","1,996","2,517","2,007","2,153","2,180","2,179","3,223"
2020,9,80,"11,337",835,811,980,"1,086",780,610,670,741,821,943,816,921,"1,323"
2020,9,90,"1,506",132,102,117,139,102,87,76,91,112,123,97,140,188
2020,9,100,245,30,10,30,24,25,8,5,9,36,4,14,32,18
2020,10,총,"309,245","24,670","22,273","30,453","27,613","32,148","19,083","16,522","17,620","21,237","21,505","23,564","20,997","31,560"
2020,10,0,"16,064","1,325",814,"1,584","1,114","3,048",719,711,987,"1,057","1,081",868,"1,123","1,633"
2020,10,10,"22,315","2,008","1,362","2,102","1,673","4,031","1,108","1,116","1,374","1,365","1,439","1,152","1,432","2,153"
2020,10,20,"42,936","3,175","3,839","4,240","3,707","3,391","3,303","2,190","1,951","3,065","3,033","4,257","2,668","4,117"
2020,10,30,"39,056","3,028","2,939","4,161","3,318","3,906","2,819","1,823","1,766","2,785","2,569","3,432","2,603","3,907"
2020,10,40,"47,163","3,718","3,111","4,678","3,972","6,547","2,925","2,476","2,702","3,039","3,061","3,333","3,040","4,561"
2020,10,50,"52,804","4,405","3,861","5,217","5,086","4,957","3,127","2,806","2,813","3,649","3,796","4,029","3,588","5,470"
2020,10,60,"45,695","3,778","3,322","4,523","4,611","3,347","2,607","2,649","2,666","3,300","3,287","3,381","3,266","4,958"
2020,10,70,"30,059","2,240","2,100","2,819","2,877","2,004","1,779","1,992","2,518","1,999","2,152","2,178","2,173","3,228"
2020,10,80,"11,408",835,815,980,"1,090",793,606,679,744,828,956,823,933,"1,326"
2020,10,90,"1,501",128,100,119,141,99,82,75,90,115,127,97,140,188
2020,10,100,244,30,10,30,24,25,8,5,9,35,4,14,31,19
2020,11,총,"308,569","24,593","22,260","30,389","27,508","32,093","19,078","16,473","17,587","21,228","21,456","23,516","20,959","31,429"
2020,11,0,"15,862","1,317",795,"1,577","1,088","3,017",714,700,966,"1,061","1,076",854,"1,097","1,600"
2020,11,10,"22,203","1,998","1,355","2,081","1,660","4,027","1,103","1,107","1,365","1,373","1,435","1,129","1,416","2,154"
2020,11,20,"42,855","3,150","3,858","4,232","3,694","3,394","3,290","2,194","1,956","3,056","3,014","4,254","2,670","4,093"
2020,11,30,"38,851","3,026","2,913","4,130","3,285","3,885","2,817","1,813","1,754","2,785","2,564","3,403","2,592","3,884"
2020,11,40,"46,964","3,695","3,097","4,654","3,953","6,534","2,942","2,443","2,691","3,022","3,052","3,330","3,025","4,526"
2020,11,50,"52,711","4,384","3,868","5,211","5,077","4,958","3,121","2,793","2,827","3,635","3,772","4,044","3,586","5,435"
2020,11,60,"45,810","3,799","3,322","4,553","4,596","3,350","2,619","2,659","2,662","3,309","3,305","3,382","3,283","4,971"
2020,11,70,"30,097","2,230","2,119","2,812","2,892","2,008","1,776","2,009","2,516","2,009","2,141","2,178","2,181","3,226"
2020,11,80,"11,462",837,822,987,"1,098",795,608,673,751,826,965,829,937,"1,334"
2020,11,90,"1,507",127,101,122,140,99,80,78,89,116,128,99,141,187
2020,11,100,247,30,10,30,25,26,8,4,10,36,4,14,31,19
2020,12,총,"308,055","24,555","22,213","30,353","27,439","31,993","19,059","16,435","17,540","21,219","21,460","23,531","20,939","31,319"
2020,12,0,"15,714","1,307",797,"1,559","1,079","3,004",693,689,962,"1,057","1,064",848,"1,090","1,565"
2020,12,10,"22,027","1,981","1,333","2,061","1,640","4,013","1,097","1,091","1,359","1,357","1,434","1,115","1,403","2,143"
2020,12,20,"42,944","3,153","3,865","4,269","3,695","3,380","3,290","2,210","1,940","3,067","2,988","4,308","2,675","4,104"
2020,12,30,"38,757","3,029","2,899","4,122","3,287","3,851","2,811","1,809","1,748","2,783","2,587","3,390","2,594","3,847"
2020,12,40,"46,718","3,673","3,091","4,602","3,926","6,492","2,944","2,430","2,670","3,018","3,056","3,312","2,997","4,507"
2020,12,50,"52,642","4,368","3,847","5,200","5,053","4,973","3,133","2,773","2,831","3,625","3,778","4,046","3,588","5,427"
2020,12,60,"45,892","3,797","3,329","4,569","4,584","3,346","2,620","2,660","2,664","3,332","3,320","3,401","3,303","4,967"
2020,12,70,"30,087","2,246","2,116","2,829","2,899","2,014","1,767","2,012","2,515","1,996","2,141","2,162","2,175","3,215"
2020,12,80,"11,516",842,827,990,"1,106",798,618,677,753,832,961,837,940,"1,335"
2020,12,90,"1,509",129,99,122,143,97,78,80,88,114,127,98,144,190
2020,12,100,249,30,10,30,27,25,8,4,10,38,4,14,30,19
2021,1,총,"307,487","24,470","22,210","30,332","27,367","31,901","18,978","16,406","17,449","21,216","21,490","23,557","20,929","31,182"
2021,1,0,"15,539","1,292",785,"1,533","1,063","2,964",689,679,955,"1,055","1,071",832,"1,080","1,541"
2021,1,10,"21,915","1,962","1,345","2,061","1,633","4,001","1,081","1,085","1,346","1,333","1,440","1,112","1,396","2,120"
2021,1,20,"42,757","3,145","3,868","4,257","3,676","3,373","3,242","2,217","1,918","3,073","2,965","4,295","2,664","4,064"
2021,1,30,"38,518","2,988","2,884","4,100","3,258","3,791","2,797","1,790","1,727","2,791","2,587","3,396","2,591","3,818"
2021,1,40,"46,530","3,662","3,096","4,596","3,905","6,487","2,907","2,406","2,652","2,997","3,052","3,308","2,985","4,477"
2021,1,50,"52,613","4,363","3,832","5,210","5,046","4,984","3,133","2,786","2,812","3,614","3,783","4,050","3,597","5,403"
2021,1,60,"46,062","3,792","3,332","4,589","4,598","3,356","2,638","2,664","2,664","3,351","3,341","3,435","3,311","4,991"
2021,1,70,"30,175","2,260","2,119","2,842","2,901","2,010","1,777","2,007","2,521","1,999","2,155","2,171","2,184","3,229"
2021,1,80,"11,608",847,839,992,"1,114",812,628,686,759,849,965,843,944,"1,330"
2021,1,90,"1,517",129,100,120,145,99,78,83,84,115,127,100,147,190
2021,1,100,253,30,10,32,28,24,8,3,11,39,4,15,30,19
2021,2,총,"306,639","24,452","22,159","30,182","27,250","31,797","18,922","16,342","17,358","21,245","21,435","23,505","20,918","31,074"
2021,2,0,"15,366","1,276",775,"1,514","1,043","2,944",680,669,938,"1,045","1,060",817,"1,076","1,529"
2021,2,10,"21,701","1,960","1,336","2,024","1,605","3,959","1,083","1,066","1,325","1,319","1,429","1,110","1,391","2,094"
2021,2,20,"42,541","3,143","3,849","4,231","3,653","3,344","3,221","2,212","1,906","3,091","2,957","4,253","2,650","4,031"
2021,2,30,"38,312","2,974","2,857","4,066","3,240","3,783","2,765","1,778","1,715","2,814","2,538","3,393","2,580","3,809"
2021,2,40,"46,308","3,640","3,092","4,573","3,877","6,463","2,902","2,407","2,618","2,974","3,040","3,291","2,975","4,456"
2021,2,50,"52,537","4,367","3,837","5,188","5,020","4,993","3,134","2,754","2,805","3,619","3,803","4,037","3,598","5,382"
2021,2,60,"46,246","3,802","3,346","4,605","4,605","3,360","2,638","2,675","2,679","3,382","3,343","3,470","3,327","5,014"
2021,2,70,"30,076","2,267","2,103","2,822","2,910","2,006","1,776","1,995","2,501","1,989","2,154","2,164","2,188","3,201"
2021,2,80,"11,775",862,852,"1,004","1,128",819,636,701,773,859,976,855,958,"1,352"
2021,2,90,"1,524",130,102,123,141,102,79,81,87,115,131,101,145,187
2021,2,100,253,31,10,32,28,24,8,4,11,38,4,14,30,19
2021,3,총,"304,078","24,196","21,974","29,933","27,040","31,503","18,706","16,213","17,209","20,963","21,441","23,276","20,691","30,933"
2021,3,0,"15,190","1,268",748,"1,514","1,031","2,908",669,655,927,"1,018","1,052",796,"1,074","1,530"
2021,3,10,"21,580","1,932","1,336","2,003","1,609","3,953","1,073","1,062","1,291","1,315","1,433","1,103","1,387","2,083"
2021,3,20,"42,420","3,145","3,840","4,241","3,612","3,341","3,204","2,212","1,886","3,052","2,960","4,249","2,648","4,030"
2021,3,30,"38,018","2,940","2,840","4,052","3,222","3,740","2,714","1,762","1,707","2,796","2,543","3,353","2,567","3,782"
2021,3,40,"45,863","3,608","3,057","4,508","3,856","6,404","2,879","2,369","2,574","2,948","3,049","3,255","2,926","4,430"
2021,3,50,"52,171","4,346","3,795","5,160","5,005","4,950","3,111","2,739","2,789","3,588","3,783","3,995","3,565","5,345"
2021,3,60,"46,133","3,784","3,342","4,594","4,618","3,333","2,626","2,658","2,691","3,346","3,375","3,449","3,296","5,021"
2021,3,70,"29,570","2,205","2,071","2,760","2,840","1,970","1,737","1,983","2,474","1,940","2,133","2,126","2,150","3,181"
2021,3,80,"11,672",848,849,987,"1,108",808,623,693,786,844,982,856,944,"1,344"
2021,3,90,"1,414",115,95,107,130,91,70,78,81,113,129,94,128,183
2021,3,100,47,5,1,7,9,5,0,2,3,3,2,0,6,4
2021,4,총,"303,622","24,104","21,964","29,909","26,973","31,532","18,651","16,140","17,198","20,927","21,432","23,209","20,730","30,853"
2021,4,0,"15,092","1,247",744,"1,504","1,016","2,931",657,639,924,996,"1,053",785,"1,080","1,516"
2021,4,10,"21,519","1,921","1,329","2,000","1,600","3,946","1,073","1,050","1,284","1,325","1,426","1,099","1,392","2,074"
2021,4,20,"42,307","3,144","3,832","4,254","3,597","3,333","3,176","2,227","1,901","3,045","2,943","4,234","2,616","4,005"
2021,4,30,"37,877","2,912","2,832","4,042","3,203","3,746","2,711","1,750","1,691","2,784","2,523","3,333","2,583","3,767"
2021,4,40,"45,670","3,570","3,032","4,501","3,831","6,393","2,863","2,350","2,551","2,933","3,064","3,226","2,947","4,409"
2021,4,50,"52,042","4,361","3,791","5,137","5,001","4,960","3,099","2,718","2,790","3,565","3,759","3,990","3,562","5,309"
2021,4,60,"46,344","3,783","3,386","4,610","4,622","3,347","2,643","2,655","2,707","3,365","3,400","3,463","3,305","5,058"
2021,4,70,"29,531","2,188","2,064","2,742","2,854","1,965","1,729","1,981","2,477","1,948","2,137","2,119","2,154","3,173"
2021,4,80,"11,777",859,859,"1,002","1,111",818,627,689,789,851,996,864,958,"1,354"
2021,4,90,"1,415",114,94,110,129,88,73,79,81,111,129,96,127,184
2021,4,100,48,5,1,7,9,5,0,2,3,4,2,0,6,4
2021,5,총,"303,154","24,099","21,888","29,871","26,874","31,450","18,641","16,151","17,190","20,863","21,388","23,166","20,694","30,879"
2021,5,0,"15,018","1,244",744,"1,503","1,017","2,905",649,642,927,986,"1,038",781,"1,069","1,513"
2021,5,10,"21,374","1,916","1,306","1,996","1,581","3,934","1,066","1,038","1,284","1,315","1,402","1,084","1,378","2,074"
2021,5,20,"42,159","3,152","3,800","4,242","3,570","3,330","3,176","2,222","1,886","3,022","2,948","4,197","2,601","4,013"
2021,5,30,"37,811","2,915","2,865","4,010","3,193","3,700","2,703","1,754","1,691","2,766","2,520","3,340","2,588","3,766"
2021,5,40,"45,422","3,553","2,990","4,483","3,788","6,374","2,851","2,339","2,545","2,932","3,046","3,227","2,909","4,385"
2021,5,50,"51,932","4,345","3,791","5,142","4,981","4,966","3,093","2,712","2,781","3,556","3,726","3,967","3,562","5,310"
2021,5,60,"46,573","3,803","3,393","4,629","4,646","3,360","2,658","2,680","2,711","3,372","3,433","3,480","3,330","5,078"
2021,5,70,"29,491","2,180","2,042","2,728","2,847","1,972","1,733","1,984","2,483","1,942","2,127","2,121","2,153","3,179"
2021,5,80,"11,904",869,865,"1,021","1,113",815,638,699,798,856,"1,016",872,970,"1,372"
2021,5,90,"1,421",117,91,110,129,89,74,79,81,112,130,96,128,185
2021,5,100,49,5,1,7,9,5,0,2,3,4,2,1,6,4
2021,6,총,"302,645","24,050","21,839","29,838","26,857","31,398","18,610","16,103","17,163","20,799","21,365","23,095","20,695","30,833"
2021,6,0,"14,906","1,223",728,"1,495","1,019","2,891",642,638,919,968,"1,035",783,"1,059","1,506"
2021,6,10,"21,310","1,922","1,300","1,985","1,563","3,923","1,059","1,036","1,290","1,308","1,399","1,075","1,370","2,080"
2021,6,20,"41,995","3,129","3,779","4,239","3,559","3,327","3,186","2,206","1,871","3,004","2,946","4,154","2,617","3,978"
2021,6,30,"37,702","2,905","2,874","4,006","3,203","3,665","2,677","1,757","1,687","2,766","2,495","3,343","2,561","3,763"
2021,6,40,"45,257","3,533","2,976","4,457","3,776","6,357","2,836","2,316","2,538","2,927","3,044","3,210","2,919","4,368"
2021,6,50,"51,740","4,340","3,774","5,127","4,940","4,971","3,076","2,698","2,780","3,539","3,715","3,948","3,549","5,283"
2021,6,60,"46,816","3,815","3,416","4,653","4,683","3,371","2,682","2,696","2,712","3,377","3,450","3,489","3,358","5,114"
2021,6,70,"29,452","2,195","2,041","2,711","2,852","1,971","1,726","1,974","2,469","1,936","2,125","2,126","2,149","3,177"
2021,6,80,"11,996",866,861,"1,044","1,123",827,650,703,816,862,"1,022",869,982,"1,371"
2021,6,90,"1,423",117,89,114,130,90,76,77,78,108,132,97,126,189
2021,6,100,48,5,1,7,9,5,0,2,3,4,2,1,5,4
2021,7,총,"302,113","24,006","21,799","29,785","26,751","31,391","18,585","16,044","17,115","20,782","21,356","23,152","20,631","30,716"
2021,7,0,"14,788","1,224",720,"1,485","1,008","2,864",633,638,912,963,"1,029",779,"1,044","1,489"
2021,7,10,"21,241","1,917","1,286","1,979","1,554","3,934","1,058","1,025","1,275","1,307","1,394","1,086","1,361","2,065"
2021,7,20,"41,811","3,108","3,764","4,227","3,534","3,321","3,178","2,182","1,863","3,007","2,931","4,150","2,607","3,939"
2021,7,30,"37,619","2,906","2,883","3,985","3,176","3,642","2,679","1,747","1,679","2,755","2,503","3,349","2,555","3,760"
2021,7,40,"45,038","3,503","2,960","4,462","3,737","6,336","2,813","2,305","2,515","2,924","3,030","3,220","2,905","4,328"
2021,7,50,"51,628","4,336","3,758","5,085","4,931","4,986","3,076","2,695","2,772","3,518","3,702","3,947","3,543","5,279"
2021,7,60,"46,982","3,813","3,424","4,679","4,684","3,395","2,692","2,701","2,718","3,387","3,472","3,514","3,372","5,131"
2021,7,70,"29,455","2,205","2,041","2,716","2,857","1,982","1,725","1,962","2,471","1,943","2,130","2,129","2,129","3,165"
2021,7,80,"12,079",870,871,"1,047","1,131",832,656,714,826,866,"1,032",881,984,"1,369"
2021,7,90,"1,427",119,91,115,130,94,75,73,81,109,132,95,126,187
2021,7,100,45,5,1,5,9,5,0,2,3,3,1,2,5,4
2021,8,총,"301,430","23,910","21,704","29,772","26,666","31,368","18,513","15,988","17,036","20,726","21,365","23,151","20,608","30,623"
2021,8,0,"14,585","1,210",710,"1,472",995,"2,824",625,626,890,948,"1,017",766,"1,047","1,455"
2021,8,10,"21,170","1,900","1,279","1,983","1,564","3,931","1,034","1,014","1,268","1,306","1,384","1,089","1,358","2,060"
2021,8,20,"41,696","3,102","3,757","4,210","3,485","3,318","3,190","2,173","1,850","3,009","2,934","4,158","2,580","3,930"
2021,8,30,"37,470","2,875","2,860","4,011","3,153","3,640","2,658","1,725","1,658","2,729","2,503","3,337","2,559","3,762"
2021,8,40,"44,716","3,472","2,927","4,423","3,739","6,290","2,777","2,286","2,491","2,901","2,997","3,225","2,910","4,278"
2021,8,50,"51,628","4,318","3,737","5,095","4,906","5,010","3,071","2,708","2,781","3,507","3,727","3,959","3,534","5,275"
2021,8,60,"47,091","3,832","3,435","4,683","4,694","3,436","2,702","2,702","2,717","3,383","3,484","3,512","3,370","5,141"
2021,8,70,"29,411","2,207","2,031","2,712","2,851","1,978","1,719","1,958","2,454","1,959","2,143","2,129","2,127","3,143"
2021,8,80,"12,179",871,875,"1,059","1,141",838,663,722,840,871,"1,044",880,991,"1,384"
2021,8,90,"1,436",118,92,119,129,98,73,72,84,110,131,94,127,189
2021,8,100,48,5,1,5,9,5,1,2,3,3,1,2,5,6
2021,9,총,"300,887","23,794","21,666","29,743","26,609","31,370","18,469","15,931","17,005","20,661","21,363","23,105","20,599","30,572"
2021,9,0,"14,469","1,202",714,"1,466",981,"2,788",626,620,884,934,"1,013",759,"1,035","1,447"
2021,9,10,"21,063","1,877","1,272","1,973","1,560","3,935","1,010","1,008","1,259","1,301","1,377","1,081","1,358","2,052"
2021,9,20,"41,570","3,085","3,735","4,225","3,466","3,309","3,187","2,162","1,852","2,992","2,923","4,146","2,577","3,911"
2021,9,30,"37,401","2,849","2,862","3,985","3,134","3,634","2,660","1,720","1,649","2,735","2,500","3,342","2,564","3,767"
2021,9,40,"44,474","3,453","2,924","4,400","3,711","6,260","2,751","2,260","2,483","2,884","2,987","3,202","2,904","4,255"
2021,9,50,"51,619","4,303","3,717","5,112","4,911","5,060","3,065","2,692","2,778","3,493","3,741","3,948","3,533","5,266"
2021,9,60,"47,153","3,816","3,433","4,688","4,703","3,446","2,712","2,714","2,716","3,385","3,490","3,513","3,374","5,163"
2021,9,70,"29,390","2,207","2,029","2,711","2,863","1,986","1,717","1,946","2,440","1,956","2,156","2,134","2,115","3,130"
2021,9,80,"12,257",878,884,"1,060","1,145",847,666,736,854,870,"1,041",885,"1,006","1,385"
2021,9,90,"1,439",119,95,118,125,100,73,71,87,107,134,93,127,190
2021,9,100,52,5,1,5,10,5,2,2,3,4,1,2,6,6
2021,10,총,"300,278","23,756","21,617","29,629","26,522","31,376","18,432","15,897","16,945","20,625","21,329","23,089","20,610","30,451"
2021,10,0,"14,359","1,195",700,"1,447",975,"2,778",621,611,882,921,"1,011",753,"1,031","1,434"
2021,10,10,"20,960","1,870","1,270","1,959","1,552","3,914","1,010","1,005","1,250","1,293","1,363","1,081","1,358","2,035"
2021,10,20,"41,376","3,068","3,710","4,186","3,447","3,325","3,148","2,159","1,832","2,978","2,898","4,156","2,565","3,904"
2021,10,30,"37,326","2,858","2,858","3,951","3,123","3,611","2,667","1,711","1,650","2,730","2,511","3,328","2,574","3,754"
