년도,월,나이,경상남도 사천시,경상남도 사천시 사천읍,경상남도 사천시 정동면,경상남도 사천시 사남면,경상남도 사천시 용현면,경상남도 사천시 축동면,경상남도 사천시 곤양면,경상남도 사천시 곤명면,경상남도 사천시 서포면,경상남도 사천시 동서동,경상남도 사천시 선구동,경상남도 사천시 동서금동,경상남도 사천시 벌용동,경상남도 사천시 향촌동,경상남도 사천시 남양동,경상남도 사천시 신수출장소
2020,6,60,"15,862","1,924","1,077","1,284","1,192",384,728,665,763,"1,422",998,"1,059","2,216","1,095",992,63
2020,6,70,"10,721","1,125",710,856,774,244,610,516,651,"1,082",669,732,"1,343",678,664,67
2020,6,80,"5,580",624,396,460,422,188,385,355,381,468,313,273,610,325,355,25
2020,6,90,780,97,65,62,65,21,43,40,66,68,37,33,62,58,63,0
2020,6,100,27,7,0,1,1,0,3,2,1,2,0,6,1,1,2,0
2020,7,총,"111,401","18,450","11,500","15,909","7,753","1,647","3,527","2,904","3,560","6,322","5,291","6,368","15,580","6,897","5,415",278
2020,7,0,"8,441","1,498","1,184","2,089",706,46,105,86,68,182,236,455,"1,106",352,322,6
2020,7,10,"10,359","1,938","1,407","2,021",633,54,162,92,145,328,338,475,"1,669",662,426,9
2020,7,20,"10,872","2,377","1,229","1,597",537,125,289,170,272,424,493,573,"1,642",674,461,9
2020,7,30,"12,243","2,465","1,496","2,562",951,98,202,150,162,474,474,683,"1,462",572,473,19
2020,7,40,"17,854","3,306","2,139","3,079","1,220",179,360,276,336,755,726,982,"2,540","1,177",746,33
2020,7,50,"18,495","3,080","1,753","1,883","1,250",303,625,542,706,"1,115",994,"1,087","2,916","1,290",904,47
2020,7,60,"15,986","1,934","1,109","1,296","1,188",386,736,668,770,"1,429","1,010","1,062","2,230","1,111",994,63
2020,7,70,"10,724","1,124",717,856,777,246,616,522,643,"1,083",666,730,"1,340",672,665,67
2020,7,80,"5,619",626,402,464,426,188,386,355,390,463,317,282,610,326,359,25
2020,7,90,778,94,63,61,64,22,43,41,67,67,37,32,64,60,63,0
2020,7,100,30,8,1,1,1,0,3,2,1,2,0,7,1,1,2,0
2020,8,총,"111,440","18,204","12,196","15,741","7,692","1,641","3,503","2,889","3,571","6,294","5,253","6,421","15,521","6,864","5,377",273
2020,8,0,"8,398","1,450","1,309","2,021",688,47,104,81,71,178,231,456,"1,094",351,312,5
2020,8,10,"10,349","1,910","1,465","2,018",623,54,153,94,146,322,327,487,"1,670",647,425,8
2020,8,20,"10,867","2,331","1,316","1,599",532,119,284,164,268,425,491,572,"1,626",671,460,9
2020,8,30,"12,210","2,407","1,660","2,490",923,99,202,142,164,464,470,694,"1,445",566,468,16
2020,8,40,"17,873","3,257","2,265","3,065","1,230",176,353,271,338,749,713,972,"2,543","1,175",732,34
2020,8,50,"18,480","3,057","1,828","1,873","1,233",300,619,541,706,"1,114",987,"1,111","2,887","1,280",897,47
2020,8,60,"16,111","1,946","1,147","1,296","1,194",387,741,675,775,"1,437","1,008","1,074","2,247","1,116","1,005",63
2020,8,70,"10,697","1,123",727,852,773,247,613,523,643,"1,076",667,728,"1,337",668,654,66
2020,8,80,"5,642",624,411,463,428,190,387,353,392,461,320,287,610,330,361,25
2020,8,90,782,91,67,63,67,22,44,42,67,66,39,33,61,59,61,0
2020,8,100,31,8,1,1,1,0,3,3,1,2,0,7,1,1,2,0
2020,9,총,"111,442","18,137","12,479","15,666","7,671","1,644","3,486","2,882","3,560","6,248","5,261","6,406","15,531","6,835","5,365",271
2020,9,0,"8,342","1,434","1,349","1,982",678,47,102,80,70,174,233,450,"1,083",352,305,3
2020,9,10,"10,347","1,902","1,480","2,023",626,53,151,93,142,315,325,488,"1,681",636,424,8
2020,9,20,"10,852","2,309","1,356","1,587",531,120,280,162,266,418,494,562,"1,622",678,458,9
2020,9,30,"12,156","2,388","1,721","2,458",914,103,196,142,163,458,469,690,"1,437",549,453,15
2020,9,40,"17,873","3,243","2,315","3,052","1,226",176,351,271,335,734,707,970,"2,545","1,170",744,34
2020,9,50,"18,471","3,054","1,859","1,879","1,230",292,616,539,706,"1,103",988,"1,107","2,884","1,277",890,47
2020,9,60,"16,244","1,954","1,182","1,309","1,203",396,746,678,776,"1,442","1,016","1,078","2,267","1,122","1,012",63
2020,9,70,"10,666","1,126",736,833,768,245,612,515,636,"1,077",671,736,"1,332",660,653,66
2020,9,80,"5,672",628,414,478,425,190,384,355,400,457,319,286,619,331,360,26
2020,9,90,787,91,66,64,69,22,45,44,64,68,39,32,60,59,64,0
2020,9,100,32,8,1,1,1,0,3,3,2,2,0,7,1,1,2,0
2020,10,총,"111,313","18,129","12,702","15,566","7,610","1,633","3,482","2,866","3,552","6,244","5,237","6,382","15,470","6,815","5,353",272
2020,10,0,"8,280","1,431","1,375","1,948",653,45,100,77,71,171,233,447,"1,066",350,310,3
2020,10,10,"10,326","1,892","1,496","2,025",629,51,148,91,140,314,324,486,"1,670",628,424,8
2020,10,20,"10,811","2,315","1,372","1,562",525,119,282,159,263,415,492,556,"1,618",674,450,9
2020,10,30,"12,065","2,374","1,784","2,415",877,99,192,135,166,454,464,687,"1,404",551,448,15
2020,10,40,"17,817","3,220","2,355","3,059","1,221",170,350,269,330,732,695,958,"2,527","1,164",734,33
2020,10,50,"18,469","3,063","1,886","1,871","1,220",289,619,543,699,"1,098",985,"1,096","2,889","1,274",890,47
2020,10,60,"16,351","1,974","1,209","1,315","1,216",397,748,674,782,"1,454","1,020","1,085","2,276","1,124","1,013",64
2020,10,70,"10,665","1,126",741,831,770,245,609,512,630,"1,080",666,739,"1,333",662,654,67
2020,10,80,"5,712",635,416,476,427,196,387,356,406,457,319,292,628,328,363,26
2020,10,90,786,91,67,63,71,22,44,47,63,67,39,30,58,59,65,0
2020,10,100,31,8,1,1,1,0,3,3,2,2,0,6,1,1,2,0
2020,11,총,"111,234","18,043","12,898","15,546","7,612","1,617","3,462","2,850","3,552","6,201","5,213","6,377","15,471","6,781","5,340",271
2020,11,0,"8,206","1,411","1,381","1,929",650,42,95,75,72,170,230,442,"1,060",343,303,3
2020,11,10,"10,309","1,867","1,517","2,030",624,52,150,87,139,313,313,486,"1,672",624,427,8
2020,11,20,"10,789","2,316","1,417","1,547",524,115,272,156,263,406,482,548,"1,614",674,446,9
2020,11,30,"11,954","2,344","1,810","2,378",873,95,188,134,161,443,460,690,"1,382",539,443,14
2020,11,40,"17,839","3,201","2,396","3,089","1,228",167,342,270,336,718,698,961,"2,521","1,149",729,34
2020,11,50,"18,490","3,063","1,916","1,874","1,217",284,616,543,698,"1,093",979,"1,095","2,900","1,274",894,44
2020,11,60,"16,439","1,978","1,236","1,330","1,222",401,751,670,780,"1,456","1,028","1,089","2,288","1,130","1,014",66
2020,11,70,"10,660","1,123",733,832,775,242,610,511,630,"1,076",663,739,"1,345",661,653,67
2020,11,80,"5,724",638,424,472,426,197,391,355,408,458,321,291,630,325,362,26
2020,11,90,793,94,67,64,72,22,44,46,63,66,39,30,58,61,67,0
2020,11,100,31,8,1,1,1,0,3,3,2,2,0,6,1,1,2,0
2020,12,총,"111,105","18,003","12,968","15,549","7,584","1,615","3,443","2,839","3,545","6,167","5,155","6,434","15,438","6,775","5,322",268
2020,12,0,"8,130","1,394","1,368","1,927",643,39,90,69,72,169,238,444,"1,042",336,296,3
2020,12,10,"10,281","1,859","1,512","2,043",617,49,145,88,138,312,303,490,"1,667",625,425,8
2020,12,20,"10,769","2,316","1,441","1,543",519,117,272,152,253,398,474,548,"1,606",684,437,9
2020,12,30,"11,891","2,336","1,830","2,353",864,93,186,135,164,443,449,695,"1,359",529,441,14
2020,12,40,"17,752","3,165","2,394","3,092","1,228",163,341,264,334,706,685,960,"2,520","1,138",728,34
2020,12,50,"18,502","3,078","1,938","1,887","1,204",286,613,538,691,"1,087",969,"1,108","2,898","1,274",888,43
2020,12,60,"16,534","1,995","1,258","1,341","1,230",405,754,676,783,"1,445","1,020","1,107","2,306","1,140","1,010",64
2020,12,70,"10,642","1,114",733,826,775,243,602,509,628,"1,078",659,751,"1,342",660,656,66
2020,12,80,"5,766",644,423,468,429,197,390,359,417,462,321,291,639,327,372,27
2020,12,90,806,93,70,68,74,23,47,46,63,65,37,34,58,61,67,0
2020,12,100,32,9,1,1,1,0,3,3,2,2,0,6,1,1,2,0
2021,1,총,"111,005","17,930","13,074","15,553","7,564","1,607","3,444","2,830","3,531","6,134","5,135","6,439","15,398","6,792","5,313",261
2021,1,0,"8,067","1,356","1,392","1,924",641,39,89,69,73,161,232,444,"1,021",331,292,3
2021,1,10,"10,278","1,864","1,513","2,048",622,44,146,86,139,308,300,494,"1,666",617,424,7
2021,1,20,"10,758","2,288","1,461","1,557",516,120,275,149,243,393,469,547,"1,612",693,425,10
2021,1,30,"11,805","2,299","1,858","2,330",856,93,184,135,164,440,450,681,"1,327",532,444,12
2021,1,40,"17,716","3,174","2,391","3,098","1,215",163,338,261,331,696,673,964,"2,531","1,132",717,32
2021,1,50,"18,452","3,063","1,951","1,888","1,199",282,608,534,680,"1,075",968,"1,106","2,882","1,281",892,43
2021,1,60,"16,649","2,020","1,279","1,343","1,228",407,761,678,787,"1,454","1,021","1,119","2,318","1,151","1,022",61
2021,1,70,"10,643","1,119",733,830,778,240,600,508,627,"1,072",664,751,"1,345",660,652,64
2021,1,80,"5,786",643,422,466,434,197,390,362,420,467,322,293,636,332,373,29
2021,1,90,818,94,73,68,73,22,50,46,65,66,36,34,59,62,70,0
2021,1,100,33,10,1,1,2,0,3,2,2,2,0,6,1,1,2,0
2021,2,총,"110,868","17,868","13,196","15,523","7,551","1,609","3,428","2,819","3,530","6,107","5,129","6,419","15,327","6,813","5,286",263
2021,2,0,"8,034","1,348","1,408","1,922",629,38,86,68,73,158,231,430,"1,006",339,295,3
2021,2,10,"10,230","1,838","1,514","2,045",627,42,144,81,141,302,294,498,"1,650",627,420,7
2021,2,20,"10,624","2,254","1,464","1,541",512,120,268,145,238,385,466,540,"1,580",692,409,10
2021,2,30,"11,744","2,292","1,891","2,315",839,95,177,129,162,426,452,668,"1,315",528,443,12
2021,2,40,"17,661","3,160","2,408","3,091","1,219",161,336,258,330,691,666,966,"2,501","1,138",705,31
2021,2,50,"18,447","3,051","1,980","1,888","1,197",284,611,530,677,"1,068",960,"1,108","2,888","1,273",887,45
2021,2,60,"16,771","2,051","1,296","1,348","1,234",407,762,687,784,"1,465","1,030","1,126","2,337","1,158","1,025",61
2021,2,70,"10,674","1,120",737,830,784,241,597,513,635,"1,077",670,744,"1,348",663,651,64
2021,2,80,"5,826",649,421,472,436,199,395,359,422,468,323,296,642,333,381,30
2021,2,90,823,95,76,70,72,22,47,47,66,65,37,38,59,61,68,0
2021,2,100,34,10,1,1,2,0,5,2,2,2,0,5,1,1,2,0
2021,3,총,"110,501","17,743","13,245","15,514","7,550","1,596","3,416","2,823","3,490","6,071","5,087","6,412","15,224","6,799","5,270",261
2021,3,0,"7,990","1,336","1,413","1,908",636,38,85,69,75,163,223,433,983,335,290,3
2021,3,10,"10,154","1,811","1,510","2,043",630,41,143,78,137,292,296,499,"1,636",614,417,7
2021,3,20,"10,597","2,249","1,471","1,551",514,118,260,147,232,383,461,534,"1,561",698,409,9
2021,3,30,"11,629","2,268","1,905","2,283",826,91,180,126,157,419,438,665,"1,295",526,438,12
2021,3,40,"17,581","3,138","2,411","3,112","1,222",159,337,258,319,690,654,956,"2,465","1,139",691,30
2021,3,50,"18,382","3,022","1,987","1,892","1,181",278,608,530,670,"1,051",960,"1,112","2,874","1,274",897,46
2021,3,60,"16,794","2,061","1,309","1,352","1,245",400,752,692,773,"1,460","1,028","1,127","2,354","1,159","1,020",62
2021,3,70,"10,684","1,119",739,832,787,246,603,511,628,"1,073",669,748,"1,347",666,653,63
2021,3,80,"5,843",646,423,470,432,203,395,364,429,474,323,297,644,329,385,29
2021,3,90,822,89,76,70,75,22,48,46,68,65,35,38,64,58,68,0
2021,3,100,25,4,1,1,2,0,5,2,2,1,0,3,1,1,2,0
2021,4,총,"110,461","17,719","13,283","15,500","7,561","1,595","3,416","2,817","3,487","6,062","5,073","6,372","15,228","6,813","5,276",259
2021,4,0,"7,960","1,338","1,409","1,913",632,37,84,69,76,158,223,429,970,330,289,3
2021,4,10,"10,164","1,806","1,528","2,032",629,42,146,79,133,290,297,495,"1,644",623,414,6
2021,4,20,"10,568","2,239","1,470","1,554",517,117,255,152,228,376,453,527,"1,566",696,408,10
2021,4,30,"11,550","2,249","1,894","2,277",821,88,182,125,154,414,427,655,"1,283",529,440,12
2021,4,40,"17,577","3,128","2,434","3,109","1,223",157,334,253,315,687,659,956,"2,464","1,134",695,29
2021,4,50,"18,327","3,023","1,992","1,899","1,184",279,596,522,660,"1,048",956,"1,094","2,866","1,278",888,42
2021,4,60,"16,862","2,068","1,311","1,345","1,256",403,764,689,791,"1,469","1,022","1,120","2,370","1,162","1,029",63
2021,4,70,"10,709","1,125",740,833,788,246,604,506,625,"1,072",674,757,"1,351",668,656,64
2021,4,80,"5,879",646,426,466,433,204,397,374,436,479,325,298,647,332,387,29
2021,4,90,840,93,78,71,76,22,49,46,67,68,37,38,66,60,68,1
2021,4,100,25,4,1,1,2,0,5,2,2,1,0,3,1,1,2,0
2021,5,총,"110,371","17,694","13,362","15,465","7,552","1,590","3,409","2,823","3,487","6,015","5,056","6,380","15,197","6,817","5,266",258
2021,5,0,"7,893","1,328","1,415","1,896",618,37,85,70,72,158,217,425,962,319,289,2
2021,5,10,"10,172","1,795","1,531","2,044",637,43,142,78,135,281,296,500,"1,637",638,408,7
2021,5,20,"10,572","2,224","1,487","1,532",515,115,259,147,223,376,449,534,"1,582",705,413,11
2021,5,30,"11,486","2,258","1,892","2,245",808,88,182,129,156,409,423,651,"1,275",521,437,12
2021,5,40,"17,534","3,118","2,443","3,118","1,229",154,331,253,313,677,649,951,"2,445","1,136",689,28
2021,5,50,"18,276","3,017","2,011","1,904","1,174",273,585,520,653,"1,038",958,"1,104","2,850","1,269",879,41
2021,5,60,"16,968","2,087","1,329","1,356","1,268",405,774,694,802,"1,461","1,028","1,124","2,374","1,163","1,040",63
2021,5,70,"10,726","1,128",740,836,791,248,600,509,629,"1,067",672,758,"1,357",672,654,65
2021,5,80,"5,880",644,432,462,436,205,398,374,434,480,326,293,647,334,386,29
2021,5,90,842,91,81,71,74,22,50,47,68,67,38,38,67,59,69,0
2021,5,100,22,4,1,1,2,0,3,2,2,1,0,2,1,1,2,0
2021,6,총,"110,414","17,688","13,424","15,466","7,526","1,596","3,413","2,805","3,488","5,967","5,017","6,353","15,428","6,770","5,216",257
2021,6,0,"7,875","1,322","1,425","1,888",611,36,85,69,71,159,213,419,978,310,287,2
2021,6,10,"10,177","1,790","1,539","2,047",648,45,141,77,135,288,297,495,"1,641",631,396,7
2021,6,20,"10,586","2,213","1,491","1,537",511,111,258,148,220,370,442,533,"1,623",708,411,10
2021,6,30,"11,447","2,249","1,908","2,233",795,91,180,129,154,398,411,636,"1,310",511,429,13
2021,6,40,"17,529","3,110","2,442","3,116","1,227",150,330,247,319,667,644,951,"2,485","1,130",683,28
2021,6,50,"18,196","3,016","2,010","1,897","1,162",270,587,510,648,"1,009",953,"1,102","2,874","1,260",860,38
2021,6,60,"17,093","2,111","1,346","1,376","1,273",415,776,692,806,"1,463","1,020","1,122","2,436","1,157","1,034",66
2021,6,70,"10,731","1,128",746,835,791,250,600,512,629,"1,064",670,758,"1,360",666,658,64
2021,6,80,"5,908",651,435,465,434,204,399,373,436,481,330,298,655,336,382,29
2021,6,90,849,94,81,71,72,24,54,46,68,67,37,36,65,60,74,0
2021,6,100,23,4,1,1,2,0,3,2,2,1,0,3,1,1,2,0
2021,7,총,"110,338","17,694","13,468","15,440","7,475","1,587","3,397","2,804","3,464","5,919","4,962","6,353","15,567","6,763","5,188",257
2021,7,0,"7,834","1,312","1,414","1,875",603,35,86,71,69,157,204,419,994,306,287,2
2021,7,10,"10,184","1,795","1,552","2,057",644,46,142,73,134,280,295,498,"1,647",625,389,7
2021,7,20,"10,543","2,220","1,491","1,516",505,108,251,143,218,368,437,526,"1,642",699,409,10
2021,7,30,"11,396","2,242","1,914","2,217",774,89,179,128,152,389,399,634,"1,329",516,421,13
2021,7,40,"17,494","3,114","2,444","3,116","1,231",149,323,243,313,657,635,948,"2,501","1,114",678,28
2021,7,50,"18,185","3,012","2,031","1,901","1,146",267,576,513,639,"1,000",936,"1,105","2,898","1,271",851,39
2021,7,60,"17,156","2,119","1,353","1,391","1,272",418,782,690,804,"1,458","1,020","1,124","2,460","1,161","1,039",65
2021,7,70,"10,730","1,127",748,829,789,248,599,520,623,"1,062",671,763,"1,359",671,657,64
2021,7,80,"5,932",654,432,467,435,202,401,374,439,481,327,299,672,340,381,28
2021,7,90,859,95,87,70,74,25,55,47,71,66,38,34,64,59,73,1
2021,7,100,25,4,2,1,2,0,3,2,2,1,0,3,1,1,3,0
2021,8,총,"110,243","17,667","13,489","15,420","7,458","1,589","3,387","2,793","3,446","5,909","4,944","6,354","15,598","6,756","5,176",257
2021,8,0,"7,799","1,302","1,412","1,861",604,35,83,71,68,156,204,418,992,303,287,3
2021,8,10,"10,159","1,779","1,552","2,057",644,45,144,76,132,278,288,497,"1,644",628,388,7
2021,8,20,"10,498","2,219","1,490","1,498",509,104,250,145,219,363,433,515,"1,641",695,407,10
2021,8,30,"11,353","2,230","1,927","2,198",769,90,172,128,149,387,397,637,"1,333",513,412,11
2021,8,40,"17,442","3,100","2,431","3,111","1,228",147,323,243,308,646,634,948,"2,503","1,111",679,30
2021,8,50,"18,206","3,017","2,057","1,931","1,141",269,569,503,632,"1,001",921,"1,107","2,909","1,263",848,38
2021,8,60,"17,198","2,128","1,353","1,393","1,260",419,792,682,807,"1,465","1,029","1,130","2,470","1,165","1,040",65
2021,8,70,"10,724","1,128",743,829,791,251,595,521,622,"1,059",665,760,"1,365",672,659,64
2021,8,80,"5,974",663,434,470,434,204,400,375,437,488,335,306,675,347,379,27
2021,8,90,863,96,88,71,76,25,54,47,70,65,38,33,65,58,75,2
2021,8,100,27,5,2,1,2,0,5,2,2,1,0,3,1,1,2,0
2021,9,총,"110,099","17,681","13,546","15,347","7,441","1,570","3,373","2,776","3,444","5,902","4,913","6,362","15,615","6,718","5,155",256
2021,9,0,"7,772","1,303","1,411","1,843",598,33,81,69,65,161,201,419,"1,005",296,285,2
2021,9,10,"10,118","1,775","1,561","2,045",650,44,142,74,134,275,284,492,"1,637",617,381,7
2021,9,20,"10,406","2,219","1,498","1,474",500,101,242,138,212,360,425,507,"1,633",694,393,10
2021,9,30,"11,303","2,226","1,926","2,176",764,91,173,123,147,383,395,636,"1,326",511,415,11
2021,9,40,"17,390","3,092","2,435","3,112","1,225",137,315,244,306,648,622,950,"2,509","1,099",668,28
2021,9,50,"18,240","3,040","2,081","1,931","1,139",268,567,502,633,998,914,"1,113","2,911","1,252",852,39
2021,9,60,"17,230","2,119","1,356","1,393","1,266",416,794,683,805,"1,458","1,035","1,145","2,484","1,166","1,044",66
2021,9,70,"10,744","1,137",748,829,782,249,598,519,628,"1,066",663,761,"1,370",674,656,64
2021,9,80,"5,999",669,439,468,438,205,400,377,441,487,335,305,674,350,384,27
2021,9,90,869,96,88,75,77,26,56,45,71,65,39,31,65,58,75,2
2021,9,100,28,5,3,1,2,0,5,2,2,1,0,3,1,1,2,0
2021,10,총,"110,108","17,695","13,607","15,332","7,412","1,561","3,370","2,770","3,450","5,892","4,897","6,352","15,654","6,723","5,139",254
2021,10,0,"7,734","1,297","1,410","1,821",589,33,80,67,67,164,200,423,"1,006",296,279,2
2021,10,10,"10,107","1,775","1,563","2,045",645,43,145,76,133,273,285,491,"1,635",610,381,7
2021,10,20,"10,404","2,206","1,511","1,483",497,101,243,136,209,360,414,504,"1,635",704,391,10
2021,10,30,"11,278","2,237","1,939","2,162",749,88,172,119,148,379,397,623,"1,334",510,410,11
2021,10,40,"17,352","3,092","2,443","3,108","1,221",134,312,239,304,641,619,953,"2,500","1,104",654,28
2021,10,50,"18,264","3,048","2,096","1,941","1,141",268,570,503,631,998,914,"1,103","2,925","1,238",851,37
2021,10,60,"17,282","2,129","1,364","1,397","1,267",410,796,681,805,"1,460","1,025","1,154","2,498","1,174","1,056",66
2021,10,70,"10,753","1,141",748,830,782,253,591,523,624,"1,064",661,757,"1,380",680,656,63
2021,10,80,"6,033",667,441,470,442,205,401,379,453,490,343,312,671,349,382,28
2021,10,90,874,97,90,74,76,26,56,45,74,62,39,30,69,57,77,2
2021,10,100,27,6,2,1,3,0,4,2,2,1,0,2,1,1,2,0
2021,11,총,"110,044","17,706","13,642","15,338","7,394","1,556","3,354","2,770","3,447","5,877","4,886","6,319","15,651","6,723","5,128",253
2021,11,0,"7,703","1,285","1,412","1,824",583,32,78,65,65,159,202,420,"1,003",296,277,2
2021,11,10,"10,118","1,784","1,574","2,049",642,43,144,77,131,272,281,487,"1,629",616,382,7
2021,11,20,"10,354","2,206","1,510","1,467",488,99,238,137,206,357,411,490,"1,643",704,388,10
2021,11,30,"11,169","2,221","1,929","2,144",736,83,167,117,149,374,394,620,"1,324",499,401,11
2021,11,40,"17,377","3,093","2,458","3,121","1,224",138,312,244,299,637,617,952,"2,491","1,107",656,28
2021,11,50,"18,310","3,062","2,103","1,955","1,147",266,571,506,632,997,917,"1,094","2,927","1,243",853,37
2021,11,60,"17,294","2,137","1,374","1,400","1,268",407,794,679,806,"1,458","1,024","1,149","2,503","1,178","1,050",67
2021,11,70,"10,767","1,145",745,839,787,252,591,518,625,"1,068",659,757,"1,388",677,655,61
2021,11,80,"6,051",671,444,465,441,210,398,380,458,491,341,319,672,345,388,28
2021,11,90,877,96,91,74,76,26,57,45,74,63,40,29,70,58,76,2
2021,11,100,24,6,2,0,2,0,4,2,2,1,0,2,1,0,2,0
2021,12,총,"109,953","17,716","13,724","15,306","7,376","1,552","3,348","2,768","3,451","5,864","4,875","6,283","15,619","6,713","5,107",251
2021,12,0,"7,638","1,280","1,416","1,808",570,32,77,64,66,159,203,408,984,296,273,2
2021,12,10,"10,123","1,794","1,570","2,057",640,43,143,77,129,271,280,492,"1,633",606,381,7
2021,12,20,"10,300","2,182","1,528","1,455",483,100,239,137,208,358,410,481,"1,630",703,376,10
2021,12,30,"11,135","2,215","1,950","2,120",734,84,164,121,150,375,389,605,"1,306",507,404,11
2021,12,40,"17,382","3,102","2,467","3,135","1,216",140,313,240,303,626,615,952,"2,495","1,093",657,28
2021,12,50,"18,340","3,081","2,114","1,966","1,151",262,572,509,633,995,911,"1,095","2,917","1,247",851,36
2021,12,60,"17,273","2,137","1,393","1,389","1,272",403,789,674,808,"1,454","1,023","1,137","2,505","1,179","1,044",66
2021,12,70,"10,768","1,152",746,833,782,251,594,509,620,"1,067",659,758,"1,400",673,662,62
