년도,월,나이,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2020,5,30,"43,913","1,617","1,984","2,199","1,329","2,491","1,210","1,495","1,713","1,225","1,553","2,051","1,416","1,561","2,117","1,660","1,895","2,341","2,033",982,"1,561","2,877","2,997","3,606"
2020,5,40,"74,206","3,004","2,577","3,269","4,678","3,835","1,778","4,614","3,260","2,505","2,318","4,992","1,809","1,909","2,536","1,974","2,367","3,345","2,958","1,407","2,649","5,833","4,712","5,877"
2020,5,50,"75,455","2,925","2,633","2,594","2,704","4,128","2,160","3,356","3,215","1,824","2,954","4,195","1,965","2,038","2,930","2,085","2,739","4,300","3,697","2,278","2,893","5,921","5,159","6,762"
2020,5,60,"50,657","1,714","1,727","1,234","1,303","2,922","1,517","1,647","2,307","1,363","2,076","2,351","1,491","1,684","2,541","2,137","1,773","3,389","2,873","2,342","2,338","3,177","3,292","3,459"
2020,5,70,"28,426","1,125",963,712,841,"1,707",836,"1,003","1,650",832,"1,229","1,180",965,"1,023","1,495","1,320",806,"2,050","1,413","1,440",959,"1,497","1,620","1,760"
2020,5,80,"13,631",529,406,325,362,828,425,447,857,351,614,561,384,486,672,551,334,943,785,725,420,777,839,"1,010"
2020,5,90,"1,752",56,46,46,47,96,43,50,99,31,80,90,52,58,106,79,45,130,99,99,63,105,120,112
2020,5,100,97,5,2,8,1,2,2,2,5,6,7,6,0,3,7,8,4,5,2,4,3,4,4,7
2020,6,총,"426,919","16,592","15,444","16,503","18,976","23,543","11,662","20,552","18,966","12,308","15,362","24,602","11,339","11,930","16,941","13,092","14,362","22,954","19,490","11,845","15,790","31,943","28,157","34,566"
2020,6,0,"30,690","1,399",998,"1,980","1,541","1,955",549,"1,413","1,357","1,172",919,"2,107",581,770,"1,071","1,067",965,"1,098","1,145",401,"1,117","2,362","2,071","2,652"
2020,6,10,"52,376","2,184","1,765","2,041","4,258","2,597","1,235","4,024","2,241","1,775","1,488","4,317",907,818,"1,346",999,"1,198","2,011","1,911",737,"1,832","4,864","3,439","4,389"
2020,6,20,"55,794","2,061","2,358","2,099","1,874","3,003","1,908","2,501","2,269","1,244","2,145","2,743","1,798","1,498","2,120","1,271","2,244","3,324","2,596","1,436","1,954","4,492","3,891","4,965"
2020,6,30,"43,839","1,600","1,990","2,191","1,315","2,477","1,227","1,501","1,702","1,212","1,555","2,062","1,406","1,589","2,105","1,634","1,875","2,343","2,035",972,"1,562","2,900","3,005","3,581"
2020,6,40,"73,985","2,986","2,561","3,271","4,689","3,820","1,771","4,592","3,269","2,493","2,299","4,991","1,802","1,926","2,525","1,973","2,363","3,318","2,945","1,403","2,629","5,802","4,694","5,863"
2020,6,50,"75,322","2,921","2,629","2,574","2,727","4,126","2,144","3,371","3,208","1,816","2,932","4,195","1,951","2,042","2,919","2,064","2,746","4,303","3,671","2,252","2,893","5,917","5,155","6,766"
2020,6,60,"50,887","1,725","1,736","1,250","1,311","2,936","1,522","1,649","2,294","1,372","2,095","2,358","1,489","1,703","2,567","2,129","1,773","3,407","2,882","2,350","2,346","3,219","3,318","3,456"
2020,6,70,"28,530","1,123",961,717,845,"1,710",841,"1,010","1,663",837,"1,225","1,176",965,"1,037","1,501","1,319",811,"2,061","1,421","1,453",972,"1,503","1,615","1,764"
2020,6,80,"13,636",532,398,326,366,823,422,441,855,351,614,555,384,484,674,550,337,951,783,738,417,777,845,"1,013"
2020,6,90,"1,762",56,46,46,49,94,41,48,103,31,83,92,55,60,106,78,46,133,99,99,65,103,119,110
2020,6,100,98,5,2,8,1,2,2,2,5,5,7,6,1,3,7,8,4,5,2,4,3,4,5,7
2020,7,총,"426,611","16,501","15,483","16,525","18,947","23,500","11,631","20,564","18,940","12,271","15,332","24,570","11,331","11,964","16,962","13,074","14,420","22,918","19,441","11,848","15,744","31,902","28,167","34,576"
2020,7,0,"30,475","1,370",995,"1,982","1,542","1,938",544,"1,412","1,345","1,161",906,"2,096",578,772,"1,059","1,064",971,"1,090","1,133",398,"1,109","2,333","2,057","2,620"
2020,7,10,"52,180","2,162","1,774","2,047","4,235","2,597","1,227","4,012","2,247","1,762","1,478","4,298",903,821,"1,337","1,005","1,183","1,980","1,904",732,"1,822","4,837","3,427","4,390"
2020,7,20,"55,856","2,073","2,355","2,102","1,871","2,999","1,907","2,516","2,267","1,242","2,146","2,732","1,790","1,504","2,130","1,274","2,271","3,339","2,594","1,432","1,957","4,493","3,896","4,966"
2020,7,30,"43,677","1,580","1,986","2,183","1,317","2,474","1,214","1,493","1,697","1,199","1,544","2,066","1,404","1,600","2,100","1,621","1,889","2,340","2,015",973,"1,546","2,883","2,993","3,560"
2020,7,40,"73,820","2,958","2,580","3,283","4,674","3,799","1,765","4,595","3,261","2,490","2,285","4,973","1,789","1,929","2,523","1,968","2,363","3,312","2,932","1,394","2,614","5,785","4,686","5,862"
2020,7,50,"75,403","2,914","2,630","2,569","2,733","4,109","2,137","3,384","3,208","1,809","2,926","4,203","1,964","2,054","2,936","2,070","2,762","4,289","3,671","2,247","2,893","5,934","5,167","6,794"
2020,7,60,"51,020","1,732","1,745","1,263","1,316","2,932","1,517","1,654","2,286","1,387","2,106","2,360","1,493","1,710","2,573","2,113","1,787","3,409","2,884","2,352","2,343","3,234","3,345","3,479"
2020,7,70,"28,657","1,119",966,719,845,"1,728",846,"1,016","1,667",836,"1,230","1,177",968,"1,028","1,514","1,325",803,"2,077","1,427","1,470",978,"1,511","1,631","1,776"
2020,7,80,"13,647",533,402,321,364,827,430,431,854,349,622,567,386,478,672,547,341,943,781,745,416,783,841,"1,014"
2020,7,90,"1,777",54,48,48,49,95,42,49,103,31,82,92,55,65,111,79,46,134,98,101,63,105,119,108
2020,7,100,99,6,2,8,1,2,2,2,5,5,7,6,1,3,7,8,4,5,2,4,3,4,5,7
2020,8,총,"426,437","16,499","15,717","16,492","18,984","23,482","11,598","20,552","18,951","12,268","15,366","24,516","11,284","11,933","16,957","13,063","14,423","22,884","19,387","11,842","15,707","31,842","28,151","34,539"
2020,8,0,"30,306","1,356","1,042","1,973","1,542","1,906",538,"1,411","1,345","1,149",913,"2,078",571,771,"1,063","1,057",960,"1,082","1,119",390,"1,095","2,306","2,042","2,597"
2020,8,10,"51,986","2,161","1,808","2,042","4,243","2,588","1,222","3,996","2,248","1,759","1,473","4,281",888,805,"1,322","1,014","1,171","1,952","1,893",726,"1,823","4,812","3,405","4,354"
2020,8,20,"55,924","2,077","2,369","2,104","1,873","3,011","1,896","2,520","2,273","1,249","2,158","2,739","1,784","1,513","2,129","1,264","2,279","3,339","2,584","1,429","1,948","4,499","3,905","4,982"
2020,8,30,"43,553","1,585","2,013","2,177","1,303","2,457","1,216","1,476","1,699","1,187","1,531","2,045","1,401","1,606","2,097","1,613","1,895","2,343","1,993",975,"1,536","2,878","2,998","3,529"
2020,8,40,"73,676","2,956","2,641","3,259","4,700","3,796","1,749","4,590","3,257","2,483","2,298","4,961","1,789","1,927","2,513","1,967","2,347","3,277","2,907","1,386","2,612","5,753","4,672","5,836"
2020,8,50,"75,421","2,917","2,641","2,575","2,736","4,113","2,127","3,390","3,216","1,830","2,937","4,210","1,950","2,033","2,941","2,076","2,760","4,280","3,683","2,236","2,864","5,924","5,167","6,815"
2020,8,60,"51,306","1,737","1,771","1,266","1,322","2,940","1,531","1,667","2,283","1,393","2,112","2,368","1,498","1,702","2,597","2,110","1,811","3,432","2,896","2,366","2,362","3,263","3,377","3,502"
2020,8,70,"28,645","1,119",967,718,848,"1,734",842,"1,020","1,661",830,"1,224","1,167",960,"1,030","1,503","1,319",808,"2,085","1,422","1,477",984,"1,512","1,624","1,791"
2020,8,80,"13,733",530,415,321,366,836,434,429,860,353,632,570,391,475,675,554,338,956,789,751,418,783,840,"1,017"
2020,8,90,"1,787",55,48,49,50,99,41,51,103,30,81,91,50,68,110,81,50,133,99,102,62,109,116,109
2020,8,100,100,6,2,8,1,2,2,2,6,5,7,6,2,3,7,8,4,5,2,4,3,3,5,7
2020,9,총,"425,949","16,460","15,843","16,500","19,011","23,431","11,570","20,554","18,928","12,252","15,350","24,484","11,268","11,836","16,937","12,997","14,396","22,844","19,355","11,791","15,716","31,759","28,110","34,557"
2020,9,0,"30,126","1,358","1,073","1,957","1,520","1,895",534,"1,398","1,335","1,136",896,"2,067",570,766,"1,057","1,039",958,"1,076","1,126",384,"1,093","2,286","2,031","2,571"
2020,9,10,"51,854","2,148","1,815","2,055","4,270","2,565","1,207","4,001","2,229","1,753","1,475","4,258",882,791,"1,332","1,009","1,172","1,949","1,876",713,"1,820","4,785","3,384","4,365"
2020,9,20,"55,881","2,063","2,364","2,104","1,891","3,003","1,913","2,526","2,268","1,253","2,172","2,746","1,776","1,500","2,120","1,257","2,272","3,316","2,595","1,415","1,945","4,504","3,902","4,976"
2020,9,30,"43,356","1,583","2,059","2,157","1,299","2,444","1,214","1,467","1,706","1,177","1,520","2,023","1,397","1,610","2,077","1,576","1,885","2,341","1,975",970,"1,530","2,852","2,984","3,510"
2020,9,40,"73,426","2,949","2,659","3,253","4,704","3,763","1,742","4,590","3,248","2,462","2,277","4,951","1,797","1,908","2,499","1,969","2,339","3,244","2,886","1,367","2,612","5,726","4,657","5,824"
2020,9,50,"75,383","2,909","2,642","2,584","2,735","4,114","2,105","3,390","3,213","1,840","2,942","4,218","1,941","2,011","2,936","2,057","2,759","4,290","3,685","2,238","2,872","5,916","5,162","6,824"
2020,9,60,"51,578","1,747","1,791","1,281","1,331","2,965","1,537","1,672","2,294","1,400","2,114","2,385","1,502","1,694","2,613","2,130","1,819","3,451","2,896","2,366","2,376","3,284","3,391","3,539"
2020,9,70,"28,657","1,107",967,726,844,"1,743",837,"1,027","1,661",840,"1,232","1,172",960,"1,010","1,511","1,317",804,"2,083","1,417","1,484",981,"1,506","1,631","1,797"
2020,9,80,"13,777",536,423,324,367,836,438,430,861,356,632,565,391,476,674,553,332,950,798,750,420,787,847,"1,031"
2020,9,90,"1,815",54,48,51,48,101,41,51,107,30,83,93,50,67,113,83,53,139,99,100,64,110,116,114
2020,9,100,96,6,2,8,2,2,2,2,6,5,7,6,2,3,5,7,3,5,2,4,3,3,5,6
2020,10,총,"425,639","16,439","15,972","16,497","19,088","23,313","11,541","20,537","18,885","12,203","15,299","24,458","11,228","11,682","16,940","12,964","14,331","22,737","19,275","11,760","16,184","31,752","28,047","34,507"
2020,10,0,"29,920","1,344","1,086","1,965","1,505","1,859",535,"1,397","1,310","1,125",877,"2,067",559,753,"1,057","1,022",943,"1,063","1,111",371,"1,136","2,267","2,015","2,553"
2020,10,10,"51,843","2,153","1,848","2,057","4,312","2,557","1,194","4,021","2,244","1,743","1,461","4,251",875,782,"1,328","1,004","1,160","1,930","1,875",705,"1,857","4,797","3,357","4,332"
2020,10,20,"55,807","2,056","2,349","2,088","1,893","2,990","1,900","2,503","2,262","1,260","2,167","2,735","1,780","1,492","2,128","1,254","2,247","3,310","2,581","1,401","2,017","4,491","3,912","4,991"
2020,10,30,"43,144","1,562","2,071","2,144","1,293","2,415","1,223","1,451","1,694","1,158","1,512","2,023","1,380","1,580","2,076","1,562","1,896","2,329","1,957",962,"1,587","2,843","2,956","3,470"
2020,10,40,"73,305","2,946","2,717","3,254","4,738","3,713","1,727","4,614","3,224","2,443","2,247","4,934","1,792","1,894","2,491","1,975","2,317","3,206","2,870","1,353","2,696","5,720","4,626","5,808"
2020,10,50,"75,348","2,918","2,653","2,587","2,740","4,094","2,106","3,390","3,208","1,828","2,944","4,208","1,947","1,997","2,919","2,042","2,754","4,286","3,645","2,218","2,976","5,919","5,160","6,809"
2020,10,60,"51,815","1,755","1,815","1,294","1,352","2,987","1,533","1,665","2,285","1,409","2,133","2,391","1,495","1,660","2,625","2,142","1,815","3,438","2,918","2,387","2,420","3,305","3,407","3,584"
2020,10,70,"28,701","1,100",958,726,837,"1,745",843,"1,015","1,673",842,"1,232","1,186",957,987,"1,516","1,322",806,"2,081","1,423","1,502",997,"1,510","1,648","1,795"
2020,10,80,"13,824",543,426,322,367,849,436,428,867,360,631,566,390,469,680,549,340,953,795,755,427,786,845,"1,040"
2020,10,90,"1,832",56,47,52,49,101,42,51,112,30,88,91,51,65,115,85,50,135,98,102,68,110,115,119
2020,10,100,100,6,2,8,2,3,2,2,6,5,7,6,2,3,5,7,3,6,2,4,3,4,6,6
2020,11,총,"424,947","16,395","15,989","16,475","19,016","23,248","11,513","20,520","18,837","12,194","15,241","24,436","11,194","11,523","16,895","12,897","14,255","22,631","19,200","11,694","16,780","31,645","27,952","34,417"
2020,11,0,"29,716","1,326","1,093","1,950","1,504","1,833",526,"1,370","1,306","1,107",867,"2,072",546,751,"1,048","1,013",922,"1,029","1,102",357,"1,231","2,233","1,995","2,535"
2020,11,10,"51,693","2,135","1,842","2,052","4,275","2,553","1,180","4,040","2,244","1,748","1,456","4,249",872,756,"1,324","1,001","1,152","1,916","1,875",698,"1,897","4,788","3,336","4,304"
2020,11,20,"55,634","2,069","2,351","2,106","1,896","2,974","1,906","2,491","2,231","1,264","2,145","2,724","1,768","1,483","2,110","1,236","2,232","3,303","2,559","1,374","2,074","4,472","3,907","4,959"
2020,11,30,"42,953","1,572","2,072","2,120","1,298","2,376","1,210","1,443","1,670","1,161","1,500","2,012","1,381","1,556","2,062","1,533","1,860","2,311","1,945",952,"1,726","2,795","2,938","3,460"
2020,11,40,"73,100","2,937","2,711","3,248","4,699","3,707","1,720","4,593","3,216","2,431","2,243","4,926","1,795","1,874","2,495","1,960","2,317","3,190","2,847","1,329","2,783","5,704","4,595","5,780"
2020,11,50,"75,289","2,904","2,659","2,591","2,747","4,100","2,108","3,413","3,226","1,827","2,922","4,216","1,939","1,977","2,902","2,030","2,751","4,235","3,613","2,214","3,070","5,904","5,146","6,795"
2020,11,60,"51,992","1,751","1,833","1,293","1,348","2,992","1,525","1,666","2,285","1,410","2,146","2,388","1,497","1,641","2,632","2,151","1,814","3,463","2,928","2,394","2,488","3,328","3,416","3,603"
2020,11,70,"28,749","1,099",953,727,836,"1,744",855,"1,019","1,674",851,"1,232","1,180",950,964,"1,519","1,328",817,"2,081","1,434","1,513","1,007","1,516","1,650","1,800"
2020,11,80,"13,888",538,427,326,363,860,439,433,868,358,637,573,393,455,685,552,337,959,798,757,434,792,848,"1,056"
2020,11,90,"1,833",58,46,54,48,106,42,50,112,32,86,90,51,63,113,86,50,138,97,102,67,108,115,119
2020,11,100,100,6,2,8,2,3,2,2,5,5,7,6,2,3,5,7,3,6,2,4,3,5,6,6
2020,12,총,"424,314","16,384","16,048","16,445","18,996","23,247","11,488","20,434","18,767","12,207","15,199","24,417","11,147","11,350","16,938","12,821","14,257","22,584","19,171","11,661","17,191","31,555","27,801","34,206"
2020,12,0,"29,784","1,316","1,121","1,937","1,529","1,830",539,"1,366","1,290","1,109",862,"2,097",540,735,"1,046","1,001",937,"1,005","1,106",349,"1,300","2,251","1,992","2,526"
2020,12,10,"51,495","2,137","1,835","2,034","4,263","2,533","1,169","4,031","2,235","1,745","1,453","4,231",877,739,"1,336",993,"1,149","1,912","1,856",695,"1,936","4,769","3,311","4,256"
2020,12,20,"55,403","2,083","2,360","2,114","1,861","2,972","1,909","2,488","2,224","1,268","2,130","2,700","1,746","1,459","2,108","1,226","2,217","3,319","2,563","1,367","2,111","4,408","3,884","4,886"
2020,12,30,"42,826","1,587","2,072","2,118","1,302","2,367","1,208","1,422","1,635","1,151","1,491","2,010","1,378","1,535","2,069","1,525","1,870","2,274","1,941",946,"1,784","2,821","2,899","3,421"
2020,12,40,"72,866","2,922","2,714","3,230","4,692","3,694","1,714","4,556","3,209","2,443","2,223","4,922","1,783","1,847","2,507","1,940","2,310","3,184","2,838","1,313","2,865","5,676","4,569","5,715"
2020,12,50,"75,151","2,880","2,672","2,605","2,752","4,102","2,095","3,423","3,232","1,832","2,916","4,194","1,922","1,944","2,893","2,016","2,757","4,206","3,602","2,197","3,144","5,861","5,117","6,789"
2020,12,60,"52,132","1,753","1,828","1,286","1,355","3,017","1,525","1,659","2,287","1,411","2,147","2,406","1,507","1,630","2,660","2,147","1,799","3,498","2,926","2,405","2,524","3,339","3,399","3,624"
2020,12,70,"28,773","1,097",967,731,833,"1,757",845,"1,009","1,677",853,"1,232","1,183",947,955,"1,514","1,332",822,"2,069","1,435","1,509","1,021","1,522","1,659","1,804"
2020,12,80,"13,943",545,429,327,360,865,438,428,864,356,652,578,394,441,692,548,342,971,805,770,433,796,847,"1,062"
2020,12,90,"1,841",58,48,55,46,107,44,50,109,35,86,89,51,62,108,86,51,140,97,106,70,107,118,118
2020,12,100,100,6,2,8,3,3,2,2,5,4,7,7,2,3,5,7,3,6,2,4,3,5,6,5
2021,1,총,"424,112","16,323","16,006","16,449","19,466","23,207","11,493","20,340","18,710","12,218","15,176","24,348","11,118","11,293","16,980","12,859","14,283","22,493","19,164","11,657","17,258","31,456","27,707","34,108"
2021,1,0,"29,668","1,306","1,120","1,929","1,594","1,805",531,"1,374","1,262","1,100",857,"2,087",535,733,"1,040",991,922,990,"1,103",349,"1,298","2,253","1,995","2,494"
2021,1,10,"51,341","2,111","1,813","2,034","4,390","2,530","1,169","3,984","2,222","1,743","1,446","4,198",868,738,"1,346","1,003","1,161","1,880","1,853",678,"1,945","4,728","3,247","4,254"
2021,1,20,"55,312","2,093","2,343","2,117","1,880","2,951","1,911","2,490","2,215","1,272","2,120","2,701","1,755","1,448","2,103","1,230","2,206","3,317","2,559","1,368","2,114","4,383","3,883","4,853"
2021,1,30,"42,710","1,582","2,075","2,118","1,343","2,371","1,194","1,409","1,611","1,152","1,478","2,007","1,359","1,521","2,081","1,514","1,870","2,254","1,922",949,"1,785","2,798","2,904","3,413"
2021,1,40,"72,704","2,897","2,706","3,238","4,822","3,676","1,729","4,529","3,206","2,430","2,206","4,893","1,775","1,824","2,488","1,942","2,321","3,160","2,836","1,300","2,876","5,643","4,528","5,679"
2021,1,50,"75,094","2,863","2,661","2,607","2,809","4,099","2,097","3,416","3,232","1,849","2,922","4,180","1,915","1,938","2,902","2,028","2,762","4,203","3,606","2,189","3,137","5,842","5,080","6,757"
2021,1,60,"52,419","1,768","1,831","1,284","1,372","3,024","1,539","1,656","2,300","1,412","2,163","2,422","1,512","1,639","2,685","2,168","1,807","3,509","2,938","2,420","2,536","3,349","3,419","3,666"
2021,1,70,"28,883","1,097",976,734,843,"1,767",837,"1,006","1,687",862,"1,235","1,182",950,941,"1,525","1,333",832,"2,065","1,441","1,518","1,045","1,537","1,666","1,804"
2021,1,80,"14,013",541,434,328,362,876,440,424,857,358,655,582,395,443,694,549,346,968,810,772,450,810,857,"1,062"
2021,1,90,"1,867",59,45,52,48,105,44,50,113,36,87,89,52,65,111,93,53,141,94,111,68,108,122,121
2021,1,100,101,6,2,8,3,3,2,2,5,4,7,7,2,3,5,8,3,6,2,3,4,5,6,5
2021,2,총,"423,937","16,228","16,001","16,436","19,870","23,167","11,401","20,271","18,620","12,167","15,173","24,291","11,119","11,281","16,925","12,882","14,268","22,503","19,149","11,630","17,326","31,483","27,736","34,010"
2021,2,0,"29,770","1,321","1,124","1,959","1,685","1,808",516,"1,381","1,259","1,081",853,"2,114",535,726,"1,028",976,904,982,"1,098",349,"1,308","2,258","2,022","2,483"
2021,2,10,"51,060","2,087","1,809","2,019","4,451","2,493","1,149","3,942","2,207","1,729","1,446","4,148",860,734,"1,333","1,000","1,159","1,878","1,853",668,"1,940","4,714","3,212","4,229"
2021,2,20,"54,950","2,051","2,320","2,095","1,892","2,938","1,875","2,470","2,192","1,255","2,114","2,690","1,779","1,452","2,099","1,252","2,184","3,298","2,534","1,348","2,105","4,331","3,876","4,800"
2021,2,30,"42,641","1,608","2,073","2,108","1,375","2,358","1,184","1,399","1,588","1,140","1,468","1,996","1,342","1,509","2,037","1,499","1,875","2,265","1,923",940,"1,802","2,818","2,925","3,409"
2021,2,40,"72,638","2,873","2,711","3,249","4,965","3,675","1,704","4,507","3,186","2,421","2,194","4,853","1,770","1,821","2,488","1,935","2,331","3,147","2,827","1,287","2,893","5,650","4,518","5,633"
2021,2,50,"75,167","2,829","2,667","2,602","2,853","4,102","2,097","3,420","3,234","1,841","2,938","4,186","1,918","1,954","2,908","2,064","2,759","4,208","3,608","2,194","3,135","5,847","5,061","6,742"
2021,2,60,"52,654","1,755","1,838","1,287","1,378","3,039","1,550","1,662","2,302","1,423","2,158","2,441","1,515","1,630","2,690","2,165","1,814","3,520","2,946","2,417","2,561","3,392","3,461","3,710"
2021,2,70,"28,920","1,095",980,732,847,"1,763",836,"1,003","1,674",872,"1,248","1,176",954,944,"1,515","1,328",832,"2,079","1,448","1,534","1,060","1,534","1,668","1,798"
2021,2,80,"14,143",543,433,326,371,880,443,427,863,363,657,592,396,442,711,561,348,974,820,780,448,827,862,"1,076"
2021,2,90,"1,896",60,44,51,50,109,45,58,110,38,90,89,50,66,111,93,59,146,90,110,70,107,125,125
2021,2,100,98,6,2,8,3,2,2,2,5,4,7,6,0,3,5,9,3,6,2,3,4,5,6,5
2021,3,총,"422,759","16,116","15,932","16,425","19,951","23,096","11,342","20,199","18,579","12,179","15,077","24,164","11,088","11,221","16,910","12,850","14,243","22,434","19,060","11,596","17,335","31,410","27,619","33,933"
