년도,월,나이,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2020,2,0,"12,770","1,025",177,"1,584","1,145",681,928,"1,180",438,902,"1,109",378,438,"1,221",808,756
2020,2,10,"14,285","1,015",306,"1,699",975,876,940,"1,112",452,803,785,395,445,"2,260","1,344",878
2020,2,20,"34,046","2,664","1,031","4,726","2,340","2,279","2,321","2,470","2,958","1,960","1,867","1,355","1,007","3,475","1,702","1,891"
2020,2,30,"31,452","2,492",768,"3,306","2,579","2,080","2,411","2,442","2,316","2,347","2,203","1,262","1,056","2,868","1,566","1,756"
2020,2,40,"30,170","2,148",715,"3,354","2,250","1,949","2,249","2,453","1,447","2,089","1,924","1,057","1,004","3,633","2,215","1,683"
2020,2,50,"30,844","2,500","1,139","3,437","2,183","2,073","2,385","2,736","1,756","2,301","1,992","1,148","1,047","2,903","1,845","1,399"
2020,2,60,"25,799","2,192","1,045","2,682","1,758","1,710","1,943","2,091","1,667","2,082","1,823","1,098",835,"2,241","1,506","1,126"
2020,2,70,"16,088","1,379",652,"1,703","1,077","1,132","1,235","1,435",905,"1,273","1,059",650,509,"1,428",872,779
2020,2,80,"6,861",685,275,795,507,448,575,711,257,500,347,246,208,635,388,284
2020,2,90,"1,242",127,58,153,82,83,73,133,53,91,75,53,41,110,69,41
2020,2,100,211,22,8,24,18,9,7,36,6,21,14,6,10,17,4,9
2020,3,총,"203,742","16,226","6,176","23,505","14,848","13,262","15,061","16,811","12,243","14,353","13,164","7,629","6,842","20,781","12,253","10,588"
2020,3,0,"12,707","1,017",176,"1,571","1,146",656,922,"1,191",434,896,"1,093",376,475,"1,212",797,745
2020,3,10,"14,241","1,008",302,"1,717",965,872,935,"1,111",460,795,780,389,458,"2,239","1,330",880
2020,3,20,"34,276","2,684","1,036","4,765","2,340","2,304","2,362","2,465","2,978","1,967","1,869","1,356","1,033","3,498","1,698","1,921"
2020,3,30,"31,331","2,485",772,"3,306","2,547","2,065","2,388","2,426","2,292","2,335","2,196","1,249","1,114","2,860","1,560","1,736"
2020,3,40,"30,086","2,141",713,"3,335","2,245","1,934","2,230","2,456","1,437","2,096","1,909","1,048","1,037","3,619","2,209","1,677"
2020,3,50,"30,732","2,486","1,135","3,442","2,171","2,046","2,375","2,740","1,749","2,275","1,978","1,144","1,085","2,905","1,811","1,390"
2020,3,60,"25,856","2,196","1,038","2,677","1,744","1,725","1,956","2,093","1,663","2,089","1,828","1,106",853,"2,250","1,516","1,122"
2020,3,70,"16,143","1,381",658,"1,707","1,075","1,120","1,236","1,441",912,"1,287","1,064",654,526,"1,426",871,785
2020,3,80,"6,905",679,277,805,514,450,576,714,260,501,357,251,209,645,387,280
2020,3,90,"1,253",127,61,156,82,81,74,138,52,91,76,50,42,110,70,43
2020,3,100,212,22,8,24,19,9,7,36,6,21,14,6,10,17,4,9
2020,4,총,"203,781","16,229","6,156","23,495","14,818","13,281","15,068","16,773","12,256","14,348","13,099","7,624","7,104","20,677","12,245","10,608"
2020,4,0,"12,669","1,004",174,"1,553","1,157",654,920,"1,184",437,892,"1,093",372,506,"1,206",779,738
2020,4,10,"14,178","1,001",299,"1,700",960,872,930,"1,102",464,795,774,388,464,"2,217","1,334",878
2020,4,20,"34,372","2,692","1,027","4,815","2,323","2,308","2,369","2,462","2,987","1,953","1,861","1,361","1,063","3,478","1,715","1,958"
2020,4,30,"31,283","2,513",768,"3,263","2,540","2,049","2,401","2,400","2,291","2,334","2,166","1,258","1,177","2,857","1,551","1,715"
2020,4,40,"30,039","2,130",703,"3,338","2,237","1,933","2,219","2,450","1,444","2,101","1,908","1,037","1,084","3,582","2,196","1,677"
2020,4,50,"30,694","2,472","1,132","3,433","2,162","2,063","2,361","2,737","1,736","2,266","1,968","1,144","1,123","2,899","1,808","1,390"
2020,4,60,"25,937","2,204","1,042","2,693","1,750","1,728","1,963","2,106","1,663","2,091","1,817","1,105",879,"2,245","1,524","1,127"
2020,4,70,"16,176","1,378",666,"1,710","1,075","1,127","1,238","1,441",915,"1,295","1,066",649,538,"1,420",869,789
2020,4,80,"6,956",687,275,807,511,457,585,715,260,508,357,256,214,646,394,284
2020,4,90,"1,263",128,62,158,84,81,75,139,53,92,75,48,45,110,70,43
2020,4,100,214,20,8,25,19,9,7,37,6,21,14,6,11,17,5,9
2020,5,총,"203,899","16,189","6,153","23,489","14,790","13,261","15,073","16,767","12,246","14,371","13,043","7,626","7,368","20,667","12,255","10,601"
2020,5,0,"12,642",996,171,"1,540","1,155",647,913,"1,188",432,891,"1,080",378,528,"1,208",774,741
2020,5,10,"14,073",991,298,"1,681",961,864,922,"1,095",459,787,770,377,469,"2,206","1,323",870
2020,5,20,"34,490","2,681","1,031","4,850","2,326","2,306","2,380","2,459","2,991","1,980","1,838","1,364","1,109","3,488","1,726","1,961"
2020,5,30,"31,297","2,513",767,"3,246","2,514","2,052","2,405","2,396","2,281","2,330","2,170","1,274","1,242","2,841","1,554","1,712"
2020,5,40,"29,963","2,121",709,"3,335","2,216","1,924","2,211","2,438","1,440","2,092","1,909","1,031","1,128","3,567","2,175","1,667"
2020,5,50,"30,701","2,450","1,123","3,414","2,174","2,065","2,355","2,737","1,742","2,274","1,955","1,136","1,158","2,906","1,832","1,380"
2020,5,60,"26,042","2,222","1,046","2,727","1,762","1,720","1,974","2,107","1,666","2,087","1,810","1,107",911,"2,245","1,520","1,138"
2020,5,70,"16,214","1,371",665,"1,701","1,070","1,133","1,243","1,447",914,"1,305","1,066",651,544,"1,434",876,794
2020,5,80,"6,986",698,275,810,513,460,587,721,263,507,356,251,220,644,398,283
2020,5,90,"1,275",126,60,159,80,81,76,141,52,97,75,51,48,111,72,46
2020,5,100,216,20,8,26,19,9,7,38,6,21,14,6,11,17,5,9
2020,6,총,"203,954","16,234","6,141","23,525","14,775","13,226","15,057","16,767","12,238","14,313","13,033","7,634","7,490","20,629","12,312","10,580"
2020,6,0,"12,601",999,175,"1,540","1,147",640,900,"1,185",428,882,"1,083",382,533,"1,187",781,739
2020,6,10,"14,010",982,293,"1,659",960,866,917,"1,096",460,776,770,378,473,"2,204","1,316",860
2020,6,20,"34,590","2,721","1,025","4,897","2,317","2,298","2,386","2,454","3,001","1,973","1,815","1,361","1,139","3,488","1,752","1,963"
2020,6,30,"31,266","2,526",768,"3,238","2,512","2,040","2,388","2,393","2,255","2,306","2,193","1,280","1,264","2,832","1,560","1,711"
2020,6,40,"29,924","2,108",705,"3,331","2,209","1,931","2,215","2,436","1,451","2,087","1,899","1,034","1,150","3,537","2,174","1,657"
2020,6,50,"30,631","2,445","1,117","3,411","2,169","2,039","2,349","2,733","1,731","2,261","1,945","1,134","1,164","2,918","1,839","1,376"
2020,6,60,"26,156","2,228","1,045","2,748","1,771","1,731","1,974","2,125","1,669","2,099","1,812","1,105",935,"2,239","1,535","1,140"
2020,6,70,"16,267","1,379",664,"1,708","1,070","1,132","1,254","1,449",921,"1,307","1,071",650,540,"1,447",878,797
2020,6,80,"7,002",698,282,810,515,461,591,714,263,506,354,252,230,647,397,282
2020,6,90,"1,290",128,59,157,86,79,76,144,53,95,76,52,51,112,75,47
2020,6,100,217,20,8,26,19,9,7,38,6,21,15,6,11,18,5,8
2020,7,총,"203,842","16,258","6,136","23,519","14,733","13,221","15,034","16,760","12,186","14,308","13,019","7,613","7,566","20,573","12,301","10,615"
2020,7,0,"12,555","1,005",178,"1,530","1,142",640,887,"1,180",423,884,"1,081",372,540,"1,166",781,746
2020,7,10,"13,953",979,290,"1,648",964,858,902,"1,083",461,770,773,375,486,"2,200","1,305",859
2020,7,20,"34,584","2,738","1,017","4,895","2,316","2,289","2,393","2,463","2,974","1,969","1,815","1,358","1,143","3,480","1,759","1,975"
2020,7,30,"31,201","2,527",771,"3,237","2,491","2,041","2,379","2,383","2,251","2,297","2,172","1,279","1,284","2,827","1,550","1,712"
2020,7,40,"29,902","2,106",705,"3,324","2,207","1,929","2,217","2,428","1,457","2,098","1,907","1,024","1,159","3,502","2,174","1,665"
2020,7,50,"30,578","2,443","1,109","3,419","2,173","2,031","2,338","2,729","1,711","2,242","1,937","1,139","1,165","2,922","1,844","1,376"
2020,7,60,"26,208","2,230","1,048","2,752","1,747","1,751","1,982","2,141","1,665","2,110","1,811","1,103",949,"2,246","1,533","1,140"
2020,7,70,"16,322","1,385",663,"1,723","1,071","1,128","1,259","1,452",923,"1,313","1,079",651,549,"1,450",879,797
2020,7,80,"7,023",700,290,810,515,463,591,717,261,509,354,252,225,652,398,286
2020,7,90,"1,300",126,58,154,88,82,79,146,54,96,75,54,54,110,73,51
2020,7,100,216,19,7,27,19,9,7,38,6,20,15,6,12,18,5,8
2020,8,총,"203,364","16,230","6,100","23,422","14,674","13,167","15,011","16,713","12,172","14,289","12,993","7,587","7,584","20,519","12,308","10,595"
2020,8,0,"12,433","1,001",180,"1,497","1,141",631,882,"1,164",420,884,"1,072",364,539,"1,149",775,734
2020,8,10,"13,836",973,291,"1,623",957,851,886,"1,077",453,757,769,367,483,"2,204","1,293",852
2020,8,20,"34,522","2,735","1,013","4,882","2,290","2,273","2,405","2,462","2,981","1,976","1,804","1,371","1,132","3,450","1,771","1,977"
2020,8,30,"31,019","2,524",751,"3,221","2,477","2,025","2,370","2,350","2,233","2,280","2,164","1,260","1,296","2,816","1,557","1,695"
2020,8,40,"29,799","2,102",708,"3,308","2,189","1,912","2,213","2,435","1,447","2,099","1,903","1,020","1,156","3,489","2,154","1,664"
2020,8,50,"30,502","2,432","1,088","3,400","2,178","2,029","2,332","2,719","1,717","2,228","1,929","1,135","1,167","2,920","1,853","1,375"
2020,8,60,"26,323","2,230","1,051","2,776","1,736","1,757","1,984","2,145","1,666","2,126","1,826","1,106",964,"2,261","1,540","1,155"
2020,8,70,"16,347","1,391",664,"1,721","1,074","1,126","1,259","1,455",930,"1,309","1,074",655,554,"1,449",889,797
2020,8,80,"7,045",696,286,810,519,470,592,717,265,514,362,248,228,652,399,287
2020,8,90,"1,319",127,61,156,93,84,80,151,54,96,75,55,53,111,72,51
2020,8,100,219,19,7,28,20,9,8,38,6,20,15,6,12,18,5,8
2020,9,총,"203,132","16,225","6,090","23,416","14,602","13,185","14,995","16,678","12,135","14,244","12,996","7,604","7,601","20,454","12,296","10,611"
2020,9,0,"12,349","1,002",175,"1,481","1,121",631,869,"1,152",416,875,"1,080",363,534,"1,150",775,725
2020,9,10,"13,739",972,287,"1,608",945,845,889,"1,064",450,743,763,366,484,"2,187","1,286",850
2020,9,20,"34,524","2,725","1,013","4,899","2,286","2,275","2,399","2,469","2,967","1,969","1,810","1,368","1,141","3,453","1,771","1,979"
2020,9,30,"30,916","2,516",764,"3,204","2,447","2,037","2,361","2,347","2,226","2,269","2,161","1,262","1,296","2,772","1,564","1,690"
2020,9,40,"29,715","2,104",707,"3,315","2,182","1,905","2,198","2,412","1,438","2,098","1,894","1,015","1,175","3,473","2,137","1,662"
2020,9,50,"30,530","2,424","1,078","3,415","2,160","2,035","2,335","2,736","1,711","2,209","1,940","1,152","1,163","2,921","1,863","1,388"
2020,9,60,"26,380","2,244","1,055","2,787","1,753","1,755","1,998","2,140","1,670","2,126","1,823","1,108",958,"2,263","1,537","1,163"
2020,9,70,"16,376","1,395",662,"1,713","1,077","1,132","1,265","1,451",926,"1,324","1,068",660,557,"1,456",886,804
2020,9,80,"7,055",699,283,808,513,477,591,719,272,513,365,250,227,647,402,289
2020,9,90,"1,326",125,59,157,97,84,81,150,53,99,77,54,54,114,69,53
2020,9,100,222,19,7,29,21,9,9,38,6,19,15,6,12,18,6,8
2020,10,총,"202,684","16,147","6,078","23,381","14,558","13,177","14,946","16,656","12,132","14,190","12,948","7,561","7,619","20,409","12,294","10,588"
2020,10,0,"12,244",971,169,"1,459","1,120",631,854,"1,159",420,874,"1,060",363,531,"1,143",774,716
2020,10,10,"13,645",972,291,"1,592",936,839,883,"1,053",437,734,764,358,490,"2,169","1,281",846
2020,10,20,"34,453","2,701","1,015","4,891","2,282","2,276","2,409","2,467","2,965","1,952","1,808","1,354","1,142","3,453","1,772","1,966"
2020,10,30,"30,786","2,501",762,"3,196","2,433","2,023","2,343","2,317","2,221","2,264","2,161","1,243","1,293","2,773","1,562","1,694"
2020,10,40,"29,598","2,081",704,"3,313","2,175","1,902","2,187","2,410","1,440","2,088","1,879","1,015","1,176","3,453","2,133","1,642"
2020,10,50,"30,525","2,438","1,076","3,409","2,147","2,048","2,326","2,739","1,705","2,217","1,933","1,138","1,166","2,918","1,867","1,398"
2020,10,60,"26,428","2,245","1,052","2,807","1,753","1,760","2,006","2,146","1,680","2,105","1,816","1,118",967,"2,274","1,541","1,158"
2020,10,70,"16,375","1,391",661,"1,709","1,084","1,120","1,262","1,453",928,"1,326","1,077",666,554,"1,445",887,812
2020,10,80,"7,076",702,283,815,512,485,584,722,276,514,362,248,233,647,399,294
2020,10,90,"1,334",126,58,162,96,84,83,152,54,97,73,52,55,116,72,54
2020,10,100,220,19,7,28,20,9,9,38,6,19,15,6,12,18,6,8
2020,11,총,"202,369","16,111","6,146","23,342","14,494","13,142","14,905","16,649","12,126","14,149","12,945","7,560","7,576","20,349","12,281","10,594"
2020,11,0,"12,128",962,164,"1,454","1,105",617,839,"1,150",419,866,"1,060",360,524,"1,129",761,718
2020,11,10,"13,594",967,283,"1,583",938,829,883,"1,050",427,731,753,363,485,"2,174","1,285",843
2020,11,20,"34,441","2,681","1,097","4,878","2,253","2,272","2,391","2,479","2,971","1,942","1,820","1,356","1,134","3,423","1,768","1,976"
2020,11,30,"30,775","2,496",787,"3,198","2,419","2,033","2,333","2,312","2,221","2,273","2,162","1,242","1,280","2,772","1,564","1,683"
2020,11,40,"29,455","2,089",700,"3,308","2,159","1,888","2,180","2,395","1,440","2,066","1,868","1,004","1,171","3,425","2,120","1,642"
2020,11,50,"30,437","2,432","1,054","3,395","2,149","2,042","2,321","2,741","1,694","2,200","1,933","1,133","1,164","2,912","1,870","1,397"
2020,11,60,"26,482","2,255","1,055","2,808","1,757","1,764","2,020","2,148","1,680","2,104","1,818","1,122",964,"2,277","1,545","1,165"
2020,11,70,"16,406","1,380",657,"1,720","1,080","1,123","1,270","1,454",938,"1,337","1,076",674,553,"1,441",889,814
2020,11,80,"7,105",705,283,812,517,483,581,734,275,514,367,248,233,657,402,294
2020,11,90,"1,326",125,58,158,97,82,79,148,55,97,73,52,56,121,71,54
2020,11,100,220,19,8,28,20,9,8,38,6,19,15,6,12,18,6,8
2020,12,총,"202,068","16,076","6,172","23,316","14,466","13,095","14,892","16,638","12,121","14,126","12,890","7,522","7,564","20,337","12,272","10,581"
2020,12,0,"12,036",958,163,"1,457","1,105",603,819,"1,161",410,870,"1,044",348,513,"1,118",756,711
2020,12,10,"13,513",965,273,"1,554",934,818,883,"1,044",420,732,752,360,485,"2,172","1,282",839
2020,12,20,"34,421","2,653","1,125","4,874","2,255","2,273","2,400","2,462","2,990","1,924","1,810","1,355","1,140","3,417","1,772","1,971"
2020,12,30,"30,674","2,500",788,"3,186","2,404","2,025","2,320","2,302","2,217","2,263","2,150","1,230","1,279","2,768","1,568","1,674"
2020,12,40,"29,401","2,087",699,"3,312","2,154","1,874","2,169","2,396","1,436","2,061","1,867",997,"1,173","3,424","2,110","1,642"
2020,12,50,"30,363","2,431","1,055","3,387","2,141","2,030","2,315","2,744","1,686","2,191","1,921","1,133","1,154","2,906","1,865","1,404"
2020,12,60,"26,538","2,257","1,053","2,822","1,760","1,770","2,043","2,149","1,678","2,112","1,813","1,120",965,"2,290","1,546","1,160"
2020,12,70,"16,423","1,373",662,"1,730","1,083","1,121","1,270","1,455",943,"1,333","1,081",671,551,"1,437",893,820
2020,12,80,"7,139",708,287,808,511,489,583,738,280,522,365,249,237,662,404,296
2020,12,90,"1,338",124,59,157,99,83,82,149,55,99,72,53,55,125,70,56
2020,12,100,222,20,8,29,20,9,8,38,6,19,15,6,12,18,6,8
2021,1,총,"201,690","16,033","6,151","23,221","14,401","13,064","14,907","16,620","12,090","14,120","12,860","7,498","7,569","20,323","12,262","10,571"
2021,1,0,"11,928",951,159,"1,440","1,095",601,808,"1,164",401,870,"1,035",344,510,"1,107",736,707
2021,1,10,"13,452",963,267,"1,530",936,819,879,"1,034",416,731,759,358,495,"2,154","1,281",830
2021,1,20,"34,223","2,592","1,123","4,830","2,225","2,258","2,395","2,457","2,980","1,898","1,800","1,360","1,139","3,408","1,790","1,968"
2021,1,30,"30,663","2,518",791,"3,181","2,390","2,018","2,339","2,297","2,211","2,280","2,136","1,228","1,271","2,772","1,552","1,679"
2021,1,40,"29,256","2,079",688,"3,304","2,135","1,862","2,164","2,375","1,439","2,045","1,858",984,"1,172","3,412","2,110","1,629"
2021,1,50,"30,307","2,435","1,057","3,354","2,140","2,026","2,310","2,738","1,663","2,193","1,924","1,115","1,163","2,925","1,855","1,409"
2021,1,60,"26,608","2,257","1,045","2,848","1,757","1,777","2,056","2,168","1,684","2,115","1,799","1,126",963,"2,293","1,559","1,161"
2021,1,70,"16,531","1,383",666,"1,735","1,090","1,128","1,277","1,458",956,"1,356","1,094",674,551,"1,444",892,827
2021,1,80,"7,163",714,287,810,511,484,590,744,279,520,368,250,239,663,407,297
2021,1,90,"1,336",121,60,159,102,82,82,146,55,93,72,53,54,127,74,56
2021,1,100,223,20,8,30,20,9,7,39,6,19,15,6,12,18,6,8
2021,2,총,"201,326","15,942","6,172","23,147","14,520","13,043","14,886","16,556","12,085","14,076","12,850","7,478","7,566","20,274","12,253","10,478"
2021,2,0,"11,786",945,155,"1,398","1,118",600,801,"1,151",390,856,"1,031",335,501,"1,088",738,679
2021,2,10,"13,408",952,264,"1,549",951,813,866,"1,043",418,727,751,364,487,"2,145","1,269",809
2021,2,20,"34,040","2,570","1,145","4,794","2,213","2,238","2,412","2,406","2,976","1,885","1,790","1,352","1,149","3,384","1,795","1,931"
2021,2,30,"30,544","2,487",801,"3,124","2,406","2,028","2,324","2,298","2,213","2,256","2,140","1,214","1,269","2,761","1,550","1,673"
2021,2,40,"29,202","2,068",682,"3,293","2,177","1,843","2,144","2,365","1,444","2,047","1,867",986,"1,168","3,407","2,105","1,606"
2021,2,50,"30,290","2,425","1,054","3,382","2,150","2,033","2,309","2,722","1,648","2,183","1,916","1,122","1,163","2,921","1,852","1,410"
2021,2,60,"26,700","2,257","1,049","2,866","1,773","1,773","2,064","2,178","1,699","2,129","1,794","1,120",965,"2,304","1,557","1,172"
2021,2,70,"16,563","1,386",664,"1,735","1,088","1,134","1,281","1,463",954,"1,352","1,099",673,554,"1,454",899,827
2021,2,80,"7,211",710,290,813,519,489,591,746,280,525,376,255,243,662,407,305
2021,2,90,"1,357",121,60,163,105,83,87,145,57,97,71,51,55,130,75,57
2021,2,100,225,21,8,30,20,9,7,39,6,19,15,6,12,18,6,9
2021,3,총,"200,685","15,957","6,166","23,074","14,825","12,935","14,820","16,307","12,029","14,033","12,777","7,448","7,540","20,160","12,193","10,421"
2021,3,0,"11,783",937,159,"1,385","1,173",594,790,"1,152",385,857,"1,033",333,495,"1,065",741,684
2021,3,10,"13,409",947,261,"1,578",965,803,858,"1,039",428,716,745,363,496,"2,136","1,263",811
2021,3,20,"34,035","2,586","1,160","4,776","2,252","2,233","2,417","2,389","2,961","1,894","1,786","1,353","1,144","3,378","1,773","1,933"
2021,3,30,"30,529","2,486",814,"3,105","2,521","2,012","2,312","2,259","2,219","2,238","2,136","1,207","1,269","2,729","1,546","1,676"
2021,3,40,"29,049","2,071",680,"3,301","2,236","1,811","2,121","2,342","1,429","2,021","1,858",983,"1,161","3,367","2,078","1,590"
2021,3,50,"30,123","2,410","1,040","3,358","2,164","2,015","2,306","2,696","1,641","2,177","1,900","1,107","1,160","2,914","1,840","1,395"
2021,3,60,"26,680","2,270","1,039","2,872","1,817","1,772","2,058","2,138","1,680","2,146","1,790","1,113",961,"2,299","1,566","1,159"
2021,3,70,"16,450","1,401",655,"1,709","1,065","1,133","1,284","1,426",950,"1,346","1,091",672,548,"1,462",899,809
2021,3,80,"7,184",711,288,815,521,483,589,731,279,518,369,259,248,664,405,304
2021,3,90,"1,316",120,63,155,101,76,81,129,55,102,67,52,54,130,75,56
2021,3,100,127,18,7,20,10,3,4,6,2,18,2,6,4,16,7,4
2021,4,총,"200,640","15,941","6,174","23,005","15,098","12,916","14,787","16,279","12,004","13,988","12,756","7,434","7,525","20,128","12,191","10,414"
2021,4,0,"11,789",938,160,"1,374","1,207",582,780,"1,153",384,861,"1,037",333,495,"1,066",733,686
2021,4,10,"13,350",945,254,"1,562",990,794,858,"1,039",420,706,749,361,493,"2,115","1,257",807
2021,4,20,"33,943","2,563","1,169","4,765","2,279","2,236","2,391","2,375","2,957","1,884","1,763","1,352","1,136","3,370","1,781","1,922"
2021,4,30,"30,534","2,492",821,"3,099","2,577","2,007","2,317","2,240","2,221","2,218","2,123","1,202","1,267","2,723","1,541","1,686"
2021,4,40,"29,023","2,058",684,"3,304","2,280","1,803","2,112","2,337","1,430","2,018","1,858",972,"1,157","3,361","2,069","1,580"
2021,4,50,"30,078","2,395","1,027","3,337","2,209","2,015","2,305","2,696","1,615","2,167","1,888","1,110","1,159","2,916","1,846","1,393"
2021,4,60,"26,800","2,291","1,047","2,871","1,839","1,773","2,066","2,149","1,684","2,152","1,809","1,109",961,"2,314","1,566","1,169"
2021,4,70,"16,455","1,399",650,"1,703","1,075","1,146","1,281","1,416",953,"1,342","1,092",678,548,"1,459",904,809
2021,4,80,"7,229",722,294,814,527,481,592,735,284,522,371,259,252,661,410,305
2021,4,90,"1,313",119,61,156,105,75,81,133,54,100,64,52,54,127,77,55
2021,4,100,126,19,7,20,10,4,4,6,2,18,2,6,3,16,7,2
2021,5,총,"200,454","15,926","6,127","22,994","15,113","12,874","14,766","16,272","12,009","13,986","12,726","7,446","7,525","20,110","12,165","10,415"
2021,5,0,"11,715",930,154,"1,368","1,210",584,768,"1,152",378,861,"1,032",330,492,"1,053",726,677
2021,5,10,"13,276",941,245,"1,548",987,783,858,"1,034",415,707,750,361,492,"2,102","1,252",801
2021,5,20,"33,920","2,549","1,166","4,782","2,277","2,220","2,377","2,368","2,955","1,878","1,757","1,362","1,133","3,387","1,771","1,938"
2021,5,30,"30,487","2,499",822,"3,078","2,593","1,985","2,305","2,248","2,226","2,208","2,117","1,197","1,272","2,713","1,548","1,676"
2021,5,40,"28,914","2,049",677,"3,295","2,283","1,785","2,109","2,333","1,436","2,003","1,853",976,"1,150","3,340","2,050","1,575"
2021,5,50,"30,075","2,398","1,013","3,336","2,222","2,013","2,311","2,685","1,612","2,176","1,874","1,109","1,156","2,934","1,844","1,392"
2021,5,60,"26,890","2,299","1,042","2,885","1,835","1,789","2,073","2,167","1,689","2,170","1,808","1,114",968,"2,316","1,563","1,172"
2021,5,70,"16,455","1,400",646,"1,698","1,067","1,142","1,286","1,408",958,"1,330","1,097",680,555,"1,457",915,816
2021,5,80,"7,278",723,293,826,528,492,592,737,283,535,373,257,251,666,412,310
2021,5,90,"1,317",119,62,157,101,76,82,135,55,100,63,53,53,128,77,56
2021,5,100,127,19,7,21,10,5,5,5,2,18,2,7,3,14,7,2
2021,6,총,"200,230","15,925","6,110","22,969","15,094","12,880","14,742","16,257","12,008","13,854","12,722","7,457","7,520","20,106","12,158","10,428"
2021,6,0,"11,664",924,150,"1,359","1,203",586,761,"1,148",375,865,"1,034",331,488,"1,047",723,670
2021,6,10,"13,285",932,250,"1,539",988,788,862,"1,042",421,708,749,355,491,"2,101","1,257",802
2021,6,20,"33,879","2,576","1,180","4,774","2,279","2,232","2,359","2,347","2,941","1,872","1,758","1,365","1,132","3,368","1,763","1,933"
2021,6,30,"30,455","2,491",832,"3,071","2,591","1,972","2,312","2,231","2,237","2,189","2,116","1,195","1,277","2,703","1,553","1,685"
2021,6,40,"28,868","2,042",659,"3,286","2,284","1,768","2,113","2,324","1,449","2,001","1,848",979,"1,142","3,353","2,046","1,574"
2021,6,50,"29,976","2,393",998,"3,342","2,212","2,015","2,277","2,683","1,595","2,146","1,867","1,117","1,153","2,936","1,842","1,400"
2021,6,60,"26,942","2,300","1,040","2,897","1,831","1,797","2,092","2,187","1,683","2,148","1,811","1,115",972,"2,323","1,566","1,180"
2021,6,70,"16,434","1,402",639,"1,696","1,061","1,145","1,289","1,411",960,"1,301","1,101",682,556,"1,461",913,817
2021,6,80,"7,305",730,293,827,530,497,588,746,288,529,371,258,252,674,412,310
2021,6,90,"1,308",117,62,157,105,75,84,132,57,89,65,53,54,126,77,55
2021,6,100,114,18,7,21,10,5,5,6,2,6,2,7,3,14,6,2
2021,7,총,"200,196","15,941","5,986","22,921","15,010","12,870","14,765","16,272","12,049","14,141","12,670","7,437","7,502","20,107","12,135","10,390"
2021,7,0,"11,595",925,142,"1,338","1,207",573,753,"1,139",373,895,"1,028",322,485,"1,038",709,668
2021,7,10,"13,282",935,244,"1,530",978,787,867,"1,049",415,733,750,352,489,"2,095","1,265",793
2021,7,20,"33,905","2,593","1,159","4,767","2,264","2,233","2,381","2,344","2,981","1,909","1,738","1,372","1,106","3,367","1,762","1,929"
2021,7,30,"30,395","2,498",841,"3,044","2,566","1,957","2,288","2,234","2,231","2,230","2,099","1,191","1,298","2,697","1,536","1,685"
