년도,월,나이,금천구,가산동,독산제1동,독산제2동,독산제3동,독산제4동,시흥제1동,시흥제2동,시흥제3동,시흥제4동,시흥제5동
2020,3,60,"31,918","2,254","4,638","2,891","3,753","2,397","4,653","3,134","1,872","3,279","3,047"
2020,3,70,"17,649","1,117","2,501","1,510","1,966","1,275","2,776","1,779","1,018","1,771","1,936"
2020,3,80,"6,130",351,881,464,677,385,943,666,351,615,797
2020,3,90,805,44,108,70,103,50,141,96,47,67,79
2020,3,100,169,9,16,16,21,15,22,36,3,14,17
2020,4,총,"232,396","21,436","42,297","19,249","24,994","15,816","33,949","22,237","11,275","21,147","19,996"
2020,4,0,"13,319",740,"3,320",967,"1,123",674,"2,022","1,667",591,"1,210","1,005"
2020,4,10,"15,373",739,"2,363","1,301","1,474","1,040","2,389","2,216",759,"1,587","1,505"
2020,4,20,"36,555","5,578","7,448","2,839","3,917","2,347","4,945","2,580","1,482","2,814","2,605"
2020,4,30,"35,505","4,948","8,543","2,529","3,499","2,012","4,859","2,594","1,474","2,679","2,368"
2020,4,40,"33,810","2,682","6,237","2,733","3,490","2,262","5,146","3,599","1,602","3,076","2,983"
2020,4,50,"40,962","2,951","6,208","3,919","4,949","3,335","6,030","3,852","2,062","4,010","3,646"
2020,4,60,"32,020","2,267","4,658","2,899","3,769","2,408","4,664","3,140","1,873","3,293","3,049"
2020,4,70,"17,681","1,116","2,505","1,509","1,963","1,279","2,781","1,786","1,028","1,783","1,931"
2020,4,80,"6,194",360,895,470,685,393,949,668,353,614,807
2020,4,90,807,46,104,67,104,51,142,99,47,67,80
2020,4,100,170,9,16,16,21,15,22,36,4,14,17
2020,5,총,"232,425","21,557","42,422","19,204","24,903","15,826","33,968","22,209","11,285","21,111","19,940"
2020,5,0,"13,258",740,"3,327",962,"1,102",671,"2,010","1,659",595,"1,196",996
2020,5,10,"15,290",737,"2,366","1,287","1,456","1,036","2,386","2,200",751,"1,587","1,484"
2020,5,20,"36,586","5,606","7,501","2,813","3,895","2,362","4,964","2,572","1,483","2,805","2,585"
2020,5,30,"35,612","5,023","8,553","2,543","3,508","2,021","4,863","2,592","1,478","2,671","2,360"
2020,5,40,"33,610","2,688","6,230","2,701","3,432","2,245","5,128","3,572","1,601","3,057","2,956"
2020,5,50,"40,988","2,954","6,235","3,924","4,947","3,331","6,029","3,859","2,053","4,010","3,646"
2020,5,60,"32,088","2,256","4,670","2,911","3,774","2,411","4,671","3,143","1,872","3,300","3,080"
2020,5,70,"17,763","1,134","2,518","1,506","1,972","1,283","2,796","1,798","1,045","1,786","1,925"
2020,5,80,"6,249",364,906,473,693,398,952,677,357,620,809
2020,5,90,810,46,100,68,103,53,147,101,46,64,82
2020,5,100,171,9,16,16,21,15,22,36,4,15,17
2020,6,총,"232,250","21,574","42,453","19,158","24,823","15,801","33,989","22,194","11,290","21,074","19,894"
2020,6,0,"13,177",726,"3,322",952,"1,090",669,"1,998","1,650",591,"1,187",992
2020,6,10,"15,184",722,"2,362","1,278","1,430","1,019","2,381","2,181",752,"1,584","1,475"
2020,6,20,"36,679","5,638","7,509","2,821","3,922","2,377","4,983","2,572","1,490","2,799","2,568"
2020,6,30,"35,545","5,020","8,580","2,536","3,490","2,002","4,868","2,575","1,482","2,636","2,356"
2020,6,40,"33,521","2,688","6,227","2,682","3,403","2,223","5,107","3,578","1,593","3,075","2,945"
2020,6,50,"40,764","2,938","6,209","3,890","4,920","3,325","6,016","3,836","2,038","3,980","3,612"
2020,6,60,"32,300","2,276","4,690","2,942","3,795","2,429","4,713","3,162","1,890","3,325","3,078"
2020,6,70,"17,830","1,148","2,529","1,501","1,965","1,290","2,794","1,826","1,046","1,786","1,945"
2020,6,80,"6,262",361,912,470,685,399,958,674,361,619,823
2020,6,90,815,48,96,70,102,53,149,103,43,68,83
2020,6,100,173,9,17,16,21,15,22,37,4,15,17
2020,7,총,"231,939","21,615","42,431","19,146","24,751","15,755","33,959","22,135","11,262","21,034","19,851"
2020,7,0,"13,107",721,"3,312",940,"1,073",670,"1,989","1,642",586,"1,184",990
2020,7,10,"15,049",715,"2,340","1,266","1,410","1,006","2,365","2,168",750,"1,559","1,470"
2020,7,20,"36,615","5,634","7,496","2,831","3,907","2,366","4,987","2,552","1,478","2,801","2,563"
2020,7,30,"35,490","5,057","8,565","2,531","3,510","1,995","4,861","2,558","1,471","2,622","2,320"
2020,7,40,"33,435","2,682","6,238","2,687","3,365","2,218","5,092","3,565","1,587","3,070","2,931"
2020,7,50,"40,701","2,954","6,201","3,880","4,905","3,299","6,015","3,830","2,036","3,971","3,610"
2020,7,60,"32,362","2,274","4,714","2,942","3,806","2,438","4,717","3,176","1,893","3,323","3,079"
2020,7,70,"17,906","1,157","2,538","1,514","1,960","1,293","2,808","1,822","1,058","1,798","1,958"
2020,7,80,"6,290",365,916,471,691,403,956,681,357,623,827
2020,7,90,808,47,94,68,101,52,147,104,42,67,86
2020,7,100,176,9,17,16,23,15,22,37,4,16,17
2020,8,총,"232,013","22,186","42,404","19,110","24,643","15,705","33,858","22,101","11,241","20,971","19,794"
2020,8,0,"12,972",722,"3,297",924,"1,054",672,"1,955","1,623",578,"1,169",978
2020,8,10,"14,966",721,"2,344","1,253","1,402",990,"2,343","2,158",740,"1,542","1,473"
2020,8,20,"36,878","6,004","7,461","2,827","3,867","2,349","5,003","2,546","1,481","2,785","2,555"
2020,8,30,"35,441","5,204","8,519","2,517","3,493","1,988","4,834","2,528","1,447","2,600","2,311"
2020,8,40,"33,345","2,703","6,246","2,659","3,349","2,209","5,053","3,562","1,591","3,056","2,917"
2020,8,50,"40,616","2,951","6,224","3,874","4,896","3,260","5,990","3,811","2,031","3,964","3,615"
2020,8,60,"32,511","2,292","4,736","2,974","3,809","2,464","4,738","3,208","1,904","3,331","3,055"
2020,8,70,"17,968","1,161","2,549","1,525","1,952","1,297","2,813","1,835","1,063","1,812","1,961"
2020,8,80,"6,324",371,917,473,695,408,961,687,360,626,826
2020,8,90,817,48,94,68,103,53,146,107,42,70,86
2020,8,100,175,9,17,16,23,15,22,36,4,16,17
2020,9,총,"232,157","22,618","42,303","19,101","24,602","15,671","33,893","22,065","11,210","20,936","19,758"
2020,9,0,"12,889",719,"3,295",915,"1,040",671,"1,934","1,619",570,"1,156",970
2020,9,10,"14,894",717,"2,325","1,255","1,392",986,"2,342","2,145",733,"1,529","1,470"
2020,9,20,"37,077","6,288","7,404","2,828","3,867","2,331","5,032","2,543","1,462","2,772","2,550"
2020,9,30,"35,492","5,322","8,497","2,511","3,523","1,988","4,805","2,517","1,439","2,609","2,281"
2020,9,40,"33,264","2,732","6,245","2,648","3,325","2,183","5,071","3,534","1,582","3,038","2,906"
2020,9,50,"40,527","2,950","6,208","3,863","4,871","3,255","5,974","3,810","2,039","3,949","3,608"
2020,9,60,"32,664","2,301","4,744","2,988","3,813","2,479","4,780","3,228","1,911","3,351","3,069"
2020,9,70,"17,983","1,162","2,547","1,533","1,946","1,303","2,809","1,833","1,065","1,824","1,961"
2020,9,80,"6,355",367,925,474,698,406,974,694,360,618,839
2020,9,90,835,51,96,70,104,53,150,105,45,74,87
2020,9,100,177,9,17,16,23,16,22,37,4,16,17
2020,10,총,"232,173","22,798","42,259","19,113","24,583","15,660","33,914","22,010","11,155","20,930","19,751"
2020,10,0,"12,791",703,"3,284",911,"1,040",664,"1,908","1,601",560,"1,151",969
2020,10,10,"14,832",714,"2,320","1,254","1,382",981,"2,338","2,141",719,"1,530","1,453"
2020,10,20,"37,081","6,372","7,375","2,836","3,847","2,333","5,035","2,517","1,462","2,743","2,561"
2020,10,30,"35,497","5,371","8,442","2,510","3,531","1,990","4,819","2,507","1,425","2,607","2,295"
2020,10,40,"33,179","2,753","6,221","2,649","3,316","2,162","5,068","3,513","1,568","3,026","2,903"
2020,10,50,"40,533","2,971","6,234","3,857","4,842","3,259","5,976","3,807","2,039","3,956","3,592"
2020,10,60,"32,807","2,311","4,787","2,993","3,846","2,485","4,809","3,242","1,907","3,364","3,063"
2020,10,70,"18,005","1,176","2,551","1,539","1,940","1,309","2,793","1,832","1,066","1,829","1,970"
2020,10,80,"6,422",368,929,477,710,407,994,707,360,631,839
2020,10,90,850,50,99,72,106,54,152,105,45,77,90
2020,10,100,176,9,17,15,23,16,22,38,4,16,16
2020,11,총,"232,003","22,937","42,240","19,067","24,572","15,596","33,898","21,990","11,151","20,837","19,715"
2020,11,0,"12,692",696,"3,285",901,"1,030",662,"1,879","1,590",558,"1,131",960
2020,11,10,"14,761",714,"2,305","1,242","1,382",976,"2,333","2,136",715,"1,517","1,441"
2020,11,20,"37,047","6,432","7,338","2,835","3,845","2,313","5,038","2,516","1,446","2,727","2,557"
2020,11,30,"35,558","5,434","8,457","2,502","3,557","1,996","4,826","2,496","1,424","2,583","2,283"
2020,11,40,"33,056","2,742","6,231","2,631","3,290","2,132","5,047","3,503","1,575","3,008","2,897"
2020,11,50,"40,431","2,971","6,224","3,830","4,813","3,260","5,969","3,814","2,036","3,931","3,583"
2020,11,60,"32,946","2,339","4,809","3,017","3,865","2,473","4,826","3,245","1,918","3,381","3,073"
2020,11,70,"18,031","1,180","2,550","1,545","1,945","1,303","2,807","1,837","1,065","1,825","1,974"
2020,11,80,"6,435",370,922,475,712,409,994,707,365,641,840
2020,11,90,870,50,103,73,110,56,157,108,45,77,91
2020,11,100,176,9,16,16,23,16,22,38,4,16,16
2020,12,총,"231,733","23,076","42,122","19,047","24,571","15,562","33,770","21,967","11,126","20,797","19,695"
2020,12,0,"12,548",693,"3,234",895,"1,018",652,"1,859","1,566",559,"1,119",953
2020,12,10,"14,669",702,"2,291","1,221","1,366",980,"2,311","2,150",699,"1,506","1,443"
2020,12,20,"37,127","6,543","7,311","2,850","3,862","2,292","5,046","2,496","1,447","2,733","2,547"
2020,12,30,"35,481","5,447","8,407","2,500","3,562","1,987","4,790","2,480","1,434","2,590","2,284"
2020,12,40,"32,903","2,746","6,221","2,610","3,285","2,112","5,002","3,498","1,563","2,974","2,892"
2020,12,50,"40,292","2,971","6,209","3,822","4,779","3,258","5,947","3,810","2,010","3,924","3,562"
2020,12,60,"33,119","2,361","4,855","3,026","3,888","2,485","4,837","3,269","1,932","3,386","3,080"
2020,12,70,"18,059","1,181","2,551","1,553","1,957","1,313","2,797","1,833","1,061","1,829","1,984"
2020,12,80,"6,479",370,924,482,719,414,993,717,374,642,844
2020,12,90,879,53,103,72,112,53,166,109,43,78,90
2020,12,100,177,9,16,16,23,16,22,39,4,16,16
2021,1,총,"231,634","23,162","42,177","19,004","24,594","15,557","33,711","21,910","11,074","20,761","19,684"
2021,1,0,"12,413",689,"3,220",881,"1,014",647,"1,821","1,551",547,"1,097",946
2021,1,10,"14,577",698,"2,312","1,203","1,352",976,"2,300","2,129",691,"1,486","1,430"
2021,1,20,"37,102","6,577","7,269","2,853","3,890","2,296","5,028","2,486","1,432","2,722","2,549"
2021,1,30,"35,474","5,485","8,400","2,473","3,584","1,995","4,787","2,468","1,423","2,585","2,274"
2021,1,40,"32,844","2,738","6,261","2,610","3,265","2,098","4,978","3,486","1,549","2,962","2,897"
2021,1,50,"40,225","2,983","6,206","3,804","4,764","3,262","5,944","3,810","1,998","3,910","3,544"
2021,1,60,"33,317","2,370","4,891","3,047","3,913","2,486","4,876","3,279","1,944","3,422","3,089"
2021,1,70,"18,097","1,183","2,570","1,556","1,951","1,317","2,787","1,836","1,068","1,836","1,993"
2021,1,80,"6,520",375,925,492,726,415,995,717,376,645,854
2021,1,90,885,55,107,69,112,49,172,108,42,80,91
2021,1,100,180,9,16,16,23,16,23,40,4,16,17
2021,2,총,"231,290","23,185","42,176","18,965","24,564","15,550","33,549","21,851","11,083","20,731","19,636"
2021,2,0,"12,265",666,"3,193",871,998,646,"1,794","1,537",543,"1,090",927
2021,2,10,"14,507",706,"2,305","1,193","1,347",971,"2,271","2,112",690,"1,486","1,426"
2021,2,20,"37,032","6,584","7,291","2,838","3,908","2,285","4,975","2,480","1,436","2,719","2,516"
2021,2,30,"35,447","5,511","8,404","2,491","3,581","1,997","4,768","2,438","1,425","2,560","2,272"
2021,2,40,"32,667","2,735","6,234","2,576","3,232","2,090","4,913","3,487","1,551","2,953","2,896"
2021,2,50,"40,121","2,977","6,218","3,799","4,756","3,255","5,914","3,787","1,994","3,904","3,517"
2021,2,60,"33,515","2,387","4,903","3,056","3,936","2,497","4,916","3,313","1,953","3,437","3,117"
2021,2,70,"18,086","1,177","2,572","1,553","1,935","1,320","2,794","1,834","1,071","1,834","1,996"
2021,2,80,"6,573",378,931,501,734,423,"1,007",719,374,647,859
2021,2,90,898,55,109,71,114,51,174,104,41,85,94
2021,2,100,179,9,16,16,23,15,23,40,5,16,16
2021,3,총,"229,844","23,210","42,081","18,856","24,445","15,405","33,246","21,550","10,950","20,604","19,497"
2021,3,0,"12,163",660,"3,161",860,983,638,"1,790","1,535",539,"1,072",925
2021,3,10,"14,487",714,"2,317","1,184","1,340",973,"2,257","2,113",682,"1,490","1,417"
2021,3,20,"37,102","6,656","7,351","2,828","3,948","2,261","4,935","2,448","1,421","2,729","2,525"
2021,3,30,"35,355","5,536","8,392","2,481","3,580","2,002","4,744","2,412","1,407","2,537","2,264"
2021,3,40,"32,310","2,709","6,211","2,554","3,199","2,045","4,840","3,470","1,508","2,919","2,855"
2021,3,50,"39,782","2,959","6,178","3,766","4,708","3,218","5,894","3,716","1,983","3,875","3,485"
2021,3,60,"33,446","2,383","4,889","3,067","3,948","2,495","4,883","3,289","1,946","3,442","3,104"
2021,3,70,"17,820","1,162","2,554","1,547","1,902","1,310","2,739","1,769","1,051","1,815","1,971"
2021,3,80,"6,499",376,914,499,729,415,"1,004",700,372,646,844
2021,3,90,836,52,105,68,104,46,156,95,40,77,93
2021,3,100,44,3,9,2,4,2,4,3,1,2,14
2021,4,총,"229,639","23,290","42,077","18,847","24,420","15,404","33,200","21,517","10,916","20,536","19,432"
2021,4,0,"12,043",663,"3,144",838,970,637,"1,770","1,517",530,"1,057",917
2021,4,10,"14,431",709,"2,313","1,175","1,337",967,"2,255","2,106",684,"1,475","1,410"
2021,4,20,"37,090","6,679","7,349","2,843","3,958","2,259","4,918","2,436","1,410","2,706","2,532"
2021,4,30,"35,335","5,564","8,384","2,481","3,569","2,005","4,740","2,408","1,401","2,548","2,235"
2021,4,40,"32,222","2,726","6,213","2,534","3,190","2,034","4,825","3,466","1,514","2,890","2,830"
2021,4,50,"39,657","2,946","6,169","3,757","4,692","3,204","5,863","3,703","1,974","3,856","3,493"
2021,4,60,"33,600","2,407","4,919","3,085","3,955","2,511","4,919","3,297","1,938","3,457","3,112"
2021,4,70,"17,815","1,158","2,554","1,549","1,912","1,321","2,736","1,770","1,056","1,815","1,944"
2021,4,80,"6,559",382,916,516,727,419,"1,019",711,370,648,851
2021,4,90,840,53,107,66,106,45,151,99,38,81,94
2021,4,100,47,3,9,3,4,2,4,4,1,3,14
2021,5,총,"229,823","23,320","42,507","18,845","24,390","15,373","33,113","21,461","10,895","20,493","19,426"
2021,5,0,"11,992",666,"3,167",823,959,635,"1,748","1,509",526,"1,050",909
2021,5,10,"14,354",691,"2,312","1,167","1,334",959,"2,242","2,092",680,"1,473","1,404"
2021,5,20,"37,134","6,672","7,454","2,834","3,955","2,247","4,904","2,428","1,403","2,702","2,535"
2021,5,30,"35,476","5,580","8,543","2,489","3,579","2,006","4,732","2,392","1,393","2,529","2,233"
2021,5,40,"32,140","2,742","6,239","2,533","3,178","2,021","4,793","3,454","1,498","2,866","2,816"
2021,5,50,"39,615","2,945","6,228","3,753","4,676","3,172","5,827","3,690","1,977","3,846","3,501"
2021,5,60,"33,744","2,411","4,961","3,105","3,954","2,536","4,945","3,313","1,951","3,467","3,101"
2021,5,70,"17,867","1,169","2,562","1,547","1,910","1,328","2,739","1,769","1,054","1,821","1,968"
2021,5,80,"6,599",388,924,524,729,419,"1,026",711,374,656,848
2021,5,90,855,53,109,67,112,48,152,99,38,80,97
2021,5,100,47,3,8,3,4,2,5,4,1,3,14
2021,6,총,"230,168","23,343","43,059","18,878","24,329","15,384","33,052","21,415","10,875","20,468","19,365"
2021,6,0,"12,028",669,"3,227",830,956,638,"1,727","1,515",521,"1,041",904
2021,6,10,"14,295",674,"2,313","1,157","1,327",957,"2,240","2,076",678,"1,478","1,395"
2021,6,20,"37,184","6,706","7,549","2,847","3,928","2,252","4,889","2,412","1,394","2,676","2,531"
2021,6,30,"35,651","5,594","8,731","2,503","3,570","2,006","4,728","2,380","1,397","2,532","2,210"
2021,6,40,"32,099","2,723","6,310","2,544","3,149","2,010","4,771","3,449","1,484","2,859","2,800"
2021,6,50,"39,505","2,933","6,279","3,742","4,644","3,168","5,794","3,672","1,964","3,821","3,488"
2021,6,60,"33,986","2,425","5,029","3,117","3,988","2,551","4,987","3,324","1,964","3,489","3,112"
2021,6,70,"17,877","1,168","2,576","1,543","1,922","1,335","2,728","1,769","1,052","1,826","1,958"
2021,6,80,"6,635",395,932,522,727,419,"1,030",711,382,662,855
2021,6,90,862,53,105,70,114,46,153,103,38,81,99
2021,6,100,46,3,8,3,4,2,5,4,1,3,13
2021,7,총,"230,665","23,377","43,755","18,890","24,252","15,376","32,967","21,377","10,863","20,456","19,352"
2021,7,0,"12,016",677,"3,257",826,952,630,"1,719","1,499",522,"1,035",899
2021,7,10,"14,235",670,"2,339","1,154","1,315",945,"2,221","2,071",677,"1,464","1,379"
2021,7,20,"37,200","6,658","7,701","2,838","3,913","2,262","4,848","2,393","1,400","2,670","2,517"
2021,7,30,"35,930","5,656","8,938","2,514","3,558","2,003","4,735","2,384","1,392","2,530","2,220"
2021,7,40,"32,045","2,739","6,387","2,555","3,124","1,996","4,734","3,415","1,466","2,848","2,781"
2021,7,50,"39,507","2,907","6,372","3,720","4,618","3,163","5,788","3,669","1,969","3,804","3,497"
2021,7,60,"34,222","2,444","5,120","3,128","4,007","2,572","4,988","3,343","1,964","3,522","3,134"
2021,7,70,"17,906","1,170","2,595","1,554","1,917","1,332","2,741","1,779","1,050","1,822","1,946"
2021,7,80,"6,692",401,931,527,736,421,"1,035",717,384,677,863
2021,7,90,867,52,107,71,109,50,153,103,38,81,103
2021,7,100,45,3,8,3,3,2,5,4,1,3,13
2021,8,총,"230,759","23,407","44,027","18,879","24,221","15,334","32,921","21,401","10,857","20,395","19,317"
2021,8,0,"11,954",668,"3,259",824,948,618,"1,707","1,490",523,"1,018",899
2021,8,10,"14,187",677,"2,337","1,142","1,299",943,"2,203","2,082",681,"1,449","1,374"
2021,8,20,"37,213","6,666","7,783","2,834","3,908","2,257","4,836","2,380","1,384","2,662","2,503"
2021,8,30,"36,049","5,681","9,044","2,540","3,575","1,986","4,720","2,382","1,391","2,529","2,201"
2021,8,40,"31,996","2,744","6,431","2,542","3,110","1,989","4,720","3,412","1,466","2,813","2,769"
2021,8,50,"39,413","2,890","6,392","3,698","4,585","3,140","5,770","3,680","1,963","3,810","3,485"
2021,8,60,"34,357","2,455","5,129","3,137","4,032","2,584","5,014","3,362","1,968","3,522","3,154"
2021,8,70,"17,924","1,167","2,598","1,555","1,912","1,341","2,744","1,782","1,054","1,823","1,948"
2021,8,80,"6,751",402,941,533,739,423,"1,049",724,388,684,868
2021,8,90,869,54,105,70,110,51,153,103,38,82,103
2021,8,100,46,3,8,4,3,2,5,4,1,3,13
2021,9,총,"230,644","23,431","44,275","18,809","24,195","15,267","32,855","21,328","10,851","20,348","19,285"
2021,9,0,"11,869",657,"3,258",813,951,613,"1,689","1,458",518,"1,019",893
2021,9,10,"14,115",666,"2,337","1,142","1,296",926,"2,182","2,067",684,"1,440","1,375"
2021,9,20,"37,183","6,686","7,845","2,810","3,903","2,234","4,824","2,377","1,374","2,645","2,485"
2021,9,30,"36,090","5,698","9,105","2,529","3,585","1,985","4,709","2,363","1,377","2,535","2,204"
2021,9,40,"31,940","2,756","6,474","2,518","3,076","1,985","4,679","3,396","1,472","2,813","2,771"
2021,9,50,"39,312","2,868","6,421","3,687","4,568","3,135","5,781","3,661","1,963","3,783","3,445"
2021,9,60,"34,440","2,458","5,143","3,151","4,038","2,569","5,024","3,389","1,979","3,516","3,173"
2021,9,70,"17,932","1,175","2,611","1,547","1,919","1,333","2,738","1,782","1,050","1,829","1,948"
2021,9,80,"6,851",410,969,536,742,432,"1,072",734,395,685,876
2021,9,90,865,54,104,72,114,52,152,97,38,80,102
2021,9,100,47,3,8,4,3,3,5,4,1,3,13
2021,10,총,"230,740","23,541","44,527","18,768","24,190","15,220","32,842","21,291","10,799","20,296","19,266"
2021,10,0,"11,814",654,"3,256",815,937,608,"1,685","1,457",504,"1,013",885
2021,10,10,"14,036",664,"2,334","1,129","1,279",918,"2,175","2,069",679,"1,423","1,366"
2021,10,20,"37,158","6,742","7,884","2,804","3,904","2,201","4,781","2,364","1,368","2,625","2,485"
2021,10,30,"36,302","5,727","9,275","2,510","3,594","2,021","4,717","2,371","1,354","2,538","2,195"
2021,10,40,"31,827","2,766","6,494","2,510","3,065","1,953","4,693","3,366","1,461","2,784","2,735"
2021,10,50,"39,310","2,891","6,430","3,680","4,567","3,124","5,761","3,666","1,955","3,778","3,458"
2021,10,60,"34,523","2,462","5,157","3,151","4,047","2,568","5,046","3,376","1,989","3,540","3,187"
2021,10,70,"17,956","1,164","2,609","1,546","1,932","1,338","2,751","1,779","1,051","1,828","1,958"
2021,10,80,"6,886",412,974,543,746,431,"1,072",743,400,683,882
2021,10,90,881,56,106,76,116,55,156,96,37,81,102
2021,10,100,47,3,8,4,3,3,5,4,1,3,13
2021,11,총,"230,839","23,589","44,742","18,766","24,164","15,159","32,849","21,268","10,818","20,274","19,210"
2021,11,0,"11,749",646,"3,277",820,920,600,"1,664","1,448",497,995,882
2021,11,10,"13,989",658,"2,325","1,123","1,268",915,"2,179","2,069",675,"1,420","1,357"
2021,11,20,"37,157","6,755","7,949","2,790","3,914","2,195","4,762","2,348","1,370","2,603","2,471"
2021,11,30,"36,463","5,777","9,382","2,527","3,592","1,989","4,741","2,366","1,364","2,529","2,196"
2021,11,40,"31,756","2,775","6,500","2,497","3,048","1,946","4,695","3,356","1,451","2,778","2,710"
2021,11,50,"39,326","2,887","6,430","3,685","4,571","3,107","5,746","3,683","1,971","3,796","3,450"
2021,11,60,"34,577","2,454","5,192","3,160","4,048","2,574","5,061","3,372","1,995","3,551","3,170"
2021,11,70,"17,968","1,164","2,594","1,543","1,934","1,339","2,769","1,777","1,054","1,824","1,970"
2021,11,80,"6,925",416,976,540,748,439,"1,074",746,406,694,886
2021,11,90,885,54,111,77,118,52,154,99,35,80,105
2021,11,100,44,3,6,4,3,3,4,4,0,4,13
2021,12,총,"230,811","23,669","44,873","18,706","24,152","15,142","32,826","21,228","10,800","20,249","19,166"
2021,12,0,"11,676",644,"3,269",816,919,599,"1,653","1,438",493,979,866
2021,12,10,"13,955",657,"2,326","1,118","1,261",916,"2,164","2,068",673,"1,417","1,355"
2021,12,20,"37,202","6,811","8,027","2,767","3,898","2,192","4,741","2,336","1,368","2,593","2,469"
2021,12,30,"36,570","5,800","9,430","2,535","3,617","2,001","4,754","2,368","1,357","2,525","2,183"
2021,12,40,"31,638","2,770","6,518","2,491","3,023","1,912","4,700","3,335","1,445","2,767","2,677"
2021,12,50,"39,348","2,890","6,411","3,671","4,576","3,108","5,763","3,691","1,966","3,803","3,469"
2021,12,60,"34,564","2,460","5,205","3,146","4,056","2,587","5,037","3,354","1,998","3,547","3,174"
2021,12,70,"17,974","1,171","2,595","1,535","1,937","1,331","2,773","1,779","1,052","1,832","1,969"
2021,12,80,"6,976",411,978,543,748,441,"1,087",755,414,704,895
2021,12,90,878,54,110,80,114,52,150,100,34,78,106
2021,12,100,30,1,4,4,3,3,4,4,0,4,3
