년도,월,나이,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2020,5,총,"105,604","7,992","1,741",861,"2,100","2,295","1,838","2,330","3,307","7,558","2,422","1,734","12,793","3,936","5,224","6,545","2,389","4,361","8,350","9,162","14,269","4,397"
2020,5,0,"7,131",324,71,23,112,57,65,105,194,750,91,54,974,196,241,318,128,388,774,481,"1,394",391
2020,5,10,"10,290",539,101,21,153,112,100,124,265,787,144,101,"1,647",342,415,683,225,496,833,903,"1,902",397
2020,5,20,"13,705",828,193,58,218,266,156,256,274,923,310,172,"1,901",494,703,906,349,560,"1,411","1,141","1,841",745
2020,5,30,"11,492",644,113,54,169,194,146,209,319,"1,084",256,167,"1,338",428,520,706,286,556,"1,125",935,"1,708",535
2020,5,40,"16,618","1,120",232,77,275,303,198,324,534,"1,278",329,255,"2,138",539,766,999,351,720,"1,373","1,437","2,638",732
2020,5,50,"18,358","1,545",356,186,391,448,403,443,567,"1,175",425,331,"2,238",739,993,"1,206",468,674,"1,205","1,626","2,255",684
2020,5,60,"15,569","1,580",359,235,431,470,422,486,627,893,444,309,"1,432",665,857,"1,049",344,611,"1,000","1,333","1,523",499
2020,5,70,"8,676",967,213,145,241,287,243,255,370,471,291,246,758,381,518,502,155,242,446,913,721,311
2020,5,80,"3,414",394,95,58,96,132,96,118,139,180,111,96,343,139,194,166,75,101,170,358,262,91
2020,5,90,324,47,7,4,12,22,9,9,15,16,20,3,24,11,17,10,8,13,13,31,21,12
2020,5,100,27,4,1,0,2,4,0,1,3,1,1,0,0,2,0,0,0,0,0,4,4,0
2020,6,총,"105,593","7,974","1,739",860,"2,102","2,285","1,831","2,332","3,308","7,562","2,414","1,722","12,744","3,932","5,198","6,479","2,371","4,671","8,311","9,134","14,213","4,411"
2020,6,0,"7,122",319,68,23,111,58,63,103,195,747,90,54,963,195,242,320,129,414,764,480,"1,390",394
2020,6,10,"10,225",539,104,21,153,106,101,125,265,785,142,100,"1,621",339,404,658,222,535,822,899,"1,890",394
2020,6,20,"13,688",835,193,59,219,267,155,250,276,922,309,165,"1,901",499,706,904,339,601,"1,394","1,123","1,825",746
2020,6,30,"11,510",637,112,55,167,194,144,211,319,"1,094",257,166,"1,328",424,515,696,291,606,"1,124",928,"1,710",532
2020,6,40,"16,595","1,118",232,78,277,299,195,326,533,"1,265",329,253,"2,138",539,766,972,346,779,"1,374","1,425","2,606",745
2020,6,50,"18,309","1,520",354,181,390,447,398,441,563,"1,182",424,329,"2,228",734,982,"1,205",459,724,"1,195","1,617","2,254",682
2020,6,60,"15,675","1,598",362,237,435,471,430,492,628,898,438,306,"1,439",669,855,"1,045",347,641,"1,006","1,344","1,532",502
2020,6,70,"8,687",960,209,145,239,289,242,256,373,472,293,251,759,380,519,502,155,253,447,917,716,310
2020,6,80,"3,431",397,96,57,97,129,94,119,138,181,110,95,343,140,191,167,75,105,172,365,265,95
2020,6,90,323,47,8,4,12,20,9,8,15,15,21,3,24,11,18,10,8,13,13,32,21,11
2020,6,100,28,4,1,0,2,5,0,1,3,1,1,0,0,2,0,0,0,0,0,4,4,0
2020,7,총,"105,699","7,981","1,744",858,"2,100","2,284","1,845","2,336","3,317","7,546","2,413","1,715","12,714","3,933","5,175","6,465","2,375","4,777","8,288","9,140","14,241","4,452"
2020,7,0,"7,096",316,67,24,113,58,63,102,195,732,90,54,958,193,238,312,131,433,759,484,"1,377",397
2020,7,10,"10,198",541,105,20,151,107,100,127,269,787,142,94,"1,607",345,398,657,217,544,806,886,"1,895",400
2020,7,20,"13,701",835,191,57,217,264,164,247,271,909,305,169,"1,897",492,701,902,338,615,"1,399","1,136","1,848",744
2020,7,30,"11,471",634,112,54,166,190,145,212,317,"1,095",257,162,"1,327",417,513,689,294,625,"1,103",923,"1,692",544
2020,7,40,"16,604","1,118",231,78,278,302,189,325,533,"1,268",330,249,"2,121",546,765,977,345,791,"1,383","1,410","2,615",750
2020,7,50,"18,368","1,526",358,180,389,444,407,441,567,"1,186",428,331,"2,226",732,982,"1,198",460,743,"1,196","1,622","2,263",689
2020,7,60,"15,766","1,597",366,240,438,477,431,497,634,899,439,308,"1,444",672,851,"1,050",346,657,"1,012","1,358","1,542",508
2020,7,70,"8,692",967,209,144,237,291,244,255,372,472,290,249,760,380,518,502,159,250,445,921,714,313
2020,7,80,"3,450",396,95,57,96,127,94,121,141,181,110,96,349,143,191,169,76,106,172,364,270,96
2020,7,90,326,47,9,4,13,19,8,8,15,16,21,3,25,11,18,9,9,13,13,32,22,11
2020,7,100,27,4,1,0,2,5,0,1,3,1,1,0,0,2,0,0,0,0,0,4,3,0
2020,8,총,"105,651","7,951","1,735",856,"2,115","2,280","1,844","2,336","3,332","7,541","2,408","1,707","12,708","3,938","5,171","6,462","2,368","4,824","8,280","9,126","14,194","4,475"
2020,8,0,"7,068",308,66,24,114,58,63,102,199,734,87,55,957,188,231,312,128,438,759,482,"1,365",398
2020,8,10,"10,139",533,102,19,152,104,100,126,267,780,141,92,"1,592",344,397,657,218,546,800,881,"1,892",396
2020,8,20,"13,719",840,193,55,219,258,164,245,271,909,305,171,"1,905",492,696,892,339,624,"1,402","1,139","1,841",759
2020,8,30,"11,445",634,111,55,164,195,142,216,322,"1,076",255,159,"1,320",420,510,694,293,640,"1,095",911,"1,689",544
2020,8,40,"16,517","1,095",225,78,285,293,189,319,530,"1,266",328,243,"2,126",547,772,970,340,795,"1,380","1,405","2,588",743
2020,8,50,"18,449","1,529",356,180,396,450,409,446,573,"1,193",434,333,"2,236",732,985,"1,209",459,749,"1,199","1,624","2,259",698
2020,8,60,"15,788","1,596",366,241,438,477,431,494,637,908,436,300,"1,442",680,853,"1,048",346,663,"1,011","1,359","1,546",516
2020,8,70,"8,702",967,210,142,236,292,245,258,374,473,290,250,754,379,521,502,160,250,448,921,716,314
2020,8,80,"3,464",397,95,58,95,129,93,121,142,184,110,101,350,143,187,169,76,106,172,368,272,96
2020,8,90,333,48,10,4,14,19,8,8,14,17,21,3,26,11,19,9,9,13,14,32,23,11
2020,8,100,27,4,1,0,2,5,0,1,3,1,1,0,0,2,0,0,0,0,0,4,3,0
2020,9,총,"105,704","7,940","1,746",862,"2,123","2,271","1,839","2,332","3,324","7,567","2,402","1,728","12,740","3,937","5,172","6,435","2,380","4,847","8,283","9,079","14,205","4,492"
2020,9,0,"7,040",313,70,24,111,56,64,97,196,728,86,55,953,186,231,306,129,444,749,480,"1,366",396
2020,9,10,"10,119",533,105,17,159,104,97,123,270,791,144,97,"1,580",343,397,654,217,546,795,864,"1,888",395
2020,9,20,"13,712",827,191,55,221,259,163,243,269,907,307,176,"1,923",492,684,889,338,620,"1,401","1,132","1,849",766
2020,9,30,"11,418",634,107,58,160,190,142,220,319,"1,068",254,163,"1,327",425,497,687,296,650,"1,093",899,"1,684",545
2020,9,40,"16,497","1,094",225,76,282,290,188,317,523,"1,277",328,243,"2,107",539,794,961,345,792,"1,396","1,391","2,579",750
2020,9,50,"18,474","1,520",362,181,398,442,404,449,577,"1,208",428,334,"2,260",735,977,"1,204",456,751,"1,202","1,624","2,259",703
2020,9,60,"15,861","1,605",367,245,443,482,434,490,633,910,428,305,"1,456",682,861,"1,051",352,670,"1,011","1,364","1,558",514
2020,9,70,"8,723",961,214,141,239,294,242,263,377,476,294,250,751,378,525,505,162,251,453,915,719,313
2020,9,80,"3,500",402,94,61,94,129,96,121,143,184,111,103,358,144,186,170,77,110,169,375,275,98
2020,9,90,333,47,10,4,14,20,9,8,14,17,21,2,25,11,20,8,8,13,14,31,25,12
2020,9,100,27,4,1,0,2,5,0,1,3,1,1,0,0,2,0,0,0,0,0,4,3,0
2020,10,총,"105,664","7,927","1,743",862,"2,133","2,274","1,835","2,338","3,299","7,551","2,394","1,712","12,741","3,930","5,179","6,437","2,376","4,838","8,305","9,053","14,211","4,526"
2020,10,0,"6,988",314,68,24,113,55,64,101,191,721,84,49,945,186,232,303,126,442,746,470,"1,359",395
2020,10,10,"10,080",523,108,16,159,103,96,116,266,792,146,94,"1,571",345,402,660,218,542,798,857,"1,873",395
2020,10,20,"13,725",831,187,56,223,263,163,252,265,906,306,176,"1,926",484,677,884,338,612,"1,388","1,139","1,866",783
2020,10,30,"11,381",637,111,58,161,191,137,220,312,"1,064",243,164,"1,328",426,499,689,293,639,"1,097",883,"1,678",551
2020,10,40,"16,471","1,088",224,76,281,285,190,319,518,"1,273",330,233,"2,111",535,786,957,345,798,"1,413","1,386","2,568",755
2020,10,50,"18,432","1,512",355,179,393,443,393,445,572,"1,209",426,330,"2,256",741,977,"1,202",450,757,"1,211","1,621","2,255",705
2020,10,60,"15,974","1,609",371,247,450,484,444,494,640,906,437,311,"1,464",680,866,"1,056",361,671,"1,015","1,371","1,583",514
2020,10,70,"8,724",962,213,142,239,293,246,262,374,477,287,247,757,375,531,505,161,249,455,912,720,317
2020,10,80,"3,532",401,95,60,97,132,94,121,145,185,113,106,361,146,189,172,75,115,169,378,279,99
2020,10,90,330,46,10,4,15,20,8,7,13,17,21,2,22,10,20,9,9,13,13,32,27,12
2020,10,100,27,4,1,0,2,5,0,1,3,1,1,0,0,2,0,0,0,0,0,4,3,0
2020,11,총,"105,726","7,887","1,750",852,"2,131","2,268","1,831","2,366","3,312","7,527","2,385","1,732","12,806","3,934","5,187","6,430","2,378","4,856","8,296","9,066","14,211","4,521"
2020,11,0,"6,976",312,71,23,113,56,64,106,195,706,83,52,949,188,236,306,126,442,743,464,"1,344",397
2020,11,10,"10,019",508,109,14,155,97,97,121,261,797,142,95,"1,571",342,400,655,214,548,789,853,"1,864",387
2020,11,20,"13,777",838,187,56,222,266,164,252,282,894,307,184,"1,937",488,675,875,333,612,"1,389","1,150","1,884",782
2020,11,30,"11,390",628,115,56,164,189,130,226,314,"1,050",249,165,"1,331",434,509,693,298,638,"1,080",891,"1,676",554
2020,11,40,"16,467","1,081",222,72,281,284,186,325,508,"1,272",325,238,"2,137",528,781,958,344,804,"1,419","1,379","2,576",747
2020,11,50,"18,410","1,498",356,178,387,436,393,445,578,"1,211",425,324,"2,258",735,980,"1,205",454,763,"1,211","1,621","2,245",707
2020,11,60,"16,065","1,612",373,245,457,488,449,497,643,915,436,313,"1,478",685,868,"1,048",364,670,"1,020","1,385","1,597",522
2020,11,70,"8,722",960,213,144,237,295,246,263,374,477,286,249,766,374,522,511,161,250,458,908,715,313
2020,11,80,"3,542",398,93,59,98,132,93,123,140,187,109,110,360,148,196,170,75,115,174,379,282,101
2020,11,90,330,48,10,5,15,20,9,7,14,17,22,2,19,10,19,9,9,14,13,32,25,11
2020,11,100,28,4,1,0,2,5,0,1,3,1,1,0,0,2,1,0,0,0,0,4,3,0
2020,12,총,"105,794","7,941","1,752",850,"2,113","2,279","1,824","2,361","3,293","7,529","2,379","1,740","12,808","3,936","5,186","6,437","2,378","4,885","8,294","9,063","14,190","4,556"
2020,12,0,"6,966",317,72,21,112,61,63,102,190,708,81,51,950,190,230,305,126,441,739,466,"1,344",397
2020,12,10,"9,958",515,108,14,145,96,96,123,253,789,138,100,"1,562",337,398,645,212,557,784,843,"1,852",391
2020,12,20,"13,805",829,179,52,211,271,164,258,282,894,312,187,"1,945",501,682,885,335,612,"1,383","1,142","1,879",802
2020,12,30,"11,408",646,121,57,171,191,129,218,300,"1,043",249,162,"1,323",429,519,696,301,646,"1,085",891,"1,671",560
2020,12,40,"16,473","1,084",222,72,278,292,185,323,512,"1,282",330,238,"2,130",522,770,959,340,807,"1,418","1,381","2,579",749
2020,12,50,"18,387","1,508",355,178,384,429,388,438,576,"1,212",421,324,"2,265",735,978,"1,206",456,763,"1,212","1,622","2,232",705
2020,12,60,"16,137","1,618",378,249,462,491,451,506,647,920,434,311,"1,485",684,876,"1,040",363,678,"1,019","1,392","1,604",529
2020,12,70,"8,727",965,215,143,231,291,247,262,372,480,281,251,764,375,520,515,162,255,462,909,714,313
2020,12,80,"3,573",408,90,59,102,133,92,123,143,182,110,114,363,150,194,176,74,113,179,381,286,101
2020,12,90,331,47,11,5,14,19,9,7,15,18,22,2,21,11,18,10,9,13,13,32,26,9
2020,12,100,29,4,1,0,3,5,0,1,3,1,1,0,0,2,1,0,0,0,0,4,3,0
2021,1,총,"105,799","7,992","1,747",852,"2,102","2,269","1,822","2,384","3,267","7,505","2,385","1,743","12,839","3,926","5,190","6,436","2,369","4,889","8,267","9,062","14,194","4,559"
2021,1,0,"6,929",326,72,21,111,62,61,108,186,691,78,51,945,190,233,303,124,438,730,461,"1,343",395
2021,1,10,"9,926",521,106,16,138,96,99,126,245,797,138,98,"1,566",332,398,632,210,556,787,846,"1,838",381
2021,1,20,"13,736",828,179,52,209,271,162,260,276,894,314,186,"1,943",496,667,883,338,607,"1,349","1,137","1,880",805
2021,1,30,"11,384",647,118,59,167,187,130,220,304,"1,019",250,165,"1,326",434,511,706,295,649,"1,082",884,"1,668",563
2021,1,40,"16,472","1,088",220,70,274,292,184,326,500,"1,287",339,238,"2,133",523,782,953,341,804,"1,418","1,390","2,556",754
2021,1,50,"18,395","1,513",350,174,379,427,388,442,575,"1,211",414,319,"2,273",729,984,"1,216",452,763,"1,209","1,618","2,252",707
2021,1,60,"16,219","1,628",378,251,471,487,449,508,643,923,435,312,"1,496",682,882,"1,041",364,688,"1,028","1,394","1,630",529
2021,1,70,"8,761",976,221,143,231,289,251,261,373,481,285,257,769,375,517,516,162,255,467,909,706,317
2021,1,80,"3,612",412,91,61,106,134,89,125,147,182,110,114,367,152,199,174,74,116,183,387,291,98
2021,1,90,335,49,11,5,13,19,9,7,15,19,21,3,21,11,16,11,9,13,14,32,27,10
2021,1,100,30,4,1,0,3,5,0,1,3,1,1,0,0,2,1,1,0,0,0,4,3,0
2021,2,총,"105,704","7,992","1,743",852,"2,114","2,272","1,813","2,373","3,264","7,513","2,381","1,751","12,842","3,918","5,151","6,455","2,359","4,905","8,234","9,031","14,175","4,566"
2021,2,0,"6,904",324,72,21,116,62,63,104,184,682,79,53,949,191,229,305,124,442,716,461,"1,334",393
2021,2,10,"9,892",522,102,16,140,98,94,125,243,800,140,96,"1,561",328,390,626,211,556,788,839,"1,838",379
2021,2,20,"13,691",820,178,53,205,271,159,258,273,886,304,183,"1,947",492,657,900,335,606,"1,346","1,142","1,855",821
2021,2,30,"11,285",640,115,57,161,187,132,216,299,"1,017",246,166,"1,314",426,500,709,297,657,"1,066",875,"1,658",547
2021,2,40,"16,458","1,089",220,70,285,291,185,324,509,"1,286",343,240,"2,131",528,768,949,331,806,"1,410","1,379","2,555",759
2021,2,50,"18,385","1,513",344,174,380,421,378,441,571,"1,223",412,321,"2,285",728,980,"1,210",451,764,"1,207","1,613","2,260",709
2021,2,60,"16,314","1,639",387,252,473,494,452,509,648,933,442,312,"1,495",684,893,"1,053",368,690,"1,028","1,389","1,641",532
2021,2,70,"8,775",978,222,144,229,292,254,261,374,482,283,260,764,374,512,516,157,256,477,909,712,319
2021,2,80,"3,637",413,91,60,108,132,87,126,145,184,109,117,375,154,206,175,76,116,183,389,293,98
2021,2,90,332,49,11,5,14,19,9,8,14,19,22,3,21,11,15,11,9,12,13,31,27,9
2021,2,100,31,5,1,0,3,5,0,1,4,1,1,0,0,2,1,1,0,0,0,4,2,0
2021,3,총,"105,564","8,015","1,741",853,"2,117","2,255","1,818","2,375","3,274","7,521","2,379","1,738","12,811","3,912","5,125","6,418","2,354","4,894","8,237","9,031","14,121","4,575"
2021,3,0,"6,886",337,73,22,118,60,63,105,179,685,78,52,935,190,230,294,123,445,716,466,"1,320",395
2021,3,10,"9,823",509,101,15,143,96,87,129,242,792,142,87,"1,557",324,389,619,210,549,790,839,"1,828",375
2021,3,20,"13,651",829,180,52,202,273,164,255,276,884,300,189,"1,931",489,651,896,334,596,"1,328","1,149","1,855",818
2021,3,30,"11,268",642,112,57,159,188,133,218,305,"1,009",257,164,"1,323",433,492,697,293,655,"1,068",879,"1,635",549
2021,3,40,"16,368","1,083",218,67,282,286,185,314,511,"1,288",340,242,"2,124",528,757,949,338,801,"1,401","1,362","2,534",758
2021,3,50,"18,369","1,518",345,175,379,422,374,445,569,"1,234",411,317,"2,264",722,986,"1,196",443,772,"1,214","1,608","2,260",715
2021,3,60,"16,419","1,653",384,257,479,495,456,514,660,939,435,310,"1,512",682,890,"1,060",369,693,"1,042","1,402","1,651",536
2021,3,70,"8,785",974,222,143,228,292,257,259,375,484,285,257,769,379,511,516,160,254,480,904,715,321
2021,3,80,"3,649",416,94,59,110,127,90,128,142,186,109,117,375,152,205,178,76,118,184,390,294,99
2021,3,90,324,49,11,6,14,15,9,8,12,19,20,3,21,11,13,12,8,11,14,31,28,9
2021,3,100,22,5,1,0,3,1,0,0,3,1,2,0,0,2,1,1,0,0,0,1,1,0
2021,4,총,"105,527","8,012","1,743",849,"2,128","2,271","1,823","2,360","3,250","7,524","2,350","1,735","12,814","3,909","5,122","6,393","2,359","4,906","8,223","9,028","14,123","4,605"
2021,4,0,"6,835",333,73,22,117,59,63,100,179,693,75,53,924,185,231,285,125,446,715,461,"1,301",395
2021,4,10,"9,786",518,101,15,147,99,87,130,239,784,139,88,"1,543",320,387,610,210,542,785,836,"1,835",371
2021,4,20,"13,646",834,178,51,201,276,164,251,277,884,283,187,"1,920",488,654,887,329,606,"1,330","1,157","1,858",831
2021,4,30,"11,245",640,113,57,161,185,136,213,303,"1,006",258,161,"1,328",436,488,697,296,660,"1,053",870,"1,629",555
2021,4,40,"16,361","1,087",216,67,283,291,188,312,503,"1,289",336,237,"2,127",522,759,952,346,798,"1,390","1,353","2,532",773
2021,4,50,"18,387","1,516",347,173,377,426,372,443,554,"1,238",407,323,"2,273",725,978,"1,197",441,776,"1,229","1,613","2,266",713
2021,4,60,"16,475","1,660",387,257,487,501,456,519,664,943,436,306,"1,521",686,893,"1,063",369,685,"1,043","1,408","1,654",537
2021,4,70,"8,794",967,221,140,231,292,258,255,374,481,284,261,779,381,509,514,157,262,479,907,718,324
2021,4,80,"3,654",410,95,61,108,125,90,128,143,184,110,116,378,153,209,175,79,120,184,390,301,95
2021,4,90,324,45,11,5,13,16,9,9,11,21,20,3,21,11,13,12,7,11,15,32,28,11
2021,4,100,20,2,1,1,3,1,0,0,3,1,2,0,0,2,1,1,0,0,0,1,1,0
2021,5,총,"105,487","8,026","1,741",844,"2,129","2,265","1,812","2,358","3,244","7,521","2,331","1,738","12,803","3,889","5,126","6,391","2,356","4,901","8,224","9,022","14,153","4,613"
2021,5,0,"6,814",330,73,22,120,58,64,100,178,694,76,48,906,185,232,284,128,444,715,457,"1,302",398
2021,5,10,"9,762",518,101,14,143,101,85,134,236,784,136,89,"1,549",319,385,602,207,540,783,839,"1,821",376
2021,5,20,"13,615",831,176,52,201,275,172,245,269,873,281,189,"1,918",482,655,884,329,603,"1,332","1,156","1,866",826
2021,5,30,"11,258",640,110,58,163,182,131,215,302,"1,025",257,163,"1,329",438,489,703,297,654,"1,055",861,"1,636",550
2021,5,40,"16,313","1,086",214,66,282,284,184,312,505,"1,282",326,235,"2,114",521,763,945,347,803,"1,380","1,353","2,535",776
2021,5,50,"18,396","1,519",347,173,376,426,365,443,551,"1,245",408,321,"2,279",713,976,"1,200",438,774,"1,230","1,610","2,279",723
2021,5,60,"16,555","1,676",394,256,490,506,455,517,676,936,434,313,"1,528",690,893,"1,069",368,684,"1,052","1,419","1,661",538
2021,5,70,"8,779",961,221,139,231,293,252,255,373,479,281,263,784,379,506,514,157,269,478,900,723,321
2021,5,80,"3,657",418,95,59,107,124,93,128,142,181,110,114,374,152,212,178,79,118,184,395,300,94
2021,5,90,326,45,10,5,14,15,11,9,10,22,21,3,22,10,14,11,6,12,15,31,29,11
2021,5,100,12,2,0,0,2,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1,1,0
2021,6,총,"105,550","8,044","1,743",844,"2,127","2,261","1,803","2,378","3,251","7,539","2,317","1,752","12,809","3,886","5,126","6,400","2,358","4,892","8,250","9,020","14,135","4,615"
2021,6,0,"6,781",331,73,23,116,58,57,102,176,700,70,49,905,188,228,284,129,442,706,464,"1,279",401
2021,6,10,"9,758",517,101,13,143,101,86,133,229,774,140,91,"1,551",317,389,602,205,539,791,831,"1,823",382
2021,6,20,"13,638",831,171,51,194,273,167,246,278,883,280,192,"1,930",479,651,886,331,595,"1,343","1,159","1,881",817
2021,6,30,"11,273",642,112,59,167,181,134,219,299,"1,022",249,162,"1,338",440,487,713,303,651,"1,051",857,"1,634",553
2021,6,40,"16,271","1,088",219,66,279,285,179,319,501,"1,286",333,236,"2,105",524,762,939,341,797,"1,380","1,336","2,521",775
2021,6,50,"18,384","1,529",340,171,375,422,366,442,557,"1,244",400,327,"2,266",705,979,"1,193",439,776,"1,236","1,618","2,277",722
2021,6,60,"16,660","1,676",402,257,500,505,458,525,681,948,435,317,"1,539",694,898,"1,079",369,691,"1,058","1,423","1,665",540
2021,6,70,"8,781",963,221,139,231,294,251,255,373,482,278,262,772,378,506,516,155,269,484,904,728,320
2021,6,80,"3,666",420,95,60,106,125,94,128,144,180,111,113,382,151,210,176,80,120,186,394,298,93
2021,6,90,326,45,9,5,14,16,11,9,11,20,20,3,21,10,15,11,6,12,15,33,28,12
2021,6,100,12,2,0,0,2,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1,1,0
2021,7,총,"105,652","8,035","1,757",843,"2,128","2,253","1,807","2,374","3,250","7,425","2,319","1,754","12,669","3,881","5,125","6,410","2,337","4,882","8,225","8,988","14,051","5,139"
2021,7,0,"6,764",323,73,24,116,57,55,99,170,684,76,50,870,188,219,287,126,439,699,457,"1,265",487
2021,7,10,"9,734",518,101,15,143,101,88,133,230,752,139,89,"1,518",316,384,601,199,535,784,835,"1,797",456
2021,7,20,"13,655",833,175,51,196,272,169,243,283,871,274,190,"1,935",479,656,887,331,589,"1,339","1,149","1,871",862
2021,7,30,"11,277",636,116,58,167,181,134,221,299,"1,016",249,153,"1,318",441,495,712,300,644,"1,044",841,"1,620",632
2021,7,40,"16,240","1,078",219,63,277,282,180,320,503,"1,243",328,242,"2,066",520,761,943,329,805,"1,372","1,333","2,496",880
2021,7,50,"18,434","1,530",340,171,379,422,365,443,554,"1,246",404,330,"2,248",704,972,"1,186",441,769,"1,244","1,611","2,275",800
2021,7,60,"16,761","1,685",407,258,499,508,461,523,682,931,438,324,"1,539",695,902,"1,092",370,696,"1,060","1,427","1,674",590
2021,7,70,"8,772",960,219,138,231,293,249,256,373,484,277,259,772,374,507,515,156,271,483,902,727,326
2021,7,80,"3,671",424,99,60,104,120,95,127,143,178,112,114,380,154,212,175,78,122,182,400,298,94
2021,7,90,332,46,8,5,14,16,11,9,11,20,21,3,23,10,16,11,7,12,18,32,27,12
2021,7,100,12,2,0,0,2,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1,1,0
2021,8,총,"105,698","8,034","1,743",847,"2,127","2,245","1,804","2,392","3,226","7,413","2,313","1,758","12,606","3,875","5,111","6,358","2,321","4,876","8,216","8,972","13,999","5,462"
2021,8,0,"6,746",316,72,24,112,54,51,104,167,678,77,48,853,188,223,274,128,434,695,454,"1,254",540
2021,8,10,"9,723",526,99,14,147,103,91,135,230,738,136,89,"1,501",314,380,600,196,528,779,827,"1,784",506
2021,8,20,"13,655",835,171,54,191,271,170,244,279,888,270,191,"1,920",479,655,879,324,597,"1,330","1,150","1,857",900
2021,8,30,"11,259",641,116,58,166,179,130,224,297,"1,015",247,155,"1,317",444,496,694,294,640,"1,029",832,"1,609",676
2021,8,40,"16,219","1,069",218,61,278,280,179,324,505,"1,229",336,241,"2,055",514,754,932,326,804,"1,371","1,326","2,478",939
