년도,월,나이,성남시,수정구,신흥1동,신흥2동,신흥3동,태평1동,태평2동,태평3동,태평4동,수진1동,수진2동,단대동,산성동,양지동,복정동,위례동,신촌동,고등동,시흥동,중원구,성남동,중앙동,금광1동,금광2동,은행1동,은행2동,상대원1동,상대원2동,상대원3동,하대원동,도촌동,분당구,분당동,수내1동,수내2동,수내3동,정자동,정자1동,정자2동,정자3동,서현1동,서현2동,이매1동,이매2동,야탑1동,야탑2동,야탑3동,판교동,삼평동,백현동,금곡동,구미1동,구미동,운중동
2020,2,총,"942,183","234,417","13,614","9,877","11,135","15,830","16,016","13,809","13,896","12,753","16,532","16,235","13,128","10,181","11,504","45,708","4,750","6,091","3,358","219,619","33,544","14,376","7,179","25,233","11,037","25,197","26,341","14,365","12,968","21,429","27,950","488,147","26,879","18,191","10,837","14,386","20,064","31,229","16,339","15,928","32,582","19,009","26,285","14,121","17,857","17,104","29,776","24,016","24,892","28,157","29,053","18,044","31,870","21,528"
2020,2,0,"71,633","15,802",568,742,436,610,824,702,773,436,889,"1,185",645,694,809,"5,236",564,473,216,"14,075","1,631",932,417,"1,363",736,"1,461","1,774",616,637,"1,512","2,996","41,756","2,132","1,317","1,250","1,140","1,554","2,169",979,"1,414","2,582","1,472","2,382","1,083","1,381","1,326","2,434","3,165","2,902","3,175","1,957","1,386","2,321","2,235"
2020,2,10,"90,600","17,701",770,940,673,862,"1,228",983,"1,323",748,"1,132","1,356","1,135",966,495,"4,032",432,437,189,"17,561","2,069",930,491,"2,118","1,149","2,174","1,925","1,042",989,"1,873","2,801","55,338","3,097","2,306","1,985","2,540","2,002","3,371","1,494","1,854","4,453","2,384","3,247","1,933","1,367","1,814","2,217","3,379","3,067","3,226","2,503","1,841","2,889","2,369"
2020,2,20,"131,752","33,785","2,036","1,255","1,697","2,787","2,430","1,974","1,999","1,757","2,416","2,217","1,732","1,432","2,212","5,720",697,"1,021",403,"31,475","5,731","1,597",989,"3,849","1,767","3,543","3,582","1,893","1,868","3,202","3,454","66,492","3,839","2,406",971,"1,867","3,158","4,728","2,095","2,134","4,582","2,864","3,445","1,884","2,861","2,212","4,271","2,370","3,000","3,850","4,168","2,725","4,550","2,512"
2020,2,30,"138,962","34,926","1,819","1,325","1,524","2,291","2,226","1,812","1,685","1,530","2,252","2,304","1,691","1,199","2,880","7,795",912,"1,149",532,"31,882","5,612","2,007","1,139","3,546","1,403","3,178","4,100","1,732","1,664","2,950","4,551","72,154","3,727","2,583",963,"1,657","3,673","5,248","3,062","2,388","4,317","2,430","3,709","1,427","2,923","2,237","5,556","3,242","3,563","4,123","4,739","2,836","4,664","3,087"
2020,2,40,"160,461","37,257","2,097","1,574","1,751","2,195","2,399","2,108","2,341","1,851","2,442","2,595","2,294","1,731","2,045","7,799",765,809,461,"34,302","4,830","2,292","1,084","3,946","1,775","4,004","4,196","2,166","1,916","3,129","4,964","88,902","4,842","3,780","2,694","3,341","3,325","6,051","2,768","2,924","6,567","3,404","4,787","2,516","2,787","2,849","4,526","5,270","4,745","4,796","4,567","3,080","5,245","4,038"
2020,2,50,"156,216","40,450","2,640","1,745","2,164","2,781","2,918","2,649","2,454","2,537","3,006","2,778","2,267","1,769","1,361","7,331",587,927,536,"39,595","5,765","2,704","1,337","4,451","1,906","4,601","4,778","3,037","2,662","4,133","4,221","76,171","4,250","2,746","1,438","2,078","2,916","4,650","2,443","2,475","4,849","3,356","4,139","2,361","2,763","2,637","4,721","3,322","3,931","4,735","4,610","2,968","5,258","3,525"
2020,2,60,"107,622","31,012","2,071","1,380","1,632","2,350","2,219","2,025","1,749","2,138","2,500","2,066","1,782","1,289","1,048","4,962",500,725,576,"29,341","4,450","2,281",995,"3,439","1,248","3,366","3,551","2,265","1,900","2,881","2,965","47,269","2,756","1,371",740,"1,031","1,995","2,454","1,697","1,319","2,661","1,811","2,504","1,596","2,138","2,180","3,525","1,937","2,205","2,566","3,327","1,703","3,359","2,394"
2020,2,70,"56,630","16,446","1,122",640,919,"1,398","1,221","1,066","1,076","1,222","1,376","1,182","1,145",783,465,"1,915",205,390,321,"14,925","2,396","1,134",480,"1,767",740,"2,023","1,731","1,151",924,"1,209","1,370","25,259","1,407",956,496,472,"1,009","1,636","1,044",819,"1,552",794,"1,353",826,"1,097","1,192","1,660",886,986,"1,138","1,958",934,"2,138",906
2020,2,80,"23,874","5,943",416,228,285,477,460,417,426,441,443,454,368,277,155,791,72,134,99,"5,443",902,391,187,641,268,741,610,386,332,461,524,"12,488",702,632,252,216,362,817,632,505,869,423,604,411,439,552,737,376,415,472,"1,026",481,"1,182",383
2020,2,90,"3,982",900,55,32,44,67,74,58,52,75,62,84,44,37,29,124,16,25,22,843,126,71,30,99,40,88,83,67,66,74,99,"2,239",121,91,46,43,68,99,122,94,145,67,112,79,98,100,122,66,76,74,194,88,255,79
2020,2,100,451,195,20,16,10,12,17,15,18,18,14,14,25,4,5,3,0,1,3,177,32,37,30,14,5,18,11,10,10,5,5,79,6,3,2,1,2,6,3,2,5,4,3,5,3,5,7,3,2,2,4,2,9,0
2020,3,총,"941,688","234,421","13,542","9,897","11,145","15,825","15,954","13,806","13,900","12,769","16,499","16,195","13,063","10,145","11,549","45,778","4,786","6,217","3,351","219,408","33,667","14,351","7,175","25,231","10,956","25,141","26,303","14,323","12,906","21,395","27,960","487,859","26,884","18,194","10,778","14,379","20,046","31,255","16,313","15,864","32,526","18,921","26,285","14,129","17,888","17,091","29,715","24,006","24,924","28,158","29,082","17,966","31,861","21,594"
2020,3,0,"71,391","15,726",562,746,430,594,813,712,770,438,886,"1,174",636,676,807,"5,214",567,489,212,"14,001","1,625",927,418,"1,364",721,"1,462","1,761",601,638,"1,503","2,981","41,664","2,119","1,324","1,231","1,136","1,567","2,156",970,"1,421","2,562","1,474","2,385","1,081","1,380","1,321","2,419","3,172","2,907","3,150","1,957","1,381","2,311","2,240"
2020,3,10,"90,182","17,670",759,934,671,868,"1,220",972,"1,306",744,"1,122","1,351","1,114",958,524,"4,066",430,438,193,"17,459","2,080",926,486,"2,092","1,123","2,152","1,920","1,035",970,"1,873","2,802","55,053","3,099","2,292","1,973","2,524","1,990","3,382","1,481","1,827","4,430","2,359","3,228","1,925","1,354","1,820","2,194","3,375","3,045","3,210","2,487","1,809","2,868","2,381"
2020,3,20,"132,119","33,926","2,011","1,273","1,708","2,782","2,437","1,967","2,035","1,770","2,419","2,198","1,727","1,433","2,256","5,739",713,"1,045",413,"31,521","5,774","1,593",996,"3,870","1,780","3,543","3,585","1,889","1,859","3,182","3,450","66,672","3,848","2,429",974,"1,874","3,159","4,743","2,101","2,123","4,606","2,846","3,462","1,879","2,893","2,189","4,266","2,356","3,022","3,867","4,196","2,729","4,587","2,523"
2020,3,30,"138,735","34,850","1,798","1,299","1,537","2,281","2,211","1,835","1,690","1,543","2,235","2,296","1,676","1,196","2,836","7,801",915,"1,174",527,"31,797","5,631","2,001","1,139","3,542","1,387","3,172","4,096","1,724","1,642","2,932","4,531","72,088","3,719","2,563",966,"1,658","3,668","5,235","3,072","2,391","4,298","2,420","3,724","1,437","2,934","2,222","5,547","3,231","3,566","4,120","4,739","2,833","4,629","3,116"
2020,3,40,"159,670","37,055","2,082","1,584","1,736","2,188","2,376","2,094","2,301","1,840","2,425","2,576","2,279","1,709","2,035","7,781",769,821,459,"34,146","4,832","2,291","1,086","3,924","1,750","3,973","4,158","2,153","1,897","3,134","4,948","88,469","4,829","3,775","2,658","3,315","3,312","6,034","2,743","2,907","6,519","3,370","4,747","2,511","2,772","2,840","4,490","5,260","4,720","4,781","4,572","3,055","5,224","4,035"
2020,3,50,"155,990","40,392","2,630","1,755","2,161","2,787","2,900","2,618","2,447","2,534","2,999","2,762","2,248","1,766","1,379","7,314",594,961,537,"39,456","5,748","2,694","1,307","4,425","1,888","4,576","4,758","3,043","2,662","4,111","4,244","76,142","4,250","2,762","1,450","2,090","2,899","4,668","2,433","2,457","4,872","3,324","4,155","2,367","2,766","2,630","4,692","3,333","3,942","4,740","4,592","2,938","5,258","3,524"
2020,3,60,"108,279","31,213","2,084","1,385","1,640","2,360","2,222","2,047","1,777","2,142","2,502","2,097","1,793","1,301","1,054","5,015",496,725,573,"29,522","4,506","2,265","1,012","3,473","1,252","3,374","3,588","2,260","1,902","2,900","2,990","47,544","2,782","1,364",737,"1,040","1,999","2,464","1,708","1,324","2,659","1,827","2,503","1,603","2,146","2,204","3,569","1,952","2,220","2,596","3,346","1,721","3,378","2,402"
2020,3,70,"56,792","16,494","1,130",641,922,"1,395","1,222","1,069","1,073","1,226","1,385","1,177","1,153",781,465,"1,925",213,400,317,"14,985","2,401","1,156",481,"1,772",740,"2,040","1,735","1,155",921,"1,209","1,375","25,313","1,408",948,491,475,"1,013","1,637","1,035",816,"1,555",805,"1,353",828,"1,097","1,195","1,663",886,"1,009","1,137","1,967",934,"2,147",914
2020,3,80,"24,036","5,982",411,230,286,492,462,415,429,441,449,465,365,280,158,794,73,136,96,"5,484",911,386,188,654,271,742,606,387,336,470,533,"12,570",700,642,250,223,366,829,644,501,871,424,611,412,442,565,742,372,415,483,"1,027",479,"1,190",382
2020,3,90,"4,034",915,55,33,44,66,74,61,54,72,63,85,47,41,30,126,16,27,21,858,127,74,32,101,39,89,85,65,69,76,101,"2,261",124,92,46,43,70,101,123,95,149,67,114,81,101,100,125,66,76,72,196,84,259,77
2020,3,100,460,198,20,17,10,12,17,16,18,19,14,14,25,4,5,3,0,1,3,179,32,38,30,14,5,18,11,11,10,5,5,83,6,3,2,1,3,6,3,2,5,5,3,5,3,5,8,3,2,2,3,3,10,0
2020,4,총,"941,527","234,653","13,530","9,887","11,142","15,779","15,999","13,804","13,880","12,746","16,479","16,180","13,047","10,143","11,533","45,802","4,813","6,579","3,310","219,155","33,677","14,354","7,164","25,147","10,925","25,085","26,268","14,271","12,900","21,345","28,019","487,719","26,868","18,194","10,773","14,316","20,047","31,242","16,297","15,811","32,559","18,936","26,239","14,071","17,900","17,082","29,689","23,985","24,945","28,108","29,160","17,967","31,893","21,637"
2020,4,0,"71,055","15,666",546,742,427,591,814,703,762,426,876,"1,170",637,670,797,"5,197",569,535,204,"13,935","1,611",931,424,"1,357",717,"1,448","1,753",592,637,"1,494","2,971","41,454","2,118","1,312","1,215","1,118","1,550","2,152",964,"1,405","2,547","1,482","2,364","1,072","1,378","1,311","2,402","3,147","2,902","3,116","1,975","1,376","2,312","2,236"
2020,4,10,"89,813","17,625",751,918,664,860,"1,221",966,"1,289",741,"1,119","1,353","1,109",953,521,"4,078",433,461,188,"17,316","2,074",921,482,"2,062","1,102","2,124","1,898","1,028",963,"1,865","2,797","54,872","3,083","2,283","1,989","2,512","1,977","3,355","1,471","1,815","4,417","2,331","3,224","1,915","1,338","1,815","2,186","3,384","3,042","3,201","2,480","1,805","2,864","2,385"
2020,4,20,"132,418","34,086","2,021","1,288","1,709","2,771","2,470","1,963","2,043","1,783","2,421","2,202","1,720","1,440","2,290","5,729",731,"1,090",415,"31,498","5,761","1,595",979,"3,862","1,786","3,550","3,578","1,867","1,878","3,157","3,485","66,834","3,842","2,447",975,"1,878","3,190","4,736","2,119","2,114","4,632","2,867","3,459","1,874","2,894","2,194","4,274","2,350","3,025","3,884","4,205","2,727","4,625","2,523"
2020,4,30,"138,600","34,845","1,792","1,292","1,538","2,271","2,222","1,831","1,682","1,526","2,226","2,311","1,680","1,196","2,796","7,775",921,"1,274",512,"31,715","5,627","1,987","1,148","3,517","1,391","3,151","4,094","1,723","1,633","2,936","4,508","72,040","3,719","2,566",961,"1,630","3,659","5,223","3,076","2,399","4,285","2,428","3,700","1,412","2,945","2,227","5,525","3,225","3,576","4,096","4,771","2,838","4,623","3,156"
2020,4,40,"159,265","36,953","2,063","1,579","1,730","2,165","2,369","2,081","2,287","1,831","2,412","2,564","2,256","1,702","2,041","7,782",762,869,460,"34,028","4,818","2,291","1,082","3,900","1,738","3,947","4,128","2,144","1,897","3,114","4,969","88,284","4,807","3,759","2,664","3,302","3,296","6,038","2,727","2,889","6,525","3,363","4,742","2,499","2,764","2,821","4,478","5,256","4,708","4,760","4,576","3,050","5,216","4,044"
2020,4,50,"155,970","40,411","2,627","1,754","2,154","2,791","2,884","2,628","2,455","2,537","2,991","2,749","2,254","1,767","1,365","7,332",591,"1,003",529,"39,405","5,750","2,689","1,306","4,423","1,868","4,586","4,756","3,031","2,661","4,083","4,252","76,154","4,255","2,762","1,451","2,100","2,898","4,682","2,420","2,447","4,883","3,327","4,143","2,357","2,776","2,638","4,696","3,334","3,959","4,739","4,591","2,940","5,245","3,511"
2020,4,60,"108,729","31,360","2,101","1,386","1,645","2,354","2,246","2,055","1,784","2,147","2,510","2,102","1,793","1,307","1,060","5,033",501,770,566,"29,666","4,537","2,275","1,010","3,485","1,264","3,393","3,612","2,266","1,890","2,926","3,008","47,703","2,799","1,369",733,"1,033","2,019","2,472","1,714","1,329","2,676","1,827","2,512","1,607","2,149","2,197","3,582","1,963","2,227","2,617","3,361","1,736","3,378","2,403"
2020,4,70,"57,015","16,574","1,146",649,929,"1,404","1,214","1,079","1,072","1,219","1,393","1,172","1,155",781,474,"1,947",213,411,316,"15,046","2,423","1,163",478,"1,772",744,"2,038","1,746","1,155",929,"1,219","1,379","25,395","1,418",952,487,476,"1,013","1,639","1,036",812,"1,570",812,"1,361",832,"1,108","1,196","1,672",881,"1,014","1,135","1,969",931,"2,159",922
2020,4,80,"24,148","6,022",408,228,293,495,471,419,434,443,455,459,371,283,154,798,76,137,98,"5,506",914,391,192,653,273,739,607,387,337,468,545,"12,620",697,648,251,224,371,835,642,501,869,430,615,415,442,570,744,376,415,482,"1,030",479,"1,202",382
2020,4,90,"4,046",911,53,34,43,65,71,63,54,74,62,83,47,40,30,128,16,28,20,861,130,73,33,102,37,89,85,67,65,79,101,"2,274",124,93,45,42,71,104,125,98,150,64,116,83,102,107,122,65,75,76,197,82,259,74
2020,4,100,468,200,22,17,10,12,17,16,18,19,14,15,25,4,5,3,0,1,2,179,32,38,30,14,5,20,11,11,10,4,4,89,6,3,2,1,3,6,3,2,5,5,3,5,4,6,8,4,2,2,5,3,10,1
2020,5,총,"940,519","234,702","13,518","9,838","11,188","15,713","15,940","13,791","13,836","12,707","16,451","16,148","13,029","10,121","11,485","45,781","4,810","7,067","3,279","218,785","33,752","14,344","7,144","25,064","10,912","24,995","26,241","14,218","12,817","21,319","27,979","487,032","26,848","18,204","10,792","14,249","20,029","31,195","16,228","15,802","32,600","18,897","26,180","14,026","17,900","17,011","29,610","23,950","24,894","28,139","29,181","17,912","31,830","21,555"
2020,5,0,"70,631","15,570",539,733,428,572,802,703,762,418,866,"1,155",633,657,785,"5,176",566,577,198,"13,861","1,611",931,440,"1,342",706,"1,425","1,746",589,623,"1,488","2,960","41,200","2,115","1,305","1,212","1,101","1,538","2,137",960,"1,385","2,533","1,459","2,349","1,067","1,379","1,308","2,380","3,128","2,885","3,098","1,972","1,375","2,301","2,213"
2020,5,10,"89,441","17,580",747,908,672,845,"1,208",963,"1,279",731,"1,113","1,359","1,097",953,513,"4,097",433,477,185,"17,231","2,053",919,478,"2,037","1,095","2,115","1,911","1,008",957,"1,855","2,803","54,630","3,072","2,276","1,996","2,503","1,970","3,331","1,467","1,802","4,419","2,326","3,205","1,897","1,326","1,810","2,180","3,381","3,027","3,185","2,459","1,780","2,842","2,376"
2020,5,20,"132,358","34,121","2,015","1,273","1,728","2,769","2,472","1,961","2,039","1,781","2,416","2,188","1,729","1,434","2,304","5,682",738,"1,176",416,"31,469","5,788","1,582",968,"3,869","1,790","3,565","3,578","1,862","1,866","3,140","3,461","66,768","3,839","2,455",975,"1,874","3,191","4,728","2,097","2,109","4,661","2,861","3,450","1,869","2,883","2,181","4,232","2,347","3,027","3,914","4,203","2,720","4,641","2,511"
2020,5,30,"138,313","34,841","1,801","1,284","1,534","2,256","2,222","1,827","1,685","1,521","2,219","2,322","1,670","1,188","2,780","7,716",924,"1,391",501,"31,630","5,684","1,976","1,135","3,479","1,395","3,121","4,077","1,710","1,610","2,943","4,500","71,842","3,706","2,573",941,"1,614","3,651","5,206","3,061","2,396","4,267","2,423","3,686","1,406","2,957","2,204","5,531","3,217","3,557","4,068","4,776","2,835","4,618","3,149"
2020,5,40,"158,734","36,847","2,047","1,561","1,740","2,156","2,347","2,060","2,262","1,814","2,388","2,537","2,252","1,705","2,022","7,840",752,909,455,"33,856","4,804","2,280","1,079","3,906","1,722","3,910","4,097","2,115","1,872","3,099","4,972","88,031","4,799","3,742","2,674","3,282","3,281","6,027","2,716","2,881","6,527","3,347","4,735","2,491","2,763","2,809","4,450","5,247","4,693","4,763","4,559","3,034","5,177","4,034"
2020,5,50,"156,050","40,448","2,623","1,758","2,156","2,772","2,873","2,639","2,448","2,525","2,986","2,751","2,256","1,754","1,375","7,306",595,"1,104",527,"39,341","5,766","2,702","1,288","4,395","1,874","4,570","4,742","3,031","2,654","4,080","4,239","76,261","4,268","2,779","1,462","2,092","2,911","4,704","2,420","2,459","4,908","3,326","4,143","2,367","2,768","2,628","4,677","3,352","3,959","4,764","4,612","2,924","5,243","3,495"
2020,5,60,"109,093","31,523","2,123","1,395","1,647","2,369","2,247","2,058","1,778","2,157","2,525","2,101","1,797","1,319","1,051","5,071",500,826,559,"29,748","4,536","2,281","1,020","3,495","1,265","3,395","3,633","2,268","1,903","2,945","3,007","47,822","2,784","1,380",743,"1,040","2,029","2,469","1,703","1,349","2,676","1,830","2,516","1,599","2,170","2,192","3,595","1,961","2,238","2,640","3,386","1,744","3,381","2,397"
2020,5,70,"57,133","16,602","1,136",648,935,"1,402","1,213","1,079","1,074","1,219","1,399","1,182","1,156",779,472,"1,950",210,426,322,"15,068","2,428","1,166",480,"1,766",750,"2,048","1,748","1,162",916,"1,217","1,387","25,463","1,441",949,493,475,"1,012","1,643","1,034",814,"1,569",822,"1,357",828,"1,104","1,203","1,680",877,"1,018","1,146","1,980",945,"2,154",919
2020,5,80,"24,249","6,063",411,228,296,496,466,422,434,450,462,458,368,288,146,818,76,149,95,"5,530",919,395,193,659,275,734,611,395,341,467,541,"12,656",695,647,248,225,371,837,645,508,886,432,619,418,443,565,749,373,414,484,"1,038",472,"1,205",382
2020,5,90,"4,048",906,54,33,42,63,73,63,57,72,63,81,46,40,32,121,16,31,19,872,131,74,33,102,35,92,87,67,65,81,105,"2,270",123,95,46,42,72,107,122,97,149,66,116,79,103,105,129,64,74,75,191,80,257,78
2020,5,100,469,201,22,17,10,13,17,16,18,19,14,14,25,4,5,4,0,1,2,179,32,38,30,14,5,20,11,11,10,4,4,89,6,3,2,1,3,6,3,2,5,5,4,5,4,6,7,3,2,2,5,3,11,1
2020,6,총,"939,748","234,729","13,516","9,794","11,239","15,686","15,929","13,771","13,785","12,707","16,396","16,104","12,976","10,109","11,432","45,754","4,814","7,491","3,226","218,485","33,769","14,319","7,136","25,043","10,838","24,951","26,192","14,177","12,778","21,279","28,003","486,534","26,852","18,226","10,768","14,221","19,971","31,139","16,195","15,742","32,524","18,874","26,207","13,987","17,880","17,028","29,596","23,967","24,870","28,055","29,145","17,931","31,792","21,564"
2020,6,0,"70,354","15,472",545,721,429,557,793,697,750,414,849,"1,147",634,652,783,"5,151",557,602,191,"13,843","1,618",926,445,"1,335",693,"1,415","1,745",580,615,"1,488","2,983","41,039","2,105","1,302","1,197","1,094","1,528","2,126",944,"1,382","2,502","1,453","2,357","1,061","1,378","1,312","2,361","3,118","2,869","3,078","1,968","1,383","2,300","2,221"
2020,6,10,"89,109","17,552",738,907,673,840,"1,202",961,"1,275",730,"1,116","1,352","1,094",951,500,"4,098",436,499,180,"17,145","2,040",923,482,"2,026","1,083","2,096","1,887","1,010",952,"1,834","2,812","54,412","3,066","2,280","1,997","2,489","1,962","3,321","1,460","1,791","4,405","2,308","3,197","1,881","1,325","1,804","2,149","3,383","3,028","3,187","2,426","1,765","2,822","2,366"
2020,6,20,"132,270","34,125","2,012","1,263","1,739","2,770","2,487","1,971","2,032","1,787","2,396","2,185","1,708","1,433","2,293","5,668",741,"1,229",411,"31,428","5,778","1,593",955,"3,877","1,784","3,577","3,577","1,837","1,843","3,162","3,445","66,717","3,838","2,479",978,"1,879","3,178","4,719","2,093","2,090","4,657","2,860","3,456","1,864","2,847","2,183","4,245","2,351","3,023","3,881","4,204","2,731","4,644","2,517"
2020,6,30,"137,890","34,767","1,815","1,279","1,547","2,246","2,207","1,835","1,683","1,509","2,197","2,291","1,650","1,183","2,758","7,658",926,"1,489",494,"31,501","5,704","1,955","1,133","3,460","1,384","3,086","4,067","1,703","1,613","2,912","4,484","71,622","3,704","2,554",929,"1,606","3,641","5,163","3,058","2,389","4,257","2,421","3,667","1,399","2,943","2,198","5,523","3,226","3,560","4,028","4,774","2,843","4,588","3,151"
2020,6,40,"158,577","36,819","2,036","1,547","1,739","2,163","2,345","2,042","2,245","1,814","2,371","2,527","2,248","1,692","2,033","7,851",753,968,445,"33,844","4,817","2,280","1,079","3,893","1,715","3,910","4,092","2,100","1,870","3,098","4,990","87,914","4,784","3,742","2,679","3,269","3,264","6,021","2,717","2,868","6,501","3,334","4,753","2,476","2,772","2,820","4,439","5,245","4,684","4,759","4,544","3,034","5,171","4,038"
2020,6,50,"155,758","40,426","2,611","1,744","2,162","2,748","2,866","2,626","2,425","2,535","2,978","2,759","2,238","1,762","1,356","7,304",592,"1,190",530,"39,125","5,719","2,692","1,277","4,396","1,846","4,547","4,705","3,022","2,636","4,052","4,233","76,207","4,274","2,789","1,452","2,095","2,907","4,707","2,407","2,431","4,919","3,316","4,139","2,369","2,764","2,627","4,690","3,363","3,940","4,758","4,611","2,914","5,237","3,498"
2020,6,60,"109,763","31,733","2,135","1,407","1,662","2,379","2,252","2,055","1,794","2,164","2,538","2,111","1,814","1,325","1,062","5,096",506,890,543,"29,939","4,566","2,286","1,025","3,514","1,274","3,416","3,663","2,283","1,920","2,973","3,019","48,091","2,813","1,379",751,"1,050","2,032","2,480","1,717","1,366","2,674","1,852","2,540","1,603","2,182","2,206","3,613","1,962","2,264","2,658","3,399","1,757","3,392","2,401"
2020,6,70,"57,222","16,650","1,133",647,935,"1,410","1,217","1,085","1,068","1,216","1,414","1,186","1,150",783,470,"1,967",212,439,318,"15,079","2,441","1,158",484,"1,768",743,"2,058","1,743","1,166",919,"1,209","1,390","25,493","1,441",954,490,473,"1,014","1,649","1,024",822,"1,568",829,"1,350",831,"1,116","1,203","1,684",877,"1,021","1,151","1,987",944,"2,155",910
