년도,월,나이,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2020,5,30,"101,119","7,408","5,648","3,622","4,737","10,915","3,076","3,349","3,552","6,605","4,165","4,488","8,062","2,568","3,207","4,604","5,832","5,204","6,784","3,517","3,776"
2020,5,40,"92,483","7,751","3,326","3,133","4,100","7,718","3,220","3,286","3,308","5,725","3,737","4,062","4,543","1,481","2,009","7,454","8,702","4,210","7,843","3,288","3,587"
2020,5,50,"88,027","6,026","3,059","3,571","5,598","7,640","2,888","3,464","3,531","4,968","4,081","3,886","4,256","2,404","2,378","5,756","6,534","3,862","6,636","3,725","3,764"
2020,5,60,"74,848","4,071","2,154","2,839","5,036","6,929","2,416","3,417","3,102","4,121","3,565","3,490","3,053","3,188","2,647","3,808","4,907","3,172","5,490","3,606","3,837"
2020,5,70,"38,364","1,727","1,108","1,312","2,513","3,729","1,327","1,778","1,655","2,094","1,631","2,034","1,173","1,523","1,539","2,092","2,461","1,674","2,769","2,106","2,119"
2020,5,80,"14,342",680,641,451,"1,422","1,160",372,546,565,647,546,574,471,749,625,749,719,638,"1,015",849,923
2020,5,90,"2,402",88,131,79,293,151,57,87,82,127,88,69,84,130,118,133,125,96,166,111,187
2020,5,100,233,11,5,4,14,19,6,22,7,9,7,6,6,4,3,9,23,28,13,27,10
2020,6,총,"586,936","42,129","23,562","21,447","32,005","53,059","18,806","22,141","21,409","35,116","25,203","25,653","33,839","14,870","15,864","38,137","44,118","27,163","45,001","23,437","23,977"
2020,6,0,"41,898","4,278","1,368","1,422","1,799","3,012","1,339","1,370","1,245","2,460","1,387","1,476","1,837",553,781,"3,662","3,968","2,672","4,546","1,239","1,484"
2020,6,10,"46,095","4,577","1,423","1,678","2,226","2,644","1,529","1,665","1,436","2,562","1,729","1,696","1,989",485,650,"5,117","5,518","1,738","4,295","1,536","1,602"
2020,6,20,"87,374","5,564","4,621","3,359","4,307","9,208","2,596","3,232","2,995","5,809","4,243","3,885","8,300","1,808","1,914","4,740","5,331","3,881","5,474","3,420","2,687"
2020,6,30,"100,911","7,396","5,707","3,616","4,708","10,884","3,050","3,314","3,521","6,576","4,217","4,457","8,083","2,549","3,210","4,596","5,811","5,158","6,751","3,520","3,787"
2020,6,40,"92,386","7,724","3,316","3,126","4,090","7,679","3,217","3,286","3,284","5,719","3,715","4,075","4,582","1,486","1,991","7,452","8,705","4,233","7,828","3,288","3,590"
2020,6,50,"87,694","6,030","3,041","3,556","5,568","7,617","2,880","3,444","3,494","4,965","4,057","3,872","4,234","2,369","2,373","5,717","6,538","3,850","6,633","3,730","3,726"
2020,6,60,"75,130","4,059","2,195","2,851","5,061","6,945","2,426","3,406","3,124","4,138","3,588","3,512","3,077","3,200","2,649","3,849","4,902","3,187","5,490","3,608","3,863"
2020,6,70,"38,424","1,720","1,114","1,313","2,523","3,733","1,332","1,770","1,648","2,098","1,627","2,026","1,172","1,530","1,544","2,102","2,468","1,684","2,793","2,110","2,117"
2020,6,80,"14,378",682,639,444,"1,415","1,167",372,545,571,654,544,578,478,756,630,754,729,637,"1,010",848,925
2020,6,90,"2,417",88,133,78,296,150,59,87,84,126,89,70,82,130,120,138,125,96,168,111,187
2020,6,100,229,11,5,4,12,20,6,22,7,9,7,6,5,4,2,10,23,27,13,27,9
2020,7,총,"586,279","42,052","23,754","21,421","31,973","52,982","18,706","22,155","21,342","35,013","25,201","25,582","33,986","14,803","15,813","38,061","44,083","27,157","44,919","23,363","23,913"
2020,7,0,"41,629","4,261","1,371","1,398","1,807","2,992","1,320","1,367","1,229","2,454","1,371","1,457","1,821",545,777,"3,632","3,953","2,662","4,506","1,240","1,466"
2020,7,10,"45,890","4,572","1,405","1,683","2,209","2,620","1,515","1,656","1,424","2,534","1,721","1,684","1,971",485,635,"5,104","5,520","1,741","4,294","1,524","1,593"
2020,7,20,"87,438","5,535","4,747","3,367","4,298","9,242","2,580","3,243","2,985","5,814","4,268","3,874","8,357","1,783","1,920","4,755","5,312","3,869","5,432","3,385","2,672"
2020,7,30,"100,609","7,359","5,789","3,586","4,687","10,848","3,017","3,302","3,482","6,532","4,214","4,427","8,159","2,526","3,190","4,551","5,780","5,147","6,717","3,504","3,792"
2020,7,40,"92,216","7,723","3,300","3,135","4,066","7,664","3,202","3,288","3,285","5,692","3,696","4,053","4,599","1,481","1,964","7,453","8,681","4,249","7,850","3,270","3,565"
2020,7,50,"87,553","6,031","3,032","3,543","5,533","7,589","2,875","3,449","3,486","4,966","4,048","3,872","4,247","2,353","2,360","5,707","6,540","3,864","6,611","3,718","3,729"
2020,7,60,"75,292","4,073","2,212","2,854","5,108","6,932","2,421","3,413","3,128","4,140","3,606","3,528","3,090","3,192","2,663","3,852","4,919","3,180","5,517","3,610","3,854"
2020,7,70,"38,585","1,721","1,125","1,330","2,538","3,755","1,336","1,776","1,662","2,096","1,630","2,030","1,181","1,533","1,552","2,112","2,493","1,679","2,799","2,120","2,117"
2020,7,80,"14,418",679,634,443,"1,417","1,168",375,551,568,650,552,578,476,771,630,747,740,643,"1,012",852,932
2020,7,90,"2,422",87,134,78,298,152,59,88,87,126,89,73,80,130,121,137,121,96,168,114,184
2020,7,100,227,11,5,4,12,20,6,22,6,9,6,6,5,4,1,11,24,27,13,26,9
2020,8,총,"584,920","42,061","23,829","21,425","31,834","52,857","18,642","22,060","21,305","34,948","25,141","25,528","34,075","14,751","15,756","37,851","44,021","27,087","44,785","23,219","23,745"
2020,8,0,"41,165","4,243","1,360","1,398","1,782","2,947","1,306","1,352","1,211","2,411","1,364","1,454","1,802",551,771,"3,564","3,907","2,641","4,461","1,209","1,431"
2020,8,10,"45,640","4,598","1,375","1,673","2,174","2,602","1,494","1,651","1,414","2,506","1,702","1,694","1,953",488,635,"5,074","5,528","1,733","4,262","1,517","1,567"
2020,8,20,"87,398","5,538","4,813","3,369","4,272","9,269","2,602","3,214","2,983","5,861","4,261","3,852","8,446","1,766","1,894","4,732","5,291","3,828","5,427","3,339","2,641"
2020,8,30,"100,237","7,353","5,810","3,610","4,681","10,800","2,982","3,272","3,452","6,487","4,221","4,390","8,201","2,504","3,159","4,511","5,748","5,146","6,662","3,496","3,752"
2020,8,40,"91,876","7,718","3,296","3,112","4,013","7,618","3,189","3,274","3,298","5,668","3,678","4,048","4,597","1,488","1,964","7,392","8,711","4,239","7,810","3,212","3,551"
2020,8,50,"87,275","6,016","3,021","3,531","5,489","7,560","2,863","3,430","3,469","4,954","4,045","3,865","4,249","2,321","2,352","5,709","6,508","3,864","6,608","3,725","3,696"
2020,8,60,"75,453","4,094","2,236","2,859","5,139","6,947","2,425","3,413","3,146","4,159","3,596","3,530","3,090","3,194","2,665","3,846","4,931","3,189","5,539","3,595","3,860"
2020,8,70,"38,725","1,725","1,133","1,351","2,546","3,769","1,335","1,786","1,667","2,111","1,625","2,034","1,175","1,537","1,556","2,127","2,509","1,682","2,805","2,124","2,128"
2020,8,80,"14,466",673,644,441,"1,425","1,170",378,556,570,655,551,579,477,766,637,748,743,641,"1,025",862,925
2020,8,90,"2,456",92,136,77,302,155,62,90,89,127,92,75,80,132,121,137,121,97,172,114,185
2020,8,100,229,11,5,4,11,20,6,22,6,9,6,7,5,4,2,11,24,27,14,26,9
2020,9,총,"583,544","41,954","23,850","21,378","31,742","52,675","18,604","22,004","21,267","34,844","25,114","25,401","34,152","14,693","15,672","37,735","43,966","27,018","44,629","23,181","23,665"
2020,9,0,"40,653","4,183","1,336","1,375","1,766","2,889","1,288","1,346","1,204","2,367","1,342","1,432","1,782",543,751,"3,537","3,861","2,633","4,420","1,190","1,408"
2020,9,10,"45,452","4,599","1,360","1,678","2,129","2,580","1,489","1,655","1,394","2,479","1,723","1,676","1,941",489,625,"5,055","5,535","1,733","4,257","1,498","1,557"
2020,9,20,"87,305","5,505","4,853","3,352","4,241","9,300","2,616","3,186","3,004","5,876","4,254","3,831","8,495","1,755","1,884","4,691","5,296","3,793","5,415","3,337","2,621"
2020,9,30,"99,795","7,324","5,826","3,629","4,676","10,728","2,945","3,255","3,432","6,441","4,203","4,371","8,216","2,483","3,144","4,516","5,689","5,118","6,569","3,495","3,735"
2020,9,40,"91,628","7,707","3,282","3,099","3,997","7,572","3,185","3,278","3,291","5,632","3,672","4,039","4,606","1,493","1,945","7,338","8,731","4,247","7,777","3,194","3,543"
2020,9,50,"86,925","6,001","3,034","3,498","5,469","7,527","2,860","3,392","3,435","4,936","4,043","3,835","4,243","2,277","2,328","5,705","6,505","3,847","6,605","3,723","3,662"
2020,9,60,"75,744","4,111","2,251","2,876","5,171","6,957","2,434","3,438","3,166","4,201","3,598","3,506","3,132","3,219","2,670","3,859","4,937","3,207","5,538","3,611","3,862"
2020,9,70,"38,774","1,732","1,125","1,351","2,557","3,771","1,333","1,786","1,660","2,109","1,628","2,045","1,174","1,532","1,561","2,131","2,520","1,673","2,819","2,121","2,146"
2020,9,80,"14,534",687,639,437,"1,419","1,174",385,551,584,665,550,584,480,764,640,754,744,642,"1,037",864,934
2020,9,90,"2,501",94,138,80,306,157,62,94,91,129,95,75,78,135,121,138,124,97,178,122,187
2020,9,100,233,11,6,3,11,20,7,23,6,9,6,7,5,3,3,11,24,28,14,26,10
2020,10,총,"582,586","41,982","23,919","21,291","31,614","52,548","18,548","21,925","21,221","34,797","25,055","25,373","34,226","14,647","15,599","37,656","43,942","27,031","44,512","23,129","23,571"
2020,10,0,"40,226","4,172","1,327","1,341","1,727","2,858","1,278","1,335","1,187","2,339","1,312","1,402","1,755",529,742,"3,496","3,852","2,630","4,390","1,168","1,386"
2020,10,10,"45,209","4,591","1,347","1,675","2,098","2,542","1,476","1,660","1,378","2,464","1,691","1,672","1,939",488,610,"5,047","5,536","1,728","4,242","1,487","1,538"
2020,10,20,"87,210","5,497","4,893","3,332","4,235","9,325","2,619","3,175","3,002","5,914","4,266","3,825","8,467","1,738","1,874","4,674","5,279","3,804","5,372","3,313","2,606"
2020,10,30,"99,547","7,329","5,870","3,613","4,657","10,624","2,934","3,237","3,417","6,417","4,194","4,351","8,281","2,462","3,137","4,504","5,649","5,094","6,569","3,483","3,725"
2020,10,40,"91,429","7,704","3,273","3,089","3,958","7,573","3,168","3,259","3,290","5,595","3,658","4,051","4,628","1,495","1,931","7,296","8,723","4,267","7,759","3,193","3,519"
2020,10,50,"86,760","6,012","3,026","3,479","5,439","7,522","2,856","3,360","3,424","4,941","4,028","3,814","4,251","2,262","2,308","5,716","6,530","3,834","6,586","3,716","3,656"
2020,10,60,"76,018","4,149","2,265","2,872","5,212","6,981","2,429","3,434","3,176","4,210","3,619","3,519","3,158","3,225","2,675","3,877","4,944","3,243","5,540","3,623","3,867"
2020,10,70,"38,814","1,736","1,133","1,363","2,543","3,779","1,334","1,791","1,664","2,107","1,637","2,061","1,175","1,536","1,551","2,138","2,528","1,662","2,810","2,128","2,138"
2020,10,80,"14,626",687,640,444,"1,432","1,166",382,551,588,674,551,593,485,771,646,759,754,641,"1,056",869,937
2020,10,90,"2,513",94,139,80,302,156,65,100,89,127,93,78,82,138,122,138,123,101,174,123,189
2020,10,100,234,11,6,3,11,22,7,23,6,9,6,7,5,3,3,11,24,27,14,26,10
2020,11,총,"581,909","42,019","24,035","21,244","31,537","52,489","18,524","21,849","21,222","34,713","24,995","25,336","34,257","14,566","15,542","37,592","43,895","26,972","44,532","23,093","23,497"
2020,11,0,"39,975","4,175","1,317","1,332","1,726","2,829","1,268","1,325","1,183","2,302","1,295","1,379","1,733",513,732,"3,490","3,838","2,614","4,372","1,161","1,391"
2020,11,10,"44,994","4,600","1,344","1,659","2,076","2,527","1,461","1,651","1,370","2,458","1,692","1,673","1,910",490,600,"5,023","5,508","1,723","4,252","1,462","1,515"
2020,11,20,"87,160","5,486","4,957","3,336","4,216","9,330","2,617","3,161","3,005","5,921","4,232","3,834","8,481","1,711","1,866","4,667","5,290","3,798","5,337","3,318","2,597"
2020,11,30,"99,381","7,356","5,951","3,569","4,647","10,573","2,934","3,226","3,432","6,388","4,190","4,312","8,311","2,434","3,125","4,470","5,623","5,066","6,565","3,484","3,725"
2020,11,40,"91,271","7,701","3,263","3,096","3,943","7,572","3,157","3,245","3,267","5,594","3,664","4,041","4,620","1,503","1,929","7,291","8,695","4,270","7,746","3,183","3,491"
2020,11,50,"86,567","6,002","3,022","3,470","5,384","7,506","2,858","3,341","3,436","4,910","4,007","3,803","4,277","2,238","2,296","5,717","6,538","3,823","6,582","3,725","3,632"
2020,11,60,"76,219","4,159","2,270","2,893","5,231","7,010","2,434","3,428","3,181","4,219","3,617","3,534","3,187","3,230","2,669","3,874","4,958","3,248","5,599","3,616","3,862"
2020,11,70,"38,910","1,746","1,123","1,360","2,565","3,786","1,342","1,795","1,662","2,110","1,650","2,075","1,164","1,538","1,558","2,147","2,546","1,664","2,821","2,117","2,141"
2020,11,80,"14,675",688,646,446,"1,441","1,177",380,553,589,672,550,597,485,766,646,765,748,637,"1,067",879,943
2020,11,90,"2,521",95,136,81,297,157,66,100,91,130,92,81,84,139,118,137,128,101,177,122,189
2020,11,100,236,11,6,2,11,22,7,24,6,9,6,7,5,4,3,11,23,28,14,26,11
2020,12,총,"580,185","41,894","24,145","21,099","31,478","52,358","18,442","21,785","21,108","34,581","24,934","25,223","34,184","14,500","15,477","37,390","43,778","26,939","44,305","23,122","23,443"
2020,12,0,"39,560","4,151","1,318","1,315","1,717","2,790","1,242","1,324","1,151","2,239","1,279","1,354","1,718",515,720,"3,450","3,816","2,601","4,309","1,169","1,382"
2020,12,10,"44,694","4,566","1,342","1,645","2,063","2,516","1,438","1,637","1,374","2,439","1,675","1,642","1,892",484,589,"4,998","5,478","1,729","4,226","1,451","1,510"
2020,12,20,"86,991","5,431","5,000","3,320","4,179","9,336","2,624","3,141","2,987","5,957","4,243","3,871","8,432","1,708","1,849","4,613","5,278","3,790","5,319","3,324","2,589"
2020,12,30,"99,062","7,351","6,010","3,538","4,661","10,553","2,928","3,208","3,389","6,358","4,181","4,269","8,328","2,410","3,123","4,433","5,590","5,021","6,492","3,493","3,726"
2020,12,40,"90,888","7,680","3,263","3,072","3,930","7,543","3,104","3,241","3,255","5,532","3,668","4,013","4,593","1,501","1,910","7,257","8,668","4,289","7,709","3,192","3,468"
2020,12,50,"86,196","5,957","3,037","3,449","5,368","7,464","2,854","3,319","3,433","4,891","3,964","3,772","4,293","2,210","2,283","5,711","6,523","3,820","6,535","3,704","3,609"
2020,12,60,"76,340","4,202","2,244","2,865","5,248","7,027","2,448","3,438","3,168","4,236","3,624","3,530","3,191","3,229","2,668","3,886","4,967","3,236","5,629","3,625","3,879"
2020,12,70,"38,915","1,755","1,135","1,360","2,559","3,774","1,342","1,784","1,659","2,114","1,647","2,081","1,169","1,533","1,561","2,131","2,553","1,675","2,822","2,129","2,132"
2020,12,80,"14,778",695,654,450,"1,448","1,173",388,567,597,677,552,601,479,767,653,765,756,649,"1,076",885,946
2020,12,90,"2,522",95,136,83,294,160,67,101,88,129,95,83,84,139,118,135,126,101,174,124,190
2020,12,100,239,11,6,2,11,22,7,25,7,9,6,7,5,4,3,11,23,28,14,26,12
2021,1,총,"579,176","41,861","24,192","20,984","31,412","52,304","18,427","21,667","21,084","34,595","24,901","25,103","34,215","14,419","15,443","37,249","43,764","26,870","44,166","23,179","23,341"
2021,1,0,"39,043","4,124","1,317","1,300","1,702","2,742","1,225","1,299","1,141","2,228","1,246","1,327","1,708",498,706,"3,398","3,776","2,570","4,220","1,155","1,361"
2021,1,10,"44,573","4,561","1,351","1,617","2,053","2,500","1,427","1,644","1,376","2,427","1,662","1,618","1,900",476,586,"4,987","5,495","1,719","4,235","1,445","1,494"
2021,1,20,"86,649","5,401","5,008","3,290","4,153","9,350","2,619","3,108","2,993","5,943","4,248","3,871","8,363","1,680","1,833","4,602","5,275","3,746","5,300","3,304","2,562"
2021,1,30,"98,706","7,342","6,031","3,520","4,634","10,535","2,909","3,159","3,361","6,368","4,185","4,220","8,381","2,398","3,102","4,375","5,523","5,000","6,433","3,533","3,697"
2021,1,40,"90,719","7,663","3,247","3,066","3,910","7,497","3,107","3,227","3,259","5,534","3,669","3,987","4,610","1,505","1,920","7,238","8,637","4,293","7,676","3,205","3,469"
2021,1,50,"86,029","5,968","3,055","3,425","5,346","7,463","2,865","3,309","3,424","4,888","3,963","3,749","4,256","2,176","2,278","5,704","6,570","3,804","6,526","3,696","3,564"
2021,1,60,"76,746","4,237","2,245","2,863","5,290","7,061","2,463","3,447","3,179","4,264","3,632","3,546","3,236","3,235","2,678","3,888","4,991","3,272","5,674","3,652","3,893"
2021,1,70,"39,036","1,762","1,132","1,370","2,555","3,785","1,341","1,770","1,659","2,116","1,641","2,081","1,186","1,544","1,570","2,137","2,579","1,684","2,832","2,143","2,149"
2021,1,80,"14,900",697,665,446,"1,460","1,184",396,577,595,689,555,615,488,765,650,772,768,653,"1,078",896,951
2021,1,90,"2,532",95,134,85,297,165,68,102,90,129,94,81,82,138,117,137,127,101,178,124,188
2021,1,100,243,11,7,2,12,22,7,25,7,9,6,8,5,4,3,11,23,28,14,26,13
2021,2,총,"579,082","41,973","24,231","20,867","31,316","52,287","18,366","21,599","21,026","34,550","24,895","25,011","34,165","14,340","15,406","37,117","43,596","27,733","44,041","23,318","23,245"
2021,2,0,"38,825","4,087","1,302","1,282","1,679","2,673","1,209","1,276","1,131","2,200","1,220","1,304","1,681",492,704,"3,347","3,720","2,865","4,160","1,161","1,332"
2021,2,10,"44,382","4,539","1,333","1,614","2,035","2,478","1,407","1,638","1,371","2,398","1,649","1,606","1,902",463,579,"4,942","5,457","1,814","4,235","1,436","1,486"
2021,2,20,"86,549","5,581","5,012","3,243","4,090","9,392","2,606","3,087","2,973","5,963","4,267","3,854","8,294","1,653","1,803","4,611","5,283","3,754","5,271","3,297","2,515"
2021,2,30,"98,584","7,324","6,073","3,500","4,631","10,519","2,888","3,109","3,331","6,357","4,197","4,170","8,398","2,387","3,099","4,294","5,475","5,173","6,371","3,606","3,682"
2021,2,40,"90,810","7,666","3,243","3,058","3,890","7,521","3,094","3,244","3,264","5,534","3,660","3,984","4,611","1,493","1,913","7,237","8,583","4,477","7,657","3,226","3,455"
2021,2,50,"85,914","5,948","3,055","3,392","5,336","7,435","2,870","3,309","3,409","4,880","3,952","3,727","4,244","2,155","2,281","5,730","6,571","3,839","6,517","3,709","3,555"
2021,2,60,"77,101","4,256","2,269","2,877","5,325","7,085","2,473","3,449","3,188","4,273","3,653","3,569","3,269","3,240","2,690","3,894","5,003","3,308","5,707","3,673","3,900"
2021,2,70,"39,089","1,764","1,139","1,364","2,550","3,794","1,345","1,775","1,655","2,116","1,640","2,084","1,180","1,546","1,564","2,143","2,574","1,701","2,840","2,155","2,160"
2021,2,80,"15,035",698,663,449,"1,466","1,200",399,589,606,692,555,624,500,765,655,772,776,673,"1,089",904,960
2021,2,90,"2,547",99,135,86,302,168,68,98,91,128,95,81,81,142,115,135,131,101,179,124,188
2021,2,100,246,11,7,2,12,22,7,25,7,9,7,8,5,4,3,12,23,28,15,27,12
2021,3,총,"577,320","41,954","24,192","20,668","31,106","52,083","18,202","21,494","20,952","34,467","24,822","24,826","34,130","14,254","15,314","36,768","43,308","28,768","43,653","23,215","23,144"
2021,3,0,"38,695","4,065","1,295","1,260","1,676","2,652","1,181","1,258","1,123","2,170","1,219","1,273","1,674",488,690,"3,274","3,684","3,147","4,072","1,171","1,323"
2021,3,10,"44,259","4,541","1,328","1,588","1,998","2,471","1,403","1,639","1,366","2,397","1,639","1,588","1,891",465,567,"4,890","5,456","1,922","4,195","1,443","1,472"
2021,3,20,"86,830","5,614","5,028","3,209","4,032","9,463","2,615","3,113","2,984","5,995","4,327","3,865","8,347","1,640","1,787","4,603","5,273","3,866","5,255","3,311","2,503"
2021,3,30,"98,376","7,349","6,050","3,476","4,606","10,450","2,865","3,087","3,310","6,336","4,184","4,096","8,396","2,367","3,065","4,247","5,424","5,414","6,331","3,664","3,659"
2021,3,40,"90,440","7,632","3,254","3,042","3,876","7,504","3,063","3,238","3,249","5,519","3,615","3,981","4,592","1,485","1,901","7,151","8,484","4,669","7,549","3,214","3,422"
2021,3,50,"85,259","5,968","3,021","3,343","5,270","7,381","2,857","3,258","3,370","4,836","3,913","3,694","4,191","2,115","2,252","5,688","6,559","3,924","6,433","3,653","3,533"
2021,3,60,"77,203","4,259","2,288","2,871","5,337","7,043","2,450","3,448","3,201","4,309","3,639","3,564","3,271","3,247","2,707","3,894","4,994","3,361","5,751","3,662","3,907"
2021,3,70,"38,774","1,733","1,123","1,342","2,545","3,762","1,326","1,767","1,659","2,093","1,639","2,071","1,177","1,540","1,566","2,121","2,549","1,700","2,813","2,089","2,159"
2021,3,80,"14,958",694,665,454,"1,458","1,195",383,588,603,692,555,611,500,768,661,764,761,664,"1,083",886,973
2021,3,90,"2,437",96,133,83,297,153,59,91,86,119,90,80,87,134,116,130,119,96,166,118,184
2021,3,100,89,3,7,0,11,9,0,7,1,1,2,3,4,5,2,6,5,5,5,4,9
2021,4,총,"577,580","41,997","24,205","20,575","31,083","52,045","18,176","21,492","20,921","34,508","24,824","24,799","34,065","14,199","15,278","36,644","43,243","29,694","43,520","23,237","23,075"
2021,4,0,"38,575","4,058","1,283","1,258","1,664","2,624","1,167","1,243","1,127","2,148","1,213","1,266","1,663",485,685,"3,238","3,637","3,305","4,020","1,179","1,312"
2021,4,10,"44,196","4,527","1,311","1,576","1,984","2,442","1,403","1,642","1,366","2,385","1,631","1,584","1,876",463,557,"4,874","5,461","2,024","4,198","1,429","1,463"
2021,4,20,"86,839","5,660","5,040","3,180","4,023","9,512","2,601","3,082","2,969","6,011","4,332","3,877","8,296","1,634","1,775","4,603","5,274","3,937","5,222","3,336","2,475"
