년도,월,나이,충청남도 서산시,충청남도 서산시 대산읍,충청남도 서산시 인지면,충청남도 서산시 부석면,충청남도 서산시 팔봉면,충청남도 서산시 지곡면,충청남도 서산시 성연면,충청남도 서산시 음암면,충청남도 서산시 운산면,충청남도 서산시 해미면,충청남도 서산시 고북면,충청남도 서산시 부춘동,충청남도 서산시 동문1동,충청남도 서산시 동문2동,충청남도 서산시 수석동,충청남도 서산시 석남동
2020,2,80,"2,784",188,172,244,121,165,102,240,216,208,226,197,200,121,169,215
2020,2,90,232,25,18,19,8,14,5,14,11,15,20,19,15,15,15,19
2020,2,100,9,0,0,0,3,0,1,0,1,0,1,0,2,0,0,1
2020,3,총,"90,543","7,772","3,793","2,742","1,715","4,344","7,408","4,919","2,622","3,859","3,309","10,144","10,037","4,591","8,185","15,103"
2020,3,0,"8,139",389,295,62,39,334,"1,403",306,73,148,209,985,935,323,738,"1,900"
2020,3,10,"9,286",591,392,123,61,388,515,449,156,268,279,"1,130","1,433",476,980,"2,045"
2020,3,20,"11,266","1,232",386,193,108,413,875,512,183,449,355,"1,489","1,346",657,"1,126","1,942"
2020,3,30,"12,356",979,363,177,90,625,"1,964",503,154,302,346,"1,573","1,257",516,"1,123","2,384"
2020,3,40,"14,823","1,158",609,324,191,726,"1,104",799,359,534,535,"1,733","1,732",770,"1,471","2,778"
2020,3,50,"14,918","1,797",710,476,348,723,768,882,500,734,456,"1,623","1,654",799,"1,332","2,116"
2020,3,60,"10,393",951,519,651,412,605,437,721,518,688,507,920,932,589,809,"1,134"
2020,3,70,"6,324",461,330,473,331,353,232,491,448,513,374,470,528,327,424,569
2020,3,80,"2,802",189,171,245,123,165,104,242,219,208,229,203,202,119,168,215
2020,3,90,227,25,18,18,9,12,5,14,11,15,18,18,16,15,14,19
2020,3,100,9,0,0,0,3,0,1,0,1,0,1,0,2,0,0,1
2020,4,총,"90,593","7,797","3,790","2,748","1,718","4,327","7,463","4,920","2,622","3,849","3,308","10,126","10,027","4,588","8,209","15,101"
2020,4,0,"8,117",390,295,63,39,325,"1,413",302,73,149,213,967,935,320,744,"1,889"
2020,4,10,"9,256",591,390,126,57,384,523,452,153,261,275,"1,125","1,429",471,975,"2,044"
2020,4,20,"11,281","1,234",384,186,109,415,879,522,181,456,359,"1,494","1,333",656,"1,130","1,943"
2020,4,30,"12,330",989,361,172,91,611,"1,968",496,152,296,343,"1,565","1,245",519,"1,138","2,384"
2020,4,40,"14,822","1,146",607,331,193,726,"1,120",792,361,528,532,"1,726","1,744",773,"1,469","2,774"
2020,4,50,"14,948","1,809",715,476,349,725,772,889,498,733,455,"1,628","1,656",799,"1,328","2,116"
2020,4,60,"10,461",965,519,655,415,609,444,720,523,693,512,930,934,593,810,"1,139"
2020,4,70,"6,323",457,330,477,329,349,233,485,449,512,372,468,529,325,433,575
2020,4,80,"2,815",190,171,245,124,171,105,248,219,206,228,204,205,116,167,216
2020,4,90,231,26,18,17,9,12,5,14,12,15,18,19,15,16,15,20
2020,4,100,9,0,0,0,3,0,1,0,1,0,1,0,2,0,0,1
2020,5,총,"90,756","7,862","3,783","2,748","1,714","4,320","7,527","4,901","2,623","3,873","3,306","10,164","10,020","4,590","8,231","15,094"
2020,5,0,"8,096",390,290,60,40,321,"1,428",296,74,150,209,978,934,319,747,"1,860"
2020,5,10,"9,241",591,385,125,54,386,517,437,153,269,276,"1,119","1,431",473,980,"2,045"
2020,5,20,"11,282","1,264",381,182,106,411,880,515,181,453,364,"1,499","1,315",657,"1,129","1,945"
2020,5,30,"12,352",986,361,172,90,613,"1,993",493,153,303,342,"1,564","1,241",510,"1,143","2,388"
2020,5,40,"14,844","1,163",606,325,193,725,"1,131",791,356,527,530,"1,730","1,755",779,"1,470","2,763"
2020,5,50,"14,999","1,818",718,478,343,722,775,893,506,735,457,"1,632","1,650",797,"1,330","2,145"
2020,5,60,"10,508",978,522,661,420,609,455,724,517,695,510,938,940,594,814,"1,131"
2020,5,70,"6,360",459,332,482,329,348,237,488,448,517,371,479,530,327,434,579
2020,5,80,"2,830",187,170,246,127,173,105,250,219,209,228,207,206,118,168,217
2020,5,90,235,26,18,17,9,12,5,14,15,15,18,18,16,16,16,20
2020,5,100,9,0,0,0,3,0,1,0,1,0,1,0,2,0,0,1
2020,6,총,"90,822","7,895","3,764","2,748","1,713","4,338","7,590","4,896","2,607","3,872","3,309","10,162","10,007","4,593","8,233","15,095"
2020,6,0,"8,065",392,286,59,38,318,"1,425",296,70,148,213,970,933,320,737,"1,860"
2020,6,10,"9,228",587,382,124,56,392,532,436,153,264,274,"1,111","1,420",472,982,"2,043"
2020,6,20,"11,272","1,260",377,175,108,418,884,513,179,459,368,"1,496","1,317",648,"1,128","1,942"
2020,6,30,"12,338",986,357,174,88,613,"2,005",486,151,298,342,"1,563","1,228",510,"1,147","2,390"
2020,6,40,"14,873","1,166",601,323,194,735,"1,153",795,353,518,529,"1,736","1,759",783,"1,469","2,759"
2020,6,50,"15,006","1,833",716,482,342,716,780,885,504,734,458,"1,634","1,651",801,"1,327","2,143"
2020,6,60,"10,591",998,527,660,418,611,463,736,517,706,505,948,940,597,821,"1,144"
2020,6,70,"6,385",459,333,488,331,352,236,488,447,522,375,477,535,329,437,576
2020,6,80,"2,818",188,168,245,126,171,106,249,217,209,225,208,204,117,169,216
2020,6,90,238,26,17,18,10,12,5,12,15,14,19,19,18,16,16,21
2020,6,100,8,0,0,0,2,0,1,0,1,0,1,0,2,0,0,1
2020,7,총,"90,960","7,948","3,748","2,748","1,717","4,350","7,676","4,899","2,609","3,869","3,334","10,145","10,009","4,574","8,235","15,099"
2020,7,0,"8,072",391,284,55,38,322,"1,446",294,73,148,221,962,936,315,730,"1,857"
2020,7,10,"9,199",589,378,124,56,392,534,432,148,261,270,"1,100","1,410",475,986,"2,044"
2020,7,20,"11,283","1,270",377,172,109,417,892,511,177,453,373,"1,483","1,324",641,"1,133","1,951"
2020,7,30,"12,339","1,005",356,172,88,610,"2,017",481,151,297,351,"1,565","1,215",506,"1,142","2,383"
2020,7,40,"14,876","1,175",591,325,191,734,"1,174",798,348,518,531,"1,736","1,767",772,"1,466","2,750"
2020,7,50,"15,055","1,835",714,486,342,718,802,894,508,735,451,"1,636","1,655",798,"1,331","2,150"
2020,7,60,"10,649","1,004",527,655,422,620,466,741,523,707,515,955,940,606,826,"1,142"
2020,7,70,"6,423",464,335,497,330,354,233,490,450,524,376,481,539,328,437,585
2020,7,80,"2,821",189,169,244,129,171,106,247,216,212,226,209,203,116,168,216
2020,7,90,235,26,17,18,10,12,5,11,14,14,19,18,18,17,16,20
2020,7,100,8,0,0,0,2,0,1,0,1,0,1,0,2,0,0,1
2020,8,총,"91,076","7,981","3,775","2,746","1,712","4,351","7,769","4,897","2,606","3,856","3,327","10,132","9,989","4,581","8,241","15,113"
2020,8,0,"8,068",392,288,57,37,321,"1,457",288,77,146,220,954,927,318,733,"1,853"
2020,8,10,"9,204",592,379,120,56,388,547,435,146,259,272,"1,104","1,401",475,982,"2,048"
2020,8,20,"11,296","1,274",381,176,107,417,899,514,176,447,371,"1,482","1,315",648,"1,134","1,955"
2020,8,30,"12,327","1,001",357,171,89,608,"2,040",474,154,299,349,"1,552","1,221",505,"1,142","2,365"
2020,8,40,"14,893","1,176",595,323,188,731,"1,200",803,345,520,532,"1,729","1,758",767,"1,467","2,759"
2020,8,50,"15,081","1,855",721,481,342,720,805,897,504,724,444,"1,642","1,655",797,"1,328","2,166"
2020,8,60,"10,684","1,010",532,659,418,623,477,739,523,710,515,957,945,610,830,"1,136"
2020,8,70,"6,453",466,335,496,333,362,233,486,453,526,377,485,541,326,440,594
2020,8,80,"2,827",189,170,245,130,169,105,249,213,212,227,208,207,118,169,216
2020,8,90,234,26,17,18,10,12,5,12,14,13,19,19,17,16,16,20
2020,8,100,9,0,0,0,2,0,1,0,1,0,1,0,2,1,0,1
2020,9,총,"91,168","7,993","3,782","2,745","1,710","4,375","7,843","4,895","2,607","3,865","3,323","10,140","9,962","4,577","8,250","15,101"
2020,9,0,"8,032",388,287,60,36,322,"1,457",286,77,143,218,953,919,318,732,"1,836"
2020,9,10,"9,202",593,376,120,56,395,563,435,143,258,268,"1,101","1,398",470,980,"2,046"
2020,9,20,"11,323","1,286",384,180,112,413,906,515,176,452,372,"1,491","1,307",635,"1,136","1,958"
2020,9,30,"12,324",996,353,171,88,610,"2,063",472,151,304,347,"1,558","1,202",507,"1,143","2,359"
2020,9,40,"14,875","1,182",595,319,184,729,"1,218",799,347,522,526,"1,714","1,741",770,"1,477","2,752"
2020,9,50,"15,131","1,850",728,478,339,727,812,902,503,727,448,"1,650","1,674",797,"1,322","2,174"
2020,9,60,"10,738","1,019",535,659,419,634,480,741,524,706,518,960,949,616,835,"1,143"
2020,9,70,"6,464",465,337,495,333,365,232,484,452,529,380,487,543,328,443,591
2020,9,80,"2,834",186,171,246,131,168,106,248,218,211,226,207,210,119,167,220
2020,9,90,236,28,16,17,10,12,5,13,15,13,19,19,17,16,15,21
2020,9,100,9,0,0,0,2,0,1,0,1,0,1,0,2,1,0,1
2020,10,총,"91,228","8,005","3,786","2,735","1,703","4,371","7,922","4,890","2,614","3,870","3,326","10,120","9,941","4,579","8,266","15,100"
2020,10,0,"8,002",393,284,58,37,314,"1,468",280,79,143,215,949,915,317,736,"1,814"
2020,10,10,"9,194",590,379,117,53,396,574,439,142,259,263,"1,095","1,387",471,982,"2,047"
2020,10,20,"11,337","1,274",379,180,112,417,907,509,176,458,380,"1,483","1,307",637,"1,140","1,978"
2020,10,30,"12,279","1,009",350,167,87,608,"2,079",468,154,305,347,"1,544","1,188",506,"1,129","2,338"
2020,10,40,"14,863","1,179",597,316,181,722,"1,242",795,341,517,520,"1,718","1,733",765,"1,480","2,757"
2020,10,50,"15,170","1,844",727,483,337,729,822,911,504,727,455,"1,652","1,674",802,"1,329","2,174"
2020,10,60,"10,824","1,038",536,656,423,644,485,743,527,706,517,964,965,612,849,"1,159"
2020,10,70,"6,456",464,342,494,328,363,234,476,455,530,383,486,539,331,442,589
2020,10,80,"2,858",186,177,247,135,165,104,256,221,211,226,211,212,122,163,222
2020,10,90,238,28,15,17,10,13,6,13,14,14,19,18,19,15,16,21
2020,10,100,7,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1
2020,11,총,"91,321","8,036","3,800","2,723","1,713","4,384","8,025","4,897","2,608","3,863","3,305","10,113","9,914","4,584","8,239","15,117"
2020,11,0,"7,972",396,281,56,36,306,"1,488",280,78,143,213,948,907,321,730,"1,789"
2020,11,10,"9,185",587,379,116,56,396,584,431,141,262,255,"1,092","1,379",470,976,"2,061"
2020,11,20,"11,372","1,278",384,179,114,427,917,518,178,456,389,"1,484","1,297",634,"1,136","1,981"
2020,11,30,"12,256","1,014",349,169,88,609,"2,096",469,149,298,342,"1,539","1,175",508,"1,117","2,334"
2020,11,40,"14,909","1,198",600,315,179,730,"1,269",794,339,515,515,"1,713","1,722",764,"1,477","2,779"
2020,11,50,"15,150","1,830",731,479,336,729,829,914,495,722,453,"1,649","1,685",802,"1,321","2,175"
2020,11,60,"10,924","1,051",537,655,427,651,496,747,536,711,516,974,975,622,863,"1,163"
2020,11,70,"6,467",470,348,490,333,361,235,479,457,531,380,486,540,326,441,590
2020,11,80,"2,842",184,176,247,134,162,104,252,221,211,222,210,212,121,162,224
2020,11,90,237,28,15,17,10,13,6,13,13,14,19,18,20,15,16,20
2020,11,100,7,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1
2020,12,총,"91,399","8,036","3,808","2,726","1,721","4,377","8,110","4,888","2,600","3,849","3,294","10,121","9,908","4,571","8,239","15,151"
2020,12,0,"7,934",391,276,57,38,304,"1,503",277,78,136,205,944,903,318,720,"1,784"
2020,12,10,"9,155",572,384,116,55,394,582,430,139,263,260,"1,085","1,378",469,969,"2,059"
2020,12,20,"11,408","1,282",385,182,115,421,948,513,176,447,385,"1,491","1,296",629,"1,145","1,993"
2020,12,30,"12,265","1,019",339,169,86,609,"2,115",467,146,297,341,"1,548","1,170",508,"1,113","2,338"
2020,12,40,"14,892","1,202",607,315,185,722,"1,276",786,340,512,508,"1,712","1,714",756,"1,471","2,786"
2020,12,50,"15,147","1,827",732,475,336,735,835,906,484,729,453,"1,651","1,676",798,"1,337","2,173"
2020,12,60,"11,017","1,063",543,660,425,655,505,762,539,708,514,977,993,626,869,"1,178"
2020,12,70,"6,481",469,350,486,337,363,233,479,462,530,384,489,544,329,436,590
2020,12,80,"2,852",185,176,249,135,159,105,253,221,212,224,206,212,122,164,229
2020,12,90,241,26,16,17,9,15,7,15,14,15,19,18,20,15,15,20
2020,12,100,7,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1
2021,1,총,"91,399","8,024","3,804","2,725","1,714","4,407","8,156","4,885","2,604","3,840","3,267","10,094","9,912","4,561","8,230","15,176"
2021,1,0,"7,856",377,274,56,39,302,"1,505",271,79,132,198,931,901,310,708,"1,773"
2021,1,10,"9,135",563,381,113,53,394,595,429,135,257,254,"1,081","1,381",472,969,"2,058"
2021,1,20,"11,410","1,282",384,183,107,427,952,517,180,443,384,"1,491","1,295",626,"1,148","1,991"
2021,1,30,"12,222","1,017",334,172,87,604,"2,110",462,145,295,334,"1,539","1,163",503,"1,116","2,341"
2021,1,40,"14,889","1,203",606,310,186,730,"1,301",775,336,509,503,"1,706","1,705",755,"1,468","2,796"
2021,1,50,"15,154","1,839",730,472,335,737,837,917,479,724,452,"1,642","1,673",798,"1,338","2,181"
2021,1,60,"11,108","1,066",552,664,421,665,510,762,551,716,519,994,"1,002",625,869,"1,192"
2021,1,70,"6,502",465,349,484,341,373,235,484,458,533,380,487,551,334,435,593
2021,1,80,"2,870",186,179,252,136,160,103,253,224,214,222,206,219,123,165,228
2021,1,90,246,26,15,19,9,15,7,15,16,17,20,17,20,14,14,22
2021,1,100,7,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1
2021,2,총,"91,471","7,969","3,787","2,722","1,710","4,384","8,150","4,865","2,591","3,823","3,228","10,048","9,877","4,542","8,150","15,625"
2021,2,0,"7,845",363,271,57,38,291,"1,516",266,75,128,188,911,887,307,684,"1,863"
2021,2,10,"9,139",553,377,113,54,395,602,420,135,253,248,"1,079","1,374",464,954,"2,118"
2021,2,20,"11,313","1,255",375,175,103,416,930,504,176,438,377,"1,485","1,276",627,"1,133","2,043"
2021,2,30,"12,205","1,013",330,168,88,603,"2,092",460,143,290,325,"1,518","1,166",496,"1,103","2,410"
2021,2,40,"14,899","1,189",586,309,185,728,"1,313",767,332,504,493,"1,694","1,687",751,"1,450","2,911"
2021,2,50,"15,203","1,850",747,477,330,738,832,916,476,723,448,"1,643","1,669",800,"1,337","2,217"
2021,2,60,"11,191","1,070",553,663,421,665,516,773,557,722,524,"1,000","1,019",623,875,"1,210"
2021,2,70,"6,532",463,352,483,348,374,237,490,456,528,382,491,557,333,436,602
2021,2,80,"2,890",187,181,258,135,159,103,254,223,220,223,211,220,124,164,228
2021,2,90,247,26,15,19,8,15,8,15,17,17,19,16,20,16,14,22
2021,2,100,7,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1
2021,3,총,"91,548","7,960","3,762","2,718","1,714","4,388","8,101","4,853","2,577","3,797","3,199","9,989","9,801","4,499","8,072","16,118"
2021,3,0,"7,809",358,261,58,37,291,"1,501",258,76,128,183,895,861,305,670,"1,927"
2021,3,10,"9,104",547,374,111,55,396,607,411,135,245,240,"1,068","1,362",463,932,"2,158"
2021,3,20,"11,332","1,245",376,176,104,418,911,510,173,433,375,"1,463","1,273",625,"1,131","2,119"
2021,3,30,"12,173",988,321,169,87,595,"2,061",461,142,285,319,"1,507","1,142",480,"1,082","2,534"
2021,3,40,"14,922","1,196",573,302,184,732,"1,315",752,329,493,487,"1,690","1,692",750,"1,433","2,994"
2021,3,50,"15,192","1,856",744,471,325,736,839,908,472,725,440,"1,639","1,643",789,"1,308","2,297"
2021,3,60,"11,320","1,087",563,668,430,669,520,789,556,724,529,"1,012","1,024",616,899,"1,234"
2021,3,70,"6,536",467,353,482,351,376,236,488,446,528,384,488,563,331,440,603
2021,3,80,"2,908",189,182,262,133,160,102,261,231,217,224,211,219,125,162,230
2021,3,90,249,27,15,19,8,15,9,15,16,19,17,16,21,15,15,22
2021,3,100,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021,4,총,"91,664","7,964","3,763","2,718","1,709","4,367","8,115","4,838","2,573","3,782","3,194","9,968","9,781","4,468","8,028","16,396"
2021,4,0,"7,772",358,257,59,37,283,"1,501",258,73,127,175,885,851,296,662,"1,950"
2021,4,10,"9,103",538,371,109,56,393,610,407,137,250,235,"1,065","1,357",463,929,"2,183"
2021,4,20,"11,355","1,246",372,180,98,407,913,509,169,430,375,"1,460","1,276",619,"1,133","2,168"
2021,4,30,"12,157",988,326,167,89,597,"2,058",454,144,279,313,"1,505","1,122",469,"1,067","2,579"
2021,4,40,"14,910","1,198",568,304,176,726,"1,322",746,326,492,481,"1,687","1,689",747,"1,420","3,028"
2021,4,50,"15,211","1,859",745,468,327,741,835,907,465,708,448,"1,630","1,648",785,"1,291","2,354"
2021,4,60,"11,443","1,093",575,665,436,671,530,790,562,728,542,"1,019","1,038",618,909,"1,267"
2021,4,70,"6,537",470,348,482,347,375,236,492,449,531,384,492,556,330,439,606
2021,4,80,"2,922",187,186,266,135,159,101,257,231,219,223,209,221,127,163,238
2021,4,90,251,27,15,18,8,15,9,18,16,18,17,16,22,14,15,23
2021,4,100,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021,5,총,"91,809","7,984","3,748","2,717","1,707","4,372","8,131","4,833","2,581","3,778","3,187","9,987","9,773","4,471","8,048","16,492"
2021,5,0,"7,724",354,251,58,39,279,"1,491",255,70,124,177,879,846,289,654,"1,958"
2021,5,10,"9,125",551,363,112,57,400,627,399,141,250,228,"1,064","1,351",463,923,"2,196"
2021,5,20,"11,374","1,230",370,179,97,410,909,513,171,428,382,"1,473","1,278",623,"1,145","2,166"
2021,5,30,"12,145",997,324,165,89,588,"2,057",453,143,272,307,"1,504","1,117",464,"1,062","2,603"
2021,5,40,"14,881","1,187",568,301,174,725,"1,329",735,323,486,483,"1,675","1,674",751,"1,423","3,047"
2021,5,50,"15,284","1,879",740,465,328,748,837,905,471,712,435,"1,651","1,668",787,"1,298","2,360"
2021,5,60,"11,532","1,103",582,672,435,666,533,804,565,738,551,"1,019","1,036",619,918,"1,291"
2021,5,70,"6,551",468,352,479,346,379,238,494,451,528,382,496,559,329,445,605
2021,5,80,"2,934",188,184,265,134,161,101,258,230,222,224,210,221,131,162,243
2021,5,90,256,27,14,21,8,16,9,17,15,18,17,16,22,15,18,23
2021,5,100,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021,6,총,"91,855","7,959","3,733","2,705","1,700","4,378","8,140","4,802","2,581","3,766","3,179","9,988","9,781","4,451","8,045","16,647"
2021,6,0,"7,702",356,242,57,39,278,"1,484",246,69,122,177,864,855,284,655,"1,974"
2021,6,10,"9,100",541,363,110,55,398,636,396,142,243,228,"1,063","1,348",459,924,"2,194"
2021,6,20,"11,375","1,217",371,176,98,420,901,509,172,428,381,"1,478","1,266",608,"1,138","2,212"
2021,6,30,"12,111",991,319,167,87,582,"2,051",441,140,266,303,"1,505","1,116",464,"1,061","2,618"
2021,6,40,"14,899","1,184",560,298,176,724,"1,332",726,322,487,485,"1,671","1,685",743,"1,426","3,080"
2021,6,50,"15,252","1,862",739,462,320,738,848,902,466,704,434,"1,654","1,662",785,"1,295","2,381"
2021,6,60,"11,654","1,124",586,669,439,683,540,812,566,746,548,"1,029","1,040",635,920,"1,317"
2021,6,70,"6,566",470,354,480,345,380,236,495,457,531,383,498,563,327,447,600
2021,6,80,"2,931",186,183,266,133,159,103,258,229,220,222,209,223,131,161,248
2021,6,90,262,28,16,20,8,16,9,17,17,19,17,17,22,15,18,23
2021,6,100,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021,7,총,"91,883","7,926","3,720","2,696","1,698","4,379","8,137","4,782","2,584","3,766","3,164","9,927","9,789","4,422","8,004","16,889"
2021,7,0,"7,689",361,240,52,38,280,"1,485",243,69,123,173,834,855,281,651,"2,004"
2021,7,10,"9,096",536,361,111,57,398,633,392,141,242,224,"1,049","1,350",456,927,"2,219"
2021,7,20,"11,337","1,199",372,170,95,424,888,508,167,421,387,"1,472","1,260",591,"1,118","2,265"
2021,7,30,"12,108",990,314,169,87,583,"2,057",430,142,266,296,"1,493","1,109",462,"1,059","2,651"
2021,7,40,"14,874","1,175",557,296,173,717,"1,337",716,324,487,484,"1,659","1,690",739,"1,410","3,110"
2021,7,50,"15,265","1,851",734,462,324,734,842,903,460,709,434,"1,658","1,663",782,"1,284","2,425"
2021,7,60,"11,710","1,125",584,673,442,684,549,810,573,747,546,"1,033","1,045",632,926,"1,341"
2021,7,70,"6,584",472,354,472,341,384,235,503,460,534,381,499,568,329,448,604
2021,7,80,"2,953",189,188,271,133,159,102,260,230,218,220,214,225,134,163,247
2021,7,90,264,28,16,20,8,16,9,17,17,19,18,16,23,16,18,23
2021,7,100,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021,8,총,"92,005","7,904","3,721","2,689","1,691","4,376","8,148","4,784","2,566","3,775","3,151","9,932","9,781","4,415","8,020","17,052"
2021,8,0,"7,673",354,240,52,38,280,"1,479",242,66,120,174,831,851,277,651,"2,018"
2021,8,10,"9,076",528,362,111,56,400,633,393,139,244,221,"1,042","1,343",455,920,"2,229"
2021,8,20,"11,370","1,212",363,163,95,431,884,504,164,421,382,"1,485","1,270",591,"1,123","2,282"
2021,8,30,"12,106",969,317,171,84,567,"2,068",427,140,266,295,"1,477","1,107",457,"1,063","2,698"
2021,8,40,"14,870","1,182",552,295,170,716,"1,341",718,315,488,481,"1,652","1,674",735,"1,409","3,142"
2021,8,50,"15,289","1,836",733,457,321,743,847,900,453,711,432,"1,663","1,668",784,"1,298","2,443"
2021,8,60,"11,798","1,137",591,676,444,681,552,815,580,749,547,"1,048","1,052",642,918,"1,366"
2021,8,70,"6,583",469,361,474,336,382,234,504,462,536,382,502,562,324,455,600
2021,8,80,"2,974",189,187,271,139,160,101,263,229,220,218,217,231,134,164,251
2021,8,90,264,28,15,19,8,16,9,18,17,20,19,15,22,16,19,23
2021,8,100,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021,9,총,"92,022","7,910","3,717","2,684","1,698","4,366","8,154","4,768","2,556","3,779","3,123","9,933","9,751","4,398","8,026","17,159"
2021,9,0,"7,639",358,238,48,37,276,"1,481",241,65,116,172,831,856,270,640,"2,010"
2021,9,10,"9,086",526,360,110,57,400,633,393,141,245,217,"1,035","1,333",467,921,"2,248"
2021,9,20,"11,329","1,211",363,164,92,417,896,501,157,425,376,"1,491","1,255",577,"1,126","2,278"
2021,9,30,"12,074",960,310,169,85,566,"2,051",419,136,267,287,"1,475","1,095",458,"1,070","2,726"
2021,9,40,"14,864","1,200",553,297,171,710,"1,346",716,311,491,480,"1,634","1,670",725,"1,398","3,162"
2021,9,50,"15,333","1,817",737,458,320,753,850,900,455,712,425,"1,676","1,669",781,"1,310","2,470"
2021,9,60,"11,845","1,154",590,672,450,681,550,813,581,747,545,"1,056","1,056",647,921,"1,382"
2021,9,70,"6,594",465,363,478,336,385,238,504,463,535,383,505,560,320,456,603
2021,9,80,"2,991",192,188,269,142,162,100,262,228,220,218,216,235,137,165,257
2021,9,90,265,27,15,19,8,16,9,19,18,21,20,14,21,16,19,23
2021,9,100,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021,10,총,"92,067","7,918","3,712","2,675","1,693","4,357","8,128","4,780","2,548","3,772","3,140","9,964","9,735","4,416","8,022","17,207"
2021,10,0,"7,580",352,234,46,35,271,"1,475",238,64,114,172,843,852,263,633,"1,988"
2021,10,10,"9,102",523,367,106,54,395,639,393,141,239,220,"1,040","1,330",477,930,"2,248"
2021,10,20,"11,302","1,210",361,163,93,416,882,497,152,420,382,"1,479","1,248",586,"1,115","2,298"
2021,10,30,"12,063",957,305,163,85,564,"2,026",424,137,273,281,"1,500","1,091",459,"1,067","2,731"
2021,10,40,"14,870","1,197",552,293,169,711,"1,364",714,309,491,481,"1,627","1,659",729,"1,392","3,182"
2021,10,50,"15,413","1,830",741,457,321,756,846,910,454,718,432,"1,676","1,678",787,"1,318","2,489"
2021,10,60,"11,852","1,162",588,673,450,681,552,816,579,740,541,"1,061","1,060",647,922,"1,380"
2021,10,70,"6,637",468,362,487,335,384,237,507,466,540,391,507,560,319,463,611
2021,10,80,"2,975",192,187,268,142,163,98,261,227,214,220,217,235,132,163,256
2021,10,90,271,27,15,19,9,16,9,20,18,23,20,14,21,17,19,24
2021,10,100,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021,11,총,"92,088","7,909","3,714","2,681","1,699","4,372","8,100","4,789","2,538","3,768","3,137","9,960","9,699","4,417","8,055","17,250"
2021,11,0,"7,541",352,233,46,34,272,"1,463",231,62,113,171,839,851,264,631,"1,979"
