년도,월,나이,부산광역시 사상구,부산광역시 사상구 삼락동,부산광역시 사상구 모라제1동,부산광역시 사상구 모라제3동,부산광역시 사상구 덕포제1동,부산광역시 사상구 덕포제2동,부산광역시 사상구 괘법동,부산광역시 사상구 감전동,부산광역시 사상구 주례제1동,부산광역시 사상구 주례제2동,부산광역시 사상구 주례제3동,부산광역시 사상구 학장동,부산광역시 사상구 엄궁동
2020,10,90,110,3,16,14,6,5,4,7,5,11,10,23,6
2020,10,100,9,0,0,1,1,1,1,2,1,1,0,1,0
2020,11,총,"107,721","3,243","14,216","5,285","4,561","6,705","11,410","7,350","8,018","11,764","6,563","14,565","14,041"
2020,11,0,"6,346",125,798,151,257,377,555,271,505,741,381,999,"1,186"
2020,11,10,"7,963",165,"1,066",258,343,502,578,384,599,953,561,"1,219","1,335"
2020,11,20,"15,569",380,"2,017",520,620,943,"1,963",931,"1,187","2,092",935,"1,929","2,052"
2020,11,30,"13,603",326,"1,771",465,545,771,"1,756",962,999,"1,638",815,"1,842","1,713"
2020,11,40,"15,467",438,"1,956",770,652,915,"1,514","1,053","1,024","1,800",926,"2,197","2,222"
2020,11,50,"20,643",753,"2,717","1,159",976,"1,324","2,245","1,529","1,572","1,889","1,129","2,646","2,704"
2020,11,60,"18,169",662,"2,512","1,140",705,"1,244","1,882","1,415","1,420","1,656","1,127","2,482","1,924"
2020,11,70,"7,910",319,"1,096",621,364,509,747,639,568,779,523,993,752
2020,11,80,"1,930",72,267,186,92,114,165,156,138,204,156,234,146
2020,11,90,112,3,16,14,6,5,4,8,5,11,10,23,7
2020,11,100,9,0,0,1,1,1,1,2,1,1,0,1,0
2020,12,총,"107,405","3,226","14,144","5,268","4,546","6,687","11,430","7,331","7,964","11,716","6,567","14,529","13,997"
2020,12,0,"6,292",125,783,146,256,372,547,271,502,734,380,993,"1,183"
2020,12,10,"7,882",162,"1,054",252,344,490,567,378,597,946,556,"1,204","1,332"
2020,12,20,"15,519",381,"1,989",518,614,938,"1,983",930,"1,178","2,094",944,"1,917","2,033"
2020,12,30,"13,528",322,"1,761",454,539,770,"1,773",957,981,"1,624",817,"1,839","1,691"
2020,12,40,"15,422",427,"1,941",765,652,918,"1,507","1,046","1,022","1,792",926,"2,200","2,226"
2020,12,50,"20,502",750,"2,707","1,165",957,"1,318","2,237","1,522","1,540","1,868","1,118","2,639","2,681"
2020,12,60,"18,258",665,"2,518","1,140",721,"1,243","1,893","1,421","1,433","1,665","1,140","2,483","1,936"
2020,12,70,"7,935",317,"1,108",625,365,516,747,635,565,776,519,996,766
2020,12,80,"1,944",74,266,189,91,116,171,161,140,205,156,234,141
2020,12,90,114,3,17,13,6,5,4,8,5,11,11,23,8
2020,12,100,9,0,0,1,1,1,1,2,1,1,0,1,0
2021,1,총,"107,191","3,220","14,144","5,254","4,533","6,667","11,463","7,323","7,946","11,660","6,559","14,491","13,931"
2021,1,0,"6,235",127,779,143,261,369,538,275,495,723,379,974,"1,172"
2021,1,10,"7,844",159,"1,052",249,340,483,567,375,590,938,558,"1,206","1,327"
2021,1,20,"15,408",383,"1,984",510,610,926,"1,989",913,"1,171","2,074",937,"1,896","2,015"
2021,1,30,"13,457",320,"1,756",450,541,771,"1,790",954,974,"1,595",811,"1,823","1,672"
2021,1,40,"15,366",422,"1,934",759,643,923,"1,505","1,042","1,016","1,780",931,"2,212","2,199"
2021,1,50,"20,433",746,"2,691","1,158",954,"1,303","2,220","1,526","1,540","1,882","1,114","2,619","2,680"
2021,1,60,"18,369",668,"2,541","1,151",722,"1,255","1,913","1,424","1,443","1,669","1,144","2,489","1,950"
2021,1,70,"7,978",314,"1,119",626,364,516,764,642,569,778,516,"1,009",761
2021,1,80,"1,978",78,271,194,92,115,172,162,141,209,157,239,148
2021,1,90,114,3,17,13,5,5,4,8,6,11,12,23,7
2021,1,100,9,0,0,1,1,1,1,2,1,1,0,1,0
2021,2,총,"107,128","3,225","14,099","5,249","4,542","6,631","11,514","7,301","7,950","11,683","6,544","14,485","13,905"
2021,2,0,"6,200",129,771,143,264,363,540,267,493,710,378,972,"1,170"
2021,2,10,"7,807",162,"1,047",247,338,477,567,371,592,937,552,"1,205","1,312"
2021,2,20,"15,365",385,"1,955",503,609,919,"1,996",909,"1,155","2,095",934,"1,892","2,013"
2021,2,30,"13,422",312,"1,749",443,546,766,"1,799",947,980,"1,602",813,"1,804","1,661"
2021,2,40,"15,370",421,"1,943",773,637,907,"1,510","1,032","1,028","1,779",920,"2,223","2,197"
2021,2,50,"20,346",743,"2,673","1,156",950,"1,287","2,216","1,528","1,532","1,882","1,114","2,603","2,662"
2021,2,60,"18,482",677,"2,548","1,144",736,"1,268","1,928","1,431","1,447","1,673","1,149","2,511","1,970"
2021,2,70,"7,997",314,"1,120",626,362,520,777,636,570,780,513,"1,015",764
2021,2,80,"2,015",78,276,200,94,118,176,170,146,213,159,235,150
2021,2,90,115,4,17,13,5,5,4,8,6,11,12,24,6
2021,2,100,9,0,0,1,1,1,1,2,1,1,0,1,0
2021,3,총,"106,717","3,158","14,083","5,234","4,509","6,600","11,520","7,246","7,906","11,694","6,516","14,409","13,842"
2021,3,0,"6,154",134,773,140,260,360,538,262,495,703,378,964,"1,147"
2021,3,10,"7,768",158,"1,042",238,337,473,568,366,581,946,546,"1,193","1,320"
2021,3,20,"15,303",381,"1,945",495,606,912,"2,030",898,"1,144","2,092",926,"1,879","1,995"
2021,3,30,"13,368",305,"1,736",441,539,761,"1,815",939,973,"1,612",816,"1,784","1,647"
2021,3,40,"15,337",408,"1,937",770,637,913,"1,498","1,024","1,024","1,791",916,"2,220","2,199"
2021,3,50,"20,167",719,"2,657","1,152",938,"1,257","2,193","1,516","1,516","1,872","1,110","2,586","2,651"
2021,3,60,"18,511",662,"2,569","1,155",740,"1,271","1,927","1,425","1,446","1,679","1,148","2,526","1,963"
2021,3,70,"7,985",308,"1,126",630,355,529,776,635,574,780,506,"1,003",763
2021,3,80,"2,009",80,281,200,93,118,171,173,147,207,159,229,151
2021,3,90,111,3,17,13,4,5,3,7,6,11,11,25,6
2021,3,100,4,0,0,0,0,1,1,1,0,1,0,0,0
2021,4,총,"106,530","3,156","14,076","5,204","4,507","6,564","11,569","7,212","7,907","11,676","6,489","14,368","13,802"
2021,4,0,"6,085",132,772,138,259,350,533,259,500,692,371,948,"1,131"
2021,4,10,"7,733",157,"1,036",231,338,477,563,363,571,952,543,"1,186","1,316"
2021,4,20,"15,287",374,"1,937",500,606,911,"2,056",890,"1,153","2,078",921,"1,887","1,974"
2021,4,30,"13,367",316,"1,760",427,537,755,"1,830",927,976,"1,618",805,"1,755","1,661"
2021,4,40,"15,304",399,"1,932",773,638,911,"1,504","1,019","1,023","1,794",917,"2,210","2,184"
2021,4,50,"20,032",719,"2,635","1,126",921,"1,235","2,201","1,510","1,508","1,847","1,112","2,590","2,628"
2021,4,60,"18,582",670,"2,575","1,166",752,"1,272","1,934","1,427","1,446","1,691","1,143","2,525","1,981"
2021,4,70,"8,001",304,"1,129",630,356,531,771,637,578,782,507,"1,011",765
2021,4,80,"2,030",82,282,201,96,116,173,172,147,210,160,235,156
2021,4,90,105,3,18,12,4,5,3,7,5,11,10,21,6
2021,4,100,4,0,0,0,0,1,1,1,0,1,0,0,0
2021,5,총,"106,324","3,128","14,105","5,167","4,503","6,564","11,572","7,170","7,892","11,665","6,470","14,305","13,783"
2021,5,0,"6,031",129,765,133,259,346,531,256,497,690,367,935,"1,123"
2021,5,10,"7,686",157,"1,034",226,335,480,556,355,569,943,545,"1,175","1,311"
2021,5,20,"15,269",369,"1,940",494,606,905,"2,080",885,"1,143","2,066",928,"1,882","1,971"
2021,5,30,"13,304",316,"1,766",415,536,766,"1,813",914,964,"1,630",797,"1,734","1,653"
2021,5,40,"15,246",389,"1,927",762,629,908,"1,507","1,012","1,024","1,794",909,"2,211","2,174"
2021,5,50,"19,930",707,"2,636","1,118",918,"1,230","2,191","1,498","1,499","1,834","1,099","2,571","2,629"
2021,5,60,"18,671",672,"2,596","1,176",756,"1,269","1,947","1,435","1,458","1,693","1,148","2,532","1,989"
2021,5,70,"8,030",305,"1,138",626,362,538,765,635,584,793,504,"1,008",772
2021,5,80,"2,042",81,284,205,98,116,177,171,149,209,163,236,153
2021,5,90,111,3,19,12,4,5,4,8,5,12,10,21,8
2021,5,100,4,0,0,0,0,1,1,1,0,1,0,0,0
2021,6,총,"106,185","3,118","14,153","5,123","4,490","6,563","11,582","7,178","7,852","11,626","6,452","14,305","13,743"
2021,6,0,"6,011",127,763,131,254,346,538,258,493,689,362,935,"1,115"
2021,6,10,"7,671",151,"1,035",224,331,482,555,358,569,944,545,"1,169","1,308"
2021,6,20,"15,195",364,"1,954",487,606,893,"2,073",878,"1,136","2,054",920,"1,870","1,960"
2021,6,30,"13,281",309,"1,789",403,531,770,"1,810",924,948,"1,621",796,"1,738","1,642"
2021,6,40,"15,239",397,"1,932",759,628,908,"1,499","1,012","1,019","1,786",909,"2,221","2,169"
2021,6,50,"19,799",711,"2,624","1,100",917,"1,226","2,183","1,484","1,484","1,814","1,091","2,554","2,611"
2021,6,60,"18,765",670,"2,608","1,183",761,"1,269","1,973","1,436","1,462","1,702","1,153","2,548","2,000"
2021,6,70,"8,046",302,"1,138",624,361,544,768,648,586,788,503,"1,010",774
2021,6,80,"2,064",84,291,200,97,118,178,172,150,215,164,239,156
2021,6,90,110,3,19,12,4,6,4,7,5,12,9,21,8
2021,6,100,4,0,0,0,0,1,1,1,0,1,0,0,0
2021,7,총,"106,013","3,110","14,119","5,095","4,480","6,550","11,598","7,160","7,830","11,635","6,434","14,272","13,730"
2021,7,0,"5,974",125,755,131,253,345,538,251,490,687,360,933,"1,106"
2021,7,10,"7,646",149,"1,033",223,329,483,553,358,566,940,541,"1,166","1,305"
2021,7,20,"15,126",363,"1,925",483,609,885,"2,081",880,"1,125","2,053",918,"1,853","1,951"
2021,7,30,"13,269",308,"1,788",402,529,772,"1,820",898,950,"1,629",794,"1,732","1,647"
2021,7,40,"15,147",395,"1,926",748,618,903,"1,508","1,010","1,014","1,780",900,"2,199","2,146"
2021,7,50,"19,736",711,"2,618","1,090",906,"1,212","2,163","1,484","1,477","1,813","1,091","2,549","2,622"
2021,7,60,"18,854",669,"2,619","1,184",771,"1,281","1,980","1,448","1,465","1,710","1,150","2,562","2,015"
2021,7,70,"8,057",302,"1,143",620,362,542,772,648,587,787,506,"1,016",772
2021,7,80,"2,087",84,292,202,99,120,177,175,151,223,165,240,159
2021,7,90,113,4,20,12,4,6,5,7,5,12,9,22,7
2021,7,100,4,0,0,0,0,1,1,1,0,1,0,0,0
2021,8,총,"105,794","3,120","14,087","5,072","4,482","6,558","11,604","7,108","7,794","11,622","6,425","14,235","13,687"
2021,8,0,"5,948",129,756,131,251,349,532,250,485,685,359,930,"1,091"
2021,8,10,"7,618",145,"1,029",218,333,483,553,359,567,932,532,"1,164","1,303"
2021,8,20,"15,019",364,"1,903",481,605,876,"2,083",858,"1,117","2,051",914,"1,833","1,934"
2021,8,30,"13,207",308,"1,778",397,522,777,"1,829",885,951,"1,616",794,"1,709","1,641"
2021,8,40,"15,102",391,"1,912",742,624,903,"1,500","1,000","1,010","1,782",890,"2,209","2,139"
2021,8,50,"19,682",706,"2,619","1,082",905,"1,207","2,167","1,478","1,463","1,811","1,092","2,531","2,621"
2021,8,60,"18,919",684,"2,618","1,183",775,"1,290","1,985","1,448","1,461","1,723","1,163","2,571","2,018"
2021,8,70,"8,074",304,"1,159",623,361,544,773,645,584,782,504,"1,021",774
2021,8,80,"2,107",86,293,203,102,122,175,176,151,227,167,245,160
2021,8,90,114,3,20,12,4,6,6,8,5,12,10,22,6
2021,8,100,4,0,0,0,0,1,1,1,0,1,0,0,0
2021,9,총,"105,690","3,114","14,061","5,042","4,464","6,574","11,617","7,100","7,790","11,634","6,430","14,202","13,662"
2021,9,0,"5,920",128,745,128,247,349,534,255,483,680,360,919,"1,092"
2021,9,10,"7,557",147,"1,019",210,330,489,539,359,565,926,531,"1,152","1,290"
2021,9,20,"14,987",359,"1,904",478,602,870,"2,081",848,"1,112","2,069",915,"1,833","1,916"
2021,9,30,"13,209",307,"1,780",395,513,776,"1,843",894,951,"1,616",792,"1,692","1,650"
2021,9,40,"15,061",388,"1,901",732,621,909,"1,502",985,"1,016","1,789",888,"2,193","2,137"
2021,9,50,"19,630",708,"2,595","1,080",909,"1,202","2,153","1,475","1,467","1,801","1,091","2,530","2,619"
2021,9,60,"18,965",685,"2,639","1,181",772,"1,300","2,001","1,446","1,453","1,721","1,171","2,580","2,016"
2021,9,70,"8,104",303,"1,159",624,360,545,780,652,584,790,503,"1,028",776
2021,9,80,"2,138",86,299,202,106,127,177,177,153,229,170,252,160
2021,9,90,115,3,20,12,4,6,6,8,6,12,9,23,6
2021,9,100,4,0,0,0,0,1,1,1,0,1,0,0,0
2021,10,총,"105,543","3,115","14,027","5,027","4,447","6,568","11,627","7,092","7,786","11,630","6,438","14,185","13,601"
2021,10,0,"5,883",126,737,128,242,347,538,256,475,683,361,908,"1,082"
2021,10,10,"7,523",145,"1,019",206,327,485,538,355,570,926,527,"1,148","1,277"
2021,10,20,"14,921",360,"1,894",474,601,864,"2,085",845,"1,104","2,050",923,"1,819","1,902"
2021,10,30,"13,178",309,"1,769",397,516,768,"1,837",894,941,"1,624",791,"1,698","1,634"
2021,10,40,"15,035",385,"1,887",731,616,916,"1,502",975,"1,022","1,779",892,"2,188","2,142"
2021,10,50,"19,563",706,"2,581","1,071",905,"1,199","2,151","1,468","1,464","1,800","1,087","2,541","2,590"
2021,10,60,"19,040",689,"2,652","1,184",772,"1,296","2,009","1,465","1,453","1,737","1,176","2,572","2,035"
2021,10,70,"8,134",305,"1,169",620,359,556,779,647,592,787,506,"1,038",776
2021,10,80,"2,149",87,298,206,105,129,182,179,159,232,166,250,156
2021,10,90,114,3,21,10,4,7,5,7,6,12,9,23,7
2021,10,100,3,0,0,0,0,1,1,1,0,0,0,0,0
2021,11,총,"105,299","3,112","13,989","4,992","4,447","6,572","11,602","7,086","7,769","11,591","6,438","14,160","13,541"
2021,11,0,"5,820",125,737,125,234,342,523,261,475,678,359,889,"1,072"
2021,11,10,"7,505",145,"1,018",204,328,486,538,352,563,926,528,"1,149","1,268"
2021,11,20,"14,823",357,"1,868",468,597,875,"2,073",833,"1,093","2,027",926,"1,819","1,887"
2021,11,30,"13,163",313,"1,767",395,519,767,"1,846",902,942,"1,626",793,"1,675","1,618"
2021,11,40,"15,016",379,"1,885",724,618,921,"1,508",969,"1,025","1,762",882,"2,202","2,141"
2021,11,50,"19,479",704,"2,576","1,060",902,"1,190","2,143","1,457","1,456","1,803","1,086","2,533","2,569"
2021,11,60,"19,049",694,"2,644","1,179",778,"1,298","2,000","1,472","1,456","1,731","1,180","2,576","2,041"
2021,11,70,"8,161",303,"1,179",620,361,555,784,652,589,785,508,"1,042",783
2021,11,80,"2,173",90,296,208,106,130,182,180,165,241,167,252,156
2021,11,90,108,2,19,9,4,7,5,7,5,12,9,23,6
2021,11,100,2,0,0,0,0,1,0,1,0,0,0,0,0
2021,12,총,"105,034","3,099","13,961","4,977","4,440","6,545","11,602","7,058","7,740","11,542","6,438","14,129","13,503"
2021,12,0,"5,771",124,742,128,231,339,520,251,468,666,358,880,"1,064"
2021,12,10,"7,483",143,"1,014",202,328,481,545,348,559,923,525,"1,148","1,267"
2021,12,20,"14,717",351,"1,846",463,598,876,"2,061",834,"1,083","2,009",920,"1,801","1,875"
2021,12,30,"13,115",314,"1,762",402,506,756,"1,848",901,940,"1,621",794,"1,668","1,603"
2021,12,40,"14,973",374,"1,883",712,626,924,"1,514",957,"1,021","1,750",878,"2,197","2,137"
2021,12,50,"19,433",708,"2,565","1,058",901,"1,174","2,144","1,454","1,455","1,799","1,086","2,533","2,556"
2021,12,60,"19,041",693,"2,640","1,180",774,"1,299","1,993","1,469","1,447","1,733","1,185","2,573","2,055"
2021,12,70,"8,176",298,"1,187",614,364,558,788,655,591,782,513,"1,046",780
2021,12,80,"2,211",92,302,210,108,129,183,181,171,247,171,258,159
2021,12,90,112,2,20,8,4,8,6,7,5,12,8,25,7
