년도,월,나이,군포시,군포1동,군포2동,산본1동,산본2동,금정동,재궁동,오금동,수리동,궁내동,대야동,광정동,송부동
2020,3,0,"22,036","2,100","5,034",786,"2,470",893,"1,308","2,139","1,187","1,963","2,280","1,876",
2020,3,10,"27,657","2,769","6,300",936,"2,888","1,254","1,581","2,301","1,714","3,273","1,765","2,876",
2020,3,20,"38,447","5,218","7,378","2,497","3,897","2,708","2,842","2,860","2,185","2,568","2,668","3,626",
2020,3,30,"39,457","4,656","7,453","2,246","3,749","2,375","3,351","3,930","2,274","2,266","3,787","3,370",
2020,3,40,"45,608","5,101","9,366","2,151","4,568","2,651","2,928","3,997","2,835","4,323","3,240","4,448",
2020,3,50,"48,418","6,470","9,457","3,199","4,887","3,546","3,248","3,416","3,022","3,557","3,250","4,366",
2020,3,60,"31,173","4,244","5,491","2,545","3,278","2,544","2,417","2,168","1,999","1,817","2,047","2,623",
2020,3,70,"14,702","1,823","2,393","1,310","1,352","1,075","1,231","1,119","1,191",928,898,"1,382",
2020,3,80,"7,264",732,"1,019",570,675,402,649,647,749,583,336,902,
2020,3,90,"1,127",120,177,83,114,53,98,81,89,79,66,167,
2020,3,100,71,10,14,8,2,7,6,0,4,3,5,12,
2020,4,총,"275,954","33,340","54,161","16,302","27,895","17,486","19,584","22,610","17,238","21,356","20,369","25,613",
2020,4,0,"21,951","2,090","5,008",773,"2,456",892,"1,308","2,125","1,193","1,962","2,277","1,867",
2020,4,10,"27,547","2,759","6,306",931,"2,878","1,234","1,562","2,285","1,711","3,253","1,773","2,855",
2020,4,20,"38,524","5,256","7,424","2,507","3,894","2,724","2,823","2,850","2,182","2,578","2,656","3,630",
2020,4,30,"39,427","4,682","7,454","2,217","3,751","2,364","3,342","3,914","2,282","2,278","3,788","3,355",
2020,4,40,"45,495","5,077","9,372","2,150","4,557","2,634","2,908","3,978","2,818","4,312","3,250","4,439",
2020,4,50,"48,380","6,503","9,437","3,181","4,883","3,546","3,228","3,427","3,019","3,548","3,230","4,378",
2020,4,60,"31,430","4,286","5,548","2,558","3,340","2,550","2,419","2,182","2,003","1,831","2,086","2,627",
2020,4,70,"14,712","1,812","2,400","1,322","1,345","1,083","1,239","1,122","1,185",930,893,"1,381",
2020,4,80,"7,278",741,"1,022",567,672,400,649,643,751,581,345,907,
2020,4,90,"1,138",124,176,88,117,52,100,84,90,79,66,162,
2020,4,100,72,10,14,8,2,7,6,0,4,4,5,12,
2020,5,총,"275,902","33,483","54,215","16,261","27,800","17,493","19,526","22,569","17,203","21,311","20,442","25,599",
2020,5,0,"21,805","2,073","4,982",760,"2,435",888,"1,279","2,116","1,168","1,960","2,295","1,849",
2020,5,10,"27,437","2,760","6,299",926,"2,857","1,232","1,557","2,265","1,711","3,229","1,766","2,835",
2020,5,20,"38,552","5,307","7,418","2,489","3,893","2,731","2,816","2,845","2,182","2,572","2,654","3,645",
2020,5,30,"39,338","4,667","7,471","2,199","3,720","2,364","3,317","3,911","2,260","2,285","3,800","3,344",
2020,5,40,"45,402","5,092","9,349","2,153","4,515","2,622","2,898","3,971","2,825","4,285","3,248","4,444",
2020,5,50,"48,412","6,546","9,447","3,166","4,869","3,550","3,237","3,415","3,016","3,539","3,238","4,389",
2020,5,60,"31,634","4,335","5,606","2,567","3,368","2,552","2,415","2,197","2,010","1,837","2,116","2,631",
2020,5,70,"14,785","1,817","2,424","1,331","1,349","1,094","1,243","1,121","1,184",938,899,"1,385",
2020,5,80,"7,327",748,"1,029",573,676,403,659,646,751,586,354,902,
2020,5,90,"1,137",128,176,89,115,49,99,82,92,77,67,163,
2020,5,100,73,10,14,8,3,8,6,0,4,3,5,12,
2020,6,총,"276,039","33,642","54,215","16,289","27,737","17,521","19,538","22,515","17,193","21,275","20,446","25,668",
2020,6,0,"21,724","2,085","4,975",737,"2,408",884,"1,273","2,094","1,169","1,967","2,281","1,851",
2020,6,10,"27,299","2,738","6,273",927,"2,841","1,229","1,541","2,233","1,697","3,204","1,769","2,847",
2020,6,20,"38,641","5,361","7,388","2,506","3,892","2,755","2,830","2,855","2,191","2,565","2,640","3,658",
2020,6,30,"39,282","4,693","7,455","2,211","3,671","2,365","3,307","3,928","2,240","2,278","3,788","3,346",
2020,6,40,"45,379","5,117","9,357","2,151","4,515","2,617","2,888","3,930","2,826","4,272","3,268","4,438",
2020,6,50,"48,421","6,556","9,446","3,155","4,850","3,558","3,241","3,429","2,994","3,545","3,247","4,400",
2020,6,60,"31,907","4,378","5,667","2,602","3,412","2,552","2,422","2,205","2,029","1,846","2,128","2,666",
2020,6,70,"14,814","1,832","2,435","1,317","1,347","1,099","1,261","1,113","1,194",935,901,"1,380",
2020,6,80,"7,351",740,"1,032",586,680,398,671,646,754,585,356,903,
2020,6,90,"1,147",132,173,89,118,56,98,82,95,74,63,167,
2020,6,100,74,10,14,8,3,8,6,0,4,4,5,12,
2020,7,총,"275,995","33,851","54,202","16,236","27,733","17,496","19,498","22,454","17,141","21,283","20,466","25,635",
2020,7,0,"21,613","2,086","4,949",714,"2,397",876,"1,268","2,084","1,160","1,959","2,281","1,839",
2020,7,10,"27,237","2,751","6,277",917,"2,837","1,222","1,531","2,206","1,678","3,214","1,762","2,842",
2020,7,20,"38,570","5,396","7,366","2,486","3,879","2,751","2,818","2,840","2,188","2,556","2,628","3,662",
2020,7,30,"39,196","4,703","7,448","2,206","3,657","2,357","3,290","3,909","2,235","2,276","3,787","3,328",
2020,7,40,"45,322","5,157","9,348","2,141","4,511","2,598","2,888","3,911","2,804","4,265","3,276","4,423",
2020,7,50,"48,438","6,586","9,426","3,156","4,875","3,568","3,220","3,434","2,988","3,539","3,247","4,399",
2020,7,60,"32,094","4,421","5,703","2,609","3,428","2,563","2,432","2,210","2,029","1,864","2,149","2,686",
2020,7,70,"14,928","1,867","2,458","1,321","1,353","1,094","1,276","1,127","1,202",945,902,"1,383",
2020,7,80,"7,373",742,"1,039",590,676,403,671,650,755,586,364,897,
2020,7,90,"1,151",132,173,88,117,56,98,83,98,75,65,166,
2020,7,100,73,10,15,8,3,8,6,0,4,4,5,10,
2020,8,총,"275,508","33,785","54,106","16,194","27,700","17,504","19,431","22,399","17,075","21,270","20,500","25,544",
2020,8,0,"21,403","2,040","4,906",711,"2,373",867,"1,271","2,042","1,132","1,954","2,285","1,822",
2020,8,10,"27,097","2,734","6,255",896,"2,835","1,207","1,509","2,210","1,669","3,205","1,754","2,823",
2020,8,20,"38,475","5,402","7,347","2,488","3,860","2,754","2,799","2,835","2,160","2,559","2,624","3,647",
2020,8,30,"39,082","4,692","7,402","2,203","3,653","2,367","3,286","3,890","2,213","2,285","3,779","3,312",
2020,8,40,"45,110","5,105","9,359","2,127","4,507","2,574","2,863","3,889","2,782","4,240","3,283","4,381",
2020,8,50,"48,395","6,609","9,393","3,142","4,851","3,566","3,217","3,435","2,989","3,548","3,250","4,395",
2020,8,60,"32,315","4,444","5,745","2,611","3,452","2,595","2,437","2,240","2,048","1,862","2,179","2,702",
2020,8,70,"14,991","1,864","2,469","1,327","1,369","1,102","1,276","1,123","1,214",949,910,"1,388",
2020,8,80,"7,417",753,"1,043",591,677,406,673,652,766,588,366,902,
2020,8,90,"1,147",131,171,90,119,58,95,83,97,76,65,162,
2020,8,100,76,11,16,8,4,8,5,0,5,4,5,10,
2020,9,총,"274,985","33,849","53,962","16,166","27,603","17,471","19,360","22,347","16,968","21,237","20,504","25,518",
2020,9,0,"21,227","2,045","4,858",700,"2,356",863,"1,252","2,022","1,112","1,922","2,276","1,821",
2020,9,10,"26,938","2,696","6,221",889,"2,817","1,194","1,500","2,200","1,651","3,199","1,761","2,810",
2020,9,20,"38,404","5,433","7,322","2,497","3,839","2,747","2,787","2,836","2,131","2,556","2,609","3,647",
2020,9,30,"38,751","4,715","7,308","2,203","3,618","2,351","3,230","3,856","2,170","2,272","3,750","3,278",
2020,9,40,"44,987","5,092","9,345","2,111","4,483","2,550","2,865","3,869","2,772","4,232","3,301","4,367",
2020,9,50,"48,356","6,636","9,374","3,113","4,841","3,561","3,209","3,444","2,977","3,549","3,257","4,395",
2020,9,60,"32,629","4,457","5,818","2,639","3,478","2,629","2,464","2,255","2,065","1,887","2,201","2,736",
2020,9,70,"15,007","1,874","2,474","1,324","1,368","1,097","1,281","1,128","1,208",948,912,"1,393",
2020,9,80,"7,437",759,"1,051",591,676,414,671,650,777,590,367,891,
2020,9,90,"1,172",131,175,91,123,57,96,87,100,78,65,169,
2020,9,100,77,11,16,8,4,8,5,0,5,4,5,11,
2020,10,총,"274,620","33,873","53,924","16,124","27,476","17,435","19,360","22,282","16,925","21,187","20,542","25,492",
2020,10,0,"21,013","2,026","4,805",688,"2,317",854,"1,243","1,990","1,092","1,910","2,286","1,802",
2020,10,10,"26,811","2,684","6,230",875,"2,804","1,193","1,473","2,193","1,639","3,178","1,747","2,795",
2020,10,20,"38,404","5,459","7,311","2,492","3,813","2,729","2,804","2,842","2,130","2,550","2,619","3,655",
2020,10,30,"38,521","4,700","7,277","2,197","3,587","2,335","3,239","3,798","2,152","2,247","3,734","3,255",
2020,10,40,"44,774","5,089","9,311","2,095","4,444","2,527","2,849","3,863","2,756","4,206","3,288","4,346",
2020,10,50,"48,415","6,641","9,378","3,100","4,843","3,566","3,208","3,460","2,970","3,567","3,279","4,403",
2020,10,60,"32,889","4,481","5,876","2,654","3,496","2,650","2,476","2,269","2,089","1,911","2,223","2,764",
2020,10,70,"15,046","1,886","2,480","1,332","1,371","1,097","1,285","1,131","1,215",939,920,"1,390",
2020,10,80,"7,488",767,"1,064",589,673,416,677,649,778,599,373,903,
2020,10,90,"1,181",129,176,94,124,59,101,87,99,77,67,168,
2020,10,100,78,11,16,8,4,9,5,0,5,3,6,11,
2020,11,총,"274,309","33,863","53,830","16,132","27,425","17,450","19,274","22,232","16,894","21,188","20,550","25,471",
2020,11,0,"20,792","2,002","4,747",672,"2,300",853,"1,215","1,973","1,075","1,889","2,277","1,789",
2020,11,10,"26,752","2,671","6,244",867,"2,808","1,187","1,470","2,189","1,634","3,171","1,751","2,760",
2020,11,20,"38,330","5,463","7,284","2,497","3,792","2,742","2,776","2,835","2,120","2,550","2,611","3,660",
2020,11,30,"38,394","4,693","7,243","2,207","3,558","2,335","3,220","3,773","2,141","2,240","3,719","3,265",
2020,11,40,"44,703","5,095","9,279","2,091","4,458","2,527","2,820","3,848","2,751","4,202","3,317","4,315",
2020,11,50,"48,317","6,611","9,363","3,092","4,830","3,546","3,201","3,450","2,963","3,572","3,258","4,431",
2020,11,60,"33,153","4,518","5,929","2,670","3,509","2,674","2,496","2,294","2,109","1,936","2,252","2,766",
2020,11,70,"15,082","1,898","2,487","1,344","1,378","1,093","1,280","1,138","1,207",944,919,"1,394",
2020,11,80,"7,519",772,"1,061",591,664,420,688,646,788,605,373,911,
2020,11,90,"1,189",129,178,93,124,64,103,86,101,76,67,168,
2020,11,100,78,11,15,8,4,9,5,0,5,3,6,12,
2020,12,총,"273,791","33,793","53,722","16,117","27,346","17,449","19,203","22,206","16,844","21,117","20,582","25,412",
2020,12,0,"20,630","1,994","4,710",662,"2,282",859,"1,200","1,954","1,061","1,878","2,259","1,771",
2020,12,10,"26,654","2,677","6,222",856,"2,790","1,188","1,458","2,177","1,633","3,140","1,755","2,758",
2020,12,20,"38,232","5,457","7,252","2,495","3,759","2,753","2,749","2,849","2,112","2,551","2,605","3,650",
2020,12,30,"38,258","4,653","7,209","2,202","3,537","2,342","3,206","3,760","2,126","2,232","3,735","3,256",
2020,12,40,"44,520","5,085","9,247","2,086","4,442","2,521","2,807","3,823","2,735","4,170","3,320","4,284",
2020,12,50,"48,202","6,573","9,353","3,085","4,822","3,520","3,171","3,458","2,954","3,567","3,270","4,429",
2020,12,60,"33,359","4,533","5,974","2,686","3,532","2,673","2,533","2,312","2,119","1,953","2,264","2,780",
2020,12,70,"15,124","1,908","2,498","1,350","1,383","1,100","1,282","1,134","1,205",938,927,"1,399",
2020,12,80,"7,532",769,"1,064",591,674,418,685,654,789,607,373,908,
2020,12,90,"1,202",132,180,96,121,66,107,84,105,78,68,165,
2020,12,100,78,12,13,8,4,9,5,1,5,3,6,12,
2021,1,총,"273,542","33,780","53,708","16,074","27,313","17,444","19,197","22,130","16,830","21,055","20,614","25,397",
2021,1,0,"20,505","1,992","4,697",656,"2,278",867,"1,188","1,918","1,047","1,848","2,253","1,761",
2021,1,10,"26,493","2,644","6,197",850,"2,774","1,169","1,440","2,152","1,624","3,140","1,746","2,757",
2021,1,20,"38,199","5,445","7,236","2,494","3,745","2,757","2,757","2,850","2,111","2,539","2,608","3,657",
2021,1,30,"38,131","4,655","7,172","2,183","3,535","2,338","3,214","3,736","2,124","2,216","3,725","3,233",
2021,1,40,"44,321","5,066","9,235","2,090","4,427","2,491","2,792","3,785","2,713","4,129","3,326","4,267",
2021,1,50,"48,122","6,565","9,339","3,045","4,794","3,512","3,157","3,476","2,967","3,579","3,264","4,424",
2021,1,60,"33,731","4,578","6,054","2,709","3,577","2,700","2,554","2,337","2,128","1,972","2,306","2,816",
2021,1,70,"15,182","1,914","2,514","1,359","1,379","1,112","1,289","1,136","1,211",938,934,"1,396",
2021,1,80,"7,577",779,"1,075",581,681,421,694,653,797,609,379,908,
2021,1,90,"1,206",130,176,99,120,68,107,86,103,82,68,167,
2021,1,100,75,12,13,8,3,9,5,1,5,3,5,11,
2021,2,총,"272,533","33,633","53,493","16,046","27,196","17,484","19,081","21,990","16,762","20,963","20,598","25,287",
2021,2,0,"20,195","1,953","4,615",650,"2,224",862,"1,169","1,874","1,028","1,848","2,250","1,722",
2021,2,10,"26,290","2,632","6,146",843,"2,764","1,163","1,411","2,135","1,615","3,104","1,746","2,731",
2021,2,20,"37,985","5,405","7,200","2,509","3,712","2,763","2,749","2,814","2,096","2,527","2,577","3,633",
2021,2,30,"37,853","4,637","7,114","2,176","3,496","2,341","3,169","3,695","2,113","2,195","3,697","3,220",
2021,2,40,"44,062","5,018","9,169","2,075","4,413","2,515","2,758","3,771","2,664","4,105","3,352","4,222",
2021,2,50,"48,049","6,556","9,334","3,023","4,804","3,494","3,150","3,469","2,984","3,554","3,252","4,429",
2021,2,60,"33,990","4,596","6,118","2,722","3,583","2,724","2,573","2,357","2,141","2,004","2,328","2,844",
2021,2,70,"15,172","1,914","2,513","1,353","1,389","1,114","1,288","1,133","1,207",925,943,"1,393",
2021,2,80,"7,658",780,"1,094",589,692,433,700,658,807,614,379,912,
2021,2,90,"1,205",130,177,98,116,66,109,84,102,84,69,170,
2021,2,100,74,12,13,8,3,9,5,0,5,3,5,11,
2021,3,총,"271,392","33,419","53,407","15,972","27,072","17,388","18,938","21,888","16,648","20,885","20,600","25,175",
2021,3,0,"19,996","1,928","4,606",641,"2,219",841,"1,147","1,845","1,010","1,827","2,236","1,696",
2021,3,10,"26,148","2,619","6,113",840,"2,757","1,149","1,407","2,122","1,596","3,091","1,757","2,697",
2021,3,20,"37,870","5,417","7,188","2,502","3,676","2,764","2,731","2,817","2,067","2,523","2,557","3,628",
2021,3,30,"37,620","4,586","7,073","2,170","3,475","2,328","3,142","3,681","2,106","2,176","3,667","3,216",
2021,3,40,"43,795","4,976","9,158","2,058","4,412","2,499","2,727","3,728","2,633","4,075","3,348","4,181",
2021,3,50,"47,807","6,507","9,295","3,005","4,745","3,467","3,119","3,429","2,970","3,559","3,281","4,430",
2021,3,60,"34,137","4,588","6,173","2,706","3,602","2,742","2,574","2,387","2,153","2,007","2,348","2,857",
2021,3,70,"15,105","1,885","2,515","1,352","1,388","1,100","1,286","1,129","1,193",926,946,"1,385",
2021,3,80,"7,675",779,"1,106",592,679,429,702,665,815,611,388,909,
2021,3,90,"1,198",129,176,99,117,67,102,84,102,87,68,167,
2021,3,100,41,5,4,7,2,2,1,1,3,3,4,9,
2021,4,총,"271,007","33,403","53,278","15,919","26,998","17,361","18,922","21,850","16,583","20,861","20,601","25,231",
2021,4,0,"19,818","1,920","4,560",640,"2,180",831,"1,128","1,816","1,011","1,821","2,223","1,688",
2021,4,10,"26,043","2,603","6,087",824,"2,745","1,140","1,401","2,121","1,583","3,077","1,756","2,706",
2021,4,20,"37,777","5,407","7,170","2,480","3,654","2,765","2,733","2,812","2,050","2,526","2,554","3,626",
2021,4,30,"37,519","4,576","7,037","2,173","3,474","2,330","3,129","3,667","2,103","2,168","3,649","3,213",
2021,4,40,"43,680","4,971","9,108","2,054","4,390","2,481","2,730","3,720","2,611","4,065","3,368","4,182",
2021,4,50,"47,717","6,500","9,275","2,983","4,746","3,443","3,104","3,448","2,945","3,565","3,266","4,442",
2021,4,60,"34,409","4,622","6,238","2,707","3,627","2,777","2,599","2,394","2,157","2,023","2,367","2,898",
2021,4,70,"15,103","1,888","2,505","1,357","1,384","1,100","1,287","1,124","1,197",923,957,"1,381",
2021,4,80,"7,703",780,"1,119",592,678,426,706,663,819,608,391,921,
2021,4,90,"1,197",131,175,102,118,66,104,84,104,82,65,166,
2021,4,100,41,5,4,7,2,2,1,1,3,3,5,8,
2021,5,총,"270,754","33,420","53,238","15,906","26,981","17,344","18,874","21,792","16,528","20,821","20,672","25,178",
2021,5,0,"19,697","1,915","4,538",640,"2,160",820,"1,111","1,803",993,"1,813","2,231","1,673",
2021,5,10,"25,953","2,603","6,093",815,"2,746","1,142","1,386","2,095","1,577","3,049","1,757","2,690",
2021,5,20,"37,711","5,383","7,137","2,501","3,641","2,771","2,705","2,820","2,041","2,511","2,567","3,634",
2021,5,30,"37,430","4,587","7,000","2,159","3,461","2,321","3,140","3,643","2,091","2,176","3,650","3,202",
2021,5,40,"43,520","4,942","9,074","2,048","4,385","2,471","2,721","3,685","2,604","4,057","3,382","4,151",
2021,5,50,"47,633","6,521","9,265","2,962","4,744","3,416","3,096","3,441","2,932","3,554","3,276","4,426",
2021,5,60,"34,693","4,662","6,297","2,712","3,649","2,793","2,615","2,431","2,171","2,044","2,394","2,925",
2021,5,70,"15,106","1,893","2,507","1,365","1,382","1,102","1,289","1,124","1,193",920,957,"1,374",
2021,5,80,"7,767",781,"1,143",594,693,439,704,669,819,612,388,925,
2021,5,90,"1,201",127,180,103,117,67,106,80,104,82,65,170,
2021,5,100,43,6,4,7,3,2,1,1,3,3,5,8,
2021,6,총,"270,584","33,361","53,205","15,888","26,957","17,318","18,866","21,784","16,503","20,798","20,758","25,146",
2021,6,0,"19,585","1,899","4,497",640,"2,148",811,"1,112","1,799",989,"1,779","2,252","1,659",
2021,6,10,"25,866","2,588","6,095",807,"2,754","1,138","1,381","2,084","1,563","3,046","1,750","2,660",
2021,6,20,"37,603","5,352","7,116","2,487","3,618","2,761","2,708","2,799","2,032","2,509","2,564","3,657",
2021,6,30,"37,378","4,567","6,976","2,168","3,448","2,327","3,096","3,659","2,079","2,171","3,673","3,214",
2021,6,40,"43,416","4,948","9,054","2,038","4,375","2,454","2,733","3,667","2,604","4,041","3,390","4,112",
2021,6,50,"47,530","6,504","9,234","2,946","4,724","3,391","3,102","3,449","2,913","3,563","3,278","4,426",
2021,6,60,"35,020","4,691","6,383","2,729","3,676","2,822","2,630","2,451","2,206","2,061","2,433","2,938",
2021,6,70,"15,135","1,899","2,523","1,361","1,391","1,104","1,290","1,122","1,193",926,954,"1,372",
2021,6,80,"7,807",781,"1,144",603,700,441,708,671,819,618,392,930,
2021,6,90,"1,200",126,179,102,120,67,104,82,103,81,66,170,
2021,6,100,44,6,4,7,3,2,2,1,2,3,6,8,
2021,7,총,"270,293","33,406","44,087","15,830","26,933","17,320","18,797","21,706","16,480","20,728","9,356","25,158","20,492"
2021,7,0,"19,442","1,901","3,567",628,"2,132",809,"1,105","1,782",983,"1,747",604,"1,664","2,520"
2021,7,10,"25,834","2,588","4,907",793,"2,763","1,128","1,372","2,082","1,553","3,030",955,"2,664","1,999"
2021,7,20,"37,428","5,364","6,113","2,476","3,602","2,750","2,694","2,767","2,014","2,507","1,118","3,627","2,396"
2021,7,30,"37,413","4,592","5,835","2,178","3,443","2,350","3,089","3,649","2,102","2,151","1,037","3,228","3,759"
2021,7,40,"43,236","4,920","7,242","2,014","4,359","2,437","2,696","3,651","2,580","4,023","1,539","4,119","3,656"
2021,7,50,"47,449","6,507","7,882","2,939","4,693","3,376","3,091","3,442","2,913","3,572","1,767","4,419","2,848"
2021,7,60,"35,265","4,716","5,389","2,727","3,721","2,846","2,640","2,463","2,214","2,084","1,353","2,962","2,150"
2021,7,70,"15,132","1,897","2,047","1,364","1,392","1,103","1,292","1,115","1,198",912,641,"1,371",800
2021,7,80,"7,848",790,950,603,703,450,713,673,816,623,285,930,312
2021,7,90,"1,203",125,152,102,122,69,103,81,105,76,52,166,50
2021,7,100,43,6,3,6,3,2,2,1,2,3,5,8,2
2021,8,총,"269,752","33,423","43,932","15,797","26,883","17,268","18,722","21,673","16,402","20,729","9,346","25,065","20,512"
2021,8,0,"19,213","1,890","3,509",627,"2,104",787,"1,079","1,760",967,"1,734",605,"1,634","2,517"
2021,8,10,"25,732","2,581","4,898",783,"2,752","1,122","1,369","2,064","1,540","3,017",945,"2,655","2,006"
2021,8,20,"37,262","5,363","6,075","2,460","3,589","2,728","2,681","2,765","1,991","2,514","1,112","3,615","2,369"
2021,8,30,"37,281","4,603","5,803","2,179","3,444","2,338","3,072","3,642","2,091","2,136","1,035","3,208","3,730"
2021,8,40,"43,054","4,888","7,198","1,997","4,332","2,417","2,685","3,645","2,568","4,007","1,539","4,086","3,692"
2021,8,50,"47,450","6,503","7,856","2,933","4,699","3,379","3,084","3,451","2,906","3,600","1,763","4,422","2,854"
2021,8,60,"35,481","4,759","5,439","2,739","3,746","2,867","2,644","2,472","2,224","2,099","1,359","2,968","2,165"
2021,8,70,"15,150","1,904","2,045","1,365","1,390","1,108","1,288","1,121","1,194",916,643,"1,366",810
2021,8,80,"7,876",800,951,607,706,452,712,668,814,626,288,936,316
2021,8,90,"1,208",126,154,101,118,67,106,84,105,77,52,167,51
2021,8,100,45,6,4,6,3,3,2,1,2,3,5,8,2
2021,9,총,"269,507","33,501","43,926","15,781","26,834","17,272","18,701","21,590","16,350","20,678","9,333","25,012","20,529"
2021,9,0,"19,050","1,884","3,493",620,"2,076",761,"1,071","1,742",962,"1,715",602,"1,611","2,513"
2021,9,10,"25,662","2,556","4,903",780,"2,749","1,128","1,361","2,048","1,525","3,027",938,"2,640","2,007"
2021,9,20,"37,159","5,407","6,061","2,450","3,572","2,732","2,654","2,741","1,971","2,490","1,113","3,621","2,347"
2021,9,30,"37,211","4,623","5,748","2,200","3,410","2,333","3,080","3,633","2,084","2,120","1,044","3,195","3,741"
2021,9,40,"42,897","4,855","7,202","1,971","4,324","2,404","2,668","3,617","2,572","3,987","1,532","4,066","3,699"
2021,9,50,"47,505","6,534","7,874","2,929","4,706","3,393","3,088","3,447","2,892","3,618","1,755","4,417","2,852"
2021,9,60,"35,687","4,796","5,482","2,747","3,765","2,894","2,660","2,494","2,225","2,099","1,357","2,982","2,186"
2021,9,70,"15,145","1,908","2,047","1,368","1,392","1,096","1,291","1,112","1,190",910,648,"1,373",810
2021,9,80,"7,923",803,959,611,715,460,721,667,820,632,285,929,321
2021,9,90,"1,221",129,151,99,122,69,104,88,107,77,54,170,51
2021,9,100,47,6,6,6,3,2,3,1,2,3,5,8,2
2021,10,총,"269,215","33,557","43,848","15,727","26,825","17,257","18,655","21,559","16,331","20,669","9,319","24,918","20,550"
2021,10,0,"18,923","1,894","3,473",609,"2,052",747,"1,063","1,737",961,"1,703",597,"1,587","2,500"
2021,10,10,"25,599","2,557","4,887",776,"2,751","1,124","1,347","2,035","1,513","3,021",934,"2,633","2,021"
2021,10,20,"37,005","5,395","6,045","2,436","3,556","2,716","2,646","2,712","1,969","2,488","1,107","3,599","2,336"
2021,10,30,"37,192","4,660","5,707","2,184","3,406","2,348","3,052","3,648","2,086","2,122","1,047","3,200","3,732"
2021,10,40,"42,726","4,847","7,182","1,966","4,327","2,393","2,646","3,600","2,563","3,970","1,519","4,020","3,693"
2021,10,50,"47,499","6,520","7,870","2,920","4,695","3,387","3,091","3,454","2,890","3,634","1,757","4,419","2,862"
2021,10,60,"35,874","4,822","5,518","2,753","3,792","2,911","2,679","2,491","2,230","2,110","1,369","2,987","2,212"
2021,10,70,"15,148","1,919","2,044","1,365","1,395","1,095","1,287","1,121","1,193",906,651,"1,361",811
2021,10,80,"7,971",804,968,615,727,462,736,672,813,631,278,937,328
2021,10,90,"1,228",133,147,97,121,72,104,88,111,81,55,166,53
2021,10,100,50,6,7,6,3,2,4,1,2,3,5,9,2
2021,11,총,"269,086","33,613","43,850","15,741","26,767","17,241","18,612","21,458","16,295","20,638","9,432","24,850","20,589"
2021,11,0,"18,794","1,882","3,476",602,"2,027",737,"1,049","1,712",951,"1,691",613,"1,565","2,489"
2021,11,10,"25,570","2,562","4,890",778,"2,738","1,119","1,354","2,015","1,504","3,014",939,"2,628","2,029"
2021,11,20,"36,962","5,408","6,009","2,460","3,556","2,710","2,636","2,700","1,973","2,486","1,115","3,579","2,330"
