년도,월,나이,서울특별시,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2020,4,0,"317,020","3,966","3,524","6,761","10,391","10,260","10,585","11,564","14,840","8,155","9,677","17,046","14,987","10,039","12,856","16,042","20,771","14,503","6,512","12,565","12,669","11,653","17,075","18,435","25,360","16,784"
2020,4,10,"393,049","5,689","3,601","7,914","10,488","13,268","12,326","13,622","19,041","11,192","12,970","26,775","19,491","12,299","14,519","24,794","22,746","14,966","7,577","11,723","14,178","14,684","22,358","28,528","29,566","18,734"
2020,4,20,"749,085","11,880","9,613","17,269","22,986","32,829","27,739","28,043","34,396","22,095","21,890","35,871","34,115","25,744","33,326","29,454","46,536","28,224","17,849","30,536","34,372","55,487","29,168","39,198","49,807","30,658"
2020,4,30,"749,081","10,155","10,175","19,074","25,483","29,024","24,618","28,256","30,800","18,983","20,709","33,472","34,504","22,806","34,406","30,125","49,859","31,273","15,819","32,473","31,283","39,563","35,622","45,902","58,986","35,711"
2020,4,40,"783,968","11,732","9,047","18,308","23,098","27,266","25,185","28,429","36,342","23,657","25,286","46,457","39,176","24,379","31,938","41,876","46,150","31,149","16,170","27,174","30,039","32,751","41,475","53,362","56,944","36,578"
2020,4,50,"782,421","12,794","10,312","18,515","24,090","28,294","26,907","35,573","35,520","27,369","30,478","45,655","39,886","25,581","27,620","38,622","46,132","32,278","20,337","27,777","30,694","34,717","32,100","40,166","53,624","37,380"
2020,4,60,"637,804","9,833","8,621","14,603","18,358","21,598","23,422","28,852","28,422","23,975","25,089","35,243","33,469","19,877","20,784","28,785","40,037","28,610","16,300","23,362","25,937","31,052","25,325","31,637","42,949","31,664"
2020,4,70,"376,743","6,982","5,785","9,732","11,360","11,984","15,399","16,701","18,885","16,772","14,777","21,013","21,425","13,940","14,101","14,647","20,276","16,251","9,428","14,365","16,176","19,787","14,221","17,515","19,990","15,231"
2020,4,80,"164,676","3,484","2,949","5,254","5,168","5,213","6,677","6,904","8,454","6,672","6,948","10,445","9,062","6,710","6,626","6,847","9,240","6,558","3,748","6,510","6,956","7,337","5,458","6,659","8,427","6,370"
2020,4,90,"30,305",682,596,"1,075",823,908,"1,107","1,193","1,448","1,045","1,179","1,800","1,465","1,159","1,149","1,249","1,835","1,090",607,"1,087","1,263","1,261","1,312","1,674","1,868","1,430"
2020,4,100,"4,792",176,133,260,171,159,207,151,283,182,123,181,336,206,245,128,156,130,114,207,214,244,163,228,214,181
2020,5,총,"4,989,065","77,216","64,373","118,856","152,253","180,751","174,250","199,289","228,534","159,937","168,954","273,572","247,967","162,811","197,852","233,097","303,438","204,932","114,526","188,033","203,899","248,803","224,076","282,757","347,446","231,443"
2020,5,0,"315,661","3,927","3,503","6,737","10,332","10,196","10,553","11,506","14,771","8,112","9,609","16,951","14,913","10,031","12,825","16,090","20,650","14,385","6,475","12,538","12,642","11,609","16,957","18,305","25,247","16,797"
2020,5,10,"391,330","5,634","3,579","7,869","10,469","13,155","12,262","13,532","18,987","11,123","12,910","26,580","19,400","12,233","14,463","24,730","22,655","14,934","7,544","11,705","14,073","14,622","22,313","28,456","29,399","18,703"
2020,5,20,"750,884","11,864","9,643","17,329","22,982","32,949","27,988","28,101","34,530","22,103","21,831","35,870","34,158","25,839","33,536","29,551","46,541","28,269","17,885","30,618","34,490","55,779","29,187","39,211","49,802","30,828"
2020,5,30,"748,661","10,142","10,148","19,126","25,460","28,991","24,580","28,232","30,799","18,947","20,644","33,386","34,520","22,786","34,452","30,232","49,780","31,176","15,899","32,575","31,297","39,588","35,457","45,714","58,858","35,872"
2020,5,40,"782,114","11,670","9,065","18,267","23,002","27,211","25,079","28,353","36,272","23,541","25,209","46,280","39,035","24,308","31,891","41,827","46,036","31,104","16,069","27,120","29,963","32,683","41,389","53,267","56,869","36,604"
2020,5,50,"782,442","12,816","10,295","18,517","24,057","28,282","26,889","35,555","35,521","27,338","30,430","45,604","39,981","25,607","27,664","38,770","46,033","32,254","20,345","27,785","30,701","34,639","32,208","40,131","53,582","37,438"
2020,5,60,"639,454","9,833","8,631","14,653","18,384","21,682","23,435","28,937","28,483","24,021","25,214","35,370","33,530","19,922","20,832","28,921","40,107","28,663","16,342","23,411","26,042","31,117","25,352","31,591","43,085","31,896"
2020,5,70,"378,041","6,971","5,826","9,747","11,372","11,995","15,434","16,787","18,935","16,821","14,834","21,069","21,526","13,983","14,131","14,724","20,355","16,322","9,470","14,431","16,214","19,870","14,286","17,551","20,073","15,314"
2020,5,80,"165,250","3,500","2,956","5,277","5,185","5,223","6,711","6,935","8,490","6,693","6,971","10,474","9,090","6,739","6,645","6,875","9,283","6,598","3,777","6,538","6,986","7,383","5,450","6,646","8,448","6,377"
2020,5,90,"30,417",680,595,"1,074",839,908,"1,110","1,199","1,462","1,055","1,177","1,804","1,479","1,156","1,167","1,248","1,839","1,095",606,"1,105","1,275","1,266","1,315","1,660","1,870","1,433"
2020,5,100,"4,811",179,132,260,171,159,209,152,284,183,125,184,335,207,246,129,159,132,114,207,216,247,162,225,213,181
2020,6,총,"4,988,571","77,095","64,395","118,904","152,139","180,695","174,201","199,065","228,381","159,745","168,705","273,263","248,884","162,800","197,726","233,045","303,239","204,977","114,488","188,444","203,954","248,911","223,882","282,480","347,195","231,958"
2020,6,0,"314,368","3,900","3,496","6,716","10,331","10,117","10,508","11,435","14,708","8,055","9,549","16,862","15,014","9,983","12,759","16,026","20,517","14,315","6,446","12,536","12,601","11,532","16,876","18,179","25,120","16,787"
2020,6,10,"390,141","5,604","3,560","7,850","10,405","13,106","12,195","13,487","18,906","11,049","12,854","26,438","19,372","12,168","14,419","24,658","22,592","14,889","7,489","11,722","14,010","14,566","22,270","28,424","29,384","18,724"
2020,6,20,"752,461","11,882","9,654","17,365","23,058","33,025","28,117","28,100","34,634","22,099","21,805","35,856","34,294","25,972","33,661","29,568","46,606","28,351","17,951","30,703","34,590","56,092","29,165","39,202","49,782","30,929"
2020,6,30,"747,707","10,123","10,174","19,128","25,384","28,955","24,563","28,189","30,702","18,855","20,580","33,267","34,738","22,766","34,387","30,213","49,692","31,166","15,860","32,713","31,266","39,587","35,296","45,531","58,626","35,946"
2020,6,40,"781,037","11,632","9,037","18,283","22,950","27,124","24,970","28,236","36,224","23,480","25,122","46,158","39,129","24,272","31,793","41,711","46,029","31,082","16,030","27,168","29,924","32,585","41,356","53,211","56,854","36,677"
2020,6,50,"780,159","12,755","10,276","18,474","23,980","28,214","26,815","35,378","35,406","27,253","30,216","45,569","39,984","25,527","27,583","38,700","45,824","32,110","20,246","27,708","30,631","34,503","32,154","40,096","53,422","37,335"
2020,6,60,"642,518","9,866","8,660","14,733","18,447","21,813","23,554","29,092","28,559","24,114","25,400","35,523","33,758","20,004","20,926","29,112","40,264","28,832","16,440","23,541","26,156","31,210","25,456","31,629","43,292","32,137"
2020,6,70,"379,354","6,983","5,851","9,743","11,386","12,052","15,412","16,838","18,971","16,896","14,893","21,118","21,641","13,999","14,142","14,809","20,399","16,385","9,510","14,491","16,267","19,927","14,376","17,660","20,197","15,408"
2020,6,80,"165,438","3,490","2,956","5,271","5,192","5,219","6,728","6,948","8,512","6,706","6,974","10,476","9,129","6,749","6,649","6,861","9,298","6,620","3,790","6,562","7,002","7,395","5,436","6,647","8,442","6,386"
2020,6,90,"30,564",681,598,"1,082",834,910,"1,129","1,208","1,477","1,054","1,186","1,806","1,490","1,150","1,161","1,258","1,861","1,096",610,"1,095","1,290","1,267","1,334","1,674","1,863","1,450"
2020,6,100,"4,824",179,133,259,172,160,210,154,282,184,126,190,335,210,246,129,157,131,116,205,217,247,163,227,213,179
2020,7,총,"4,986,557","76,969","64,326","118,994","151,866","180,492","174,022","199,066","228,155","159,491","168,357","272,854","249,800","162,590","197,599","232,935","302,936","205,097","114,372","188,941","203,842","248,904","223,486","282,012","347,282","232,169"
2020,7,0,"312,997","3,852","3,488","6,691","10,278","10,036","10,450","11,386","14,638","7,993","9,472","16,740","15,104","9,940","12,681","15,903","20,389","14,299","6,403","12,536","12,555","11,472","16,781","18,046","25,086","16,778"
2020,7,10,"388,511","5,578","3,542","7,809","10,313","13,039","12,097","13,421","18,800","10,994","12,802","26,295","19,302","12,101","14,344","24,623","22,470","14,829","7,428","11,710","13,953","14,462","22,237","28,412","29,288","18,662"
2020,7,20,"752,645","11,868","9,667","17,420","23,053","33,049","28,134","28,101","34,619","22,027","21,693","35,825","34,486","25,950","33,747","29,549","46,667","28,349","17,960","30,798","34,584","56,215","29,093","39,065","49,728","30,998"
2020,7,30,"746,248","10,088","10,142","19,090","25,313","28,843","24,521","28,189","30,589","18,776","20,510","33,125","34,907","22,728","34,350","30,097","49,532","31,217","15,816","32,893","31,201","39,557","35,076","45,240","58,534","35,914"
2020,7,40,"779,950","11,580","9,009","18,280","22,857","27,064","24,923","28,178","36,158","23,396","25,013","46,041","39,189","24,206","31,706","41,646","45,980","31,037","15,973","27,237","29,902","32,511","41,284","53,211","56,925","36,644"
2020,7,50,"779,697","12,777","10,276","18,513","23,933","28,189","26,746","35,363","35,365","27,184","30,164","45,507","40,106","25,511","27,590","38,722","45,714","32,105","20,220","27,696","30,578","34,507","32,161","40,057","53,394","37,319"
2020,7,60,"644,195","9,887","8,648","14,798","18,485","21,861","23,614","29,185","28,652","24,178","25,464","35,624","33,976","20,000","20,937","29,225","40,368","28,908","16,488","23,614","26,208","31,235","25,466","31,651","43,456","32,267"
2020,7,70,"380,868","6,969","5,854","9,764","11,417","12,083","15,447","16,897","19,024","16,947","14,941","21,195","21,730","14,033","14,166","14,922","20,497","16,462","9,551","14,580","16,322","19,989","14,461","17,756","20,335","15,526"
2020,7,80,"165,958","3,504","2,966","5,276","5,209","5,251","6,755","6,984","8,539","6,749","6,999","10,509","9,163","6,757","6,671","6,861","9,299","6,665","3,813","6,562","7,023","7,431","5,448","6,658","8,446","6,420"
2020,7,90,"30,641",688,599,"1,094",838,915,"1,123","1,205","1,487","1,064","1,171","1,801","1,501","1,156","1,160","1,256","1,864","1,092",601,"1,110","1,300","1,278","1,316","1,685","1,879","1,458"
2020,7,100,"4,847",178,135,259,170,162,212,157,284,183,128,192,336,208,247,131,156,134,119,205,216,247,163,231,211,183
2020,8,총,"4,983,662","76,900","64,339","118,959","151,482","180,175","173,724","199,857","227,836","159,179","167,925","272,255","250,221","162,829","197,446","232,709","302,273","205,244","114,516","189,530","203,364","248,796","222,957","281,741","347,178","232,227"
2020,8,0,"311,107","3,817","3,466","6,638","10,190","9,938","10,373","11,486","14,484","7,915","9,385","16,606","15,049","9,945","12,620","15,823","20,119","14,221","6,332","12,574","12,433","11,350","16,680","17,943","25,014","16,706"
2020,8,10,"386,919","5,543","3,512","7,791","10,253","12,987","12,004","13,377","18,726","10,921","12,715","26,094","19,257","12,030","14,251","24,582","22,359","14,795","7,404","11,656","13,836","14,373","22,202","28,447","29,184","18,620"
2020,8,20,"753,239","11,869","9,683","17,384","22,969","33,076","28,145","28,197","34,715","21,984","21,626","35,752","34,606","26,128","33,879","29,538","46,695","28,368","18,157","30,937","34,522","56,369","29,015","38,936","49,678","31,011"
2020,8,30,"744,475","10,071","10,159","19,085","25,205","28,700","24,430","28,364","30,466","18,702","20,389","32,980","34,948","22,713","34,267","29,911","49,332","31,226","15,815","33,118","31,019","39,462","34,840","45,033","58,379","35,861"
2020,8,40,"778,250","11,523","8,965","18,267","22,789","26,950","24,824","28,220","35,996","23,268","24,888","45,879","39,158","24,211","31,599","41,549","45,831","31,018","15,908","27,239","29,799","32,416","41,171","53,207","56,917","36,658"
2020,8,50,"778,684","12,784","10,259","18,519","23,852","28,135","26,681","35,455","35,310","27,130","30,080","45,393","40,149","25,498","27,578","38,662","45,559","32,130","20,191","27,772","30,502","34,410","32,097","39,981","53,277","37,280"
2020,8,60,"647,009","9,916","8,711","14,854","18,534","21,938","23,692","29,415","28,795","24,217","25,577","35,779","34,186","20,134","20,984","29,385","40,440","29,040","16,565","23,701","26,323","31,333","25,525","31,771","43,751","32,443"
2020,8,70,"381,473","6,992","5,861","9,783","11,428","12,102","15,444","16,938","18,981","16,993","14,940","21,204","21,764","14,020","14,133","14,981","20,554","16,501","9,586","14,638","16,347","20,055","14,477","17,807","20,395","15,549"
2020,8,80,"166,779","3,522","2,982","5,283","5,243","5,269","6,794","7,022","8,567","6,782","7,020","10,564","9,264","6,786","6,716","6,878","9,334","6,701","3,830","6,577","7,045","7,496","5,476","6,692","8,477","6,459"
2020,8,90,"30,839",684,606,"1,093",845,916,"1,123","1,222","1,510","1,081","1,178","1,809","1,506","1,156","1,169","1,264","1,893","1,110",610,"1,112","1,319","1,286","1,311","1,690","1,892","1,454"
2020,8,100,"4,888",179,135,262,174,164,214,161,286,186,127,195,334,208,250,136,157,134,118,206,219,246,163,234,214,186
2020,9,총,"4,980,062","76,928","64,274","119,182","151,147","179,969","173,668","200,016","227,568","158,879","167,525","271,689","250,182","163,219","197,497","232,351","301,593","205,311","114,668","189,830","203,132","248,490","222,323","281,274","346,685","232,662"
2020,9,0,"309,342","3,804","3,432","6,609","10,155","9,847","10,305","11,434","14,402","7,856","9,314","16,444","14,899","10,042","12,568","15,727","19,844","14,128","6,296","12,546","12,349","11,279","16,576","17,830","24,857","16,799"
2020,9,10,"385,519","5,565","3,459","7,789","10,179","12,936","11,942","13,324","18,598","10,880","12,635","25,945","19,205","11,968","14,206","24,511","22,273","14,757","7,365","11,647","13,739","14,321","22,214","28,441","29,049","18,571"
2020,9,20,"753,333","11,871","9,678","17,451","22,876","33,156","28,227","28,275","34,729","21,966","21,528","35,715","34,662","26,250","34,022","29,461","46,707","28,347","18,348","31,014","34,524","56,284","28,861","38,785","49,568","31,028"
2020,9,30,"742,594","10,074","10,164","19,098","25,095","28,592","24,404","28,354","30,427","18,595","20,255","32,803","34,885","22,793","34,239","29,777","49,058","31,213","15,836","33,123","30,916","39,352","34,604","44,747","58,173","36,017"
2020,9,40,"776,398","11,489","8,938","18,249","22,732","26,822","24,718","28,204","35,801","23,138","24,801","45,697","39,079","24,183","31,529","41,453","45,736","30,962","15,840","27,261","29,715","32,322","41,047","53,121","56,838","36,723"
2020,9,50,"778,162","12,767","10,257","18,611","23,803","28,103","26,654","35,462","35,352","27,038","29,997","45,359","40,180","25,537","27,593","38,608","45,363","32,179","20,171","27,819","30,530","34,329","32,053","40,002","53,201","37,194"
2020,9,60,"649,461","9,959","8,719","14,909","18,590","22,047","23,794","29,564","28,884","24,313","25,699","35,897","34,328","20,264","21,044","29,494","40,560","29,185","16,628","23,781","26,380","31,454","25,523","31,886","43,932","32,627"
2020,9,70,"381,734","6,987","5,879","9,808","11,443","12,096","15,436","16,938","18,954","16,997","14,942","21,211","21,767","13,983","14,090","15,017","20,618","16,543","9,599","14,658","16,376","20,047","14,476","17,824","20,448","15,597"
2020,9,80,"167,482","3,538","2,991","5,289","5,243","5,291","6,837","7,080","8,624","6,825","7,025","10,590","9,327","6,823","6,760","6,897","9,351","6,743","3,840","6,645","7,055","7,552","5,489","6,706","8,500","6,461"
2020,9,90,"31,117",696,621,"1,106",856,912,"1,137","1,219","1,513","1,087","1,197","1,831","1,514","1,168","1,192","1,266","1,923","1,119",626,"1,130","1,326","1,303","1,316","1,699","1,902","1,458"
2020,9,100,"4,920",178,136,263,175,167,214,162,284,184,132,197,336,208,254,140,160,135,119,206,222,247,164,233,217,187
2020,10,총,"4,975,443","76,856","64,209","119,290","150,836","179,821","173,499","199,854","227,193","158,501","167,261","271,296","250,002","162,990","197,206","232,048","301,164","205,286","114,744","190,507","202,684","247,670","222,051","281,666","345,978","232,831"
2020,10,0,"307,148","3,786","3,393","6,577","10,078","9,757","10,243","11,320","14,310","7,746","9,230","16,310","14,760","9,977","12,463","15,589","19,634","14,018","6,243","12,583","12,244","11,117","16,514","17,831","24,669","16,756"
2020,10,10,"383,792","5,561","3,440","7,752","10,087","12,850","11,830","13,253","18,457","10,834","12,577","25,808","19,096","11,882","14,124","24,453","22,147","14,707","7,346","11,650","13,645","14,179","22,201","28,423","28,961","18,529"
2020,10,20,"752,704","11,868","9,723","17,460","22,893","33,277","28,274","28,307","34,695","21,896","21,404","35,756","34,687","26,213","33,978","29,416","46,708","28,289","18,387","31,070","34,453","56,042","28,772","38,763","49,354","31,019"
2020,10,30,"740,661","10,078","10,114","19,122","25,022","28,444","24,352","28,269","30,339","18,506","20,201","32,649","34,794","22,780","34,137","29,632","48,955","31,197","15,883","33,317","30,786","39,155","34,378","44,623","57,915","36,013"
2020,10,40,"774,651","11,446","8,901","18,211","22,613","26,781","24,656","28,139","35,648","23,017","24,690","45,515","39,007","24,134","31,435","41,359","45,580","30,913","15,775","27,329","29,598","32,177","41,084","53,160","56,682","36,801"
2020,10,50,"777,634","12,736","10,225","18,699","23,774","28,084","26,585","35,409","35,277","26,967","29,966","45,312","40,161","25,514","27,644","38,593","45,264","32,145","20,181","27,866","30,525","34,221","32,041","40,215","53,103","37,127"
2020,10,60,"651,941","9,976","8,764","14,971","18,635","22,131","23,895","29,680","29,011","24,372","25,819","36,009","34,486","20,284","21,099","29,642","40,724","29,369","16,683","23,920","26,428","31,555","25,568","32,030","44,106","32,784"
2020,10,70,"382,467","6,973","5,891","9,819","11,425","12,118","15,425","16,993","18,977","17,039","14,959","21,272","21,783","13,947","14,093","15,044","20,676","16,616","9,616","14,706","16,375","20,056","14,521","17,935","20,525","15,683"
2020,10,80,"168,280","3,550","3,004","5,309","5,276","5,302","6,904","7,109","8,679","6,858","7,090","10,620","9,378","6,869","6,774","6,904","9,378","6,775","3,876","6,716","7,076","7,607","5,496","6,741","8,532","6,457"
2020,10,90,"31,236",703,619,"1,108",854,912,"1,120","1,217","1,516","1,083","1,194","1,847","1,508","1,181","1,202","1,274","1,937","1,122",637,"1,143","1,334","1,314","1,309","1,713","1,912","1,477"
2020,10,100,"4,929",179,135,262,179,165,215,158,284,183,131,198,342,209,257,142,161,135,117,207,220,247,167,232,219,185
2020,11,총,"4,971,450","76,808","64,142","119,375","150,527","179,659","173,289","199,725","226,762","158,146","167,006","270,916","249,854","162,820","196,897","231,841","300,876","205,131","114,639","191,215","202,369","247,202","221,938","281,505","345,835","232,973"
2020,11,0,"305,207","3,749","3,354","6,559","10,056","9,649","10,191","11,212","14,209","7,628","9,150","16,189","14,635","9,913","12,366","15,459","19,538","13,916","6,175","12,631","12,128","10,982","16,410","17,781","24,610","16,717"
2020,11,10,"382,265","5,538","3,402","7,714","10,012","12,817","11,740","13,193","18,328","10,790","12,506","25,724","19,021","11,802","14,048","24,438","21,994","14,633","7,331","11,610","13,594","14,059","22,241","28,357","28,883","18,490"
2020,11,20,"752,271","11,871","9,757","17,508","22,817","33,297","28,294","28,306","34,703","21,842","21,355","35,701","34,689","26,247","33,928","29,369","46,696","28,272","18,363","31,148","34,441","56,000","28,711","38,659","49,249","31,048"
2020,11,30,"739,035","10,074","10,080","19,086","24,970","28,390","24,303","28,220","30,196","18,413","20,125","32,565","34,721","22,743","34,055","29,511","48,895","31,076","15,881","33,528","30,775","39,013","34,234","44,458","57,744","35,979"
2020,11,40,"773,333","11,418","8,867","18,203","22,549","26,703","24,600","28,051","35,554","22,925","24,603","45,332","38,949","24,063","31,380","41,261","45,536","30,913","15,716","27,402","29,455","32,064","41,035","53,150","56,759","36,845"
