년도,월,나이,서울특별시 강동구,서울특별시 강동구 강일동,서울특별시 강동구 상일동,서울특별시 강동구 명일제1동,서울특별시 강동구 명일제2동,서울특별시 강동구 고덕제1동,서울특별시 강동구 고덕제2동,서울특별시 강동구 암사제1동,서울특별시 강동구 암사제2동,서울특별시 강동구 암사제3동,서울특별시 강동구 천호제1동,서울특별시 강동구 천호제2동,서울특별시 강동구 천호제3동,서울특별시 강동구 성내제1동,서울특별시 강동구 성내제2동,서울특별시 강동구 성내제3동,서울특별시 강동구 길동,서울특별시 강동구 둔촌제1동,서울특별시 강동구 둔촌제2동,서울특별시 강동구 상일제1동,서울특별시 강동구 상일제2동
2020,4,100,181,11,6,9,6,16,1,19,10,4,10,17,8,5,13,8,19,7,12,,
2020,5,총,"231,443","16,421","16,054","13,490","8,845","13,002","10,388","18,165","8,006","9,415","14,104","17,554","13,621","10,445","12,397","11,939","23,694",136,"13,767",,
2020,5,0,"16,797","1,258","1,951","1,037",599,"1,548","1,153","1,160",711,"1,028",775,880,667,767,528,619,"1,262",2,852,,
2020,5,10,"18,703","2,168","1,551","1,236","1,160","1,467",894,"1,332",547,938,899,924,683,855,645,774,"1,507",4,"1,119",,
2020,5,20,"30,828","1,957","1,686","1,651","1,071","1,139","1,078","2,397","1,043","1,001","1,962","2,632","2,259","1,377","2,179","1,761","3,668",8,"1,959",,
2020,5,30,"35,872","1,837","2,817","2,070",941,"2,084","1,838","2,645","1,479","1,452","1,983","3,018","2,364","1,741","2,091","1,771","3,716",13,"2,012",,
2020,5,40,"36,604","2,862","2,742","2,231","1,712","2,707","1,693","2,794","1,228","1,640","1,987","2,449","1,834","1,745","1,690","1,898","3,348",26,"2,018",,
2020,5,50,"37,438","2,534","2,451","2,191","1,427","1,753","1,599","3,103","1,198","1,403","2,468","2,952","2,164","1,609","1,981","2,128","4,058",11,"2,408",,
2020,5,60,"31,896","1,990","1,874","1,832","1,204","1,359","1,318","2,602",993,"1,183","2,265","2,574","2,036","1,385","1,867","1,729","3,621",29,"2,035",,
2020,5,70,"15,314","1,103",645,800,444,556,524,"1,418",565,519,"1,173","1,462","1,072",652,969,867,"1,659",25,861,,
2020,5,80,"6,377",590,257,341,212,270,232,592,200,194,474,527,454,256,362,324,684,4,404,,
2020,5,90,"1,433",111,74,92,69,103,58,103,32,53,108,119,79,53,72,60,152,7,88,,
2020,5,100,181,11,6,9,6,16,1,19,10,4,10,17,9,5,13,8,19,7,11,,
2020,6,총,"231,958","16,409","16,412","13,513","8,849","12,998","10,426","18,134","8,029","9,403","14,067","17,563","13,664","10,455","12,389","11,935","23,835",136,"13,741",,
2020,6,0,"16,787","1,238","1,978","1,032",595,"1,541","1,159","1,150",707,"1,014",775,886,664,760,530,624,"1,270",2,862,,
2020,6,10,"18,724","2,166","1,592","1,227","1,162","1,467",895,"1,327",551,944,889,918,686,861,650,766,"1,507",4,"1,112",,
2020,6,20,"30,929","1,966","1,718","1,667","1,063","1,152","1,081","2,384","1,050","1,005","1,949","2,626","2,277","1,382","2,175","1,771","3,711",8,"1,944",,
2020,6,30,"35,946","1,837","2,891","2,074",945,"2,062","1,843","2,643","1,492","1,437","1,975","3,031","2,381","1,728","2,074","1,761","3,750",13,"2,009",,
2020,6,40,"36,677","2,853","2,802","2,236","1,713","2,698","1,697","2,791","1,230","1,647","1,972","2,457","1,835","1,749","1,690","1,896","3,361",26,"2,024",,
2020,6,50,"37,335","2,525","2,503","2,173","1,423","1,762","1,588","3,098","1,182","1,393","2,449","2,932","2,168","1,609","1,973","2,096","4,066",11,"2,384",,
2020,6,60,"32,137","2,001","1,928","1,855","1,214","1,361","1,344","2,599","1,004","1,184","2,286","2,584","2,036","1,393","1,880","1,760","3,642",29,"2,037",,
2020,6,70,"15,408","1,108",656,805,447,564,523,"1,433",574,525,"1,180","1,457","1,077",656,972,869,"1,674",25,863,,
2020,6,80,"6,386",592,263,344,211,270,232,586,198,197,473,532,451,257,360,324,685,4,407,,
2020,6,90,"1,450",112,76,92,70,105,63,104,31,53,109,123,80,55,72,60,150,7,88,,
2020,6,100,179,11,5,8,6,16,1,19,10,4,10,17,9,5,13,8,19,7,11,,
2020,7,총,"232,169","16,396","16,540","13,526","8,847","12,999","10,490","18,138","8,020","9,398","14,039","17,593","13,654","10,423","12,393","11,924","23,912",136,"13,741",,
2020,7,0,"16,778","1,235","1,989","1,042",595,"1,531","1,163","1,144",709,"1,008",775,877,664,753,529,625,"1,266",2,871,,
2020,7,10,"18,662","2,155","1,604","1,217","1,155","1,478",900,"1,326",547,940,879,919,685,856,637,753,"1,506",4,"1,101",,
2020,7,20,"30,998","1,980","1,721","1,657","1,064","1,159","1,088","2,365","1,047","1,001","1,942","2,631","2,298","1,380","2,185","1,770","3,751",8,"1,951",,
2020,7,30,"35,914","1,820","2,909","2,082",948,"2,043","1,859","2,660","1,490","1,442","1,950","3,035","2,375","1,722","2,070","1,762","3,750",13,"1,984",,
2020,7,40,"36,644","2,849","2,827","2,233","1,700","2,711","1,697","2,768","1,222","1,643","1,977","2,459","1,829","1,742","1,684","1,885","3,373",26,"2,019",,
2020,7,50,"37,319","2,528","2,512","2,170","1,422","1,755","1,593","3,107","1,181","1,397","2,426","2,936","2,154","1,609","1,975","2,096","4,059",11,"2,388",,
2020,7,60,"32,267","2,004","1,965","1,867","1,225","1,364","1,364","2,611","1,012","1,184","2,300","2,582","2,034","1,377","1,885","1,761","3,655",29,"2,048",,
2020,7,70,"15,526","1,110",668,813,444,564,527,"1,443",574,531,"1,197","1,474","1,075",664,976,876,"1,692",25,873,,
2020,7,80,"6,420",592,265,344,218,273,232,592,195,195,473,541,452,260,368,323,687,4,406,,
2020,7,90,"1,458",112,76,93,69,105,66,101,33,53,110,122,79,55,70,64,154,7,89,,
2020,7,100,183,11,4,8,7,16,1,21,10,4,10,17,9,5,14,9,19,7,11,,
2020,8,총,"232,227","16,374","16,666","13,544","8,862","12,992","10,462","18,108","7,994","9,364","14,044","17,653","13,680","10,447","12,366","11,919","23,889",136,"13,727",,
2020,8,0,"16,706","1,218","1,996","1,036",586,"1,528","1,155","1,144",706,"1,000",766,877,657,745,521,628,"1,263",2,878,,
2020,8,10,"18,620","2,160","1,620","1,225","1,161","1,486",890,"1,309",540,936,870,927,673,856,632,742,"1,489",4,"1,100",,
2020,8,20,"31,011","1,971","1,740","1,655","1,067","1,157","1,083","2,347","1,043",994,"1,942","2,644","2,339","1,394","2,188","1,760","3,739",8,"1,940",,
2020,8,30,"35,861","1,798","2,923","2,081",945,"2,027","1,845","2,662","1,476","1,429","1,963","3,055","2,397","1,720","2,058","1,767","3,729",12,"1,974",,
2020,8,40,"36,658","2,851","2,848","2,237","1,717","2,706","1,687","2,765","1,221","1,635","1,966","2,467","1,825","1,751","1,676","1,882","3,381",26,"2,017",,
2020,8,50,"37,280","2,530","2,528","2,164","1,407","1,761","1,595","3,091","1,181","1,393","2,442","2,925","2,145","1,618","1,965","2,090","4,052",12,"2,381",,
2020,8,60,"32,443","2,018","1,989","1,887","1,234","1,364","1,376","2,632","1,016","1,192","2,300","2,603","2,036","1,379","1,903","1,771","3,670",28,"2,045",,
2020,8,70,"15,549","1,109",673,810,445,569,527,"1,450",575,532,"1,202","1,472","1,069",660,973,875,"1,702",26,880,,
2020,8,80,"6,459",594,270,349,224,274,236,587,193,196,474,545,448,266,368,332,688,4,411,,
2020,8,90,"1,454",114,75,92,69,103,67,100,33,53,109,121,81,53,68,63,157,7,89,,
2020,8,100,186,11,4,8,7,17,1,21,10,4,10,17,10,5,14,9,19,7,12,,
2020,9,총,"232,662","16,675","16,750","13,557","8,834","12,953","10,764","18,040","7,982","9,369","14,008","17,680","13,663","10,449","12,338","11,909","23,867",136,"13,688",,
2020,9,0,"16,799","1,283","2,028","1,037",586,"1,525","1,193","1,133",696,"1,004",760,878,645,746,520,635,"1,249",2,879,,
2020,9,10,"18,571","2,156","1,614","1,217","1,153","1,491",915,"1,303",542,932,869,924,668,856,624,733,"1,477",4,"1,093",,
2020,9,20,"31,028","1,996","1,740","1,655","1,057","1,146","1,105","2,349","1,038",996,"1,920","2,650","2,347","1,389","2,194","1,764","3,736",8,"1,938",,
2020,9,30,"36,017","1,927","2,914","2,089",945,"2,004","1,944","2,619","1,484","1,430","1,969","3,074","2,415","1,724","2,040","1,761","3,723",12,"1,943",,
2020,9,40,"36,723","2,878","2,890","2,243","1,712","2,723","1,746","2,746","1,211","1,634","1,943","2,467","1,824","1,746","1,676","1,866","3,381",26,"2,011",,
2020,9,50,"37,194","2,543","2,519","2,157","1,404","1,744","1,617","3,088","1,176","1,398","2,455","2,921","2,111","1,613","1,949","2,088","4,029",12,"2,370",,
2020,9,60,"32,627","2,045","2,015","1,885","1,233","1,362","1,407","2,641","1,017","1,192","2,301","2,608","2,047","1,387","1,913","1,775","3,708",27,"2,064",,
2020,9,70,"15,597","1,121",679,824,449,565,535,"1,453",576,531,"1,204","1,474","1,068",664,969,884,"1,694",27,880,,
2020,9,80,"6,461",597,272,352,219,273,233,585,198,195,469,547,451,267,371,326,696,4,406,,
2020,9,90,"1,458",118,75,90,69,102,68,103,34,52,107,121,77,52,68,68,155,7,92,,
2020,9,100,187,11,4,8,7,18,1,20,10,5,11,16,10,5,14,9,19,7,12,,
2020,10,총,"232,831","16,915","16,798","13,500","8,831","12,908","10,984","18,014","7,959","9,360","14,025","17,609","13,634","10,439","12,335","11,902","23,860",135,"13,623",,
2020,10,0,"16,756","1,292","2,025","1,036",589,"1,508","1,224","1,127",695,"1,007",757,857,633,747,513,629,"1,237",2,878,,
2020,10,10,"18,529","2,177","1,627","1,198","1,151","1,499",928,"1,291",537,918,861,921,654,852,625,739,"1,475",4,"1,072",,
2020,10,20,"31,019","2,029","1,723","1,635","1,045","1,141","1,131","2,348","1,035","1,008","1,930","2,646","2,354","1,382","2,201","1,752","3,728",8,"1,923",,
2020,10,30,"36,013","2,012","2,912","2,083",946,"1,960","1,999","2,607","1,470","1,419","1,966","3,047","2,409","1,720","2,040","1,767","3,713",12,"1,931",,
2020,10,40,"36,801","2,922","2,911","2,237","1,716","2,739","1,796","2,734","1,205","1,630","1,953","2,462","1,824","1,748","1,677","1,846","3,380",26,"1,995",,
2020,10,50,"37,127","2,570","2,530","2,140","1,401","1,730","1,635","3,076","1,179","1,402","2,450","2,899","2,099","1,607","1,935","2,095","4,003",12,"2,364",,
2020,10,60,"32,784","2,060","2,016","1,895","1,239","1,373","1,430","2,659","1,022","1,189","2,315","2,618","2,051","1,396","1,917","1,781","3,734",27,"2,062",,
2020,10,70,"15,683","1,131",698,828,453,565,537,"1,462",570,532,"1,204","1,471","1,072",665,976,888,"1,715",26,890,,
2020,10,80,"6,457",593,276,350,213,274,233,584,203,197,467,548,450,266,368,330,697,4,404,,
2020,10,90,"1,477",118,76,91,71,101,70,106,33,53,111,124,78,51,69,66,159,7,93,,
2020,10,100,185,11,4,7,7,18,1,20,10,5,11,16,10,5,14,9,19,7,11,,
2020,11,총,"232,973","17,062","16,791","13,482","8,832","12,869","11,078","17,982","7,962","9,393","14,024","17,577","13,653","10,409","12,347","11,908","23,873",133,"13,598",,
2020,11,0,"16,717","1,314","2,013","1,026",577,"1,485","1,239","1,122",694,"1,014",746,852,627,747,517,632,"1,224",1,887,,
2020,11,10,"18,490","2,190","1,635","1,206","1,149","1,505",926,"1,281",536,920,862,913,655,837,617,728,"1,465",4,"1,061",,
2020,11,20,"31,048","2,040","1,723","1,632","1,053","1,148","1,148","2,338","1,034","1,001","1,928","2,642","2,358","1,370","2,206","1,743","3,761",8,"1,915",,
2020,11,30,"35,979","2,039","2,885","2,074",942,"1,932","2,014","2,573","1,472","1,424","1,966","3,050","2,413","1,734","2,038","1,774","3,715",12,"1,922",,
2020,11,40,"36,845","2,962","2,927","2,222","1,723","2,737","1,813","2,745","1,205","1,648","1,952","2,454","1,830","1,732","1,682","1,847","3,360",24,"1,982",,
2020,11,50,"37,043","2,576","2,519","2,133","1,395","1,716","1,637","3,084","1,176","1,402","2,444","2,881","2,076","1,600","1,937","2,093","3,994",13,"2,367",,
2020,11,60,"32,957","2,083","2,027","1,915","1,247","1,391","1,448","2,659","1,024","1,192","2,331","2,630","2,059","1,396","1,919","1,799","3,740",27,"2,070",,
2020,11,70,"15,760","1,138",704,828,458,563,545,"1,465",575,535,"1,209","1,467","1,094",667,973,884,"1,737",26,892,,
2020,11,80,"6,468",586,277,350,211,276,237,588,200,198,468,545,453,271,376,334,697,4,397,,
2020,11,90,"1,480",122,77,89,70,98,70,107,36,54,107,127,78,50,68,65,161,7,94,,
2020,11,100,186,12,4,7,7,18,1,20,10,5,11,16,10,5,14,9,19,7,11,,
2020,12,총,"233,754","18,431","16,843","13,462","8,850","12,768","11,101","17,878","7,963","9,380","13,977","17,489","13,593","10,408","12,379","11,892","23,851",131,"13,358",,
2020,12,0,"16,773","1,466","2,023","1,030",574,"1,457","1,237","1,107",696,"1,009",741,834,619,754,523,623,"1,213",1,866,,
2020,12,10,"18,475","2,256","1,645","1,200","1,148","1,511",924,"1,266",524,914,849,902,647,835,623,722,"1,460",4,"1,045",,
2020,12,20,"31,135","2,168","1,735","1,631","1,067","1,150","1,163","2,319","1,034",992,"1,920","2,628","2,370","1,370","2,183","1,745","3,790",7,"1,863",,
2020,12,30,"36,146","2,307","2,869","2,076",946,"1,890","2,040","2,550","1,480","1,418","1,952","3,045","2,394","1,741","2,057","1,759","3,718",11,"1,893",,
2020,12,40,"36,897","3,122","2,935","2,213","1,722","2,729","1,820","2,734","1,200","1,654","1,950","2,426","1,817","1,709","1,693","1,852","3,350",25,"1,946",,
2020,12,50,"37,044","2,745","2,523","2,127","1,392","1,697","1,639","3,066","1,169","1,397","2,436","2,870","2,060","1,602","1,931","2,085","3,989",11,"2,305",,
2020,12,60,"33,255","2,363","2,050","1,911","1,253","1,389","1,440","2,655","1,039","1,198","2,332","2,634","2,050","1,408","1,934","1,800","3,720",28,"2,051",,
2020,12,70,"15,834","1,231",706,833,458,554,534,"1,471",569,539,"1,211","1,461","1,085",664,981,890,"1,731",26,890,,
2020,12,80,"6,531",635,275,349,215,275,234,582,205,200,465,554,461,271,373,340,700,4,393,,
2020,12,90,"1,473",126,78,85,68,98,69,108,37,54,107,118,80,49,67,66,161,7,95,,
2020,12,100,191,12,4,7,7,18,1,20,10,5,14,17,10,5,14,10,19,7,11,,
2021,1,총,"234,441","19,351","17,288","13,427","8,886","12,683","11,156","17,797","7,938","9,342","13,956","17,422","13,594","10,384","12,308","11,930","23,817",131,"13,031",,
2021,1,0,"16,752","1,550","2,081","1,032",573,"1,439","1,244","1,086",685,989,731,815,619,746,516,618,"1,190",1,837,,
2021,1,10,"18,465","2,299","1,711","1,191","1,142","1,509",926,"1,248",522,917,844,895,644,830,612,715,"1,441",4,"1,015",,
2021,1,20,"31,134","2,251","1,766","1,607","1,093","1,130","1,148","2,312","1,037",985,"1,903","2,620","2,378","1,371","2,168","1,765","3,796",7,"1,797",,
2021,1,30,"36,271","2,464","2,943","2,083",950,"1,858","2,073","2,538","1,468","1,400","1,955","3,028","2,386","1,738","2,050","1,760","3,709",11,"1,857",,
2021,1,40,"37,058","3,244","3,059","2,203","1,708","2,730","1,842","2,706","1,198","1,657","1,940","2,427","1,835","1,694","1,670","1,848","3,368",25,"1,904",,
2021,1,50,"37,001","2,884","2,545","2,117","1,397","1,688","1,630","3,056","1,164","1,384","2,428","2,848","2,046","1,600","1,916","2,095","3,951",11,"2,241",,
2021,1,60,"33,573","2,544","2,108","1,912","1,269","1,396","1,440","2,657","1,041","1,206","2,349","2,647","2,050","1,421","1,943","1,808","3,746",28,"2,008",,
2021,1,70,"15,923","1,306",719,839,453,549,549,"1,486",572,539,"1,217","1,446","1,082",666,974,900,"1,733",26,867,,
2021,1,80,"6,588",661,272,350,224,270,234,581,207,205,467,561,464,267,379,345,696,4,401,,
2021,1,90,"1,484",136,80,86,71,95,69,107,34,55,108,118,80,46,66,66,167,7,93,,
2021,1,100,192,12,4,7,6,19,1,20,10,5,14,17,10,5,14,10,20,7,11,,
2021,2,총,"235,952","20,267","18,356","13,388","8,888","12,576","11,201","17,787","7,948","9,313","13,919","17,337","13,579","10,414","12,308","11,933","23,726",131,"12,881",,
2021,2,0,"16,943","1,667","2,305","1,033",569,"1,413","1,245","1,087",686,973,720,804,598,745,503,609,"1,169",1,816,,
2021,2,10,"18,573","2,353","1,834","1,189","1,138","1,496",936,"1,232",519,915,837,882,645,839,611,715,"1,428",4,"1,000",,
2021,2,20,"31,272","2,342","1,833","1,598","1,106","1,125","1,147","2,305","1,042",984,"1,896","2,598","2,392","1,395","2,181","1,780","3,768",7,"1,773",,
2021,2,30,"36,461","2,681","3,124","2,072",950,"1,828","2,074","2,523","1,453","1,382","1,941","2,999","2,382","1,714","2,046","1,732","3,706",10,"1,844",,
2021,2,40,"37,399","3,384","3,303","2,198","1,703","2,711","1,864","2,697","1,203","1,653","1,927","2,423","1,831","1,708","1,659","1,859","3,356",26,"1,894",,
2021,2,50,"37,109","2,950","2,650","2,105","1,399","1,681","1,631","3,060","1,168","1,380","2,418","2,840","2,052","1,606","1,922","2,103","3,922",11,"2,211",,
2021,2,60,"33,862","2,690","2,191","1,920","1,277","1,401","1,440","2,673","1,048","1,221","2,365","2,649","2,049","1,416","1,951","1,812","3,748",28,"1,983",,
2021,2,70,"16,005","1,363",741,831,446,548,558,"1,494",580,537,"1,217","1,444","1,072",673,965,905,"1,741",26,864,,
2021,2,80,"6,635",679,287,350,224,261,235,587,205,206,472,562,471,265,390,344,699,4,394,,
2021,2,90,"1,502",146,84,86,71,93,70,108,34,57,112,119,77,48,66,64,169,7,91,,
2021,2,100,191,12,4,6,5,19,1,21,10,5,14,17,10,5,14,10,20,7,11,,
2021,3,총,"236,291","21,131","19,188","13,341","8,820","12,477","11,169","17,600","7,914","9,252","13,807","17,126","13,491","10,409","12,244","11,887","23,613",58,"12,764",,
2021,3,0,"17,085","1,828","2,417","1,028",560,"1,375","1,248","1,079",687,958,711,788,596,746,505,597,"1,161",1,800,,
2021,3,10,"18,592","2,374","1,912","1,183","1,114","1,501",937,"1,227",512,907,840,870,635,847,607,721,"1,416",4,985,,
2021,3,20,"31,425","2,440","1,912","1,592","1,108","1,099","1,133","2,296","1,046",995,"1,904","2,592","2,418","1,392","2,178","1,790","3,768",7,"1,755",,
2021,3,30,"36,611","2,988","3,230","2,054",952,"1,790","2,065","2,511","1,445","1,360","1,921","2,977","2,351","1,702","2,028","1,707","3,701",6,"1,823",,
2021,3,40,"37,366","3,450","3,454","2,194","1,691","2,689","1,865","2,678","1,189","1,645","1,902","2,376","1,803","1,719","1,637","1,849","3,348",13,"1,864",,
2021,3,50,"36,995","3,017","2,778","2,097","1,390","1,682","1,615","3,006","1,174","1,368","2,397","2,789","2,039","1,585","1,909","2,087","3,857",7,"2,198",,
2021,3,60,"34,114","2,794","2,344","1,931","1,276","1,408","1,452","2,642","1,055","1,222","2,356","2,640","2,035","1,425","1,961","1,829","3,755",13,"1,976",,
2021,3,70,"15,956","1,400",763,827,444,555,557,"1,482",564,534,"1,199","1,431","1,066",679,952,895,"1,737",4,867,,
2021,3,80,"6,604",677,293,347,214,266,233,569,204,209,466,551,472,266,399,344,699,0,395,,
2021,3,90,"1,456",155,84,86,68,93,63,103,36,54,107,110,72,47,61,63,162,2,90,,
2021,3,100,87,8,1,2,3,19,1,7,2,0,4,2,4,1,7,5,9,1,11,,
2021,4,총,"236,563","21,536","19,373","13,381","8,775","12,404","11,160","17,559","7,916","9,244","13,815","17,034","13,470","10,415","12,233","11,884","23,580",58,"12,726",,
2021,4,0,"17,129","1,891","2,434","1,038",558,"1,369","1,246","1,081",691,957,699,780,586,736,506,593,"1,164",1,799,,
2021,4,10,"18,504","2,375","1,917","1,177","1,100","1,495",932,"1,218",510,914,836,862,628,857,597,712,"1,394",4,976,,
2021,4,20,"31,461","2,472","1,935","1,584","1,101","1,086","1,128","2,280","1,051",992,"1,919","2,574","2,422","1,391","2,188","1,793","3,779",7,"1,759",,
2021,4,30,"36,666","3,113","3,249","2,069",945,"1,761","2,053","2,508","1,450","1,356","1,911","2,969","2,352","1,683","2,027","1,697","3,704",6,"1,813",,
2021,4,40,"37,399","3,474","3,493","2,209","1,684","2,676","1,880","2,664","1,182","1,646","1,901","2,366","1,809","1,737","1,624","1,852","3,338",13,"1,851",,
2021,4,50,"36,875","3,051","2,797","2,095","1,381","1,668","1,601","3,000","1,166","1,360","2,390","2,764","2,032","1,572","1,900","2,084","3,821",7,"2,186",,
2021,4,60,"34,366","2,871","2,393","1,943","1,283","1,421","1,470","2,646","1,054","1,228","2,371","2,636","2,026","1,437","1,966","1,849","3,781",13,"1,978",,
2021,4,70,"16,003","1,431",776,831,446,553,558,"1,485",569,533,"1,210","1,421","1,067",687,944,893,"1,729",4,866,,
2021,4,80,"6,611",690,294,348,208,263,231,564,204,204,469,552,469,267,410,343,699,0,396,,
2021,4,90,"1,462",160,83,85,66,93,60,106,37,54,106,108,75,47,64,63,162,2,91,,
2021,4,100,87,8,2,2,3,19,1,7,2,0,3,2,4,1,7,5,9,1,11,,
2021,5,총,"236,647","21,696","19,531","13,384","8,767","12,363","11,161","17,576","7,898","9,190","13,830","16,963","13,453","10,413","12,221","11,890","23,551",57,"12,703",,
2021,5,0,"17,093","1,889","2,440","1,039",556,"1,361","1,239","1,076",686,945,694,788,588,730,515,590,"1,150",1,806,,
2021,5,10,"18,498","2,382","1,936","1,174","1,097","1,503",937,"1,227",502,906,841,852,622,857,590,712,"1,383",3,974,,
2021,5,20,"31,351","2,480","1,945","1,585","1,095","1,075","1,122","2,277","1,046",978,"1,907","2,558","2,418","1,391","2,169","1,790","3,767",7,"1,741",,
2021,5,30,"36,603","3,123","3,264","2,050",952,"1,733","2,056","2,500","1,441","1,342","1,906","2,961","2,358","1,681","2,041","1,703","3,691",6,"1,795",,
2021,5,40,"37,410","3,490","3,536","2,207","1,674","2,676","1,876","2,650","1,177","1,635","1,913","2,359","1,794","1,730","1,612","1,852","3,349",13,"1,867",,
2021,5,50,"36,860","3,085","2,806","2,111","1,379","1,672","1,605","3,002","1,165","1,358","2,389","2,739","2,023","1,570","1,897","2,078","3,806",7,"2,168",,
2021,5,60,"34,516","2,924","2,427","1,942","1,293","1,415","1,475","2,668","1,067","1,238","2,381","2,618","2,035","1,438","1,953","1,855","3,793",13,"1,981",,
2021,5,70,"16,103","1,453",793,834,449,554,561,"1,487",574,526,"1,214","1,417","1,066",700,963,896,"1,742",4,870,,
2021,5,80,"6,658",702,297,353,203,263,229,573,203,205,474,558,469,268,410,347,704,0,400,,
2021,5,90,"1,467",160,85,87,66,92,60,109,35,57,107,111,76,47,64,63,157,2,89,,
2021,5,100,88,8,2,2,3,19,1,7,2,0,4,2,4,1,7,4,9,1,12,,
2021,6,총,"236,557","21,782","19,603","13,350","8,806","12,325","11,156","17,542","7,916","9,173","13,831","16,885","13,413","10,423","12,184","11,893","23,539",57,"12,679",,
2021,6,0,"17,045","1,886","2,444","1,043",560,"1,349","1,234","1,059",684,938,698,789,584,724,515,583,"1,147",1,807,,
2021,6,10,"18,465","2,383","1,935","1,169","1,097","1,496",938,"1,230",502,909,831,851,617,851,591,717,"1,379",3,966,,
2021,6,20,"31,283","2,477","1,945","1,570","1,112","1,065","1,124","2,268","1,040",973,"1,908","2,550","2,400","1,392","2,150","1,779","3,779",7,"1,744",,
2021,6,30,"36,533","3,145","3,267","2,031",956,"1,708","2,045","2,478","1,451","1,334","1,911","2,949","2,364","1,693","2,038","1,708","3,668",6,"1,781",,
2021,6,40,"37,428","3,487","3,559","2,210","1,683","2,677","1,889","2,657","1,177","1,641","1,907","2,347","1,796","1,724","1,608","1,852","3,337",13,"1,864",,
