년도,월,나이,대구광역시,대구광역시 중구,대구광역시 동구,대구광역시 서구,대구광역시 남구,대구광역시 북구,대구광역시 수성구,대구광역시 달서구,대구광역시 달성군
2020,9,80,"76,577","3,379","12,811","6,756","7,180","11,991","13,777","14,507","6,176"
2020,9,90,"9,240",478,"1,456",764,916,"1,346","1,815","1,694",771
2020,9,100,711,101,123,100,85,92,96,87,27
2020,10,총,"2,424,171","76,849","342,552","171,576","146,513","440,832","425,639","561,568","258,642"
2020,10,0,"180,003","5,240","25,474","7,675","6,822","34,439","29,920","40,841","29,592"
2020,10,10,"227,586","5,104","26,710","11,053","9,460","43,712","51,843","55,843","23,861"
2020,10,20,"322,910","11,910","41,769","21,816","20,427","62,064","55,807","80,018","29,099"
2020,10,30,"296,728","10,900","44,218","17,666","17,193","54,476","43,144","67,353","41,778"
2020,10,40,"385,501","10,783","51,544","23,134","20,429","72,994","73,305","90,099","43,213"
2020,10,50,"426,784","11,412","57,196","34,562","25,040","78,172","75,348","104,218","40,836"
2020,10,60,"322,968","10,193","51,006","30,833","23,808","53,299","51,815","72,657","29,357"
2020,10,70,"174,764","7,350","30,177","17,167","15,128","28,181","28,701","34,163","13,897"
2020,10,80,"76,914","3,378","12,879","6,810","7,191","12,042","13,824","14,593","6,197"
2020,10,90,"9,289",478,"1,456",758,930,"1,357","1,832","1,695",783
2020,10,100,724,101,123,102,85,96,100,88,29
2020,11,총,"2,421,859","76,727","342,432","171,060","146,658","440,736","424,947","560,354","258,945"
2020,11,0,"178,930","5,186","25,372","7,618","6,806","34,189","29,716","40,552","29,491"
2020,11,10,"226,927","5,101","26,652","10,940","9,457","43,547","51,693","55,621","23,916"
2020,11,20,"322,503","11,892","41,770","21,749","20,452","62,209","55,634","79,736","29,061"
2020,11,30,"295,408","10,820","44,061","17,566","17,193","54,195","42,953","66,967","41,653"
2020,11,40,"384,997","10,799","51,545","22,956","20,439","72,884","73,100","89,849","43,425"
2020,11,50,"426,294","11,389","57,120","34,442","25,040","78,259","75,289","103,958","40,797"
2020,11,60,"324,511","10,200","51,236","30,920","23,927","53,609","51,992","73,012","29,615"
2020,11,70,"175,011","7,364","30,186","17,175","15,138","28,253","28,749","34,211","13,935"
2020,11,80,"77,193","3,397","12,900","6,834","7,191","12,115","13,888","14,643","6,225"
2020,11,90,"9,355",477,"1,466",758,930,"1,379","1,833","1,714",798
2020,11,100,730,102,124,102,85,97,100,91,29
2020,12,총,"2,418,346","76,547","341,920","170,700","146,632","440,263","424,314","558,631","259,339"
2020,12,0,"178,226","5,142","25,193","7,564","6,821","34,031","29,784","40,273","29,418"
2020,12,10,"225,898","5,089","26,566","10,862","9,419","43,304","51,495","55,240","23,923"
2020,12,20,"321,534","11,864","41,684","21,673","20,457","62,136","55,403","79,273","29,044"
2020,12,30,"294,310","10,755","43,821","17,443","17,178","54,010","42,826","66,579","41,698"
2020,12,40,"383,839","10,766","51,410","22,825","20,403","72,657","72,866","89,441","43,471"
2020,12,50,"425,479","11,325","56,998","34,321","24,967","78,202","75,151","103,664","40,851"
2020,12,60,"325,957","10,227","51,418","31,085","23,994","53,923","52,132","73,333","29,845"
2020,12,70,"175,276","7,375","30,211","17,173","15,135","28,316","28,773","34,305","13,988"
2020,12,80,"77,665","3,413","13,013","6,896","7,232","12,187","13,943","14,706","6,275"
2020,12,90,"9,429",488,"1,481",755,939,"1,403","1,841","1,726",796
2020,12,100,733,103,125,103,87,94,100,91,30
2021,1,총,"2,415,813","76,382","341,498","170,383","146,428","439,906","424,112","557,404","259,700"
2021,1,0,"176,889","5,085","24,944","7,497","6,760","33,711","29,668","39,883","29,341"
2021,1,10,"225,070","5,054","26,475","10,785","9,358","43,117","51,341","54,970","23,970"
2021,1,20,"320,703","11,860","41,576","21,606","20,412","62,073","55,312","78,912","28,952"
2021,1,30,"293,117","10,744","43,647","17,366","17,114","53,822","42,710","66,165","41,549"
2021,1,40,"382,725","10,728","51,254","22,717","20,276","72,340","72,704","89,075","43,631"
2021,1,50,"424,889","11,272","56,873","34,135","24,919","78,296","75,094","103,441","40,859"
2021,1,60,"328,155","10,244","51,730","31,247","24,117","54,352","52,419","73,878","30,168"
2021,1,70,"175,695","7,359","30,248","17,218","15,143","28,364","28,883","34,423","14,057"
2021,1,80,"78,265","3,439","13,119","6,955","7,279","12,307","14,013","14,813","6,340"
2021,1,90,"9,561",493,"1,505",754,961,"1,427","1,867","1,754",800
2021,1,100,744,104,127,103,89,97,101,90,33
2021,2,총,"2,413,191","76,159","341,661","170,005","146,255","439,218","423,937","555,948","260,008"
2021,2,0,"175,992","5,033","24,865","7,401","6,720","33,476","29,770","39,466","29,261"
2021,2,10,"224,223","5,028","26,456","10,744","9,305","42,942","51,060","54,706","23,982"
2021,2,20,"319,256","11,794","41,464","21,415","20,398","61,951","54,950","78,411","28,873"
2021,2,30,"291,854","10,697","43,500","17,279","17,016","53,519","42,641","65,730","41,472"
2021,2,40,"381,902","10,658","51,283","22,663","20,202","72,048","72,638","88,715","43,695"
2021,2,50,"424,457","11,264","56,876","33,937","24,856","78,209","75,167","103,239","40,909"
2021,2,60,"330,162","10,297","52,015","31,451","24,213","54,707","52,654","74,345","30,480"
2021,2,70,"175,891","7,317","30,279","17,229","15,125","28,383","28,920","34,527","14,111"
2021,2,80,"79,011","3,468","13,272","7,031","7,360","12,429","14,143","14,925","6,383"
2021,2,90,"9,696",499,"1,522",751,971,"1,457","1,896","1,790",810
2021,2,100,747,104,129,104,89,97,98,94,32
2021,3,총,"2,408,875","75,647","342,656","169,432","146,006","438,365","422,759","554,177","259,833"
2021,3,0,"175,023","4,975","24,843","7,315","6,690","33,229","29,580","39,195","29,196"
2021,3,10,"223,056","5,001","26,477","10,652","9,287","42,656","50,675","54,333","23,975"
2021,3,20,"318,439","11,719","41,595","21,274","20,352","61,942","54,732","78,032","28,793"
2021,3,30,"290,921","10,651","43,667","17,236","16,962","53,279","42,446","65,349","41,331"
2021,3,40,"380,397","10,585","51,279","22,523","20,109","71,680","72,293","88,230","43,698"
2021,3,50,"422,961","11,203","56,992","33,728","24,733","77,916","75,004","102,675","40,710"
2021,3,60,"332,302","10,254","52,437","31,575","24,295","55,146","52,867","74,955","30,773"
2021,3,70,"176,041","7,274","30,350","17,244","15,108","28,455","28,930","34,538","14,142"
2021,3,80,"79,451","3,430","13,383","7,070","7,425","12,508","14,238","15,010","6,387"
2021,3,90,"9,757",483,"1,552",757,977,"1,462","1,911","1,808",807
2021,3,100,527,72,81,58,68,92,83,52,21
2021,4,총,"2,406,296","75,366","342,468","169,022","146,188","438,248","421,840","552,975","260,189"
2021,4,0,"174,060","4,927","24,699","7,246","6,690","33,119","29,429","38,849","29,101"
2021,4,10,"222,409","4,985","26,403","10,608","9,296","42,601","50,395","54,088","24,033"
2021,4,20,"317,686","11,638","41,527","21,178","20,407","61,826","54,594","77,713","28,803"
2021,4,30,"290,180","10,606","43,586","17,217","17,037","53,180","42,300","65,019","41,235"
2021,4,40,"379,728","10,544","51,249","22,413","20,091","71,588","72,001","87,955","43,887"
2021,4,50,"422,181","11,167","56,856","33,522","24,741","77,882","74,874","102,459","40,680"
2021,4,60,"333,756","10,262","52,693","31,657","24,344","55,431","53,051","75,304","31,014"
2021,4,70,"175,962","7,248","30,324","17,256","15,063","28,460","28,889","34,577","14,145"
2021,4,80,"79,992","3,432","13,501","7,111","7,467","12,597","14,297","15,143","6,444"
2021,4,90,"9,815",485,"1,548",755,983,"1,474","1,928","1,816",826
2021,4,100,527,72,82,59,69,90,82,52,21
2021,5,총,"2,402,940","75,133","341,730","168,704","146,066","437,892","420,820","552,192","260,403"
2021,5,0,"173,269","4,886","24,544","7,212","6,669","32,963","29,312","38,595","29,088"
2021,5,10,"221,672","4,974","26,360","10,525","9,274","42,462","50,122","53,891","24,064"
2021,5,20,"316,866","11,597","41,273","21,070","20,306","61,812","54,420","77,616","28,772"
2021,5,30,"289,317","10,550","43,472","17,214","17,049","53,071","42,162","64,733","41,066"
2021,5,40,"378,018","10,505","51,054","22,218","20,009","71,258","71,545","87,508","43,921"
2021,5,50,"421,792","11,142","56,662","33,428","24,735","77,887","74,856","102,347","40,735"
2021,5,60,"335,269","10,249","52,816","31,793","24,403","55,773","53,179","75,788","31,268"
2021,5,70,"176,065","7,238","30,336","17,257","15,044","28,478","28,916","34,619","14,177"
2021,5,80,"80,339","3,432","13,582","7,166","7,509","12,661","14,305","15,229","6,455"
2021,5,90,"9,830",486,"1,550",761,998,"1,460","1,927","1,812",836
2021,5,100,503,74,81,60,70,67,76,54,21
2021,6,총,"2,397,646","74,727","340,693","167,773","145,105","437,333","419,979","551,490","260,546"
2021,6,0,"172,618","4,869","24,375","7,176","6,664","32,819","29,294","38,392","29,029"
2021,6,10,"221,070","4,965","26,314","10,458","9,206","42,403","49,884","53,738","24,102"
2021,6,20,"316,026","11,540","41,195","20,929","20,261","61,716","54,234","77,439","28,712"
2021,6,30,"288,200","10,476","43,264","17,058","16,971","52,937","42,182","64,384","40,928"
2021,6,40,"377,140","10,507","50,896","22,111","19,843","71,111","71,326","87,306","44,040"
2021,6,50,"420,147","11,037","56,380","33,153","24,571","77,639","74,596","102,118","40,653"
2021,6,60,"336,363","10,201","52,867","31,830","24,265","56,071","53,303","76,303","31,523"
2021,6,70,"175,664","7,148","30,274","17,177","14,904","28,479","28,843","34,626","14,213"
2021,6,80,"80,372","3,438","13,558","7,123","7,449","12,653","14,348","15,309","6,494"
2021,6,90,"9,677",474,"1,519",726,950,"1,455","1,904","1,818",831
2021,6,100,369,72,51,32,21,50,65,57,21
2021,7,총,"2,395,749","74,433","340,426","167,270","144,889","437,083","420,048","550,640","260,960"
2021,7,0,"171,893","4,823","24,264","7,119","6,614","32,656","29,273","38,113","29,031"
2021,7,10,"220,577","4,943","26,264","10,411","9,164","42,252","49,824","53,555","24,164"
2021,7,20,"315,051","11,474","41,086","20,762","20,225","61,610","54,058","77,175","28,661"
2021,7,30,"287,590","10,436","43,088","16,975","16,954","52,822","42,282","64,137","40,896"
2021,7,40,"376,422","10,460","50,848","22,020","19,790","70,923","71,232","87,015","44,134"
2021,7,50,"419,517","10,972","56,321","32,923","24,477","77,620","74,569","101,919","40,716"
2021,7,60,"337,985","10,192","53,036","31,961","24,335","56,412","53,590","76,750","31,709"
2021,7,70,"175,933","7,129","30,328","17,163","14,885","28,541","28,851","34,765","14,271"
2021,7,80,"80,677","3,458","13,609","7,170","7,461","12,731","14,388","15,327","6,533"
2021,7,90,"9,732",474,"1,532",734,963,"1,463","1,915","1,825",826
2021,7,100,372,72,50,32,21,53,66,59,19
2021,8,총,"2,393,626","74,125","340,242","166,878","144,564","436,827","419,837","549,494","261,659"
2021,8,0,"171,117","4,816","24,106","7,049","6,573","32,463","29,209","37,886","29,015"
2021,8,10,"220,036","4,920","26,233","10,383","9,122","42,109","49,708","53,320","24,241"
2021,8,20,"314,020","11,415","40,981","20,639","20,139","61,516","53,830","76,825","28,675"
2021,8,30,"286,886","10,378","42,953","16,928","16,927","52,673","42,305","63,835","40,887"
2021,8,40,"375,350","10,384","50,797","21,882","19,714","70,718","70,958","86,619","44,278"
2021,8,50,"419,481","10,943","56,318","32,799","24,391","77,667","74,720","101,772","40,871"
2021,8,60,"339,189","10,192","53,213","32,040","24,348","56,701","53,746","77,032","31,917"
2021,8,70,"176,352","7,087","30,349","17,174","14,896","28,667","28,936","34,899","14,344"
2021,8,80,"81,008","3,441","13,691","7,206","7,465","12,784","14,430","15,417","6,574"
2021,8,90,"9,813",477,"1,548",746,968,"1,477","1,931","1,830",836
2021,8,100,374,72,53,32,21,52,64,59,21
2021,9,총,"2,392,787","74,032","340,024","166,406","144,484","437,146","419,536","548,694","262,465"
2021,9,0,"170,270","4,819","23,995","7,001","6,509","32,320","29,054","37,607","28,965"
2021,9,10,"219,795","4,907","26,187","10,313","9,109","42,097","49,635","53,202","24,345"
2021,9,20,"313,516","11,456","40,826","20,497","20,121","61,585","53,657","76,639","28,735"
2021,9,30,"286,608","10,348","42,862","16,912","16,945","52,667","42,288","63,663","40,923"
2021,9,40,"374,414","10,387","50,729","21,710","19,681","70,526","70,717","86,200","44,464"
2021,9,50,"419,587","10,888","56,307","32,701","24,342","77,879","74,773","101,716","40,981"
2021,9,60,"340,112","10,182","53,302","32,069","24,385","56,936","53,867","77,246","32,125"
2021,9,70,"176,747","7,053","30,410","17,187","14,893","28,719","29,015","35,029","14,441"
2021,9,80,"81,471","3,448","13,794","7,232","7,506","12,867","14,513","15,492","6,619"
2021,9,90,"9,884",472,"1,559",749,967,"1,500","1,951","1,839",847
2021,9,100,383,72,53,35,26,50,66,61,20
2021,10,총,"2,390,721","74,682","340,575","165,862","144,119","436,499","418,833","547,340","262,811"
2021,10,0,"169,417","4,981","24,007","6,937","6,453","32,096","28,831","37,233","28,879"
2021,10,10,"219,348","4,972","26,196","10,232","9,028","41,927","49,571","53,022","24,400"
2021,10,20,"312,144","11,434","40,702","20,334","20,046","61,352","53,359","76,239","28,678"
2021,10,30,"286,283","10,571","43,089","16,875","16,883","52,477","42,108","63,424","40,856"
2021,10,40,"373,251","10,483","50,660","21,567","19,585","70,263","70,477","85,671","44,545"
2021,10,50,"419,894","11,023","56,414","32,573","24,310","77,981","74,814","101,679","41,100"
2021,10,60,"340,970","10,200","53,412","32,058","24,385","57,106","54,025","77,483","32,301"
2021,10,70,"177,181","7,039","30,562","17,214","14,879","28,799","29,064","35,101","14,523"
2021,10,80,"81,934","3,453","13,913","7,288","7,556","12,946","14,561","15,561","6,656"
2021,10,90,"9,939",464,"1,568",753,973,"1,501","1,957","1,870",853
2021,10,100,360,62,52,31,21,51,66,57,20
2021,11,총,"2,388,230","74,793","341,114","165,208","143,645","436,567","418,014","545,983","262,906"
2021,11,0,"168,602","5,011","24,020","6,870","6,386","31,964","28,607","36,952","28,792"
2021,11,10,"218,976","5,017","26,193","10,186","8,983","41,815","49,470","52,858","24,454"
2021,11,20,"310,800","11,386","40,612","20,110","19,908","61,263","53,173","75,787","28,561"
2021,11,30,"285,532","10,575","43,169","16,810","16,818","52,486","41,887","63,067","40,720"
2021,11,40,"372,803","10,548","50,786","21,428","19,523","70,201","70,232","85,384","44,701"
2021,11,50,"419,916","11,031","56,488","32,449","24,214","78,084","74,840","101,678","41,132"
2021,11,60,"341,719","10,239","53,589","32,025","24,364","57,332","54,154","77,594","32,422"
2021,11,70,"177,394","7,030","30,676","17,236","14,867","28,834","29,040","35,130","14,581"
2021,11,80,"82,243","3,464","13,972","7,317","7,599","13,034","14,589","15,595","6,673"
2021,11,90,"9,968",470,"1,567",755,965,"1,506","1,964","1,890",851
2021,11,100,277,22,42,22,18,48,58,48,19
2021,12,총,"2,385,412","74,791","341,436","164,528","143,175","437,008","417,097","544,926","262,451"
2021,12,0,"167,823","5,002","23,998","6,779","6,329","31,921","28,406","36,879","28,509"
2021,12,10,"218,537","5,003","26,205","10,107","8,943","41,761","49,315","52,726","24,477"
2021,12,20,"308,921","11,372","40,513","19,897","19,735","61,011","52,915","75,096","28,382"
2021,12,30,"284,865","10,583","43,183","16,715","16,713","52,587","41,672","62,906","40,506"
2021,12,40,"372,555","10,604","50,977","21,323","19,414","70,291","69,974","85,255","44,717"
2021,12,50,"419,444","11,025","56,436","32,298","24,204","78,215","74,743","101,488","41,035"
2021,12,60,"342,291","10,225","53,656","32,000","24,316","57,534","54,283","77,707","32,570"
2021,12,70,"177,828","7,000","30,763","17,251","14,893","28,982","29,098","35,207","14,634"
2021,12,80,"82,781","3,475","14,073","7,373","7,636","13,157","14,636","15,695","6,736"
2021,12,90,"10,122",480,"1,592",767,974,"1,518","1,998","1,925",868
2021,12,100,245,22,40,18,18,31,57,42,17
