년도,월,나이,안산시,상록구,일동,이동,사동,사이동,해양동,본오1동,본오2동,본오3동,부곡동,월피동,성포동,반월동,안산동,단원구,와동,고잔동,중앙동,호수동,원곡동,백운동,신길동,초지동,선부1동,선부2동,선부3동,대부동
2020,2,40,"111,005","58,556","4,789","4,219","6,041","5,808","3,520","7,280","4,857","3,458","3,870","6,555","3,958","2,765","1,436","52,449","7,318","3,475","3,962","7,957","1,126","2,990","4,199","8,665","2,160","3,201","6,457",939
2020,2,50,"126,363","67,110","4,654","4,676","6,356","6,370","3,671","7,336","5,505","4,291","4,610","8,365","5,918","3,473","1,885","59,253","7,544","4,169","4,732","9,366","1,707","3,732","4,281","8,267","2,547","3,992","7,010","1,906"
2020,2,60,"65,120","34,280","2,424","2,534","2,699","3,136","1,847","3,465","2,662","2,114","2,186","3,883","3,083","2,810","1,437","30,840","3,578","2,248","2,642","3,866","1,002","2,236","2,446","4,076","1,586","1,906","3,281","1,973"
2020,2,70,"28,689","16,261","1,419","1,283","1,533","1,212",569,"1,816","1,393","1,081","1,089","1,618","1,085","1,526",637,"12,428","1,664","1,025",816,"1,191",600,808,925,"1,720",630,819,"1,196","1,034"
2020,2,80,"13,821","7,907",598,563,"1,083",606,226,821,684,557,544,862,572,534,257,"5,914",735,516,380,609,242,290,428,873,343,385,595,518
2020,2,90,"1,973","1,155",87,88,193,75,42,93,80,71,58,117,112,87,52,818,104,52,78,97,30,31,58,130,40,53,64,81
2020,2,100,109,56,3,6,13,5,1,1,4,0,3,4,7,4,5,53,3,4,5,3,6,7,3,7,1,3,4,7
2020,3,총,"652,763","347,334","25,733","24,845","34,026","33,322","24,983","39,062","27,474","20,740","22,331","39,671","27,559","18,349","9,239","305,429","39,060","22,311","25,898","45,209","6,503","18,697","22,819","47,509","14,938","17,742","36,201","8,542"
2020,3,0,"46,168","24,201","1,923","1,278","2,088","2,762","2,677","2,934","1,729","1,115","1,611","2,477","1,861","1,212",534,"21,967","2,773","1,318","1,751","3,626",301,"1,392","1,754","3,963","1,071","1,014","2,696",308
2020,3,10,"66,861","35,369","2,639","1,760","3,155","3,807","3,150","4,333","3,118","1,903","2,261","4,212","2,838","1,392",801,"31,492","4,157","2,047","2,401","5,548",321,"1,880","2,607","5,198","1,267","1,791","3,879",396
2020,3,20,"105,647","57,070","3,917","4,539","6,115","5,345","4,027","6,044","4,414","3,594","3,600","7,145","4,884","2,241","1,205","48,577","5,991","4,292","5,083","7,778",507,"2,853","3,122","7,530","2,203","2,647","5,880",691
2020,3,30,"85,931","44,011","3,321","3,993","4,867","4,232","3,308","4,981","3,099","2,576","2,523","4,522","3,319","2,285",985,"41,920","5,305","3,204","4,140","5,491",679,"2,526","3,048","7,260","2,337","2,074","5,199",657
2020,3,40,"110,706","58,845","4,740","4,155","5,958","5,733","4,451","7,198","4,787","3,421","3,841","6,495","3,890","2,755","1,421","51,861","7,223","3,442","3,909","7,739","1,107","2,942","4,152","8,504","2,379","3,118","6,412",934
2020,3,50,"126,688","67,562","4,648","4,640","6,296","6,379","4,356","7,345","5,485","4,276","4,597","8,299","5,876","3,483","1,882","59,126","7,501","4,145","4,676","9,227","1,710","3,713","4,245","8,223","2,864","3,922","6,974","1,926"
2020,3,60,"65,919","34,756","2,432","2,552","2,724","3,160","2,092","3,480","2,672","2,139","2,209","3,921","3,105","2,814","1,456","31,163","3,600","2,260","2,648","3,896",995,"2,241","2,458","4,098","1,770","1,919","3,304","1,974"
2020,3,70,"28,857","16,362","1,423","1,273","1,542","1,212",622,"1,824","1,397","1,091","1,091","1,612","1,104","1,533",638,"12,495","1,660","1,023",826,"1,195",603,818,933,"1,733",648,810,"1,194","1,052"
2020,3,80,"13,880","7,940",600,563,"1,080",609,253,829,682,559,538,865,562,542,258,"5,940",738,520,381,606,244,292,442,864,354,389,593,517
2020,3,90,"1,997","1,161",87,86,188,78,46,93,87,66,57,118,113,88,54,836,109,56,78,100,30,33,55,129,44,55,66,81
2020,3,100,109,57,3,6,13,5,1,1,4,0,3,5,7,4,5,52,3,4,5,3,6,7,3,7,1,3,4,6
2020,4,총,"653,575","348,512","25,652","24,678","33,853","33,341","27,358","38,927","27,327","20,605","22,264","39,514","27,477","18,289","9,227","305,063","38,948","22,237","25,814","44,962","6,457","18,675","22,797","47,433","15,498","17,597","36,074","8,571"
2020,4,0,"46,083","24,223","1,900","1,254","2,041","2,740","2,953","2,914","1,708","1,103","1,598","2,445","1,846","1,193",528,"21,860","2,744","1,298","1,736","3,609",300,"1,375","1,729","3,961","1,106","1,012","2,681",309
2020,4,10,"66,514","35,299","2,620","1,744","3,107","3,783","3,417","4,301","3,064","1,888","2,245","4,171","2,789","1,377",793,"31,215","4,114","2,029","2,366","5,480",322,"1,867","2,623","5,111","1,312","1,759","3,844",388
2020,4,20,"105,981","57,363","3,922","4,499","6,138","5,367","4,422","6,028","4,402","3,568","3,574","7,120","4,888","2,235","1,200","48,618","5,995","4,282","5,098","7,744",504,"2,872","3,106","7,533","2,319","2,620","5,849",696
2020,4,30,"86,083","44,134","3,280","3,945","4,808","4,253","3,712","4,935","3,089","2,555","2,520","4,479","3,306","2,267",985,"41,949","5,270","3,195","4,137","5,492",672,"2,522","3,039","7,298","2,435","2,045","5,191",653
2020,4,40,"110,400","58,855","4,703","4,136","5,884","5,714","4,879","7,164","4,739","3,366","3,807","6,452","3,854","2,738","1,419","51,545","7,191","3,412","3,885","7,661","1,086","2,912","4,132","8,441","2,458","3,078","6,353",936
2020,4,50,"126,955","67,863","4,658","4,603","6,292","6,385","4,770","7,349","5,451","4,266","4,609","8,269","5,853","3,475","1,883","59,092","7,504","4,128","4,652","9,145","1,693","3,720","4,265","8,210","2,960","3,913","6,968","1,934"
2020,4,60,"66,476","35,122","2,447","2,557","2,752","3,182","2,239","3,503","2,685","2,146","2,211","3,976","3,141","2,825","1,458","31,354","3,607","2,287","2,653","3,927",996,"2,250","2,460","4,115","1,834","1,924","3,318","1,983"
2020,4,70,"29,003","16,439","1,431","1,283","1,547","1,219",646,"1,811","1,407","1,092","1,092","1,608","1,115","1,546",642,"12,564","1,661","1,029",828,"1,186",599,823,939,"1,763",671,804,"1,204","1,057"
2020,4,80,"13,960","7,983",599,562,"1,082",613,272,829,689,557,545,869,565,542,259,"5,977",746,519,376,617,247,292,448,865,357,385,596,529
2020,4,90,"2,007","1,172",89,88,188,81,47,92,89,64,60,120,113,86,55,835,113,54,77,98,32,34,53,129,45,54,66,80
2020,4,100,113,59,3,7,14,4,1,1,4,0,3,5,7,5,5,54,3,4,6,3,6,8,3,7,1,3,4,6
2020,5,총,"654,047","349,230","25,596","24,582","33,733","33,356","28,894","38,776","27,267","20,563","22,212","39,346","27,417","18,248","9,240","304,817","38,883","22,218","25,682","44,764","6,449","18,647","22,784","47,404","15,844","17,456","36,097","8,589"
2020,5,0,"45,960","24,185","1,886","1,231","2,000","2,728","3,133","2,886","1,690","1,091","1,581","2,418","1,839","1,173",529,"21,775","2,735","1,284","1,718","3,574",305,"1,375","1,732","3,944","1,128",996,"2,675",309
2020,5,10,"66,242","35,208","2,605","1,719","3,098","3,748","3,573","4,265","3,032","1,875","2,232","4,130","2,764","1,374",793,"31,034","4,073","2,027","2,349","5,422",317,"1,855","2,605","5,095","1,330","1,747","3,824",390
2020,5,20,"105,987","57,492","3,917","4,484","6,114","5,400","4,706","5,986","4,399","3,560","3,552","7,080","4,867","2,226","1,201","48,495","5,995","4,258","5,087","7,688",509,"2,857","3,093","7,514","2,376","2,594","5,838",686
2020,5,30,"86,210","44,233","3,268","3,926","4,768","4,267","3,969","4,879","3,075","2,558","2,522","4,450","3,320","2,244",987,"41,977","5,235","3,203","4,091","5,498",681,"2,509","3,041","7,300","2,529","2,027","5,208",655
2020,5,40,"110,183","58,756","4,664","4,098","5,863","5,684","5,138","7,129","4,712","3,334","3,767","6,412","3,821","2,729","1,405","51,427","7,206","3,405","3,853","7,619","1,066","2,904","4,132","8,403","2,514","3,054","6,334",937
2020,5,50,"127,209","68,157","4,662","4,612","6,295","6,390","5,071","7,358","5,456","4,270","4,628","8,232","5,833","3,468","1,882","59,052","7,475","4,125","4,645","9,112","1,685","3,725","4,265","8,226","2,996","3,878","6,976","1,944"
2020,5,60,"66,984","35,440","2,471","2,557","2,782","3,200","2,312","3,528","2,713","2,160","2,221","4,018","3,168","2,839","1,471","31,544","3,626","2,307","2,660","3,943","1,000","2,254","2,469","4,148","1,874","1,921","3,344","1,998"
2020,5,70,"29,111","16,503","1,431","1,289","1,528","1,235",666,"1,813","1,412","1,093","1,096","1,617","1,116","1,558",649,"12,608","1,661","1,031",816,"1,189",601,830,944,"1,775",684,801,"1,220","1,056"
2020,5,80,"14,016","8,010",599,570,"1,083",616,276,835,684,556,550,863,570,547,261,"6,006",760,518,378,616,249,295,444,865,367,382,605,527
2020,5,90,"2,030","1,184",89,89,188,84,49,96,89,66,60,120,112,85,57,846,114,57,80,100,30,35,56,126,45,53,69,81
2020,5,100,115,62,4,7,14,4,1,1,5,0,3,6,7,5,5,53,3,3,5,3,6,8,3,8,1,3,4,6
2020,6,총,"654,450","349,514","25,536","24,494","33,632","33,385","29,619","38,656","27,171","20,542","22,208","39,273","27,426","18,315","9,257","304,936","39,163","22,174","25,504","44,828","6,397","18,606","22,855","47,436","16,046","17,298","35,948","8,681"
2020,6,0,"45,844","24,106","1,877","1,221","1,965","2,716","3,229","2,858","1,649","1,072","1,580","2,401","1,844","1,172",522,"21,738","2,750","1,276","1,717","3,559",307,"1,344","1,741","3,943","1,161",981,"2,647",312
2020,6,10,"65,927","35,061","2,594","1,703","3,071","3,745","3,617","4,217","3,026","1,865","2,215","4,100","2,748","1,368",792,"30,866","4,105","2,005","2,314","5,404",309,"1,850","2,593","5,064","1,337","1,725","3,769",391
2020,6,20,"106,107","57,608","3,912","4,470","6,105","5,418","4,865","5,983","4,389","3,560","3,537","7,088","4,857","2,229","1,195","48,499","6,038","4,225","5,059","7,702",501,"2,850","3,113","7,505","2,428","2,577","5,810",691
2020,6,30,"86,300","44,267","3,269","3,880","4,737","4,271","4,112","4,858","3,066","2,537","2,515","4,443","3,324","2,267",988,"42,033","5,280","3,217","4,071","5,506",671,"2,500","3,064","7,281","2,566","1,994","5,209",674
2020,6,40,"110,061","58,666","4,637","4,086","5,828","5,674","5,274","7,086","4,677","3,320","3,765","6,360","3,822","2,733","1,404","51,395","7,251","3,384","3,808","7,638","1,050","2,896","4,148","8,424","2,531","3,020","6,302",943
2020,6,50,"127,063","68,125","4,646","4,591","6,292","6,374","5,151","7,347","5,420","4,271","4,621","8,231","5,833","3,461","1,887","58,938","7,506","4,108","4,602","9,086","1,676","3,745","4,259","8,208","3,006","3,846","6,918","1,978"
2020,6,60,"67,751","35,874","2,482","2,587","2,815","3,244","2,364","3,574","2,753","2,191","2,258","4,049","3,194","2,879","1,484","31,877","3,688","2,340","2,661","4,003","1,000","2,238","2,501","4,221","1,900","1,922","3,378","2,025"
2020,6,70,"29,232","16,547","1,429","1,298","1,533","1,237",679,"1,803","1,418","1,098","1,101","1,624","1,109","1,564",654,"12,685","1,663","1,037",811,"1,207",600,847,942,"1,784",699,804,"1,233","1,058"
2020,6,80,"14,005","8,004",596,563,"1,083",619,274,834,681,560,552,849,575,549,269,"6,001",767,521,377,618,248,291,434,867,372,377,606,523
2020,6,90,"2,039","1,192",90,88,188,83,53,95,88,68,61,121,113,87,57,847,111,58,79,101,29,35,57,131,45,49,72,80
2020,6,100,121,64,4,7,15,4,1,1,4,0,3,7,7,6,5,57,4,3,5,4,6,10,3,8,1,3,4,6
2020,7,총,"654,093","349,189","25,460","24,460","33,504","33,370","30,091","38,496","27,092","20,483","22,159","39,079","27,316","18,467","9,212","304,904","39,247","22,152","25,369","44,885","6,345","18,648","22,853","47,471","16,182","17,159","35,867","8,726"
2020,7,0,"45,583","23,898","1,852","1,194","1,927","2,693","3,269","2,834","1,630","1,056","1,564","2,366","1,824","1,174",515,"21,685","2,745","1,263","1,708","3,567",298,"1,353","1,723","3,935","1,180",978,"2,623",312
2020,7,10,"65,571","34,843","2,588","1,699","3,047","3,732","3,645","4,164","3,018","1,860","2,189","4,045","2,712","1,358",786,"30,728","4,077","1,993","2,289","5,379",311,"1,847","2,584","5,062","1,340","1,705","3,751",390
2020,7,20,"106,098","57,634","3,877","4,483","6,083","5,416","4,970","5,998","4,372","3,546","3,532","7,064","4,856","2,256","1,181","48,464","6,074","4,230","5,023","7,718",495,"2,863","3,125","7,480","2,434","2,556","5,765",701
2020,7,30,"86,119","44,142","3,247","3,841","4,697","4,278","4,211","4,814","3,047","2,524","2,501","4,425","3,286","2,298",973,"41,977","5,292","3,221","4,035","5,549",669,"2,490","3,037","7,262","2,585","1,975","5,182",680
2020,7,40,"109,713","58,428","4,627","4,076","5,794","5,625","5,324","7,036","4,675","3,296","3,750","6,302","3,801","2,733","1,389","51,285","7,245","3,374","3,793","7,597","1,038","2,904","4,138","8,454","2,536","2,986","6,276",944
2020,7,50,"127,190","68,198","4,629","4,596","6,305","6,392","5,237","7,331","5,383","4,262","4,628","8,223","5,830","3,500","1,882","58,992","7,530","4,088","4,587","9,103","1,669","3,755","4,285","8,208","3,042","3,814","6,928","1,983"
2020,7,60,"68,207","36,128","2,512","2,608","2,824","3,275","2,411","3,576","2,771","2,197","2,270","4,065","3,220","2,913","1,486","32,079","3,729","2,350","2,659","4,030",980,"2,256","2,517","4,249","1,927","1,927","3,412","2,043"
2020,7,70,"29,361","16,608","1,439","1,297","1,529","1,250",693,"1,797","1,426","1,113","1,100","1,616","1,100","1,587",661,"12,753","1,665","1,050",818,"1,213",596,843,946,"1,811",712,797,"1,241","1,061"
2020,7,80,"14,078","8,050",595,573,"1,094",619,276,851,679,562,561,846,564,555,275,"6,028",774,521,374,622,253,292,436,872,376,371,612,525
2020,7,90,"2,048","1,193",90,86,190,85,54,94,87,67,61,119,115,87,58,855,112,59,78,103,30,35,59,130,48,47,73,81
2020,7,100,125,67,4,7,14,5,1,1,4,0,3,8,8,6,6,58,4,3,5,4,6,10,3,8,2,3,4,6
2020,8,총,"653,733","348,898","25,347","24,398","33,455","33,369","30,302","38,402","27,068","20,438","22,132","39,008","27,225","18,562","9,192","304,835","39,321","22,167","25,365","44,848","6,344","18,638","22,813","47,567","16,193","17,003","35,830","8,746"
2020,8,0,"45,303","23,734","1,830","1,183","1,900","2,679","3,301","2,812","1,616","1,043","1,537","2,349","1,799","1,177",508,"21,569","2,750","1,260","1,693","3,545",297,"1,340","1,714","3,925","1,180",960,"2,592",313
2020,8,10,"65,242","34,667","2,563","1,690","3,037","3,716","3,648","4,155","3,005","1,851","2,175","4,002","2,685","1,360",780,"30,575","4,054","1,989","2,285","5,344",316,"1,847","2,564","5,046","1,334","1,678","3,731",387
2020,8,20,"106,040","57,565","3,859","4,464","6,053","5,409","5,002","5,981","4,368","3,559","3,541","7,066","4,817","2,264","1,182","48,475","6,085","4,221","5,014","7,720",495,"2,866","3,112","7,503","2,428","2,547","5,777",707
2020,8,30,"85,882","43,986","3,220","3,827","4,673","4,267","4,243","4,756","3,026","2,495","2,500","4,428","3,281","2,310",960,"41,896","5,282","3,231","4,010","5,535",667,"2,484","3,008","7,285","2,587","1,957","5,167",683
2020,8,40,"109,360","58,216","4,606","4,071","5,774","5,612","5,339","7,019","4,640","3,266","3,723","6,255","3,782","2,749","1,380","51,144","7,250","3,361","3,803","7,557","1,040","2,897","4,131","8,439","2,522","2,936","6,265",943
2020,8,50,"127,324","68,249","4,622","4,568","6,337","6,403","5,272","7,320","5,400","4,276","4,644","8,204","5,814","3,511","1,878","59,075","7,580","4,086","4,593","9,116","1,663","3,757","4,298","8,242","3,052","3,782","6,923","1,983"
2020,8,60,"68,805","36,448","2,521","2,628","2,851","3,303","2,451","3,600","2,806","2,200","2,292","4,102","3,257","2,944","1,493","32,357","3,766","2,375","2,684","4,079",983,"2,266","2,536","4,281","1,949","1,932","3,443","2,063"
2020,8,70,"29,440","16,669","1,433","1,309","1,517","1,268",709,"1,802","1,430","1,114","1,100","1,626","1,098","1,592",671,"12,771","1,655","1,060",822,"1,217",594,846,948,"1,827",714,792,"1,240","1,056"
2020,8,80,"14,147","8,096",600,569,"1,107",618,281,858,686,565,556,850,568,560,278,"6,051",782,522,374,626,253,292,439,881,377,370,614,521
2020,8,90,"2,064","1,201",89,82,191,89,55,98,87,69,61,118,117,89,56,863,113,60,82,105,30,33,59,130,48,46,73,84
2020,8,100,126,67,4,7,15,5,1,1,4,0,3,8,7,6,6,59,4,2,5,4,6,10,4,8,2,3,5,6
2020,9,총,"653,505","348,635","25,269","24,302","33,414","33,340","30,500","38,319","27,020","20,394","22,113","38,971","27,212","18,601","9,180","304,870","39,332","22,175","25,355","44,859","6,336","18,647","22,777","47,604","16,375","16,868","35,780","8,762"
2020,9,0,"45,031","23,541","1,811","1,151","1,871","2,668","3,316","2,771","1,595","1,026","1,526","2,337","1,789","1,176",504,"21,490","2,741","1,265","1,692","3,535",288,"1,344","1,684","3,917","1,199",958,"2,560",307
2020,9,10,"64,856","34,461","2,536","1,672","3,035","3,695","3,664","4,125","2,987","1,818","2,153","3,966","2,678","1,354",778,"30,395","4,030","1,972","2,244","5,337",319,"1,842","2,552","5,020","1,343","1,657","3,694",385
2020,9,20,"106,058","57,510","3,863","4,417","6,036","5,382","5,028","5,980","4,362","3,589","3,539","7,075","4,800","2,267","1,172","48,548","6,113","4,206","5,026","7,727",493,"2,859","3,104","7,516","2,463","2,521","5,805",715
2020,9,30,"85,611","43,824","3,174","3,804","4,629","4,269","4,279","4,726","2,994","2,478","2,499","4,419","3,276","2,318",959,"41,787","5,265","3,232","3,969","5,534",660,"2,501","2,981","7,303","2,634","1,940","5,097",671
2020,9,40,"109,065","58,080","4,592","4,062","5,784","5,616","5,362","6,971","4,620","3,240","3,710","6,211","3,787","2,749","1,376","50,985","7,224","3,359","3,803","7,514","1,032","2,886","4,103","8,402","2,552","2,914","6,248",948
2020,9,50,"127,447","68,315","4,633","4,586","6,330","6,390","5,312","7,336","5,423","4,282","4,645","8,209","5,795","3,500","1,874","59,132","7,570","4,102","4,579","9,119","1,672","3,756","4,329","8,264","3,064","3,746","6,955","1,976"
2020,9,60,"69,495","36,792","2,525","2,634","2,891","3,337","2,485","3,636","2,829","2,215","2,318","4,152","3,287","2,978","1,505","32,703","3,819","2,393","2,738","4,126",993,"2,281","2,557","4,320","1,972","1,931","3,484","2,089"
2020,9,70,"29,495","16,670","1,435","1,312","1,522","1,268",712,"1,799","1,426","1,109","1,094","1,624","1,101","1,600",668,"12,825","1,663","1,061",832,"1,224",588,849,957,"1,838",725,787,"1,241","1,060"
2020,9,80,"14,220","8,154",605,573,"1,107",621,286,873,691,568,565,851,570,562,282,"6,066",789,523,383,631,254,286,440,885,372,366,618,519
2020,9,90,"2,098","1,219",91,84,194,89,56,101,88,69,60,119,121,91,56,879,113,60,84,108,31,33,66,131,49,45,73,86
2020,9,100,129,69,4,7,15,5,0,1,5,0,4,8,8,6,6,60,5,2,5,4,6,10,4,8,2,3,5,6
2020,10,총,"653,383","348,265","25,212","24,311","33,251","33,255","30,761","38,300","26,962","20,373","22,091","38,919","27,157","18,510","9,163","305,118","39,277","22,126","25,433","44,802","6,319","18,546","22,787","47,650","17,120","16,697","35,618","8,743"
2020,10,0,"44,842","23,398","1,800","1,149","1,854","2,629","3,349","2,751","1,591","1,011","1,509","2,317","1,785","1,156",497,"21,444","2,728","1,242","1,682","3,508",291,"1,333","1,683","3,934","1,274",940,"2,522",307
2020,10,10,"64,521","34,241","2,524","1,670","2,997","3,676","3,691","4,083","2,950","1,801","2,151","3,929","2,653","1,343",773,"30,280","3,993","1,963","2,226","5,352",320,"1,823","2,540","4,995","1,390","1,640","3,652",386
2020,10,20,"106,077","57,491","3,854","4,424","5,991","5,385","5,049","5,992","4,362","3,605","3,522","7,066","4,804","2,267","1,170","48,586","6,124","4,205","5,079","7,692",494,"2,835","3,093","7,504","2,585","2,485","5,781",709
2020,10,30,"85,444","43,730","3,125","3,800","4,625","4,240","4,326","4,732","2,987","2,479","2,501","4,408","3,270","2,289",948,"41,714","5,198","3,219","3,965","5,523",641,"2,482","2,981","7,303","2,782","1,913","5,048",659
2020,10,40,"108,812","57,778","4,576","4,067","5,728","5,586","5,380","6,943","4,575","3,190","3,693","6,188","3,758","2,720","1,374","51,034","7,219","3,349","3,827","7,504","1,031","2,865","4,105","8,407","2,672","2,865","6,244",946
2020,10,50,"127,595","68,423","4,656","4,576","6,319","6,404","5,376","7,366","5,438","4,288","4,666","8,221","5,762","3,479","1,872","59,172","7,577","4,101","4,575","9,097","1,656","3,742","4,324","8,276","3,195","3,726","6,937","1,966"
2020,10,60,"70,024","37,027","2,529","2,653","2,902","3,359","2,524","3,655","2,843","2,246","2,326","4,178","3,321","2,984","1,507","32,997","3,854","2,397","2,769","4,169","1,006","2,280","2,579","4,364","2,054","1,923","3,502","2,100"
2020,10,70,"29,577","16,710","1,438","1,312","1,524","1,259",717,"1,809","1,430","1,118","1,092","1,623","1,106","1,606",676,"12,867","1,677","1,071",840,"1,210",586,855,969,"1,837",741,787,"1,238","1,056"
2020,10,80,"14,271","8,189",611,573,"1,103",623,295,869,694,565,569,862,571,569,285,"6,082",790,517,381,633,258,287,443,888,376,370,614,525
2020,10,90,"2,090","1,209",95,80,194,89,54,100,86,70,58,118,119,91,55,881,112,60,84,110,30,33,66,134,49,45,75,83
2020,10,100,130,69,4,7,14,5,0,0,6,0,4,9,8,6,6,61,5,2,5,4,6,11,4,8,2,3,5,6
2020,11,총,"654,210","350,342","25,062","24,074","33,137","33,105","34,646","38,167","26,853","20,223","21,985","38,770","26,936","18,245","9,139","303,868","39,137","21,998","25,255","44,411","6,281","18,479","22,692","47,244","17,628","16,553","35,411","8,779"
2020,11,0,"44,722","23,596","1,767","1,116","1,829","2,565","3,917","2,716","1,560",981,"1,494","2,303","1,730","1,124",494,"21,126","2,690","1,194","1,644","3,457",289,"1,320","1,658","3,868","1,316",923,"2,458",309
2020,11,10,"64,285","34,273","2,493","1,640","2,949","3,642","4,089","4,037","2,908","1,773","2,134","3,889","2,624","1,330",765,"30,012","3,988","1,950","2,192","5,284",318,"1,799","2,511","4,906","1,419","1,614","3,644",387
2020,11,20,"106,218","57,826","3,822","4,359","6,003","5,381","5,610","6,003","4,360","3,571","3,506","7,036","4,776","2,243","1,156","48,392","6,091","4,175","5,082","7,627",487,"2,798","3,077","7,444","2,665","2,465","5,764",717
2020,11,30,"85,615","44,073","3,079","3,753","4,610","4,221","5,059","4,676","2,962","2,446","2,465","4,397","3,207","2,253",945,"41,542","5,168","3,194","3,925","5,497",632,"2,487","2,965","7,241","2,898","1,887","4,988",660
2020,11,40,"108,602","57,974","4,555","4,021","5,680","5,540","6,064","6,911","4,515","3,158","3,661","6,129","3,701","2,668","1,371","50,628","7,199","3,294","3,790","7,388","1,017","2,843","4,078","8,325","2,734","2,838","6,177",945
2020,11,50,"127,779","68,827","4,638","4,549","6,304","6,399","5,987","7,356","5,438","4,279","4,649","8,203","5,748","3,411","1,866","58,952","7,545","4,116","4,534","8,993","1,650","3,726","4,322","8,198","3,296","3,701","6,908","1,963"
2020,11,60,"70,771","37,518","2,552","2,656","2,932","3,368","2,792","3,694","2,872","2,259","2,359","4,208","3,344","2,964","1,518","33,253","3,863","2,420","2,772","4,197","1,009","2,307","2,590","4,398","2,110","1,925","3,532","2,130"
2020,11,70,"29,677","16,753","1,446","1,310","1,526","1,266",757,"1,808","1,449","1,117","1,087","1,622","1,100","1,590",675,"12,924","1,681","1,078",847,"1,210",585,862,980,"1,836",760,784,"1,245","1,056"
2020,11,80,"14,314","8,217",610,581,"1,096",629,311,864,697,569,568,861,576,566,289,"6,097",794,517,382,645,258,292,437,887,377,368,617,523
