년도,월,나이,안산시,상록구,일동,이동,사동,사이동,해양동,본오1동,본오2동,본오3동,부곡동,월피동,성포동,반월동,안산동,단원구,와동,고잔동,중앙동,호수동,원곡동,백운동,신길동,초지동,선부1동,선부2동,선부3동,대부동
2021,10,90,"2,263","1,321",96,104,200,101,69,108,102,68,66,127,136,97,47,942,117,64,72,121,23,37,77,155,56,50,85,85
2021,10,100,96,53,4,6,10,4,0,1,5,0,3,7,9,3,1,43,6,1,5,2,0,9,3,5,2,3,2,5
2021,11,총,"653,687","351,387","24,698","23,900","32,644","32,683","41,465","37,263","26,239","19,621","21,675","38,115","26,352","17,591","9,141","302,300","38,258","21,579","24,570","43,860","6,063","21,245","22,513","46,936","17,703","15,870","34,660","9,043"
2021,11,0,"42,019","22,029","1,562",983,"1,659","2,306","4,393","2,372","1,417",859,"1,364","2,070","1,590","1,013",441,"19,990","2,441","1,084","1,464","3,328",266,"1,562","1,515","3,690","1,261",826,"2,243",310
2021,11,10,"61,520","33,271","2,386","1,531","2,694","3,449","5,236","3,845","2,626","1,595","2,065","3,457","2,420","1,215",752,"28,249","3,722","1,796","1,977","5,080",312,"1,892","2,399","4,491","1,365","1,456","3,398",361
2021,11,20,"105,843","58,118","3,729","4,373","5,954","5,286","7,304","5,834","4,277","3,395","3,311","7,010","4,468","2,070","1,107","47,725","5,842","4,066","5,171","7,276",451,"3,169","3,069","7,336","2,640","2,392","5,605",708
2021,11,30,"85,300","43,966","3,011","3,683","4,585","4,135","5,691","4,438","2,907","2,370","2,361","4,455","3,299","2,093",938,"41,334","4,910","3,125","3,875","5,449",619,"3,167","2,780","7,294","2,939","1,761","4,747",668
2021,11,40,"104,151","55,630","4,286","3,813","5,262","5,322","7,104","6,549","4,082","2,941","3,433","5,642","3,385","2,524","1,287","48,521","6,833","3,101","3,537","7,021",921,"3,095","3,929","7,858","2,703","2,649","5,895",979
2021,11,50,"128,076","69,291","4,736","4,543","6,392","6,345","6,888","7,385","5,487","4,139","4,739","8,061","5,529","3,184","1,863","58,785","7,544","4,133","4,308","8,882","1,562","4,120","4,373","8,314","3,255","3,510","6,835","1,949"
2021,11,60,"78,867","41,947","2,802","2,892","3,173","3,736","3,550","4,050","3,177","2,511","2,664","4,759","3,781","3,170","1,682","36,920","4,290","2,601","2,951","4,767","1,070","2,871","2,849","4,867","2,303","2,060","3,948","2,343"
2021,11,70,"30,212","16,942","1,425","1,331","1,560","1,307",874,"1,779","1,422","1,104","1,082","1,618","1,154","1,585",701,"13,270","1,726","1,069",825,"1,263",571,968,"1,027","1,930",790,786,"1,239","1,076"
2021,11,80,"15,332","8,821",663,642,"1,153",695,356,902,734,638,584,909,585,637,323,"6,511",826,538,383,668,270,357,494,992,390,377,658,558
2021,11,90,"2,269","1,318",94,102,203,99,69,107,105,69,69,126,132,97,46,951,118,65,74,124,20,35,76,159,55,49,90,86
2021,11,100,98,54,4,7,9,3,0,2,5,0,3,8,9,3,1,44,6,1,5,2,1,9,2,5,2,4,2,5
2021,12,총,"652,726","350,668","24,691","23,874","32,603","32,581","41,279","37,238","26,186","19,572","21,624","38,102","26,272","17,516","9,130","302,058","38,243","21,554","24,506","43,745","6,045","21,344","22,471","46,921","17,672","15,948","34,549","9,060"
2021,12,0,"41,776","21,870","1,561",968,"1,652","2,288","4,380","2,358","1,397",835,"1,352","2,059","1,576","1,010",434,"19,906","2,419","1,086","1,445","3,311",265,"1,579","1,506","3,675","1,260",825,"2,232",303
2021,12,10,"61,237","33,057","2,370","1,524","2,681","3,436","5,150","3,821","2,606","1,579","2,061","3,446","2,420","1,213",750,"28,180","3,709","1,784","1,974","5,072",309,"1,908","2,400","4,481","1,357","1,446","3,382",358
2021,12,20,"105,330","57,795","3,719","4,359","5,936","5,247","7,200","5,815","4,281","3,387","3,302","6,964","4,414","2,062","1,109","47,535","5,833","4,076","5,139","7,207",443,"3,150","3,050","7,308","2,609","2,442","5,571",707
2021,12,30,"85,216","43,876","3,015","3,674","4,566","4,129","5,658","4,472","2,884","2,360","2,355","4,476","3,289","2,079",919,"41,340","4,889","3,136","3,859","5,425",605,"3,229","2,769","7,305","2,942","1,787","4,720",674
2021,12,40,"103,891","55,489","4,277","3,806","5,243","5,302","7,113","6,519","4,063","2,933","3,406","5,646","3,381","2,511","1,289","48,402","6,826","3,080","3,549","6,979",920,"3,101","3,916","7,851","2,694","2,641","5,863",982
2021,12,50,"128,126","69,321","4,743","4,560","6,402","6,325","6,907","7,408","5,484","4,145","4,750","8,062","5,501","3,168","1,866","58,805","7,582","4,129","4,300","8,873","1,567","4,124","4,383","8,310","3,273","3,487","6,824","1,953"
2021,12,60,"79,223","42,156","2,822","2,913","3,190","3,761","3,567","4,059","3,204","2,526","2,671","4,783","3,811","3,161","1,688","37,067","4,303","2,597","2,955","4,816","1,074","2,878","2,854","4,884","2,306","2,078","3,967","2,355"
2021,12,70,"30,184","16,881","1,424","1,322","1,562","1,301",867,"1,758","1,420","1,098","1,070","1,622","1,156","1,573",708,"13,303","1,724","1,072",826,"1,256",570,977,"1,022","1,941",794,798,"1,245","1,078"
2021,12,80,"15,378","8,853",667,641,"1,158",686,364,918,735,637,588,910,591,638,320,"6,525",831,527,381,679,271,358,493,998,381,391,656,559
2021,12,90,"2,287","1,326",90,102,204,103,73,108,108,72,66,127,129,98,46,961,121,66,77,125,20,35,77,163,54,49,87,87
2021,12,100,78,44,3,5,9,3,0,2,4,0,3,7,4,3,1,34,6,1,1,2,1,5,1,5,2,4,2,4
