년도,월,나이,충청남도 아산시,충청남도 아산시 염치읍,충청남도 아산시 배방읍,충청남도 아산시 송악면,충청남도 아산시 탕정면,충청남도 아산시 음봉면,충청남도 아산시 둔포면,충청남도 아산시 영인면,충청남도 아산시 인주면,충청남도 아산시 선장면,충청남도 아산시 도고면,충청남도 아산시 신창면,충청남도 아산시 온양1동,충청남도 아산시 온양2동,충청남도 아산시 온양3동,충청남도 아산시 온양4동,충청남도 아산시 온양5동,충청남도 아산시 온양6동
2020,9,50,"24,740",626,"4,997",432,"1,381","1,489","1,732",566,760,312,491,"1,790",717,"1,040","2,725","1,668","1,712","2,302"
2020,9,60,"15,523",568,"2,513",398,506,"1,072","1,188",647,576,369,503,"1,245",535,786,"1,502",945,880,"1,290"
2020,9,70,"7,933",339,"1,131",273,242,468,512,375,320,289,323,661,311,449,742,483,422,593
2020,9,80,"3,383",182,398,125,103,172,208,214,180,159,188,278,114,159,285,195,178,245
2020,9,90,292,14,36,12,9,13,17,17,16,11,10,26,10,13,29,22,16,21
2020,9,100,33,2,7,0,0,0,0,2,1,5,0,1,5,2,1,3,1,3
2020,10,총,"163,284","3,414","38,557","2,168","11,475","10,692","12,096","2,938","3,607","1,635","2,279","10,383","4,923","5,578","18,368","9,657","11,094","14,420"
2020,10,0,"17,076",185,"4,898",104,"1,547","1,306","1,284",80,152,40,51,835,464,216,"2,126",849,"1,228","1,711"
2020,10,10,"17,682",257,"4,756",191,"1,513",900,726,159,216,57,89,"1,046",388,432,"2,419","1,296","1,462","1,775"
2020,10,20,"20,091",344,"4,983",175,"1,524","1,237","1,427",266,359,108,208,"1,355",550,962,"2,336","1,242","1,536","1,479"
2020,10,30,"25,915",385,"7,173",138,"2,039","1,998","2,806",234,410,112,183,"1,279",981,713,"2,618","1,140","1,577","2,129"
2020,10,40,"30,389",510,"7,589",315,"2,588","2,013","2,175",378,604,180,234,"1,852",862,795,"3,574","1,799","2,069","2,852"
2020,10,50,"24,837",618,"5,048",424,"1,403","1,500","1,740",564,756,309,488,"1,800",709,"1,048","2,729","1,674","1,710","2,317"
2020,10,60,"15,604",575,"2,530",403,508,"1,080","1,195",644,588,365,505,"1,244",536,784,"1,509",953,892,"1,293"
2020,10,70,"7,977",341,"1,136",280,241,471,516,379,326,289,324,666,306,454,741,486,427,594
2020,10,80,"3,392",182,403,127,103,174,210,215,179,159,187,280,114,158,284,194,177,246
2020,10,90,288,15,34,11,9,13,17,17,16,11,10,25,8,14,31,21,15,21
2020,10,100,33,2,7,0,0,0,0,2,1,5,0,1,5,2,1,3,1,3
2020,11,총,"163,661","3,414","38,668","2,176","11,619","10,715","12,157","2,920","3,629","1,626","2,274","10,409","4,948","5,580","18,384","9,652","11,072","14,418"
2020,11,0,"17,014",182,"4,900",105,"1,536","1,288","1,281",77,160,40,49,836,462,214,"2,114",848,"1,215","1,707"
2020,11,10,"17,691",263,"4,753",194,"1,518",910,729,158,221,53,90,"1,037",393,426,"2,425","1,295","1,452","1,774"
2020,11,20,"20,213",341,"5,013",175,"1,579","1,231","1,438",264,366,106,200,"1,364",562,963,"2,344","1,237","1,544","1,486"
2020,11,30,"25,899",387,"7,156",140,"2,077","2,009","2,807",232,403,115,181,"1,278",967,725,"2,601","1,138","1,565","2,118"
2020,11,40,"30,460",505,"7,623",314,"2,613","2,023","2,195",369,610,176,236,"1,858",872,790,"3,579","1,783","2,063","2,851"
2020,11,50,"24,930",611,"5,079",425,"1,423","1,510","1,746",560,755,309,489,"1,801",714,"1,037","2,733","1,695","1,718","2,325"
2020,11,60,"15,728",580,"2,563",405,517,"1,083","1,212",648,590,366,508,"1,261",540,792,"1,522",953,900,"1,288"
2020,11,70,"8,007",342,"1,139",280,245,470,523,380,327,288,325,663,308,456,750,489,424,598
2020,11,80,"3,400",186,401,127,102,178,209,213,181,156,185,286,117,161,285,190,174,249
2020,11,90,288,15,35,11,9,13,17,17,15,12,11,24,8,14,30,22,16,19
2020,11,100,31,2,6,0,0,0,0,2,1,5,0,1,5,2,1,2,1,3
2020,12,총,"164,115","3,416","38,876","2,184","11,769","10,787","12,181","2,917","3,634","1,627","2,281","10,388","4,947","5,590","18,382","9,638","11,058","14,440"
2020,12,0,"16,919",182,"4,898",103,"1,525","1,285","1,285",73,161,38,50,826,459,208,"2,091",843,"1,199","1,693"
2020,12,10,"17,723",258,"4,773",191,"1,536",915,730,161,220,55,89,"1,037",395,424,"2,435","1,282","1,447","1,775"
2020,12,20,"20,331",340,"5,048",175,"1,631","1,252","1,436",263,362,106,202,"1,360",563,971,"2,356","1,232","1,547","1,487"
2020,12,30,"25,895",394,"7,176",146,"2,126","1,996","2,797",236,398,118,175,"1,264",968,726,"2,573","1,135","1,554","2,113"
2020,12,40,"30,589",504,"7,674",311,"2,617","2,049","2,217",364,616,176,243,"1,866",871,786,"3,584","1,786","2,066","2,859"
2020,12,50,"24,979",605,"5,102",427,"1,444","1,527","1,738",554,753,305,490,"1,793",715,"1,051","2,733","1,689","1,717","2,336"
2020,12,60,"15,903",582,"2,612",409,525,"1,094","1,226",654,603,370,507,"1,268",544,788,"1,542",965,912,"1,302"
2020,12,70,"8,042",349,"1,146",281,251,474,529,381,326,287,326,660,304,458,749,494,425,602
2020,12,80,"3,410",185,404,129,105,181,205,211,179,155,188,288,115,161,288,189,175,252
2020,12,90,294,15,37,12,9,14,18,18,15,12,11,25,8,15,30,22,15,18
2020,12,100,30,2,6,0,0,0,0,2,1,5,0,1,5,2,1,1,1,3
2021,1,총,"164,424","3,411","39,078","2,174","11,783","10,815","12,212","2,919","3,633","1,618","2,279","10,372","4,959","5,599","18,374","9,680","11,078","14,440"
2021,1,0,"16,792",181,"4,899",103,"1,507","1,273","1,283",73,163,36,47,810,458,205,"2,063",837,"1,187","1,667"
2021,1,10,"17,771",255,"4,785",188,"1,547",914,722,158,222,55,91,"1,038",393,421,"2,446","1,293","1,457","1,786"
2021,1,20,"20,330",334,"5,064",174,"1,625","1,264","1,446",263,360,104,194,"1,359",567,968,"2,343","1,234","1,544","1,487"
2021,1,30,"25,835",393,"7,189",143,"2,123","2,005","2,793",234,397,116,186,"1,247",973,733,"2,545","1,132","1,537","2,089"
2021,1,40,"30,764",507,"7,757",309,"2,637","2,056","2,239",361,613,172,237,"1,865",874,800,"3,607","1,791","2,071","2,868"
2021,1,50,"25,044",608,"5,128",425,"1,453","1,524","1,731",552,759,308,488,"1,805",712,"1,038","2,747","1,701","1,733","2,332"
2021,1,60,"16,062",584,"2,654",409,527,"1,111","1,245",663,599,369,508,"1,271",553,798,"1,544",981,925,"1,321"
2021,1,70,"8,051",346,"1,154",283,247,470,531,381,327,286,329,660,301,452,754,494,426,610
2021,1,80,"3,448",185,407,127,108,183,205,213,176,155,189,290,114,167,294,194,182,259
2021,1,90,297,16,35,13,9,15,17,19,16,12,10,26,9,15,30,22,15,18
2021,1,100,30,2,6,0,0,0,0,2,1,5,0,1,5,2,1,1,1,3
2021,2,총,"164,838","3,415","39,233","2,181","11,880","10,895","12,253","2,922","3,627","1,612","2,275","10,394","4,958","5,610","18,380","9,650","11,086","14,467"
2021,2,0,"16,696",181,"4,872",109,"1,509","1,265","1,288",72,165,37,48,798,453,201,"2,050",823,"1,179","1,646"
2021,2,10,"17,797",255,"4,806",185,"1,560",932,724,158,220,54,88,"1,034",390,414,"2,435","1,283","1,466","1,793"
2021,2,20,"20,404",327,"5,077",172,"1,638","1,291","1,444",264,351,104,191,"1,385",572,977,"2,345","1,227","1,544","1,495"
2021,2,30,"25,758",382,"7,193",148,"2,112","1,994","2,798",238,398,114,188,"1,238",966,742,"2,525","1,120","1,527","2,075"
2021,2,40,"30,905",511,"7,795",308,"2,681","2,072","2,258",359,609,168,234,"1,871",875,802,"3,627","1,784","2,064","2,887"
2021,2,50,"25,150",622,"5,191",422,"1,476","1,544","1,732",554,753,302,479,"1,801",707,"1,036","2,754","1,708","1,736","2,333"
2021,2,60,"16,255",586,"2,695",417,533,"1,129","1,254",662,611,374,514,"1,282",568,800,"1,561",991,938,"1,340"
2021,2,70,"8,061",346,"1,153",281,252,472,529,383,325,286,335,662,298,448,749,498,431,613
2021,2,80,"3,478",187,408,126,110,182,207,212,177,156,187,296,114,171,304,194,184,263
2021,2,90,302,16,37,12,9,14,19,18,17,12,11,26,10,16,29,21,16,19
2021,2,100,32,2,6,1,0,0,0,2,1,5,0,1,5,3,1,1,1,3
2021,3,총,"165,144","3,404","39,457","2,175","11,924","10,942","12,310","2,908","3,612","1,599","2,281","10,427","4,941","5,623","18,388","9,575","11,084","14,494"
2021,3,0,"16,612",176,"4,867",109,"1,505","1,269","1,288",68,169,35,48,781,451,202,"2,026",818,"1,164","1,636"
2021,3,10,"17,849",259,"4,828",185,"1,568",937,732,154,221,57,86,"1,061",394,414,"2,431","1,257","1,459","1,806"
2021,3,20,"20,541",327,"5,109",171,"1,655","1,306","1,463",259,348,99,200,"1,398",569,975,"2,372","1,230","1,553","1,507"
2021,3,30,"25,707",375,"7,247",148,"2,101","1,992","2,800",240,392,112,185,"1,221",957,748,"2,508","1,103","1,515","2,063"
2021,3,40,"30,979",514,"7,829",302,"2,701","2,084","2,277",357,611,165,236,"1,886",872,800,"3,616","1,778","2,056","2,895"
2021,3,50,"25,185",616,"5,221",424,"1,464","1,544","1,726",549,750,304,477,"1,791",715,"1,034","2,785","1,689","1,757","2,339"
2021,3,60,"16,457",591,"2,750",416,553,"1,143","1,271",676,614,376,520,"1,301",567,811,"1,568",999,943,"1,358"
2021,3,70,"8,038",346,"1,150",281,261,470,527,376,318,282,333,663,297,449,743,496,435,611
2021,3,80,"3,470",186,414,125,109,182,206,211,173,156,185,297,112,174,310,188,185,257
2021,3,90,298,14,38,13,7,15,20,18,16,12,11,28,7,15,29,17,17,21
2021,3,100,8,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2021,4,총,"165,503","3,393","39,684","2,174","12,016","10,955","12,345","2,913","3,612","1,604","2,284","10,426","4,941","5,635","18,372","9,578","11,098","14,473"
2021,4,0,"16,528",172,"4,882",102,"1,492","1,258","1,286",66,164,34,48,769,447,203,"2,010",811,"1,155","1,629"
2021,4,10,"17,859",260,"4,839",188,"1,593",941,733,156,220,56,89,"1,060",391,413,"2,421","1,261","1,447","1,791"
2021,4,20,"20,671",328,"5,161",165,"1,694","1,306","1,465",265,345,102,203,"1,409",574,971,"2,372","1,232","1,556","1,523"
2021,4,30,"25,680",374,"7,268",147,"2,098","1,968","2,804",241,391,116,185,"1,207",964,759,"2,496","1,102","1,518","2,042"
2021,4,40,"31,038",512,"7,868",304,"2,726","2,098","2,281",354,614,164,233,"1,892",863,804,"3,605","1,764","2,067","2,889"
2021,4,50,"25,249",618,"5,263",423,"1,471","1,540","1,731",547,750,304,471,"1,797",714,"1,029","2,797","1,684","1,765","2,345"
2021,4,60,"16,640",587,"2,785",427,563,"1,176","1,289",680,624,378,524,"1,303",575,820,"1,583","1,015",949,"1,362"
2021,4,70,"8,048",343,"1,162",276,257,470,529,376,315,278,335,662,300,445,749,505,435,611
2021,4,80,"3,484",185,413,128,115,184,205,210,174,161,185,300,105,173,310,187,190,259
2021,4,90,296,14,38,13,7,14,21,18,15,10,11,27,8,17,29,17,16,21
2021,4,100,10,0,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2021,5,총,"165,823","3,390","39,928","2,173","12,111","10,955","12,421","2,926","3,583","1,600","2,278","10,412","4,945","5,622","18,374","9,568","11,078","14,459"
2021,5,0,"16,469",173,"4,871",99,"1,494","1,249","1,299",66,167,33,48,770,447,204,"1,990",805,"1,142","1,612"
2021,5,10,"17,898",255,"4,869",191,"1,606",941,738,158,210,56,84,"1,053",390,415,"2,436","1,263","1,450","1,783"
2021,5,20,"20,689",323,"5,156",167,"1,713","1,314","1,472",266,339,100,202,"1,406",580,972,"2,382","1,222","1,549","1,526"
2021,5,30,"25,681",376,"7,352",145,"2,092","1,957","2,815",244,392,116,179,"1,187",964,750,"2,475","1,096","1,512","2,029"
2021,5,40,"31,041",511,"7,901",304,"2,754","2,089","2,298",352,606,161,238,"1,878",864,794,"3,609","1,764","2,046","2,872"
2021,5,50,"25,356",618,"5,320",423,"1,490","1,552","1,736",552,735,304,473,"1,804",711,"1,027","2,801","1,688","1,772","2,350"
2021,5,60,"16,825",595,"2,832",427,578,"1,180","1,300",685,631,381,525,"1,321",575,830,"1,588","1,017",962,"1,398"
2021,5,70,"8,057",342,"1,167",277,259,472,532,378,311,277,332,667,302,442,755,506,436,602
2021,5,80,"3,499",183,417,127,118,184,209,206,177,161,186,299,103,170,309,191,194,265
2021,5,90,299,14,38,13,7,17,21,19,15,10,11,27,9,17,29,16,15,21
2021,5,100,9,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2021,6,총,"166,425","3,376","40,935","2,167","12,119","10,962","12,456","2,922","3,551","1,593","2,277","10,348","4,902","5,579","18,288","9,545","11,018","14,387"
2021,6,0,"16,478",171,"5,002",97,"1,493","1,250","1,292",66,157,33,46,750,434,206,"1,969",794,"1,124","1,594"
2021,6,10,"17,946",250,"4,960",192,"1,607",944,737,155,203,57,86,"1,041",393,412,"2,429","1,259","1,432","1,789"
2021,6,20,"20,789",325,"5,285",162,"1,720","1,317","1,481",262,337,99,204,"1,412",574,959,"2,378","1,211","1,545","1,518"
2021,6,30,"25,767",366,"7,637",146,"2,071","1,951","2,814",248,386,115,178,"1,171",962,745,"2,431","1,080","1,482","1,984"
2021,6,40,"31,139",510,"8,039",298,"2,771","2,078","2,319",346,597,160,241,"1,868",858,791,"3,582","1,764","2,045","2,872"
2021,6,50,"25,436",620,"5,435",421,"1,496","1,564","1,735",551,734,307,469,"1,788",705,"1,020","2,800","1,693","1,774","2,324"
2021,6,60,"16,985",600,"2,917",435,579,"1,188","1,317",689,634,376,526,"1,325",574,825,"1,596","1,030",968,"1,406"
2021,6,70,"8,070",337,"1,186",276,256,468,532,382,310,277,329,669,295,436,764,504,439,610
2021,6,80,"3,504",182,430,127,119,185,207,205,177,158,186,298,99,167,310,193,194,267
2021,6,90,302,15,39,13,7,17,21,18,16,10,12,26,8,17,29,17,15,22
2021,6,100,9,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2021,7,총,"166,942","3,370","41,209","2,168","12,348","10,983","12,566","2,912","3,545","1,582","2,271","10,330","4,897","5,583","18,281","9,518","11,011","14,368"
2021,7,0,"16,416",168,"4,991",95,"1,506","1,239","1,306",64,155,33,48,749,439,204,"1,948",782,"1,109","1,580"
2021,7,10,"18,035",250,"4,987",191,"1,654",946,754,152,206,57,85,"1,033",389,410,"2,430","1,257","1,440","1,794"
2021,7,20,"20,839",328,"5,309",162,"1,728","1,348","1,485",266,336,93,198,"1,406",568,970,"2,371","1,215","1,541","1,515"
2021,7,30,"25,815",364,"7,713",147,"2,124","1,931","2,833",243,385,114,177,"1,152",946,740,"2,422","1,069","1,474","1,981"
2021,7,40,"31,213",512,"8,071",296,"2,832","2,084","2,344",341,593,158,240,"1,856",868,789,"3,583","1,751","2,045","2,850"
2021,7,50,"25,570",612,"5,509",418,"1,521","1,561","1,759",550,729,304,466,"1,808",703,"1,023","2,815","1,690","1,775","2,327"
2021,7,60,"17,108",598,"2,952",441,594,"1,200","1,323",691,639,377,530,"1,328",577,825,"1,607","1,038",970,"1,418"
2021,7,70,"8,131",340,"1,210",279,260,477,535,383,309,278,327,674,297,438,764,506,444,610
2021,7,80,"3,499",183,423,126,122,180,206,203,177,156,187,298,102,165,312,193,198,268
2021,7,90,307,15,39,13,7,17,20,19,16,11,13,26,8,18,29,17,15,24
2021,7,100,9,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2021,8,총,"167,478","3,392","41,421","2,158","12,818","10,984","12,553","2,912","3,523","1,586","2,266","10,330","4,907","5,570","18,239","9,469","10,997","14,353"
2021,8,0,"16,385",169,"4,971",92,"1,589","1,228","1,298",64,148,33,48,745,441,201,"1,917",779,"1,096","1,566"
2021,8,10,"18,101",257,"4,995",190,"1,710",945,758,151,206,58,85,"1,030",389,407,"2,432","1,249","1,444","1,795"
2021,8,20,"20,884",333,"5,381",162,"1,772","1,344","1,481",263,326,93,198,"1,413",576,958,"2,353","1,199","1,530","1,502"
2021,8,30,"25,825",359,"7,709",144,"2,219","1,910","2,818",244,388,117,172,"1,135",941,740,"2,413","1,072","1,468","1,976"
2021,8,40,"31,289",512,"8,103",289,"2,930","2,095","2,352",333,581,155,242,"1,853",874,786,"3,568","1,734","2,039","2,843"
2021,8,50,"25,770",621,"5,578",417,"1,587","1,572","1,763",551,728,305,461,"1,818",704,"1,026","2,833","1,674","1,782","2,350"
2021,8,60,"17,211",603,"2,982",447,615,"1,204","1,316",698,641,374,535,"1,339",576,832,"1,614","1,045",976,"1,414"
2021,8,70,"8,168",338,"1,225",278,265,487,539,385,312,283,323,676,298,435,763,504,444,613
2021,8,80,"3,529",186,433,126,123,182,206,203,177,155,189,296,100,166,316,198,203,270
2021,8,90,307,14,39,13,8,17,21,20,16,12,13,25,8,18,30,15,15,23
2021,8,100,9,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2021,9,총,"167,891","3,399","41,556","2,146","13,084","10,990","12,623","2,911","3,509","1,587","2,266","10,332","4,900","5,572","18,234","9,458","10,988","14,336"
2021,9,0,"16,364",171,"4,987",91,"1,629","1,221","1,305",63,147,35,47,743,436,197,"1,894",767,"1,085","1,546"
2021,9,10,"18,144",259,"5,007",190,"1,744",952,759,152,204,57,85,"1,023",392,401,"2,444","1,240","1,445","1,790"
