년도,월,나이,안산시,상록구,일동,이동,사동,사이동,해양동,본오1동,본오2동,본오3동,부곡동,월피동,성포동,반월동,안산동,단원구,와동,고잔동,중앙동,호수동,원곡동,백운동,신길동,초지동,선부1동,선부2동,선부3동,대부동
2020,3,총,"334,625","177,110","13,103","13,233","17,732","16,881","12,705","20,119","13,611","10,314","11,508","20,286","13,551","9,267","4,800","157,515","20,612","11,181","12,861","22,762","3,754","9,537","12,198","24,362","7,621","9,624","18,541","4,462"
2020,3,0,"23,494","12,308",956,628,"1,052","1,412","1,324","1,542",890,576,829,"1,274",956,601,268,"11,186","1,433",648,887,"1,828",148,708,896,"2,028",551,522,"1,363",174
2020,3,10,"34,541","18,210","1,312",918,"1,637","1,949","1,619","2,237","1,539",972,"1,131","2,255","1,511",721,409,"16,331","2,216","1,047","1,215","2,906",164,971,"1,349","2,629",638,940,"2,038",218
2020,3,20,"56,165","30,335","2,029","2,395","3,356","2,848","2,242","3,225","2,230","1,829","1,918","3,852","2,539","1,209",663,"25,830","3,303","2,201","2,545","3,995",303,"1,492","1,767","4,056","1,202","1,448","3,134",384
2020,3,30,"46,679","23,764","1,793","2,341","2,816","2,229","1,618","2,670","1,659","1,345","1,367","2,442","1,704","1,232",548,"22,915","2,935","1,794","2,205","2,744",413,"1,361","1,747","4,022","1,331","1,189","2,788",386
2020,3,40,"56,182","29,739","2,519","2,283","3,119","2,851","2,150","3,689","2,284","1,700","1,998","3,192","1,718","1,475",761,"26,443","3,862","1,704","1,868","3,622",672,"1,465","2,271","4,283","1,220","1,728","3,214",534
2020,3,50,"65,327","34,737","2,443","2,534","3,344","3,235","2,205","3,879","2,760","2,109","2,474","4,213","2,800","1,719","1,022","30,590","4,076","2,080","2,274","4,658","1,072","1,876","2,246","4,163","1,393","2,240","3,531",981
2020,3,60,"34,398","17,993","1,220","1,325","1,424","1,622","1,131","1,805","1,412","1,107","1,148","2,102","1,610","1,344",743,"16,405","1,844","1,109","1,352","2,203",573,"1,144","1,300","2,118",924,"1,028","1,787","1,023"
2020,3,70,"12,830","7,132",613,589,602,531,329,782,583,440,449,681,500,742,291,"5,698",698,431,384,587,303,405,455,758,252,390,493,542
2020,3,80,"4,559","2,630",202,203,327,186,81,276,233,219,185,257,173,204,84,"1,929",223,157,114,196,94,108,156,278,101,122,184,196
2020,3,90,425,249,16,16,52,18,6,14,20,17,8,17,37,18,10,176,22,10,15,22,11,7,11,25,8,16,8,21
2020,3,100,25,13,0,1,3,0,0,0,1,0,1,1,3,2,1,12,0,0,2,1,1,0,0,2,1,1,1,3
2020,4,총,"335,033","177,678","13,037","13,160","17,646","16,878","13,888","20,069","13,513","10,259","11,465","20,200","13,505","9,256","4,802","157,355","20,555","11,142","12,836","22,633","3,725","9,519","12,190","24,317","7,908","9,542","18,494","4,494"
2020,4,0,"23,441","12,300",937,619,"1,029","1,397","1,461","1,525",872,577,827,"1,250",944,596,266,"11,141","1,422",642,880,"1,819",149,697,887,"2,027",569,517,"1,356",176
2020,4,10,"34,366","18,157","1,298",903,"1,610","1,929","1,748","2,233","1,513",965,"1,118","2,236","1,486",711,407,"16,209","2,197","1,037","1,197","2,878",165,966,"1,356","2,590",660,934,"2,013",216
2020,4,20,"56,322","30,481","2,027","2,366","3,357","2,855","2,445","3,221","2,224","1,822","1,906","3,844","2,540","1,214",660,"25,841","3,302","2,195","2,559","3,972",306,"1,497","1,756","4,052","1,267","1,425","3,125",385
2020,4,30,"46,778","23,821","1,769","2,322","2,786","2,249","1,810","2,642","1,649","1,340","1,363","2,427","1,699","1,219",546,"22,957","2,924","1,792","2,210","2,747",404,"1,365","1,739","4,046","1,378","1,171","2,798",383
2020,4,40,"56,047","29,768","2,501","2,291","3,084","2,844","2,347","3,680","2,262","1,670","1,979","3,167","1,710","1,468",765,"26,279","3,833","1,686","1,862","3,588",656,"1,441","2,271","4,253","1,267","1,703","3,179",540
2020,4,50,"65,413","34,869","2,442","2,522","3,343","3,231","2,430","3,876","2,739","2,098","2,477","4,190","2,776","1,722","1,023","30,544","4,076","2,066","2,258","4,600","1,063","1,880","2,256","4,148","1,434","2,232","3,542",989
2020,4,60,"34,708","18,197","1,236","1,322","1,444","1,628","1,212","1,828","1,414","1,113","1,144","2,132","1,628","1,350",746,"16,511","1,854","1,122","1,354","2,223",575,"1,155","1,295","2,125",957,"1,034","1,788","1,029"
2020,4,70,"12,910","7,177",612,595,608,537,341,778,586,440,453,677,506,748,296,"5,733",701,433,387,586,298,403,462,772,263,384,499,545
2020,4,80,"4,596","2,644",198,202,330,190,88,272,233,216,189,259,176,208,83,"1,952",223,160,112,199,96,107,157,277,104,125,185,207
2020,4,90,426,251,17,17,52,18,6,14,20,18,8,17,37,18,9,175,23,9,15,20,12,7,11,25,8,16,8,21
2020,4,100,26,13,0,1,3,0,0,0,1,0,1,1,3,2,1,13,0,0,2,1,1,1,0,2,1,1,1,3
2020,5,총,"335,253","178,049","13,006","13,123","17,592","16,883","14,656","19,991","13,487","10,240","11,436","20,125","13,478","9,224","4,808","157,204","20,516","11,124","12,761","22,536","3,723","9,489","12,183","24,308","8,075","9,474","18,510","4,505"
2020,5,0,"23,375","12,283",933,607,"1,007","1,394","1,541","1,508",865,570,826,"1,235",946,586,265,"11,092","1,418",631,873,"1,797",152,694,889,"2,021",574,508,"1,359",176
2020,5,10,"34,187","18,080","1,285",892,"1,602","1,906","1,826","2,204","1,501",957,"1,107","2,216","1,469",708,407,"16,107","2,170","1,032","1,192","2,846",163,960,"1,339","2,585",677,933,"1,993",217
2020,5,20,"56,302","30,554","2,021","2,362","3,352","2,872","2,594","3,208","2,216","1,828","1,890","3,813","2,532","1,205",661,"25,748","3,314","2,180","2,551","3,946",307,"1,477","1,747","4,033","1,289","1,403","3,121",380
2020,5,30,"46,885","23,911","1,765","2,316","2,772","2,261","1,935","2,612","1,640","1,346","1,366","2,429","1,708","1,206",555,"22,974","2,894","1,801","2,179","2,763",412,"1,358","1,746","4,047","1,430","1,162","2,802",380
2020,5,40,"55,949","29,709","2,479","2,272","3,061","2,827","2,477","3,663","2,259","1,641","1,958","3,145","1,697","1,466",764,"26,240","3,845","1,675","1,845","3,564",649,"1,433","2,278","4,236","1,293","1,688","3,192",542
2020,5,50,"65,490","35,002","2,452","2,532","3,346","3,233","2,585","3,882","2,732","2,099","2,481","4,169","2,765","1,715","1,011","30,488","4,055","2,070","2,243","4,581","1,055","1,876","2,257","4,160","1,453","2,212","3,536",990
2020,5,60,"35,012","18,371","1,248","1,322","1,461","1,639","1,250","1,842","1,431","1,120","1,153","2,157","1,637","1,357",754,"16,641","1,871","1,131","1,363","2,232",578,"1,165","1,297","2,139",976,"1,041","1,804","1,044"
2020,5,70,"12,968","7,219",609,596,605,539,350,782,592,446,454,688,507,753,298,"5,749",692,438,383,585,297,409,463,784,268,386,502,542
2020,5,80,"4,629","2,655",196,206,331,193,93,275,231,215,191,255,179,209,81,"1,974",234,157,115,200,97,109,156,275,107,124,190,210
2020,5,90,429,251,18,17,52,19,5,15,18,18,9,17,35,17,11,178,23,9,15,21,12,7,11,26,7,16,10,21
2020,5,100,27,14,0,1,3,0,0,0,2,0,1,1,3,2,1,13,0,0,2,1,1,1,0,2,1,1,1,3
2020,6,총,"335,477","178,205","12,978","13,087","17,534","16,900","15,021","19,944","13,422","10,221","11,449","20,090","13,484","9,253","4,822","157,272","20,638","11,096","12,678","22,558","3,699","9,464","12,229","24,304","8,184","9,405","18,465","4,552"
2020,6,0,"23,322","12,259",922,607,996,"1,394","1,589","1,496",844,560,821,"1,229",951,586,264,"11,063","1,424",625,876,"1,781",154,668,895,"2,017",593,501,"1,350",179
2020,6,10,"33,977","17,955","1,275",885,"1,589","1,901","1,850","2,170","1,487",943,"1,104","2,189","1,452",704,406,"16,022","2,180","1,029","1,169","2,844",160,963,"1,327","2,563",683,920,"1,971",213
2020,6,20,"56,397","30,636","2,026","2,346","3,337","2,884","2,675","3,215","2,206","1,831","1,892","3,817","2,538","1,208",661,"25,761","3,335","2,149","2,536","3,941",304,"1,480","1,760","4,040","1,315","1,406","3,108",387
2020,6,30,"46,915","23,946","1,769","2,293","2,747","2,265","2,012","2,610","1,641","1,337","1,355","2,434","1,707","1,221",555,"22,969","2,922","1,802","2,161","2,766",404,"1,346","1,760","4,026","1,449","1,139","2,806",388
2020,6,40,"55,953","29,693","2,457","2,276","3,057","2,823","2,544","3,641","2,247","1,636","1,967","3,113","1,703","1,467",762,"26,260","3,865","1,663","1,836","3,580",642,"1,433","2,288","4,255","1,303","1,670","3,181",544
2020,6,50,"65,347","34,940","2,448","2,511","3,334","3,222","2,609","3,875","2,708","2,102","2,473","4,171","2,764","1,707","1,016","30,407","4,061","2,071","2,220","4,568","1,052","1,878","2,257","4,136","1,453","2,196","3,508","1,007"
2020,6,60,"35,461","18,612","1,262","1,344","1,482","1,654","1,287","1,867","1,451","1,127","1,181","2,172","1,647","1,374",764,"16,849","1,904","1,150","1,365","2,259",581,"1,162","1,314","2,185",995,"1,045","1,830","1,059"
2020,6,70,"13,007","7,229",606,599,609,541,355,778,589,450,453,693,502,755,299,"5,778",693,440,385,593,292,416,465,777,276,390,508,543
2020,6,80,"4,639","2,666",195,209,328,197,92,275,231,217,193,253,182,210,84,"1,973",232,158,113,203,98,109,150,278,109,122,192,209
2020,6,90,431,255,18,16,51,19,8,17,17,18,9,18,35,19,10,176,22,9,15,22,11,7,13,25,7,15,10,20
2020,6,100,28,14,0,1,4,0,0,0,1,0,1,1,3,2,1,14,0,0,2,1,1,2,0,2,1,1,1,3
2020,7,총,"335,259","178,010","12,941","13,071","17,467","16,895","15,265","19,878","13,382","10,174","11,413","19,980","13,422","9,327","4,795","157,249","20,691","11,088","12,610","22,590","3,674","9,481","12,219","24,338","8,253","9,328","18,407","4,570"
2020,7,0,"23,203","12,164",908,596,977,"1,379","1,627","1,483",835,555,809,"1,207",941,588,259,"11,039","1,413",621,870,"1,793",151,678,879,"2,010",605,501,"1,338",180
2020,7,10,"33,767","17,818","1,268",883,"1,582","1,896","1,861","2,144","1,476",935,"1,088","2,152","1,426",702,405,"15,949","2,166","1,024","1,153","2,829",161,967,"1,324","2,562",686,910,"1,957",210
2020,7,20,"56,431","30,678","2,009","2,360","3,326","2,883","2,737","3,216","2,204","1,816","1,886","3,823","2,540","1,221",657,"25,753","3,365","2,146","2,516","3,951",303,"1,478","1,765","4,031","1,327","1,395","3,079",397
2020,7,30,"46,779","23,857","1,758","2,264","2,720","2,279","2,055","2,598","1,625","1,328","1,351","2,413","1,694","1,232",540,"22,922","2,935","1,802","2,136","2,783",401,"1,337","1,753","4,017","1,456","1,123","2,788",391
2020,7,40,"55,801","29,580","2,453","2,265","3,043","2,796","2,565","3,623","2,248","1,622","1,960","3,089","1,695","1,467",754,"26,221","3,868","1,666","1,833","3,558",634,"1,443","2,274","4,274","1,308","1,655","3,169",539
2020,7,50,"65,337","34,937","2,452","2,509","3,337","3,223","2,645","3,864","2,690","2,097","2,468","4,157","2,755","1,726","1,014","30,400","4,064","2,051","2,215","4,576","1,053","1,872","2,276","4,134","1,465","2,180","3,507","1,007"
2020,7,60,"35,742","18,763","1,276","1,363","1,489","1,673","1,309","1,874","1,465","1,129","1,189","2,181","1,664","1,389",762,"16,979","1,933","1,166","1,376","2,273",565,"1,179","1,317","2,204","1,004","1,046","1,850","1,066"
2020,7,70,"13,086","7,269",604,601,612,545,364,777,589,458,460,691,492,771,305,"5,817",693,444,384,595,294,411,469,797,284,385,513,548
2020,7,80,"4,650","2,673",195,213,326,202,94,282,231,216,191,248,179,210,86,"1,977",232,159,113,210,99,107,149,281,109,118,192,208
2020,7,90,435,257,18,16,51,19,8,17,18,18,10,18,33,19,12,178,22,9,12,21,12,7,13,26,8,14,13,21
2020,7,100,28,14,0,1,4,0,0,0,1,0,1,1,3,2,1,14,0,0,2,1,1,2,0,2,1,1,1,3
2020,8,총,"335,082","177,865","12,887","13,031","17,464","16,887","15,358","19,824","13,374","10,164","11,403","19,949","13,367","9,371","4,786","157,217","20,749","11,071","12,620","22,561","3,666","9,486","12,197","24,385","8,267","9,232","18,393","4,590"
2020,8,0,"23,050","12,062",900,586,969,"1,370","1,636","1,465",830,545,792,"1,200",930,587,252,"10,988","1,417",616,869,"1,776",150,682,878,"2,000",609,488,"1,321",182
2020,8,10,"33,609","17,744","1,255",876,"1,578","1,890","1,867","2,131","1,475",934,"1,090","2,129","1,412",702,405,"15,865","2,154","1,024","1,156","2,802",164,968,"1,312","2,554",686,892,"1,945",208
2020,8,20,"56,415","30,662","1,997","2,350","3,311","2,886","2,751","3,205","2,198","1,829","1,891","3,834","2,521","1,230",659,"25,753","3,360","2,128","2,510","3,955",300,"1,487","1,758","4,042","1,324","1,396","3,094",399
2020,8,30,"46,683","23,792","1,751","2,259","2,703","2,265","2,070","2,576","1,616","1,316","1,357","2,423","1,686","1,239",531,"22,891","2,938","1,803","2,122","2,781",401,"1,332","1,732","4,037","1,452","1,114","2,784",395
2020,8,40,"55,664","29,490","2,438","2,271","3,044","2,790","2,577","3,616","2,226","1,605","1,948","3,063","1,688","1,474",750,"26,174","3,882","1,653","1,841","3,536",632,"1,439","2,272","4,284","1,303","1,626","3,166",540
2020,8,50,"65,343","34,935","2,443","2,489","3,365","3,221","2,656","3,856","2,704","2,107","2,464","4,149","2,741","1,727","1,013","30,408","4,095","2,052","2,219","4,583","1,051","1,869","2,288","4,135","1,472","2,149","3,494","1,001"
2020,8,60,"36,065","18,915","1,286","1,367","1,496","1,690","1,331","1,891","1,479","1,129","1,203","2,187","1,679","1,409",768,"17,150","1,960","1,181","1,389","2,300",566,"1,184","1,326","2,220","1,017","1,051","1,869","1,087"
2020,8,70,"13,123","7,310",602,608,614,550,370,782,593,462,459,699,492,768,311,"5,813",689,445,387,594,289,410,468,803,287,384,512,545
2020,8,80,"4,662","2,680",198,210,330,205,91,284,233,218,187,246,179,213,86,"1,982",232,159,113,210,100,107,150,283,108,116,195,209
2020,8,90,439,261,17,14,50,20,9,18,19,19,11,18,36,20,10,178,22,10,12,23,12,6,12,25,8,15,12,21
2020,8,100,29,14,0,1,4,0,0,0,1,0,1,1,3,2,1,15,0,0,2,1,1,2,1,2,1,1,1,3
2020,9,총,"334,987","177,767","12,844","12,991","17,456","16,889","15,446","19,782","13,347","10,145","11,409","19,929","13,365","9,381","4,783","157,220","20,761","11,075","12,608","22,545","3,665","9,475","12,171","24,428","8,360","9,166","18,366","4,600"
2020,9,0,"22,937","11,984",895,580,957,"1,368","1,637","1,442",819,537,790,"1,196",930,581,252,"10,953","1,409",623,866,"1,771",146,688,864,"1,999",617,495,"1,300",175
2020,9,10,"33,390","17,621","1,242",867,"1,573","1,881","1,883","2,123","1,457",916,"1,074","2,102","1,401",701,401,"15,769","2,142","1,015","1,140","2,798",164,952,"1,305","2,550",691,877,"1,927",208
2020,9,20,"56,415","30,629","1,993","2,314","3,300","2,866","2,760","3,198","2,210","1,849","1,897","3,839","2,516","1,233",654,"25,786","3,371","2,117","2,519","3,955",302,"1,488","1,752","4,052","1,336","1,378","3,113",403
2020,9,30,"46,587","23,737","1,725","2,249","2,684","2,271","2,079","2,575","1,599","1,307","1,371","2,418","1,686","1,239",534,"22,850","2,941","1,803","2,089","2,787",399,"1,336","1,715","4,047","1,478","1,111","2,750",394
2020,9,40,"55,502","29,434","2,428","2,266","3,057","2,801","2,587","3,590","2,210","1,603","1,932","3,037","1,701","1,475",747,"26,068","3,858","1,654","1,838","3,509",627,"1,432","2,242","4,270","1,325","1,609","3,161",543
2020,9,50,"65,394","34,974","2,453","2,508","3,362","3,209","2,681","3,853","2,716","2,106","2,466","4,158","2,724","1,721","1,017","30,420","4,095","2,062","2,211","4,570","1,055","1,857","2,312","4,147","1,472","2,136","3,504",999
2020,9,60,"36,411","19,078","1,287","1,365","1,518","1,713","1,348","1,910","1,486","1,130","1,226","2,211","1,690","1,424",770,"17,333","1,994","1,188","1,421","2,323",568,"1,199","1,341","2,241","1,031","1,044","1,887","1,096"
2020,9,70,"13,180","7,324",602,613,619,551,369,779,596,461,454,702,497,772,309,"5,856",693,445,392,598,287,411,474,813,292,385,515,551
2020,9,80,"4,692","2,702",202,213,329,209,92,293,233,217,188,246,180,212,88,"1,990",236,159,118,208,104,104,152,281,108,116,196,208
2020,9,90,450,270,17,15,53,20,10,19,20,19,10,19,37,21,10,180,22,9,12,25,12,6,13,26,9,14,12,20
2020,9,100,29,14,0,1,4,0,0,0,1,0,1,1,3,2,1,15,0,0,2,1,1,2,1,2,1,1,1,3
2020,10,총,"334,914","177,584","12,811","12,998","17,398","16,831","15,565","19,783","13,327","10,146","11,401","19,890","13,313","9,350","4,771","157,330","20,716","11,062","12,655","22,499","3,653","9,424","12,201","24,425","8,744","9,075","18,283","4,593"
2020,10,0,"22,810","11,894",890,581,949,"1,348","1,651","1,425",820,525,773,"1,190",923,573,246,"10,916","1,394",613,867,"1,748",148,673,864,"2,013",657,480,"1,283",176
2020,10,10,"33,226","17,518","1,235",860,"1,556","1,873","1,892","2,109","1,442",910,"1,074","2,085","1,385",697,400,"15,708","2,120","1,011","1,128","2,807",168,946,"1,300","2,526",723,868,"1,903",208
2020,10,20,"56,451","30,651","1,991","2,325","3,286","2,859","2,772","3,198","2,217","1,866","1,895","3,832","2,517","1,240",653,"25,800","3,371","2,113","2,537","3,940",300,"1,481","1,754","4,038","1,391","1,367","3,104",404
2020,10,30,"46,507","23,694","1,688","2,249","2,683","2,257","2,106","2,585","1,588","1,314","1,374","2,414","1,676","1,231",529,"22,813","2,906","1,808","2,096","2,774",386,"1,331","1,712","4,034","1,566","1,095","2,721",384
2020,10,40,"55,437","29,294","2,424","2,271","3,036","2,787","2,589","3,574","2,198","1,574","1,923","3,026","1,692","1,457",743,"26,143","3,865","1,649","1,856","3,512",627,"1,417","2,257","4,279","1,392","1,588","3,155",546
2020,10,50,"65,384","34,996","2,470","2,497","3,345","3,208","2,718","3,873","2,715","2,112","2,475","4,154","2,696","1,714","1,019","30,388","4,088","2,060","2,211","4,538","1,045","1,855","2,314","4,150","1,525","2,115","3,494",993
2020,10,60,"36,700","19,190","1,285","1,379","1,532","1,727","1,365","1,924","1,492","1,147","1,228","2,218","1,705","1,424",764,"17,510","2,018","1,191","1,432","2,352",575,"1,193","1,353","2,273","1,070","1,042","1,907","1,104"
2020,10,70,"13,206","7,350",606,608,621,546,370,781,599,466,456,704,502,774,317,"5,856",697,453,400,591,287,416,477,799,302,383,506,545
2020,10,80,"4,720","2,713",203,214,331,207,93,295,234,213,191,246,178,218,90,"2,007",236,156,115,211,105,104,156,286,108,122,197,211
2020,10,90,443,269,19,13,55,19,9,19,21,19,11,20,35,20,9,174,21,8,11,25,11,6,13,25,9,14,12,19
2020,10,100,30,15,0,1,4,0,0,0,1,0,1,1,4,2,1,15,0,0,2,1,1,2,1,2,1,1,1,3
2020,11,총,"335,365","178,646","12,748","12,841","17,354","16,756","17,508","19,713","13,303","10,078","11,356","19,816","13,203","9,208","4,762","156,719","20,640","10,996","12,574","22,300","3,623","9,389","12,168","24,223","9,015","9,001","18,174","4,616"
2020,11,0,"22,748","11,973",882,560,943,"1,312","1,924","1,396",805,509,768,"1,179",899,554,242,"10,775","1,371",600,850,"1,718",147,666,860,"1,982",679,468,"1,260",174
2020,11,10,"33,091","17,537","1,221",840,"1,536","1,860","2,086","2,095","1,427",893,"1,054","2,067","1,365",693,400,"15,554","2,114","1,003","1,113","2,765",169,931,"1,284","2,484",732,863,"1,883",213
2020,11,20,"56,532","30,831","1,968","2,273","3,292","2,856","3,072","3,200","2,235","1,849","1,891","3,826","2,502","1,222",645,"25,701","3,352","2,094","2,537","3,901",290,"1,467","1,744","4,008","1,443","1,354","3,104",407
2020,11,30,"46,631","23,885","1,677","2,222","2,676","2,247","2,462","2,555","1,574","1,306","1,363","2,405","1,654","1,214",530,"22,746","2,897","1,795","2,085","2,773",383,"1,329","1,705","3,997","1,634","1,076","2,688",384
2020,11,40,"55,373","29,407","2,417","2,252","3,006","2,765","2,922","3,561","2,184","1,557","1,905","2,996","1,666","1,432",744,"25,966","3,861","1,607","1,838","3,467",618,"1,411","2,253","4,239","1,429","1,578","3,122",543
2020,11,50,"65,422","35,168","2,459","2,476","3,342","3,212","3,023","3,855","2,707","2,109","2,468","4,147","2,683","1,675","1,012","30,254","4,060","2,077","2,198","4,475","1,038","1,846","2,307","4,118","1,571","2,097","3,468",999
2020,11,60,"37,101","19,460","1,295","1,385","1,550","1,726","1,523","1,953","1,502","1,153","1,253","2,223","1,714","1,416",767,"17,641","2,031","1,203","1,419","2,369",577,"1,204","1,362","2,283","1,095","1,048","1,929","1,121"
2020,11,70,"13,248","7,370",606,602,625,551,388,783,610,469,447,705,501,762,321,"5,878",694,454,406,590,286,422,480,800,314,381,509,542
2020,11,80,"4,742","2,731",205,216,325,208,99,297,237,214,195,248,179,218,90,"2,011",238,156,114,216,103,105,156,285,108,121,199,210
2020,11,90,445,268,18,14,55,19,9,18,21,19,11,19,35,20,10,177,22,7,12,25,11,6,16,25,9,14,11,19
2020,11,100,32,16,0,1,4,0,0,0,1,0,1,1,5,2,1,16,0,0,2,1,1,2,1,2,1,1,1,4
2020,12,총,"335,804","179,452","12,731","12,811","17,288","16,695","18,801","19,692","13,303","10,039","11,328","19,747","13,152","9,113","4,752","156,352","20,554","10,956","12,523","22,209","3,609","9,379","12,150","24,127","9,100","8,981","18,143","4,621"
2020,12,0,"22,718","12,013",872,541,939,"1,300","2,076","1,383",803,498,761,"1,164",889,548,239,"10,705","1,358",589,836,"1,719",146,669,848,"1,960",684,465,"1,255",176
2020,12,10,"32,993","17,555","1,221",834,"1,508","1,848","2,240","2,092","1,420",889,"1,049","2,028","1,353",676,397,"15,438","2,093",986,"1,105","2,738",167,927,"1,283","2,449",741,857,"1,881",211
2020,12,20,"56,666","31,001","1,965","2,292","3,293","2,849","3,286","3,192","2,237","1,842","1,879","3,808","2,499","1,209",650,"25,665","3,347","2,090","2,519","3,875",297,"1,475","1,746","3,994","1,453","1,358","3,099",412
2020,12,30,"46,746","24,037","1,673","2,223","2,649","2,230","2,664","2,548","1,594","1,312","1,358","2,409","1,644","1,205",528,"22,709","2,880","1,778","2,080","2,794",383,"1,308","1,699","4,001","1,651","1,068","2,683",384
2020,12,40,"55,320","29,482","2,399","2,240","2,988","2,763","3,156","3,559","2,163","1,531","1,889","2,991","1,653","1,416",734,"25,838","3,840","1,599","1,814","3,430",613,"1,401","2,245","4,221","1,451","1,576","3,104",544
2020,12,50,"65,374","35,270","2,464","2,456","3,338","3,193","3,235","3,857","2,706","2,104","2,470","4,129","2,669","1,631","1,018","30,104","4,041","2,071","2,200","4,433","1,021","1,841","2,300","4,094","1,585","2,080","3,443",995
