년도,월,나이,고양시,덕양구,주교동,원신동,흥도동,성사1동,성사2동,효자동,삼송동,창릉동,고양동,관산동,능곡동,화정1동,화정2동,행주동,행신1동,행신2동,행신3동,화전동,대덕동,일산동구,식사동,중산동,정발산동,풍산동,백석1동,백석2동,마두1동,마두2동,장항1동,장항2동,고봉동,일산서구,일산1동,일산2동,일산3동,탄현동,주엽1동,주엽2동,대화동,송포동,송산동
2020,3,20,"73,542","30,293",991,"1,189","2,549","1,423",676,772,"1,397","1,210","1,654","1,974",973,"3,176","2,287","1,360","1,577","2,423","3,385","1,123",154,"22,236","2,369","3,372","1,983","2,673","2,554","1,757","1,967","1,132",530,"2,612","1,287","21,013","1,951","1,362","2,431","3,752","1,825","1,935","3,224","1,439","3,094"
2020,3,30,"71,910","33,157",677,"2,273","4,207","1,257",666,"1,113","2,128","2,248","1,728","2,025",886,"2,112","2,194","1,018","1,351","2,417","2,603","2,147",107,"19,853","2,144","2,931","1,472","2,479","2,344","1,810","1,230",907,898,"2,333","1,305","18,900","1,686","1,010","1,842","3,726","1,741","1,780","2,484","1,496","3,135"
2020,3,40,"95,609","39,227","1,098","2,076","3,901","1,765",968,788,"1,720","1,659","2,693","2,663","1,180","3,331","3,499","1,346","1,952","2,718","4,197","1,548",125,"27,642","3,710","4,062","2,012","3,812","2,911","1,981","2,393","1,710",917,"2,545","1,589","28,740","2,441","1,380","4,144","4,978","2,755","2,772","2,954","2,070","5,246"
2020,3,50,"97,509","41,127","1,525","1,802","3,248","2,153","1,108",657,"1,732","1,266","2,382","3,388","1,593","3,852","2,939","1,951","2,219","3,089","4,676","1,364",183,"28,170","2,947","4,902","2,470","3,547","3,028","1,867","2,448","1,593",870,"2,355","2,143","28,212","2,742","2,161","3,306","4,761","2,666","2,778","3,365","1,974","4,459"
2020,3,60,"55,984","26,693","1,135","1,386","2,301","1,400",768,396,"1,327",957,"2,072","2,744","1,055","1,905","1,395","1,377","1,248","1,548","2,429","1,066",184,"14,915","1,283","2,625","1,428","2,001","1,591","1,070","1,142",720,485,"1,043","1,527","14,376","1,501","1,216","1,407","2,101","1,420","1,512","1,741","1,035","2,443"
2020,3,70,"34,940","16,939",734,676,"1,276",918,562,236,820,510,"1,332","1,662",643,"1,537","1,035",845,838,"1,093","1,551",536,135,"8,803",793,"1,574",804,"1,153",862,655,694,512,212,721,823,"9,198","1,037",702,786,"1,372","1,047","1,234","1,034",594,"1,392"
2020,3,80,"20,085","9,017",416,334,611,472,326,127,378,224,631,789,336,859,619,465,438,650,990,283,69,"5,391",381,"1,012",461,654,464,439,458,439,93,457,533,"5,677",529,406,539,867,776,920,597,327,716
2020,3,90,"3,316","1,474",64,47,106,90,41,21,59,46,100,163,64,115,83,83,67,91,166,54,14,959,68,187,77,105,69,68,87,70,27,74,127,883,83,62,99,137,104,128,87,56,127
2020,3,100,235,152,4,4,5,11,4,9,10,11,8,28,10,11,2,6,4,6,4,12,3,39,2,12,3,4,4,5,5,0,2,1,1,44,9,5,5,3,5,5,5,1,6
2020,4,총,"548,172","238,723","7,503","12,352","22,873","11,050","6,011","5,488","11,385","10,123","15,334","17,978","7,762","19,846","17,420","9,442","11,538","16,723","23,972","10,813","1,110","153,560","17,695","24,719","12,446","20,436","16,307","10,832","12,776","8,837","5,169","13,553","10,790","155,889","14,462","9,587","18,732","26,974","15,084","15,755","18,025","10,983","26,287"
2020,4,0,"41,481","19,274",289,"1,607","2,821",651,344,734,"1,118","1,196","1,182","1,113",438,"1,082","1,420",386,740,"1,202","1,452","1,455",44,"10,565","1,706","1,752",639,"1,696","1,047",491,723,614,631,577,689,"11,642","1,104",529,"1,327","2,377","1,026","1,000","1,094",817,"2,368"
2020,4,10,"52,311","20,597",590,965,"1,855",930,545,412,688,728,"1,562","1,378",602,"1,829","1,925",627,"1,106","1,471","2,535",772,77,"14,686","2,243","2,249","1,108","2,263","1,440",666,"1,616","1,119",462,779,741,"17,028","1,378",736,"2,870","2,867","1,688","1,675","1,426","1,148","3,240"
2020,4,20,"73,776","30,377",982,"1,185","2,541","1,410",676,800,"1,388","1,219","1,658","1,971",969,"3,186","2,307","1,358","1,571","2,421","3,393","1,183",159,"22,341","2,383","3,380","2,000","2,686","2,556","1,773","1,970","1,146",539,"2,619","1,289","21,058","1,947","1,371","2,431","3,748","1,823","1,945","3,238","1,440","3,115"
2020,4,30,"72,067","33,282",674,"2,259","4,180","1,242",662,"1,168","2,122","2,262","1,720","2,030",879,"2,111","2,193","1,015","1,349","2,425","2,587","2,297",107,"19,891","2,133","2,945","1,461","2,500","2,336","1,811","1,242",912,901,"2,334","1,316","18,894","1,694","1,000","1,832","3,724","1,744","1,775","2,479","1,505","3,141"
2020,4,40,"95,545","39,339","1,109","2,073","3,920","1,767",972,837,"1,738","1,671","2,684","2,655","1,175","3,321","3,478","1,336","1,948","2,696","4,169","1,658",132,"27,584","3,719","4,052","2,008","3,783","2,884","1,963","2,386","1,716",934,"2,552","1,587","28,622","2,434","1,379","4,114","4,973","2,746","2,743","2,926","2,070","5,237"
2020,4,50,"97,782","41,241","1,505","1,787","3,243","2,141","1,104",706,"1,742","1,274","2,371","3,403","1,591","3,863","2,935","1,945","2,220","3,105","4,694","1,428",184,"28,213","2,970","4,904","2,463","3,561","3,021","1,877","2,445","1,589",875,"2,371","2,137","28,328","2,735","2,173","3,332","4,788","2,679","2,795","3,375","1,976","4,475"
2020,4,60,"56,428","26,893","1,141","1,399","2,302","1,411",767,423,"1,321",975,"2,078","2,767","1,051","1,927","1,409","1,375","1,259","1,560","2,439","1,106",183,"15,056","1,291","2,649","1,436","2,025","1,614","1,072","1,148",727,490,"1,059","1,545","14,479","1,514","1,218","1,395","2,111","1,439","1,523","1,766","1,043","2,470"
2020,4,70,"35,004","16,989",725,689,"1,286",928,564,243,823,513,"1,329","1,669",644,"1,533","1,038",849,832,"1,090","1,539",557,138,"8,823",791,"1,577",804,"1,157",870,659,694,506,213,720,832,"9,192","1,031",705,789,"1,374","1,047","1,236","1,024",599,"1,387"
2020,4,80,"20,213","9,104",421,336,612,473,331,134,379,231,641,803,339,865,628,461,442,653,999,288,68,"5,403",389,"1,009",452,654,465,448,459,438,94,466,529,"5,706",534,407,534,866,782,931,604,325,723
2020,4,90,"3,329","1,475",63,48,108,86,42,21,56,43,102,161,64,118,85,84,67,94,161,57,15,958,68,189,72,107,70,67,88,70,28,75,124,896,82,64,103,143,105,127,88,59,125
2020,4,100,236,152,4,4,5,11,4,10,10,11,7,28,10,11,2,6,4,6,4,12,3,40,2,13,3,4,4,5,5,0,2,1,1,44,9,5,5,3,5,5,5,1,6
2020,5,총,"548,875","239,151","7,480","12,360","22,965","11,042","6,015","5,621","11,418","10,154","15,302","17,997","7,743","19,788","17,393","9,406","11,539","16,710","23,946","11,174","1,098","153,613","17,681","24,720","12,435","20,398","16,323","10,833","12,772","8,839","5,184","13,590","10,838","156,111","14,450","9,569","18,736","26,912","15,087","15,714","18,297","11,019","26,327"
2020,5,0,"41,449","19,276",289,"1,614","2,822",660,335,746,"1,118","1,199","1,170","1,112",430,"1,065","1,422",375,734,"1,193","1,440","1,512",40,"10,543","1,704","1,744",624,"1,683","1,054",494,721,617,636,574,692,"11,630","1,092",524,"1,314","2,368","1,017",990,"1,126",823,"2,376"
2020,5,10,"52,154","20,549",590,967,"1,870",924,545,417,692,720,"1,560","1,385",603,"1,822","1,911",620,"1,100","1,453","2,517",779,74,"14,621","2,246","2,234","1,103","2,254","1,421",649,"1,618","1,118",454,784,740,"16,984","1,381",733,"2,871","2,836","1,681","1,661","1,438","1,154","3,229"
2020,5,20,"73,822","30,379",977,"1,182","2,535","1,399",684,821,"1,402","1,225","1,650","1,960",960,"3,168","2,291","1,370","1,582","2,423","3,381","1,213",156,"22,366","2,380","3,380","2,002","2,682","2,557","1,808","1,968","1,141",542,"2,619","1,287","21,077","1,929","1,367","2,445","3,744","1,829","1,937","3,264","1,430","3,132"
2020,5,30,"72,154","33,336",669,"2,252","4,185","1,243",652,"1,189","2,117","2,263","1,709","2,023",872,"2,105","2,198","1,004","1,340","2,417","2,589","2,402",107,"19,871","2,110","2,944","1,448","2,494","2,342","1,803","1,234",916,900,"2,349","1,331","18,947","1,688",988,"1,822","3,719","1,738","1,775","2,556","1,525","3,136"
2020,5,40,"95,404","39,346","1,110","2,068","3,938","1,774",970,859,"1,748","1,681","2,668","2,663","1,163","3,289","3,453","1,333","1,937","2,689","4,139","1,732",132,"27,513","3,725","4,046","1,999","3,762","2,871","1,952","2,382","1,715",937,"2,539","1,585","28,545","2,429","1,374","4,094","4,944","2,744","2,719","2,955","2,058","5,228"
2020,5,50,"97,971","41,295","1,500","1,779","3,251","2,126","1,108",733,"1,738","1,280","2,375","3,388","1,586","3,857","2,938","1,932","2,238","3,110","4,708","1,465",183,"28,259","2,981","4,914","2,463","3,573","3,021","1,885","2,443","1,588",877,"2,374","2,140","28,417","2,729","2,154","3,356","4,786","2,663","2,804","3,427","1,994","4,504"
2020,5,60,"56,885","27,113","1,148","1,409","2,332","1,416",780,442,"1,330",975,"2,076","2,794","1,063","1,936","1,425","1,376","1,267","1,568","2,456","1,138",182,"15,163","1,290","2,657","1,456","2,028","1,630","1,070","1,160",731,498,"1,081","1,562","14,609","1,532","1,247","1,400","2,124","1,468","1,525","1,793","1,047","2,473"
2020,5,70,"35,124","17,056",718,698,"1,288",927,561,249,823,519,"1,341","1,675",647,"1,549","1,038",844,827,"1,095","1,552",566,139,"8,846",786,"1,585",810,"1,156",886,655,687,507,215,723,836,"9,222","1,040",705,787,"1,379","1,053","1,231","1,042",601,"1,384"
2020,5,80,"20,326","9,167",417,340,628,480,331,132,384,237,645,809,343,868,628,460,446,657,"1,001",292,69,"5,422",386,"1,010",453,656,467,448,465,436,94,470,537,"5,737",536,410,540,868,781,940,601,328,733
2020,5,90,"3,347","1,480",58,47,111,82,45,23,56,44,101,159,66,118,86,86,64,99,159,63,13,968,70,193,74,106,70,64,89,70,29,76,127,899,84,62,103,141,108,127,90,58,126
2020,5,100,239,154,4,4,5,11,4,10,10,11,7,29,10,11,3,6,4,6,4,12,3,41,3,13,3,4,4,5,5,0,2,1,1,44,10,5,4,3,5,5,5,1,6
2020,6,총,"549,333","239,428","7,458","12,366","23,111","10,995","5,987","5,679","11,445","10,219","15,264","18,010","7,723","19,759","17,385","9,373","11,515","16,697","23,935","11,410","1,097","153,612","17,689","24,707","12,400","20,405","16,308","10,817","12,765","8,836","5,185","13,640","10,860","156,293","14,457","9,545","18,693","26,887","15,041","15,713","18,556","11,031","26,370"
2020,6,0,"41,313","19,240",283,"1,619","2,827",658,338,756,"1,121","1,204","1,150","1,097",427,"1,065","1,411",366,725,"1,181","1,432","1,539",41,"10,492","1,690","1,750",619,"1,681","1,045",492,718,617,635,558,687,"11,581","1,086",515,"1,299","2,361",997,988,"1,138",827,"2,370"
2020,6,10,"51,985","20,490",586,974,"1,887",905,540,415,695,721,"1,564","1,371",597,"1,814","1,903",624,"1,093","1,445","2,500",782,74,"14,565","2,261","2,229","1,089","2,237","1,419",649,"1,608","1,103",453,789,728,"16,930","1,369",733,"2,859","2,814","1,674","1,657","1,445","1,155","3,224"
2020,6,20,"73,836","30,383",977,"1,157","2,561","1,395",675,826,"1,391","1,230","1,644","1,956",960,"3,171","2,287","1,358","1,571","2,431","3,382","1,250",161,"22,361","2,367","3,347","1,989","2,693","2,550","1,816","1,966","1,146",541,"2,641","1,305","21,092","1,943","1,354","2,447","3,720","1,813","1,932","3,307","1,436","3,140"
2020,6,30,"72,215","33,413",658,"2,255","4,194","1,239",649,"1,201","2,137","2,282","1,689","2,017",874,"2,079","2,207",997,"1,348","2,416","2,602","2,467",102,"19,823","2,117","2,939","1,452","2,484","2,344","1,789","1,218",919,898,"2,335","1,328","18,979","1,682",980,"1,807","3,719","1,741","1,786","2,604","1,522","3,138"
2020,6,40,"95,305","39,367","1,112","2,071","3,973","1,760",972,858,"1,741","1,692","2,665","2,666","1,156","3,283","3,457","1,337","1,927","2,684","4,118","1,764",131,"27,441","3,711","4,042","1,983","3,747","2,847","1,945","2,377","1,715",940,"2,553","1,581","28,497","2,419","1,360","4,087","4,932","2,710","2,714","3,003","2,052","5,220"
2020,6,50,"97,962","41,215","1,488","1,774","3,279","2,110","1,095",744,"1,737","1,287","2,376","3,386","1,576","3,849","2,915","1,919","2,215","3,097","4,705","1,482",181,"28,273","2,976","4,910","2,455","3,593","3,024","1,872","2,455","1,588",878,"2,389","2,133","28,474","2,728","2,144","3,345","4,808","2,669","2,790","3,470","1,993","4,527"
2020,6,60,"57,467","27,380","1,158","1,419","2,347","1,436",789,454,"1,347",983,"2,069","2,827","1,056","1,953","1,446","1,385","1,287","1,590","2,471","1,179",184,"15,305","1,311","2,686","1,474","2,037","1,640","1,077","1,167",739,500,"1,096","1,578","14,782","1,548","1,264","1,421","2,140","1,473","1,542","1,829","1,067","2,498"
2020,6,70,"35,252","17,139",718,703,"1,303",929,557,258,824,528,"1,356","1,684",652,"1,547","1,046",834,826,"1,101","1,563",572,138,"8,875",790,"1,586",804,"1,160",893,657,693,504,216,729,843,"9,238","1,039",712,782,"1,383","1,068","1,228","1,053",597,"1,376"
2020,6,80,"20,387","9,180",414,342,630,474,324,133,392,239,647,818,347,865,626,462,449,650,998,300,70,"5,454",393,"1,013",457,660,472,448,468,436,93,473,541,"5,753",549,416,539,861,777,940,606,324,741
2020,6,90,"3,374","1,469",60,48,105,78,45,24,50,42,97,159,68,122,84,86,70,96,160,63,12,982,70,192,75,109,70,67,90,69,29,76,135,923,84,62,103,146,114,131,96,57,130
2020,6,100,237,152,4,4,5,11,3,10,10,11,7,29,10,11,3,5,4,6,4,12,3,41,3,13,3,4,4,5,5,0,2,1,1,44,10,5,4,3,5,5,5,1,6
2020,7,총,"549,646","239,604","7,415","12,381","23,190","11,024","5,959","5,734","11,460","10,255","15,261","18,028","7,715","19,773","17,361","9,342","11,500","16,677","23,896","11,546","1,087","153,644","17,721","24,695","12,395","20,390","16,295","10,784","12,734","8,830","5,186","13,703","10,911","156,398","14,417","9,528","18,690","26,882","15,010","15,722","18,706","11,029","26,414"
2020,7,0,"41,173","19,183",281,"1,618","2,816",659,333,760,"1,126","1,218","1,134","1,087",424,"1,051","1,397",360,719,"1,182","1,430","1,549",39,"10,439","1,674","1,744",616,"1,667","1,049",483,721,606,637,558,684,"11,551","1,082",510,"1,289","2,363",986,985,"1,144",823,"2,369"
2020,7,10,"51,889","20,456",577,981,"1,922",901,530,419,687,725,"1,558","1,375",597,"1,807","1,896",627,"1,089","1,424","2,477",794,70,"14,525","2,266","2,214","1,086","2,229","1,412",644,"1,607","1,102",454,781,730,"16,908","1,358",735,"2,857","2,803","1,673","1,653","1,450","1,152","3,227"
2020,7,20,"73,812","30,363",971,"1,154","2,557","1,405",672,832,"1,396","1,228","1,660","1,963",960,"3,182","2,278","1,347","1,557","2,419","3,369","1,248",165,"22,354","2,362","3,344","1,987","2,690","2,556","1,809","1,960","1,148",542,"2,662","1,294","21,095","1,936","1,348","2,443","3,708","1,795","1,929","3,338","1,443","3,155"
2020,7,30,"72,140","33,398",658,"2,251","4,192","1,245",647,"1,201","2,132","2,279","1,674","1,994",872,"2,081","2,210",999,"1,348","2,422","2,587","2,506",100,"19,803","2,108","2,937","1,443","2,477","2,352","1,778","1,214",920,890,"2,354","1,330","18,939","1,654",973,"1,800","3,702","1,745","1,787","2,632","1,514","3,132"
2020,7,40,"95,176","39,366","1,102","2,073","4,010","1,762",963,872,"1,749","1,710","2,671","2,675","1,149","3,265","3,437","1,324","1,922","2,679","4,088","1,786",129,"27,354","3,718","4,026","1,983","3,731","2,820","1,927","2,361","1,691",942,"2,554","1,601","28,456","2,408","1,355","4,083","4,939","2,698","2,697","3,026","2,048","5,202"
2020,7,50,"98,097","41,233","1,479","1,762","3,299","2,093","1,092",757,"1,742","1,282","2,370","3,385","1,574","3,856","2,922","1,910","2,206","3,098","4,713","1,509",184,"28,352","3,006","4,916","2,453","3,604","3,033","1,862","2,455","1,602",882,"2,398","2,141","28,512","2,724","2,134","3,352","4,806","2,658","2,804","3,506","1,991","4,537"
2020,7,60,"57,871","27,555","1,161","1,437","2,358","1,454",785,463,"1,350",988,"2,080","2,840","1,065","1,973","1,455","1,389","1,300","1,596","2,491","1,192",178,"15,424","1,321","2,711","1,484","2,054","1,640","1,086","1,168",745,504,"1,104","1,607","14,892","1,557","1,263","1,437","2,157","1,479","1,556","1,842","1,075","2,526"
2020,7,70,"35,340","17,173",711,697,"1,300",930,557,263,825,533,"1,364","1,693",648,"1,562","1,048",825,831,"1,096","1,570",580,140,"8,873",791,"1,576",805,"1,164",888,668,691,504,213,734,839,"9,294","1,051",715,782,"1,395","1,075","1,231","1,056",602,"1,387"
2020,7,80,"20,505","9,234",411,354,627,485,331,134,391,237,647,826,347,860,631,468,452,656,"1,005",304,68,"5,503",401,"1,021",461,658,471,455,468,444,91,482,551,"5,768",552,426,538,857,777,943,613,323,739
2020,7,90,"3,404","1,489",60,50,104,79,46,23,52,44,96,161,69,124,84,87,73,99,162,66,10,977,71,194,74,112,70,67,84,68,29,75,133,938,84,64,105,149,119,132,94,57,134
2020,7,100,239,154,4,4,5,11,3,10,10,11,7,29,10,12,3,6,3,6,4,12,4,40,3,12,3,4,4,5,5,0,2,1,1,45,11,5,4,3,5,5,5,1,6
2020,8,총,"549,191","239,440","7,398","12,373","23,232","11,007","5,955","5,747","11,489","10,259","15,206","18,033","7,694","19,760","17,315","9,279","11,468","16,634","23,815","11,697","1,079","153,556","17,751","24,625","12,361","20,356","16,259","10,794","12,750","8,823","5,200","13,711","10,926","156,195","14,381","9,485","18,662","26,769","14,978","15,709","18,771","11,033","26,407"
2020,8,0,"40,841","19,049",278,"1,611","2,790",654,332,762,"1,134","1,207","1,123","1,076",426,"1,041","1,382",348,706,"1,160","1,409","1,572",38,"10,336","1,664","1,719",608,"1,630","1,052",481,715,602,639,549,677,"11,456","1,069",502,"1,282","2,314",982,986,"1,137",828,"2,356"
2020,8,10,"51,702","20,360",572,987,"1,922",889,526,420,690,723,"1,543","1,371",591,"1,792","1,883",614,"1,086","1,426","2,466",788,71,"14,486","2,261","2,182","1,083","2,236","1,394",646,"1,626","1,091",455,777,735,"16,856","1,356",726,"2,868","2,794","1,658","1,633","1,456","1,145","3,220"
2020,8,20,"73,640","30,292",966,"1,150","2,572","1,409",669,822,"1,398","1,227","1,662","1,962",960,"3,154","2,278","1,333","1,543","2,415","3,346","1,267",159,"22,336","2,363","3,345","1,969","2,688","2,559","1,820","1,945","1,159",538,"2,658","1,292","21,012","1,932","1,342","2,406","3,680","1,795","1,929","3,343","1,434","3,151"
2020,8,30,"71,934","33,341",661,"2,256","4,156","1,237",644,"1,208","2,122","2,281","1,656","1,972",863,"2,093","2,209",997,"1,335","2,419","2,580","2,552",100,"19,702","2,111","2,925","1,437","2,453","2,321","1,748","1,218",908,895,"2,375","1,311","18,891","1,626",969,"1,810","3,662","1,738","1,783","2,658","1,522","3,123"
