년도,월,나이,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020,5,70,"106,122","16,815","7,984","8,831","10,675","5,783","7,448","6,894","5,333","5,472","5,448","4,004","8,310","1,860","3,934","1,760","1,180","2,392","2,968","1,811","2,649","3,250","3,074","2,124","2,473",465
2020,5,80,"43,462","4,830","2,088","2,742","4,015","2,636","3,257","2,436","2,347","2,260","2,623","1,675","3,105",887,"1,992",857,552,"1,168","1,312",866,"1,113","1,409","1,658","1,117","1,150",197
2020,5,90,"3,701",377,140,237,327,229,322,213,209,191,234,156,220,66,175,65,56,94,121,71,107,138,116,107,87,20
2020,5,100,205,27,15,12,22,10,16,7,13,13,10,15,11,1,8,5,6,7,1,4,6,7,4,5,2,5
2020,6,총,"1,332,780","254,995","119,491","135,504","127,101","70,596","78,470","214,220","51,573","51,636","48,175","35,101","132,471","11,971","25,518","12,616","8,277","17,423","20,857","16,267","22,471","60,161","27,401","16,024","24,430","5,026"
2020,6,0,"100,566","21,200","9,371","11,829","8,490","5,527","5,719","21,971","3,282","2,946","2,777","2,140","10,792",388,"1,047",526,399,873,798,746,982,"5,115","2,373",757,"1,498",220
2020,6,10,"120,877","24,876","11,347","13,529","11,161","6,550","7,248","23,890","4,737","3,611","4,110","3,141","11,945",538,"1,253",671,500,"1,094","1,198","1,139","1,340","6,137","2,368","1,017","2,111",242
2020,6,20,"161,678","32,581","15,593","16,988","15,353","8,324","9,043","31,433","5,772","6,110","4,851","3,457","19,786",953,"1,871","1,071",671,"1,474","1,728","1,499","2,099","6,904","2,316","1,221","2,658",503
2020,6,30,"158,961","32,089","14,925","17,164","13,803","8,217","8,094","35,637","4,718","5,194","4,164","3,179","18,044",783,"1,868","1,039",565,"1,311","1,559","1,327","1,850","8,640","2,830","1,111","2,395",544
2020,6,40,"202,091","39,036","18,542","20,494","19,459","10,309","11,700","37,069","7,289","7,053","6,260","4,776","21,316","1,316","2,803","1,411","1,060","2,256","2,526","2,239","2,903","11,150","3,901","1,949","3,487",823
2020,6,50,"238,496","45,662","21,754","23,908","24,136","12,498","13,587","35,447","9,279","9,741","8,972","6,238","22,443","2,460","4,823","2,521","1,630","3,298","3,920","3,374","4,729","10,562","4,260","3,163","4,679","1,074"
2020,6,60,"196,269","37,395","17,681","19,714","19,623","10,475","12,032","19,187","8,570","9,029","8,717","6,303","16,464","2,718","5,747","2,687","1,661","3,456","4,716","3,194","4,684","6,829","4,502","3,455","3,895",930
2020,6,70,"106,451","16,904","8,020","8,884","10,708","5,814","7,447","6,932","5,355","5,494","5,464","4,017","8,351","1,863","3,934","1,766","1,173","2,391","2,973","1,809","2,657","3,263","3,077","2,123","2,467",469
2020,6,80,"43,477","4,844","2,102","2,742","4,020","2,640","3,264","2,438","2,351","2,254","2,610","1,684","3,098",886,"1,989",854,553,"1,169","1,317",868,"1,114","1,416","1,656","1,111","1,146",195
2020,6,90,"3,709",381,141,240,326,232,320,209,207,191,240,151,221,65,175,65,59,94,121,68,107,138,114,112,92,21
2020,6,100,205,27,15,12,22,10,16,7,13,13,10,15,11,1,8,5,6,7,1,4,6,7,4,5,2,5
2020,7,총,"1,331,461","254,899","119,323","135,576","127,019","70,548","78,614","214,052","51,495","51,550","48,077","34,984","132,218","11,961","25,455","12,580","8,271","17,387","20,859","16,171","22,449","60,050","27,369","16,005","24,409","5,039"
2020,7,0,"100,148","21,113","9,326","11,787","8,460","5,504","5,733","21,862","3,253","2,930","2,754","2,139","10,733",383,"1,047",522,399,868,795,736,987,"5,079","2,369",753,"1,509",220
2020,7,10,"120,394","24,792","11,305","13,487","11,114","6,554","7,225","23,791","4,727","3,590","4,116","3,100","11,883",542,"1,240",667,499,"1,095","1,182","1,130","1,328","6,124","2,350","1,015","2,093",237
2020,7,20,"161,207","32,543","15,560","16,983","15,300","8,325","9,094","31,407","5,751","6,030","4,809","3,446","19,682",932,"1,849","1,062",659,"1,451","1,733","1,482","2,091","6,881","2,309","1,214","2,652",505
2020,7,30,"158,326","32,047","14,864","17,183","13,777","8,160","8,104","35,499","4,688","5,167","4,140","3,136","17,958",787,"1,859","1,031",571,"1,301","1,544","1,302","1,838","8,555","2,816","1,104","2,387",555
2020,7,40,"201,812","38,975","18,490","20,485","19,423","10,295","11,733","37,087","7,282","7,057","6,248","4,741","21,288","1,305","2,792","1,404","1,047","2,255","2,513","2,219","2,890","11,153","3,887","1,932","3,464",822
2020,7,50,"238,415","45,619","21,709","23,910","24,154","12,479","13,599","35,481","9,278","9,754","8,922","6,244","22,437","2,452","4,806","2,517","1,626","3,293","3,936","3,355","4,713","10,573","4,260","3,158","4,680","1,079"
2020,7,60,"196,872","37,540","17,744","19,796","19,652","10,515","12,069","19,281","8,584","9,066","8,749","6,293","16,493","2,744","5,763","2,687","1,674","3,471","4,728","3,189","4,701","6,843","4,520","3,469","3,914",927
2020,7,70,"106,804","16,983","8,060","8,923","10,764","5,836","7,459","6,982","5,356","5,509","5,472","4,030","8,404","1,861","3,928","1,766","1,176","2,383","2,978","1,819","2,673","3,274","3,087","2,129","2,465",470
2020,7,80,"43,567","4,879","2,112","2,767","4,027","2,636","3,267","2,447","2,359","2,243","2,615","1,688","3,103",889,"1,990",856,555,"1,170","1,328",865,"1,116","1,418","1,655","1,112","1,152",197
2020,7,90,"3,709",379,136,243,327,234,315,208,204,191,242,152,225,65,173,63,59,93,121,70,106,143,112,114,91,22
2020,7,100,207,29,17,12,21,10,16,7,13,13,10,15,12,1,8,5,6,7,1,4,6,7,4,5,2,5
2020,8,총,"1,329,919","254,726","119,132","135,594","126,913","70,498","78,653","213,796","51,379","51,571","48,001","34,890","132,072","11,945","25,384","12,558","8,244","17,334","20,863","16,110","22,416","59,903","27,288","15,958","24,399","5,018"
2020,8,0,"99,661","21,004","9,263","11,741","8,437","5,489","5,708","21,760","3,221","2,932","2,744","2,129","10,653",381,"1,044",514,392,859,795,735,983,"5,045","2,373",750,"1,499",214
2020,8,10,"119,857","24,703","11,240","13,463","11,050","6,535","7,226","23,694","4,713","3,565","4,078","3,069","11,849",544,"1,225",661,487,"1,093","1,179","1,121","1,309","6,109","2,331","1,008","2,072",236
2020,8,20,"160,646","32,470","15,532","16,938","15,225","8,303","9,098","31,301","5,710","6,002","4,791","3,433","19,649",920,"1,828","1,059",664,"1,439","1,725","1,462","2,079","6,852","2,295","1,197","2,649",495
2020,8,30,"157,580","31,972","14,782","17,190","13,752","8,114","8,107","35,356","4,639","5,165","4,115","3,093","17,885",785,"1,828","1,017",565,"1,288","1,532","1,289","1,816","8,463","2,788","1,090","2,376",545
2020,8,40,"201,388","38,919","18,466","20,453","19,345","10,264","11,716","37,028","7,284","7,054","6,221","4,727","21,258","1,300","2,802","1,402","1,034","2,225","2,510","2,205","2,877","11,125","3,887","1,922","3,468",815
2020,8,50,"238,222","45,558","21,658","23,900","24,143","12,498","13,591","35,503","9,255","9,755","8,908","6,217","22,432","2,454","4,792","2,515","1,622","3,290","3,928","3,338","4,696","10,562","4,238","3,164","4,682","1,081"
2020,8,60,"198,052","37,756","17,817","19,939","19,780","10,562","12,142","19,487","8,633","9,104","8,804","6,337","16,569","2,749","5,781","2,700","1,683","3,491","4,760","3,203","4,743","6,888","4,537","3,476","3,933",934
2020,8,70,"106,928","17,046","8,103","8,943","10,804","5,831","7,462","6,990","5,337","5,545","5,465","4,024","8,422","1,865","3,915","1,770","1,172","2,375","2,982","1,813","2,675","3,284","3,077","2,123","2,475",476
2020,8,80,"43,636","4,892","2,117","2,775","4,023","2,650","3,278","2,463","2,367","2,242","2,623","1,691","3,113",882,"1,987",853,558,"1,173","1,329",868,"1,123","1,426","1,642","1,109","1,148",196
2020,8,90,"3,741",377,137,240,332,242,309,207,207,194,242,155,230,64,174,62,61,94,122,72,109,142,116,114,95,21
2020,8,100,208,29,17,12,22,10,16,7,13,13,10,15,12,1,8,5,6,7,1,4,6,7,4,5,2,5
2020,9,총,"1,329,408","254,626","119,016","135,610","126,826","70,504","78,704","213,856","51,284","51,667","47,918","34,869","132,085","11,908","25,372","12,523","8,239","17,335","20,836","16,050","22,368","59,823","27,248","15,922","24,436","5,009"
2020,9,0,"99,222","20,899","9,205","11,694","8,409","5,469","5,684","21,669","3,198","2,932","2,733","2,131","10,595",371,"1,037",506,392,859,799,732,971,"4,998","2,369",739,"1,511",219
2020,9,10,"119,541","24,642","11,219","13,423","11,016","6,535","7,258","23,632","4,684","3,589","4,045","3,056","11,797",544,"1,217",659,487,"1,103","1,165","1,103","1,294","6,102","2,317","1,005","2,056",235
2020,9,20,"160,403","32,450","15,510","16,940","15,138","8,285","9,102","31,317","5,674","6,002","4,763","3,424","19,655",918,"1,829","1,035",658,"1,435","1,715","1,448","2,067","6,837","2,296","1,192","2,670",493
2020,9,30,"156,883","31,828","14,689","17,139","13,687","8,074","8,091","35,266","4,625","5,162","4,110","3,058","17,800",764,"1,832","1,015",560,"1,271","1,533","1,265","1,798","8,386","2,771","1,079","2,369",539
2020,9,40,"201,170","38,890","18,445","20,445","19,309","10,248","11,708","37,106","7,268","7,030","6,202","4,719","21,264","1,294","2,793","1,394","1,031","2,216","2,496","2,198","2,871","11,082","3,864","1,910","3,467",810
2020,9,50,"238,070","45,492","21,623","23,869","24,141","12,519","13,575","35,487","9,257","9,790","8,883","6,223","22,449","2,437","4,775","2,506","1,625","3,298","3,901","3,327","4,680","10,591","4,217","3,150","4,671","1,076"
2020,9,60,"199,270","37,966","17,900","20,066","19,915","10,622","12,211","19,689","8,664","9,141","8,849","6,357","16,674","2,775","5,829","2,713","1,690","3,503","4,770","3,224","4,767","6,944","4,580","3,485","3,964",938
2020,9,70,"107,025","17,106","8,126","8,980","10,796","5,841","7,451","7,003","5,317","5,575","5,447","4,031","8,474","1,858","3,886","1,767","1,168","2,377","3,001","1,804","2,681","3,302","3,066","2,119","2,479",476
2020,9,80,"43,817","4,942","2,146","2,796","4,054","2,653","3,297","2,469","2,371","2,237","2,627","1,696","3,136",883,"1,990",861,562,"1,171","1,331",871,"1,124","1,434","1,646","1,121","1,144",197
2020,9,90,"3,798",381,136,245,339,247,312,211,213,196,248,159,229,63,176,62,60,95,124,74,109,140,119,117,103,21
2020,9,100,209,30,17,13,22,11,15,7,13,13,11,15,12,1,8,5,6,7,1,4,6,7,3,5,2,5
2020,10,총,"1,329,257","254,459","118,884","135,575","126,760","70,434","78,669","213,931","51,227","51,701","47,856","34,924","132,200","11,923","25,355","12,541","8,236","17,279","20,828","16,076","22,357","59,858","27,269","15,925","24,419","5,030"
2020,10,0,"98,704","20,804","9,159","11,645","8,366","5,448","5,645","21,565","3,173","2,913","2,723","2,128","10,544",372,"1,020",504,395,844,791,727,973,"4,950","2,373",731,"1,500",215
2020,10,10,"119,260","24,587","11,202","13,385","10,947","6,536","7,244","23,567","4,675","3,594","4,023","3,031","11,780",537,"1,222",659,489,"1,099","1,175","1,109","1,284","6,100","2,312",998,"2,060",232
2020,10,20,"160,420","32,378","15,432","16,946","15,145","8,255","9,119","31,346","5,657","5,988","4,767","3,452","19,678",923,"1,817","1,041",654,"1,427","1,717","1,451","2,053","6,881","2,302","1,188","2,667",514
2020,10,30,"156,294","31,744","14,654","17,090","13,616","8,044","8,060","35,151","4,591","5,171","4,076","3,054","17,780",770,"1,830","1,008",553,"1,254","1,505","1,264","1,787","8,303","2,758","1,087","2,352",536
2020,10,40,"200,759","38,794","18,402","20,392","19,243","10,209","11,662","37,118","7,249","7,001","6,164","4,722","21,257","1,287","2,782","1,391","1,023","2,189","2,501","2,196","2,854","11,087","3,869","1,904","3,451",806
2020,10,50,"238,080","45,423","21,575","23,848","24,154","12,517","13,570","35,587","9,226","9,784","8,863","6,215","22,458","2,445","4,761","2,501","1,632","3,304","3,890","3,325","4,684","10,618","4,216","3,152","4,667","1,088"
2020,10,60,"200,606","38,187","17,992","20,195","20,050","10,664","12,286","19,888","8,722","9,211","8,905","6,408","16,803","2,792","5,869","2,739","1,694","3,510","4,779","3,244","4,791","7,018","4,608","3,512","3,987",939
2020,10,70,"107,181","17,163","8,147","9,016","10,820","5,837","7,439","7,004","5,330","5,586","5,451","4,023","8,516","1,847","3,884","1,768","1,174","2,375","3,013","1,811","2,692","3,316","3,060","2,113","2,482",477
2020,10,80,"43,922","4,971","2,169","2,802","4,051","2,661","3,317","2,483","2,378","2,248","2,626","1,712","3,135",884,"1,988",863,555,"1,180","1,334",872,"1,123","1,432","1,648","1,117","1,147",197
2020,10,90,"3,821",378,135,243,347,252,312,215,213,192,247,164,237,65,174,61,61,90,122,72,110,146,120,118,104,21
2020,10,100,210,30,17,13,21,11,15,7,13,13,11,15,12,1,8,6,6,7,1,5,6,7,3,5,2,5
2020,11,총,"1,328,939","254,299","118,801","135,498","126,867","70,498","78,632","213,634","51,170","51,749","47,779","34,874","132,410","11,913","25,326","12,518","8,246","17,226","20,791","16,076","22,349","59,955","27,330","15,878","24,426","4,993"
2020,11,0,"98,142","20,653","9,075","11,578","8,343","5,425","5,615","21,409","3,165","2,903","2,706","2,114","10,502",371,"1,010",502,391,833,789,731,971,"4,925","2,368",717,"1,490",209
2020,11,10,"119,047","24,582","11,209","13,373","10,905","6,561","7,225","23,514","4,644","3,590","4,025","3,019","11,757",535,"1,216",648,486,"1,091","1,168","1,101","1,271","6,102","2,310","1,000","2,062",235
2020,11,20,"160,482","32,338","15,426","16,912","15,187","8,248","9,151","31,296","5,674","5,977","4,763","3,459","19,758",918,"1,806","1,034",660,"1,414","1,700","1,463","2,056","6,907","2,320","1,184","2,665",504
2020,11,30,"155,646","31,575","14,616","16,959","13,638","8,007","8,030","35,017","4,552","5,160","4,040","3,028","17,766",762,"1,817","1,005",560,"1,237","1,485","1,249","1,788","8,234","2,767","1,066","2,336",527
2020,11,40,"200,508","38,809","18,365","20,444","19,163","10,249","11,625","37,042","7,246","6,986","6,141","4,705","21,268","1,279","2,764","1,393","1,016","2,179","2,493","2,188","2,832","11,128","3,872","1,898","3,436",796
2020,11,50,"237,956","45,329","21,531","23,798","24,224","12,484","13,566","35,606","9,174","9,779","8,842","6,199","22,472","2,455","4,750","2,489","1,639","3,285","3,878","3,310","4,681","10,659","4,223","3,140","4,680","1,092"
2020,11,60,"201,758","38,385","18,061","20,324","20,138","10,750","12,354","20,037","8,767","9,289","8,928","6,437","16,922","2,789","5,903","2,746","1,706","3,527","4,805","3,270","4,812","7,084","4,637","3,508","4,034",930
2020,11,70,"107,356","17,214","8,184","9,030","10,839","5,846","7,420","7,007","5,336","5,608","5,448","4,010","8,572","1,853","3,893","1,771","1,169","2,389","3,007","1,811","2,700","3,334","3,058","2,124","2,468",479
2020,11,80,"44,007","4,997","2,178","2,819","4,066","2,660","3,322","2,489","2,387","2,251","2,624","1,726","3,143",886,"1,982",867,553,"1,173","1,341",876,"1,119","1,434","1,651","1,116","1,150",194
2020,11,90,"3,827",387,139,248,343,257,310,210,213,193,250,162,239,64,176,57,60,91,124,72,113,140,121,120,103,22
2020,11,100,210,30,17,13,21,11,14,7,12,13,12,15,11,1,9,6,6,7,1,5,6,8,3,5,2,5
2020,12,총,"1,329,211","254,222","118,767","135,455","126,911","70,525","78,661","213,720","51,070","51,812","47,634","35,000","132,805","11,892","25,265","12,482","8,263","17,197","20,775","16,074","22,473","59,828","27,352","15,853","24,441","4,956"
2020,12,0,"97,729","20,600","9,048","11,552","8,296","5,416","5,582","21,312","3,153","2,888","2,688","2,115","10,441",370,"1,002",503,385,831,779,728,965,"4,901","2,364",713,"1,494",203
2020,12,10,"118,670","24,487","11,159","13,328","10,892","6,594","7,187","23,407","4,624","3,593","3,933","3,021","11,778",523,"1,203",635,479,"1,089","1,155","1,091","1,263","6,118","2,315","1,002","2,048",233
2020,12,20,"160,830","32,344","15,466","16,878","15,192","8,213","9,194","31,393","5,672","5,995","4,750","3,517","19,914",927,"1,814","1,025",675,"1,407","1,709","1,478","2,100","6,834","2,328","1,177","2,666",506
2020,12,30,"155,283","31,496","14,590","16,906","13,588","8,003","8,021","35,035","4,511","5,167","4,015","3,016","17,799",749,"1,804",992,557,"1,238","1,475","1,244","1,811","8,106","2,758","1,053","2,334",511
2020,12,40,"200,206","38,777","18,351","20,426","19,117","10,231","11,617","36,976","7,208","6,950","6,091","4,725","21,315","1,273","2,753","1,382","1,020","2,151","2,490","2,148","2,839","11,152","3,873","1,892","3,435",791
2020,12,50,"237,742","45,244","21,495","23,749","24,216","12,483","13,575","35,613","9,139","9,795","8,828","6,212","22,490","2,432","4,714","2,493","1,636","3,274","3,881","3,320","4,666","10,649","4,205","3,120","4,678","1,079"
2020,12,60,"202,941","38,526","18,078","20,448","20,281","10,809","12,394","20,233","8,804","9,352","8,988","6,467","17,045","2,811","5,919","2,752","1,721","3,537","4,800","3,285","4,875","7,130","4,685","3,531","4,061",935
2020,12,70,"107,476","17,294","8,227","9,067","10,872","5,846","7,430","7,033","5,338","5,597","5,452","4,004","8,599","1,854","3,877","1,767","1,163","2,380","3,009","1,821","2,713","3,346","3,031","2,120","2,451",479
2020,12,80,"44,291","5,032","2,193","2,839","4,094","2,663","3,341","2,503","2,392","2,269","2,632","1,747","3,168",886,"1,995",870,559,"1,188","1,356",879,"1,125","1,443","1,670","1,119","1,168",192
2020,12,90,"3,831",392,143,249,341,256,306,208,218,192,244,162,245,66,175,57,61,95,120,75,110,141,120,121,104,22
2020,12,100,212,30,17,13,22,11,14,7,11,14,13,14,11,1,9,6,7,7,1,5,6,8,3,5,2,5
2021,1,총,"1,328,384","254,224","118,821","135,403","126,853","70,504","78,563","213,567","51,041","51,699","47,589","34,770","132,986","11,853","25,211","12,477","8,237","17,163","20,782","16,044","22,429","59,819","27,411","15,817","24,412","4,933"
2021,1,0,"97,000","20,438","8,974","11,464","8,241","5,391","5,530","21,139","3,127","2,868","2,688","2,074","10,354",362,994,499,386,818,769,729,963,"4,905","2,340",700,"1,485",200
2021,1,10,"118,494","24,464","11,136","13,328","10,903","6,583","7,163","23,361","4,615","3,588","3,921","2,974","11,795",521,"1,192",643,472,"1,080","1,169","1,080","1,259","6,096","2,354","1,001","2,027",233
2021,1,20,"160,287","32,356","15,544","16,812","15,109","8,202","9,152","31,358","5,659","5,935","4,692","3,481","19,862",914,"1,791","1,021",678,"1,395","1,683","1,457","2,073","6,813","2,329","1,169","2,662",496
2021,1,30,"154,509","31,345","14,471","16,874","13,513","7,965","7,979","34,873","4,490","5,106","3,997","2,973","17,795",750,"1,785",985,551,"1,232","1,464","1,220","1,799","8,037","2,759","1,046","2,337",508
2021,1,40,"199,686","38,761","18,378","20,383","19,060","10,197","11,568","36,922","7,200","6,950","6,085","4,653","21,271","1,259","2,734","1,358","1,006","2,140","2,488","2,139","2,815","11,134","3,874","1,867","3,415",790
2021,1,50,"237,416","45,143","21,460","23,683","24,210","12,451","13,551","35,619","9,115","9,735","8,811","6,172","22,566","2,409","4,691","2,504","1,625","3,271","3,865","3,321","4,641","10,674","4,204","3,109","4,658","1,071"
2021,1,60,"204,435","38,779","18,174","20,605","20,396","10,927","12,492","20,481","8,841","9,419","9,027","6,500","17,226","2,821","5,953","2,762","1,732","3,553","4,822","3,310","4,915","7,203","4,717","3,550","4,081",928
2021,1,70,"107,885","17,444","8,306","9,138","10,934","5,836","7,427","7,079","5,358","5,615","5,464","3,993","8,671","1,853","3,870","1,769","1,161","2,383","3,038","1,826","2,715","3,355","3,025","2,112","2,472",485
2021,1,80,"44,562","5,070","2,219","2,851","4,123","2,679","3,370","2,514","2,397","2,272","2,644","1,771","3,188",894,"2,015",872,558,"1,188","1,362",881,"1,130","1,452","1,682","1,135","1,170",195
2021,1,90,"3,895",394,142,252,342,262,316,214,228,197,247,164,247,69,177,58,60,96,121,76,113,142,124,123,103,22
2021,1,100,215,30,17,13,22,11,15,7,11,14,13,15,11,1,9,6,8,7,1,5,6,8,3,5,2,5
2021,2,총,"1,328,167","254,420","119,052","135,368","126,929","70,609","78,398","213,328","51,011","51,890","47,506","34,809","133,031","11,820","25,172","12,478","8,231","17,155","20,769","16,013","22,375","59,741","27,441","15,773","24,303","4,965"
2021,2,0,"96,462","20,321","8,936","11,385","8,203","5,343","5,497","21,013","3,110","2,867","2,677","2,058","10,312",360,989,500,390,812,764,727,966,"4,870","2,332",688,"1,461",202
