년도,월,나이,대구광역시,대구광역시 중구,대구광역시 동구,대구광역시 서구,대구광역시 남구,대구광역시 북구,대구광역시 수성구,대구광역시 달서구,대구광역시 달성군
2020,5,70,"97,507","4,256","16,814","9,632","8,674","15,909","16,041","18,756","7,425"
2020,5,80,"49,135","2,103","8,073","4,377","4,572","7,681","8,704","9,515","4,110"
2020,5,90,"7,011",357,"1,124",608,669,"1,043","1,344","1,278",588
2020,5,100,539,78,89,76,66,71,71,68,20
2020,6,총,"1,229,139","39,948","173,687","86,163","76,537","220,094","220,046","286,151","126,513"
2020,6,0,"89,585","2,587","12,682","3,860","3,395","16,978","14,922","20,497","14,664"
2020,6,10,"109,923","2,497","12,877","5,398","4,590","21,295","24,670","27,363","11,233"
2020,6,20,"149,586","6,176","19,404","9,911","10,103","27,817","25,700","37,387","13,088"
2020,6,30,"144,620","5,348","21,144","7,831","8,300","26,151","22,586","33,040","20,220"
2020,6,40,"196,621","5,279","24,981","10,913","10,281","37,381","40,237","47,103","20,446"
2020,6,50,"218,134","5,808","29,504","17,427","13,030","39,061","38,751","54,196","20,357"
2020,6,60,"166,073","5,446","26,889","16,114","12,843","26,627","26,956","36,870","14,328"
2020,6,70,"97,827","4,265","16,885","9,634","8,682","15,960","16,094","18,852","7,455"
2020,6,80,"49,190","2,106","8,100","4,392","4,573","7,710","8,703","9,493","4,113"
2020,6,90,"7,042",357,"1,132",606,674,"1,045","1,355","1,283",590
2020,6,100,538,79,89,77,66,69,72,67,19
2020,7,총,"1,229,401","39,980","173,758","86,081","76,539","220,518","219,911","285,826","126,788"
2020,7,0,"89,215","2,577","12,630","3,830","3,387","16,986","14,780","20,369","14,656"
2020,7,10,"109,629","2,497","12,835","5,364","4,559","21,245","24,616","27,273","11,240"
2020,7,20,"149,866","6,211","19,413","9,926","10,120","27,929","25,768","37,380","13,119"
2020,7,30,"144,302","5,326","21,117","7,795","8,332","26,179","22,455","32,871","20,227"
2020,7,40,"196,355","5,299","24,972","10,851","10,251","37,350","40,190","46,946","20,496"
2020,7,50,"218,208","5,798","29,544","17,384","13,003","39,153","38,783","54,155","20,388"
2020,7,60,"166,643","5,449","26,919","16,171","12,854","26,775","27,011","37,017","14,447"
2020,7,70,"98,226","4,268","16,959","9,682","8,711","16,039","16,167","18,914","7,486"
2020,7,80,"49,321","2,113","8,146","4,390","4,578","7,739","8,708","9,532","4,115"
2020,7,90,"7,100",362,"1,136",611,679,"1,055","1,360","1,302",595
2020,7,100,536,80,87,77,65,68,73,67,19
2020,8,총,"1,229,566","40,002","174,093","85,984","76,491","220,674","219,882","285,389","127,051"
2020,8,0,"88,788","2,567","12,612","3,806","3,353","16,921","14,696","20,207","14,626"
2020,8,10,"109,262","2,486","12,802","5,343","4,554","21,163","24,532","27,130","11,252"
2020,8,20,"150,231","6,254","19,478","9,866","10,162","28,101","25,820","37,402","13,148"
2020,8,30,"143,922","5,310","21,153","7,759","8,298","26,115","22,392","32,668","20,227"
2020,8,40,"196,049","5,297","24,997","10,814","10,228","37,262","40,103","46,808","20,540"
2020,8,50,"218,187","5,801","29,590","17,352","12,958","39,212","38,810","54,038","20,426"
2020,8,60,"167,561","5,465","27,021","16,251","12,894","26,950","27,159","37,255","14,566"
2020,8,70,"98,316","4,254","17,017","9,692","8,714","16,030","16,166","18,943","7,500"
2020,8,80,"49,578","2,127","8,200","4,414","4,582","7,787","8,758","9,560","4,150"
2020,8,90,"7,130",361,"1,135",611,682,"1,062","1,372","1,310",597
2020,8,100,542,80,88,76,66,71,74,68,19
2020,9,총,"1,228,935","39,978","174,063","85,745","76,288","221,084","219,687","284,993","127,097"
2020,9,0,"88,331","2,546","12,580","3,746","3,310","16,874","14,630","20,100","14,545"
2020,9,10,"108,973","2,499","12,750","5,320","4,514","21,115","24,465","27,005","11,305"
2020,9,20,"150,209","6,244","19,438","9,815","10,173","28,223","25,803","37,417","13,096"
2020,9,30,"143,380","5,306","21,079","7,721","8,251","26,107","22,311","32,485","20,120"
2020,9,40,"195,743","5,291","25,033","10,763","10,174","37,263","39,974","46,633","20,612"
2020,9,50,"218,113","5,793","29,539","17,270","12,907","39,339","38,848","53,957","20,460"
2020,9,60,"168,327","5,476","27,156","16,332","12,903","27,134","27,256","37,435","14,635"
2020,9,70,"98,302","4,243","17,010","9,642","8,704","16,062","16,159","18,948","7,534"
2020,9,80,"49,810","2,133","8,249","4,438","4,600","7,825","8,781","9,622","4,162"
2020,9,90,"7,205",367,"1,141",621,685,"1,069","1,391","1,322",609
2020,9,100,542,80,88,77,67,73,69,69,19
2020,10,총,"1,227,725","39,881","173,759","85,561","76,080","221,229","219,624","284,337","127,254"
2020,10,0,"87,778","2,540","12,473","3,716","3,286","16,806","14,538","19,897","14,522"
2020,10,10,"108,709","2,480","12,708","5,289","4,479","21,012","24,478","26,887","11,376"
2020,10,20,"150,020","6,205","19,377","9,790","10,161","28,306","25,765","37,339","13,077"
2020,10,30,"142,587","5,269","20,939","7,650","8,202","26,017","22,203","32,298","20,009"
2020,10,40,"195,353","5,301","24,973","10,742","10,117","37,188","39,908","46,465","20,659"
2020,10,50,"217,906","5,777","29,478","17,183","12,847","39,422","38,876","53,824","20,499"
2020,10,60,"169,136","5,493","27,277","16,385","12,920","27,353","27,379","37,583","14,746"
2020,10,70,"98,449","4,245","17,025","9,644","8,688","16,113","16,203","18,982","7,549"
2020,10,80,"49,986","2,126","8,279","4,468","4,609","7,858","8,797","9,670","4,179"
2020,10,90,"7,248",365,"1,142",615,704,"1,078","1,404","1,322",618
2020,10,100,553,80,88,79,67,76,73,70,20
2020,11,총,"1,226,778","39,797","173,720","85,303","76,208","221,224","219,315","283,799","127,412"
2020,11,0,"87,281","2,500","12,432","3,687","3,292","16,693","14,432","19,772","14,473"
2020,11,10,"108,340","2,466","12,660","5,239","4,478","20,914","24,401","26,777","11,405"
2020,11,20,"150,030","6,196","19,403","9,752","10,188","28,418","25,749","37,219","13,105"
2020,11,30,"141,812","5,220","20,854","7,601","8,199","25,847","22,063","32,114","19,914"
2020,11,40,"195,148","5,312","24,977","10,651","10,145","37,132","39,812","46,355","20,764"
2020,11,50,"217,615","5,773","29,421","17,125","12,848","39,480","38,822","53,681","20,465"
2020,11,60,"169,990","5,502","27,402","16,428","12,979","27,522","27,490","37,778","14,889"
2020,11,70,"98,584","4,248","17,052","9,644","8,702","16,139","16,232","19,007","7,560"
2020,11,80,"50,127","2,136","8,288","4,481","4,601","7,907","8,841","9,680","4,193"
2020,11,90,"7,297",363,"1,144",617,709,"1,096","1,400","1,344",624
2020,11,100,554,81,87,78,67,76,73,72,20
2020,12,총,"1,225,237","39,748","173,477","85,128","76,161","221,066","219,021","283,005","127,631"
2020,12,0,"86,941","2,487","12,326","3,652","3,296","16,638","14,464","19,656","14,422"
2020,12,10,"107,795","2,458","12,636","5,206","4,467","20,774","24,258","26,579","11,417"
2020,12,20,"149,859","6,204","19,377","9,744","10,206","28,450","25,707","37,047","13,124"
2020,12,30,"141,240","5,188","20,708","7,537","8,174","25,765","22,007","31,940","19,921"
2020,12,40,"194,481","5,296","24,923","10,566","10,115","37,001","39,665","46,126","20,789"
2020,12,50,"217,139","5,728","29,322","17,052","12,789","39,453","38,768","53,505","20,522"
2020,12,60,"170,787","5,508","27,534","16,524","13,005","27,714","27,533","37,974","14,995"
2020,12,70,"98,677","4,269","17,048","9,639","8,704","16,156","16,259","19,033","7,569"
2020,12,80,"50,405","2,157","8,361","4,513","4,620","7,931","8,876","9,717","4,230"
2020,12,90,"7,356",371,"1,154",617,716,"1,111","1,410","1,356",621
2020,12,100,557,82,88,78,69,73,74,72,21
2021,1,총,"1,224,157","39,658","173,280","84,987","76,073","220,931","218,902","282,493","127,833"
2021,1,0,"86,321","2,457","12,192","3,626","3,264","16,491","14,417","19,487","14,387"
2021,1,10,"107,475","2,453","12,608","5,175","4,417","20,680","24,233","26,451","11,458"
2021,1,20,"149,533","6,178","19,327","9,696","10,244","28,509","25,607","36,913","13,059"
2021,1,30,"140,593","5,196","20,596","7,536","8,109","25,618","21,941","31,753","19,844"
2021,1,40,"193,905","5,279","24,871","10,501","10,052","36,851","39,562","45,905","20,884"
2021,1,50,"216,750","5,702","29,237","16,924","12,750","39,483","38,720","53,405","20,529"
2021,1,60,"171,963","5,515","27,689","16,619","13,078","27,922","27,687","38,275","15,178"
2021,1,70,"98,878","4,250","17,082","9,669","8,705","16,179","16,321","19,093","7,579"
2021,1,80,"50,714","2,171","8,420","4,544","4,650","7,993","8,909","9,763","4,264"
2021,1,90,"7,459",374,"1,170",619,733,"1,129","1,430","1,377",627
2021,1,100,566,83,88,78,71,76,75,71,24
2021,2,총,"1,222,947","39,573","173,385","84,857","75,976","220,593","218,782","281,773","128,008"
2021,2,0,"85,821","2,441","12,133","3,583","3,238","16,351","14,433","19,299","14,343"
2021,2,10,"107,112","2,442","12,609","5,167","4,395","20,637","24,094","26,320","11,448"
2021,2,20,"148,971","6,153","19,282","9,637","10,215","28,471","25,462","36,708","13,043"
2021,2,30,"139,822","5,153","20,530","7,486","8,051","25,449","21,861","31,488","19,804"
2021,2,40,"193,421","5,264","24,902","10,480","10,009","36,690","39,496","45,667","20,913"
2021,2,50,"216,577","5,703","29,204","16,823","12,718","39,435","38,808","53,320","20,566"
2021,2,60,"173,002","5,534","27,842","16,718","13,142","28,089","27,791","38,553","15,333"
2021,2,70,"98,939","4,235","17,099","9,687","8,692","16,174","16,329","19,112","7,611"
2021,2,80,"51,150","2,188","8,511","4,581","4,701","8,066","8,987","9,828","4,288"
2021,2,90,"7,561",376,"1,183",616,744,"1,154","1,448","1,404",636
2021,2,100,571,84,90,79,71,77,73,74,23
2021,3,총,"1,220,805","39,313","173,934","84,559","75,837","220,168","218,173","280,866","127,955"
2021,3,0,"85,299","2,419","12,135","3,529","3,238","16,219","14,325","19,139","14,295"
2021,3,10,"106,621","2,436","12,601","5,137","4,386","20,489","23,937","26,179","11,456"
2021,3,20,"148,541","6,104","19,371","9,585","10,172","28,494","25,336","36,464","13,015"
2021,3,30,"139,242","5,149","20,565","7,444","8,017","25,292","21,744","31,301","19,730"
2021,3,40,"192,706","5,217","24,968","10,414","9,951","36,526","39,320","45,419","20,891"
2021,3,50,"215,715","5,667","29,258","16,688","12,647","39,246","38,710","53,027","20,472"
2021,3,60,"174,221","5,510","28,081","16,797","13,199","28,357","27,907","38,866","15,504"
2021,3,70,"98,975","4,214","17,118","9,691","8,681","16,183","16,341","19,126","7,621"
2021,3,80,"51,426","2,169","8,569","4,608","4,737","8,126","9,027","9,883","4,307"
2021,3,90,"7,650",371,"1,214",622,754,"1,160","1,464","1,419",646
2021,3,100,409,57,54,44,55,76,62,43,18
2021,4,총,"1,219,633","39,167","173,884","84,398","75,969","220,104","217,764","280,230","128,117"
2021,4,0,"84,859","2,387","12,084","3,503","3,243","16,140","14,267","18,989","14,246"
2021,4,10,"106,344","2,433","12,570","5,120","4,401","20,479","23,792","26,048","11,501"
2021,4,20,"148,167","6,066","19,336","9,540","10,224","28,406","25,312","36,274","13,009"
2021,4,30,"138,835","5,115","20,517","7,440","8,044","25,250","21,683","31,108","19,678"
2021,4,40,"192,341","5,207","24,970","10,362","9,943","36,463","39,152","45,257","20,987"
2021,4,50,"215,283","5,635","29,164","16,602","12,648","39,237","38,650","52,919","20,428"
2021,4,60,"175,063","5,522","28,246","16,841","13,224","28,530","28,005","39,065","15,630"
2021,4,70,"98,864","4,205","17,078","9,700","8,657","16,166","16,309","19,139","7,610"
2021,4,80,"51,767","2,166","8,652","4,621","4,767","8,190","9,062","9,961","4,348"
2021,4,90,"7,703",374,"1,212",625,763,"1,169","1,471","1,427",662
2021,4,100,407,57,55,44,55,74,61,43,18
2021,5,총,"1,217,963","39,027","173,521","84,281","75,948","219,856","217,247","279,867","128,216"
2021,5,0,"84,508","2,371","12,027","3,501","3,224","16,066","14,198","18,869","14,252"
2021,5,10,"105,925","2,418","12,521","5,080","4,399","20,400","23,673","25,922","11,512"
2021,5,20,"147,846","6,048","19,226","9,481","10,184","28,395","25,273","36,257","12,982"
2021,5,30,"138,337","5,082","20,464","7,450","8,053","25,180","21,572","30,935","19,601"
2021,5,40,"191,422","5,183","24,891","10,285","9,893","36,265","38,902","45,011","20,992"
2021,5,50,"215,073","5,624","29,028","16,531","12,671","39,218","38,638","52,899","20,464"
2021,5,60,"175,859","5,509","28,313","16,916","13,240","28,708","28,080","39,334","15,759"
2021,5,70,"98,925","4,189","17,091","9,704","8,659","16,172","16,332","19,167","7,611"
2021,5,80,"51,959","2,172","8,690","4,656","4,793","8,233","9,053","10,010","4,352"
2021,5,90,"7,723",372,"1,216",632,776,"1,165","1,471","1,418",673
2021,5,100,386,59,54,45,56,54,55,45,18
2021,6,총,"1,215,266","38,805","173,025","83,798","75,350","219,664","216,784","279,537","128,303"
2021,6,0,"84,227","2,371","11,938","3,474","3,223","16,022","14,196","18,770","14,233"
2021,6,10,"105,656","2,407","12,501","5,047","4,367","20,367","23,573","25,857","11,537"
2021,6,20,"147,548","6,024","19,243","9,416","10,182","28,395","25,199","36,176","12,913"
2021,6,30,"137,733","5,044","20,361","7,371","8,004","25,132","21,525","30,743","19,553"
2021,6,40,"190,896","5,190","24,787","10,225","9,786","36,188","38,765","44,901","21,054"
2021,6,50,"214,222","5,560","28,871","16,406","12,555","39,078","38,525","52,820","20,407"
2021,6,60,"176,353","5,479","28,350","16,910","13,147","28,856","28,139","39,562","15,910"
2021,6,70,"98,713","4,128","17,053","9,674","8,559","16,190","16,296","19,183","7,630"
2021,6,80,"51,996","2,183","8,684","4,641","4,763","8,226","9,068","10,053","4,378"
2021,6,90,"7,623",361,"1,198",607,746,"1,168","1,449","1,424",670
2021,6,100,299,58,39,27,18,42,49,48,18
2021,7,총,"1,214,398","38,676","172,923","83,611","75,226","219,543","216,813","279,115","128,491"
2021,7,0,"83,855","2,346","11,888","3,452","3,199","15,945","14,167","18,600","14,258"
2021,7,10,"105,457","2,410","12,502","5,018","4,333","20,289","23,563","25,768","11,574"
2021,7,20,"147,180","6,003","19,225","9,361","10,173","28,342","25,103","36,105","12,868"
2021,7,30,"137,301","5,016","20,239","7,352","8,002","25,044","21,569","30,575","19,504"
2021,7,40,"190,565","5,172","24,752","10,179","9,749","36,097","38,727","44,767","21,122"
2021,7,50,"213,876","5,518","28,838","16,282","12,509","39,052","38,531","52,735","20,411"
2021,7,60,"177,206","5,484","28,437","16,997","13,158","29,064","28,286","39,765","16,015"
2021,7,70,"98,832","4,121","17,072","9,650","8,560","16,226","16,299","19,254","7,650"
2021,7,80,"52,169","2,192","8,727","4,676","4,768","8,271","9,058","10,071","4,406"
2021,7,90,"7,654",356,"1,205",616,757,"1,168","1,460","1,425",667
2021,7,100,303,58,38,28,18,45,50,50,16
2021,8,총,"1,213,403","38,545","172,789","83,425","75,054","219,488","216,717","278,519","128,866"
2021,8,0,"83,446","2,340","11,809","3,411","3,179","15,878","14,135","18,460","14,234"
2021,8,10,"105,235","2,415","12,475","4,994","4,310","20,209","23,520","25,699","11,613"
2021,8,20,"146,680","5,964","19,143","9,340","10,121","28,324","24,970","35,935","12,883"
2021,8,30,"136,863","5,008","20,153","7,343","7,998","24,958","21,554","30,340","19,509"
2021,8,40,"190,026","5,132","24,736","10,093","9,714","35,998","38,559","44,596","21,198"
2021,8,50,"213,910","5,507","28,818","16,218","12,451","39,125","38,658","52,652","20,481"
2021,8,60,"177,802","5,485","28,527","17,025","13,161","29,175","28,359","39,933","16,137"
2021,8,70,"99,050","4,093","17,099","9,660","8,572","16,292","16,346","19,299","7,689"
2021,8,80,"52,377","2,185","8,772","4,689","4,769","8,306","9,096","10,130","4,430"
2021,8,90,"7,710",357,"1,217",624,761,"1,179","1,472","1,424",676
2021,8,100,304,59,40,28,18,44,48,51,16
2021,9,총,"1,213,147","38,497","172,702","83,219","75,027","219,603","216,624","278,212","129,263"
2021,9,0,"83,075","2,348","11,763","3,388","3,152","15,802","14,086","18,334","14,202"
2021,9,10,"105,131","2,412","12,455","4,956","4,314","20,206","23,474","25,648","11,666"
2021,9,20,"146,527","5,977","19,082","9,301","10,109","28,335","24,911","35,904","12,908"
2021,9,30,"136,564","4,993","20,081","7,320","7,983","24,906","21,528","30,242","19,511"
2021,9,40,"189,586","5,128","24,719","10,017","9,707","35,936","38,426","44,363","21,290"
2021,9,50,"214,019","5,481","28,803","16,187","12,419","39,243","38,696","52,626","20,564"
2021,9,60,"178,236","5,476","28,570","17,027","13,207","29,264","28,417","40,062","16,213"
2021,9,70,"99,272","4,078","17,140","9,666","8,561","16,312","16,389","19,369","7,757"
2021,9,80,"52,665","2,191","8,825","4,704","4,792","8,365","9,155","10,179","4,454"
2021,9,90,"7,758",354,"1,224",623,760,"1,191","1,491","1,432",683
2021,9,100,314,59,40,30,23,43,51,53,15
2021,10,총,"1,212,235","38,824","173,070","82,933","74,832","219,302","216,259","277,565","129,450"
2021,10,0,"82,642","2,422","11,789","3,359","3,129","15,675","13,968","18,156","14,144"
2021,10,10,"104,956","2,459","12,466","4,923","4,257","20,147","23,465","25,536","11,703"
2021,10,20,"145,984","5,967","19,054","9,214","10,084","28,258","24,748","35,781","12,878"
2021,10,30,"136,257","5,111","20,174","7,288","7,931","24,777","21,419","30,068","19,489"
2021,10,40,"188,973","5,166","24,693","9,942","9,686","35,798","38,307","44,073","21,308"
2021,10,50,"214,233","5,550","28,859","16,136","12,386","39,318","38,710","52,616","20,658"
2021,10,60,"178,665","5,489","28,621","17,002","13,197","29,347","28,497","40,223","16,289"
2021,10,70,"99,482","4,068","17,228","9,685","8,557","16,332","16,423","19,384","7,805"
2021,10,80,"52,941","2,196","8,910","4,728","4,821","8,411","9,173","10,224","4,478"
2021,10,90,"7,806",346,"1,236",630,764,"1,195","1,497","1,455",683
2021,10,100,296,50,40,26,20,44,52,49,15
2021,11,총,"1,211,094","38,866","173,381","82,634","74,579","219,378","215,877","276,890","129,489"
2021,11,0,"82,243","2,445","11,784","3,323","3,102","15,617","13,857","18,002","14,113"
2021,11,10,"104,828","2,481","12,478","4,904","4,221","20,111","23,419","25,467","11,747"
2021,11,20,"145,308","5,936","19,042","9,112","9,994","28,209","24,676","35,560","12,779"
2021,11,30,"135,837","5,117","20,186","7,274","7,884","24,783","21,296","29,866","19,431"
2021,11,40,"188,733","5,207","24,765","9,877","9,675","35,740","38,181","43,913","21,375"
2021,11,50,"214,301","5,540","28,897","16,063","12,337","39,406","38,741","52,635","20,682"
2021,11,60,"179,110","5,512","28,736","16,984","13,197","29,472","28,581","40,295","16,333"
2021,11,70,"99,546","4,066","17,284","9,689","8,547","16,335","16,378","19,401","7,846"
2021,11,80,"53,141","2,193","8,952","4,757","4,846","8,465","9,198","10,242","4,488"
2021,11,90,"7,814",350,"1,227",631,758,"1,198","1,502","1,467",681
2021,11,100,233,19,30,20,18,42,48,42,14
2021,12,총,"1,209,780","38,843","173,548","82,287","74,376","219,588","215,408","276,428","129,302"
2021,12,0,"81,843","2,440","11,750","3,274","3,073","15,612","13,738","17,977","13,979"
2021,12,10,"104,647","2,455","12,503","4,863","4,210","20,085","23,374","25,420","11,737"
2021,12,20,"144,437","5,930","18,995","9,021","9,928","28,067","24,540","35,240","12,716"
2021,12,30,"135,413","5,114","20,216","7,220","7,825","24,824","21,153","29,742","19,319"
2021,12,40,"188,593","5,243","24,854","9,827","9,622","35,739","38,065","43,859","21,384"
2021,12,50,"214,075","5,532","28,853","15,966","12,325","39,519","38,700","52,563","20,617"
2021,12,60,"179,442","5,499","28,765","16,977","13,178","29,568","28,636","40,361","16,458"
2021,12,70,"99,749","4,059","17,319","9,702","8,572","16,395","16,414","19,438","7,850"
2021,12,80,"53,442","2,192","9,016","4,777","4,859","8,547","9,223","10,293","4,535"
2021,12,90,"7,925",360,"1,247",643,766,"1,202","1,515","1,499",693
2021,12,100,214,19,30,17,18,30,50,36,14
