년도,월,나이,울산광역시 동구,울산광역시 동구 방어동,울산광역시 동구 일산동,울산광역시 동구 화정동,울산광역시 동구 대송동,울산광역시 동구 전하1동,울산광역시 동구 전하2동,울산광역시 동구 남목1동,울산광역시 동구 남목2동,울산광역시 동구 남목3동
2021,4,20,"9,827","2,643",419,"1,110",833,953,"1,326",533,"1,393",617
2021,4,30,"12,246","3,338",481,"1,464",835,"1,184","1,367",580,"2,048",949
2021,4,40,"14,207","4,179",493,"1,792","1,011","1,262","1,768",746,"1,855","1,101"
2021,4,50,"12,561","3,453",538,"1,605","1,137","1,133","1,839",671,"1,342",843
2021,4,60,"11,594","2,734",566,"1,447",878,"1,080","1,489",812,"1,624",964
2021,4,70,"4,314","1,015",264,554,275,521,501,314,533,337
2021,4,80,856,203,53,127,67,91,106,59,82,68
2021,4,90,50,7,4,12,1,6,5,2,6,7
2021,4,100,2,0,0,0,0,1,1,0,0,0
2021,5,총,"81,102","21,566","3,117","10,175","6,123","7,665","10,557","4,498","11,208","6,193"
2021,5,0,"7,288","1,777",116,"1,082",456,676,"1,007",327,"1,210",637
2021,5,10,"8,250","2,205",192,"1,015",628,760,"1,164",472,"1,149",665
2021,5,20,"9,773","2,639",422,"1,092",825,950,"1,321",526,"1,382",616
2021,5,30,"12,189","3,335",473,"1,445",831,"1,167","1,369",577,"2,045",947
2021,5,40,"14,153","4,170",488,"1,793","1,012","1,259","1,759",744,"1,832","1,096"
2021,5,50,"12,572","3,472",534,"1,600","1,142","1,141","1,827",659,"1,349",848
2021,5,60,"11,622","2,735",564,"1,454",884,"1,090","1,498",818,"1,611",968
2021,5,70,"4,340","1,019",269,556,277,524,500,314,541,340
2021,5,80,862,205,55,126,67,91,106,60,83,69
2021,5,90,51,9,4,12,1,6,5,1,6,7
2021,5,100,2,0,0,0,0,1,1,0,0,0
2021,6,총,"81,003","21,573","3,106","10,160","6,122","7,655","10,531","4,494","11,185","6,177"
2021,6,0,"7,231","1,760",116,"1,076",457,675,997,321,"1,197",632
2021,6,10,"8,272","2,203",191,"1,022",630,766,"1,170",466,"1,154",670
2021,6,20,"9,732","2,643",412,"1,088",828,930,"1,318",524,"1,377",612
2021,6,30,"12,104","3,319",470,"1,434",827,"1,158","1,353",576,"2,040",927
2021,6,40,"14,165","4,175",487,"1,792","1,013","1,265","1,758",746,"1,830","1,099"
2021,6,50,"12,543","3,478",537,"1,593","1,133","1,145","1,817",656,"1,338",846
2021,6,60,"11,684","2,756",560,"1,461",893,"1,091","1,510",828,"1,617",968
2021,6,70,"4,347","1,020",272,557,275,525,498,314,541,345
2021,6,80,871,209,57,125,65,93,104,62,85,71
2021,6,90,52,10,4,12,1,6,5,1,6,7
2021,6,100,2,0,0,0,0,1,1,0,0,0
2021,7,총,"80,868","21,537","3,106","10,134","6,113","7,639","10,515","4,494","11,181","6,149"
2021,7,0,"7,203","1,755",116,"1,074",455,668,995,320,"1,204",616
2021,7,10,"8,271","2,205",190,"1,017",630,768,"1,173",465,"1,147",676
2021,7,20,"9,645","2,616",407,"1,071",826,922,"1,300",522,"1,374",607
2021,7,30,"12,044","3,323",474,"1,436",823,"1,135","1,348",574,"2,023",908
2021,7,40,"14,155","4,154",487,"1,783","1,010","1,271","1,751",749,"1,847","1,103"
2021,7,50,"12,524","3,479",537,"1,587","1,133","1,145","1,822",660,"1,322",839
2021,7,60,"11,718","2,758",562,"1,467",895,"1,095","1,515",825,"1,625",976
2021,7,70,"4,377","1,025",272,558,277,535,502,315,547,346
2021,7,80,876,212,57,129,63,92,103,63,86,71
2021,7,90,53,10,4,12,1,7,5,1,6,7
2021,7,100,2,0,0,0,0,1,1,0,0,0
2021,8,총,"80,767","21,547","3,108","10,081","6,101","7,641","10,483","4,504","11,189","6,113"
2021,8,0,"7,153","1,746",118,"1,058",447,664,983,318,"1,206",613
2021,8,10,"8,284","2,227",189,"1,020",628,768,"1,174",462,"1,150",666
2021,8,20,"9,594","2,601",407,"1,057",813,922,"1,289",513,"1,391",601
2021,8,30,"11,948","3,304",470,"1,422",814,"1,131","1,320",587,"2,007",893
2021,8,40,"14,150","4,149",481,"1,779","1,016","1,269","1,761",749,"1,852","1,094"
2021,8,50,"12,547","3,496",540,"1,583","1,134","1,152","1,821",662,"1,318",841
2021,8,60,"11,745","2,764",568,"1,464",905,"1,097","1,522",830,"1,621",974
2021,8,70,"4,408","1,036",273,554,279,537,507,318,551,353
2021,8,80,882,214,58,131,64,93,100,64,87,71
2021,8,90,54,10,4,13,1,7,5,1,6,7
2021,8,100,2,0,0,0,0,1,1,0,0,0
2021,9,총,"80,683","21,556","3,109","10,070","6,073","7,618","10,471","4,489","11,195","6,102"
2021,9,0,"7,136","1,747",118,"1,052",445,660,986,314,"1,198",616
2021,9,10,"8,269","2,220",188,"1,017",625,767,"1,176",462,"1,151",663
2021,9,20,"9,529","2,585",409,"1,063",801,908,"1,271",503,"1,397",592
2021,9,30,"11,899","3,302",465,"1,421",806,"1,125","1,311",578,"1,998",893
2021,9,40,"14,177","4,163",479,"1,780","1,013","1,272","1,757",755,"1,863","1,095"
2021,9,50,"12,522","3,495",541,"1,583","1,133","1,138","1,832",663,"1,306",831
2021,9,60,"11,775","2,781",574,"1,456",906,"1,109","1,520",829,"1,624",976
2021,9,70,"4,429","1,041",272,553,278,537,511,319,561,357
2021,9,80,891,212,59,132,65,94,101,65,91,72
2021,9,90,54,10,4,13,1,7,5,1,6,7
2021,9,100,2,0,0,0,0,1,1,0,0,0
2021,10,총,"80,618","21,558","3,112","10,052","6,067","7,616","10,459","4,483","11,183","6,088"
2021,10,0,"7,088","1,732",120,"1,049",437,666,977,307,"1,186",614
2021,10,10,"8,299","2,222",187,"1,019",624,762,"1,182",466,"1,178",659
2021,10,20,"9,465","2,575",411,"1,057",806,897,"1,254",502,"1,373",590
2021,10,30,"11,824","3,278",475,"1,411",793,"1,121","1,310",572,"1,982",882
2021,10,40,"14,209","4,187",479,"1,773","1,014","1,277","1,759",754,"1,870","1,096"
2021,10,50,"12,515","3,503",532,"1,596","1,137","1,137","1,820",662,"1,301",827
2021,10,60,"11,799","2,791",569,"1,453",908,"1,107","1,528",835,"1,625",983
2021,10,70,"4,466","1,046",273,547,281,546,522,320,570,361
2021,10,80,897,214,62,134,66,95,100,64,92,70
2021,10,90,54,10,4,13,1,7,6,1,6,6
2021,10,100,2,0,0,0,0,1,1,0,0,0
2021,11,총,"80,551","21,557","3,103","10,026","6,062","7,608","10,467","4,471","11,175","6,082"
2021,11,0,"7,040","1,730",116,"1,043",439,658,974,304,"1,174",602
2021,11,10,"8,293","2,228",184,"1,012",621,770,"1,172",464,"1,173",669
2021,11,20,"9,418","2,559",404,"1,055",802,896,"1,256",494,"1,356",596
2021,11,30,"11,774","3,262",474,"1,392",795,"1,100","1,310",573,"1,993",875
2021,11,40,"14,278","4,207",485,"1,786","1,013","1,292","1,763",751,"1,881","1,100"
2021,11,50,"12,512","3,500",531,"1,598","1,135","1,131","1,830",664,"1,296",827
2021,11,60,"11,796","2,801",569,"1,442",912,"1,105","1,533",830,"1,627",977
2021,11,70,"4,483","1,049",275,552,276,552,521,323,576,359
2021,11,80,904,213,61,133,68,96,102,67,93,71
2021,11,90,52,8,4,13,1,7,6,1,6,6
2021,11,100,1,0,0,0,0,1,0,0,0,0
2021,12,총,"80,417","21,602","3,089","9,995","6,062","7,582","10,441","4,473","11,118","6,055"
2021,12,0,"6,981","1,722",114,"1,025",437,653,965,309,"1,163",593
2021,12,10,"8,295","2,244",187,"1,016",613,769,"1,169",467,"1,163",667
2021,12,20,"9,374","2,560",396,"1,056",807,887,"1,241",494,"1,335",598
2021,12,30,"11,721","3,256",471,"1,380",792,"1,094","1,315",567,"1,977",869
2021,12,40,"14,262","4,221",484,"1,778","1,006","1,285","1,765",750,"1,876","1,097"
2021,12,50,"12,480","3,507",532,"1,591","1,137","1,127","1,826",657,"1,290",813
2021,12,60,"11,802","2,809",561,"1,444",916,"1,111","1,525",830,"1,625",981
2021,12,70,"4,539","1,062",279,559,286,550,527,329,586,361
2021,12,80,908,214,61,133,67,98,103,68,94,70
2021,12,90,54,7,4,13,1,7,5,2,9,6
2021,12,100,1,0,0,0,0,1,0,0,0,0
