년도,월,나이,대전광역시,대전광역시 동구,대전광역시 중구,대전광역시 서구,대전광역시 유성구,대전광역시 대덕구
2020,4,90,"4,339",819,956,"1,239",799,526
2020,4,100,262,65,59,69,42,27
2020,5,총,"736,975","111,441","120,963","244,403","174,072","86,096"
2020,5,0,"57,876","7,606","7,846","19,272","17,509","5,643"
2020,5,10,"72,405","9,924","10,993","24,671","18,590","8,227"
2020,5,20,"101,048","14,217","15,266","36,285","24,397","10,883"
2020,5,30,"95,172","12,344","13,194","33,166","27,444","9,024"
2020,5,40,"120,494","16,294","18,556","41,137","30,823","13,684"
2020,5,50,"122,074","18,243","20,029","40,272","27,121","16,409"
2020,5,60,"88,817","16,350","17,285","27,353","16,024","11,805"
2020,5,70,"48,893","10,364","11,163","13,727","7,110","6,529"
2020,5,80,"25,557","5,204","5,615","7,197","4,200","3,341"
2020,5,90,"4,374",827,958,"1,253",811,525
2020,5,100,265,68,58,70,43,26
2020,6,총,"736,599","111,212","120,739","244,491","174,242","85,915"
2020,6,0,"57,648","7,589","7,790","19,230","17,444","5,595"
2020,6,10,"72,156","9,858","10,943","24,602","18,556","8,197"
2020,6,20,"101,125","14,225","15,260","36,365","24,471","10,804"
2020,6,30,"94,901","12,255","13,127","33,086","27,446","8,987"
2020,6,40,"120,318","16,260","18,500","41,105","30,838","13,615"
2020,6,50,"121,850","18,132","19,934","40,222","27,138","16,424"
2020,6,60,"89,238","16,369","17,346","27,529","16,152","11,842"
2020,6,70,"49,129","10,414","11,205","13,806","7,142","6,562"
2020,6,80,"25,571","5,210","5,622","7,200","4,205","3,334"
2020,6,90,"4,400",833,953,"1,277",808,529
2020,6,100,263,67,59,69,42,26
2020,7,총,"736,217","111,089","120,557","244,395","174,449","85,727"
2020,7,0,"57,380","7,524","7,741","19,134","17,420","5,561"
2020,7,10,"71,947","9,815","10,914","24,496","18,559","8,163"
2020,7,20,"101,046","14,225","15,207","36,332","24,496","10,786"
2020,7,30,"94,650","12,189","13,052","33,067","27,433","8,909"
2020,7,40,"120,278","16,262","18,495","41,088","30,862","13,571"
2020,7,50,"121,782","18,092","19,908","40,217","27,184","16,381"
2020,7,60,"89,463","16,382","17,316","27,625","16,265","11,875"
2020,7,70,"49,381","10,472","11,280","13,870","7,166","6,593"
2020,7,80,"25,595","5,223","5,628","7,199","4,215","3,330"
2020,7,90,"4,422",837,953,"1,295",806,531
2020,7,100,273,68,63,72,43,27
2020,8,총,"735,884","110,954","120,379","244,361","174,549","85,641"
2020,8,0,"57,128","7,449","7,701","19,048","17,377","5,553"
2020,8,10,"71,634","9,784","10,878","24,360","18,511","8,101"
2020,8,20,"101,166","14,216","15,185","36,450","24,528","10,787"
2020,8,30,"94,264","12,080","13,000","32,964","27,347","8,873"
2020,8,40,"120,142","16,236","18,457","41,038","30,916","13,495"
2020,8,50,"121,675","18,069","19,852","40,204","27,181","16,369"
2020,8,60,"89,997","16,478","17,338","27,809","16,397","11,975"
2020,8,70,"49,502","10,493","11,310","13,927","7,190","6,582"
2020,8,80,"25,653","5,235","5,644","7,198","4,235","3,341"
2020,8,90,"4,447",844,951,"1,291",823,538
2020,8,100,276,70,63,72,44,27
2020,9,총,"735,743","110,779","120,220","244,175","174,601","85,968"
2020,9,0,"56,865","7,392","7,632","18,926","17,317","5,598"
2020,9,10,"71,430","9,735","10,820","24,277","18,528","8,070"
2020,9,20,"101,203","14,218","15,164","36,495","24,528","10,798"
2020,9,30,"94,024","11,983","12,964","32,789","27,331","8,957"
2020,9,40,"120,036","16,230","18,414","41,007","30,902","13,483"
2020,9,50,"121,602","17,997","19,803","40,215","27,147","16,440"
2020,9,60,"90,479","16,537","17,403","27,910","16,537","12,092"
2020,9,70,"49,582","10,508","11,330","13,967","7,182","6,595"
2020,9,80,"25,763","5,264","5,664","7,218","4,249","3,368"
2020,9,90,"4,484",848,963,"1,298",836,539
2020,9,100,275,67,63,73,44,28
2020,10,총,"735,004","110,517","119,960","243,693","174,398","86,436"
2020,10,0,"56,458","7,323","7,575","18,731","17,199","5,630"
2020,10,10,"71,152","9,666","10,749","24,187","18,492","8,058"
2020,10,20,"101,190","14,219","15,160","36,455","24,498","10,858"
2020,10,30,"93,655","11,889","12,874","32,602","27,207","9,083"
2020,10,40,"119,649","16,172","18,338","40,839","30,845","13,455"
2020,10,50,"121,589","17,939","19,725","40,205","27,171","16,549"
2020,10,60,"91,004","16,588","17,472","28,068","16,641","12,235"
2020,10,70,"49,694","10,517","11,354","14,016","7,204","6,603"
2020,10,80,"25,847","5,293","5,679","7,219","4,260","3,396"
2020,10,90,"4,492",844,971,"1,299",837,541
2020,10,100,274,67,63,72,44,28
2020,11,총,"734,192","110,352","119,774","243,244","174,206","86,616"
2020,11,0,"56,012","7,272","7,500","18,556","17,066","5,618"
2020,11,10,"70,952","9,602","10,732","24,112","18,472","8,034"
2020,11,20,"101,233","14,216","15,156","36,419","24,525","10,917"
2020,11,30,"93,180","11,803","12,775","32,430","27,057","9,115"
2020,11,40,"119,289","16,147","18,271","40,666","30,803","13,402"
2020,11,50,"121,604","17,903","19,732","40,214","27,150","16,605"
2020,11,60,"91,502","16,671","17,530","28,211","16,762","12,328"
2020,11,70,"49,757","10,521","11,343","14,051","7,221","6,621"
2020,11,80,"25,902","5,308","5,711","7,222","4,267","3,394"
2020,11,90,"4,484",842,960,"1,290",839,553
2020,11,100,277,67,64,73,44,29
2020,12,총,"733,183","110,605","119,317","242,768","173,807","86,686"
2020,12,0,"55,707","7,285","7,411","18,431","16,966","5,614"
2020,12,10,"70,659","9,576","10,655","24,039","18,403","7,986"
2020,12,20,"101,067","14,243","15,092","36,350","24,430","10,952"
2020,12,30,"92,795","11,860","12,661","32,216","26,913","9,145"
2020,12,40,"118,978","16,170","18,176","40,546","30,708","13,378"
2020,12,50,"121,283","17,897","19,648","40,095","27,078","16,565"
2020,12,60,"92,093","16,778","17,592","28,409","16,888","12,426"
2020,12,70,"49,811","10,554","11,319","14,065","7,238","6,635"
2020,12,80,"26,034","5,327","5,739","7,257","4,302","3,409"
2020,12,90,"4,474",845,960,"1,286",836,547
2020,12,100,282,70,64,74,45,29
2021,1,총,"732,895","110,933","119,132","242,494","173,700","86,636"
2021,1,0,"55,298","7,289","7,327","18,273","16,841","5,568"
2021,1,10,"70,455","9,559","10,611","23,947","18,405","7,933"
2021,1,20,"100,895","14,224","15,052","36,277","24,383","10,959"
2021,1,30,"92,641","11,938","12,613","32,112","26,846","9,132"
2021,1,40,"118,656","16,184","18,076","40,407","30,670","13,319"
2021,1,50,"121,078","17,947","19,555","39,987","27,045","16,544"
2021,1,60,"92,994","16,929","17,761","28,705","17,073","12,526"
2021,1,70,"49,882","10,573","11,317","14,136","7,229","6,627"
2021,1,80,"26,174","5,374","5,777","7,270","4,310","3,443"
2021,1,90,"4,538",847,978,"1,306",853,554
2021,1,100,284,69,65,74,45,31
2021,2,총,"732,401","111,077","118,910","242,387","173,522","86,505"
2021,2,0,"54,976","7,255","7,235","18,224","16,747","5,515"
2021,2,10,"70,275","9,641","10,535","23,849","18,361","7,889"
2021,2,20,"100,618","14,151","15,063","36,198","24,319","10,887"
2021,2,30,"92,292","11,910","12,559","32,069","26,660","9,094"
2021,2,40,"118,477","16,247","18,006","40,292","30,668","13,264"
2021,2,50,"120,992","17,914","19,513","39,966","27,088","16,511"
2021,2,60,"93,619","17,028","17,803","28,923","17,218","12,647"
2021,2,70,"49,928","10,569","11,336","14,148","7,244","6,631"
2021,2,80,"26,349","5,431","5,805","7,333","4,306","3,474"
2021,2,90,"4,584",860,989,"1,308",867,560
2021,2,100,291,71,66,77,44,33
2021,3,총,"730,388","110,743","118,328","241,717","173,371","86,229"
2021,3,0,"54,579","7,231","7,172","18,066","16,639","5,471"
2021,3,10,"70,052","9,655","10,494","23,749","18,333","7,821"
2021,3,20,"100,501","14,168","14,989","36,111","24,374","10,859"
2021,3,30,"91,871","11,861","12,493","31,951","26,542","9,024"
2021,3,40,"117,737","16,145","17,849","40,040","30,557","13,146"
2021,3,50,"120,450","17,744","19,387","39,764","27,103","16,452"
2021,3,60,"94,281","17,088","17,836","29,164","17,392","12,801"
2021,3,70,"49,799","10,540","11,305","14,156","7,219","6,579"
2021,3,80,"26,395","5,439","5,786","7,362","4,322","3,486"
2021,3,90,"4,557",843,979,"1,304",864,567
2021,3,100,166,29,38,50,26,23
2021,4,총,"730,097","110,698","118,222","241,720","173,302","86,155"
2021,4,0,"54,293","7,184","7,150","17,974","16,557","5,428"
2021,4,10,"69,857","9,626","10,445","23,696","18,314","7,776"
2021,4,20,"100,460","14,160","14,986","36,112","24,357","10,845"
2021,4,30,"91,708","11,821","12,430","31,960","26,475","9,022"
2021,4,40,"117,580","16,146","17,796","39,973","30,580","13,085"
2021,4,50,"120,204","17,673","19,353","39,707","27,062","16,409"
2021,4,60,"94,921","17,227","17,900","29,387","17,499","12,908"
2021,4,70,"49,821","10,521","11,319","14,167","7,232","6,582"
2021,4,80,"26,515","5,468","5,812","7,389","4,341","3,505"
2021,4,90,"4,573",843,991,"1,307",863,569
2021,4,100,165,29,40,48,22,26
2021,5,총,"729,882","110,697","118,162","241,642","173,296","86,085"
2021,5,0,"53,986","7,136","7,107","17,872","16,483","5,388"
2021,5,10,"69,705","9,607","10,410","23,643","18,296","7,749"
2021,5,20,"100,468","14,228","14,960","36,096","24,336","10,848"
2021,5,30,"91,454","11,773","12,389","31,915","26,389","8,988"
2021,5,40,"117,285","16,129","17,785","39,864","30,513","12,994"
2021,5,50,"120,174","17,621","19,320","39,683","27,130","16,420"
2021,5,60,"95,511","17,318","17,974","29,588","17,654","12,977"
2021,5,70,"49,849","10,495","11,333","14,190","7,237","6,594"
2021,5,80,"26,681","5,510","5,842","7,419","4,374","3,536"
2021,5,90,"4,602",851,"1,002","1,323",861,565
2021,5,100,167,29,40,49,23,26
2021,6,총,"729,441","110,674","118,058","241,421","173,283","86,005"
2021,6,0,"53,709","7,090","7,072","17,761","16,428","5,358"
2021,6,10,"69,596","9,573","10,392","23,642","18,265","7,724"
2021,6,20,"100,317","14,203","14,959","36,034","24,291","10,830"
2021,6,30,"91,187","11,747","12,352","31,837","26,311","8,940"
2021,6,40,"117,192","16,169","17,750","39,771","30,534","12,968"
2021,6,50,"119,804","17,547","19,241","39,547","27,105","16,364"
2021,6,60,"96,167","17,423","18,059","29,819","17,824","13,042"
2021,6,70,"49,897","10,481","11,338","14,198","7,257","6,623"
2021,6,80,"26,826","5,560","5,863","7,456","4,386","3,561"
2021,6,90,"4,578",853,991,"1,309",857,568
2021,6,100,168,28,41,47,25,27
2021,7,총,"729,019","110,659","117,964","241,282","173,185","85,929"
2021,7,0,"53,467","7,079","7,049","17,649","16,384","5,306"
2021,7,10,"69,397","9,526","10,345","23,610","18,196","7,720"
2021,7,20,"100,136","14,152","14,924","36,033","24,228","10,799"
2021,7,30,"91,012","11,738","12,351","31,755","26,233","8,935"
2021,7,40,"116,919","16,144","17,694","39,702","30,484","12,895"
2021,7,50,"119,804","17,547","19,241","39,524","27,125","16,367"
2021,7,60,"96,652","17,512","18,097","29,969","17,977","13,097"
2021,7,70,"49,962","10,492","11,355","14,206","7,279","6,630"
2021,7,80,"26,922","5,588","5,875","7,479","4,397","3,583"
2021,7,90,"4,576",853,991,"1,305",857,570
2021,7,100,172,28,42,50,25,27
2021,8,총,"728,723","110,668","117,834","241,226","173,137","85,858"
2021,8,0,"53,206","7,007","7,023","17,570","16,318","5,288"
2021,8,10,"69,266","9,524","10,311","23,584","18,172","7,675"
2021,8,20,"99,999","14,163","14,867","35,959","24,225","10,785"
2021,8,30,"90,790","11,735","12,294","31,683","26,172","8,906"
2021,8,40,"116,707","16,131","17,661","39,638","30,402","12,875"
2021,8,50,"119,929","17,549","19,270","39,563","27,213","16,334"
2021,8,60,"96,981","17,585","18,121","30,095","18,037","13,143"
2021,8,70,"50,037","10,491","11,351","14,245","7,313","6,637"
2021,8,80,"27,012","5,593","5,894","7,512","4,402","3,611"
2021,8,90,"4,622",859,"1,001","1,326",857,579
2021,8,100,174,31,41,51,26,25
2021,9,총,"728,916","110,771","117,716","241,196","173,346","85,887"
2021,9,0,"52,964","6,956","6,987","17,498","16,263","5,260"
2021,9,10,"69,137","9,538","10,247","23,557","18,140","7,655"
2021,9,20,"100,330","14,248","14,903","36,028","24,361","10,790"
2021,9,30,"90,720","11,729","12,262","31,688","26,114","8,927"
2021,9,40,"116,381","16,088","17,592","39,472","30,434","12,795"
2021,9,50,"120,070","17,557","19,258","39,611","27,257","16,387"
2021,9,60,"97,262","17,639","18,141","30,150","18,149","13,183"
2021,9,70,"50,096","10,519","11,342","14,274","7,318","6,643"
2021,9,80,"27,127","5,598","5,933","7,534","4,421","3,641"
2021,9,90,"4,657",867,"1,011","1,336",863,580
2021,9,100,172,32,40,48,26,26
2021,10,총,"728,486","110,760","117,594","240,978","173,348","85,806"
2021,10,0,"52,650","6,923","6,940","17,396","16,184","5,207"
2021,10,10,"69,002","9,488","10,210","23,517","18,140","7,647"
2021,10,20,"100,220","14,306","14,891","35,911","24,319","10,793"
2021,10,30,"90,491","11,702","12,234","31,576","26,122","8,857"
2021,10,40,"116,163","16,060","17,531","39,435","30,402","12,735"
2021,10,50,"120,113","17,568","19,254","39,607","27,269","16,415"
2021,10,60,"97,568","17,651","18,182","30,247","18,265","13,223"
2021,10,70,"50,208","10,529","11,353","14,324","7,320","6,682"
2021,10,80,"27,210","5,628","5,957","7,562","4,435","3,628"
2021,10,90,"4,700",874,"1,011","1,356",865,594
2021,10,100,161,31,31,47,27,25
2021,11,총,"728,269","110,630","117,329","240,942","173,697","85,671"
2021,11,0,"52,420","6,872","6,865","17,392","16,117","5,174"
2021,11,10,"68,863","9,442","10,178","23,456","18,186","7,601"
2021,11,20,"100,021","14,288","14,840","35,802","24,312","10,779"
2021,11,30,"90,453","11,679","12,179","31,605","26,142","8,848"
2021,11,40,"116,008","16,017","17,504","39,388","30,401","12,698"
2021,11,50,"120,225","17,560","19,231","39,655","27,394","16,385"
2021,11,60,"97,851","17,694","18,187","30,317","18,410","13,243"
2021,11,70,"50,237","10,526","11,343","14,337","7,356","6,675"
2021,11,80,"27,321","5,648","5,966","7,575","4,478","3,654"
2021,11,90,"4,714",873,"1,005","1,371",875,590
2021,11,100,156,31,31,44,26,24
2021,12,총,"727,625","110,269","116,834","240,651","173,814","86,057"
2021,12,0,"52,253","6,808","6,784","17,391","16,068","5,202"
2021,12,10,"68,648","9,387","10,132","23,344","18,240","7,545"
2021,12,20,"99,733","14,228","14,754","35,698","24,257","10,796"
2021,12,30,"90,291","11,597","12,072","31,567","26,054","9,001"
2021,12,40,"115,946","15,935","17,405","39,351","30,498","12,757"
2021,12,50,"120,050","17,518","19,166","39,546","27,412","16,408"
2021,12,60,"98,108","17,703","18,152","30,392","18,507","13,354"
2021,12,70,"50,251","10,514","11,332","14,355","7,358","6,692"
2021,12,80,"27,452","5,665","5,995","7,596","4,508","3,688"
2021,12,90,"4,750",886,"1,014","1,369",891,590
2021,12,100,143,28,28,42,21,24
