년도,월,나이,부산광역시 동구,부산광역시 동구 초량제1동,부산광역시 동구 초량제2동,부산광역시 동구 초량제3동,부산광역시 동구 초량제6동,부산광역시 동구 수정제1동,부산광역시 동구 수정제2동,부산광역시 동구 수정제4동,부산광역시 동구 수정제5동,부산광역시 동구 좌천동,부산광역시 동구 범일제1동,부산광역시 동구 범일제2동,부산광역시 동구 범일제5동
2020,2,70,"4,436",252,331,252,393,226,517,285,353,614,670,358,185
2020,2,80,"1,513",68,111,87,158,78,162,109,106,214,235,117,68
2020,2,90,150,9,14,15,12,9,19,10,12,14,16,13,7
2020,2,100,29,3,4,5,5,0,3,0,0,3,3,2,1
2020,3,총,"43,844","2,442","2,903","4,923","3,199","2,107","4,895","2,160","2,780","5,513","6,081","4,552","2,289"
2020,3,0,"2,242",89,102,462,117,103,211,76,120,270,228,278,186
2020,3,10,"2,778",157,143,327,248,167,320,151,198,339,328,250,150
2020,3,20,"5,388",346,335,634,374,261,630,221,337,715,731,598,206
2020,3,30,"5,644",288,324,"1,075",314,234,654,193,259,632,658,630,383
2020,3,40,"6,570",410,442,769,459,336,715,299,407,804,849,691,389
2020,3,50,"7,579",416,532,723,553,357,833,417,489,951,"1,130",857,321
2020,3,60,"7,454",399,563,554,564,333,831,396,490,950,"1,229",754,391
2020,3,70,"4,473",255,333,269,391,228,518,289,358,617,670,357,188
2020,3,80,"1,533",70,110,89,161,79,162,107,109,218,239,122,67
2020,3,90,154,9,15,16,13,9,18,11,13,14,16,13,7
2020,3,100,29,3,4,5,5,0,3,0,0,3,3,2,1
2020,4,총,"44,003","2,448","2,912","5,220","3,184","2,087","4,887","2,150","2,758","5,479","6,058","4,541","2,279"
2020,4,0,"2,263",89,101,492,114,97,212,79,117,270,225,275,192
2020,4,10,"2,777",157,143,359,244,163,319,146,190,336,324,247,149
2020,4,20,"5,405",347,337,663,375,266,626,222,338,701,728,596,206
2020,4,30,"5,677",288,325,"1,138",313,228,650,188,255,634,648,631,379
2020,4,40,"6,573",403,442,832,454,329,700,293,401,800,845,687,387
2020,4,50,"7,620",419,542,757,549,358,841,419,488,942,"1,126",857,322
2020,4,60,"7,468",402,558,586,563,330,836,397,487,939,"1,232",751,387
2020,4,70,"4,492",261,334,281,393,227,519,288,358,623,668,357,183
2020,4,80,"1,543",71,110,90,161,80,163,107,110,218,242,125,66
2020,4,90,155,8,16,17,13,9,18,11,14,12,17,13,7
2020,4,100,30,3,4,5,5,0,3,0,0,4,3,2,1
2020,5,총,"44,007","2,426","2,914","5,358","3,175","2,078","4,877","2,137","2,747","5,456","6,047","4,518","2,274"
2020,5,0,"2,245",80,99,500,117,97,211,79,115,268,222,268,189
2020,5,10,"2,764",151,142,365,243,160,318,147,191,331,324,243,149
2020,5,20,"5,389",344,332,682,371,265,621,219,337,694,731,589,204
2020,5,30,"5,696",284,327,"1,167",311,231,642,187,249,636,651,633,378
2020,5,40,"6,570",403,442,862,454,324,696,290,405,795,835,678,386
2020,5,50,"7,626",422,545,782,546,355,838,413,482,941,"1,124",853,325
2020,5,60,"7,490",400,559,597,561,327,844,399,487,930,"1,234",762,390
2020,5,70,"4,494",260,338,288,394,228,522,285,357,623,668,351,180
2020,5,80,"1,547",71,109,94,160,82,164,106,110,221,238,127,65
2020,5,90,156,8,17,16,13,9,18,12,14,13,17,12,7
2020,5,100,30,3,4,5,5,0,3,0,0,4,3,2,1
2020,6,총,"44,003","2,427","2,895","5,464","3,159","2,078","4,869","2,128","2,740","5,453","6,017","4,498","2,275"
2020,6,0,"2,240",78,98,512,118,100,210,71,112,270,219,260,192
2020,6,10,"2,741",153,141,370,234,158,314,146,188,324,326,240,147
2020,6,20,"5,401",348,327,704,371,269,621,220,340,698,723,577,203
2020,6,30,"5,694",286,322,"1,180",308,227,646,187,244,634,645,636,379
2020,6,40,"6,540",394,440,872,453,324,695,289,402,792,822,671,386
2020,6,50,"7,616",421,542,809,544,354,828,409,482,938,"1,121",846,322
2020,6,60,"7,544",406,560,612,564,327,843,400,486,941,"1,236",779,390
2020,6,70,"4,504",262,336,290,392,229,526,288,360,619,669,350,183
2020,6,80,"1,539",69,107,95,158,81,165,106,112,221,235,125,65
2020,6,90,154,7,18,15,12,9,18,12,14,12,18,12,7
2020,6,100,30,3,4,5,5,0,3,0,0,4,3,2,1
2020,7,총,"44,016","2,427","2,894","5,537","3,145","2,076","4,877","2,132","2,719","5,452","5,995","4,483","2,279"
2020,7,0,"2,242",74,99,523,119,100,208,72,109,271,214,260,193
2020,7,10,"2,718",154,140,375,229,157,308,145,187,320,320,238,145
2020,7,20,"5,418",346,338,715,373,272,626,220,336,703,718,571,200
2020,7,30,"5,705",289,321,"1,198",301,221,648,189,241,636,649,633,379
2020,7,40,"6,498",392,434,879,450,320,693,289,393,785,810,665,388
2020,7,50,"7,628",427,543,818,540,359,835,411,481,932,"1,117",841,324
2020,7,60,"7,550",401,549,619,571,322,844,400,486,943,"1,240",784,391
2020,7,70,"4,527",264,340,294,389,234,528,289,359,624,671,350,185
2020,7,80,"1,548",71,108,96,156,82,166,105,113,223,235,127,66
2020,7,90,153,7,18,15,12,9,18,12,14,11,18,12,7
2020,7,100,29,2,4,5,5,0,3,0,0,4,3,2,1
2020,8,총,"43,942","2,433","2,884","5,561","3,128","2,086","4,874","2,119","2,715","5,426","5,983","4,471","2,262"
2020,8,0,"2,235",74,97,520,118,101,208,70,108,272,213,265,189
2020,8,10,"2,698",152,140,382,228,157,303,144,186,318,315,232,141
2020,8,20,"5,406",353,329,729,367,272,628,216,336,697,708,564,207
2020,8,30,"5,670",284,319,"1,206",293,219,648,189,238,623,652,634,365
2020,8,40,"6,475",395,427,887,449,322,688,289,389,784,799,658,388
2020,8,50,"7,635",426,545,811,540,361,830,410,480,932,"1,131",844,325
2020,8,60,"7,554",401,553,619,573,326,845,399,493,942,"1,229",786,388
2020,8,70,"4,542",267,346,290,386,234,537,289,358,622,678,350,185
2020,8,80,"1,545",70,105,99,156,86,166,102,113,222,236,124,66
2020,8,90,153,9,19,13,13,8,18,11,14,10,19,12,7
2020,8,100,29,2,4,5,5,0,3,0,0,4,3,2,1
2020,9,총,"43,821","2,430","2,891","5,570","3,099","2,069","4,857","2,103","2,699","5,391","5,988","4,467","2,257"
2020,9,0,"2,213",75,96,520,109,95,208,72,106,261,212,264,195
2020,9,10,"2,698",152,143,380,226,159,300,144,184,319,317,234,140
2020,9,20,"5,364",349,328,734,361,271,619,212,336,688,702,559,205
2020,9,30,"5,637",279,319,"1,204",293,218,645,188,240,614,646,630,361
2020,9,40,"6,446",395,430,889,442,317,680,290,382,768,806,661,386
2020,9,50,"7,583",429,541,804,539,356,823,401,474,929,"1,125",840,322
2020,9,60,"7,594",400,557,630,570,323,854,399,490,951,"1,245",787,388
2020,9,70,"4,548",268,347,292,385,234,543,287,358,619,676,354,185
2020,9,80,"1,553",72,107,98,156,88,163,99,115,228,236,124,67
2020,9,90,154,9,19,14,13,8,19,11,14,8,20,12,7
2020,9,100,31,2,4,5,5,0,3,0,0,6,3,2,1
2020,10,총,"43,684","2,418","2,895","5,576","3,096","2,068","4,834","2,094","2,687","5,377","5,960","4,442","2,237"
2020,10,0,"2,190",75,96,520,110,94,205,70,105,257,207,255,196
2020,10,10,"2,679",146,145,382,225,159,302,143,183,317,309,232,136
2020,10,20,"5,346",348,323,742,361,277,604,209,329,695,697,557,204
2020,10,30,"5,613",277,317,"1,206",292,217,635,189,246,602,650,629,353
2020,10,40,"6,404",392,443,879,440,307,676,285,373,777,795,651,386
2020,10,50,"7,551",429,542,804,536,358,812,398,476,917,"1,125",839,315
2020,10,60,"7,596",400,547,627,572,325,862,401,488,954,"1,242",790,388
2020,10,70,"4,563",270,351,300,386,234,546,288,359,616,678,351,184
2020,10,80,"1,560",71,108,98,156,89,170,100,115,229,233,124,67
2020,10,90,151,8,19,13,13,8,19,11,13,7,21,12,7
2020,10,100,31,2,4,5,5,0,3,0,0,6,3,2,1
2020,11,총,"43,603","2,411","2,872","5,611","3,098","2,062","4,822","2,087","2,676","5,364","5,955","4,420","2,225"
2020,11,0,"2,166",72,97,519,109,93,203,68,104,255,202,247,197
2020,11,10,"2,671",148,142,388,225,159,296,144,179,311,309,233,137
2020,11,20,"5,330",346,319,747,364,278,590,211,328,694,697,554,202
2020,11,30,"5,571",267,315,"1,207",293,216,639,184,244,595,647,619,345
2020,11,40,"6,404",395,438,890,430,303,681,281,373,772,795,654,392
2020,11,50,"7,534",429,531,806,538,361,815,401,473,918,"1,121",837,304
2020,11,60,"7,602",403,543,634,579,325,858,403,484,954,"1,242",788,389
2020,11,70,"4,582",269,354,305,388,230,550,286,364,620,680,352,184
2020,11,80,"1,565",73,109,98,153,91,169,98,115,231,237,124,67
2020,11,90,147,7,20,12,14,6,18,11,12,8,22,10,7
2020,11,100,31,2,4,5,5,0,3,0,0,6,3,2,1
2020,12,총,"43,509","2,419","2,874","5,630","3,080","2,066","4,810","2,056","2,645","5,378","5,917","4,402","2,232"
2020,12,0,"2,149",71,97,515,105,93,208,63,98,261,200,240,198
2020,12,10,"2,660",152,141,388,222,164,296,140,175,309,304,232,137
2020,12,20,"5,303",339,322,751,360,276,586,210,325,698,692,542,202
2020,12,30,"5,552",269,314,"1,208",294,219,639,178,229,602,633,621,346
2020,12,40,"6,410",402,440,902,425,301,677,276,373,772,789,657,396
2020,12,50,"7,492",429,528,808,538,360,800,401,474,916,"1,109",827,302
2020,12,60,"7,595",405,543,636,579,327,862,398,479,951,"1,238",788,389
2020,12,70,"4,593",270,352,307,384,231,551,283,366,625,685,354,185
2020,12,80,"1,579",73,113,97,155,90,172,95,114,230,243,129,68
2020,12,90,145,7,20,13,13,5,16,12,12,8,21,10,8
2020,12,100,31,2,4,5,5,0,3,0,0,6,3,2,1
2021,1,총,"43,462","2,419","2,871","5,638","3,067","2,053","4,790","2,057","2,635","5,377","5,904","4,409","2,242"
2021,1,0,"2,124",72,92,517,97,94,203,62,95,259,196,238,199
2021,1,10,"2,646",149,142,390,230,154,292,140,171,307,301,232,138
2021,1,20,"5,289",349,316,743,357,276,568,211,329,696,697,547,200
2021,1,30,"5,564",271,320,"1,206",290,217,655,176,225,597,634,621,352
2021,1,40,"6,361",395,435,905,422,297,667,274,369,774,775,647,401
2021,1,50,"7,478",428,528,816,537,362,797,397,468,913,"1,108",825,299
2021,1,60,"7,636",404,549,633,576,324,863,405,488,959,"1,241",801,393
2021,1,70,"4,599",270,353,312,387,235,548,284,365,625,683,355,182
2021,1,80,"1,589",72,111,99,154,89,179,96,113,232,245,130,69
2021,1,90,145,7,21,12,12,5,15,12,12,9,21,11,8
2021,1,100,31,2,4,5,5,0,3,0,0,6,3,2,1
2021,2,총,"43,370","2,428","2,869","5,628","3,050","2,050","4,809","2,032","2,616","5,373","5,885","4,392","2,238"
2021,2,0,"2,119",72,92,520,90,99,206,61,93,255,193,236,202
2021,2,10,"2,601",144,141,381,223,154,290,134,164,306,297,232,135
2021,2,20,"5,268",351,316,739,359,270,569,204,326,694,696,544,200
2021,2,30,"5,556",266,328,"1,202",291,219,658,176,229,599,624,615,349
2021,2,40,"6,341",395,428,905,416,298,667,267,358,778,776,652,401
2021,2,50,"7,456",434,530,814,541,354,803,392,472,907,"1,100",810,299
2021,2,60,"7,647",409,543,634,576,326,865,405,482,964,"1,241",806,396
2021,2,70,"4,591",273,353,317,381,234,551,285,365,624,680,349,179
2021,2,80,"1,615",75,113,99,157,91,182,96,115,231,254,134,68
2021,2,90,146,7,21,12,12,5,15,12,12,9,21,12,8
2021,2,100,30,2,4,5,4,0,3,0,0,6,3,2,1
2021,3,총,"43,213","2,422","2,855","5,823","3,014","2,021","4,795","2,010","2,586","5,330","5,803","4,358","2,196"
2021,3,0,"2,154",68,90,576,89,98,206,59,89,252,186,236,205
2021,3,10,"2,593",146,142,400,218,152,285,128,161,301,298,229,133
2021,3,20,"5,254",358,306,756,358,262,567,203,317,689,693,551,194
2021,3,30,"5,568",275,326,"1,238",288,215,662,179,230,595,614,604,342
2021,3,40,"6,291",392,415,947,406,295,649,254,357,771,761,646,398
2021,3,50,"7,417",434,540,825,537,351,801,392,461,896,"1,082",796,302
2021,3,60,"7,609",403,544,646,575,325,870,405,474,959,"1,230",799,379
2021,3,70,"4,567",269,354,323,378,228,555,282,367,621,671,349,170
2021,3,80,"1,608",73,112,99,152,93,182,97,119,233,248,134,66
2021,3,90,134,4,22,12,10,2,15,11,11,10,19,12,6
2021,3,100,18,0,4,1,3,0,3,0,0,3,1,2,1
2021,4,총,"43,185","2,444","2,852","5,930","2,987","2,012","4,781","1,982","2,580","5,317","5,789","4,314","2,197"
2021,4,0,"2,158",67,88,606,79,101,205,56,88,251,176,234,207
2021,4,10,"2,568",148,138,405,216,151,282,121,157,293,297,226,134
2021,4,20,"5,272",363,306,767,360,263,572,203,317,686,696,544,195
2021,4,30,"5,539",280,320,"1,252",280,208,642,173,234,595,612,598,345
2021,4,40,"6,293",398,414,970,403,297,649,252,354,767,754,641,394
2021,4,50,"7,378",432,537,830,534,348,801,385,466,890,"1,071",786,298
2021,4,60,"7,633",405,551,665,567,324,874,401,473,967,"1,239",787,380
2021,4,70,"4,572",272,356,323,383,225,552,281,359,623,674,352,172
2021,4,80,"1,616",75,115,99,151,93,185,98,120,232,250,132,66
2021,4,90,138,4,23,12,11,2,16,12,12,10,19,12,5
2021,4,100,18,0,4,1,3,0,3,0,0,3,1,2,1
2021,5,총,"43,109","2,456","2,843","6,034","2,976","2,024","4,759","1,964","2,571","5,290","5,778","4,236","2,178"
2021,5,0,"2,128",65,84,600,80,103,203,54,85,246,176,229,203
2021,5,10,"2,555",149,136,411,216,152,275,119,159,289,300,220,129
2021,5,20,"5,254",359,310,793,353,263,566,201,314,688,686,528,193
2021,5,30,"5,545",289,323,"1,276",276,212,641,174,233,589,606,585,341
2021,5,40,"6,267",392,402,997,401,297,644,250,353,753,756,629,393
2021,5,50,"7,382",447,537,847,536,350,799,379,463,890,"1,061",780,293
2021,5,60,"7,605",404,549,666,564,325,880,403,468,964,"1,231",767,384
2021,5,70,"4,591",273,356,332,384,225,549,275,363,622,687,354,171
2021,5,80,"1,624",74,119,99,151,95,184,97,121,235,255,130,64
2021,5,90,139,4,22,12,12,2,15,12,12,11,19,12,6
2021,5,100,19,0,5,1,3,0,3,0,0,3,1,2,1
2021,6,총,"43,012","2,444","2,842","6,121","2,962","2,025","4,743","1,961","2,565","5,291","5,764","4,124","2,170"
2021,6,0,"2,120",65,83,607,78,103,200,54,86,246,174,224,200
2021,6,10,"2,544",151,135,419,217,153,272,115,157,288,302,205,130
2021,6,20,"5,220",353,309,797,341,256,560,203,317,692,693,507,192
2021,6,30,"5,524",288,324,"1,293",279,213,637,174,229,579,600,571,337
2021,6,40,"6,242",394,398,"1,010",402,294,641,240,352,752,756,614,389
2021,6,50,"7,379",449,540,871,536,354,799,383,463,894,"1,040",758,292
2021,6,60,"7,591",391,548,676,564,326,878,405,466,963,"1,236",752,386
2021,6,70,"4,603",272,360,332,380,230,551,276,360,627,688,354,173
2021,6,80,"1,633",79,118,103,151,94,187,99,123,235,254,126,64
2021,6,90,137,2,22,12,11,2,15,12,12,12,20,11,6
2021,6,100,19,0,5,1,3,0,3,0,0,3,1,2,1
2021,7,총,"42,907","2,424","2,835","6,190","2,957","2,031","4,731","1,954","2,562","5,264","5,774","4,027","2,158"
2021,7,0,"2,119",62,84,616,79,104,201,52,89,240,172,221,199
2021,7,10,"2,530",150,134,419,212,154,272,113,159,286,299,204,128
2021,7,20,"5,187",344,305,820,340,258,546,200,309,699,692,485,189
2021,7,30,"5,497",283,321,"1,297",277,213,627,175,230,569,615,558,332
2021,7,40,"6,213",387,399,"1,017",403,297,635,241,348,745,752,602,387
2021,7,50,"7,363",448,535,880,538,351,805,383,467,881,"1,041",737,297
2021,7,60,"7,621",394,552,696,561,333,889,401,469,966,"1,238",742,380
2021,7,70,"4,577",272,359,329,380,228,550,275,358,626,691,337,172
2021,7,80,"1,644",82,120,103,153,91,189,102,122,237,252,126,67
2021,7,90,137,2,21,12,11,2,14,12,11,12,21,13,6
2021,7,100,19,0,5,1,3,0,3,0,0,3,1,2,1
2021,8,총,"42,817","2,399","2,846","6,227","2,949","2,031","4,712","1,935","2,548","5,275","5,804","3,938","2,153"
2021,8,0,"2,119",61,82,630,80,105,197,52,82,242,171,218,199
2021,8,10,"2,535",148,130,426,210,153,271,111,164,291,301,201,129
2021,8,20,"5,148",338,313,818,337,256,547,196,306,694,683,475,185
2021,8,30,"5,484",277,325,"1,297",279,216,621,171,222,571,643,540,322
2021,8,40,"6,196",382,401,"1,028",394,297,629,239,345,750,761,582,388
2021,8,50,"7,337",445,541,881,538,351,806,379,463,877,"1,040",716,300
2021,8,60,"7,620",394,554,702,560,335,881,400,474,970,"1,235",734,381
2021,8,70,"4,578",270,352,330,381,226,554,272,359,628,697,334,175
2021,8,80,"1,646",82,122,102,155,90,189,103,122,238,252,124,67
2021,8,90,135,2,21,12,12,2,14,12,11,11,20,12,6
2021,8,100,19,0,5,1,3,0,3,0,0,3,1,2,1
2021,9,총,"42,854","2,446","2,842","6,283","2,931","2,023","4,712","1,938","2,542","5,259","5,814","3,911","2,153"
2021,9,0,"2,119",64,80,636,75,104,201,54,81,237,168,220,199
2021,9,10,"2,516",151,128,427,208,152,269,109,163,286,300,199,124
2021,9,20,"5,163",341,318,824,334,254,551,201,301,696,684,467,192
2021,9,30,"5,474",295,328,"1,301",275,214,617,167,223,563,643,533,315
2021,9,40,"6,241",396,402,"1,042",394,297,630,242,342,743,775,587,391
2021,9,50,"7,330",450,535,893,535,350,800,380,460,877,"1,041",711,298
2021,9,60,"7,595",392,550,706,558,337,879,400,476,970,"1,224",724,379
2021,9,70,"4,601",273,353,338,383,224,554,270,364,632,702,329,179
2021,9,80,"1,660",81,122,103,154,89,194,103,121,241,256,127,69
2021,9,90,136,3,21,12,12,2,14,12,11,11,20,12,6
2021,9,100,19,0,5,1,3,0,3,0,0,3,1,2,1
2021,10,총,"42,908","2,494","2,836","6,324","2,930","2,022","4,710","1,932","2,545","5,255","5,823","3,883","2,154"
2021,10,0,"2,132",66,81,654,74,105,204,54,82,234,166,213,199
2021,10,10,"2,498",156,125,419,207,151,263,109,166,286,297,198,121
2021,10,20,"5,173",359,317,835,336,256,552,198,297,688,686,454,195
2021,10,30,"5,458",297,325,"1,307",274,209,607,165,221,571,655,523,304
2021,10,40,"6,244",403,392,"1,047",392,293,636,241,339,741,778,587,395
2021,10,50,"7,355",457,543,891,533,354,804,380,458,871,"1,049",712,303
2021,10,60,"7,595",392,552,711,562,336,876,399,482,971,"1,210",726,378
2021,10,70,"4,612",275,353,341,384,225,553,269,366,635,698,330,183
2021,10,80,"1,684",86,122,104,154,91,197,105,123,244,263,127,68
2021,10,90,138,3,21,14,11,2,15,12,11,11,20,11,7
2021,10,100,19,0,5,1,3,0,3,0,0,3,1,2,1
2021,11,총,"42,946","2,512","2,834","6,358","2,925","2,032","4,673","1,924","2,552","5,242","5,832","3,906","2,156"
2021,11,0,"2,125",65,80,662,75,107,199,54,76,234,161,213,199
2021,11,10,"2,499",157,127,414,212,153,263,108,168,285,295,195,122
2021,11,20,"5,154",359,313,833,328,255,543,197,295,684,687,463,197
2021,11,30,"5,487",303,330,"1,322",273,213,603,161,223,562,665,528,304
2021,11,40,"6,263",414,391,"1,049",390,295,630,239,344,753,772,593,393
2021,11,50,"7,364",455,546,899,538,354,803,381,460,863,"1,055",710,300
2021,11,60,"7,604",397,544,716,561,336,862,397,485,975,"1,214",734,383
2021,11,70,"4,608",273,354,340,381,223,560,269,367,630,698,331,182
2021,11,80,"1,689",85,123,108,154,94,196,106,122,243,262,128,68
2021,11,90,140,4,21,14,10,2,14,12,12,11,22,11,7
2021,11,100,13,0,5,1,3,0,0,0,0,2,1,0,1
2021,12,총,"42,877","2,532","2,826","6,331","2,908","2,022","4,654","1,921","2,535","5,231","5,821","3,951","2,145"
2021,12,0,"2,106",66,79,655,74,105,201,55,73,230,159,210,199
2021,12,10,"2,494",156,127,413,212,151,263,104,170,290,296,192,120
2021,12,20,"5,156",366,312,824,325,254,535,196,292,685,682,487,198
2021,12,30,"5,476",308,325,"1,309",271,213,601,163,218,552,667,552,297
2021,12,40,"6,242",409,395,"1,051",392,290,630,238,343,747,769,586,392
2021,12,50,"7,370",463,549,899,537,348,802,383,456,864,"1,047",720,302
2021,12,60,"7,572",403,537,716,553,333,853,396,482,975,"1,210",738,376
2021,12,70,"4,625",270,358,342,380,230,561,269,366,629,704,331,185
2021,12,80,"1,690",87,123,108,154,95,194,105,123,245,265,124,67
2021,12,90,143,4,20,14,10,3,14,12,12,12,22,11,9
2021,12,100,3,0,1,0,0,0,0,0,0,2,0,0,0
