년도,월,나이,전라북도 김제시,전라북도 김제시 만경읍,전라북도 김제시 죽산면,전라북도 김제시 백산면,전라북도 김제시 용지면,전라북도 김제시 백구면,전라북도 김제시 부량면,전라북도 김제시 공덕면,전라북도 김제시 청하면,전라북도 김제시 성덕면,전라북도 김제시 진봉면,전라북도 김제시 금구면,전라북도 김제시 봉남면,전라북도 김제시 황산면,전라북도 김제시 금산면,전라북도 김제시 광활면,전라북도 김제시 요촌동,전라북도 김제시 신풍동,전라북도 김제시 검산동,전라북도 김제시 교월동
2020,4,60,"14,214",634,582,546,776,747,285,550,377,386,584,975,455,385,939,263,"1,649","1,668","1,358","1,055"
2020,4,70,"11,157",411,480,467,641,633,247,399,338,356,563,759,431,345,790,279,"1,079","1,257",852,830
2020,4,80,"7,197",310,360,274,419,405,186,316,242,229,378,427,339,237,512,157,628,761,499,518
2020,4,90,"1,117",49,46,44,85,67,22,48,39,42,71,57,39,31,80,25,106,103,80,83
2020,4,100,66,1,4,7,5,0,2,1,2,3,1,2,1,1,10,0,8,1,1,16
2020,5,총,"83,384","2,738","2,543","2,565","3,712","3,879","1,366","2,587","1,791","1,853","2,716","5,013","2,244","1,909","4,670","1,369","11,351","12,837","11,655","6,586"
2020,5,0,"4,528",106,69,70,104,125,50,82,58,47,46,183,58,44,152,45,795,958,"1,081",455
2020,5,10,"6,377",141,113,124,170,228,63,132,79,81,111,317,98,76,203,64,"1,046","1,380","1,440",511
2020,5,20,"7,353",170,125,165,287,284,96,196,99,113,136,414,131,138,339,88,"1,327","1,376","1,281",588
2020,5,30,"6,901",191,148,166,238,262,90,173,104,110,152,346,139,104,287,79,"1,161","1,263","1,249",639
2020,5,40,"10,247",267,223,258,352,417,111,229,185,198,247,577,192,184,452,150,"1,607","1,887","1,936",775
2020,5,50,"14,147",455,390,446,633,707,211,463,267,289,428,943,358,358,899,217,"1,929","2,179","1,864","1,111"
2020,5,60,"14,207",636,582,541,775,744,287,550,378,388,576,982,454,386,937,261,"1,646","1,673","1,358","1,053"
2020,5,70,"11,235",413,482,473,640,639,248,401,338,355,567,764,436,346,798,284,"1,098","1,253",865,835
2020,5,80,"7,191",309,358,273,421,406,187,313,240,225,377,428,337,240,513,156,630,761,499,518
2020,5,90,"1,130",49,48,42,87,67,21,47,41,44,75,57,40,32,80,25,104,106,81,84
2020,5,100,68,1,5,7,5,0,2,1,2,3,1,2,1,1,10,0,8,1,1,17
2020,6,총,"83,327","2,737","2,538","2,556","3,705","3,889","1,358","2,591","1,799","1,850","2,718","5,040","2,244","1,914","4,658","1,372","11,337","12,792","11,633","6,596"
2020,6,0,"4,522",104,70,68,106,129,48,76,58,47,46,187,58,44,153,47,795,964,"1,066",456
2020,6,10,"6,331",136,111,119,169,224,59,136,78,82,111,319,100,72,197,63,"1,044","1,373","1,431",507
2020,6,20,"7,329",171,124,167,279,283,97,191,100,109,139,415,127,139,336,87,"1,341","1,364","1,276",584
2020,6,30,"6,861",191,148,165,241,266,89,177,104,111,149,349,138,102,286,83,"1,140","1,247","1,235",640
2020,6,40,"10,255",270,224,256,349,422,111,232,188,195,244,578,190,186,452,153,"1,608","1,890","1,936",771
2020,6,50,"14,074",449,381,441,631,700,206,461,267,288,424,947,358,360,897,214,"1,916","2,154","1,868","1,112"
2020,6,60,"14,296",641,582,547,782,751,290,551,383,394,581,987,459,389,942,261,"1,665","1,666","1,371","1,054"
2020,6,70,"11,270",411,488,473,638,642,247,405,336,354,569,773,435,348,796,282,"1,092","1,263",867,851
2020,6,80,"7,169",312,356,271,415,403,186,315,241,223,380,425,338,243,506,156,622,763,497,517
2020,6,90,"1,150",51,49,42,90,69,23,46,42,44,74,58,40,30,82,26,106,107,85,86
2020,6,100,70,1,5,7,5,0,2,1,2,3,1,2,1,1,11,0,8,1,1,18
2020,7,총,"83,177","2,739","2,534","2,541","3,694","3,872","1,352","2,577","1,800","1,846","2,719","5,018","2,239","1,922","4,651","1,378","11,328","12,744","11,619","6,604"
2020,7,0,"4,488",104,70,67,106,126,46,73,57,47,46,190,59,43,152,47,793,944,"1,061",457
2020,7,10,"6,298",137,109,118,166,220,60,134,77,81,112,313,100,73,196,65,"1,039","1,356","1,430",512
2020,7,20,"7,328",170,122,164,283,279,96,192,98,107,135,420,127,138,337,87,"1,329","1,375","1,291",578
2020,7,30,"6,823",185,143,162,243,267,88,173,106,112,157,341,135,107,284,83,"1,140","1,233","1,220",644
2020,7,40,"10,196",271,227,252,345,414,110,225,189,191,243,577,191,189,442,153,"1,610","1,871","1,921",775
2020,7,50,"14,025",457,381,447,620,695,206,464,267,288,420,935,350,357,895,217,"1,906","2,152","1,866","1,102"
2020,7,60,"14,304",638,581,540,788,752,289,551,384,396,581,980,465,392,942,262,"1,672","1,669","1,364","1,058"
2020,7,70,"11,321",416,490,470,637,644,248,404,337,354,572,773,435,345,804,280,"1,102","1,274",876,860
2020,7,80,"7,157",309,354,273,412,407,184,312,240,223,380,428,337,246,504,158,621,761,496,512
2020,7,90,"1,164",51,52,41,89,67,23,47,43,44,72,59,39,31,84,26,108,107,93,88
2020,7,100,73,1,5,7,5,1,2,2,2,3,1,2,1,1,11,0,8,2,1,18
2020,8,총,"83,061","2,733","2,524","2,540","3,672","3,882","1,358","2,567","1,797","1,845","2,709","5,012","2,254","1,918","4,654","1,377","11,306","12,712","11,588","6,613"
2020,8,0,"4,471",106,69,67,104,124,48,74,56,50,46,190,65,41,151,47,795,935,"1,045",458
2020,8,10,"6,276",134,108,118,162,223,61,133,77,81,110,315,101,74,202,64,"1,032","1,342","1,428",511
2020,8,20,"7,283",170,123,158,280,274,95,186,95,106,135,418,127,137,340,88,"1,315","1,368","1,291",577
2020,8,30,"6,795",182,138,164,236,267,90,169,106,113,158,342,137,104,284,84,"1,144","1,227","1,211",639
2020,8,40,"10,174",270,223,254,347,415,112,221,189,189,238,575,190,187,445,149,"1,607","1,867","1,921",775
2020,8,50,"13,934",454,374,448,612,695,202,458,266,285,415,933,349,356,886,215,"1,888","2,137","1,858","1,103"
2020,8,60,"14,363",637,583,539,797,763,290,558,383,397,583,977,471,394,944,263,"1,677","1,688","1,359","1,060"
2020,8,70,"11,344",415,492,468,634,644,248,405,338,355,571,771,432,344,802,281,"1,110","1,280",884,870
2020,8,80,"7,171",314,356,274,405,408,187,313,242,222,381,428,341,249,502,160,620,762,496,511
2020,8,90,"1,176",50,53,43,90,68,23,48,43,44,71,61,40,31,86,26,109,105,94,91
2020,8,100,74,1,5,7,5,1,2,2,2,3,1,2,1,1,12,0,9,1,1,18
2020,9,총,"82,914","2,722","2,519","2,543","3,656","3,872","1,361","2,570","1,786","1,841","2,693","5,003","2,254","1,907","4,647","1,380","11,291","12,672","11,577","6,620"
2020,9,0,"4,430",103,65,68,100,127,46,70,55,50,45,192,64,41,151,46,783,926,"1,040",458
2020,9,10,"6,252",131,110,113,159,218,62,134,79,81,109,312,99,72,199,64,"1,036","1,347","1,418",509
2020,9,20,"7,282",166,119,158,278,271,97,186,92,108,132,420,130,138,336,91,"1,315","1,364","1,299",582
2020,9,30,"6,762",177,136,170,231,277,91,174,104,112,155,334,135,101,288,83,"1,138","1,211","1,202",643
2020,9,40,"10,104",266,222,253,345,409,112,218,190,187,243,576,187,183,443,149,"1,593","1,852","1,906",770
2020,9,50,"13,901",453,373,446,612,682,202,464,261,280,408,936,346,352,870,215,"1,889","2,149","1,861","1,102"
2020,9,60,"14,402",639,583,543,791,770,286,555,384,395,578,981,477,394,951,268,"1,688","1,689","1,371","1,059"
2020,9,70,"11,362",420,497,471,640,641,251,407,336,356,573,766,435,346,805,277,"1,110","1,273",887,871
2020,9,80,"7,160",314,357,273,407,407,187,313,239,225,380,425,339,248,503,160,620,753,494,516
2020,9,90,"1,184",52,52,41,88,69,25,47,44,44,69,59,41,31,89,27,109,107,98,92
2020,9,100,75,1,5,7,5,1,2,2,2,3,1,2,1,1,12,0,10,1,1,18
2020,10,총,"82,786","2,706","2,504","2,543","3,612","3,849","1,350","2,563","1,796","1,829","2,681","5,013","2,248","1,903","4,641","1,373","11,281","12,699","11,594","6,601"
2020,10,0,"4,363",99,61,68,99,121,43,72,52,49,44,187,63,39,147,45,772,900,"1,046",456
2020,10,10,"6,282",134,107,113,158,218,63,134,79,74,109,313,98,72,203,64,"1,033","1,375","1,426",509
2020,10,20,"7,246",164,117,157,270,269,98,185,95,109,131,426,127,142,329,89,"1,313","1,353","1,296",576
2020,10,30,"6,738",176,134,172,221,271,88,173,106,111,154,329,136,96,288,80,"1,142","1,211","1,207",643
2020,10,40,"10,074",265,218,250,342,408,112,217,185,186,242,577,186,180,445,147,"1,568","1,864","1,909",773
2020,10,50,"13,816",449,368,441,599,676,194,459,265,280,401,940,338,353,865,215,"1,881","2,151","1,846","1,095"
2020,10,60,"14,472",639,585,543,784,771,292,552,389,392,577,984,483,394,951,268,"1,711","1,715","1,389","1,053"
2020,10,70,"11,352",416,496,472,635,641,250,411,337,357,572,770,434,343,806,279,"1,115","1,264",880,874
2020,10,80,"7,166",310,359,277,410,404,182,310,242,226,379,422,341,250,503,159,624,758,497,513
2020,10,90,"1,203",53,54,43,89,70,26,48,44,42,71,63,41,32,92,27,113,107,97,91
2020,10,100,74,1,5,7,5,0,2,2,2,3,1,2,1,2,12,0,9,1,1,18
2020,11,총,"82,623","2,674","2,500","2,551","3,598","3,850","1,341","2,564","1,785","1,810","2,668","5,001","2,245","1,900","4,632","1,368","11,280","12,653","11,604","6,599"
2020,11,0,"4,330",97,61,71,94,120,43,70,47,49,43,182,66,40,140,45,768,889,"1,051",454
2020,11,10,"6,239",126,105,113,163,214,62,133,81,69,108,310,96,72,201,62,"1,039","1,362","1,418",505
2020,11,20,"7,235",159,121,157,268,267,94,187,94,105,128,427,129,142,330,87,"1,318","1,346","1,305",571
2020,11,30,"6,680",170,130,169,220,270,85,173,103,113,153,323,133,96,286,80,"1,132","1,203","1,200",641
2020,11,40,"10,031",260,215,251,340,413,107,219,181,179,238,571,187,179,438,144,"1,569","1,858","1,907",775
2020,11,50,"13,770",444,368,442,594,675,198,457,269,280,396,941,329,346,865,216,"1,879","2,140","1,840","1,091"
2020,11,60,"14,522",641,584,541,780,768,293,554,388,393,577,986,487,399,965,270,"1,710","1,719","1,405","1,062"
2020,11,70,"11,379",415,497,480,637,643,251,410,333,356,578,771,436,345,800,278,"1,119","1,265",884,881
2020,11,80,"7,156",306,360,275,409,409,179,311,243,223,377,424,339,247,503,158,623,761,498,511
2020,11,90,"1,207",55,54,45,88,71,27,48,44,40,69,64,42,32,92,28,114,109,95,90
2020,11,100,74,1,5,7,5,0,2,2,2,3,1,2,1,2,12,0,9,1,1,18
2020,12,총,"82,450","2,665","2,497","2,553","3,593","3,856","1,343","2,541","1,785","1,810","2,654","4,992","2,237","1,898","4,621","1,359","11,241","12,649","11,557","6,599"
2020,12,0,"4,307",97,61,72,94,123,43,70,50,50,43,179,66,40,138,45,755,886,"1,041",454
2020,12,10,"6,166",126,106,112,165,213,62,128,80,67,107,302,96,68,197,61,"1,032","1,345","1,406",493
2020,12,20,"7,231",158,121,158,265,270,92,186,91,110,124,425,127,146,328,84,"1,310","1,360","1,298",578
2020,12,30,"6,645",168,131,171,213,271,84,170,106,112,151,325,128,94,288,80,"1,123","1,200","1,190",640
2020,12,40,"9,991",259,216,250,342,412,109,218,180,179,235,565,183,175,433,142,"1,559","1,867","1,889",778
2020,12,50,"13,704",438,364,442,588,668,198,442,266,275,393,941,330,348,866,213,"1,876","2,136","1,833","1,087"
2020,12,60,"14,562",637,588,538,783,774,292,555,392,391,570,989,488,402,973,267,"1,720","1,720","1,418","1,065"
2020,12,70,"11,402",415,493,479,636,645,252,414,332,360,580,774,432,341,799,281,"1,119","1,276",891,883
2020,12,80,"7,166",309,360,279,418,408,180,308,242,222,381,427,343,250,497,158,622,752,497,513
2020,12,90,"1,200",57,52,45,84,71,29,48,44,41,69,63,43,32,90,28,116,106,93,89
2020,12,100,76,1,5,7,5,1,2,2,2,3,1,2,1,2,12,0,9,1,1,19
2021,1,총,"82,326","2,665","2,503","2,558","3,580","3,836","1,337","2,537","1,779","1,807","2,636","4,992","2,237","1,888","4,629","1,357","11,241","12,622","11,514","6,608"
2021,1,0,"4,267",96,59,72,89,124,42,70,49,52,42,181,65,40,135,45,758,890,"1,018",440
2021,1,10,"6,156",128,108,111,161,211,61,124,78,70,102,299,93,68,212,62,"1,034","1,336","1,397",501
2021,1,20,"7,199",157,124,160,266,264,89,185,91,111,128,421,128,141,319,85,"1,303","1,345","1,293",589
2021,1,30,"6,593",169,128,168,211,271,83,170,106,108,149,324,127,93,280,79,"1,132","1,198","1,164",633
2021,1,40,"9,983",255,219,250,335,401,110,219,174,176,236,562,188,175,443,141,"1,578","1,862","1,885",774
2021,1,50,"13,651",439,363,451,583,668,194,437,268,277,386,944,327,348,854,210,"1,844","2,118","1,849","1,091"
2021,1,60,"14,619",638,584,538,782,774,294,554,393,393,573,990,495,406,989,263,"1,724","1,738","1,423","1,068"
2021,1,70,"11,410",412,497,481,642,646,254,414,328,358,577,778,427,338,796,282,"1,126","1,274",898,882
2021,1,80,"7,164",312,362,273,419,406,179,313,245,217,373,425,344,248,496,162,618,756,493,523
2021,1,90,"1,209",58,54,47,87,70,29,49,45,43,69,66,42,29,93,28,115,104,93,88
2021,1,100,75,1,5,7,5,1,2,2,2,2,1,2,1,2,12,0,9,1,1,19
2021,2,총,"82,193","2,667","2,492","2,563","3,558","3,835","1,329","2,533","1,782","1,809","2,636","4,996","2,230","1,886","4,625","1,353","11,173","12,737","11,411","6,578"
2021,2,0,"4,235",94,57,72,90,129,42,72,50,50,40,186,65,43,132,45,746,897,992,433
2021,2,10,"6,129",132,107,111,158,212,63,125,80,77,102,296,93,68,207,60,"1,021","1,360","1,358",499
2021,2,20,"7,137",151,121,159,261,261,85,187,89,107,128,420,124,134,320,82,"1,288","1,356","1,284",580
2021,2,30,"6,522",164,128,172,209,269,85,162,107,106,144,316,127,94,276,79,"1,116","1,192","1,148",628
2021,2,40,"9,977",259,220,247,328,401,109,218,174,177,240,568,184,178,445,140,"1,575","1,898","1,847",769
2021,2,50,"13,611",434,355,450,584,665,190,437,267,275,382,942,323,348,847,207,"1,833","2,138","1,854","1,080"
2021,2,60,"14,673",645,589,543,778,774,291,559,391,394,576,993,498,403,991,265,"1,722","1,752","1,431","1,078"
2021,2,70,"11,418",417,495,481,640,645,252,414,331,356,577,775,425,339,798,283,"1,128","1,279",907,876
2021,2,80,"7,200",311,360,272,418,408,181,307,244,221,377,433,347,247,502,164,622,761,497,528
2021,2,90,"1,217",59,55,49,87,70,29,50,47,44,69,65,43,30,95,28,113,104,92,88
2021,2,100,74,1,5,7,5,1,2,2,2,2,1,2,1,2,12,0,9,0,1,19
2021,3,총,"82,079","2,650","2,488","2,530","3,575","3,806","1,323","2,536","1,770","1,813","2,637","5,017","2,232","1,882","4,600","1,352","11,131","12,813","11,385","6,539"
2021,3,0,"4,217",95,57,69,89,126,44,73,50,53,44,185,67,43,133,44,747,892,981,425
2021,3,10,"6,108",122,105,114,161,204,62,125,78,76,103,303,90,69,197,60,"1,007","1,391","1,341",500
2021,3,20,"7,095",152,120,153,268,258,84,188,85,109,124,425,127,133,313,81,"1,268","1,354","1,276",577
2021,3,30,"6,515",163,125,167,209,267,86,161,105,103,143,320,123,94,275,75,"1,110","1,210","1,151",628
2021,3,40,"9,926",249,221,240,324,392,106,217,173,183,241,563,185,179,432,141,"1,577","1,901","1,841",761
2021,3,50,"13,545",427,354,436,586,660,189,432,268,272,377,940,323,341,846,202,"1,833","2,139","1,852","1,068"
2021,3,60,"14,789",650,591,546,789,774,292,567,389,397,581,999,500,400,"1,003",275,"1,724","1,775","1,445","1,092"
2021,3,70,"11,423",418,495,484,639,651,247,415,332,356,577,781,427,341,793,282,"1,128","1,284",903,870
2021,3,80,"7,193",313,363,270,419,403,184,303,242,218,377,434,346,248,505,163,617,766,498,524
2021,3,90,"1,230",61,56,48,89,70,29,53,47,44,69,64,42,32,96,29,116,101,97,87
2021,3,100,38,0,1,3,2,1,0,2,1,2,1,3,2,2,7,0,4,0,0,7
2021,4,총,"82,031","2,642","2,489","2,513","3,567","3,795","1,328","2,533","1,772","1,807","2,634","5,033","2,237","1,882","4,588","1,357","11,110","12,812","11,409","6,523"
2021,4,0,"4,172",92,59,66,89,126,43,74,51,51,43,185,70,44,131,44,731,877,975,421
2021,4,10,"6,102",121,101,114,158,199,61,125,76,78,104,303,89,71,193,59,"1,012","1,405","1,338",495
2021,4,20,"7,080",152,122,151,266,263,83,185,87,107,122,421,123,135,315,81,"1,265","1,347","1,280",575
2021,4,30,"6,486",159,123,162,208,265,87,162,102,103,141,325,124,91,270,78,"1,108","1,199","1,158",621
2021,4,40,"9,904",244,221,241,327,379,107,213,171,181,240,562,186,178,427,141,"1,579","1,922","1,829",756
2021,4,50,"13,507",423,350,428,579,657,191,431,270,271,381,946,320,338,844,206,"1,807","2,132","1,864","1,069"
2021,4,60,"14,876",656,600,549,788,780,293,568,392,392,582,"1,009",501,399,"1,010",277,"1,733","1,792","1,455","1,100"
2021,4,70,"11,414",416,491,479,644,645,246,417,333,356,576,776,431,343,789,280,"1,135","1,277",914,866
2021,4,80,"7,218",321,366,272,417,410,187,302,241,221,376,439,347,248,505,161,617,763,496,529
2021,4,90,"1,231",58,55,48,88,70,30,54,48,45,68,64,44,33,97,30,119,98,100,82
2021,4,100,41,0,1,3,3,1,0,2,1,2,1,3,2,2,7,0,4,0,0,9
2021,5,총,"81,593","2,623","2,482","2,491","3,529","3,767","1,320","2,509","1,751","1,792","2,626","4,989","2,218","1,864","4,549","1,343","11,142","12,748","11,346","6,504"
2021,5,0,"4,139",87,59,65,88,123,43,73,50,49,40,188,72,45,129,43,736,862,953,434
2021,5,10,"6,086",121,98,114,157,201,61,124,74,79,101,299,86,70,189,57,"1,016","1,401","1,338",500
2021,5,20,"7,036",155,121,148,265,257,82,183,84,103,125,416,123,138,313,79,"1,262","1,328","1,277",577
2021,5,30,"6,432",158,125,158,202,261,90,161,98,99,137,312,124,91,267,79,"1,116","1,184","1,152",618
2021,5,40,"9,767",242,216,238,320,372,104,205,166,179,237,548,182,172,415,133,"1,578","1,895","1,818",747
2021,5,50,"13,408",418,347,420,566,646,188,425,267,269,383,937,312,333,834,208,"1,808","2,140","1,852","1,055"
2021,5,60,"14,875",650,604,548,780,775,291,571,389,393,584,"1,017",495,397,"1,015",277,"1,734","1,801","1,455","1,099"
2021,5,70,"11,373",421,491,478,642,648,247,409,330,347,574,766,430,340,780,277,"1,142","1,280",910,861
2021,5,80,"7,215",314,364,271,421,411,184,302,245,225,377,443,347,244,506,159,626,760,492,524
2021,5,90,"1,223",57,56,48,86,72,30,53,47,47,67,61,44,32,94,31,120,97,99,82
2021,5,100,39,0,1,3,2,1,0,3,1,2,1,2,3,2,7,0,4,0,0,7
2021,6,총,"81,462","2,618","2,452","2,490","3,511","3,753","1,315","2,516","1,750","1,792","2,596","4,997","2,218","1,886","4,549","1,341","11,133","12,737","11,314","6,494"
2021,6,0,"4,107",81,60,67,88,124,42,74,50,49,36,193,71,45,128,42,735,849,940,433
2021,6,10,"6,080",120,97,114,155,194,60,123,74,78,99,301,87,71,191,58,"1,024","1,399","1,336",499
2021,6,20,"7,052",156,121,145,257,257,81,185,85,100,127,412,121,148,311,77,"1,279","1,333","1,284",573
2021,6,30,"6,399",156,123,157,198,265,90,160,96,98,129,323,119,94,266,78,"1,112","1,188","1,138",609
2021,6,40,"9,731",241,210,235,319,369,102,204,165,181,231,544,182,169,414,133,"1,585","1,889","1,802",756
2021,6,50,"13,315",411,340,423,557,642,190,428,270,269,379,931,313,334,835,205,"1,782","2,122","1,842","1,042"
2021,6,60,"14,921",652,598,549,785,768,290,576,386,399,578,"1,021",498,400,"1,016",281,"1,740","1,813","1,466","1,105"
2021,6,70,"11,350",426,491,478,645,649,244,405,330,341,569,768,430,338,774,278,"1,136","1,275",916,857
2021,6,80,"7,240",318,356,273,419,410,187,304,246,228,381,438,349,253,513,160,617,771,486,531
2021,6,90,"1,226",57,55,45,86,74,29,54,47,47,66,64,45,32,94,29,119,98,103,82
2021,6,100,41,0,1,4,2,1,0,3,1,2,1,2,3,2,7,0,4,0,1,7
2021,7,총,"81,406","2,622","2,440","2,491","3,503","3,744","1,311","2,499","1,755","1,775","2,588","5,001","2,211","1,881","4,544","1,343","11,079","12,747","11,401","6,471"
2021,7,0,"4,074",76,59,66,86,123,43,68,52,48,35,192,73,46,122,43,729,840,940,433
2021,7,10,"6,072",121,96,117,150,193,60,123,75,71,98,305,84,71,193,58,"1,011","1,401","1,350",495
2021,7,20,"7,014",159,121,144,253,250,83,182,84,102,129,414,118,145,300,77,"1,267","1,333","1,296",557
2021,7,30,"6,385",150,122,154,197,263,87,153,96,96,125,320,119,94,266,75,"1,106","1,192","1,156",614
2021,7,40,"9,684",239,210,235,321,367,99,204,163,176,230,542,184,167,417,135,"1,563","1,873","1,813",746
2021,7,50,"13,340",416,338,421,551,641,193,431,271,267,375,935,310,328,836,206,"1,789","2,132","1,863","1,037"
2021,7,60,"14,958",656,595,552,792,774,283,573,385,398,582,"1,026",501,400,"1,018",280,"1,741","1,817","1,472","1,113"
2021,7,70,"11,356",428,487,481,645,646,245,406,332,340,569,763,426,340,778,277,"1,139","1,282",918,854
2021,7,80,"7,266",321,357,272,422,412,190,302,250,226,378,441,349,255,514,163,615,778,490,531
2021,7,90,"1,214",56,54,44,84,74,28,54,47,49,66,62,43,33,92,29,115,99,102,83
2021,7,100,43,0,1,5,2,1,0,3,0,2,1,1,4,2,8,0,4,0,1,8
2021,8,총,"81,347","2,633","2,432","2,484","3,510","3,733","1,296","2,475","1,751","1,770","2,588","4,983","2,207","1,871","4,536","1,335","11,050","12,760","11,475","6,458"
2021,8,0,"4,040",78,60,67,84,117,43,60,51,46,36,190,73,43,120,42,714,845,946,425
2021,8,10,"6,078",122,96,116,150,195,56,120,77,70,98,300,85,70,191,58,"1,019","1,397","1,353",505
2021,8,20,"7,004",161,113,140,256,253,81,182,83,102,128,405,116,144,301,73,"1,250","1,344","1,327",545
2021,8,30,"6,342",151,121,153,198,255,83,151,95,94,124,316,120,88,263,77,"1,095","1,204","1,152",602
2021,8,40,"9,656",244,209,235,318,368,98,200,161,174,227,537,181,162,411,134,"1,570","1,860","1,821",746
2021,8,50,"13,342",414,338,419,556,637,192,424,273,264,376,943,310,333,840,205,"1,785","2,128","1,872","1,033"
2021,8,60,"14,982",655,598,547,792,775,280,572,380,399,585,"1,027",497,402,"1,022",279,"1,741","1,823","1,489","1,119"
2021,8,70,"11,348",429,488,486,644,648,244,403,333,342,567,761,426,337,774,275,"1,138","1,282",920,851
2021,8,80,"7,278",322,353,274,422,408,190,305,253,227,379,437,348,256,514,163,618,779,491,539
2021,8,90,"1,234",57,55,42,88,76,29,54,45,50,67,66,47,35,92,29,116,98,103,85
2021,8,100,43,0,1,5,2,1,0,4,0,2,1,1,4,1,8,0,4,0,1,8
2021,9,총,"81,177","2,619","2,427","2,466","3,493","3,731","1,306","2,464","1,747","1,765","2,567","4,952","2,194","1,871","4,537","1,337","11,021","12,728","11,535","6,417"
2021,9,0,"3,999",77,62,65,83,119,43,58,49,45,35,184,72,43,121,41,705,844,939,414
2021,9,10,"6,080",118,95,115,156,195,59,113,78,70,95,299,82,71,195,58,"1,024","1,393","1,360",504
2021,9,20,"6,920",163,111,135,255,251,78,181,78,100,124,400,110,139,287,72,"1,230","1,321","1,360",525
2021,9,30,"6,281",144,122,152,195,250,84,150,97,91,124,309,117,85,263,77,"1,080","1,208","1,144",589
2021,9,40,"9,617",244,202,226,315,368,102,199,159,173,223,526,178,159,415,133,"1,570","1,849","1,829",747
2021,9,50,"13,338",417,339,425,550,633,192,417,276,263,373,942,305,337,839,204,"1,779","2,129","1,889","1,029"
2021,9,60,"15,004",649,599,541,786,781,284,578,380,397,584,"1,025",499,407,"1,028",278,"1,743","1,829","1,492","1,124"
2021,9,70,"11,349",430,487,486,637,650,243,401,334,345,560,763,428,334,773,277,"1,155","1,279",915,852
2021,9,80,"7,313",321,354,274,425,406,192,309,252,228,383,436,350,262,517,167,613,781,504,539
2021,9,90,"1,234",56,55,42,89,77,29,54,44,51,65,67,49,33,91,30,118,95,102,87
2021,9,100,42,0,1,5,2,1,0,4,0,2,1,1,4,1,8,0,4,0,1,7
2021,10,총,"81,106","2,619","2,418","2,457","3,494","3,717","1,303","2,458","1,732","1,752","2,553","4,956","2,191","1,867","4,528","1,333","11,009","12,725","11,600","6,394"
2021,10,0,"3,965",73,57,65,81,119,43,58,47,45,34,184,71,42,122,39,690,839,949,407
2021,10,10,"6,063",119,97,114,155,190,57,111,73,61,89,301,82,72,192,58,"1,036","1,395","1,357",504
2021,10,20,"6,916",163,110,133,253,245,77,179,78,101,123,392,109,137,288,69,"1,225","1,328","1,382",524
