년도,월,나이,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동,경상북도 구미시 산동읍,경상북도 구미시 공단동,경상북도 구미시 원평동
2020,2,50,"69,117","3,062","7,673",385,347,416,841,"1,997",666,"3,229",861,730,"6,160",502,"8,314","3,100","4,002",644,664,"1,108","1,063",657,829,"5,371","3,161","6,777","1,692","4,866",,,
2020,2,60,"36,430","2,507","3,739",453,411,486,896,943,613,"2,358",622,760,"3,341",498,"4,099","1,717","2,017",447,368,417,443,315,448,"1,837","1,074","3,132",807,"1,682",,,
2020,2,70,"15,599","1,429","1,619",308,299,408,678,396,457,846,279,435,"1,119",235,"1,396",629,614,234,178,155,117,70,227,747,382,"1,285",272,785,,,
2020,2,80,"7,781",913,943,245,247,272,477,273,302,276,98,169,512,114,563,263,224,74,92,57,41,15,71,306,179,566,124,365,,,
2020,2,90,"1,125",147,148,47,37,35,67,40,31,31,25,18,66,12,79,33,24,11,12,6,3,5,13,55,24,79,28,49,,,
2020,2,100,47,5,9,1,1,2,3,0,1,4,3,1,0,1,1,0,3,0,3,0,0,1,0,2,0,2,2,2,,,
2020,3,총,"418,436","15,329","37,001","1,897","1,774","2,283","4,203","25,962","3,275","16,352","3,898","3,401","30,669","2,304","47,641","15,342","17,720","3,365","3,348","6,356","6,792","4,515","4,543","29,179","19,806","49,175","16,112","46,194",,,
2020,3,0,"42,977",952,"3,410",41,20,42,72,"5,473",83,905,74,99,"2,542",81,"5,090","1,169",986,162,292,719,929,660,351,"2,781","2,399","5,311","1,023","7,311",,,
2020,3,10,"46,218","1,205","4,019",70,74,155,167,"2,023",234,"1,340",122,165,"3,750",137,"6,441","1,823","2,158",201,241,493,657,199,375,"3,747","2,692","6,126","1,170","6,434",,,
2020,3,20,"57,656","1,623","4,908",107,103,156,312,"2,835",281,"2,616",539,334,"4,184",253,"6,039","2,160","2,859",617,458,"1,018",935,730,714,"4,311","2,593","7,128","4,224","5,619",,,
2020,3,30,"67,425","1,406","4,562",98,78,102,231,"8,035",195,"2,274",550,309,"3,742",183,"6,385","1,785","1,829",519,573,"1,369","1,437","1,183",745,"4,022","3,248","9,197","4,144","9,224",,,
2020,3,40,"73,583","2,061","5,938",143,153,212,473,"3,930",407,"2,447",730,379,"5,208",297,"9,180","2,639","2,983",462,463,"1,001","1,159",666,778,"5,959","4,015","9,490","2,624","9,786",,,
2020,3,50,"69,234","3,066","7,675",380,344,407,833,"2,015",665,"3,225",864,730,"6,155",492,"8,323","3,103","4,008",640,662,"1,113","1,064",665,819,"5,394","3,189","6,818","1,688","4,897",,,
2020,3,60,"36,703","2,518","3,774",457,413,487,890,942,610,"2,386",621,753,"3,375",503,"4,129","1,731","2,028",448,372,421,448,321,450,"1,859","1,085","3,159",812,"1,711",,,
2020,3,70,"15,662","1,424","1,619",307,303,409,678,398,460,841,279,442,"1,128",234,"1,417",638,614,234,179,156,117,70,226,744,381,"1,293",279,792,,,
2020,3,80,"7,806",921,936,246,246,276,480,270,307,284,95,169,517,112,558,261,229,72,93,60,42,15,72,308,178,574,119,366,,,
2020,3,90,"1,126",149,152,47,38,35,64,41,31,30,21,20,68,11,78,33,24,10,12,6,4,5,13,52,26,77,27,52,,,
2020,3,100,46,4,8,1,2,2,3,0,2,4,3,1,0,1,1,0,2,0,3,0,0,1,0,2,0,2,2,2,,,
2020,4,총,"418,205","15,270","36,936","1,892","1,766","2,257","4,190","26,109","3,247","16,334","3,898","3,387","30,648","2,311","47,562","15,297","17,662","3,360","3,332","6,375","6,806","4,523","4,544","29,091","19,813","49,185","16,096","46,314",,,
2020,4,0,"42,862",943,"3,407",41,20,41,71,"5,525",80,902,69,96,"2,525",85,"5,061","1,160",968,157,293,727,936,658,367,"2,748","2,395","5,294","1,014","7,279",,,
2020,4,10,"46,026","1,197","4,003",68,69,146,170,"2,040",222,"1,331",121,164,"3,726",139,"6,403","1,809","2,141",198,234,490,657,202,374,"3,722","2,696","6,098","1,170","6,436",,,
2020,4,20,"57,454","1,589","4,866",108,102,152,305,"2,820",277,"2,612",539,342,"4,174",248,"6,008","2,139","2,854",609,454,"1,018",930,732,707,"4,299","2,571","7,155","4,187","5,657",,,
2020,4,30,"67,217","1,396","4,540",96,77,101,229,"8,068",190,"2,260",548,296,"3,730",179,"6,374","1,785","1,801",520,570,"1,367","1,445","1,178",735,"3,997","3,247","9,131","4,167","9,190",,,
2020,4,40,"73,596","2,042","5,914",140,154,205,470,"3,978",398,"2,425",727,376,"5,209",298,"9,152","2,636","2,974",468,456,"1,007","1,158",670,785,"5,934","4,019","9,524","2,628","9,849",,,
2020,4,50,"69,302","3,064","7,701",376,339,403,826,"2,017",663,"3,231",868,719,"6,163",498,"8,351","3,084","3,993",635,659,"1,114","1,066",668,806,"5,408","3,187","6,840","1,681","4,942",,,
2020,4,60,"37,038","2,539","3,797",460,416,486,894,952,612,"2,411",627,756,"3,395",505,"4,156","1,746","2,054",452,380,425,448,323,459,"1,876","1,112","3,194",816,"1,747",,,
2020,4,70,"15,669","1,421","1,614",306,298,406,672,398,462,846,279,445,"1,135",237,"1,410",642,620,236,176,159,116,71,226,745,379,"1,299",282,789,,,
2020,4,80,"7,861",924,934,249,251,280,486,270,310,281,95,171,525,109,568,263,230,75,95,62,46,15,72,305,181,572,122,370,,,
2020,4,90,"1,133",150,152,47,38,35,64,41,31,31,22,21,66,12,78,33,25,10,12,6,4,5,13,55,26,76,27,53,,,
2020,4,100,47,5,8,1,2,2,3,0,2,4,3,1,0,1,1,0,2,0,3,0,0,1,0,2,0,2,2,2,,,
2020,5,총,"418,007","15,234","36,889","1,892","1,766","2,252","4,188","26,170","3,239","16,303","3,906","3,368","30,589","2,293","47,484","15,251","17,597","3,371","3,316","6,373","6,831","4,538","4,551","29,050","19,802","49,164","16,128","46,462",,,
2020,5,0,"42,691",935,"3,400",42,21,44,69,"5,545",80,899,69,93,"2,501",82,"5,025","1,146",954,151,294,722,948,660,372,"2,713","2,389","5,255",994,"7,288",,,
2020,5,10,"45,828","1,191","3,972",67,67,142,168,"2,052",219,"1,317",113,162,"3,694",136,"6,387","1,792","2,111",199,233,490,654,202,367,"3,703","2,684","6,085","1,173","6,448",,,
2020,5,20,"57,351","1,571","4,843",107,103,150,305,"2,793",274,"2,603",543,342,"4,157",243,"5,992","2,140","2,845",609,444,"1,009",940,726,702,"4,314","2,567","7,151","4,210","5,668",,,
2020,5,30,"67,115","1,383","4,543",95,75,100,226,"8,085",191,"2,257",553,288,"3,720",172,"6,314","1,771","1,797",516,565,"1,365","1,454","1,181",741,"3,982","3,232","9,119","4,176","9,214",,,
2020,5,40,"73,480","2,033","5,861",139,153,199,466,"4,002",396,"2,428",727,372,"5,201",300,"9,144","2,618","2,946",474,456,998,"1,150",678,782,"5,899","4,023","9,519","2,640","9,876",,,
2020,5,50,"69,444","3,054","7,723",375,342,404,837,"2,023",659,"3,222",872,709,"6,162",491,"8,368","3,088","3,970",645,655,"1,130","1,071",667,811,"5,429","3,192","6,871","1,680","4,994",,,
2020,5,60,"37,244","2,553","3,833",463,415,491,894,952,614,"2,408",632,762,"3,416",508,"4,179","1,753","2,081",453,380,431,447,330,459,"1,892","1,124","3,203",813,"1,758",,,
2020,5,70,"15,785","1,427","1,620",307,294,403,676,407,464,850,279,447,"1,142",238,"1,428",649,630,238,180,159,117,73,231,750,382,"1,309",290,795,,,
2020,5,80,"7,885",938,930,250,255,281,480,270,309,284,94,171,529,110,570,261,235,75,94,63,46,15,72,310,180,573,123,367,,,
2020,5,90,"1,136",144,156,46,39,36,64,40,31,31,21,21,67,12,76,33,26,11,12,6,4,5,14,56,29,77,27,52,,,
2020,5,100,48,5,8,1,2,2,3,1,2,4,3,1,0,1,1,0,2,0,3,0,0,1,0,2,0,2,2,2,,,
2020,6,총,"417,480","15,182","36,823","1,889","1,761","2,243","4,180","26,289","3,220","16,759","3,885","3,332","30,464","2,293","47,383","15,098","17,556","3,342","3,302","6,368","6,867","4,509","4,535","28,916","19,720","49,027","16,062","46,475",,,
2020,6,0,"42,546",926,"3,396",43,20,42,70,"5,573",81,957,67,88,"2,501",82,"4,979","1,129",945,144,291,722,956,655,373,"2,668","2,369","5,223",979,"7,267",,,
2020,6,10,"45,666","1,190","3,947",64,66,141,167,"2,074",212,"1,354",112,156,"3,665",138,"6,369","1,767","2,095",201,231,487,654,202,365,"3,669","2,673","6,066","1,157","6,444",,,
2020,6,20,"57,059","1,556","4,798",108,102,148,302,"2,761",267,"2,669",544,341,"4,108",240,"5,984","2,105","2,848",598,437,999,938,712,697,"4,288","2,544","7,109","4,170","5,686",,,
2020,6,30,"66,962","1,369","4,533",97,76,98,227,"8,119",190,"2,402",537,288,"3,706",169,"6,257","1,759","1,767",508,562,"1,368","1,473","1,161",742,"3,966","3,189","9,068","4,161","9,170",,,
2020,6,40,"73,403","2,009","5,852",138,151,201,458,"4,038",386,"2,494",729,366,"5,179",301,"9,141","2,577","2,929",472,453,989,"1,161",684,779,"5,848","4,009","9,524","2,646","9,889",,,
2020,6,50,"69,391","3,041","7,711",368,340,402,837,"2,047",661,"3,258",863,695,"6,126",490,"8,359","3,053","3,967",639,647,"1,135","1,066",667,805,"5,452","3,203","6,832","1,693","5,034",,,
2020,6,60,"37,543","2,565","3,872",467,419,492,897,948,615,"2,450",632,765,"3,446",509,"4,206","1,768","2,102",457,391,438,454,330,461,"1,904","1,139","3,226",817,"1,773",,,
2020,6,70,"15,843","1,427","1,624",307,296,403,677,414,465,860,286,443,"1,142",239,"1,438",650,639,237,181,162,117,77,228,749,381,"1,323",291,787,,,
2020,6,80,"7,896",950,927,251,251,277,480,273,310,282,93,168,526,111,577,259,236,76,94,62,44,15,72,314,183,574,120,371,,,
2020,6,90,"1,122",144,155,45,38,37,61,41,31,29,19,21,65,13,72,31,26,10,12,6,4,5,13,56,30,80,26,52,,,
2020,6,100,49,5,8,1,2,2,4,1,2,4,3,1,0,1,1,0,2,0,3,0,0,1,0,2,0,2,2,2,,,
2020,7,총,"417,098","15,156","36,759","1,883","1,750","2,236","4,153","26,395","3,196","24,487","3,871","3,312","30,366","2,291","39,745","15,053","17,481","3,327","3,279","6,356","6,866","4,530","4,503","28,825","19,738","49,001","16,058","46,481",,,
2020,7,0,"42,342",926,"3,370",41,18,40,66,"5,592",80,"1,843",70,81,"2,494",80,"4,055","1,127",933,137,292,716,959,656,365,"2,643","2,358","5,199",975,"7,226",,,
2020,7,10,"45,516","1,186","3,915",63,63,136,162,"2,111",206,"2,557",112,154,"3,629",136,"5,158","1,755","2,080",203,228,478,654,200,358,"3,660","2,665","6,049","1,136","6,462",,,
2020,7,20,"56,928","1,542","4,769",107,101,146,305,"2,737",265,"3,471",535,346,"4,091",241,"5,241","2,075","2,823",596,433,"1,000",938,716,679,"4,271","2,552","7,118","4,149","5,681",,,
2020,7,30,"66,706","1,360","4,510",93,77,101,218,"8,126",188,"3,373",544,277,"3,685",170,"5,289","1,746","1,749",504,559,"1,364","1,469","1,157",737,"3,928","3,180","9,018","4,164","9,120",,,
2020,7,40,"73,391","1,995","5,836",138,149,204,454,"4,103",382,"4,010",725,365,"5,168",299,"7,600","2,572","2,913",462,452,978,"1,153",695,775,"5,823","4,029","9,533","2,654","9,924",,,
2020,7,50,"69,448","3,044","7,717",364,334,397,828,"2,046",651,"4,534",846,701,"6,107",494,"7,099","3,060","3,954",640,642,"1,143","1,067",669,808,"5,460","3,212","6,848","1,715","5,068",,,
2020,7,60,"37,766","2,569","3,914",471,420,489,894,955,620,"3,185",633,755,"3,449",509,"3,536","1,772","2,119",460,390,441,460,337,469,"1,916","1,149","3,246",822,"1,786",,,
2020,7,70,"15,918","1,437","1,636",308,297,406,677,410,461,"1,116",287,440,"1,151",240,"1,195",655,643,239,179,167,118,78,228,752,384,"1,334",293,787,,,
2020,7,80,"7,915",949,931,252,250,276,484,274,310,357,96,172,527,109,502,260,240,76,91,63,44,16,73,315,181,573,121,373,,,
2020,7,90,"1,119",143,153,45,39,39,61,40,31,37,20,20,65,12,69,31,25,10,10,6,4,5,11,55,28,81,27,52,,,
2020,7,100,49,5,8,1,2,2,4,1,2,4,3,1,0,1,1,0,2,0,3,0,0,1,0,2,0,2,2,2,,,
2020,8,총,"416,551","15,109","36,649","1,887","1,744","2,223","4,152","26,437","3,174","24,539","3,852","3,287","30,299","2,283","39,743","14,973","17,507","3,324","3,265","6,344","6,909","4,534","4,482","28,765","19,677","48,917","16,034","46,442",,,
2020,8,0,"42,112",917,"3,344",41,18,39,68,"5,618",77,"1,840",66,82,"2,479",82,"4,035","1,114",932,138,288,717,970,658,354,"2,620","2,339","5,158",959,"7,159",,,
2020,8,10,"45,393","1,182","3,895",61,62,132,160,"2,123",206,"2,554",114,152,"3,608",134,"5,140","1,730","2,076",198,231,478,656,206,355,"3,642","2,655","6,033","1,132","6,478",,,
2020,8,20,"56,681","1,522","4,729",110,98,146,302,"2,684",255,"3,479",523,342,"4,070",242,"5,266","2,067","2,824",600,427,987,943,710,668,"4,256","2,544","7,089","4,123","5,675",,,
2020,8,30,"66,411","1,346","4,480",92,78,102,221,"8,132",183,"3,398",539,273,"3,671",166,"5,236","1,730","1,746",493,554,"1,367","1,475","1,149",743,"3,904","3,146","8,956","4,154","9,077",,,
2020,8,40,"73,284","1,997","5,810",140,150,200,455,"4,145",375,"3,982",713,358,"5,139",296,"7,584","2,540","2,898",466,453,978,"1,153",704,775,"5,799","4,024","9,535","2,673","9,942",,,
2020,8,50,"69,490","3,030","7,710",362,327,391,820,"2,043",655,"4,539",853,697,"6,091",494,"7,126","3,054","3,961",643,637,"1,139","1,078",660,798,"5,489","3,205","6,868","1,720","5,100",,,
2020,8,60,"38,131","2,581","3,967",475,422,496,900,966,618,"3,214",634,751,"3,491",509,"3,575","1,786","2,155",461,393,443,468,345,475,"1,933","1,165","3,289",822,"1,797",,,
2020,8,70,"15,939","1,434","1,633",306,296,398,678,412,462,"1,126",290,442,"1,164",236,"1,204",658,647,239,179,163,118,79,229,746,391,"1,326",298,785,,,
2020,8,80,"7,936",952,927,255,253,278,478,274,309,367,95,169,523,111,507,264,239,75,90,65,43,16,73,319,179,577,125,373,,,
2020,8,90,"1,122",143,146,44,38,39,66,38,32,36,22,20,62,12,69,30,26,11,10,7,5,6,12,55,29,84,26,54,,,
2020,8,100,52,5,8,1,2,2,4,2,2,4,3,1,1,1,1,0,3,0,3,0,0,1,0,2,0,2,2,2,,,
2020,9,총,"416,626","15,074","36,570","1,884","1,740","2,202","4,140","26,525","3,171","24,558","3,842","3,286","30,204","2,283","39,692","14,850","17,340","3,326","3,258","6,330","6,928","4,484","4,474","29,763","19,358","48,803","16,074","46,467",,,
2020,9,0,"41,933",904,"3,321",40,17,36,67,"5,633",76,"1,839",67,88,"2,468",84,"3,988","1,098",919,137,289,713,990,645,358,"2,706","2,299","5,079",958,"7,114",,,
2020,9,10,"45,298","1,178","3,891",60,62,121,159,"2,157",208,"2,551",112,151,"3,573",134,"5,111","1,708","2,035",191,232,471,647,208,350,"3,742","2,597","6,034","1,125","6,490",,,
2020,9,20,"56,660","1,507","4,696",111,99,146,297,"2,672",255,"3,464",518,340,"4,059",238,"5,258","2,045","2,799",602,425,980,928,694,661,"4,449","2,490","7,076","4,155","5,696",,,
2020,9,30,"66,207","1,339","4,445",90,80,102,221,"8,122",181,"3,404",539,272,"3,637",164,"5,225","1,709","1,717",496,550,"1,356","1,487","1,135",737,"4,065","3,093","8,896","4,130","9,015",,,
2020,9,40,"73,389","1,996","5,788",139,145,193,451,"4,198",379,"3,991",710,362,"5,116",299,"7,577","2,510","2,841",460,456,983,"1,157",697,781,"6,003","3,952","9,512","2,702","9,991",,,
2020,9,50,"69,582","3,008","7,707",361,331,390,818,"2,045",644,"4,534",853,691,"6,060",493,"7,120","3,039","3,947",648,633,"1,139","1,077",656,797,"5,686","3,160","6,895","1,717","5,133",,,
2020,9,60,"38,459","2,615","4,000",473,422,505,897,973,624,"3,222",639,753,"3,526",509,"3,616","1,787","2,164",461,393,450,476,347,477,"1,989","1,170","3,320",836,"1,815",,,
2020,9,70,"15,977","1,439","1,628",309,294,395,680,407,462,"1,137",287,441,"1,171",236,"1,223",658,655,245,177,166,117,78,231,737,391,"1,330",300,783,,,
2020,9,80,"7,930",938,935,256,250,272,479,277,308,374,93,168,529,111,504,268,232,75,90,63,44,17,70,325,180,576,125,371,,,
2020,9,90,"1,137",145,151,44,38,40,67,39,32,38,20,19,64,14,69,28,28,11,10,9,5,6,12,59,25,83,24,57,,,
2020,9,100,54,5,8,1,2,2,4,2,2,4,4,1,1,1,1,0,3,0,3,0,0,1,0,2,1,2,2,2,,,
2020,10,총,"416,722","15,063","36,522","1,873","1,741","2,212","4,135","26,621","3,165","24,554","3,835","3,266","30,200","2,282","39,647","14,798","17,200","3,317","3,266","6,327","6,943","4,464","4,416","30,520","19,200","48,672","16,053","46,430",,,
2020,10,0,"41,714",893,"3,304",40,17,38,67,"5,667",76,"1,830",70,89,"2,456",83,"3,955","1,091",907,140,287,709,998,632,345,"2,790","2,258","4,996",945,"7,031",,,
2020,10,10,"45,204","1,169","3,870",58,62,122,155,"2,173",208,"2,545",108,152,"3,555",131,"5,108","1,700","2,005",181,233,474,634,214,342,"3,783","2,578","6,024","1,105","6,515",,,
2020,10,20,"56,661","1,507","4,679",109,98,147,298,"2,653",254,"3,485",516,331,"4,070",243,"5,236","2,017","2,778",601,430,969,930,693,653,"4,615","2,460","7,040","4,129","5,720",,,
2020,10,30,"65,998","1,329","4,409",92,80,102,220,"8,111",181,"3,391",533,279,"3,622",165,"5,189","1,710","1,687",496,544,"1,353","1,494","1,113",719,"4,238","3,035","8,832","4,152","8,922",,,
2020,10,40,"73,395","1,991","5,762",135,143,196,446,"4,247",380,"3,963",705,362,"5,105",294,"7,564","2,498","2,791",457,457,989,"1,153",704,775,"6,109","3,939","9,521","2,693","10,016",,,
2020,10,50,"69,766","2,995","7,729",359,333,394,822,"2,055",636,"4,538",852,676,"6,059",495,"7,128","3,027","3,929",652,635,"1,139","1,080",654,791,"5,827","3,146","6,911","1,726","5,178",,,
2020,10,60,"38,845","2,643","4,059",474,424,503,900,990,627,"3,242",648,750,"3,555",508,"3,668","1,803","2,172",459,400,454,486,351,479,"2,034","1,181","3,356",844,"1,835",,,
2020,10,70,"15,981","1,441","1,617",305,294,397,678,407,461,"1,143",288,435,"1,175",239,"1,226",656,664,245,176,165,118,78,226,738,395,"1,330",308,776,,,
2020,10,80,"7,959",941,933,256,249,272,479,278,307,373,91,170,539,109,504,270,232,74,91,65,45,18,73,328,182,577,124,379,,,
2020,10,90,"1,147",149,152,45,39,39,66,38,33,40,21,21,63,14,68,26,32,12,10,10,5,6,13,56,25,83,25,56,,,
2020,10,100,52,5,8,0,2,2,4,2,2,4,3,1,1,1,1,0,3,0,3,0,0,1,0,2,1,2,2,2,,,
2020,11,총,"416,279","15,038","36,493","1,876","1,736","2,208","4,127","26,673","3,167","24,461","3,804","3,229","30,071","2,273","39,633","14,706","17,126","3,309","3,269","6,313","6,956","4,431","4,388","30,867","19,061","48,635","16,056","46,373",,,
2020,11,0,"41,515",886,"3,308",42,16,40,68,"5,653",75,"1,824",73,87,"2,431",81,"3,931","1,080",886,144,288,705,999,621,333,"2,832","2,233","4,950",935,"6,994",,,
2020,11,10,"45,069","1,167","3,853",59,59,115,155,"2,204",204,"2,521",104,146,"3,533",128,"5,121","1,660","1,983",174,232,475,625,218,343,"3,801","2,547","6,036","1,092","6,514",,,
2020,11,20,"56,581","1,492","4,656",106,99,148,299,"2,642",253,"3,453",505,322,"4,016",240,"5,241","2,029","2,773",609,431,966,937,680,655,"4,675","2,448","7,037","4,140","5,729",,,
2020,11,30,"65,766","1,331","4,389",94,77,102,216,"8,090",179,"3,382",530,282,"3,593",167,"5,151","1,707","1,661",499,547,"1,340","1,493","1,105",706,"4,350","2,994","8,799","4,147","8,835",,,
2020,11,40,"73,244","1,971","5,738",137,146,190,441,"4,287",380,"3,944",698,356,"5,071",292,"7,529","2,454","2,779",448,450,995,"1,158",708,769,"6,130","3,914","9,512","2,703","10,044",,,
2020,11,50,"69,826","2,989","7,745",363,337,398,823,"2,073",638,"4,504",842,666,"6,045",493,"7,164","3,016","3,922",639,639,"1,136","1,085",647,798,"5,887","3,136","6,923","1,723","5,195",,,
2020,11,60,"39,110","2,659","4,092",474,424,504,902,999,631,"3,269",647,744,"3,589",509,"3,691","1,807","2,188",465,401,454,490,347,478,"2,064","1,188","3,395",853,"1,846",,,
2020,11,70,"15,989","1,446","1,615",304,286,395,674,404,464,"1,145",287,434,"1,186",240,"1,230",659,667,247,177,167,118,79,221,738,395,"1,319",312,780,,,
2020,11,80,"7,973",941,940,254,251,275,478,279,306,374,93,170,542,108,503,268,233,73,90,65,46,19,74,330,180,576,125,380,,,
2020,11,90,"1,152",150,149,43,39,39,66,40,35,41,22,21,64,14,71,26,31,11,11,10,5,6,11,58,25,86,24,54,,,
2020,11,100,54,6,8,0,2,2,5,2,2,4,3,1,1,1,1,0,3,0,3,0,0,1,0,2,1,2,2,2,,,
2020,12,총,"416,328","15,001","36,487","1,873","1,729","2,225","4,133","26,619","3,183","24,429","3,778","3,216","30,006","2,239","39,544","14,681","17,039","3,307","3,262","6,325","6,988","4,458","4,386","31,015","19,003","48,598","16,329","46,475",,,
2020,12,0,"41,366",890,"3,306",44,14,45,69,"5,632",77,"1,816",70,86,"2,416",76,"3,904","1,087",864,146,283,704,"1,010",627,328,"2,845","2,211","4,891",940,"6,985",,,
2020,12,10,"44,917","1,161","3,846",63,58,116,150,"2,212",202,"2,495",100,145,"3,497",122,"5,104","1,648","1,961",171,228,479,622,217,343,"3,795","2,550","6,026","1,081","6,525",,,
2020,12,20,"56,651","1,465","4,653",101,100,151,300,"2,614",256,"3,448",485,326,"4,002",228,"5,202","2,017","2,768",603,435,968,939,679,652,"4,697","2,412","7,119","4,273","5,758",,,
2020,12,30,"65,718","1,328","4,387",91,80,107,217,"8,068",182,"3,399",528,274,"3,578",163,"5,118","1,690","1,636",500,543,"1,341","1,503","1,120",712,"4,370","2,996","8,709","4,270","8,808",,,
2020,12,40,"73,143","1,960","5,698",137,143,191,441,"4,315",387,"3,911",703,354,"5,048",284,"7,509","2,435","2,756",451,444,993,"1,170",711,764,"6,123","3,903","9,518","2,714","10,080",,,
2020,12,50,"69,803","2,988","7,747",365,331,399,823,"2,065",634,"4,495",836,653,"6,039",488,"7,143","3,014","3,904",635,639,"1,144","1,076",643,800,"5,936","3,123","6,940","1,729","5,214",,,
2020,12,60,"39,469","2,670","4,122",474,426,506,912,998,638,"3,292",646,748,"3,620",514,"3,742","1,834","2,210",466,408,454,496,355,481,"2,103","1,201","3,412",862,"1,879",,,
