년도,월,나이,인천광역시 계양구,인천광역시 계양구 효성1동,인천광역시 계양구 효성2동,인천광역시 계양구 계산1동,인천광역시 계양구 계산2동,인천광역시 계양구 계산3동,인천광역시 계양구 계산4동,인천광역시 계양구 작전1동,인천광역시 계양구 작전2동,인천광역시 계양구 작전서운동,인천광역시 계양구 계양1동,인천광역시 계양구 계양2동,인천광역시 계양구 계양3동
2020,5,50,"30,243","2,702","3,066","2,359","1,728","2,043","2,737","2,860","1,935","3,208","2,083","3,568","1,954"
2020,5,60,"18,957","1,868","2,074","1,585","1,285","1,305","1,287","1,786","1,463","1,553","1,389","2,129","1,233"
2020,5,70,"6,805",716,786,602,472,321,272,592,562,526,570,857,529
2020,5,80,"2,255",233,236,173,131,102,131,174,188,205,207,315,160
2020,5,90,232,29,12,12,14,14,13,30,18,21,17,35,17
2020,5,100,15,2,0,2,0,2,0,1,3,2,1,2,0
2020,6,총,"149,655","12,929","15,386","10,608","8,132","9,790","12,032","14,339","9,644","15,664","10,696","17,345","13,090"
2020,6,0,"9,949",697,"1,060",472,336,545,792,"1,001",482,"1,136",834,991,"1,603"
2020,6,10,"14,217","1,287","1,477",718,553,883,"1,398","1,473",733,"1,760",974,"1,500","1,461"
2020,6,20,"23,499","1,963","2,349","1,661","1,348","1,823","2,106","2,332","1,479","2,577","1,550","2,827","1,484"
2020,6,30,"20,115","1,564","2,011","1,474","1,142","1,458","1,345","1,903","1,440","2,053","1,400","2,414","1,911"
2020,6,40,"23,305","1,874","2,309","1,562","1,101","1,284","1,962","2,197","1,328","2,594","1,662","2,712","2,720"
2020,6,50,"30,120","2,697","3,061","2,334","1,732","2,019","2,703","2,851","1,925","3,205","2,088","3,551","1,954"
2020,6,60,"19,082","1,863","2,083","1,594","1,297","1,331","1,302","1,783","1,474","1,577","1,392","2,138","1,248"
2020,6,70,"6,863",721,793,606,478,327,280,595,570,533,574,854,532
2020,6,80,"2,260",231,233,173,131,103,131,175,191,208,204,320,160
2020,6,90,230,30,10,12,14,15,13,28,19,19,17,36,17
2020,6,100,15,2,0,2,0,2,0,1,3,2,1,2,0
2020,7,총,"149,306","12,918","15,372","10,612","8,123","9,751","11,995","14,296","9,578","15,640","10,670","17,281","13,070"
2020,7,0,"9,867",695,"1,060",466,334,543,782,999,475,"1,138",821,976,"1,578"
2020,7,10,"14,133","1,273","1,473",707,546,879,"1,394","1,460",719,"1,750",974,"1,493","1,465"
2020,7,20,"23,430","1,975","2,350","1,662","1,348","1,807","2,088","2,329","1,471","2,565","1,547","2,802","1,486"
2020,7,30,"20,020","1,548","2,003","1,481","1,148","1,458","1,338","1,883","1,430","2,057","1,393","2,400","1,881"
2020,7,40,"23,218","1,871","2,304","1,551","1,095","1,264","1,960","2,199","1,319","2,590","1,650","2,690","2,725"
2020,7,50,"30,017","2,692","3,041","2,342","1,724","2,008","2,683","2,837","1,906","3,194","2,082","3,554","1,954"
2020,7,60,"19,201","1,876","2,093","1,604","1,297","1,336","1,327","1,790","1,470","1,587","1,402","2,149","1,270"
2020,7,70,"6,901",728,804,612,482,336,276,594,575,530,576,857,531
2020,7,80,"2,276",231,233,173,135,103,134,177,190,209,207,322,162
2020,7,90,227,27,11,12,14,15,13,26,20,18,17,36,18
2020,7,100,16,2,0,2,0,2,0,2,3,2,1,2,0
2020,8,총,"148,767","12,861","15,330","10,560","8,084","9,707","11,953","14,242","9,546","15,625","10,644","17,208","13,007"
2020,8,0,"9,715",687,"1,045",459,326,526,780,981,464,"1,132",817,963,"1,535"
2020,8,10,"14,040","1,261","1,461",699,547,875,"1,379","1,456",715,"1,738",958,"1,488","1,463"
2020,8,20,"23,322","1,969","2,349","1,658","1,328","1,804","2,067","2,310","1,460","2,567","1,542","2,782","1,486"
2020,8,30,"19,869","1,531","1,979","1,466","1,145","1,450","1,334","1,873","1,417","2,040","1,390","2,371","1,873"
2020,8,40,"23,132","1,867","2,296","1,545","1,095","1,242","1,952","2,190","1,320","2,585","1,648","2,673","2,719"
2020,8,50,"29,927","2,681","3,020","2,330","1,711","2,015","2,662","2,838","1,893","3,207","2,076","3,552","1,942"
2020,8,60,"19,316","1,878","2,124","1,601","1,301","1,342","1,349","1,792","1,484","1,596","1,409","2,160","1,280"
2020,8,70,"6,899",724,808,609,481,333,278,597,580,528,573,860,528
2020,8,80,"2,299",234,236,178,136,103,136,177,191,212,212,321,163
2020,8,90,232,27,12,13,14,15,16,26,19,18,18,36,18
2020,8,100,16,2,0,2,0,2,0,2,3,2,1,2,0
2020,9,총,"148,443","12,799","15,329","10,539","8,053","9,653","11,945","14,182","9,553","15,613","10,641","17,183","12,953"
2020,9,0,"9,602",675,"1,031",454,321,519,775,959,455,"1,129",813,957,"1,514"
2020,9,10,"13,969","1,255","1,464",690,538,865,"1,375","1,459",711,"1,731",960,"1,463","1,458"
2020,9,20,"23,273","1,956","2,365","1,660","1,317","1,793","2,061","2,287","1,476","2,566","1,530","2,784","1,478"
2020,9,30,"19,769","1,510","1,978","1,460","1,140","1,440","1,332","1,850","1,416","2,040","1,386","2,358","1,859"
2020,9,40,"23,057","1,852","2,287","1,540","1,081","1,225","1,954","2,198","1,319","2,581","1,649","2,670","2,701"
2020,9,50,"29,766","2,665","3,000","2,320","1,708","2,002","2,643","2,811","1,884","3,191","2,065","3,537","1,940"
2020,9,60,"19,528","1,894","2,143","1,615","1,314","1,350","1,373","1,809","1,502","1,611","1,431","2,191","1,295"
2020,9,70,"6,925",730,813,606,480,338,280,605,577,531,576,863,526
2020,9,80,"2,295",232,235,179,139,103,135,175,191,210,214,319,163
2020,9,90,242,27,13,13,15,16,17,27,19,21,16,39,19
2020,9,100,17,3,0,2,0,2,0,2,3,2,1,2,0
2020,10,총,"148,288","12,769","15,234","10,511","8,047","9,600","11,917","14,181","9,695","15,623","10,650","17,121","12,940"
2020,10,0,"9,533",668,"1,022",453,314,504,773,959,469,"1,130",811,941,"1,489"
2020,10,10,"13,879","1,253","1,445",679,536,849,"1,365","1,450",708,"1,719",952,"1,458","1,465"
2020,10,20,"23,234","1,952","2,347","1,659","1,317","1,790","2,041","2,275","1,496","2,585","1,534","2,771","1,467"
2020,10,30,"19,738","1,494","1,949","1,464","1,142","1,439","1,324","1,850","1,447","2,043","1,378","2,343","1,865"
2020,10,40,"22,960","1,862","2,265","1,539","1,084","1,206","1,944","2,194","1,341","2,561","1,636","2,628","2,700"
2020,10,50,"29,726","2,654","2,992","2,300","1,702","1,986","2,649","2,803","1,900","3,191","2,070","3,541","1,938"
2020,10,60,"19,704","1,892","2,152","1,621","1,311","1,361","1,387","1,842","1,534","1,630","1,459","2,209","1,306"
2020,10,70,"6,947",730,813,598,486,344,281,606,584,535,573,870,527
2020,10,80,"2,308",234,235,182,140,103,137,173,194,207,219,320,164
2020,10,90,242,27,14,14,15,16,16,27,19,20,17,38,19
2020,10,100,17,3,0,2,0,2,0,2,3,2,1,2,0
2020,11,총,"148,225","12,714","15,206","10,448","8,017","9,577","11,931","14,110","9,996","15,607","10,654","17,059","12,906"
2020,11,0,"9,459",660,"1,010",448,305,496,775,937,507,"1,121",798,931,"1,471"
2020,11,10,"13,803","1,237","1,438",674,534,840,"1,351","1,440",722,"1,706",951,"1,441","1,469"
2020,11,20,"23,235","1,943","2,365","1,637","1,303","1,789","2,038","2,258","1,535","2,583","1,553","2,770","1,461"
2020,11,30,"19,734","1,487","1,937","1,460","1,142","1,439","1,324","1,847","1,513","2,053","1,365","2,328","1,839"
2020,11,40,"22,860","1,831","2,257","1,533","1,073","1,190","1,948","2,177","1,383","2,546","1,622","2,608","2,692"
2020,11,50,"29,664","2,649","2,975","2,257","1,695","1,980","2,651","2,781","1,951","3,180","2,071","3,531","1,943"
2020,11,60,"19,901","1,902","2,161","1,641","1,321","1,377","1,399","1,856","1,574","1,649","1,476","2,226","1,319"
2020,11,70,"6,974",736,813,598,489,345,285,611,587,531,580,871,528
2020,11,80,"2,334",239,236,184,141,103,143,175,201,215,217,315,165
2020,11,90,243,27,14,14,14,16,17,26,20,20,20,36,19
2020,11,100,18,3,0,2,0,2,0,2,3,3,1,2,0
2020,12,총,"147,976","12,679","15,162","10,432","8,008","9,551","11,937","14,079","10,078","15,590","10,617","16,997","12,846"
2020,12,0,"9,385",656,"1,010",441,305,492,775,927,514,"1,123",790,906,"1,446"
2020,12,10,"13,733","1,227","1,429",673,527,831,"1,347","1,422",732,"1,699",934,"1,439","1,473"
2020,12,20,"23,157","1,944","2,351","1,628","1,305","1,777","2,043","2,259","1,531","2,570","1,548","2,755","1,446"
2020,12,30,"19,725","1,476","1,928","1,441","1,148","1,450","1,331","1,835","1,549","2,046","1,362","2,329","1,830"
2020,12,40,"22,761","1,824","2,250","1,521","1,070","1,170","1,947","2,169","1,390","2,545","1,618","2,574","2,683"
2020,12,50,"29,541","2,621","2,958","2,259","1,682","1,977","2,635","2,777","1,960","3,170","2,050","3,518","1,934"
2020,12,60,"20,087","1,924","2,177","1,660","1,329","1,388","1,411","1,876","1,584","1,663","1,496","2,258","1,321"
2020,12,70,"6,988",732,811,606,490,342,289,610,594,532,575,876,531
2020,12,80,"2,338",244,234,187,138,106,141,176,203,219,223,304,163
2020,12,90,243,28,14,14,14,16,18,26,18,20,20,36,19
2020,12,100,18,3,0,2,0,2,0,2,3,3,1,2,0
2021,1,총,"147,690","12,657","15,118","10,361","7,982","9,545","11,897","14,069","10,123","15,604","10,582","16,924","12,828"
2021,1,0,"9,304",660,997,434,296,481,775,916,511,"1,120",782,895,"1,437"
2021,1,10,"13,645","1,213","1,414",660,529,837,"1,332","1,416",733,"1,676",935,"1,418","1,482"
2021,1,20,"23,070","1,933","2,353","1,600","1,297","1,759","2,026","2,274","1,532","2,577","1,532","2,738","1,449"
2021,1,30,"19,629","1,467","1,900","1,428","1,143","1,457","1,340","1,819","1,560","2,056","1,346","2,320","1,793"
2021,1,40,"22,693","1,819","2,249","1,504","1,059","1,158","1,928","2,165","1,407","2,544","1,625","2,549","2,686"
2021,1,50,"29,454","2,610","2,951","2,260","1,671","1,972","2,620","2,766","1,957","3,177","2,036","3,495","1,939"
2021,1,60,"20,276","1,943","2,190","1,669","1,341","1,413","1,418","1,891","1,602","1,687","1,511","2,280","1,331"
2021,1,70,"6,990",734,810,604,492,342,298,614,593,526,566,882,529
2021,1,80,"2,365",246,240,187,140,108,142,180,208,218,227,307,162
2021,1,90,246,29,14,13,14,16,18,26,17,20,21,38,20
2021,1,100,18,3,0,2,0,2,0,2,3,3,1,2,0
2021,2,총,"147,871","12,613","15,010","10,386","7,969","9,491","11,838","14,046","10,106","16,235","10,532","16,858","12,787"
2021,2,0,"9,306",649,975,432,294,481,760,904,514,"1,231",773,880,"1,413"
2021,2,10,"13,565","1,193","1,399",655,520,811,"1,328","1,408",733,"1,733",915,"1,391","1,479"
2021,2,20,"22,991","1,927","2,338","1,611","1,278","1,737","1,995","2,273","1,517","2,627","1,521","2,715","1,452"
2021,2,30,"19,647","1,459","1,870","1,432","1,152","1,461","1,329","1,813","1,553","2,191","1,328","2,299","1,760"
2021,2,40,"22,772","1,811","2,243","1,494","1,057","1,145","1,940","2,159","1,411","2,668","1,612","2,542","2,690"
2021,2,50,"29,432","2,582","2,930","2,269","1,665","1,951","2,596","2,762","1,951","3,255","2,041","3,490","1,940"
2021,2,60,"20,497","1,978","2,191","1,686","1,353","1,432","1,432","1,901","1,605","1,746","1,525","2,311","1,337"
2021,2,70,"7,009",731,807,605,493,339,300,618,592,542,569,881,532
2021,2,80,"2,384",252,242,187,142,116,139,180,210,217,226,310,163
2021,2,90,250,28,15,13,15,16,19,26,17,22,21,37,21
2021,2,100,18,3,0,2,0,2,0,2,3,3,1,2,0
2021,3,총,"147,987","12,543","14,959","10,309","7,936","9,402","11,785","13,985","10,075","16,983","10,508","16,751","12,751"
2021,3,0,"9,294",646,966,428,295,467,760,892,508,"1,316",767,856,"1,393"
2021,3,10,"13,539","1,189","1,396",648,509,795,"1,316","1,394",733,"1,786",911,"1,376","1,486"
2021,3,20,"22,954","1,912","2,326","1,592","1,272","1,731","1,983","2,261","1,524","2,708","1,522","2,686","1,437"
2021,3,30,"19,700","1,447","1,859","1,422","1,148","1,440","1,338","1,799","1,536","2,372","1,310","2,281","1,748"
2021,3,40,"22,713","1,788","2,223","1,480","1,045","1,131","1,925","2,142","1,407","2,771","1,608","2,514","2,679"
2021,3,50,"29,363","2,559","2,903","2,253","1,651","1,924","2,554","2,739","1,942","3,395","2,045","3,454","1,944"
2021,3,60,"20,766","1,999","2,221","1,674","1,371","1,438","1,449","1,930","1,615","1,837","1,537","2,349","1,346"
2021,3,70,"7,000",726,803,611,486,342,299,619,584,554,560,881,535
2021,3,80,"2,405",248,246,188,145,119,143,182,209,220,228,316,161
2021,3,90,246,28,16,13,14,14,18,26,16,22,20,37,22
2021,3,100,7,1,0,0,0,1,0,1,1,2,0,1,0
2021,4,총,"147,993","12,495","14,928","10,286","7,904","9,356","11,770","13,933","10,050","17,328","10,503","16,675","12,765"
2021,4,0,"9,269",642,965,421,293,456,758,882,501,"1,349",765,845,"1,392"
2021,4,10,"13,480","1,166","1,397",640,503,787,"1,306","1,384",723,"1,815",907,"1,361","1,491"
2021,4,20,"22,905","1,909","2,312","1,594","1,260","1,719","1,979","2,252","1,514","2,756","1,518","2,665","1,427"
2021,4,30,"19,748","1,426","1,850","1,428","1,157","1,440","1,345","1,779","1,533","2,443","1,311","2,278","1,758"
2021,4,40,"22,651","1,776","2,207","1,466","1,039","1,120","1,911","2,134","1,402","2,817","1,600","2,485","2,694"
2021,4,50,"29,327","2,549","2,904","2,248","1,629","1,905","2,552","2,717","1,938","3,454","2,047","3,451","1,933"
2021,4,60,"20,939","2,019","2,229","1,677","1,378","1,452","1,457","1,949","1,627","1,897","1,552","2,352","1,350"
2021,4,70,"7,025",730,805,613,488,345,300,627,585,555,558,884,535
2021,4,80,"2,401",250,243,187,143,116,144,182,211,218,225,318,164
2021,4,90,241,27,16,12,14,15,17,26,15,23,20,35,21
2021,4,100,7,1,0,0,0,1,1,1,1,1,0,1,0
2021,5,총,"147,864","12,435","14,927","10,266","7,879","9,339","11,773","13,918","10,022","17,438","10,462","16,661","12,744"
2021,5,0,"9,204",647,959,419,286,449,762,881,502,"1,338",751,840,"1,370"
2021,5,10,"13,419","1,150","1,390",633,500,787,"1,293","1,377",713,"1,825",905,"1,349","1,497"
2021,5,20,"22,843","1,897","2,303","1,584","1,242","1,705","1,975","2,249","1,510","2,770","1,524","2,667","1,417"
2021,5,30,"19,728","1,418","1,848","1,412","1,158","1,435","1,357","1,777","1,522","2,480","1,304","2,266","1,751"
2021,5,40,"22,576","1,758","2,204","1,461","1,043","1,127","1,903","2,125","1,394","2,834","1,582","2,452","2,693"
2021,5,50,"29,243","2,525","2,889","2,246","1,616","1,883","2,540","2,702","1,937","3,463","2,038","3,470","1,934"
2021,5,60,"21,131","2,022","2,258","1,700","1,388","1,473","1,475","1,972","1,633","1,924","1,555","2,375","1,356"
2021,5,70,"7,052",739,810,612,488,346,305,623,585,557,559,889,539
2021,5,80,"2,417",251,250,186,142,116,145,186,210,223,226,317,165
2021,5,90,244,27,16,13,16,17,17,25,15,23,18,35,22
2021,5,100,7,1,0,0,0,1,1,1,1,1,0,1,0
2021,6,총,"147,719","12,388","14,895","10,267","7,880","9,299","11,760","13,897","10,015","17,478","10,457","16,644","12,739"
2021,6,0,"9,165",638,952,423,289,446,751,886,495,"1,342",746,840,"1,357"
2021,6,10,"13,363","1,143","1,385",631,493,769,"1,284","1,366",716,"1,827",908,"1,342","1,499"
2021,6,20,"22,740","1,880","2,306","1,580","1,240","1,691","1,970","2,225","1,505","2,768","1,513","2,649","1,413"
2021,6,30,"19,707","1,398","1,841","1,408","1,165","1,450","1,346","1,776","1,525","2,495","1,287","2,268","1,748"
2021,6,40,"22,578","1,751","2,182","1,470","1,037","1,121","1,898","2,132","1,394","2,850","1,596","2,460","2,687"
2021,6,50,"29,130","2,502","2,889","2,238","1,609","1,869","2,542","2,691","1,935","3,446","2,032","3,440","1,937"
2021,6,60,"21,285","2,049","2,256","1,709","1,401","1,472","1,500","1,981","1,629","1,942","1,575","2,401","1,370"
2021,6,70,"7,067",747,818,610,485,341,302,624,589,562,557,891,541
2021,6,80,"2,428",252,251,185,145,122,148,189,210,221,224,316,165
2021,6,90,249,27,15,13,16,17,18,26,16,24,19,36,22
2021,6,100,7,1,0,0,0,1,1,1,1,1,0,1,0
2021,7,총,"147,557","12,359","14,873","10,270","7,884","9,307","11,767","13,878","9,989","17,511","10,445","16,589","12,685"
2021,7,0,"9,076",635,932,420,288,444,747,870,489,"1,342",746,824,"1,339"
2021,7,10,"13,299","1,138","1,383",625,490,770,"1,273","1,368",709,"1,817",900,"1,333","1,493"
2021,7,20,"22,613","1,871","2,294","1,566","1,227","1,685","1,980","2,212","1,495","2,765","1,503","2,624","1,391"
2021,7,30,"19,705","1,399","1,836","1,409","1,170","1,459","1,343","1,761","1,524","2,506","1,281","2,278","1,739"
2021,7,40,"22,528","1,738","2,190","1,471","1,035","1,112","1,895","2,137","1,392","2,840","1,593","2,439","2,686"
2021,7,50,"29,073","2,490","2,871","2,246","1,604","1,855","2,549","2,696","1,923","3,452","2,029","3,432","1,926"
2021,7,60,"21,471","2,054","2,286","1,723","1,417","1,495","1,508","1,992","1,641","1,980","1,584","2,416","1,375"
2021,7,70,"7,083",751,816,610,490,345,309,622,590,564,560,882,544
2021,7,80,"2,448",255,250,186,146,124,143,192,209,219,230,324,170
2021,7,90,254,27,15,14,17,17,19,27,16,25,19,36,22
2021,7,100,7,1,0,0,0,1,1,1,1,1,0,1,0
2021,8,총,"147,178","12,315","14,839","10,245","7,906","9,260","11,768","13,844","9,963","17,470","10,384","16,525","12,659"
2021,8,0,"8,956",620,925,410,288,437,738,864,482,"1,333",724,810,"1,325"
2021,8,10,"13,249","1,138","1,380",635,481,762,"1,261","1,363",710,"1,800",899,"1,328","1,492"
2021,8,20,"22,475","1,856","2,272","1,546","1,233","1,669","1,985","2,198","1,487","2,749","1,479","2,617","1,384"
2021,8,30,"19,648","1,392","1,835","1,403","1,177","1,451","1,339","1,761","1,522","2,489","1,275","2,275","1,729"
2021,8,40,"22,391","1,720","2,179","1,459","1,033","1,113","1,886","2,117","1,381","2,848","1,574","2,399","2,682"
2021,8,50,"29,033","2,482","2,858","2,243","1,609","1,855","2,556","2,706","1,916","3,431","2,024","3,427","1,926"
2021,8,60,"21,590","2,068","2,300","1,727","1,425","1,496","1,526","1,991","1,647","2,014","1,588","2,425","1,383"
2021,8,70,"7,095",750,823,616,495,339,310,624,587,555,572,882,542
2021,8,80,"2,475",261,251,189,147,121,147,194,212,224,231,325,173
2021,8,90,259,27,16,17,18,16,19,25,18,26,18,36,23
2021,8,100,7,1,0,0,0,1,1,1,1,1,0,1,0
2021,9,총,"146,737","12,279","14,792","10,241","7,886","9,203","11,749","13,767","9,922","17,480","10,356","16,459","12,603"
2021,9,0,"8,846",610,916,409,292,425,730,856,480,"1,317",719,797,"1,295"
2021,9,10,"13,157","1,143","1,366",618,475,754,"1,266","1,360",706,"1,790",883,"1,302","1,494"
2021,9,20,"22,367","1,836","2,267","1,557","1,216","1,655","1,972","2,177","1,479","2,758","1,473","2,595","1,382"
2021,9,30,"19,590","1,390","1,829","1,400","1,180","1,439","1,331","1,745","1,501","2,499","1,284","2,280","1,712"
2021,9,40,"22,275","1,719","2,164","1,460","1,020","1,110","1,883","2,101","1,377","2,837","1,557","2,373","2,674"
2021,9,50,"28,932","2,467","2,844","2,235","1,595","1,838","2,551","2,691","1,908","3,437","2,019","3,424","1,923"
2021,9,60,"21,700","2,080","2,309","1,738","1,445","1,505","1,543","1,996","1,647","2,032","1,591","2,434","1,380"
2021,9,70,"7,101",748,829,615,494,335,311,616,588,557,578,886,544
2021,9,80,"2,504",257,253,192,151,126,142,199,216,227,235,331,175
2021,9,90,257,28,15,17,18,15,19,25,19,25,17,35,24
2021,9,100,8,1,0,0,0,1,1,1,1,1,0,2,0
2021,10,총,"146,853","12,871","14,711","10,204","7,867","9,138","11,729","13,687","9,869","17,448","10,331","16,415","12,583"
2021,10,0,"8,826",689,903,403,289,420,732,836,473,"1,307",713,779,"1,282"
2021,10,10,"13,121","1,179","1,336",614,474,747,"1,261","1,357",707,"1,777",879,"1,293","1,497"
2021,10,20,"22,280","1,885","2,266","1,545","1,204","1,627","1,956","2,155","1,478","2,743","1,464","2,581","1,376"
2021,10,30,"19,666","1,576","1,814","1,390","1,178","1,423","1,315","1,729","1,484","2,504","1,272","2,285","1,696"
2021,10,40,"22,262","1,820","2,137","1,450","1,017","1,105","1,884","2,083","1,366","2,827","1,556","2,350","2,667"
2021,10,50,"28,887","2,526","2,838","2,214","1,592","1,823","2,545","2,683","1,886","3,434","2,014","3,406","1,926"
2021,10,60,"21,881","2,148","2,304","1,755","1,449","1,510","1,566","2,004","1,649","2,039","1,600","2,462","1,395"
2021,10,70,"7,142",760,833,623,491,339,308,617,594,561,579,895,542
2021,10,80,"2,525",258,263,191,155,128,144,198,213,230,237,330,178
2021,10,90,256,29,17,19,18,15,17,24,19,25,17,32,24
2021,10,100,7,1,0,0,0,1,1,1,0,1,0,2,0
2021,11,총,"147,171","13,523","14,653","10,175","7,859","9,125","11,714","13,642","9,805","17,441","10,329","16,371","12,534"
2021,11,0,"8,818",772,892,390,279,418,725,825,468,"1,318",707,770,"1,254"
2021,11,10,"13,061","1,203","1,321",617,475,742,"1,264","1,344",698,"1,762",872,"1,272","1,491"
2021,11,20,"22,312","1,949","2,262","1,541","1,214","1,632","1,950","2,153","1,454","2,732","1,472","2,577","1,376"
2021,11,30,"19,847","1,762","1,816","1,389","1,171","1,417","1,307","1,732","1,497","2,505","1,274","2,284","1,693"
