년도,월,나이,강원도,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 화천군,강원도 양구군,강원도 인제군,강원도 고성군,강원도 양양군
2020,6,10,"139,764","27,298","36,252","19,472","8,871","3,912","7,554","5,186","5,293","3,645","3,008","2,988","2,610","3,889","1,818","2,111","2,293","1,663","1,901"
2020,6,20,"179,041","36,944","45,222","25,047","9,323","3,690","8,924","7,402","6,759","3,887","3,290","3,396","2,868","5,937","3,828","3,064","4,108","2,966","2,386"
2020,6,30,"168,403","34,462","45,415","21,964","9,451","3,986","9,288","6,019","6,226","3,525","2,867","3,243","3,242","4,774","2,847","2,608","3,876","2,231","2,379"
2020,6,40,"225,843","42,559","57,451","32,497","14,747","6,542","12,524","9,075","8,365","5,159","4,745","5,409","4,988","5,795","2,773","2,576","3,993","3,105","3,540"
2020,6,50,"268,566","47,007","60,360","36,634","15,627","7,506","15,133","11,480","12,918","8,870","7,451","8,151","7,140","7,348","3,979","3,604","5,333","4,932","5,093"
2020,6,60,"232,937","36,880","43,651","32,700","13,406","7,585","12,229","10,842","13,314","9,820","7,866","8,588","7,324","6,497","3,633","3,254","4,955","5,031","5,362"
2020,6,70,"135,719","21,050","21,586","19,449","8,051","4,881","6,750","7,238","7,324","5,625","4,896","5,040","4,539","4,819","2,461","2,062","2,744","3,537","3,667"
2020,6,80,"69,687","11,303","11,702","9,619","3,666","2,051","3,119","3,912","4,263","3,134","2,602","2,590","2,147","2,159","1,305","1,106","1,448","1,784","1,777"
2020,6,90,"10,854","1,867","1,754","1,585",500,260,594,561,612,507,345,343,342,352,202,147,242,331,310
2020,6,100,827,107,105,106,30,62,34,50,42,32,50,41,48,46,15,13,14,16,16
2020,7,총,"1,540,094","281,516","352,726","212,978","90,481","43,098","82,211","65,698","69,232","46,402","38,818","41,709","37,001","44,924","24,753","22,295","31,526","26,867","27,859"
2020,7,0,"107,373","21,879","28,687","13,760","6,758","2,702","5,905","3,956","3,866","2,223","1,714","1,945","1,774","3,374","1,846","1,777","2,539","1,298","1,370"
2020,7,10,"139,436","27,200","36,202","19,383","8,864","3,885","7,562","5,214","5,292","3,642","2,995","2,956","2,605","3,866","1,812","2,106","2,304","1,650","1,898"
2020,7,20,"179,168","36,991","45,201","25,048","9,326","3,691","8,946","7,390","6,973","3,863","3,304","3,385","2,857","5,890","3,849","3,050","4,067","2,948","2,389"
2020,7,30,"167,981","34,419","45,421","21,877","9,427","3,932","9,261","5,968","6,199","3,513","2,859","3,217","3,203","4,759","2,847","2,601","3,870","2,226","2,382"
2020,7,40,"225,730","42,543","57,490","32,530","14,712","6,534","12,529","9,062","8,348","5,133","4,722","5,396","4,985","5,772","2,767","2,569","3,990","3,101","3,547"
2020,7,50,"268,643","47,025","60,441","36,699","15,617","7,491","15,156","11,474","12,912","8,837","7,436","8,150","7,116","7,350","3,986","3,599","5,320","4,926","5,108"
2020,7,60,"234,183","37,045","44,015","32,837","13,505","7,602","12,321","10,870","13,361","9,878","7,883","8,622","7,376","6,526","3,655","3,271","4,979","5,047","5,390"
2020,7,70,"135,817","21,056","21,638","19,481","8,065","4,885","6,761","7,245","7,328","5,637","4,892","5,046","4,539","4,811","2,451","2,051","2,741","3,527","3,663"
2020,7,80,"70,024","11,379","11,765","9,663","3,670","2,050","3,139","3,899","4,300","3,134","2,615","2,601","2,157","2,180","1,318","1,112","1,458","1,798","1,786"
2020,7,90,"10,908","1,870","1,760","1,594",507,264,597,570,611,510,348,349,340,350,207,146,244,331,310
2020,7,100,831,109,106,106,30,62,34,50,42,32,50,42,49,46,15,13,14,15,16
2020,8,총,"1,540,689","281,854","352,964","212,935","90,548","42,980","82,343","65,708","69,167","46,409","38,773","41,742","37,006","44,833","24,802","22,329","31,571","26,857","27,868"
2020,8,0,"107,032","21,827","28,583","13,710","6,758","2,674","5,903","3,929","3,846","2,215","1,706","1,930","1,761","3,373","1,852","1,767","2,529","1,302","1,367"
2020,8,10,"139,068","27,139","36,157","19,281","8,839","3,864","7,534","5,265","5,251","3,614","2,971","2,970","2,600","3,847","1,813","2,100","2,299","1,647","1,877"
2020,8,20,"179,267","37,103","45,212","25,069","9,353","3,677","8,971","7,397","6,939","3,856","3,302","3,377","2,840","5,861","3,854","3,099","4,060","2,921","2,376"
2020,8,30,"167,651","34,416","45,394","21,815","9,377","3,895","9,278","5,940","6,173","3,486","2,850","3,189","3,178","4,732","2,860","2,597","3,881","2,217","2,373"
2020,8,40,"225,317","42,504","57,409","32,400","14,700","6,506","12,532","9,033","8,324","5,124","4,682","5,392","4,983","5,755","2,764","2,567","4,000","3,097","3,545"
2020,8,50,"268,684","47,083","60,505","36,782","15,624","7,459","15,138","11,446","12,895","8,848","7,424","8,156","7,117","7,310","3,978","3,570","5,313","4,915","5,121"
2020,8,60,"235,672","37,310","44,317","32,970","13,604","7,622","12,440","10,942","13,437","9,936","7,931","8,673","7,402","6,570","3,683","3,312","5,035","5,074","5,414"
2020,8,70,"135,836","21,027","21,678","19,508","8,069","4,908","6,766","7,233","7,317","5,643","4,885","5,038","4,562","4,792","2,450","2,037","2,723","3,528","3,672"
2020,8,80,"70,320","11,445","11,829","9,683","3,682","2,046","3,147","3,900","4,321","3,139","2,624","2,626","2,167","2,191","1,322","1,122","1,472","1,808","1,796"
2020,8,90,"11,003","1,889","1,772","1,611",512,267,600,573,622,515,347,350,346,356,211,144,245,332,311
2020,8,100,839,111,108,106,30,62,34,50,42,33,51,41,50,46,15,14,14,16,16
2020,9,총,"1,541,104","282,012","353,189","213,055","90,575","42,937","82,457","65,639","69,164","46,482","38,698","41,706","36,956","44,799","24,855","22,315","31,538","26,787","27,940"
2020,9,0,"106,680","21,811","28,485","13,647","6,745","2,650","5,885","3,905","3,819","2,208","1,703","1,918","1,753","3,367","1,838","1,767","2,521","1,293","1,365"
2020,9,10,"138,747","27,073","36,082","19,242","8,818","3,880","7,529","5,263","5,248","3,597","2,936","2,948","2,576","3,843","1,818","2,083","2,293","1,641","1,877"
2020,9,20,"179,232","37,147","45,245","25,053","9,360","3,665","8,983","7,383","6,916","3,858","3,284","3,375","2,846","5,828","3,874","3,111","4,028","2,895","2,381"
2020,9,30,"167,217","34,356","45,317","21,741","9,350","3,864","9,266","5,887","6,162","3,474","2,836","3,152","3,148","4,739","2,874","2,588","3,873","2,210","2,380"
2020,9,40,"225,066","42,487","57,364","32,371","14,699","6,498","12,500","9,023","8,296","5,137","4,654","5,381","4,990","5,742","2,757","2,556","3,984","3,064","3,563"
2020,9,50,"268,664","47,079","60,614","36,838","15,612","7,434","15,191","11,406","12,881","8,840","7,406","8,142","7,074","7,280","3,969","3,568","5,307","4,903","5,120"
2020,9,60,"237,025","37,492","44,621","33,126","13,670","7,636","12,529","10,999","13,534","10,012","7,962","8,723","7,437","6,622","3,714","3,322","5,083","5,101","5,442"
2020,9,70,"135,771","21,034","21,658","19,555","8,083","4,916","6,772","7,221","7,309","5,642","4,874","5,020","4,548","4,768","2,449","2,037","2,700","3,513","3,672"
2020,9,80,"70,720","11,511","11,899","9,740","3,683","2,061","3,157","3,922","4,330","3,166","2,643","2,645","2,184","2,206","1,329","1,122","1,489","1,818","1,815"
2020,9,90,"11,142","1,909","1,797","1,636",525,270,612,580,628,515,347,360,350,359,218,147,247,333,309
2020,9,100,840,113,107,106,30,63,33,50,41,33,53,42,50,45,15,14,13,16,16
2020,10,총,"1,541,836","282,320","353,553","213,070","90,626","42,901","82,538","65,544","69,163","46,514","38,712","41,708","36,950","44,749","24,897","22,276","31,570","26,781","27,964"
2020,10,0,"106,244","21,789","28,377","13,568","6,727","2,630","5,882","3,878","3,793","2,182","1,701","1,908","1,745","3,357","1,816","1,744","2,502","1,285","1,360"
2020,10,10,"138,449","27,028","36,025","19,168","8,816","3,869","7,511","5,233","5,246","3,615","2,922","2,935","2,566","3,826","1,810","2,084","2,310","1,626","1,859"
2020,10,20,"179,516","37,163","45,354","25,078","9,379","3,688","9,013","7,387","6,895","3,835","3,312","3,388","2,844","5,851","3,925","3,097","4,034","2,887","2,386"
2020,10,30,"166,642","34,311","45,219","21,679","9,305","3,837","9,219","5,838","6,141","3,457","2,790","3,126","3,126","4,703","2,870","2,576","3,867","2,217","2,361"
2020,10,40,"224,848","42,489","57,315","32,335","14,653","6,468","12,494","8,981","8,299","5,144","4,659","5,377","4,992","5,722","2,752","2,562","3,985","3,064","3,557"
2020,10,50,"268,641","47,158","60,767","36,772","15,641","7,424","15,205","11,390","12,849","8,799","7,386","8,116","7,046","7,263","3,969","3,548","5,304","4,879","5,125"
2020,10,60,"238,567","37,720","44,953","33,355","13,759","7,665","12,612","11,063","13,609","10,114","7,996","8,778","7,476","6,654","3,742","3,335","5,114","5,129","5,493"
2020,10,70,"135,672","21,018","21,680","19,565","8,085","4,902","6,784","7,220","7,306","5,616","4,874","5,005","4,541","4,745","2,426","2,034","2,699","3,505","3,667"
2020,10,80,"71,218","11,622","11,958","9,809","3,702","2,078","3,176","3,925","4,353","3,197","2,667","2,669","2,209","2,221","1,350","1,133","1,487","1,838","1,824"
2020,10,90,"11,189","1,907","1,794","1,633",529,276,610,579,629,523,353,364,355,362,222,149,253,335,316
2020,10,100,850,115,111,108,30,64,32,50,43,32,52,42,50,45,15,14,15,16,16
2020,11,총,"1,542,374","282,544","353,928","213,189","90,560","42,800","82,636","65,409","69,192","46,533","38,710","41,665","36,937","44,706","24,868","22,350","31,623","26,798","27,926"
2020,11,0,"105,908","21,700","28,339","13,527","6,693","2,595","5,900","3,865","3,792","2,158","1,686","1,885","1,746","3,346","1,804","1,719","2,512","1,290","1,351"
2020,11,10,"138,054","26,998","35,970","19,076","8,789","3,856","7,487","5,193","5,212","3,590","2,908","2,927","2,559","3,818","1,805","2,078","2,315","1,628","1,845"
2020,11,20,"179,792","37,269","45,391","25,151","9,379","3,686","9,026","7,344","6,900","3,858","3,322","3,405","2,837","5,847","3,916","3,167","4,016","2,868","2,410"
2020,11,30,"166,313","34,239","45,234","21,665","9,259","3,796","9,208","5,801","6,118","3,454","2,781","3,103","3,104","4,671","2,855","2,566","3,890","2,228","2,341"
2020,11,40,"224,703","42,500","57,317","32,354","14,610","6,460","12,485","8,950","8,299","5,121","4,635","5,361","4,982","5,708","2,744","2,570","4,001","3,067","3,539"
2020,11,50,"268,344","47,171","60,775","36,703","15,648","7,402","15,197","11,365","12,815","8,763","7,397","8,080","7,028","7,246","3,955","3,557","5,287","4,844","5,111"
2020,11,60,"240,048","37,925","45,320","33,547","13,831","7,674","12,707","11,109","13,705","10,212","8,039","8,821","7,526","6,694","3,770","3,357","5,146","5,166","5,499"
2020,11,70,"135,592","21,018","21,669","19,585","8,066","4,907","6,794","7,205","7,300","5,601","4,854","5,001","4,536","4,738","2,423","2,033","2,690","3,509","3,663"
2020,11,80,"71,520","11,691","11,993","9,835","3,722","2,080","3,187","3,946","4,370","3,220","2,685","2,677","2,218","2,231","1,354","1,138","1,499","1,843","1,831"
2020,11,90,"11,248","1,918","1,808","1,637",533,280,613,581,637,524,351,364,351,364,227,151,252,338,319
2020,11,100,852,115,112,109,30,64,32,50,44,32,52,41,50,43,15,14,15,17,17
2020,12,총,"1,542,840","282,765","354,376","213,321","90,593","42,719","82,665","65,243","69,242","46,472","38,662","41,681","36,870","44,699","24,857","22,278","31,694","26,757","27,946"
2020,12,0,"105,598","21,669","28,302","13,488","6,625","2,574","5,859","3,861","3,800","2,159","1,677","1,868","1,736","3,365","1,791","1,702","2,499","1,273","1,350"
2020,12,10,"137,508","26,937","35,918","18,974","8,817","3,831","7,478","5,134","5,180","3,500","2,869","2,907","2,544","3,795","1,797","2,047","2,314","1,621","1,845"
2020,12,20,"180,015","37,345","45,576","25,201","9,419","3,679","9,018","7,236","6,875","3,851","3,311","3,415","2,820","5,846","3,906","3,171","4,067","2,868","2,411"
2020,12,30,"166,349","34,254","45,323","21,691","9,233","3,779","9,199","5,795","6,139","3,439","2,780","3,098","3,078","4,687","2,846","2,547","3,902","2,219","2,340"
2020,12,40,"224,378","42,476","57,215","32,357","14,569","6,434","12,482","8,923","8,297","5,119","4,614","5,341","4,978","5,687","2,745","2,556","3,998","3,063","3,524"
2020,12,50,"267,815","47,024","60,829","36,652","15,638","7,376","15,176","11,331","12,754","8,739","7,364","8,080","6,986","7,227","3,914","3,547","5,255","4,822","5,101"
2020,12,60,"241,578","38,227","45,593","33,706","13,905","7,682","12,798","11,167","13,820","10,273","8,091","8,876","7,575","6,726","3,837","3,365","5,205","5,193","5,539"
2020,12,70,"135,459","21,021","21,636","19,586","8,082","4,924","6,804","7,187","7,310","5,592","4,834","4,988","4,520","4,716","2,415","2,020","2,677","3,499","3,648"
2020,12,80,"72,012","11,775","12,062","9,908","3,750","2,093","3,202","3,976","4,387","3,242","2,715","2,701","2,231","2,244","1,366","1,160","1,507","1,843","1,850"
2020,12,90,"11,264","1,918","1,810","1,649",524,282,617,582,637,523,355,365,352,361,225,148,256,339,321
2020,12,100,864,119,112,109,31,65,32,51,43,35,52,42,50,45,15,15,14,17,17
2021,1,총,"1,541,696","282,693","354,664","213,412","90,416","42,586","82,652","64,946","69,142","46,441","38,565","41,587","36,783","44,563","24,732","22,161","31,720","26,687","27,946"
2021,1,0,"105,030","21,512","28,236","13,428","6,576","2,537","5,820","3,826","3,771","2,152","1,671","1,852","1,712","3,352","1,784","1,685","2,487","1,271","1,358"
2021,1,10,"136,888","26,958","35,852","18,925","8,760","3,806","7,460","5,070","5,131","3,447","2,820","2,879","2,541","3,759","1,769","1,988","2,304","1,601","1,818"
2021,1,20,"179,392","37,219","45,621","25,113","9,407","3,653","8,981","7,089","6,858","3,816","3,272","3,390","2,792","5,809","3,858","3,142","4,121","2,832","2,419"
2021,1,30,"165,709","34,164","45,234","21,660","9,143","3,743","9,166","5,734","6,063","3,430","2,771","3,076","3,059","4,668","2,844","2,524","3,870","2,224","2,336"
2021,1,40,"223,835","42,433","57,160","32,330","14,490","6,391","12,463","8,884","8,274","5,111","4,571","5,312","4,933","5,661","2,714","2,544","3,999","3,043","3,522"
2021,1,50,"267,211","46,940","60,832","36,624","15,631","7,345","15,134","11,300","12,695","8,714","7,326","8,019","6,975","7,176","3,885","3,536","5,237","4,786","5,056"
2021,1,60,"243,284","38,542","45,951","33,929","13,975","7,717","12,936","11,229","13,932","10,347","8,135","8,929","7,596","6,761","3,862","3,386","5,240","5,227","5,590"
2021,1,70,"135,573","21,007","21,681","19,649","8,097","4,928","6,809","7,172","7,330","5,588","4,858","5,013","4,527","4,705","2,390","2,027","2,671","3,483","3,638"
2021,1,80,"72,528","11,862","12,149","9,982","3,771","2,118","3,229","4,005","4,402","3,271","2,735","2,706","2,244","2,263","1,382","1,161","1,517","1,861","1,870"
2021,1,90,"11,378","1,936","1,838","1,662",532,282,623,583,644,529,354,370,355,365,228,153,259,342,323
2021,1,100,868,120,110,110,34,66,31,54,42,36,52,41,49,44,16,15,15,17,16
2021,2,총,"1,540,875","283,141","354,933","213,231","90,320","42,381","82,531","64,680","69,041","46,447","38,418","41,514","36,704","44,380","24,652","22,123","31,665","26,734","27,980"
2021,2,0,"104,721","21,496","28,150","13,369","6,543","2,504","5,784","3,796","3,773","2,151","1,653","1,841","1,714","3,330","1,791","1,704","2,471","1,296","1,355"
2021,2,10,"136,420","26,974","35,824","18,853","8,738","3,753","7,401","5,039","5,071","3,430","2,808","2,863","2,526","3,731","1,748","1,950","2,292","1,607","1,812"
2021,2,20,"178,462","37,291","45,429","24,968","9,362","3,642","8,952","6,956","6,829","3,802","3,203","3,353","2,765","5,685","3,822","3,133","4,079","2,784","2,407"
2021,2,30,"165,142","34,144","45,253","21,508","9,064","3,659","9,141","5,645","6,044","3,416","2,742","3,052","3,028","4,673","2,835","2,540","3,843","2,235","2,320"
2021,2,40,"223,343","42,396","57,093","32,260","14,468","6,365","12,430","8,844","8,219","5,094","4,551","5,291","4,907","5,641","2,690","2,518","3,991","3,046","3,539"
2021,2,50,"266,717","46,942","60,873","36,609","15,599","7,299","15,091","11,273","12,630","8,693","7,276","7,985","6,944","7,121","3,863","3,510","5,200","4,766","5,043"
2021,2,60,"245,138","38,869","46,393","34,179","14,086","7,756","13,009","11,277","14,049","10,399","8,173","8,979","7,630","6,825","3,880","3,413","5,308","5,274","5,639"
2021,2,70,"135,408","20,989","21,676","19,648","8,076","4,919","6,807","7,185","7,300","5,582","4,839","4,994","4,530","4,695","2,382","2,018","2,684","3,468","3,616"
2021,2,80,"73,189","11,975","12,265","10,050","3,817","2,134","3,264","4,024","4,429","3,320","2,764","2,739","2,258","2,269","1,395","1,165","1,522","1,893","1,906"
2021,2,90,"11,461","1,945","1,865","1,678",533,285,619,588,652,523,358,377,352,366,228,157,260,348,327
2021,2,100,874,120,112,109,34,65,33,53,45,37,51,40,50,44,18,15,15,17,16
2021,3,총,"1,536,399","282,328","354,437","212,909","89,922","42,249","82,213","64,393","68,751","46,399","38,458","41,212","36,059","44,171","24,506","22,172","31,521","26,743","27,956"
2021,3,0,"104,267","21,417","28,073","13,309","6,511","2,495","5,781","3,772","3,729","2,125","1,641","1,836","1,707","3,315","1,776","1,702","2,455","1,289","1,334"
2021,3,10,"136,144","26,803","35,646","18,753","8,680","3,764","7,333","5,044","5,110","3,571","2,934","2,825","2,501","3,708","1,742","2,034","2,278","1,603","1,815"
2021,3,20,"177,773","37,284","45,265","24,929","9,265","3,621","8,927","6,975","6,764","3,788","3,183","3,346","2,723","5,629","3,781","3,100","4,063","2,743","2,387"
