년도,월,나이,충청남도 보령시,충청남도 보령시 웅천읍,충청남도 보령시 주포면,충청남도 보령시 오천면,충청남도 보령시 오천면어항출장소,충청남도 보령시 오천면원산도출장소,충청남도 보령시 천북면,충청남도 보령시 청소면,충청남도 보령시 청라면,충청남도 보령시 남포면,충청남도 보령시 주산면,충청남도 보령시 미산면,충청남도 보령시 성주면,충청남도 보령시 주교면,충청남도 보령시 대천1동,충청남도 보령시 대천2동,충청남도 보령시 대천3동,충청남도 보령시 대천4동,충청남도 보령시 대천5동,충청남도 보령시 원산도출장소
2020,11,80,"2,237",212,36,83,40,,144,119,160,186,143,84,54,145,208,134,139,146,164,40
2020,11,90,198,27,5,9,3,,7,16,10,21,18,7,4,10,17,8,9,12,11,4
2020,11,100,13,2,0,0,0,,0,0,1,1,1,0,0,0,2,1,1,4,0,0
2020,12,총,"50,807","3,179",878,"1,156",875,,"1,836","1,319","2,002","2,597","1,201",894,"1,148","2,812","7,279","3,452","8,384","7,817","3,375",603
2020,12,0,"3,085",75,16,17,25,,52,40,72,74,36,26,41,93,552,240,824,778,111,13
2020,12,10,"4,306",157,60,59,51,,103,64,112,129,42,35,66,179,737,329,"1,001",946,198,38
2020,12,20,"5,598",274,144,77,88,,134,84,170,227,67,60,96,307,975,409,"1,160",959,328,39
2020,12,30,"5,121",213,44,80,70,,137,86,119,172,62,43,85,248,838,409,"1,150",983,340,42
2020,12,40,"7,650",354,97,173,139,,210,130,236,268,120,104,165,418,"1,176",573,"1,546","1,381",493,67
2020,12,50,"9,169",627,161,238,186,,353,242,365,527,204,145,249,538,"1,248",612,"1,325","1,322",687,140
2020,12,60,"8,408",758,205,250,186,,403,301,456,605,280,231,233,530,979,461,849,860,685,136
2020,12,70,"5,019",479,110,170,86,,296,238,299,389,230,159,155,340,548,274,380,425,358,83
2020,12,80,"2,237",212,36,82,40,,142,118,161,184,142,84,54,148,207,136,139,147,164,41
2020,12,90,201,28,5,10,4,,6,16,11,20,17,7,4,11,18,8,9,12,11,4
2020,12,100,13,2,0,0,0,,0,0,1,2,1,0,0,0,1,1,1,4,0,0
2021,1,총,"50,657","3,156",870,"1,153",875,,"1,835","1,315","1,991","2,595","1,199",892,"1,134","2,799","7,286","3,434","8,329","7,844","3,351",599
2021,1,0,"3,049",75,16,15,24,,52,40,70,78,33,25,42,91,543,234,810,778,110,13
2021,1,10,"4,287",154,54,56,52,,104,66,111,123,45,36,64,175,747,325,"1,000",942,196,37
2021,1,20,"5,568",266,142,80,86,,135,82,166,223,65,60,91,304,989,407,"1,150",962,322,38
2021,1,30,"5,065",212,42,77,70,,138,86,118,170,60,42,82,242,828,401,"1,122",998,335,42
2021,1,40,"7,616",346,97,175,136,,206,122,237,269,119,102,163,423,"1,175",574,"1,547","1,374",486,65
2021,1,50,"9,110",618,162,234,187,,346,247,363,526,201,145,245,528,"1,238",606,"1,308","1,333",684,139
2021,1,60,"8,458",762,206,251,187,,410,298,454,603,283,234,231,534,990,470,858,868,684,135
2021,1,70,"5,048",479,110,172,88,,293,239,304,396,231,158,159,341,551,275,385,425,357,85
2021,1,80,"2,241",214,36,84,41,,145,120,156,184,144,83,53,150,205,134,139,148,164,41
2021,1,90,202,28,5,9,4,,6,15,11,21,17,7,4,11,19,7,9,12,13,4
2021,1,100,13,2,0,0,0,,0,0,1,2,1,0,0,0,1,1,1,4,0,0
2021,2,총,"50,499","3,135",862,"1,159",881,,"1,826","1,312","1,996","2,589","1,196",891,"1,124","2,790","7,226","3,425","8,326","7,834","3,333",594
2021,2,0,"3,018",72,15,15,25,,51,39,66,82,33,25,41,93,538,237,802,768,103,13
2021,2,10,"4,267",152,54,57,55,,105,63,112,117,44,36,63,173,739,324,"1,002",939,197,35
2021,2,20,"5,526",263,136,82,85,,132,83,160,223,64,59,91,302,974,398,"1,146",968,322,38
2021,2,30,"5,014",207,40,78,68,,131,86,118,165,57,43,78,238,832,399,"1,110",984,338,42
2021,2,40,"7,592",342,97,172,138,,207,124,236,267,121,102,162,418,"1,159",573,"1,561","1,372",477,64
2021,2,50,"9,058",610,161,232,190,,342,246,371,519,197,143,239,531,"1,223",602,"1,302","1,336",677,137
2021,2,60,"8,493",765,207,255,187,,414,299,458,611,288,234,232,532,984,470,865,875,682,135
2021,2,70,"5,056",480,111,173,89,,291,236,303,394,226,157,161,344,552,278,388,426,363,84
2021,2,80,"2,253",214,36,86,40,,147,121,160,187,147,85,52,145,205,135,140,150,161,42
2021,2,90,209,28,5,9,4,,6,15,11,22,18,7,5,14,19,8,9,12,13,4
2021,2,100,13,2,0,0,0,,0,0,1,2,1,0,0,0,1,1,1,4,0,0
2021,3,총,"50,329","3,109",881,"1,152",875,,"1,809","1,306","1,975","2,592","1,192",885,"1,099","2,779","7,211","3,433","8,262","7,857","3,320",592
2021,3,0,"3,001",72,15,15,24,,52,37,66,80,30,24,41,94,530,241,796,771,100,13
2021,3,10,"4,242",147,56,58,55,,99,65,109,115,45,36,58,174,738,324,994,940,194,35
2021,3,20,"5,508",262,147,82,86,,132,83,164,220,65,60,94,298,965,401,"1,117",982,313,37
2021,3,30,"4,988",201,39,78,68,,131,87,113,169,55,40,75,238,842,404,"1,094",976,336,42
2021,3,40,"7,522",338,99,167,133,,200,120,230,270,120,98,160,412,"1,149",572,"1,554","1,363",475,62
2021,3,50,"9,000",606,157,232,187,,332,246,370,513,197,146,227,516,"1,217",604,"1,296","1,346",671,137
2021,3,60,"8,545",767,213,249,186,,415,296,459,619,291,233,230,543,991,466,874,884,695,134
2021,3,70,"5,045",474,113,175,92,,294,236,297,393,221,158,159,342,556,275,383,431,360,86
2021,3,80,"2,265",215,37,87,40,,147,122,157,190,148,82,52,147,207,139,143,147,162,43
2021,3,90,206,27,5,9,4,,7,14,10,21,19,8,3,15,16,7,10,14,14,3
2021,3,100,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021,4,총,"50,271","3,096",877,"1,152",876,,"1,816","1,304","1,977","2,606","1,196",881,"1,090","2,771","7,186","3,433","8,273","7,829","3,306",602
2021,4,0,"2,983",73,15,15,29,,54,36,66,78,30,23,40,95,527,233,796,758,102,13
2021,4,10,"4,239",147,54,60,55,,96,63,111,120,45,37,59,173,728,329,997,936,194,35
2021,4,20,"5,484",260,144,82,83,,133,84,159,217,66,58,89,298,962,398,"1,118",986,307,40
2021,4,30,"4,967",200,40,78,66,,134,89,115,171,56,37,72,232,836,405,"1,095",969,331,41
2021,4,40,"7,501",330,100,164,132,,202,118,229,270,120,100,163,412,"1,139",570,"1,552","1,358",476,66
2021,4,50,"8,974",601,156,230,189,,329,249,366,514,195,146,224,515,"1,224",599,"1,296","1,330",670,141
2021,4,60,"8,582",768,212,253,186,,419,294,461,623,291,233,232,539,998,475,879,892,693,134
2021,4,70,"5,061",474,114,176,92,,295,237,302,395,224,157,157,341,554,276,389,437,357,84
2021,4,80,"2,264",215,37,86,40,,147,119,158,195,149,81,51,151,202,141,140,146,161,45
2021,4,90,209,28,5,8,4,,7,15,10,21,19,9,3,15,16,7,10,14,15,3
2021,4,100,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021,5,총,"50,257","3,097",880,"1,147",881,,"1,801","1,311","1,978","2,609","1,197",876,"1,087","2,763","7,212","3,435","8,253","7,826","3,299",605
2021,5,0,"2,972",73,16,15,30,,55,36,65,76,30,20,43,92,530,235,784,755,103,14
2021,5,10,"4,225",143,57,59,56,,93,65,108,119,46,37,61,167,730,324,999,931,195,35
2021,5,20,"5,504",261,144,79,83,,129,83,156,221,64,57,88,301,970,402,"1,123",991,310,42
2021,5,30,"4,951",198,39,79,65,,135,92,117,172,56,35,71,228,846,401,"1,081",969,327,40
2021,5,40,"7,467",325,96,161,132,,197,120,229,269,119,100,160,411,"1,134",569,"1,552","1,356",470,67
2021,5,50,"8,948",598,159,232,187,,325,244,367,510,196,143,221,512,"1,224",601,"1,292","1,325",668,144
2021,5,60,"8,629",776,214,249,192,,417,299,463,628,293,238,234,543,"1,001",476,880,902,694,130
2021,5,70,"5,067",478,114,178,91,,295,237,305,395,223,155,155,341,556,278,391,437,353,85
2021,5,80,"2,276",217,37,87,41,,148,120,158,197,150,82,51,152,204,142,140,142,164,44
2021,5,90,211,28,4,8,4,,7,15,10,20,19,9,3,16,17,7,10,15,15,4
2021,5,100,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021,6,총,"50,235","3,097",879,"1,141",881,,"1,800","1,306","1,971","2,603","1,200",872,"1,085","2,747","7,197","3,450","8,252","7,838","3,312",604
2021,6,0,"2,962",72,16,14,30,,54,36,62,79,29,20,42,92,524,235,787,753,103,14
2021,6,10,"4,219",145,56,60,57,,96,64,106,119,47,36,62,166,727,320,"1,000",930,194,34
2021,6,20,"5,496",253,142,76,81,,125,85,156,222,66,53,83,300,955,408,"1,122","1,012",314,43
2021,6,30,"4,943",196,40,78,65,,135,89,116,166,57,36,76,223,850,404,"1,085",963,326,38
2021,6,40,"7,474",329,95,160,131,,201,122,228,270,119,99,162,405,"1,132",574,"1,551","1,354",474,68
2021,6,50,"8,892",593,156,229,189,,320,240,363,503,197,141,218,504,"1,223",605,"1,280","1,328",664,139
2021,6,60,"8,688",785,218,252,191,,422,300,468,631,293,239,232,550,"1,006",477,883,903,703,135
2021,6,70,"5,073",478,115,177,90,,294,233,305,395,224,157,153,340,560,278,395,437,356,86
2021,6,80,"2,270",217,37,87,43,,146,122,158,195,148,81,54,150,203,142,140,140,164,43
2021,6,90,211,29,4,8,4,,7,15,9,21,19,10,3,17,17,7,8,15,14,4
2021,6,100,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021,7,총,"50,211","3,096",882,"1,139",886,,"1,807","1,311","1,960","2,592","1,193",877,"1,082","2,741","7,172","3,457","8,246","7,849","3,317",604
2021,7,0,"2,946",69,15,14,32,,54,33,58,75,29,21,41,93,518,232,788,752,109,13
2021,7,10,"4,202",143,51,59,56,,92,61,109,120,45,36,63,163,721,325,996,934,192,36
2021,7,20,"5,485",254,147,77,82,,130,90,149,223,65,53,81,297,948,408,"1,120","1,009",309,43
2021,7,30,"4,938",197,39,79,66,,137,88,120,161,57,34,75,224,848,405,"1,084",959,329,36
2021,7,40,"7,442",330,94,158,130,,200,122,224,268,117,99,161,399,"1,117",580,"1,549","1,350",475,69
2021,7,50,"8,889",589,158,231,186,,319,243,359,499,196,141,216,501,"1,232",601,"1,280","1,336",666,136
2021,7,60,"8,735",789,218,249,197,,426,301,473,635,294,244,235,558,"1,008",473,883,912,702,138
2021,7,70,"5,080",480,120,176,91,,297,233,301,394,219,157,154,337,562,280,396,440,356,87
2021,7,80,"2,278",216,36,88,42,,145,125,159,194,150,82,53,154,201,146,141,140,164,42
2021,7,90,209,29,4,8,4,,7,15,8,21,20,10,3,15,17,7,8,14,15,4
2021,7,100,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021,8,총,"50,108","3,095",868,"1,141",882,,"1,806","1,302","1,961","2,584","1,196",878,"1,077","2,736","7,152","3,456","8,220","7,851","3,300",603
2021,8,0,"2,921",70,13,14,32,,52,34,59,76,27,20,40,90,516,228,780,751,106,13
2021,8,10,"4,171",144,50,59,56,,94,60,108,119,45,37,61,162,721,322,979,931,187,36
2021,8,20,"5,473",250,140,76,81,,128,91,149,220,65,53,83,293,940,409,"1,128","1,020",305,42
2021,8,30,"4,912",198,39,80,65,,138,86,118,156,57,34,76,225,838,404,"1,074",955,333,36
2021,8,40,"7,382",328,95,156,131,,202,117,224,263,118,97,159,392,"1,108",576,"1,533","1,344",471,68
2021,8,50,"8,879",586,154,235,181,,317,244,359,501,198,140,216,508,"1,226",604,"1,287","1,331",659,133
2021,8,60,"8,762",793,219,247,198,,423,298,475,634,291,245,235,559,"1,018",477,886,918,705,141
2021,8,70,"5,096",482,120,178,90,,298,232,304,397,221,158,152,334,564,280,401,442,357,86
2021,8,80,"2,291",215,35,88,44,,146,124,157,195,153,84,52,158,204,148,141,141,162,44
2021,8,90,214,29,3,8,4,,8,16,8,21,20,10,3,15,17,8,10,15,15,4
2021,8,100,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021,9,총,"50,024","3,090",863,"1,142",875,,"1,799","1,298","1,952","2,583","1,193",875,"1,079","2,733","7,132","3,448","8,201","7,866","3,294",601
2021,9,0,"2,900",70,12,15,28,,53,34,59,77,25,20,41,86,511,228,774,747,107,13
2021,9,10,"4,165",144,48,60,57,,94,58,106,117,45,36,61,164,714,323,979,937,186,36
2021,9,20,"5,393",241,131,75,81,,125,89,147,214,63,51,83,293,937,401,"1,100","1,015",306,41
2021,9,30,"4,883",196,38,78,62,,137,84,118,159,56,34,78,223,832,405,"1,075",950,322,36
2021,9,40,"7,365",332,98,154,130,,199,120,217,259,118,97,158,391,"1,100",571,"1,534","1,353",467,67
2021,9,50,"8,872",583,155,232,181,,313,241,355,502,194,140,214,504,"1,226",601,"1,296","1,340",662,133
2021,9,60,"8,800",796,222,256,197,,426,298,477,636,296,244,237,563,"1,024",476,886,921,705,140
2021,9,70,"5,121",484,120,176,92,,298,233,309,399,220,159,151,336,560,285,405,444,362,88
2021,9,80,"2,299",215,36,89,43,,145,126,156,195,154,83,53,157,210,150,141,140,163,43
2021,9,90,219,29,3,7,4,,9,15,8,23,21,11,3,16,18,8,10,16,14,4
2021,9,100,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021,10,총,"49,996","3,079",861,"1,136",870,,"1,791","1,296","1,945","2,586","1,190",874,"1,079","2,728","7,144","3,435","8,220","7,870","3,291",601
2021,10,0,"2,882",70,12,14,25,,50,35,58,75,23,19,41,80,513,218,775,753,108,13
2021,10,10,"4,157",144,45,59,56,,94,59,105,121,47,36,61,166,714,322,978,931,186,33
2021,10,20,"5,378",238,128,76,82,,124,83,146,212,63,52,82,291,945,398,"1,104","1,008",304,42
2021,10,30,"4,869",191,41,73,61,,136,84,115,157,56,32,76,220,844,401,"1,069",954,320,39
2021,10,40,"7,327",332,93,152,130,,195,124,212,256,113,97,157,392,"1,084",569,"1,538","1,351",465,67
2021,10,50,"8,907",582,157,236,179,,315,240,352,508,196,141,214,506,"1,235",604,"1,301","1,349",660,132
2021,10,60,"8,813",798,223,255,197,,423,300,483,637,295,243,239,560,"1,023",476,896,920,706,139
2021,10,70,"5,126",476,123,176,93,,301,231,310,398,221,159,154,340,556,288,404,441,368,87
2021,10,80,"2,311",219,35,88,43,,144,126,155,198,154,84,52,158,212,150,144,144,160,45
2021,10,90,219,29,4,7,4,,9,14,9,22,21,11,3,15,18,9,10,16,14,4
2021,10,100,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021,11,총,"49,941","3,056",861,"1,144",864,,"1,784","1,300","1,947","2,584","1,194",867,"1,079","2,719","7,127","3,419","8,212","7,892","3,288",604
2021,11,0,"2,878",67,12,14,24,,47,35,58,76,21,16,41,77,508,216,781,762,110,13
2021,11,10,"4,136",142,43,59,55,,91,60,100,123,50,36,61,163,705,319,983,927,186,33
2021,11,20,"5,353",231,129,78,82,,127,81,149,206,61,51,84,293,947,393,"1,089","1,007",302,43
2021,11,30,"4,861",194,42,75,59,,135,86,113,158,56,31,77,218,839,398,"1,053",970,317,40
2021,11,40,"7,281",328,89,152,128,,193,125,212,253,113,93,156,383,"1,074",567,"1,543","1,344",461,67
2021,11,50,"8,933",577,159,238,179,,317,240,357,512,202,140,211,508,"1,244",599,"1,303","1,354",661,132
2021,11,60,"8,820",791,223,258,196,,423,299,483,637,294,246,241,562,"1,022",480,896,918,711,140
2021,11,70,"5,133",474,123,175,95,,300,235,309,397,221,156,152,341,556,287,408,448,368,88
2021,11,80,"2,316",223,37,88,42,,141,124,156,197,153,87,53,159,214,151,145,145,157,44
2021,11,90,224,29,4,7,4,,10,15,10,23,22,11,3,15,18,9,10,15,15,4
