년도,월,나이,전라남도,목포시,여수시,순천시,나주시,광양시,담양군,곡성군,구례군,고흥군,보성군,화순군,장흥군,강진군,해남군,영암군,무안군,함평군,영광군,장성군,완도군,진도군,신안군
2020,2,100,119,17,15,7,11,5,4,2,3,7,6,2,4,4,2,7,4,3,4,4,3,0,5
2020,3,총,"933,896","114,138","143,551","140,597","57,667","78,834","23,562","13,955","12,647","31,295","19,992","30,938","18,625","16,934","34,459","27,900","40,836","16,311","26,716","23,357","25,346","15,021","21,215"
2020,3,0,"70,031","10,243","11,085","12,404","5,239","7,141","1,193",591,602,"1,337",979,"1,837","1,063",959,"2,159","1,949","3,652",759,"1,907","1,489","1,690",874,879
2020,3,10,"89,391","13,084","14,282","16,259","4,805","8,436","1,602","1,097","1,028","2,153","1,380","3,093","1,564","1,349","2,846","2,479","4,519","1,146","2,261","1,809","1,931","1,178","1,090"
2020,3,20,"112,355","14,898","19,193","20,154","6,465","11,799","2,962","1,341","1,105","2,528","1,752","3,683","1,791","1,612","3,163","2,829","4,433","1,526","2,851","2,804","2,252","1,388","1,826"
2020,3,30,"101,265","14,314","17,205","17,176","7,701","10,121","2,001",977,971,"2,116","1,455","2,491","1,572","1,346","2,792","2,858","4,774","1,213","2,597","2,083","2,359","1,270","1,873"
2020,3,40,"141,576","19,689","22,420","21,750","9,191","12,241","3,150","1,803","1,695","3,839","2,481","4,480","2,391","2,162","4,732","4,557","6,786","2,183","3,878","3,341","3,717","2,075","3,015"
2020,3,50,"169,211","18,478","25,438","24,919","9,441","15,777","4,524","2,770","2,609","5,788","3,818","6,137","3,500","3,134","6,570","5,367","6,817","3,282","4,793","4,338","4,533","2,790","4,388"
2020,3,60,"130,720","13,335","19,472","16,181","7,823","8,292","4,037","2,502","2,164","6,085","3,720","4,610","3,160","2,998","5,917","3,903","5,119","2,925","4,090","3,608","4,120","2,585","4,074"
2020,3,70,"82,837","7,660","10,769","8,252","4,907","3,462","2,768","1,786","1,592","4,904","2,806","3,069","2,316","2,221","4,334","2,635","3,404","2,165","3,038","2,595","3,288","2,003","2,863"
2020,3,80,"33,335","2,236","3,394","3,191","1,876","1,427","1,200",992,805,"2,283","1,455","1,386","1,154","1,059","1,795","1,211","1,230",996,"1,201","1,172","1,364",791,"1,117"
2020,3,90,"3,057",185,278,303,209,132,122,94,73,255,141,150,110,89,149,105,98,113,96,114,89,67,85
2020,3,100,118,16,15,8,10,6,3,2,3,7,5,2,4,5,2,7,4,3,4,4,3,0,5
2020,4,총,"932,970","114,140","143,493","140,348","57,620","79,031","23,501","13,892","12,587","31,244","19,944","30,920","18,568","16,886","34,381","27,860","40,860","16,239","26,693","23,342","25,319","14,998","21,104"
2020,4,0,"69,691","10,183","11,050","12,336","5,211","7,107","1,179",586,596,"1,324",978,"1,832","1,062",954,"2,140","1,940","3,646",756,"1,915","1,476","1,689",861,870
2020,4,10,"89,026","13,058","14,220","16,200","4,813","8,421","1,589","1,085","1,025","2,144","1,369","3,066","1,540","1,328","2,836","2,469","4,510","1,134","2,238","1,803","1,923","1,168","1,087"
2020,4,20,"112,233","14,920","19,124","20,157","6,445","11,842","2,938","1,327","1,081","2,521","1,749","3,690","1,785","1,608","3,149","2,824","4,438","1,510","2,841","2,832","2,248","1,404","1,800"
2020,4,30,"100,833","14,261","17,176","17,078","7,658","10,186","1,972",958,958,"2,092","1,436","2,472","1,547","1,337","2,781","2,836","4,776","1,187","2,592","2,059","2,348","1,272","1,851"
2020,4,40,"141,216","19,682","22,407","21,660","9,171","12,254","3,137","1,796","1,690","3,812","2,467","4,454","2,371","2,150","4,708","4,539","6,787","2,163","3,870","3,326","3,701","2,074","2,997"
2020,4,50,"169,080","18,500","25,421","24,891","9,455","15,813","4,531","2,757","2,583","5,776","3,818","6,153","3,499","3,119","6,549","5,372","6,809","3,266","4,782","4,327","4,539","2,770","4,350"
2020,4,60,"131,307","13,401","19,571","16,242","7,826","8,362","4,057","2,506","2,181","6,126","3,715","4,639","3,174","3,008","5,937","3,912","5,156","2,946","4,115","3,637","4,125","2,591","4,080"
2020,4,70,"82,819","7,658","10,794","8,278","4,936","3,475","2,769","1,789","1,585","4,887","2,805","3,062","2,309","2,218","4,318","2,632","3,400","2,156","3,037","2,587","3,275","1,994","2,855"
2020,4,80,"33,568","2,275","3,436","3,200","1,883","1,430","1,199",992,808,"2,298","1,460","1,401","1,165","1,069","1,815","1,221","1,239","1,005","1,203","1,177","1,374",798,"1,120"
2020,4,90,"3,079",186,279,298,211,135,127,94,77,257,142,149,112,90,147,108,95,113,96,114,94,66,89
2020,4,100,118,16,15,8,11,6,3,2,3,7,5,2,4,5,1,7,4,3,4,4,3,0,5
2020,5,총,"932,496","113,977","143,364","140,159","57,643","79,442","23,463","13,864","12,551","31,220","19,883","30,939","18,526","16,854","34,339","27,886","40,920","16,211","26,687","23,265","25,267","14,988","21,048"
2020,5,0,"69,467","10,136","11,009","12,290","5,206","7,090","1,171",585,585,"1,328",971,"1,823","1,065",943,"2,143","1,925","3,628",754,"1,937","1,480","1,683",854,861
2020,5,10,"88,705","13,015","14,173","16,153","4,802","8,402","1,595","1,072","1,029","2,124","1,356","3,061","1,525","1,317","2,822","2,463","4,519","1,125","2,226","1,771","1,904","1,172","1,079"
2020,5,20,"111,968","14,861","19,076","20,131","6,443","11,908","2,919","1,317","1,068","2,503","1,728","3,666","1,772","1,604","3,139","2,856","4,449","1,504","2,843","2,774","2,232","1,392","1,783"
2020,5,30,"100,471","14,203","17,078","16,963","7,631","10,298","1,966",956,938,"2,083","1,428","2,475","1,543","1,327","2,762","2,822","4,776","1,183","2,574","2,044","2,339","1,256","1,826"
2020,5,40,"140,930","19,659","22,390","21,596","9,148","12,352","3,098","1,777","1,669","3,784","2,444","4,457","2,357","2,151","4,691","4,531","6,773","2,141","3,849","3,328","3,691","2,066","2,978"
2020,5,50,"169,087","18,494","25,429","24,844","9,464","15,872","4,528","2,755","2,589","5,778","3,810","6,171","3,487","3,110","6,523","5,390","6,836","3,270","4,764","4,314","4,529","2,784","4,346"
2020,5,60,"131,832","13,423","19,614","16,327","7,882","8,437","4,084","2,515","2,194","6,139","3,730","4,665","3,188","3,006","5,961","3,920","5,178","2,950","4,137","3,649","4,139","2,595","4,099"
2020,5,70,"83,091","7,683","10,837","8,325","4,952","3,501","2,775","1,797","1,591","4,903","2,807","3,071","2,297","2,230","4,326","2,639","3,424","2,165","3,043","2,607","3,268","1,998","2,852"
2020,5,80,"33,734","2,298","3,468","3,219","1,896","1,442","1,198",988,806,"2,314","1,463","1,401","1,174","1,068","1,820","1,225","1,242","1,002","1,213","1,180","1,382",805,"1,130"
2020,5,90,"3,095",190,275,303,208,135,126,100,79,257,141,147,114,94,151,108,91,114,97,113,97,66,89
2020,5,100,116,15,15,8,11,5,3,2,3,7,5,2,4,4,1,7,4,3,4,5,3,0,5
2020,6,총,"931,898","113,829","143,298","140,303","57,642","79,189","23,431","13,836","12,523","31,214","19,855","30,997","18,482","16,851","34,269","27,892","40,940","16,181","26,665","23,250","25,246","14,972","21,033"
2020,6,0,"69,174","10,073","10,970","12,257","5,182","7,025","1,166",573,589,"1,328",957,"1,817","1,066",936,"2,131","1,919","3,610",755,"1,940","1,482","1,685",846,867
2020,6,10,"88,373","12,952","14,072","16,099","4,813","8,400","1,592","1,073","1,026","2,104","1,356","3,049","1,519","1,324","2,798","2,464","4,514","1,111","2,227","1,759","1,889","1,169","1,063"
2020,6,20,"111,830","14,852","19,079","20,182","6,443","11,830","2,901","1,301","1,061","2,494","1,721","3,672","1,744","1,601","3,137","2,848","4,467","1,495","2,842","2,784","2,233","1,388","1,755"
2020,6,30,"100,061","14,116","17,057","16,972","7,590","10,171","1,953",951,915,"2,088","1,419","2,482","1,530","1,313","2,758","2,809","4,789","1,175","2,549","2,037","2,317","1,252","1,818"
2020,6,40,"140,651","19,655","22,400","21,607","9,151","12,302","3,071","1,768","1,653","3,757","2,430","4,449","2,362","2,150","4,661","4,533","6,740","2,130","3,819","3,296","3,690","2,060","2,967"
2020,6,50,"168,487","18,441","25,315","24,820","9,417","15,823","4,489","2,735","2,576","5,782","3,792","6,175","3,463","3,096","6,466","5,364","6,821","3,245","4,757","4,295","4,512","2,759","4,344"
2020,6,60,"132,975","13,506","19,764","16,478","7,956","8,534","4,136","2,538","2,217","6,181","3,756","4,732","3,211","3,023","5,987","3,971","5,220","2,989","4,182","3,685","4,177","2,607","4,125"
2020,6,70,"83,330","7,714","10,871","8,361","4,966","3,520","2,785","1,804","1,605","4,901","2,809","3,075","2,293","2,240","4,359","2,641","3,440","2,162","3,032","2,611","3,260","2,014","2,867"
2020,6,80,"33,793","2,310","3,474","3,210","1,906","1,446","1,208",990,801,"2,315","1,466","1,399","1,173","1,072","1,820","1,231","1,244","1,001","1,217","1,180","1,383",811,"1,136"
2020,6,90,"3,107",194,281,309,208,133,127,101,77,257,143,145,117,92,151,105,91,115,96,116,97,66,86
2020,6,100,117,16,15,8,10,5,3,2,3,7,6,2,4,4,1,7,4,3,4,5,3,0,5
2020,7,총,"931,280","113,775","143,194","140,466","57,573","79,014","23,422","13,808","12,518","31,213","19,828","30,996","18,471","16,828","34,243","27,869","40,886","16,154","26,646","23,172","25,263","14,946","20,995"
2020,7,0,"68,920","10,018","10,923","12,255","5,175","6,993","1,163",574,589,"1,326",959,"1,816","1,059",924,"2,121","1,911","3,581",749,"1,942","1,466","1,684",835,857
2020,7,10,"88,092","12,922","13,985","16,067","4,811","8,377","1,586","1,063","1,013","2,097","1,351","3,046","1,519","1,329","2,789","2,444","4,495","1,106","2,226","1,754","1,890","1,164","1,058"
2020,7,20,"111,599","14,822","19,061","20,234","6,417","11,762","2,884","1,292","1,065","2,491","1,705","3,656","1,739","1,607","3,146","2,873","4,469","1,494","2,825","2,719","2,229","1,380","1,729"
2020,7,30,"99,666","14,047","16,994","16,975","7,570","10,115","1,949",959,915,"2,074","1,405","2,473","1,529","1,301","2,742","2,790","4,742","1,173","2,550","2,028","2,282","1,240","1,813"
2020,7,40,"140,422","19,674","22,368","21,602","9,124","12,264","3,047","1,756","1,643","3,767","2,423","4,431","2,345","2,139","4,644","4,512","6,755","2,117","3,800","3,288","3,715","2,061","2,947"
2020,7,50,"168,457","18,449","25,341","24,855","9,410","15,816","4,504","2,718","2,568","5,773","3,782","6,189","3,449","3,094","6,464","5,360","6,813","3,241","4,746","4,294","4,503","2,756","4,332"
2020,7,60,"133,396","13,545","19,802","16,558","7,958","8,569","4,150","2,546","2,223","6,204","3,759","4,757","3,231","3,022","6,001","3,991","5,242","2,994","4,195","3,702","4,197","2,603","4,147"
2020,7,70,"83,590","7,758","10,923","8,371","4,987","3,535","2,799","1,813","1,620","4,900","2,822","3,075","2,297","2,248","4,358","2,642","3,449","2,169","3,046","2,618","3,270","2,021","2,869"
2020,7,80,"33,921","2,329","3,493","3,231","1,906","1,446","1,208",985,804,"2,318","1,473","1,407","1,184","1,069","1,825","1,235","1,240","1,001","1,214","1,182","1,394",821,"1,156"
2020,7,90,"3,100",195,289,310,205,132,129,99,76,256,143,144,115,91,152,104,96,107,98,116,96,65,82
2020,7,100,117,16,15,8,10,5,3,3,2,7,6,2,4,4,1,7,4,3,4,5,3,0,5
2020,8,총,"930,466","113,053","143,046","140,794","57,546","78,726","23,373","13,779","12,476","31,179","19,796","30,993","18,426","16,794","34,182","27,777","41,659","16,130","26,601","23,049","25,208","14,912","20,967"
2020,8,0,"68,615","9,833","10,877","12,222","5,153","6,949","1,160",569,586,"1,316",958,"1,815","1,051",905,"2,100","1,867","3,756",754,"1,949","1,448","1,672",827,848
2020,8,10,"87,798","12,822","13,941","16,017","4,822","8,337","1,579","1,047",994,"2,098","1,342","3,029","1,514","1,318","2,780","2,421","4,586","1,094","2,214","1,744","1,889","1,157","1,053"
2020,8,20,"111,275","14,752","19,008","20,277","6,400","11,637","2,850","1,300","1,066","2,486","1,698","3,658","1,727","1,617","3,138","2,875","4,531","1,490","2,801","2,649","2,220","1,370","1,725"
2020,8,30,"99,247","13,828","16,914","17,137","7,542","10,014","1,936",941,897,"2,058","1,388","2,443","1,502","1,289","2,717","2,742","4,895","1,173","2,533","2,029","2,252","1,227","1,790"
2020,8,40,"140,129","19,575","22,341","21,615","9,109","12,196","3,033","1,746","1,632","3,756","2,414","4,417","2,347","2,129","4,620","4,486","6,910","2,084","3,790","3,245","3,691","2,061","2,932"
2020,8,50,"168,204","18,364","25,266","24,844","9,384","15,835","4,495","2,710","2,552","5,746","3,763","6,174","3,426","3,081","6,449","5,375","6,888","3,241","4,737","4,291","4,504","2,746","4,333"
2020,8,60,"134,178","13,586","19,919","16,713","8,008","8,626","4,165","2,566","2,247","6,221","3,781","4,790","3,253","3,034","6,035","4,016","5,275","3,013","4,213","3,725","4,209","2,615","4,168"
2020,8,70,"83,776","7,756","10,979","8,408","4,986","3,551","2,803","1,814","1,622","4,905","2,821","3,105","2,301","2,247","4,355","2,650","3,475","2,170","3,047","2,616","3,278","2,017","2,870"
2020,8,80,"34,001","2,321","3,500","3,245","1,926","1,446","1,221",982,802,"2,326","1,476","1,417","1,183","1,076","1,833","1,233","1,243",999,"1,213","1,180","1,392",827,"1,160"
2020,8,90,"3,128",200,286,308,207,130,128,101,76,260,149,143,118,94,154,105,96,109,101,117,98,65,83
2020,8,100,115,16,15,8,9,5,3,3,2,7,6,2,4,4,1,7,4,3,3,5,3,0,5
2020,9,총,"930,076","112,457","143,064","140,876","57,632","78,570","23,350","13,752","12,454","31,117","19,791","30,975","18,372","16,773","34,137","27,750","42,377","16,116","26,573","22,969","25,165","14,889","20,917"
2020,9,0,"68,306","9,653","10,817","12,177","5,150","6,912","1,170",569,576,"1,302",951,"1,804","1,046",901,"2,091","1,843","3,897",748,"1,947","1,432","1,665",813,842
2020,9,10,"87,514","12,736","13,886","15,980","4,823","8,303","1,567","1,038",994,"2,091","1,343","2,990","1,497","1,304","2,765","2,414","4,646","1,093","2,201","1,746","1,888","1,156","1,053"
2020,9,20,"111,213","14,730","19,035","20,326","6,410","11,560","2,834","1,293","1,054","2,469","1,691","3,669","1,730","1,619","3,126","2,892","4,601","1,483","2,800","2,611","2,199","1,373","1,708"
2020,9,30,"98,842","13,612","16,816","17,135","7,569","9,973","1,914",934,896,"2,043","1,378","2,436","1,486","1,284","2,716","2,700","5,061","1,163","2,523","1,998","2,233","1,214","1,758"
2020,9,40,"139,855","19,462","22,348","21,555","9,098","12,183","3,025","1,741","1,608","3,731","2,413","4,404","2,328","2,124","4,589","4,480","7,026","2,079","3,761","3,237","3,687","2,046","2,930"
2020,9,50,"168,110","18,291","25,311","24,856","9,391","15,817","4,491","2,703","2,549","5,714","3,759","6,172","3,417","3,066","6,428","5,375","6,957","3,241","4,738","4,284","4,488","2,745","4,317"
2020,9,60,"134,880","13,639","20,019","16,833","8,030","8,676","4,183","2,572","2,267","6,252","3,796","4,825","3,262","3,052","6,071","4,043","5,328","3,021","4,215","3,753","4,240","2,623","4,180"
2020,9,70,"83,919","7,759","11,013","8,437","4,988","3,568","2,810","1,807","1,627","4,926","2,823","3,104","2,300","2,242","4,355","2,655","3,510","2,172","3,064","2,606","3,268","2,015","2,870"
2020,9,80,"34,151","2,360","3,519","3,252","1,951","1,445","1,222",990,802,"2,316","1,480","1,423","1,187","1,078","1,837","1,239","1,251","1,003","1,218","1,180","1,393",837,"1,168"
2020,9,90,"3,170",199,284,317,213,128,131,102,79,266,151,146,115,99,158,102,96,110,103,117,101,67,86
2020,9,100,116,16,16,8,9,5,3,3,2,7,6,2,4,4,1,7,4,3,3,5,3,0,5
2020,10,총,"929,911","112,217","143,106","141,053","57,830","78,387","23,323","13,724","12,434","31,092","19,766","30,936","18,373","16,783","34,127","27,704","42,640","16,113","26,539","22,862","25,156","14,865","20,881"
2020,10,0,"67,966","9,577","10,764","12,133","5,145","6,867","1,174",563,571,"1,302",945,"1,791","1,043",896,"2,076","1,818","3,931",734,"1,942","1,416","1,653",803,822
2020,10,10,"87,239","12,686","13,838","15,930","4,858","8,271","1,554","1,027",978,"2,085","1,335","2,957","1,493","1,308","2,755","2,398","4,663","1,095","2,170","1,747","1,887","1,149","1,055"
2020,10,20,"111,397","14,712","19,105","20,413","6,446","11,509","2,832","1,288","1,047","2,457","1,687","3,688","1,737","1,631","3,127","2,921","4,663","1,491","2,805","2,571","2,198","1,371","1,698"
2020,10,30,"98,398","13,479","16,776","17,097","7,575","9,899","1,894",934,889,"2,032","1,378","2,423","1,481","1,273","2,716","2,661","5,088","1,154","2,519","1,965","2,220","1,211","1,734"
2020,10,40,"139,484","19,437","22,268","21,571","9,143","12,151","3,025","1,715","1,598","3,683","2,405","4,354","2,294","2,115","4,577","4,452","7,052","2,083","3,742","3,201","3,654","2,043","2,921"
2020,10,50,"168,032","18,256","25,352","24,857","9,391","15,787","4,460","2,699","2,543","5,712","3,747","6,168","3,423","3,065","6,412","5,383","6,989","3,218","4,734","4,289","4,502","2,737","4,308"
2020,10,60,"135,743","13,702","20,103","17,010","8,089","8,734","4,215","2,591","2,286","6,287","3,812","4,877","3,284","3,070","6,114","4,057","5,383","3,058","4,230","3,758","4,260","2,625","4,198"
2020,10,70,"84,086","7,778","11,048","8,464","5,001","3,582","2,804","1,816","1,632","4,940","2,813","3,111","2,310","2,235","4,357","2,662","3,515","2,152","3,075","2,615","3,278","2,013","2,885"
2020,10,80,"34,282","2,376","3,550","3,253","1,963","1,456","1,231",988,809,"2,319","1,491","1,423","1,184","1,088","1,838","1,239","1,256","1,015","1,215","1,175","1,399",847,"1,167"
2020,10,90,"3,164",198,285,317,209,126,131,100,79,267,147,142,120,98,154,105,95,111,104,120,102,66,88
2020,10,100,120,16,17,8,10,5,3,3,2,8,6,2,4,4,1,8,5,2,3,5,3,0,5
2020,11,총,"929,986","111,999","143,116","141,001","57,963","78,550","23,343","13,692","12,445","31,100","19,727","30,896","18,367","16,756","34,040","27,650","42,829","16,079","26,517","22,816","25,137","15,165","20,798"
2020,11,0,"67,558","9,505","10,693","12,095","5,151","6,800","1,176",557,574,"1,310",931,"1,778","1,032",886,"2,043","1,796","3,946",721,"1,927","1,405","1,639",794,799
2020,11,10,"87,029","12,620","13,769","15,883","4,850","8,277","1,561","1,018",978,"2,086","1,337","2,943","1,486","1,298","2,745","2,390","4,677","1,088","2,174","1,746","1,882","1,169","1,052"
2020,11,20,"111,655","14,699","19,174","20,410","6,505","11,584","2,820","1,288","1,049","2,447","1,684","3,691","1,728","1,619","3,111","2,936","4,704","1,501","2,816","2,535","2,206","1,463","1,685"
2020,11,30,"98,106","13,419","16,731","17,068","7,576","9,887","1,891",926,894,"2,013","1,359","2,411","1,485","1,275","2,685","2,604","5,110","1,139","2,518","1,949","2,208","1,241","1,717"
2020,11,40,"139,243","19,373","22,221","21,506","9,137","12,137","3,011","1,697","1,580","3,678","2,396","4,333","2,298","2,111","4,570","4,439","7,085","2,080","3,720","3,194","3,655","2,108","2,914"
2020,11,50,"167,976","18,227","25,404","24,817","9,395","15,841","4,463","2,689","2,549","5,696","3,726","6,154","3,417","3,059","6,397","5,357","7,023","3,200","4,720","4,282","4,480","2,795","4,285"
2020,11,60,"136,489","13,752","20,168","17,148","8,156","8,816","4,229","2,609","2,300","6,315","3,826","4,898","3,302","3,075","6,138","4,103","5,393","3,071","4,257","3,786","4,287","2,663","4,197"
2020,11,70,"84,314","7,814","11,100","8,487","5,003","3,609","2,815","1,814","1,633","4,959","2,827","3,116","2,305","2,247","4,360","2,670","3,528","2,149","3,067","2,613","3,287","2,018","2,893"
2020,11,80,"34,328","2,378","3,554","3,266","1,968","1,466","1,243",989,804,"2,323","1,488","1,427","1,188","1,083","1,836","1,245","1,261","1,017","1,209","1,180","1,391",848,"1,164"
2020,11,90,"3,167",196,285,313,212,128,130,102,82,265,147,143,122,99,154,102,97,111,106,121,99,66,87
2020,11,100,121,16,17,8,10,5,4,3,2,8,6,2,4,4,1,8,5,2,3,5,3,0,5
2020,12,총,"930,615","111,578","142,995","140,772","58,194","79,144","23,502","13,707","12,519","31,051","19,719","30,906","18,381","16,715","33,975","27,595","43,254","16,062","26,468","22,781","25,099","15,429","20,769"
2020,12,0,"67,356","9,425","10,639","12,067","5,155","6,797","1,177",556,563,"1,305",925,"1,771","1,033",875,"2,012","1,769","4,009",721,"1,926","1,403","1,624",809,795
2020,12,10,"86,808","12,552","13,736","15,796","4,856","8,299","1,586","1,017",984,"2,068","1,329","2,935","1,469","1,300","2,732","2,369","4,694","1,083","2,147","1,731","1,877","1,191","1,057"
2020,12,20,"112,080","14,655","19,147","20,374","6,580","11,786","2,856","1,294","1,069","2,448","1,676","3,700","1,746","1,611","3,122","2,950","4,774","1,498","2,813","2,542","2,207","1,553","1,679"
2020,12,30,"97,929","13,268","16,677","17,004","7,600","9,935","1,891",918,902,"2,006","1,367","2,413","1,480","1,269","2,660","2,584","5,221","1,129","2,508","1,941","2,187","1,259","1,710"
2020,12,40,"138,946","19,277","22,134","21,385","9,163","12,236","3,027","1,699","1,591","3,675","2,388","4,301","2,275","2,091","4,532","4,406","7,153","2,066","3,702","3,166","3,626","2,154","2,899"
2020,12,50,"168,090","18,198","25,406","24,789","9,417","15,929","4,485","2,698","2,565","5,658","3,714","6,140","3,432","3,049","6,409","5,366","7,060","3,211","4,711","4,268","4,485","2,823","4,277"
2020,12,60,"137,191","13,790","20,224","17,250","8,207","8,925","4,268","2,620","2,316","6,332","3,837","4,959","3,308","3,088","6,141","4,134","5,434","3,074","4,261","3,812","4,303","2,700","4,208"
2020,12,70,"84,379","7,807","11,164","8,490","5,014","3,621","2,825","1,813","1,631","4,959","2,834","3,111","2,311","2,245","4,354","2,652","3,537","2,147","3,075","2,612","3,284","2,012","2,881"
2020,12,80,"34,535","2,393","3,566","3,296","1,981","1,487","1,244",993,813,"2,326","1,493","1,426","1,198","1,084","1,858","1,257","1,271","1,018","1,215","1,183","1,404",863,"1,166"
2020,12,90,"3,179",197,285,313,210,124,139,96,83,267,150,147,125,99,154,100,96,113,107,118,99,65,92
2020,12,100,122,16,17,8,11,5,4,3,2,7,6,3,4,4,1,8,5,2,3,5,3,0,5
2021,1,총,"930,132","111,241","143,083","141,003","58,307","78,821","23,583","13,677","12,442","31,016","19,702","30,893","18,323","16,693","33,924","27,602","43,659","16,056","26,446","22,698","25,056","15,242","20,665"
2021,1,0,"66,870","9,299","10,546","11,997","5,126","6,733","1,183",550,563,"1,291",919,"1,765","1,020",857,"1,991","1,774","4,061",706,"1,919","1,385","1,608",801,776
2021,1,10,"86,567","12,485","13,711","15,755","4,894","8,252","1,578","1,021",965,"2,053","1,319","2,915","1,454","1,298","2,718","2,359","4,724","1,085","2,163","1,720","1,883","1,156","1,059"
2021,1,20,"111,795","14,614","19,169","20,463","6,562","11,656","2,859","1,267","1,049","2,420","1,669","3,691","1,743","1,615","3,116","2,939","4,809","1,490","2,803","2,489","2,200","1,516","1,656"
2021,1,30,"97,448","13,112","16,611","17,013","7,573","9,866","1,896",921,887,"2,005","1,342","2,385","1,456","1,252","2,623","2,558","5,307","1,121","2,485","1,931","2,176","1,234","1,694"
