년도,월,나이,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2020,12,총,"296,576","4,015","4,765","11,071","5,125","8,639","10,770","30,602","25,076","24,062","15,838","20,945","10,317","15,833","5,944","20,570","29,122","37,513","16,369"
2020,12,0,"21,775",99,391,583,179,578,880,"2,196","1,680","1,205",879,"2,397",567,"1,079",392,"1,285","2,681","3,079","1,625"
2020,12,10,"31,567",152,361,665,274,629,"1,300","3,116","2,488","1,734","1,109","2,379","1,046","1,628",417,"2,116","4,421","5,275","2,457"
2020,12,20,"45,348",427,504,"1,689",875,"1,118","1,673","5,474","4,717","4,372","3,066","2,468","1,577","2,177",730,"3,050","4,052","5,480","1,899"
2020,12,30,"36,685",355,614,"1,544",617,"1,035","1,444","4,399","3,614","2,959","2,369","3,024","1,076","1,730",711,"2,064","3,166","4,216","1,748"
2020,12,40,"48,764",452,722,"1,534",684,"1,336","1,899","4,933","4,008","3,247","2,264","3,638","1,427","2,251",755,"3,001","5,739","7,459","3,415"
2020,12,50,"49,510",667,691,"1,745",889,"1,596","1,768","5,391","3,984","4,093","2,349","3,006","1,742","2,688","1,183","3,951","5,056","6,216","2,495"
2020,12,60,"34,356",773,779,"1,547",795,"1,243",938,"2,738","2,599","3,415","1,900","2,403","1,587","2,593",952,"2,957","2,298","3,169","1,670"
2020,12,70,"19,271",748,504,"1,198",548,740,542,"1,534","1,419","2,052","1,217","1,177",873,"1,151",490,"1,414","1,153","1,749",762
2020,12,80,"8,011",298,171,493,236,302,282,735,481,852,595,378,349,460,254,647,475,757,246
2020,12,90,"1,213",36,28,69,27,53,43,84,83,119,86,73,69,70,54,82,74,112,51
2020,12,100,76,8,0,4,1,9,1,2,3,14,4,2,4,6,6,3,7,1,1
2021,1,총,"296,036","3,981","4,726","11,036","5,078","8,596","10,752","30,623","25,080","24,010","15,851","20,932","10,273","15,765","5,944","20,517","29,087","37,491","16,294"
2021,1,0,"21,523",97,380,580,176,570,866,"2,178","1,666","1,192",873,"2,385",552,"1,060",388,"1,267","2,655","3,045","1,593"
2021,1,10,"31,378",150,362,664,264,614,"1,281","3,095","2,473","1,721","1,092","2,393","1,031","1,613",419,"2,100","4,398","5,263","2,445"
2021,1,20,"45,332",424,493,"1,653",870,"1,129","1,686","5,506","4,718","4,380","3,085","2,448","1,570","2,179",731,"3,029","4,066","5,465","1,900"
2021,1,30,"36,477",347,602,"1,550",594,"1,026","1,444","4,371","3,625","2,946","2,359","3,004","1,061","1,721",709,"2,057","3,153","4,202","1,706"
2021,1,40,"48,614",443,727,"1,529",680,"1,317","1,883","4,931","3,987","3,228","2,268","3,673","1,422","2,225",750,"2,979","5,717","7,443","3,412"
2021,1,50,"49,538",661,680,"1,750",886,"1,597","1,783","5,418","3,987","4,073","2,362","2,980","1,736","2,660","1,193","3,940","5,069","6,266","2,497"
2021,1,60,"34,503",772,774,"1,547",800,"1,236",936,"2,764","2,630","3,421","1,903","2,407","1,595","2,611",949,"2,985","2,317","3,186","1,670"
2021,1,70,"19,289",747,505,"1,191",542,745,543,"1,526","1,419","2,059","1,221","1,183",875,"1,159",491,"1,425","1,146","1,744",768
2021,1,80,"8,076",296,176,499,239,300,284,748,488,852,597,383,353,459,253,654,482,762,251
2021,1,90,"1,231",36,27,69,26,54,45,84,83,124,88,74,74,73,55,78,76,114,51
2021,1,100,75,8,0,4,1,8,1,2,4,14,3,2,4,5,6,3,8,1,1
2021,2,총,"295,368","3,954","4,722","11,033","5,064","8,494","10,713","30,636","24,977","23,996","15,839","20,902","10,244","15,733","5,929","20,411","28,981","37,489","16,251"
2021,2,0,"21,346",96,373,569,172,555,847,"2,178","1,648","1,186",872,"2,372",549,"1,064",385,"1,247","2,632","3,011","1,590"
2021,2,10,"31,154",144,361,658,259,595,"1,269","3,084","2,439","1,700","1,090","2,401","1,026","1,589",420,"2,092","4,353","5,243","2,431"
2021,2,20,"45,178",418,490,"1,655",867,"1,115","1,673","5,511","4,714","4,384","3,082","2,428","1,551","2,175",721,"2,997","4,048","5,463","1,886"
2021,2,30,"36,350",343,608,"1,547",594,"1,011","1,423","4,362","3,598","2,931","2,353","2,999","1,067","1,710",710,"2,051","3,152","4,185","1,706"
2021,2,40,"48,469",438,723,"1,529",671,"1,306","1,882","4,928","3,964","3,237","2,276","3,670","1,418","2,219",750,"2,950","5,670","7,443","3,395"
2021,2,50,"49,522",650,673,"1,755",892,"1,586","1,802","5,412","3,973","4,055","2,356","2,966","1,737","2,659","1,191","3,936","5,086","6,292","2,501"
2021,2,60,"34,591",773,777,"1,547",799,"1,232",938,"2,799","2,642","3,432","1,892","2,410","1,591","2,607",948,"2,987","2,332","3,211","1,674"
2021,2,70,"19,306",741,509,"1,196",540,737,548,"1,525","1,427","2,070","1,222","1,192",864,"1,165",494,"1,416","1,143","1,751",766
2021,2,80,"8,140",306,181,504,242,295,287,747,487,860,603,387,362,468,252,654,480,775,250
2021,2,90,"1,238",37,27,69,27,54,43,88,81,127,90,75,75,73,52,78,77,114,51
2021,2,100,74,8,0,4,1,8,1,2,4,14,3,2,4,4,6,3,8,1,1
2021,3,총,"294,691","3,935","4,705","11,027","5,023","8,430","10,671","30,550","24,954","23,970","15,805","20,883","10,245","15,692","5,923","20,336","28,949","37,375","16,218"
2021,3,0,"21,256",98,378,577,172,550,845,"2,170","1,628","1,181",862,"2,382",553,"1,064",390,"1,233","2,616","2,980","1,577"
2021,3,10,"30,906",144,358,647,251,589,"1,253","3,071","2,420","1,674","1,093","2,406","1,016","1,573",410,"2,094","4,319","5,171","2,417"
2021,3,20,"45,225",414,486,"1,645",864,"1,117","1,674","5,486","4,752","4,414","3,101","2,427","1,540","2,184",732,"2,970","4,050","5,486","1,883"
2021,3,30,"36,172",348,593,"1,546",589,989,"1,414","4,344","3,567","2,943","2,342","2,974","1,076","1,692",704,"2,035","3,153","4,161","1,702"
2021,3,40,"48,174",433,729,"1,516",670,"1,297","1,872","4,920","3,940","3,209","2,253","3,695","1,399","2,196",744,"2,934","5,625","7,369","3,373"
2021,3,50,"49,516",644,669,"1,751",872,"1,582","1,800","5,392","3,981","4,056","2,351","2,941","1,749","2,657","1,198","3,923","5,111","6,335","2,504"
2021,3,60,"34,688",775,777,"1,559",794,"1,238",937,"2,807","2,649","3,413","1,893","2,399","1,607","2,611",953,"2,992","2,366","3,233","1,685"
2021,3,70,"19,298",739,507,"1,201",535,724,543,"1,511","1,435","2,083","1,223","1,201",861,"1,168",489,"1,417","1,139","1,748",774
2021,3,80,"8,177",301,181,509,247,293,287,759,498,866,599,384,367,471,252,654,482,779,248
2021,3,90,"1,227",36,27,71,28,47,45,87,80,122,87,73,74,73,49,82,80,112,54
2021,3,100,52,3,0,5,1,4,1,3,4,9,1,1,3,3,2,2,8,1,1
2021,4,총,"294,128","3,938","4,708","10,986","4,998","8,437","10,663","30,472","24,970","23,947","15,787","20,855","10,218","15,629","5,893","20,257","28,887","37,261","16,222"
2021,4,0,"21,096",101,375,571,168,550,841,"2,142","1,614","1,170",863,"2,372",548,"1,062",390,"1,232","2,593","2,950","1,554"
2021,4,10,"30,813",147,362,640,244,592,"1,242","3,052","2,431","1,671","1,085","2,414","1,006","1,552",409,"2,086","4,304","5,135","2,441"
2021,4,20,"45,126",417,483,"1,628",851,"1,108","1,683","5,473","4,766","4,423","3,100","2,420","1,547","2,170",723,"2,938","4,047","5,468","1,881"
2021,4,30,"35,985",348,590,"1,542",586,999,"1,401","4,305","3,567","2,938","2,348","2,956","1,068","1,680",694,"2,013","3,135","4,126","1,689"
2021,4,40,"48,044",436,729,"1,513",664,"1,293","1,879","4,920","3,938","3,199","2,237","3,698","1,386","2,187",737,"2,930","5,584","7,348","3,366"
2021,4,50,"49,373",633,675,"1,743",865,"1,584","1,799","5,367","3,979","4,049","2,344","2,914","1,736","2,639","1,196","3,884","5,115","6,324","2,527"
2021,4,60,"34,908",778,771,"1,563",807,"1,243",938,"2,846","2,662","3,423","1,896","2,415","1,620","2,628",957,"3,011","2,390","3,272","1,688"
2021,4,70,"19,275",734,512,"1,203",533,718,547,"1,505","1,433","2,076","1,226","1,204",862,"1,157",485,"1,422","1,144","1,741",773
2021,4,80,"8,241",305,185,509,252,300,288,770,496,865,600,387,371,478,253,655,491,785,251
2021,4,90,"1,219",36,26,69,28,46,45,89,80,125,87,74,71,73,47,84,77,111,51
2021,4,100,48,3,0,5,0,4,0,3,4,8,1,1,3,3,2,2,7,1,1
2021,5,총,"293,364","3,855","4,684","10,965","4,996","8,372","10,644","30,414","24,926","23,855","15,753","20,784","10,221","15,623","5,848","20,201","28,842","37,190","16,191"
2021,5,0,"20,932",97,373,566,167,543,844,"2,125","1,612","1,159",854,"2,349",552,"1,060",389,"1,229","2,575","2,905","1,533"
2021,5,10,"30,652",144,356,631,241,593,"1,226","3,027","2,434","1,662","1,072","2,410","1,000","1,551",406,"2,078","4,281","5,113","2,427"
2021,5,20,"45,019",415,474,"1,597",849,"1,088","1,679","5,485","4,736","4,413","3,116","2,405","1,561","2,163",709,"2,913","4,070","5,455","1,891"
2021,5,30,"35,778",337,585,"1,557",592,988,"1,377","4,277","3,556","2,920","2,343","2,938","1,063","1,678",693,"2,002","3,118","4,085","1,669"
2021,5,40,"47,686",430,725,"1,508",660,"1,275","1,877","4,859","3,916","3,165","2,206","3,679","1,383","2,188",730,"2,913","5,538","7,290","3,344"
2021,5,50,"49,412",605,683,"1,747",848,"1,575","1,810","5,391","3,978","4,035","2,351","2,909","1,730","2,635","1,198","3,878","5,136","6,368","2,535"
2021,5,60,"35,009",762,766,"1,562",820,"1,243",944,"2,872","2,658","3,424","1,887","2,422","1,620","2,634",940,"3,022","2,403","3,318","1,712"
2021,5,70,"19,298",718,512,"1,217",530,714,550,"1,514","1,443","2,073","1,223","1,211",863,"1,159",482,"1,423","1,143","1,753",770
2021,5,80,"8,317",312,183,510,259,302,291,771,509,872,613,388,375,481,254,654,494,791,258
2021,5,90,"1,212",34,27,65,29,47,46,90,80,123,87,72,71,71,45,87,77,110,51
2021,5,100,49,1,0,5,1,4,0,3,4,9,1,1,3,3,2,2,7,2,1
2021,6,총,"293,088","3,836","4,651","10,972","4,993","8,311","10,797","30,417","24,843","23,830","15,718","20,688","10,205","15,618","5,828","20,185","28,866","37,101","16,229"
2021,6,0,"20,836",98,369,563,165,545,855,"2,125","1,609","1,154",848,"2,314",542,"1,061",390,"1,218","2,565","2,885","1,530"
2021,6,10,"30,515",142,352,623,241,592,"1,228","3,002","2,419","1,644","1,068","2,430","1,002","1,536",396,"2,083","4,273","5,071","2,413"
2021,6,20,"45,003",414,471,"1,609",854,"1,069","1,703","5,509","4,706","4,423","3,109","2,375","1,565","2,158",714,"2,894","4,066","5,447","1,917"
2021,6,30,"35,642",338,568,"1,540",596,976,"1,413","4,282","3,530","2,923","2,339","2,887","1,059","1,679",684,"2,006","3,103","4,055","1,664"
2021,6,40,"47,621",427,724,"1,513",650,"1,268","1,896","4,835","3,914","3,169","2,195","3,677","1,377","2,181",727,"2,918","5,535","7,267","3,348"
2021,6,50,"49,302",598,676,"1,736",849,"1,556","1,834","5,386","3,947","3,997","2,336","2,887","1,724","2,616","1,202","3,870","5,172","6,371","2,545"
2021,6,60,"35,232",766,769,"1,579",820,"1,246",969,"2,906","2,686","3,439","1,897","2,425","1,625","2,661",939,"3,024","2,417","3,342","1,722"
2021,6,70,"19,332",712,513,"1,227",530,710,561,"1,505","1,442","2,064","1,219","1,234",866,"1,165",473,"1,424","1,150","1,758",779
2021,6,80,"8,357",306,181,513,258,302,293,777,508,886,618,387,369,488,257,666,497,793,258
2021,6,90,"1,201",34,28,65,29,44,45,87,78,122,88,71,73,70,44,80,81,110,52
