년도,월,나이,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2020,4,20,"57,867","2,814","6,185","3,999","3,610","7,189","2,720","3,685","2,732","3,639","3,364","2,204","1,297","1,401","3,044","2,854","2,001","1,912","3,217"
2020,4,30,"67,056","3,385","6,502","5,415","4,211","7,772","3,354","5,898","4,302","5,052","2,977","2,555","1,073","1,579","2,914","3,527","1,468","1,699","3,373"
2020,4,40,"55,908","3,236","3,499","5,537","2,990","4,978","2,828","5,780","2,854","3,457","2,480","2,589","1,224","1,635","2,512","3,367","1,810","1,736","3,396"
2020,4,50,"56,469","3,722","3,609","5,109","3,118","4,605","3,011","4,072","2,106","3,082","2,631","2,980","1,653","1,917","2,802","3,123","2,330","2,250","4,349"
2020,4,60,"45,441","3,129","2,946","4,051","2,584","3,551","2,267","3,471","1,754","2,156","2,256","2,416","1,439","1,626","2,489","2,055","1,963","1,841","3,447"
2020,4,70,"26,656","1,794","1,531","2,658","1,437","1,871","1,523","2,005","1,105","1,086","1,530","1,391",838,869,"1,377","1,012","1,341","1,378","1,910"
2020,4,80,"10,896",659,562,"1,396",616,850,627,804,439,470,644,510,342,321,551,431,458,497,719
2020,4,90,"1,511",108,91,200,78,129,74,121,72,61,84,71,52,43,76,55,62,51,83
2020,4,100,274,14,24,24,15,30,17,26,9,6,22,8,14,15,14,11,15,6,4
2020,5,총,"372,568","21,716","27,103","34,321","20,886","35,981","18,455","32,373","17,662","22,395","17,574","17,150","8,871","11,088","17,995","20,421","12,766","12,495","23,316"
2020,5,0,"25,506","1,518","1,207","3,044","1,215","2,651","1,064","3,293","1,290","1,748",654,"1,227",317,825,"1,044","2,148",495,504,"1,262"
2020,5,10,"24,526","1,364",910,"2,910","1,033","2,249",979,"2,929","1,024","1,668",940,"1,202",623,756,"1,129","1,782",819,633,"1,576"
2020,5,20,"57,944","2,831","6,201","3,957","3,603","7,204","2,722","3,750","2,710","3,632","3,369","2,213","1,291","1,418","3,055","2,869","1,995","1,909","3,215"
2020,5,30,"67,220","3,367","6,509","5,417","4,228","7,802","3,361","6,030","4,297","5,046","2,969","2,537","1,080","1,603","2,915","3,532","1,474","1,693","3,360"
2020,5,40,"55,814","3,202","3,501","5,529","2,972","5,011","2,818","5,824","2,831","3,450","2,481","2,583","1,215","1,659","2,520","3,330","1,792","1,733","3,363"
2020,5,50,"56,478","3,729","3,608","5,113","3,096","4,603","3,000","4,103","2,105","3,073","2,610","2,995","1,635","1,928","2,808","3,164","2,323","2,239","4,346"
2020,5,60,"45,567","3,128","2,955","4,060","2,588","3,578","2,268","3,479","1,768","2,151","2,253","2,406","1,455","1,636","2,488","2,073","1,972","1,843","3,466"
2020,5,70,"26,771","1,797","1,534","2,664","1,445","1,872","1,520","2,017","1,113","1,087","1,533","1,399",842,881,"1,389","1,026","1,350","1,388","1,914"
2020,5,80,"10,935",658,561,"1,399",611,852,627,800,442,471,659,509,348,321,558,430,467,494,728
2020,5,90,"1,533",108,93,203,80,129,79,122,73,63,85,71,51,46,75,56,64,53,82
2020,5,100,274,14,24,25,15,30,17,26,9,6,21,8,14,15,14,11,15,6,4
2020,6,총,"373,349","21,636","27,056","34,314","20,831","36,812","18,461","32,518","17,677","22,412","17,581","17,120","8,887","11,179","18,005","20,411","12,718","12,443","23,288"
2020,6,0,"25,506","1,493","1,204","3,044","1,202","2,735","1,065","3,307","1,285","1,738",640,"1,221",317,829,"1,043","2,149",491,500,"1,243"
2020,6,10,"24,509","1,361",880,"2,913","1,027","2,300",986,"2,931","1,027","1,653",939,"1,194",625,761,"1,130","1,776",809,629,"1,568"
2020,6,20,"58,085","2,819","6,191","3,944","3,583","7,309","2,733","3,781","2,716","3,659","3,388","2,208","1,283","1,434","3,062","2,871","1,976","1,901","3,227"
2020,6,30,"67,487","3,347","6,555","5,392","4,216","8,013","3,342","6,078","4,288","5,070","2,982","2,534","1,094","1,634","2,913","3,520","1,473","1,682","3,354"
2020,6,40,"55,855","3,198","3,481","5,534","2,949","5,147","2,812","5,842","2,860","3,428","2,476","2,574","1,212","1,664","2,513","3,323","1,777","1,729","3,336"
2020,6,50,"56,425","3,702","3,592","5,104","3,090","4,697","2,993","4,106","2,099","3,071","2,595","2,976","1,631","1,938","2,811","3,165","2,312","2,216","4,327"
2020,6,60,"45,835","3,129","2,950","4,069","2,617","3,663","2,286","3,505","1,761","2,158","2,271","2,420","1,463","1,651","2,493","2,081","1,983","1,848","3,487"
2020,6,70,"26,869","1,805","1,532","2,680","1,436","1,921","1,521","2,014","1,118","1,098","1,529","1,404",848,886,"1,386","1,030","1,349","1,387","1,925"
2020,6,80,"10,986",661,557,"1,405",616,863,625,809,441,469,658,511,352,320,566,430,471,494,738
2020,6,90,"1,520",107,90,204,80,134,81,119,73,62,82,70,48,47,75,55,62,52,79
2020,6,100,272,14,24,25,15,30,17,26,9,6,21,8,14,15,13,11,15,5,4
2020,7,총,"374,097","21,656","27,082","34,301","20,904","37,351","18,443","32,589","17,661","22,412","17,598","17,079","8,889","11,205","18,001","20,410","12,813","12,411","23,292"
2020,7,0,"25,502","1,494","1,206","3,044","1,200","2,813","1,051","3,291","1,277","1,719",635,"1,207",320,829,"1,038","2,145",500,500,"1,233"
2020,7,10,"24,455","1,346",875,"2,898","1,026","2,310",990,"2,932","1,030","1,644",934,"1,201",622,756,"1,115","1,776",813,621,"1,566"
2020,7,20,"58,198","2,824","6,224","3,930","3,609","7,376","2,729","3,799","2,691","3,663","3,395","2,198","1,273","1,439","3,091","2,861","1,996","1,871","3,229"
2020,7,30,"67,767","3,378","6,538","5,354","4,254","8,171","3,335","6,089","4,305","5,100","2,978","2,533","1,100","1,634","2,920","3,508","1,511","1,691","3,368"
2020,7,40,"55,956","3,212","3,480","5,549","2,964","5,218","2,816","5,867","2,861","3,423","2,471","2,575","1,207","1,657","2,506","3,336","1,779","1,718","3,317"
2020,7,50,"56,411","3,680","3,591","5,099","3,081","4,766","2,987","4,118","2,101","3,061","2,615","2,961","1,633","1,950","2,793","3,150","2,303","2,201","4,321"
2020,7,60,"45,960","3,147","2,955","4,096","2,620","3,713","2,298","3,497","1,758","2,158","2,256","2,410","1,464","1,663","2,495","2,084","1,996","1,854","3,496"
2020,7,70,"27,038","1,795","1,536","2,695","1,437","1,950","1,512","2,041","1,116","1,107","1,553","1,412",857,895,"1,389","1,046","1,365","1,398","1,934"
2020,7,80,"10,999",659,563,"1,405",617,868,622,805,442,467,657,506,351,319,565,439,472,499,743
2020,7,90,"1,537",107,90,208,81,134,86,124,71,64,83,68,48,48,76,53,63,52,81
2020,7,100,274,14,24,23,15,32,17,26,9,6,21,8,14,15,13,12,15,6,4
2020,8,총,"375,133","21,634","27,239","34,332","20,885","37,509","18,424","32,599","17,554","22,411","17,589","17,012","8,868","11,181","17,921","20,335","14,088","12,381","23,171"
2020,8,0,"25,613","1,500","1,196","3,023","1,196","2,835","1,031","3,281","1,271","1,710",613,"1,194",317,826,"1,021","2,144",750,486,"1,219"
2020,8,10,"24,373","1,327",860,"2,906","1,018","2,304",984,"2,925","1,020","1,625",930,"1,184",615,748,"1,117","1,762",871,628,"1,549"
2020,8,20,"58,387","2,831","6,346","3,928","3,619","7,399","2,763","3,785","2,679","3,683","3,408","2,173","1,261","1,434","3,079","2,842","2,107","1,854","3,196"
2020,8,30,"68,153","3,365","6,620","5,370","4,243","8,185","3,313","6,095","4,293","5,106","2,966","2,549","1,106","1,629","2,915","3,498","1,845","1,691","3,364"
2020,8,40,"55,990","3,200","3,443","5,539","2,958","5,242","2,812","5,878","2,843","3,411","2,478","2,543","1,203","1,643","2,463","3,326","2,009","1,715","3,284"
2020,8,50,"56,511","3,669","3,601","5,132","3,084","4,800","2,990","4,121","2,095","3,047","2,617","2,952","1,625","1,956","2,787","3,115","2,433","2,193","4,294"
2020,8,60,"46,123","3,157","2,968","4,099","2,606","3,737","2,305","3,495","1,732","2,174","2,253","2,423","1,472","1,663","2,502","2,102","2,091","1,846","3,498"
2020,8,70,"27,132","1,801","1,528","2,691","1,442","1,973","1,506","2,059","1,103","1,108","1,558","1,415",855,899,"1,391","1,046","1,405","1,409","1,943"
2020,8,80,"11,037",660,562,"1,416",624,867,616,808,440,476,659,505,352,319,558,436,498,501,740
2020,8,90,"1,536",110,91,205,80,134,87,126,69,65,86,66,47,48,75,51,64,52,80
2020,8,100,278,14,24,23,15,33,17,26,9,6,21,8,15,16,13,13,15,6,4
2020,9,총,"375,630","21,624","27,381","34,307","20,911","37,564","18,416","32,591","17,365","22,392","17,546","17,010","8,855","11,206","17,863","20,352","14,750","12,369","23,128"
2020,9,0,"25,570","1,481","1,191","3,001","1,189","2,836","1,039","3,248","1,259","1,686",610,"1,194",317,836,"1,001","2,132",849,484,"1,217"
2020,9,10,"24,377","1,324",864,"2,927","1,004","2,315",976,"2,934","1,021","1,623",909,"1,169",605,755,"1,111","1,768",928,616,"1,528"
2020,9,20,"58,459","2,826","6,440","3,897","3,623","7,390","2,762","3,775","2,653","3,690","3,391","2,189","1,258","1,426","3,073","2,839","2,166","1,860","3,201"
2020,9,30,"68,214","3,343","6,648","5,347","4,258","8,212","3,291","6,085","4,252","5,121","2,973","2,543","1,098","1,629","2,902","3,501","1,988","1,683","3,340"
2020,9,40,"56,029","3,207","3,453","5,540","2,946","5,246","2,810","5,869","2,817","3,413","2,462","2,542","1,184","1,648","2,452","3,333","2,121","1,721","3,265"
2020,9,50,"56,576","3,665","3,596","5,148","3,099","4,805","2,998","4,135","2,074","3,045","2,609","2,933","1,630","1,953","2,777","3,121","2,509","2,198","4,281"
2020,9,60,"46,276","3,175","2,969","4,112","2,616","3,743","2,314","3,508","1,703","2,166","2,273","2,437","1,482","1,665","2,509","2,100","2,160","1,834","3,510"
2020,9,70,"27,162","1,810","1,532","2,677","1,449","1,983","1,501","2,070","1,076","1,098","1,555","1,420",861,903,"1,384","1,050","1,442","1,410","1,941"
2020,9,80,"11,121",668,568,"1,430",634,865,620,813,430,472,653,507,358,328,565,444,504,503,759
2020,9,90,"1,567",111,96,205,78,135,88,128,71,72,90,68,47,47,76,51,68,54,82
2020,9,100,279,14,24,23,15,34,17,26,9,6,21,8,15,16,13,13,15,6,4
2020,10,총,"376,924","21,534","27,506","34,232","20,862","37,581","18,371","32,968","17,280","22,418","17,463","16,933","10,166","11,218","17,758","20,354","14,861","12,367","23,052"
2020,10,0,"25,653","1,465","1,187","2,970","1,173","2,821","1,016","3,338","1,241","1,675",609,"1,188",494,830,987,"2,126",867,471,"1,195"
2020,10,10,"24,378","1,304",870,"2,924",999,"2,307",967,"2,947","1,019","1,622",888,"1,154",705,762,"1,087","1,767",928,616,"1,512"
2020,10,20,"58,616","2,820","6,525","3,894","3,604","7,374","2,774","3,808","2,664","3,684","3,370","2,177","1,380","1,426","3,067","2,824","2,173","1,856","3,196"
2020,10,30,"68,579","3,334","6,699","5,296","4,235","8,235","3,267","6,186","4,235","5,167","2,979","2,539","1,386","1,630","2,879","3,494","2,007","1,692","3,319"
2020,10,40,"56,168","3,177","3,453","5,527","2,952","5,244","2,780","5,942","2,787","3,387","2,439","2,531","1,468","1,651","2,434","3,342","2,121","1,695","3,238"
2020,10,50,"56,716","3,652","3,589","5,164","3,075","4,814","3,011","4,168","2,044","3,055","2,589","2,906","1,778","1,955","2,759","3,124","2,533","2,215","4,285"
2020,10,60,"46,504","3,172","2,962","4,097","2,639","3,757","2,331","3,521","1,696","2,173","2,272","2,446","1,596","1,659","2,520","2,110","2,190","1,844","3,519"
2020,10,70,"27,215","1,818","1,531","2,687","1,457","1,985","1,497","2,069","1,077","1,105","1,548","1,408",904,911,"1,371","1,053","1,443","1,408","1,943"
2020,10,80,"11,230",670,570,"1,440",633,875,623,830,437,473,658,508,389,329,567,448,515,508,757
2020,10,90,"1,585",107,96,209,80,136,88,133,71,71,90,68,51,49,74,53,69,56,84
2020,10,100,280,15,24,24,15,33,17,26,9,6,21,8,15,16,13,13,15,6,4
2020,11,총,"378,276","21,491","27,793","34,216","20,853","37,549","18,280","33,155","17,289","22,385","17,436","16,933","11,497","11,200","17,689","20,336","14,825","12,394","22,955"
2020,11,0,"25,757","1,454","1,209","2,964","1,156","2,817",990,"3,384","1,222","1,661",598,"1,189",717,830,964,"2,104",861,465,"1,172"
2020,11,10,"24,312","1,280",879,"2,926",996,"2,301",962,"2,946","1,011","1,604",886,"1,148",772,762,"1,076","1,754",914,608,"1,487"
2020,11,20,"58,736","2,831","6,577","3,867","3,589","7,337","2,759","3,815","2,686","3,690","3,372","2,173","1,509","1,416","3,058","2,817","2,166","1,873","3,201"
2020,11,30,"68,970","3,328","6,819","5,287","4,245","8,226","3,252","6,223","4,280","5,184","2,979","2,543","1,655","1,620","2,854","3,499","1,985","1,694","3,297"
2020,11,40,"56,366","3,167","3,487","5,512","2,941","5,244","2,759","5,979","2,764","3,364","2,431","2,525","1,740","1,659","2,431","3,344","2,123","1,700","3,196"
2020,11,50,"56,873","3,649","3,594","5,176","3,083","4,814","2,998","4,193","2,046","3,042","2,582","2,910","1,948","1,951","2,768","3,114","2,525","2,205","4,275"
2020,11,60,"46,822","3,174","2,999","4,111","2,652","3,769","2,343","3,547","1,695","2,182","2,279","2,448","1,731","1,657","2,506","2,132","2,199","1,862","3,536"
2020,11,70,"27,272","1,821","1,524","2,680","1,463","1,995","1,491","2,073","1,068","1,112","1,541","1,410",957,905,"1,373","1,056","1,445","1,416","1,942"
2020,11,80,"11,287",667,582,"1,456",633,876,623,839,437,466,656,509,397,334,571,450,523,508,760
2020,11,90,"1,601",105,99,213,80,137,86,131,71,74,92,70,56,49,75,52,69,57,85
2020,11,100,280,15,24,24,15,33,17,25,9,6,20,8,15,17,13,14,15,6,4
2020,12,총,"379,480","21,479","28,118","34,135","20,750","37,560","18,249","33,190","17,393","22,380","17,469","16,896","12,122","11,186","18,071","20,289","14,870","12,409","22,914"
2020,12,0,"25,836","1,447","1,222","2,932","1,153","2,806",992,"3,377","1,220","1,668",599,"1,185",809,827,"1,016","2,102",865,456,"1,160"
2020,12,10,"24,278","1,261",878,"2,918",984,"2,296",952,"2,944","1,019","1,590",885,"1,143",830,764,"1,107","1,733",897,594,"1,483"
2020,12,20,"59,076","2,852","6,740","3,870","3,553","7,336","2,781","3,849","2,744","3,686","3,392","2,172","1,559","1,390","3,091","2,813","2,182","1,896","3,170"
2020,12,30,"69,245","3,313","6,877","5,269","4,235","8,213","3,238","6,197","4,316","5,180","2,990","2,547","1,811","1,635","2,939","3,488","1,997","1,700","3,300"
2020,12,40,"56,438","3,144","3,527","5,479","2,925","5,249","2,735","5,985","2,765","3,356","2,441","2,491","1,873","1,649","2,484","3,320","2,130","1,695","3,190"
2020,12,50,"56,931","3,651","3,610","5,174","3,066","4,820","3,003","4,193","2,050","3,056","2,554","2,900","1,997","1,943","2,821","3,102","2,532","2,199","4,260"
2020,12,60,"47,072","3,193","3,031","4,121","2,639","3,775","2,329","3,573","1,686","2,195","2,295","2,450","1,787","1,673","2,565","2,144","2,190","1,877","3,549"
2020,12,70,"27,380","1,823","1,527","2,687","1,462","2,012","1,490","2,077","1,076","1,104","1,544","1,417",983,898,"1,385","1,067","1,460","1,414","1,954"
2020,12,80,"11,339",676,581,"1,448",639,882,625,840,439,467,659,509,404,340,574,452,531,513,760
2020,12,90,"1,598",105,100,210,79,138,87,129,68,71,89,74,54,50,76,54,70,59,85
2020,12,100,287,14,25,27,15,33,17,26,10,7,21,8,15,17,13,14,16,6,3
2021,1,총,"380,169","21,422","28,332","34,022","20,757","37,554","18,205","33,225","17,444","22,321","17,461","16,879","12,255","11,117","18,793","20,256","14,859","12,413","22,854"
2021,1,0,"25,798","1,428","1,213","2,932","1,144","2,793",975,"3,359","1,225","1,650",591,"1,178",827,814,"1,101","2,088",869,457,"1,154"
2021,1,10,"24,245","1,240",875,"2,897",974,"2,290",945,"2,942","1,009","1,569",874,"1,138",840,757,"1,205","1,746",885,595,"1,464"
2021,1,20,"59,096","2,846","6,814","3,836","3,552","7,330","2,777","3,819","2,744","3,680","3,419","2,162","1,565","1,369","3,168","2,780","2,182","1,904","3,149"
2021,1,30,"69,418","3,302","6,950","5,239","4,258","8,185","3,235","6,214","4,367","5,180","2,986","2,543","1,833","1,631","3,033","3,474","1,990","1,692","3,306"
2021,1,40,"56,449","3,138","3,576","5,438","2,907","5,244","2,707","6,008","2,762","3,319","2,424","2,485","1,901","1,633","2,633","3,334","2,115","1,672","3,153"
2021,1,50,"57,040","3,627","3,616","5,174","3,069","4,852","2,986","4,205","2,045","3,064","2,566","2,882","2,015","1,924","2,957","3,074","2,541","2,206","4,237"
2021,1,60,"47,343","3,216","3,042","4,128","2,645","3,785","2,352","3,602","1,703","2,201","2,292","2,473","1,812","1,681","2,613","2,162","2,185","1,879","3,572"
2021,1,70,"27,449","1,832","1,538","2,672","1,466","2,019","1,484","2,077","1,064","1,108","1,539","1,420",987,899,"1,407","1,076","1,469","1,425","1,967"
2021,1,80,"11,448",678,579,"1,468",645,889,639,843,445,472,662,518,406,343,584,456,538,517,766
2021,1,90,"1,592",102,103,210,82,135,88,128,70,71,84,72,54,49,79,52,69,60,84
2021,1,100,291,13,26,28,15,32,17,28,10,7,24,8,15,17,13,14,16,6,2
2021,2,총,"380,443","21,385","28,577","33,989","20,703","37,461","18,160","33,091","17,497","22,310","17,447","16,818","12,353","11,117","19,248","20,170","14,913","12,361","22,843"
2021,2,0,"25,657","1,403","1,205","2,897","1,119","2,787",966,"3,327","1,216","1,624",578,"1,157",848,808,"1,192","2,075",872,440,"1,143"
2021,2,10,"24,225","1,231",882,"2,903",970,"2,281",937,"2,917","1,013","1,566",869,"1,148",841,758,"1,241","1,732",874,599,"1,463"
2021,2,20,"59,152","2,851","6,958","3,828","3,571","7,262","2,758","3,808","2,740","3,699","3,424","2,155","1,569","1,372","3,208","2,731","2,182","1,887","3,149"
2021,2,30,"69,424","3,287","7,040","5,190","4,216","8,163","3,224","6,172","4,404","5,167","2,980","2,522","1,846","1,612","3,137","3,455","2,021","1,684","3,304"
2021,2,40,"56,428","3,122","3,572","5,444","2,890","5,251","2,703","5,972","2,774","3,309","2,424","2,467","1,921","1,639","2,691","3,332","2,110","1,659","3,148"
2021,2,50,"57,078","3,624","3,616","5,184","3,061","4,840","2,978","4,218","2,049","3,064","2,545","2,873","2,033","1,923","3,026","3,064","2,558","2,198","4,224"
2021,2,60,"47,561","3,231","3,035","4,159","2,664","3,801","2,371","3,593","1,705","2,211","2,313","2,467","1,829","1,693","2,657","2,175","2,198","1,884","3,575"
2021,2,70,"27,470","1,836","1,553","2,664","1,458","2,017","1,468","2,076","1,064","1,120","1,541","1,419",985,901,"1,417","1,081","1,470","1,424","1,976"
2021,2,80,"11,556",684,587,"1,476",654,892,651,849,454,475,667,529,414,346,588,458,540,520,772
2021,2,90,"1,598",103,103,216,85,135,86,131,68,68,82,72,52,48,78,53,71,60,87
2021,2,100,294,13,26,28,15,32,18,28,10,7,24,9,15,17,13,14,17,6,2
2021,3,총,"377,590","21,243","28,442","33,516","20,593","37,240","17,987","32,891","17,397","22,252","17,239","16,721","12,283","10,937","19,102","19,995","14,794","12,230","22,728"
2021,3,0,"25,520","1,388","1,202","2,854","1,094","2,781",974,"3,337","1,215","1,615",576,"1,151",844,806,"1,177","2,072",871,432,"1,131"
2021,3,10,"24,119","1,230",885,"2,906",974,"2,268",932,"2,917","1,012","1,539",855,"1,144",831,751,"1,236","1,716",871,592,"1,460"
2021,3,20,"59,268","2,848","7,074","3,798","3,594","7,296","2,733","3,793","2,761","3,738","3,433","2,163","1,570","1,349","3,188","2,728","2,171","1,887","3,144"
2021,3,30,"69,225","3,270","7,070","5,131","4,200","8,144","3,216","6,141","4,403","5,199","2,979","2,514","1,839","1,597","3,130","3,422","2,008","1,675","3,287"
2021,3,40,"56,028","3,094","3,567","5,364","2,854","5,229","2,698","5,973","2,761","3,283","2,394","2,444","1,915","1,614","2,683","3,312","2,101","1,632","3,110"
2021,3,50,"56,553","3,593","3,558","5,112","3,047","4,809","2,942","4,180","2,041","3,064","2,507","2,869","2,023","1,890","3,011","3,044","2,533","2,164","4,166"
2021,3,60,"47,104","3,229","2,968","4,140","2,669","3,731","2,346","3,559","1,658","2,182","2,271","2,441","1,833","1,675","2,641","2,145","2,170","1,863","3,583"
2021,3,70,"26,887","1,808","1,479","2,584","1,427","1,979","1,422","2,028","1,035","1,094","1,492","1,400",971,876,"1,386","1,055","1,460","1,403","1,988"
2021,3,80,"11,352",676,552,"1,430",654,874,640,837,444,470,657,522,405,332,581,446,536,523,773
2021,3,90,"1,468",99,86,191,76,123,80,119,64,66,70,68,49,45,68,53,69,57,85
2021,3,100,66,8,1,6,4,6,4,7,3,2,5,5,3,2,1,2,4,2,1
2021,4,총,"377,696","21,199","28,546","33,459","20,537","37,261","17,954","32,886","17,691","22,237","17,247","16,720","12,288","10,889","19,152","20,010","14,755","12,193","22,672"
2021,4,0,"25,496","1,380","1,205","2,836","1,088","2,773",950,"3,333","1,269","1,612",567,"1,146",852,808,"1,174","2,079",871,425,"1,128"
2021,4,10,"24,036","1,228",874,"2,897",966,"2,269",931,"2,921","1,017","1,529",855,"1,146",825,745,"1,239","1,705",859,586,"1,444"
2021,4,20,"59,252","2,851","7,112","3,795","3,557","7,276","2,735","3,776","2,792","3,741","3,424","2,174","1,560","1,334","3,217","2,710","2,162","1,900","3,136"
2021,4,30,"69,380","3,236","7,144","5,102","4,235","8,170","3,216","6,147","4,486","5,208","2,983","2,506","1,855","1,579","3,113","3,447","2,001","1,667","3,285"
2021,4,40,"55,967","3,082","3,558","5,350","2,830","5,245","2,688","5,959","2,812","3,271","2,403","2,435","1,911","1,615","2,693","3,296","2,090","1,628","3,101"
2021,4,50,"56,381","3,572","3,562","5,117","3,027","4,774","2,946","4,186","2,061","3,051","2,507","2,859","2,001","1,864","3,022","3,022","2,524","2,148","4,138"
2021,4,60,"47,328","3,252","2,965","4,153","2,672","3,758","2,342","3,573","1,704","2,192","2,277","2,451","1,848","1,682","2,651","2,164","2,176","1,870","3,598"
2021,4,70,"26,867","1,811","1,481","2,570","1,421","1,981","1,416","2,018","1,039","1,091","1,493","1,399",971,883,"1,390","1,078","1,458","1,386","1,981"
2021,4,80,"11,446",684,557,"1,443",662,880,645,846,447,472,661,530,413,333,581,451,540,525,776
2021,4,90,"1,477",96,87,189,75,129,81,119,61,68,73,69,49,44,71,56,70,56,84
2021,4,100,66,7,1,7,4,6,4,8,3,2,4,5,3,2,1,2,4,2,1
2021,5,총,"377,577","21,231","28,598","33,413","20,512","37,228","17,930","32,885","17,880","22,300","17,239","16,698","12,270","10,833","19,107","19,981","14,717","12,218","22,537"
2021,5,0,"25,477","1,376","1,204","2,825","1,081","2,782",942,"3,330","1,293","1,606",557,"1,155",846,811,"1,164","2,079",881,426,"1,119"
2021,5,10,"23,895","1,225",870,"2,901",958,"2,238",930,"2,924","1,022","1,517",855,"1,132",818,735,"1,215","1,694",855,580,"1,426"
2021,5,20,"59,279","2,867","7,173","3,771","3,550","7,263","2,741","3,767","2,831","3,782","3,403","2,178","1,557","1,324","3,229","2,702","2,128","1,915","3,098"
2021,5,30,"69,256","3,237","7,170","5,061","4,249","8,165","3,188","6,121","4,526","5,225","2,989","2,505","1,840","1,560","3,097","3,408","1,997","1,656","3,262"
2021,5,40,"55,844","3,059","3,560","5,363","2,808","5,239","2,676","5,953","2,850","3,261","2,404","2,404","1,899","1,609","2,680","3,298","2,074","1,638","3,069"
2021,5,50,"56,392","3,592","3,537","5,107","3,019","4,771","2,948","4,220","2,082","3,068","2,493","2,871","2,009","1,846","3,027","3,026","2,518","2,145","4,113"
2021,5,60,"47,476","3,255","2,979","4,166","2,676","3,779","2,353","3,569","1,715","2,207","2,297","2,454","1,858","1,680","2,646","2,181","2,185","1,876","3,600"
2021,5,70,"26,884","1,823","1,460","2,567","1,427","1,979","1,416","2,025","1,049","1,084","1,492","1,396",973,885,"1,392","1,085","1,460","1,388","1,983"
2021,5,80,"11,517",695,559,"1,450",663,875,649,848,447,479,670,529,419,338,587,450,544,536,779
2021,5,90,"1,490",95,85,194,77,130,83,120,62,69,75,70,48,43,69,56,71,56,87
2021,5,100,67,7,1,8,4,7,4,8,3,2,4,4,3,2,1,2,4,2,1
