년도,월,나이,부산광역시 수영구,부산광역시 수영구 남천제1동,부산광역시 수영구 남천제2동,부산광역시 수영구 수영동,부산광역시 수영구 망미제1동,부산광역시 수영구 망미제2동,부산광역시 수영구 광안제1동,부산광역시 수영구 광안제2동,부산광역시 수영구 광안제3동,부산광역시 수영구 광안제4동,부산광역시 수영구 민락동
2020,8,30,"12,010",802,587,985,"1,793",762,"2,055","1,315",802,794,"2,115"
2020,8,40,"12,592",929,898,"1,011","1,890",920,"1,825","1,426",684,805,"2,204"
2020,8,50,"12,679","1,111",950,"1,107","2,045",901,"1,627","1,266",680,812,"2,180"
2020,8,60,"12,622",927,871,"1,321","2,252",901,"1,609","1,145",767,739,"2,090"
2020,8,70,"7,668",552,496,889,"1,381",550,"1,005",749,466,475,"1,105"
2020,8,80,"2,500",222,155,304,465,160,293,265,153,184,299
2020,8,90,211,35,15,20,44,8,32,18,8,9,22
2020,8,100,13,0,3,0,3,0,3,2,0,0,2
2020,9,총,"83,830","6,463","5,765","7,200","13,417","5,716","12,323","8,709","4,726","5,655","13,856"
2020,9,0,"5,376",337,436,322,898,376,719,583,175,376,"1,154"
2020,9,10,"6,156",613,605,350,"1,033",460,897,636,220,407,935
2020,9,20,"11,910",934,743,894,"1,639",704,"2,263","1,344",841,784,"1,764"
2020,9,30,"11,992",803,598,972,"1,760",750,"2,074","1,316",782,863,"2,074"
2020,9,40,"12,589",924,894,"1,011","1,884",912,"1,815","1,406",664,852,"2,227"
2020,9,50,"12,738","1,113",954,"1,104","2,042",900,"1,620","1,265",675,874,"2,191"
2020,9,60,"12,653",929,865,"1,319","2,262",899,"1,601","1,133",758,803,"2,084"
2020,9,70,"7,673",548,495,898,"1,386",547,"1,002",743,454,495,"1,105"
2020,9,80,"2,514",227,158,310,464,160,296,264,149,188,298
2020,9,90,216,35,14,20,46,8,33,17,8,13,22
2020,9,100,13,0,3,0,3,0,3,2,0,0,2
2020,10,총,"83,696","6,450","5,740","7,155","13,355","5,713","12,290","8,688","4,677","5,786","13,842"
2020,10,0,"5,334",345,439,313,888,373,698,582,170,394,"1,132"
2020,10,10,"6,135",597,595,343,"1,038",457,897,634,221,412,941
2020,10,20,"11,881",938,736,897,"1,624",697,"2,268","1,332",829,800,"1,760"
2020,10,30,"11,964",798,588,959,"1,746",759,"2,059","1,316",785,884,"2,070"
2020,10,40,"12,560",925,889,"1,010","1,877",909,"1,803","1,403",652,873,"2,219"
2020,10,50,"12,737","1,115",950,"1,106","2,017",902,"1,626","1,267",676,890,"2,188"
2020,10,60,"12,668",925,872,"1,302","2,268",898,"1,599","1,126",751,826,"2,101"
2020,10,70,"7,663",546,496,896,"1,384",548,"1,010",739,438,499,"1,107"
2020,10,80,"2,525",227,158,308,461,162,296,270,146,195,302
2020,10,90,216,34,14,21,49,8,31,17,9,13,20
2020,10,100,13,0,3,0,3,0,3,2,0,0,2
2020,11,총,"83,576","6,451","5,744","7,135","13,383","5,683","12,218","8,679","4,642","5,846","13,795"
2020,11,0,"5,307",347,444,314,888,366,679,576,165,401,"1,127"
2020,11,10,"6,123",590,589,342,"1,053",450,889,636,221,420,933
2020,11,20,"11,801",925,734,890,"1,620",691,"2,243","1,321",820,806,"1,751"
2020,11,30,"11,932",799,593,943,"1,739",760,"2,046","1,318",780,891,"2,063"
2020,11,40,"12,560",935,885,"1,018","1,889",904,"1,792","1,391",649,878,"2,219"
2020,11,50,"12,732","1,116",954,"1,099","2,024",900,"1,626","1,268",670,905,"2,170"
2020,11,60,"12,698",930,879,"1,305","2,263",894,"1,600","1,139",750,834,"2,104"
2020,11,70,"7,655",542,495,896,"1,382",551,"1,007",740,433,503,"1,106"
2020,11,80,"2,534",233,155,305,470,158,302,270,146,195,300
2020,11,90,220,34,13,23,52,9,31,17,8,13,20
2020,11,100,14,0,3,0,3,0,3,3,0,0,2
2020,12,총,"83,573","6,459","5,742","7,142","13,367","5,661","12,200","8,686","4,615","5,925","13,776"
2020,12,0,"5,309",350,450,320,881,359,669,571,165,416,"1,128"
2020,12,10,"6,116",599,586,342,"1,059",444,883,639,212,424,928
2020,12,20,"11,839",915,734,894,"1,627",695,"2,246","1,333",823,834,"1,738"
2020,12,30,"11,891",796,586,940,"1,718",766,"2,039","1,318",768,894,"2,066"
2020,12,40,"12,534",939,872,"1,017","1,896",894,"1,789","1,395",640,881,"2,211"
2020,12,50,"12,721","1,114",959,"1,100","2,013",897,"1,624","1,249",668,917,"2,180"
2020,12,60,"12,728",930,886,"1,309","2,267",898,"1,604","1,148",750,844,"2,092"
2020,12,70,"7,635",541,497,891,"1,381",540,"1,003",737,437,506,"1,102"
2020,12,80,"2,568",242,156,307,469,160,310,276,144,195,309
2020,12,90,218,33,13,22,53,8,30,17,8,14,20
2020,12,100,14,0,3,0,3,0,3,3,0,0,2
2021,1,총,"83,514","6,475","5,759","7,142","13,340","5,632","12,185","8,681","4,592","5,951","13,757"
2021,1,0,"5,291",351,457,320,886,351,651,571,164,424,"1,116"
2021,1,10,"6,090",601,587,345,"1,041",446,878,635,210,421,926
2021,1,20,"11,801",909,719,905,"1,605",688,"2,242","1,325",819,835,"1,754"
2021,1,30,"11,871",805,589,930,"1,711",756,"2,042","1,318",764,904,"2,052"
2021,1,40,"12,520",941,884,"1,010","1,899",886,"1,786","1,400",634,882,"2,198"
2021,1,50,"12,710","1,117",961,"1,097","2,006",898,"1,635","1,249",661,917,"2,169"
2021,1,60,"12,759",933,890,"1,311","2,275",892,"1,604","1,149",751,853,"2,101"
2021,1,70,"7,645",538,500,894,"1,388",539,"1,002",737,439,503,"1,105"
2021,1,80,"2,591",246,156,308,472,168,310,277,143,198,313
2021,1,90,222,33,13,22,54,8,32,17,7,14,22
2021,1,100,14,1,3,0,3,0,3,3,0,0,1
2021,2,총,"83,512","6,484","5,742","7,155","13,294","5,614","12,201","8,669","4,594","5,983","13,776"
2021,2,0,"5,276",352,451,318,875,347,652,563,160,441,"1,117"
2021,2,10,"6,065",602,587,346,"1,021",442,874,635,211,424,923
2021,2,20,"11,785",914,716,913,"1,598",685,"2,233","1,310",841,833,"1,742"
2021,2,30,"11,882",806,594,932,"1,695",755,"2,059","1,324",746,905,"2,066"
2021,2,40,"12,523",943,868,"1,010","1,903",880,"1,796","1,409",632,892,"2,190"
2021,2,50,"12,693","1,119",968,"1,094","1,995",899,"1,636","1,243",656,916,"2,167"
2021,2,60,"12,794",939,889,"1,313","2,290",892,"1,596","1,149",762,851,"2,113"
2021,2,70,"7,637",533,498,895,"1,376",534,"1,005",736,434,511,"1,115"
2021,2,80,"2,617",243,155,313,483,172,314,276,144,198,319
2021,2,90,226,32,13,21,55,8,33,21,8,12,23
2021,2,100,14,1,3,0,3,0,3,3,0,0,1
2021,3,총,"83,280","6,442","5,714","7,125","13,250","5,572","12,130","8,669","4,564","6,080","13,734"
2021,3,0,"5,262",351,449,317,867,341,641,553,153,464,"1,126"
2021,3,10,"6,024",596,587,345,"1,006",436,869,636,211,433,905
2021,3,20,"11,753",904,700,918,"1,592",670,"2,223","1,317",842,831,"1,756"
2021,3,30,"11,880",800,593,927,"1,693",750,"2,056","1,336",741,934,"2,050"
2021,3,40,"12,445",941,855,"1,004","1,896",868,"1,760","1,405",621,907,"2,188"
2021,3,50,"12,627","1,120",966,"1,078","1,975",903,"1,623","1,241",656,934,"2,131"
2021,3,60,"12,790",931,884,"1,304","2,299",894,"1,601","1,152",760,846,"2,119"
2021,3,70,"7,640",529,506,898,"1,376",529,"1,009",731,430,517,"1,115"
2021,3,80,"2,628",236,159,313,491,175,315,272,143,203,321
2021,3,90,223,33,13,21,55,6,31,23,7,11,23
2021,3,100,8,1,2,0,0,0,2,3,0,0,0
2021,4,총,"83,320","6,439","5,711","7,119","13,224","5,556","12,114","8,665","4,545","6,165","13,782"
2021,4,0,"5,274",344,449,317,870,344,637,548,152,476,"1,137"
2021,4,10,"5,997",602,585,339,"1,005",432,863,628,206,434,903
2021,4,20,"11,738",896,697,904,"1,575",666,"2,216","1,329",840,842,"1,773"
2021,4,30,"11,893",803,586,928,"1,678",748,"2,080","1,321",741,943,"2,065"
2021,4,40,"12,439",939,863,"1,009","1,901",854,"1,743","1,391",615,926,"2,198"
2021,4,50,"12,636","1,126",960,"1,085","1,965",907,"1,608","1,259",652,942,"2,132"
2021,4,60,"12,806",934,887,"1,301","2,304",898,"1,603","1,155",753,857,"2,114"
2021,4,70,"7,655",526,510,888,"1,381",528,"1,012",729,435,529,"1,117"
2021,4,80,"2,653",235,160,326,492,173,319,279,144,205,320
2021,4,90,221,33,12,22,53,6,31,23,7,11,23
2021,4,100,8,1,2,0,0,0,2,3,0,0,0
2021,5,총,"83,210","6,423","5,703","7,121","13,189","5,531","12,077","8,675","4,540","6,191","13,760"
2021,5,0,"5,257",338,441,317,874,342,634,545,145,486,"1,135"
2021,5,10,"5,990",601,591,344,996,427,855,627,202,443,904
2021,5,20,"11,697",901,681,897,"1,570",669,"2,203","1,324",854,826,"1,772"
2021,5,30,"11,841",788,586,925,"1,662",736,"2,080","1,330",737,961,"2,036"
2021,5,40,"12,437",937,873,"1,021","1,896",849,"1,730","1,392",607,938,"2,194"
2021,5,50,"12,629","1,119",953,"1,082","1,960",903,"1,613","1,262",659,942,"2,136"
2021,5,60,"12,804",944,890,"1,293","2,299",902,"1,599","1,161",756,850,"2,110"
2021,5,70,"7,642",527,514,890,"1,378",525,"1,005",729,426,527,"1,121"
2021,5,80,"2,675",233,161,327,500,172,324,281,145,207,325
2021,5,90,230,34,11,25,54,6,32,21,9,11,27
2021,5,100,8,1,2,0,0,0,2,3,0,0,0
2021,6,총,"83,071","6,396","5,708","7,103","13,158","5,515","12,080","8,650","4,511","6,234","13,716"
2021,6,0,"5,233",336,439,315,876,339,632,533,139,489,"1,135"
2021,6,10,"5,958",590,589,346,988,427,848,627,200,451,892
2021,6,20,"11,671",900,680,891,"1,571",664,"2,221","1,311",848,828,"1,757"
2021,6,30,"11,813",787,583,915,"1,649",734,"2,070","1,342",735,971,"2,027"
2021,6,40,"12,407",919,878,"1,014","1,893",854,"1,727","1,386",596,949,"2,191"
2021,6,50,"12,583","1,123",953,"1,078","1,941",895,"1,611","1,256",658,944,"2,124"
2021,6,60,"12,824",946,896,"1,302","2,302",895,"1,608","1,157",751,854,"2,113"
2021,6,70,"7,646",524,514,892,"1,384",524,"1,003",734,428,526,"1,117"
2021,6,80,"2,693",236,163,326,499,177,324,281,146,210,331
2021,6,90,235,34,11,24,55,6,34,20,10,12,29
2021,6,100,8,1,2,0,0,0,2,3,0,0,0
2021,7,총,"83,010","6,406","5,677","7,109","13,150","5,512","12,035","8,694","4,481","6,219","13,727"
2021,7,0,"5,202",334,430,308,878,338,621,533,135,485,"1,140"
2021,7,10,"5,937",593,594,347,978,424,830,626,198,454,893
2021,7,20,"11,630",901,663,892,"1,567",669,"2,223","1,317",832,815,"1,751"
2021,7,30,"11,766",779,583,906,"1,627",731,"2,059","1,362",726,970,"2,023"
2021,7,40,"12,434",931,870,"1,018","1,888",856,"1,724","1,394",597,956,"2,200"
2021,7,50,"12,577","1,132",954,"1,080","1,946",895,"1,608","1,253",657,930,"2,122"
2021,7,60,"12,859",947,894,"1,310","2,310",896,"1,612","1,165",752,858,"2,115"
2021,7,70,"7,657",519,510,895,"1,397",518,996,739,427,531,"1,125"
2021,7,80,"2,701",235,166,330,504,179,324,280,147,208,328
2021,7,90,239,34,11,23,55,6,36,22,10,12,30
2021,7,100,8,1,2,0,0,0,2,3,0,0,0
2021,8,총,"83,040","6,398","5,656","7,100","13,148","5,492","12,074","8,727","4,494","6,231","13,720"
2021,8,0,"5,184",340,427,303,864,336,627,531,131,490,"1,135"
2021,8,10,"5,928",586,594,350,978,421,827,626,196,453,897
2021,8,20,"11,655",889,664,891,"1,558",666,"2,251","1,335",854,806,"1,741"
2021,8,30,"11,759",787,574,897,"1,633",730,"2,048","1,362",733,971,"2,024"
2021,8,40,"12,401",924,863,"1,017","1,889",850,"1,732","1,394",588,956,"2,188"
2021,8,50,"12,590","1,130",954,"1,082","1,945",884,"1,611","1,267",657,936,"2,124"
2021,8,60,"12,883",948,895,"1,304","2,313",903,"1,616","1,169",747,862,"2,126"
2021,8,70,"7,677",521,507,897,"1,406",516,997,738,433,536,"1,126"
2021,8,80,"2,715",238,166,334,506,180,327,281,145,208,330
2021,8,90,241,34,11,25,56,6,36,21,10,13,29
2021,8,100,7,1,1,0,0,0,2,3,0,0,0
2021,9,총,"83,017","6,383","5,682","7,084","13,154","5,440","12,074","8,711","4,511","6,207","13,771"
2021,9,0,"5,151",337,430,298,853,340,620,523,129,487,"1,134"
2021,9,10,"5,915",587,599,349,982,412,819,620,200,448,899
2021,9,20,"11,588",869,665,878,"1,554",664,"2,236","1,332",853,784,"1,753"
2021,9,30,"11,766",785,576,891,"1,627",716,"2,063","1,371",743,973,"2,021"
2021,9,40,"12,396",924,862,"1,018","1,895",839,"1,731","1,372",595,953,"2,207"
2021,9,50,"12,605","1,133",962,"1,073","1,940",882,"1,611","1,279",653,935,"2,137"
2021,9,60,"12,909",947,894,"1,316","2,318",892,"1,625","1,171",749,865,"2,132"
2021,9,70,"7,712",529,514,898,"1,416",513,"1,005",740,432,536,"1,129"
2021,9,80,"2,728",238,168,337,512,177,325,279,148,213,331
2021,9,90,240,33,11,26,57,5,37,21,9,13,28
2021,9,100,7,1,1,0,0,0,2,3,0,0,0
2021,10,총,"82,913","6,384","5,663","7,060","13,151","5,373","12,062","8,712","4,509","6,219","13,780"
2021,10,0,"5,131",335,431,299,853,329,610,522,130,491,"1,131"
2021,10,10,"5,911",588,597,344,979,418,819,617,199,447,903
2021,10,20,"11,547",873,654,865,"1,557",650,"2,226","1,339",853,785,"1,745"
2021,10,30,"11,752",782,577,888,"1,619",699,"2,059","1,377",750,979,"2,022"
2021,10,40,"12,353",919,858,"1,008","1,882",826,"1,736","1,367",600,950,"2,207"
2021,10,50,"12,637","1,141",955,"1,089","1,954",874,"1,615","1,274",648,934,"2,153"
2021,10,60,"12,867",940,899,"1,305","2,313",884,"1,622","1,177",738,864,"2,125"
2021,10,70,"7,719",532,510,895,"1,426",514,"1,004",737,434,541,"1,126"
2021,10,80,"2,750",239,170,343,511,174,333,277,147,215,341
2021,10,90,239,34,11,24,57,5,36,22,10,13,27
2021,10,100,7,1,1,0,0,0,2,3,0,0,0
2021,11,총,"82,790","6,378","5,654","7,058","13,134","5,296","12,052","8,696","4,527","6,229","13,766"
2021,11,0,"5,097",327,422,302,853,332,601,519,128,491,"1,122"
2021,11,10,"5,911",592,605,344,984,408,815,608,197,451,907
2021,11,20,"11,472",866,648,857,"1,548",634,"2,213","1,337",860,772,"1,737"
2021,11,30,"11,747",791,569,885,"1,612",688,"2,067","1,385",762,982,"2,006"
2021,11,40,"12,341",914,858,"1,004","1,882",822,"1,732","1,362",597,959,"2,211"
2021,11,50,"12,622","1,139",957,"1,086","1,950",863,"1,612","1,271",649,936,"2,159"
2021,11,60,"12,844",943,899,"1,301","2,309",869,"1,621","1,174",742,863,"2,123"
2021,11,70,"7,739",533,510,910,"1,425",506,"1,016",730,436,543,"1,130"
2021,11,80,"2,767",239,173,347,513,169,338,282,146,219,341
2021,11,90,241,32,12,22,58,5,35,25,10,13,29
2021,11,100,9,2,1,0,0,0,2,3,0,0,1
2021,12,총,"82,609","6,376","5,665","7,012","13,078","5,270","12,031","8,676","4,534","6,207","13,760"
2021,12,0,"5,039",326,415,297,846,330,584,521,120,484,"1,116"
2021,12,10,"5,920",587,613,342,976,408,816,611,196,454,917
2021,12,20,"11,423",871,655,840,"1,533",629,"2,214","1,323",870,770,"1,718"
2021,12,30,"11,711",793,573,876,"1,603",685,"2,064","1,374",770,965,"2,008"
2021,12,40,"12,308",909,849,996,"1,882",812,"1,730","1,371",599,958,"2,202"
2021,12,50,"12,605","1,146",960,"1,083","1,929",853,"1,610","1,270",645,938,"2,171"
2021,12,60,"12,834",944,908,"1,292","2,305",873,"1,621","1,166",746,863,"2,116"
2021,12,70,"7,725",528,507,914,"1,420",507,"1,015",729,429,538,"1,138"
2021,12,80,"2,791",240,172,352,523,168,340,283,148,221,344
2021,12,90,246,31,13,20,61,5,35,25,11,16,29
2021,12,100,7,1,0,0,0,0,2,3,0,0,1
