년도,월,나이,서울특별시 구로구,서울특별시 구로구 신도림동,서울특별시 구로구 구로제1동,서울특별시 구로구 구로제2동,서울특별시 구로구 구로제3동,서울특별시 구로구 구로제4동,서울특별시 구로구 구로제5동,서울특별시 구로구 가리봉동,서울특별시 구로구 고척제1동,서울특별시 구로구 고척제2동,서울특별시 구로구 개봉제1동,서울특별시 구로구 개봉제2동,서울특별시 구로구 개봉제3동,서울특별시 구로구 오류제1동,서울특별시 구로구 오류제2동,서울특별시 구로구 수궁동,서울특별시 구로구 항동
2020,11,20,"28,272","2,246","1,498","1,562","2,121","1,482","2,846",711,"1,581","1,776","2,266","1,930","1,282","2,185","2,389","1,481",916
2020,11,30,"31,076","3,287","1,948","1,318","2,308","1,442","2,750",529,"1,394","1,653","2,396","2,292","1,360","2,097","2,651","1,625","2,026"
2020,11,40,"30,913","3,325","1,817","1,665","1,811","1,465","2,015",513,"1,735","2,132","2,410","2,394","1,578","1,531","3,360","1,932","1,230"
2020,11,50,"32,099","2,585","1,600","2,265","1,450","1,764","2,253",765,"2,025","2,431","2,953","2,639","1,864","1,518","2,977","2,072",938
2020,11,60,"29,469","2,102","1,397","2,108","1,397","1,701","1,940",742,"1,824","2,037","2,636","2,728","1,862","1,553","2,769","1,874",799
2020,11,70,"16,648",963,486,"1,495",844,"1,152","1,099",465,"1,000","1,248","1,459","1,491",951,935,"1,754","1,031",275
2020,11,80,"6,841",432,221,579,368,477,459,235,402,510,585,537,411,403,692,396,134
2020,11,90,"1,128",72,49,98,45,68,59,42,66,77,106,87,57,76,121,72,33
2020,11,100,136,8,3,24,19,12,2,18,5,6,7,6,7,4,6,8,1
2020,12,총,"204,735","18,504","10,820","12,187","11,707","10,491","15,097","4,249","11,608","13,804","17,165","16,266","10,644","11,577","20,245","12,123","8,248"
2020,12,0,"13,793","1,817",910,428,644,397,901,105,640,925,"1,102","1,058",608,629,"1,618",713,"1,298"
2020,12,10,"14,595","1,710",926,680,702,569,787,133,947,"1,074","1,208","1,154",685,594,"1,927",912,587
2020,12,20,"28,194","2,236","1,483","1,555","2,118","1,483","2,848",709,"1,568","1,755","2,261","1,920","1,271","2,209","2,386","1,480",912
2020,12,30,"30,932","3,254","1,940","1,315","2,302","1,412","2,722",528,"1,393","1,642","2,426","2,280","1,346","2,104","2,635","1,616","2,017"
2020,12,40,"30,793","3,326","1,805","1,649","1,803","1,462","2,015",512,"1,737","2,119","2,402","2,366","1,571","1,525","3,328","1,930","1,243"
2020,12,50,"32,003","2,584","1,578","2,253","1,449","1,757","2,253",758,"2,013","2,420","2,947","2,637","1,851","1,516","2,979","2,063",945
2020,12,60,"29,589","2,106","1,411","2,116","1,402","1,699","1,941",744,"1,833","2,030","2,647","2,736","1,875","1,561","2,795","1,890",803
2020,12,70,"16,702",957,496,"1,487",850,"1,156","1,105",466,"1,003","1,248","1,470","1,489",954,954,"1,757","1,033",277
2020,12,80,"6,858",434,219,581,372,481,462,233,403,508,589,532,418,402,686,406,132
2020,12,90,"1,137",72,48,99,46,63,61,43,66,77,106,86,58,79,128,72,33
2020,12,100,139,8,4,24,19,12,2,18,5,6,7,8,7,4,6,8,1
2021,1,총,"204,275","18,450","10,825","12,163","11,681","10,454","15,060","4,250","11,562","13,775","17,167","16,214","10,597","11,576","20,144","12,104","8,253"
2021,1,0,"13,630","1,801",904,430,640,391,891,105,638,909,"1,103","1,040",599,616,"1,565",705,"1,293"
2021,1,10,"14,491","1,695",926,674,697,555,786,130,932,"1,073","1,191","1,146",674,591,"1,920",901,600
2021,1,20,"28,109","2,216","1,484","1,543","2,104","1,488","2,822",718,"1,567","1,748","2,265","1,916","1,256","2,244","2,370","1,477",891
2021,1,30,"30,803","3,243","1,935","1,311","2,289","1,395","2,716",521,"1,371","1,632","2,434","2,262","1,342","2,087","2,622","1,621","2,022"
2021,1,40,"30,687","3,315","1,802","1,639","1,807","1,453","2,007",509,"1,731","2,114","2,408","2,361","1,556","1,513","3,302","1,925","1,245"
2021,1,50,"31,919","2,591","1,580","2,243","1,447","1,751","2,258",758,"1,995","2,410","2,924","2,636","1,839","1,507","2,971","2,064",945
2021,1,60,"29,700","2,107","1,424","2,115","1,400","1,703","1,943",749,"1,852","2,045","2,663","2,729","1,894","1,565","2,808","1,894",809
2021,1,70,"16,740",963,497,"1,493",855,"1,154","1,102",467,998,"1,248","1,476","1,493",950,968,"1,764","1,029",283
2021,1,80,"6,904",435,223,590,373,487,470,232,405,512,592,537,424,402,684,408,130
2021,1,90,"1,153",76,46,101,50,65,63,43,68,78,104,86,56,79,132,72,34
2021,1,100,139,8,4,24,19,12,2,18,5,6,7,8,7,4,6,8,1
2021,2,총,"203,955","18,398","10,789","12,133","11,665","10,431","15,089","4,248","11,502","13,731","17,167","16,167","10,551","11,625","20,085","12,106","8,268"
2021,2,0,"13,450","1,796",891,420,632,379,876,107,630,895,"1,095","1,024",586,609,"1,528",695,"1,287"
2021,2,10,"14,438","1,699",921,673,689,551,779,126,932,"1,058","1,177","1,152",668,597,"1,898",906,612
2021,2,20,"28,098","2,178","1,477","1,537","2,118","1,500","2,853",734,"1,546","1,734","2,260","1,907","1,253","2,269","2,372","1,483",877
2021,2,30,"30,575","3,206","1,916","1,304","2,273","1,376","2,724",519,"1,361","1,615","2,426","2,232","1,318","2,095","2,606","1,596","2,008"
2021,2,40,"30,638","3,323","1,797","1,636","1,800","1,454","2,000",500,"1,709","2,115","2,419","2,348","1,541","1,510","3,285","1,939","1,262"
2021,2,50,"31,887","2,587","1,584","2,240","1,445","1,743","2,269",757,"1,994","2,398","2,920","2,624","1,838","1,502","2,981","2,060",945
2021,2,60,"29,821","2,117","1,427","2,116","1,409","1,698","1,945",746,"1,854","2,064","2,685","2,737","1,899","1,578","2,817","1,904",825
2021,2,70,"16,786",967,498,"1,489",854,"1,159","1,108",466,989,"1,250","1,481","1,509",960,973,"1,765","1,032",286
2021,2,80,"6,963",440,225,593,377,491,467,235,415,520,595,540,424,409,694,407,131
2021,2,90,"1,158",77,49,101,49,67,66,43,67,76,101,86,57,79,132,76,32
2021,2,100,141,8,4,24,19,13,2,15,5,6,8,8,7,4,7,8,3
2021,3,총,"203,040","18,340","10,764","11,954","11,581","10,330","15,107","4,152","11,459","13,675","17,150","16,073","10,486","11,631","19,978","12,074","8,286"
2021,3,0,"13,381","1,788",889,414,616,366,878,108,627,883,"1,096","1,017",592,613,"1,509",694,"1,291"
2021,3,10,"14,385","1,700",925,670,690,549,770,121,927,"1,052","1,165","1,143",661,592,"1,903",905,612
2021,3,20,"28,130","2,182","1,479","1,525","2,146","1,507","2,866",739,"1,556","1,724","2,256","1,899","1,247","2,288","2,349","1,495",872
2021,3,30,"30,407","3,173","1,888","1,286","2,258","1,370","2,736",510,"1,350","1,605","2,424","2,214","1,301","2,112","2,603","1,598","1,979"
2021,3,40,"30,466","3,314","1,794","1,615","1,780","1,441","1,994",489,"1,696","2,099","2,427","2,344","1,517","1,501","3,258","1,909","1,288"
2021,3,50,"31,669","2,578","1,577","2,206","1,430","1,718","2,265",749,"1,975","2,391","2,909","2,575","1,831","1,512","2,951","2,055",947
2021,3,60,"29,821","2,125","1,434","2,098","1,401","1,688","1,949",723,"1,863","2,067","2,673","2,767","1,890","1,578","2,816","1,907",842
2021,3,70,"16,689",961,500,"1,463",843,"1,135","1,117",446,986,"1,248","1,495","1,495",960,952,"1,770","1,030",288
2021,3,80,"6,933",440,228,576,373,493,462,229,409,525,597,534,426,409,692,407,133
2021,3,90,"1,114",76,47,97,43,63,67,36,69,77,100,82,58,71,125,72,31
2021,3,100,45,3,3,4,1,0,3,2,1,4,8,3,3,3,2,2,3
2021,4,총,"202,746","18,314","10,729","11,920","11,575","10,311","15,128","4,134","11,437","13,664","17,091","16,014","10,460","11,617","19,993","12,047","8,312"
2021,4,0,"13,267","1,760",877,407,600,372,870,110,622,878,"1,100","1,002",587,609,"1,494",684,"1,295"
2021,4,10,"14,398","1,710",931,669,695,541,774,120,924,"1,058","1,159","1,132",658,593,"1,908",903,623
2021,4,20,"28,061","2,167","1,468","1,534","2,156","1,495","2,876",726,"1,549","1,709","2,244","1,894","1,247","2,269","2,357","1,496",874
2021,4,30,"30,307","3,182","1,867","1,277","2,243","1,378","2,746",509,"1,352","1,600","2,401","2,185","1,288","2,132","2,606","1,582","1,959"
2021,4,40,"30,422","3,301","1,798","1,591","1,776","1,420","2,009",485,"1,687","2,108","2,423","2,343","1,516","1,489","3,261","1,912","1,303"
2021,4,50,"31,614","2,582","1,576","2,197","1,433","1,720","2,249",746,"1,976","2,382","2,907","2,555","1,834","1,502","2,954","2,052",949
2021,4,60,"29,820","2,131","1,426","2,097","1,403","1,685","1,953",724,"1,857","2,064","2,664","2,779","1,887","1,578","2,813","1,907",852
2021,4,70,"16,682",955,497,"1,460",848,"1,133","1,116",445,983,"1,243","1,498","1,499",956,951,"1,779","1,031",288
2021,4,80,"7,022",445,238,588,377,504,469,233,415,541,594,540,427,415,695,406,135
2021,4,90,"1,112",78,48,96,43,63,63,34,71,77,98,81,57,76,124,72,31
2021,4,100,41,3,3,4,1,0,3,2,1,4,3,4,3,3,2,2,3
2021,5,총,"202,552","18,282","10,719","11,922","11,576","10,291","15,123","4,101","11,416","13,637","17,124","15,970","10,446","11,626","19,958","12,048","8,313"
2021,5,0,"13,210","1,741",880,404,598,365,866,109,621,883,"1,097",995,584,611,"1,487",681,"1,288"
2021,5,10,"14,395","1,715",923,660,698,528,775,123,927,"1,053","1,161","1,131",654,592,"1,917",906,632
2021,5,20,"27,967","2,172","1,460","1,548","2,139","1,510","2,868",709,"1,534","1,707","2,249","1,872","1,247","2,266","2,327","1,492",867
2021,5,30,"30,258","3,159","1,873","1,285","2,247","1,367","2,752",512,"1,345","1,585","2,421","2,176","1,275","2,135","2,598","1,581","1,947"
2021,5,40,"30,322","3,302","1,789","1,581","1,773","1,397","2,012",475,"1,675","2,104","2,414","2,326","1,509","1,492","3,251","1,911","1,311"
2021,5,50,"31,552","2,563","1,572","2,180","1,442","1,714","2,237",734,"1,970","2,380","2,912","2,543","1,841","1,508","2,959","2,046",951
2021,5,60,"29,936","2,141","1,438","2,111","1,407","1,694","1,958",731,"1,863","2,057","2,680","2,784","1,897","1,581","2,818","1,917",859
2021,5,70,"16,708",966,495,"1,465",847,"1,145","1,122",441,987,"1,240","1,491","1,513",950,950,"1,772","1,037",287
2021,5,80,"7,042",441,238,587,377,509,468,233,421,546,594,542,429,411,705,406,135
2021,5,90,"1,122",79,48,97,47,62,63,32,72,78,102,84,57,77,122,69,33
2021,5,100,40,3,3,4,1,0,2,2,1,4,3,4,3,3,2,2,3
2021,6,총,"202,232","18,285","10,710","11,894","11,553","10,302","15,093","4,080","11,383","13,611","17,077","15,942","10,414","11,630","19,920","12,034","8,304"
2021,6,0,"13,133","1,742",874,402,599,366,862,110,620,868,"1,086",991,578,609,"1,469",672,"1,285"
2021,6,10,"14,362","1,721",920,659,694,521,773,123,927,"1,052","1,160","1,121",647,585,"1,933",895,631
2021,6,20,"27,897","2,173","1,453","1,537","2,147","1,516","2,857",700,"1,520","1,703","2,235","1,875","1,242","2,280","2,308","1,498",853
2021,6,30,"30,130","3,142","1,875","1,268","2,217","1,369","2,752",508,"1,336","1,581","2,418","2,167","1,269","2,124","2,586","1,578","1,940"
2021,6,40,"30,300","3,322","1,791","1,580","1,787","1,389","2,013",476,"1,668","2,090","2,399","2,312","1,496","1,500","3,267","1,899","1,311"
2021,6,50,"31,416","2,543","1,577","2,173","1,430","1,710","2,222",723,"1,960","2,375","2,887","2,540","1,825","1,507","2,940","2,048",956
2021,6,60,"30,039","2,151","1,438","2,116","1,405","1,702","1,958",731,"1,867","2,069","2,703","2,802","1,903","1,582","2,821","1,925",866
2021,6,70,"16,717",966,497,"1,469",852,"1,153","1,120",441,990,"1,243","1,486","1,510",955,946,"1,761","1,035",293
2021,6,80,"7,079",445,236,591,373,513,471,233,422,547,599,538,438,417,709,412,135
2021,6,90,"1,121",78,46,95,48,63,63,33,72,79,101,83,58,76,124,71,31
2021,6,100,38,2,3,4,1,0,2,2,1,4,3,3,3,4,2,1,3
2021,7,총,"202,031","18,273","10,694","11,879","11,528","10,285","15,080","4,058","11,366","13,592","17,064","15,967","10,427","11,665","19,865","12,000","8,288"
2021,7,0,"13,084","1,736",868,402,599,356,865,110,625,854,"1,090",981,580,609,"1,454",677,"1,278"
2021,7,10,"14,333","1,728",912,656,696,518,760,122,917,"1,054","1,151","1,131",650,586,"1,932",885,635
2021,7,20,"27,782","2,150","1,457","1,536","2,133","1,509","2,868",701,"1,511","1,705","2,219","1,881","1,239","2,292","2,277","1,469",835
2021,7,30,"30,084","3,149","1,865","1,267","2,211","1,364","2,742",502,"1,340","1,564","2,418","2,155","1,274","2,142","2,581","1,578","1,932"
2021,7,40,"30,181","3,318","1,790","1,562","1,781","1,382","2,006",468,"1,653","2,091","2,387","2,302","1,485","1,496","3,255","1,892","1,313"
2021,7,50,"31,413","2,547","1,576","2,179","1,438","1,708","2,218",716,"1,965","2,372","2,886","2,548","1,830","1,505","2,925","2,045",955
2021,7,60,"30,125","2,157","1,441","2,121","1,401","1,713","1,966",735,"1,862","2,074","2,714","2,810","1,906","1,580","2,839","1,932",874
2021,7,70,"16,750",967,497,"1,461",847,"1,149","1,118",439,987,"1,247","1,492","1,525",965,958,"1,762","1,040",296
2021,7,80,"7,112",440,239,596,372,522,470,228,433,548,603,548,437,417,711,412,136
2021,7,90,"1,131",80,46,95,49,64,66,35,72,79,101,83,58,76,127,69,31
2021,7,100,36,1,3,4,1,0,1,2,1,4,3,3,3,4,2,1,3
2021,8,총,"201,638","18,252","10,667","11,849","11,475","10,278","15,057","4,039","11,333","13,573","17,020","15,930","10,399","11,697","19,818","11,980","8,271"
2021,8,0,"12,982","1,723",864,398,585,355,851,115,624,834,"1,095",982,568,603,"1,431",678,"1,276"
2021,8,10,"14,267","1,713",911,653,685,513,760,121,909,"1,067","1,139","1,116",648,591,"1,933",873,635
2021,8,20,"27,723","2,134","1,460","1,548","2,119","1,518","2,859",698,"1,502","1,687","2,210","1,882","1,231","2,316","2,279","1,451",829
2021,8,30,"29,938","3,127","1,844","1,243","2,193","1,362","2,733",501,"1,339","1,562","2,409","2,149","1,271","2,157","2,561","1,584","1,903"
2021,8,40,"30,088","3,330","1,790","1,554","1,773","1,379","1,998",461,"1,650","2,083","2,374","2,289","1,478","1,490","3,237","1,873","1,329"
2021,8,50,"31,395","2,556","1,569","2,175","1,438","1,695","2,227",713,"1,957","2,379","2,877","2,527","1,825","1,502","2,928","2,069",958
2021,8,60,"30,165","2,167","1,443","2,125","1,408","1,715","1,976",725,"1,866","2,079","2,712","2,821","1,913","1,576","2,836","1,924",879
