년도,월,나이,경상북도 영천시,경상북도 영천시 금호읍,경상북도 영천시 청통면,경상북도 영천시 신녕면,경상북도 영천시 화산면,경상북도 영천시 화북면,경상북도 영천시 화남면,경상북도 영천시 자양면,경상북도 영천시 임고면,경상북도 영천시 고경면,경상북도 영천시 북안면,경상북도 영천시 대창면,경상북도 영천시 동부동,경상북도 영천시 중앙동,경상북도 영천시 서부동,경상북도 영천시 완산동,경상북도 영천시 남부동
2020,3,40,"7,092",784,239,199,187,103,164,41,249,327,260,171,"2,414",754,332,558,310
2020,3,50,"9,716","1,301",438,375,345,226,320,144,405,470,466,335,"2,547",812,470,580,482
2020,3,60,"8,951","1,136",501,457,410,275,397,155,453,591,552,418,"1,694",630,454,457,371
2020,3,70,"5,425",702,334,294,269,176,267,91,395,419,390,225,702,315,296,299,251
2020,3,80,"2,238",268,132,138,122,91,110,60,171,175,176,94,260,138,103,111,89
2020,3,90,178,21,12,10,8,5,10,4,20,13,11,8,23,5,9,9,10
2020,3,100,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020,4,총,"51,771","5,758","2,187","1,903","1,678","1,086","1,567",589,"2,153","3,460","2,296","1,594","14,600","4,732","2,410","3,449","2,309"
2020,4,0,"2,968",214,55,59,42,44,32,9,75,149,34,47,"1,375",345,87,268,133
2020,4,10,"3,657",293,83,84,58,48,51,15,93,127,82,45,"1,605",487,142,330,114
2020,4,20,"6,189",564,205,157,130,60,109,41,166,907,162,121,"1,996",662,276,374,259
2020,4,30,"5,257",468,190,134,111,55,97,29,131,284,162,130,"1,969",536,226,454,281
2020,4,40,"7,086",772,238,200,184,105,164,39,247,325,255,169,"2,409",776,335,555,313
2020,4,50,"9,746","1,310",435,368,347,223,324,144,397,468,460,337,"2,553",826,484,577,493
2020,4,60,"8,968","1,136",502,460,403,277,399,156,455,589,556,413,"1,702",637,451,462,370
2020,4,70,"5,452",708,336,294,273,177,268,92,393,416,396,227,708,321,296,302,245
2020,4,80,"2,247",270,130,137,121,92,111,60,175,179,176,96,257,136,103,113,91
2020,4,90,188,22,12,10,9,5,11,4,21,15,12,8,25,5,10,9,10
2020,4,100,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020,5,총,"51,745","5,744","2,185","1,899","1,681","1,080","1,571",586,"2,151","3,462","2,295","1,595","14,585","4,751","2,391","3,458","2,311"
2020,5,0,"2,956",214,56,59,42,43,31,9,71,147,36,47,"1,367",342,85,273,134
2020,5,10,"3,628",288,81,85,55,47,52,15,91,125,81,45,"1,605",482,140,326,110
2020,5,20,"6,183",560,201,153,132,59,108,41,168,910,162,120,"1,992",675,272,374,256
2020,5,30,"5,238",456,188,131,111,52,98,28,131,280,162,124,"1,971",539,231,447,289
2020,5,40,"7,051",753,238,197,178,105,163,38,248,329,252,173,"2,393",783,326,564,311
2020,5,50,"9,768","1,323",432,369,353,220,331,141,395,471,459,339,"2,554",825,483,577,496
2020,5,60,"8,985","1,141",509,458,403,278,395,156,459,587,556,411,"1,705",638,450,471,368
2020,5,70,"5,472",711,336,300,277,178,269,94,392,417,397,229,715,324,292,296,245
2020,5,80,"2,260",275,130,137,121,93,112,60,174,180,177,98,256,137,102,116,92
2020,5,90,191,22,13,10,9,5,11,4,22,15,12,8,26,5,10,9,10
2020,5,100,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020,6,총,"51,636","5,735","2,182","1,894","1,672","1,079","1,570",590,"2,148","3,365","2,283","1,596","14,617","4,744","2,393","3,453","2,315"
2020,6,0,"2,946",209,53,60,39,41,31,11,68,142,36,47,"1,370",343,88,273,135
2020,6,10,"3,611",286,84,84,56,45,52,15,88,126,78,43,"1,605",479,144,318,108
2020,6,20,"6,110",551,200,150,129,60,104,41,166,840,161,122,"1,990",677,270,385,264
2020,6,30,"5,194",454,185,130,107,55,97,27,128,272,158,121,"1,967",545,228,434,286
2020,6,40,"7,053",757,241,195,178,102,164,36,248,322,251,172,"2,401",773,326,567,320
2020,6,50,"9,741","1,322",430,368,350,220,336,143,393,469,453,337,"2,562",819,486,565,488
2020,6,60,"9,029","1,148",507,457,411,277,394,159,466,585,557,416,"1,714",638,450,481,369
2020,6,70,"5,494",715,338,300,271,180,269,94,394,413,400,231,725,330,294,298,242
2020,6,80,"2,254",271,130,140,120,94,112,59,175,180,176,98,257,133,98,117,94
2020,6,90,191,21,13,10,11,5,10,5,22,15,12,8,25,6,9,10,9
2020,6,100,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020,7,총,"51,550","5,735","2,183","1,888","1,666","1,079","1,571",584,"2,152","3,297","2,291","1,598","14,603","4,750","2,387","3,449","2,317"
2020,7,0,"2,930",210,54,59,38,40,29,11,67,146,36,45,"1,353",342,91,272,137
2020,7,10,"3,590",280,83,83,55,46,52,15,86,124,77,43,"1,597",486,143,313,107
2020,7,20,"6,030",555,197,146,126,61,99,38,166,774,161,125,"1,987",676,270,383,266
2020,7,30,"5,167",444,187,128,103,56,101,25,129,267,157,120,"1,970",539,221,436,284
2020,7,40,"7,057",760,242,192,180,100,162,36,249,322,253,172,"2,406",773,326,565,319
2020,7,50,"9,754","1,324",428,365,348,219,339,142,393,468,460,336,"2,572",820,481,572,487
2020,7,60,"9,066","1,149",509,465,411,279,395,160,472,586,560,420,"1,715",641,451,478,375
2020,7,70,"5,509",723,341,302,273,177,268,94,395,416,401,229,726,333,294,297,240
2020,7,80,"2,243",269,127,138,121,96,115,58,172,179,173,99,252,133,100,118,93
2020,7,90,191,20,14,10,11,5,10,5,23,14,12,8,24,6,10,10,9
2020,7,100,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020,8,총,"51,571","5,732","2,196","1,893","1,666","1,086","1,574",587,"2,148","3,276","2,292","1,607","14,612","4,760","2,372","3,464","2,306"
2020,8,0,"2,932",207,61,61,38,39,29,12,62,143,37,46,"1,353",345,91,274,134
2020,8,10,"3,565",279,84,80,54,43,49,15,87,122,76,41,"1,592",477,143,317,106
2020,8,20,"6,002",563,196,146,126,62,104,38,163,744,158,127,"1,990",677,261,384,263
2020,8,30,"5,165",451,188,128,102,56,101,27,127,271,155,119,"1,968",543,220,433,276
2020,8,40,"7,054",752,247,195,183,102,158,37,247,315,252,175,"2,405",775,318,569,324
2020,8,50,"9,755","1,322",425,361,347,221,337,142,397,476,454,338,"2,580",817,479,577,482
2020,8,60,"9,104","1,140",510,471,408,283,402,161,473,598,570,419,"1,718",643,452,479,377
2020,8,70,"5,545",724,345,304,276,177,267,92,396,417,406,233,732,340,296,297,243
2020,8,80,"2,242",271,125,137,120,98,115,58,173,175,172,100,251,135,102,119,91
2020,8,90,194,22,14,10,12,5,11,5,23,14,11,8,22,7,10,10,10
2020,8,100,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020,9,총,"51,667","5,773","2,186","1,896","1,672","1,088","1,582",592,"2,154","3,250","2,292","1,626","14,603","4,792","2,384","3,468","2,309"
2020,9,0,"2,932",212,61,62,33,39,31,11,61,145,36,47,"1,346",353,89,272,134
2020,9,10,"3,589",295,83,82,56,42,49,18,86,121,74,41,"1,594",474,144,321,109
2020,9,20,"6,002",567,192,148,131,63,105,38,165,726,161,128,"1,990",681,263,387,257
2020,9,30,"5,162",452,188,127,99,56,103,28,127,268,156,124,"1,948",552,223,434,277
2020,9,40,"7,030",757,247,193,182,101,154,38,247,312,245,176,"2,400",777,318,564,319
2020,9,50,"9,790","1,325",421,367,352,223,337,140,396,470,457,346,"2,588",821,481,577,489
2020,9,60,"9,141","1,138",509,469,409,283,406,163,478,602,573,422,"1,723",649,456,482,379
2020,9,70,"5,575",731,346,303,277,177,269,93,399,416,410,231,740,342,300,296,245
2020,9,80,"2,237",273,125,136,120,99,116,57,172,175,168,102,250,135,100,119,90
2020,9,90,196,22,13,9,13,5,11,6,23,14,11,8,23,7,10,11,10
2020,9,100,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020,10,총,"51,701","5,777","2,178","1,907","1,676","1,096","1,589",593,"2,153","3,248","2,312","1,628","14,584","4,816","2,388","3,466","2,290"
2020,10,0,"2,913",211,59,61,33,40,30,9,59,148,36,45,"1,334",355,91,272,130
2020,10,10,"3,594",290,80,79,56,44,53,20,88,122,73,41,"1,601",483,139,321,104
2020,10,20,"5,988",569,189,157,132,65,105,37,162,706,160,121,"1,998",678,266,388,255
2020,10,30,"5,171",445,188,125,101,55,104,25,128,282,160,130,"1,930",568,221,433,276
2020,10,40,"7,001",755,242,196,180,102,153,41,241,312,250,176,"2,383",779,319,558,314
2020,10,50,"9,784","1,332",421,369,349,222,336,139,396,469,461,347,"2,576",822,483,576,486
2020,10,60,"9,211","1,144",513,473,411,289,415,164,484,601,581,426,"1,742",647,457,481,383
2020,10,70,"5,586",732,346,304,280,177,270,96,395,417,407,230,747,344,300,299,242
2020,10,80,"2,248",276,127,135,120,97,113,56,177,175,171,104,251,132,102,122,90
2020,10,90,192,22,12,8,14,5,9,6,23,15,12,7,21,7,10,11,10
2020,10,100,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020,11,총,"51,749","5,811","2,180","1,903","1,701","1,094","1,603",600,"2,150","3,229","2,287","1,629","14,561","4,863","2,390","3,461","2,287"
2020,11,0,"2,903",210,58,59,33,41,32,9,58,143,34,43,"1,321",375,87,270,130
2020,11,10,"3,590",287,77,81,55,43,56,20,85,122,70,43,"1,605",484,141,317,104
2020,11,20,"5,977",572,187,160,144,70,103,37,157,698,158,119,"1,984",674,267,391,256
2020,11,30,"5,160",444,187,125,102,53,107,27,130,280,151,125,"1,928",577,220,429,275
2020,11,40,"6,986",761,242,194,177,101,155,41,240,310,247,174,"2,374",787,316,555,312
2020,11,50,"9,779","1,340",418,367,354,218,335,139,395,465,450,344,"2,580",826,487,575,486
2020,11,60,"9,289","1,161",517,470,416,290,418,169,487,602,585,438,"1,751",653,462,486,384
2020,11,70,"5,608",733,353,304,287,175,275,95,397,420,409,231,746,348,298,300,237
2020,11,80,"2,251",279,128,135,119,98,112,57,178,174,170,103,250,131,102,122,93
2020,11,90,193,23,12,8,14,5,9,6,23,14,12,8,21,7,10,11,10
2020,11,100,13,1,1,0,0,0,1,0,0,1,1,1,1,1,0,5,0
2020,12,총,"51,812","5,815","2,165","1,921","1,722","1,094","1,600",613,"2,152","3,221","2,291","1,640","14,528","4,905","2,393","3,469","2,283"
2020,12,0,"2,888",213,56,58,36,40,31,12,57,135,31,46,"1,302",382,83,273,133
2020,12,10,"3,593",284,77,90,54,43,55,19,85,119,70,42,"1,608",484,140,319,104
2020,12,20,"5,995",574,185,163,144,66,109,41,155,704,162,119,"1,979",692,266,386,250
2020,12,30,"5,167",448,186,127,103,56,102,28,132,277,148,126,"1,922",585,228,429,270
2020,12,40,"6,950",756,239,190,174,100,151,43,235,311,248,178,"2,364",781,310,555,315
2020,12,50,"9,795","1,343",411,378,360,219,336,141,399,461,447,346,"2,570",835,494,575,480
2020,12,60,"9,352","1,163",524,466,428,295,422,170,491,604,587,439,"1,760",660,463,492,388
2020,12,70,"5,597",732,347,305,290,173,272,96,390,420,410,233,750,346,296,299,238
2020,12,80,"2,269",279,127,136,119,97,111,57,185,175,176,102,251,132,103,124,95
2020,12,90,192,22,12,7,14,5,10,6,23,14,11,8,21,7,10,12,10
2020,12,100,14,1,1,1,0,0,1,0,0,1,1,1,1,1,0,5,0
2021,1,총,"51,699","5,787","2,156","1,908","1,700","1,083","1,617",612,"2,146","3,193","2,286","1,640","14,500","4,932","2,382","3,467","2,290"
2021,1,0,"2,868",211,58,59,34,39,33,12,58,132,32,46,"1,275",390,81,269,139
2021,1,10,"3,588",289,77,88,52,42,58,19,83,115,68,40,"1,607",482,140,321,107
2021,1,20,"5,935",561,179,151,142,62,109,41,151,686,164,120,"1,974",695,261,389,250
2021,1,30,"5,106",443,182,127,103,54,101,27,129,264,147,125,"1,893",582,232,428,269
2021,1,40,"6,950",745,239,189,167,98,154,45,236,324,245,177,"2,377",786,306,551,311
2021,1,50,"9,735","1,330",407,374,351,214,332,139,401,455,446,339,"2,563",841,489,572,482
2021,1,60,"9,419","1,174",527,472,430,301,431,167,488,610,585,446,"1,768",669,465,498,388
2021,1,70,"5,615",730,349,303,288,172,276,99,390,419,409,234,764,350,295,298,239
2021,1,80,"2,272",281,125,137,119,95,111,57,187,172,178,104,256,129,102,124,95
2021,1,90,197,22,12,7,14,6,11,6,23,15,11,8,22,7,11,12,10
2021,1,100,14,1,1,1,0,0,1,0,0,1,1,1,1,1,0,5,0
2021,2,총,"51,890","5,773","2,162","1,889","1,690","1,085","1,666",603,"2,143","3,323","2,290","1,635","14,487","4,979","2,375","3,496","2,294"
2021,2,0,"2,867",207,60,59,35,40,33,7,61,133,33,43,"1,262",395,80,280,139
2021,2,10,"3,620",292,76,88,52,42,103,20,79,118,65,40,"1,600",481,136,325,103
2021,2,20,"6,053",556,178,148,140,64,107,40,155,806,166,121,"1,964",713,258,387,250
2021,2,30,"5,096",429,184,123,103,53,101,27,127,267,144,126,"1,896",584,226,432,274
2021,2,40,"6,918",741,231,188,161,100,152,43,227,321,245,167,"2,368",802,305,556,311
2021,2,50,"9,720","1,317",408,368,347,208,336,137,403,457,443,347,"2,564",836,487,579,483
2021,2,60,"9,471","1,189",537,464,430,303,432,170,491,609,586,447,"1,778",679,470,499,387
2021,2,70,"5,645",735,349,306,287,173,278,97,390,425,416,230,774,351,296,299,239
2021,2,80,"2,290",284,126,137,122,97,111,56,188,172,180,103,258,130,106,123,97
2021,2,90,196,22,12,7,13,5,12,6,22,14,11,10,22,7,11,11,11
2021,2,100,14,1,1,1,0,0,1,0,0,1,1,1,1,1,0,5,0
2021,3,총,"52,119","5,777","2,141","1,892","1,685","1,097","1,676",601,"2,150","3,310","2,301","1,642","14,351","4,989","2,405","3,831","2,271"
2021,3,0,"2,876",203,60,60,37,40,36,5,62,130,35,42,"1,239",397,79,318,133
2021,3,10,"3,650",297,75,102,54,50,101,18,78,122,66,39,"1,568",477,143,357,103
2021,3,20,"6,096",552,175,142,132,63,110,44,159,793,162,122,"1,950",715,277,445,255
2021,3,30,"5,092",434,181,120,103,56,99,27,120,260,146,126,"1,848",591,220,501,260
2021,3,40,"6,915",737,226,187,163,100,155,44,229,317,239,169,"2,324",799,311,610,305
2021,3,50,"9,734","1,309",402,368,344,208,334,133,403,459,439,344,"2,561",840,482,631,477
2021,3,60,"9,585","1,191",532,465,430,308,439,175,497,612,602,454,"1,799",679,476,531,395
2021,3,70,"5,676",744,357,302,283,173,281,96,392,428,420,232,781,351,298,302,236
2021,3,80,"2,297",287,124,138,126,93,109,54,188,174,180,103,258,133,109,126,95
2021,3,90,194,22,9,7,13,6,12,5,22,15,11,10,23,7,10,10,12
2021,3,100,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,4,총,"52,216","5,772","2,134","1,887","1,685","1,099","1,686",607,"2,153","3,298","2,309","1,644","14,229","4,963","2,381","4,098","2,271"
2021,4,0,"2,890",207,60,58,37,40,38,7,64,128,37,44,"1,213",386,75,364,132
2021,4,10,"3,648",298,75,103,54,50,100,20,77,121,65,41,"1,533",479,143,383,106
2021,4,20,"6,095",546,175,138,129,64,113,47,158,777,158,119,"1,949",717,275,475,255
2021,4,30,"5,091",436,180,122,102,54,101,27,119,255,146,125,"1,814",587,215,551,257
2021,4,40,"6,913",726,221,186,163,101,159,43,225,321,240,169,"2,294",793,311,659,302
2021,4,50,"9,725","1,301",395,366,341,214,334,132,399,458,442,346,"2,550",835,475,666,471
2021,4,60,"9,662","1,201",543,466,436,304,439,177,507,622,607,455,"1,804",673,470,557,401
2021,4,70,"5,675",743,354,301,283,175,282,94,391,423,421,231,786,349,299,306,237
2021,4,80,"2,322",291,123,139,127,92,108,55,191,178,181,103,264,137,108,127,98
2021,4,90,190,22,8,7,13,4,12,5,22,15,11,10,22,7,10,10,12
2021,4,100,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2021,5,총,"52,047","5,733","2,122","1,885","1,675","1,109","1,677",604,"2,137","3,267","2,302","1,642","14,101","4,929","2,363","4,267","2,234"
2021,5,0,"2,877",203,59,58,41,38,38,6,59,131,36,42,"1,195",382,74,388,127
2021,5,10,"3,637",297,75,105,55,52,99,21,77,115,67,41,"1,505",474,144,405,105
2021,5,20,"6,049",538,171,135,128,64,110,46,157,760,156,120,"1,944",708,267,502,243
2021,5,30,"5,044",430,171,118,98,55,103,25,117,258,141,125,"1,776",578,214,584,251
2021,5,40,"6,863",713,222,186,158,100,154,41,222,317,240,164,"2,261",791,306,690,298
2021,5,50,"9,703","1,279",397,366,342,214,330,131,399,452,442,342,"2,553",827,473,685,471
2021,5,60,"9,698","1,220",544,468,433,312,439,180,502,621,605,458,"1,790",681,475,571,399
2021,5,70,"5,665",739,351,299,284,175,285,95,393,425,424,232,785,345,292,308,233
2021,5,80,"2,315",291,123,142,123,94,107,54,190,174,178,107,270,134,108,124,96
2021,5,90,191,22,9,7,13,4,12,5,21,14,12,10,22,9,10,10,11
2021,5,100,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2021,6,총,"51,967","5,705","2,115","1,887","1,670","1,107","1,679",608,"2,136","3,219","2,297","1,629","14,031","4,910","2,356","4,395","2,223"
2021,6,0,"2,873",202,61,58,41,36,35,7,60,126,34,41,"1,187",381,77,403,124
2021,6,10,"3,600",286,74,103,55,53,97,21,76,111,68,42,"1,488",472,140,409,105
2021,6,20,"6,010",536,167,133,125,64,114,46,155,730,155,116,"1,934",713,262,520,240
2021,6,30,"5,032",426,168,120,96,55,103,24,115,258,138,124,"1,756",573,214,611,251
2021,6,40,"6,836",705,221,187,158,98,153,42,223,308,238,162,"2,247",784,305,707,298
2021,6,50,"9,661","1,269",392,366,343,214,331,133,396,453,437,336,"2,541",810,471,706,463
2021,6,60,"9,759","1,230",547,468,432,313,440,179,507,619,614,455,"1,800",689,476,586,404
2021,6,70,"5,664",732,351,297,284,175,288,94,394,420,421,236,784,342,293,320,233
2021,6,80,"2,336",296,125,147,123,93,106,56,191,179,179,106,272,137,108,123,95
2021,6,90,191,22,9,7,13,5,12,6,19,15,12,10,22,9,10,10,10
2021,6,100,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2021,7,총,"51,819","5,652","2,097","1,871","1,668","1,103","1,676",610,"2,132","3,162","2,288","1,623","13,982","4,879","2,347","4,510","2,219"
2021,7,0,"2,870",200,58,56,40,35,35,8,61,127,34,41,"1,178",382,79,416,120
2021,7,10,"3,573",278,73,103,55,53,95,22,75,111,67,42,"1,469",473,136,415,106
2021,7,20,"5,929",525,164,128,121,64,116,45,154,680,151,112,"1,936",696,261,540,236
2021,7,30,"5,002",417,165,119,95,52,99,23,113,258,138,121,"1,744",563,208,633,254
2021,7,40,"6,815",694,214,184,160,98,149,42,222,306,233,162,"2,233",783,301,734,300
2021,7,50,"9,621","1,256",391,364,343,214,335,133,390,446,437,334,"2,520",807,474,723,454
2021,7,60,"9,780","1,230",549,464,435,312,440,179,512,615,611,455,"1,818",682,473,594,411
2021,7,70,"5,688",736,348,299,282,175,287,95,394,424,425,236,792,348,295,320,232
2021,7,80,"2,346",293,126,148,124,94,108,57,192,181,179,108,270,136,110,124,96
2021,7,90,190,22,9,5,13,5,12,6,19,14,12,11,22,9,10,11,10
2021,7,100,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2021,8,총,"51,795","5,610","2,092","1,868","1,655","1,092","1,683",608,"2,137","3,133","2,299","1,620","13,979","4,895","2,350","4,550","2,224"
2021,8,0,"2,855",197,59,57,40,31,36,8,62,129,35,39,"1,173",373,74,419,123
2021,8,10,"3,566",272,72,100,54,50,95,21,79,112,66,41,"1,467",479,136,416,106
2021,8,20,"5,864",512,162,129,119,63,118,46,154,639,156,112,"1,917",701,259,543,234
2021,8,30,"5,008",411,159,121,92,50,98,21,113,252,139,123,"1,760",565,210,643,251
2021,8,40,"6,788",678,217,185,158,95,149,41,221,308,234,161,"2,212",780,306,738,305
2021,8,50,"9,643","1,254",391,362,340,215,332,132,389,451,439,329,"2,535",811,475,734,454
2021,8,60,"9,805","1,229",545,461,433,312,443,182,511,621,609,459,"1,828",688,472,600,412
2021,8,70,"5,717",741,352,301,281,176,289,95,397,425,428,238,797,349,294,322,232
2021,8,80,"2,351",292,126,146,124,94,111,55,193,182,178,106,269,140,114,124,97
2021,8,90,193,23,9,5,14,5,12,7,18,14,14,11,21,9,10,11,10
2021,8,100,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2021,9,총,"51,648","5,591","2,091","1,865","1,661","1,087","1,686",606,"2,131","3,052","2,290","1,608","13,956","4,886","2,340","4,590","2,208"
2021,9,0,"2,837",199,60,56,38,29,35,8,62,130,36,37,"1,158",377,71,419,122
2021,9,10,"3,545",263,71,101,53,47,97,19,79,113,66,39,"1,460",479,132,423,103
2021,9,20,"5,711",501,159,121,121,63,119,45,151,556,149,108,"1,896",695,257,544,226
2021,9,30,"4,961",410,155,121,92,45,94,23,113,248,130,118,"1,741",566,207,648,250
2021,9,40,"6,793",671,221,186,161,98,147,37,219,306,235,162,"2,225",769,305,755,296
2021,9,50,"9,659","1,256",388,363,339,211,333,134,388,451,441,329,"2,537",818,477,740,454
2021,9,60,"9,827","1,223",549,463,435,316,443,183,511,624,612,457,"1,843",682,467,601,418
2021,9,70,"5,757",748,351,300,283,177,295,96,401,428,426,236,804,353,299,326,234
2021,9,80,"2,358",296,127,147,125,95,110,54,189,182,181,110,271,138,115,123,95
2021,9,90,195,23,10,6,14,5,13,7,18,14,13,11,21,9,10,11,10
2021,9,100,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2021,10,총,"51,675","5,578","2,088","1,862","1,655","1,085","1,686",602,"2,138","3,044","2,294","1,618","13,946","4,893","2,334","4,636","2,216"
2021,10,0,"2,836",190,59,56,37,29,36,8,61,126,35,37,"1,158",390,70,425,119
2021,10,10,"3,510",266,71,98,53,45,96,17,82,112,64,40,"1,438",477,128,417,106
2021,10,20,"5,713",494,161,116,117,65,118,44,152,546,153,108,"1,906",698,255,553,227
2021,10,30,"4,929",404,154,120,91,42,93,24,113,246,131,119,"1,725",558,207,657,245
2021,10,40,"6,772",665,220,186,159,98,148,35,214,305,229,168,"2,230",764,295,757,299
2021,10,50,"9,699","1,257",384,364,342,214,330,132,400,455,446,330,"2,529",819,486,750,461
2021,10,60,"9,872","1,236",554,467,434,312,446,186,509,626,610,458,"1,854",684,467,609,420
2021,10,70,"5,773",741,349,300,282,181,294,93,398,432,432,236,815,355,299,334,232
2021,10,80,"2,366",301,127,148,125,93,112,55,191,182,179,110,270,138,116,122,97
2021,10,90,199,23,9,6,15,5,13,8,18,14,14,11,21,10,11,11,10
2021,10,100,6,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
2021,11,총,"51,660","5,590","2,098","1,860","1,674","1,080","1,680",599,"2,130","3,025","2,289","1,617","13,917","4,875","2,330","4,676","2,220"
2021,11,0,"2,835",196,60,54,37,27,35,8,63,124,34,38,"1,150",395,74,422,118
2021,11,10,"3,493",263,71,98,51,46,96,17,79,111,67,39,"1,424",478,129,415,109
2021,11,20,"5,690",496,161,113,128,63,117,43,152,528,149,109,"1,892",691,252,568,228
2021,11,30,"4,921",406,154,122,90,43,93,24,110,241,129,120,"1,725",547,205,665,247
2021,11,40,"6,742",664,220,187,162,97,140,36,209,308,229,169,"2,215",757,298,753,298
2021,11,50,"9,697","1,257",385,362,339,213,337,130,396,455,443,326,"2,536",818,482,763,455
2021,11,60,"9,902","1,244",555,464,441,313,443,184,515,625,611,455,"1,869",682,462,615,424
2021,11,70,"5,800",739,353,303,282,182,295,95,397,434,432,238,816,357,301,342,234
2021,11,80,"2,372",300,129,149,129,90,111,53,189,185,180,111,270,141,116,122,97
2021,11,90,202,24,10,7,15,5,13,9,20,14,14,11,20,9,11,10,10
2021,11,100,6,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
2021,12,총,"51,737","5,588","2,110","1,843","1,686","1,081","1,705",595,"2,132","3,009","2,298","1,652","13,929","4,855","2,328","4,702","2,224"
2021,12,0,"2,811",193,60,54,36,28,36,7,65,117,35,38,"1,142",398,68,417,117
2021,12,10,"3,490",256,69,96,52,47,96,17,79,113,66,39,"1,431",478,128,414,109
2021,12,20,"5,668",491,160,109,130,62,120,41,150,515,148,111,"1,886",685,253,578,229
