년도,월,나이,대구광역시 서구,대구광역시 서구 내당1동,대구광역시 서구 내당2.3동,대구광역시 서구 내당4동,대구광역시 서구 비산1동,대구광역시 서구 비산2.3동,대구광역시 서구 비산4동,대구광역시 서구 비산5동,대구광역시 서구 비산6동,대구광역시 서구 비산7동,대구광역시 서구 평리1동,대구광역시 서구 평리2동,대구광역시 서구 평리3동,대구광역시 서구 평리4동,대구광역시 서구 평리5동,대구광역시 서구 평리6동,대구광역시 서구 상중이동,대구광역시 서구 원대동
2020,4,10,"5,486",257,272,656,305,243,310,181,236,304,232,310,299,605,60,160,828,228
2020,4,20,"10,024",650,620,"1,132",516,489,626,326,471,559,458,437,608,"1,088",104,273,"1,232",435
2020,4,30,"7,927",447,407,891,386,335,400,247,297,465,315,486,444,"1,155",89,176,"1,071",316
2020,4,40,"11,022",544,607,"1,201",593,521,632,375,528,601,481,604,637,"1,273",121,300,"1,507",497
2020,4,50,"17,577",905,"1,034","1,780","1,045",947,"1,081",606,858,"1,112",816,789,"1,145","1,822",209,571,"2,059",798
2020,4,60,"16,026",824,"1,077","1,546",917,989,"1,015",678,781,"1,034",773,705,956,"1,497",199,519,"1,754",762
2020,4,70,"9,589",451,755,844,640,829,590,458,470,654,509,389,568,730,103,300,785,514
2020,4,80,"4,360",219,333,394,274,365,284,220,221,272,228,161,250,367,27,147,354,244
2020,4,90,603,26,37,51,48,50,35,18,25,31,29,27,41,67,6,14,71,27
2020,4,100,76,7,5,2,5,18,8,1,5,3,3,0,3,4,5,0,7,0
2020,5,총,"86,386","4,475","5,297","8,878","4,877","4,926","5,178","3,193","3,990","5,216","3,980","4,233","5,094","9,316",956,"2,545","10,294","3,938"
2020,5,0,"3,895",162,174,393,161,142,203,96,108,184,146,315,166,709,43,86,649,158
2020,5,10,"5,433",256,265,637,301,240,310,176,235,301,230,309,293,608,60,161,826,225
2020,5,20,"9,959",647,619,"1,141",517,488,629,318,464,559,442,439,607,"1,067",101,270,"1,225",426
2020,5,30,"7,873",442,408,900,379,335,394,248,299,463,317,479,434,"1,140",89,181,"1,056",309
2020,5,40,"10,963",536,603,"1,188",590,513,636,372,526,598,484,607,634,"1,279",118,295,"1,498",486
2020,5,50,"17,526",911,"1,024","1,777","1,043",954,"1,071",600,846,"1,104",812,794,"1,132","1,822",208,574,"2,058",796
2020,5,60,"16,044",825,"1,076","1,539",915,988,"1,013",682,789,"1,038",775,706,963,"1,508",196,517,"1,757",757
2020,5,70,"9,632",447,749,852,646,833,595,462,470,659,511,397,573,740,101,295,787,515
2020,5,80,"4,377",218,336,398,273,365,282,219,223,275,230,161,248,371,29,152,357,240
2020,5,90,608,24,38,51,47,50,37,19,25,32,30,26,41,68,6,14,74,26
2020,5,100,76,7,5,2,5,18,8,1,5,3,3,0,3,4,5,0,7,0
2020,6,총,"86,163","4,469","5,274","8,871","4,858","4,915","5,155","3,181","3,988","5,195","3,976","4,229","5,083","9,293",941,"2,537","10,282","3,916"
2020,6,0,"3,860",160,168,389,162,144,204,96,110,182,146,318,164,699,43,83,642,150
2020,6,10,"5,398",258,263,634,293,234,302,173,238,295,227,306,287,615,58,164,825,226
2020,6,20,"9,911",649,614,"1,140",512,482,618,316,459,559,443,444,604,"1,057",99,269,"1,221",425
2020,6,30,"7,831",447,405,890,375,339,398,246,292,456,313,478,432,"1,136",89,183,"1,052",300
2020,6,40,"10,913",527,602,"1,189",584,508,627,365,529,604,478,607,623,"1,276",116,289,"1,507",482
2020,6,50,"17,427",916,"1,019","1,762","1,041",945,"1,072",594,837,"1,088",816,783,"1,131","1,813",203,571,"2,048",788
2020,6,60,"16,114",820,"1,069","1,560",922,990,"1,016",689,798,"1,045",776,705,973,"1,512",191,518,"1,762",768
2020,6,70,"9,634",445,757,850,648,837,590,460,470,656,513,400,572,747,101,294,789,505
2020,6,80,"4,392",219,333,403,271,368,283,222,226,276,230,162,254,363,31,152,354,245
2020,6,90,606,20,39,52,45,50,37,19,24,31,31,26,40,71,5,14,75,27
2020,6,100,77,8,5,2,5,18,8,1,5,3,3,0,3,4,5,0,7,0
2020,7,총,"86,081","4,456","5,278","8,867","4,848","4,911","5,160","3,172","4,019","5,203","3,949","4,214","5,060","9,308",927,"2,544","10,258","3,907"
2020,7,0,"3,830",162,169,391,157,142,204,96,114,183,145,309,164,690,42,85,628,149
2020,7,10,"5,364",249,263,629,295,232,299,168,239,296,221,304,279,621,55,165,826,223
2020,7,20,"9,926",651,618,"1,151",511,483,621,312,475,558,439,440,607,"1,060",95,267,"1,215",423
2020,7,30,"7,795",436,406,882,369,341,397,245,293,456,313,477,430,"1,131",92,182,"1,046",299
2020,7,40,"10,851",527,597,"1,183",585,503,621,358,534,603,471,602,611,"1,275",113,286,"1,503",479
2020,7,50,"17,384",916,"1,013","1,747","1,036",943,"1,070",600,833,"1,087",802,785,"1,125","1,825",199,571,"2,040",792
2020,7,60,"16,171",819,"1,074","1,566",923,990,"1,031",686,803,"1,048",782,710,966,"1,525",184,525,"1,775",764
2020,7,70,"9,682",448,758,860,654,836,587,469,473,660,511,401,579,747,105,296,788,510
2020,7,80,"4,390",219,336,400,268,372,285,220,226,279,232,162,255,359,32,152,351,242
2020,7,90,611,21,39,56,45,51,37,17,24,30,30,24,41,71,5,15,79,26
2020,7,100,77,8,5,2,5,18,8,1,5,3,3,0,3,4,5,0,7,0
2020,8,총,"85,984","4,430","5,279","8,862","4,836","4,905","5,157","3,178","4,012","5,201","3,936","4,220","5,074","9,289",913,"2,530","10,258","3,904"
2020,8,0,"3,806",162,165,391,154,140,201,96,113,182,146,309,167,680,38,87,624,151
2020,8,10,"5,343",244,262,627,293,230,300,168,237,298,221,301,278,617,52,164,831,220
2020,8,20,"9,866",644,617,"1,133",504,477,613,310,470,553,436,440,618,"1,057",95,267,"1,213",419
2020,8,30,"7,759",424,399,886,365,345,406,247,294,451,309,476,429,"1,121",92,176,"1,038",301
2020,8,40,"10,814",530,591,"1,173",585,502,619,358,528,601,467,606,605,"1,268",107,287,"1,509",478
2020,8,50,"17,352",913,"1,025","1,749","1,033",934,"1,068",594,829,"1,091",797,785,"1,128","1,834",196,566,"2,020",790
2020,8,60,"16,251",816,"1,080","1,580",928,997,"1,029",694,814,"1,044",787,711,969,"1,534",185,527,"1,790",766
2020,8,70,"9,692",444,761,864,656,833,590,469,473,667,505,403,581,745,106,292,793,510
2020,8,80,"4,414",223,334,400,270,379,286,222,226,281,234,166,257,357,32,150,356,241
2020,8,90,611,22,40,57,43,51,37,19,23,30,31,23,39,72,5,14,77,28
2020,8,100,76,8,5,2,5,17,8,1,5,3,3,0,3,4,5,0,7,0
2020,9,총,"85,745","4,399","5,235","8,848","4,814","4,897","5,149","3,152","4,018","5,229","3,935","4,196","5,062","9,268",906,"2,510","10,245","3,882"
2020,9,0,"3,746",151,163,380,152,133,200,92,111,183,144,306,166,684,37,78,617,149
2020,9,10,"5,320",238,260,629,296,228,300,162,238,302,221,303,276,612,50,169,820,216
2020,9,20,"9,815",642,604,"1,135",495,475,605,311,476,551,433,440,609,"1,049",93,259,"1,218",420
2020,9,30,"7,721",416,395,874,365,344,404,238,295,464,312,474,424,"1,110",94,182,"1,029",301
2020,9,40,"10,763",530,585,"1,174",580,499,622,353,519,601,462,598,606,"1,276",106,286,"1,499",467
2020,9,50,"17,270",902,"1,016","1,739","1,026",937,"1,066",591,833,"1,085",797,779,"1,117","1,822",195,563,"2,018",784
2020,9,60,"16,332",823,"1,080","1,590",927,"1,002","1,033",692,817,"1,061",788,713,984,"1,539",184,528,"1,802",769
2020,9,70,"9,642",443,753,864,653,823,584,467,470,668,502,395,581,744,106,284,799,506
2020,9,80,"4,438",221,336,405,270,385,288,225,230,282,240,166,257,355,32,147,358,241
2020,9,90,621,25,38,56,45,53,39,20,24,29,33,22,39,73,4,14,78,29
2020,9,100,77,8,5,2,5,18,8,1,5,3,3,0,3,4,5,0,7,0
2020,10,총,"85,561","4,389","5,223","8,806","4,819","4,881","5,136","3,139","3,999","5,237","3,928","4,201","5,064","9,245",897,"2,499","10,218","3,880"
2020,10,0,"3,716",149,165,368,153,133,200,91,111,184,145,306,169,674,34,77,609,148
2020,10,10,"5,289",233,259,614,293,224,300,167,237,304,215,305,276,610,50,165,819,218
2020,10,20,"9,790",635,609,"1,132",501,471,601,304,470,551,436,436,614,"1,052",91,263,"1,205",419
2020,10,30,"7,650",415,394,857,359,337,399,235,294,470,307,476,420,"1,092",92,182,"1,018",303
2020,10,40,"10,742",531,579,"1,183",582,498,610,351,509,598,462,600,611,"1,265",106,283,"1,505",469
2020,10,50,"17,183",889,"1,010","1,730","1,024",929,"1,064",588,833,"1,077",798,764,"1,115","1,823",192,558,"2,014",775
2020,10,60,"16,385",837,"1,071","1,594",933,"1,007","1,043",690,819,"1,064",786,726,976,"1,556",186,524,"1,800",773
2020,10,70,"9,644",445,751,864,654,823,582,470,468,672,499,396,579,743,106,286,803,503
2020,10,80,"4,468",222,343,405,271,389,291,221,229,285,244,171,262,353,31,148,361,242
2020,10,90,615,25,37,57,44,51,38,21,24,29,33,21,39,73,3,13,77,30
2020,10,100,79,8,5,2,5,19,8,1,5,3,3,0,3,4,6,0,7,0
2020,11,총,"85,303","4,371","5,218","8,776","4,818","4,860","5,118","3,130","3,996","5,231","3,922","4,199","5,032","9,194",869,"2,493","10,196","3,880"
2020,11,0,"3,687",148,160,364,155,130,197,89,108,185,146,303,173,663,34,78,607,147
2020,11,10,"5,239",229,257,603,295,221,292,169,240,299,210,307,273,601,48,167,813,215
2020,11,20,"9,752",621,614,"1,131",498,466,602,302,467,547,440,429,608,"1,041",91,260,"1,207",428
2020,11,30,"7,601",421,394,865,354,336,397,237,295,472,305,475,402,"1,073",84,180,"1,006",305
2020,11,40,"10,651",521,574,"1,169",586,487,605,345,505,591,455,603,607,"1,253",103,281,"1,499",467
2020,11,50,"17,125",890,"1,006","1,713","1,022",928,"1,057",587,835,"1,082",797,760,"1,106","1,821",185,555,"2,011",770
2020,11,60,"16,428",844,"1,079","1,608",939,"1,006","1,047",688,821,"1,061",788,730,978,"1,565",179,523,"1,801",771
2020,11,70,"9,644",442,746,860,649,822,586,469,470,678,496,398,579,751,107,286,802,503
2020,11,80,"4,481",224,346,402,270,394,290,221,225,283,249,172,266,351,29,149,366,244
2020,11,90,617,24,37,59,45,50,37,22,25,30,33,22,37,71,4,14,77,30
2020,11,100,78,7,5,2,5,20,8,1,5,3,3,0,3,4,5,0,7,0
2020,12,총,"85,128","4,357","5,197","8,766","4,810","4,856","5,092","3,129","3,975","5,202","3,925","4,177","5,012","9,218",863,"2,471","10,189","3,889"
2020,12,0,"3,652",145,162,358,153,131,196,94,104,184,151,294,168,652,33,77,603,147
2020,12,10,"5,206",224,252,602,295,218,289,168,237,293,209,306,269,607,47,165,808,217
2020,12,20,"9,744",625,611,"1,135",500,468,595,297,456,546,446,431,606,"1,043",91,263,"1,205",426
2020,12,30,"7,537",418,387,859,347,331,392,236,297,460,303,462,406,"1,074",81,178,995,311
2020,12,40,"10,566",509,570,"1,154",588,485,591,346,498,584,455,595,597,"1,261",103,271,"1,496",463
2020,12,50,"17,052",887,"1,001","1,717","1,016",905,"1,059",586,828,"1,072",794,757,"1,106","1,814",184,546,"2,015",765
2020,12,60,"16,524",849,"1,079","1,612",942,"1,026","1,047",688,830,"1,071",788,740,979,"1,579",181,528,"1,810",775
2020,12,70,"9,639",441,742,862,641,826,590,471,471,673,494,399,579,759,104,282,799,506
2020,12,80,"4,513",228,352,406,280,396,289,221,223,286,249,171,265,353,30,145,372,247
2020,12,90,617,24,36,59,43,50,36,21,26,30,33,22,34,72,4,16,79,32
2020,12,100,78,7,5,2,5,20,8,1,5,3,3,0,3,4,5,0,7,0
2021,1,총,"84,987","4,365","5,197","8,741","4,797","4,865","5,077","3,129","3,983","5,191","3,919","4,173","4,989","9,216",855,"2,456","10,153","3,881"
2021,1,0,"3,626",145,160,354,151,130,197,91,105,192,145,294,173,649,31,72,587,150
2021,1,10,"5,175",226,253,594,293,222,283,167,239,287,207,305,260,609,46,163,805,216
2021,1,20,"9,696",621,609,"1,132",499,466,590,299,454,542,444,430,601,"1,041",87,261,"1,197",423
2021,1,30,"7,536",422,383,866,347,335,386,235,298,470,305,459,407,"1,069",80,174,989,311
2021,1,40,"10,501",505,569,"1,137",578,486,588,346,498,575,452,594,593,"1,268",105,267,"1,479",461
2021,1,50,"16,924",890,992,"1,691","1,011",897,"1,053",588,827,"1,054",788,754,"1,093","1,794",181,544,"2,005",762
2021,1,60,"16,619",843,"1,090","1,639",948,"1,025","1,056",689,834,"1,073",797,745,982,"1,589",181,532,"1,831",765
2021,1,70,"9,669",448,743,862,645,830,594,471,476,678,492,402,576,763,103,281,794,511
2021,1,80,"4,544",235,358,408,277,403,286,220,222,285,252,169,266,354,32,144,381,252
2021,1,90,619,23,35,56,43,51,36,22,25,32,34,21,35,76,4,18,78,30
2021,1,100,78,7,5,2,5,20,8,1,5,3,3,0,3,4,5,0,7,0
2021,2,총,"84,857","4,351","5,215","8,754","4,802","4,862","5,052","3,130","3,978","5,176","3,918","4,153","4,964","9,198",856,"2,454","10,117","3,877"
2021,2,0,"3,583",143,160,355,151,129,190,95,108,188,146,285,169,641,28,71,576,148
2021,2,10,"5,167",225,256,593,293,220,281,166,237,284,209,311,254,614,45,157,808,214
2021,2,20,"9,637",616,613,"1,146",495,461,586,296,444,543,439,428,591,"1,028",90,261,"1,183",417
2021,2,30,"7,486",420,382,854,350,337,389,236,298,467,305,449,401,"1,057",82,179,969,311
2021,2,40,"10,480",508,569,"1,138",575,478,582,344,498,564,454,588,589,"1,279",104,268,"1,481",461
2021,2,50,"16,823",881,994,"1,684","1,010",896,"1,046",582,816,"1,049",777,754,"1,082","1,777",179,534,"2,002",760
2021,2,60,"16,718",841,"1,094","1,644",952,"1,031","1,057",690,846,"1,083",808,748,995,"1,603",184,542,"1,833",767
2021,2,70,"9,687",449,747,871,648,829,592,479,477,669,489,398,576,768,102,282,799,512
2021,2,80,"4,581",239,362,409,280,411,286,220,222,292,254,171,270,355,33,142,383,252
2021,2,90,616,22,33,58,44,50,35,21,27,34,33,21,34,72,4,18,75,35
2021,2,100,79,7,5,2,4,20,8,1,5,3,4,0,3,4,5,0,8,0
2021,3,총,"84,559","4,357","5,176","8,713","4,776","4,826","5,060","3,108","3,972","5,141","3,920","4,134","4,980","9,188",850,"2,435","10,059","3,864"
2021,3,0,"3,529",139,154,350,150,125,185,91,107,186,152,281,162,631,29,70,571,146
2021,3,10,"5,137",223,245,579,289,221,289,166,240,278,213,312,262,612,44,157,797,210
2021,3,20,"9,585",625,609,"1,136",487,452,590,291,437,534,442,420,595,"1,024",90,257,"1,180",416
2021,3,30,"7,444",425,375,849,345,335,386,239,294,461,304,444,405,"1,046",83,178,965,310
2021,3,40,"10,414",505,563,"1,121",573,476,585,334,499,564,450,585,588,"1,282",103,263,"1,469",454
2021,3,50,"16,688",871,991,"1,671","1,000",888,"1,041",572,803,"1,033",770,752,"1,080","1,778",177,530,"1,977",754
2021,3,60,"16,797",845,"1,100","1,661",955,"1,033","1,061",695,850,"1,089",811,754,"1,002","1,609",185,540,"1,833",774
2021,3,70,"9,691",456,739,874,651,823,595,481,479,666,488,394,573,774,98,281,809,510
2021,3,80,"4,608",240,365,411,280,418,285,217,228,289,256,172,275,359,34,140,384,255
2021,3,90,622,22,32,61,44,51,36,22,30,38,30,20,37,69,3,19,73,35
2021,3,100,44,6,3,0,2,4,7,0,5,3,4,0,1,4,4,0,1,0
2021,4,총,"84,398","4,350","5,159","8,697","4,783","4,813","5,065","3,095","3,953","5,103","3,919","4,130","4,969","9,171",856,"2,418","10,067","3,850"
2021,4,0,"3,503",139,152,348,146,126,180,89,104,185,151,280,163,621,33,67,573,146
2021,4,10,"5,120",222,243,574,295,218,290,164,235,277,217,316,260,611,41,155,794,208
2021,4,20,"9,540",627,602,"1,126",473,454,585,289,431,524,436,411,588,"1,033",95,259,"1,188",419
2021,4,30,"7,440",419,380,855,357,332,387,237,296,457,302,440,415,"1,036",82,178,958,309
2021,4,40,"10,362",502,556,"1,123",573,468,583,336,491,554,449,595,578,"1,288",102,259,"1,458",447
2021,4,50,"16,602",868,986,"1,661",998,886,"1,040",564,798,"1,027",772,744,"1,068","1,759",177,527,"1,979",748
2021,4,60,"16,841",844,"1,095","1,658",960,"1,036","1,076",692,852,"1,085",811,757,"1,014","1,609",183,539,"1,855",775
2021,4,70,"9,700",462,740,877,651,821,592,483,486,660,491,393,572,782,99,275,807,509
2021,4,80,"4,621",236,367,413,285,418,288,220,227,294,257,173,272,359,37,139,383,253
2021,4,90,625,25,35,62,43,50,37,21,28,37,29,21,38,69,3,20,71,36
2021,4,100,44,6,3,0,2,4,7,0,5,3,4,0,1,4,4,0,1,0
2021,5,총,"84,281","4,328","5,161","8,689","4,774","4,813","5,055","3,086","3,937","5,073","3,933","4,117","4,979","9,169",841,"2,415","10,070","3,841"
2021,5,0,"3,501",135,150,359,145,125,179,91,101,183,154,282,163,615,32,66,571,150
2021,5,10,"5,080",223,242,569,293,216,286,159,231,278,217,314,253,613,41,152,787,206
2021,5,20,"9,481",620,596,"1,114",467,454,570,289,427,520,440,404,585,"1,031",93,261,"1,193",417
2021,5,30,"7,450",416,383,861,354,340,396,237,294,455,305,441,424,"1,028",79,181,953,303
2021,5,40,"10,285",498,560,"1,102",565,464,567,337,488,545,445,594,577,"1,292",100,257,"1,446",448
2021,5,50,"16,531",864,980,"1,661","1,000",886,"1,044",565,795,"1,014",772,739,"1,063","1,740",176,516,"1,975",741
2021,5,60,"16,916",842,"1,103","1,673",963,"1,037","1,084",688,854,"1,082",816,754,"1,020","1,624",178,547,"1,873",778
2021,5,70,"9,704",458,733,868,651,819,597,479,486,659,493,399,576,787,97,279,809,514
2021,5,80,"4,656",240,375,420,292,418,288,221,228,297,258,169,276,364,39,136,388,247
2021,5,90,632,26,36,62,42,50,37,20,28,37,29,21,41,71,2,20,73,37
2021,5,100,45,6,3,0,2,4,7,0,5,3,4,0,1,4,4,0,2,0
2021,6,총,"83,798","4,305","5,151","8,684","4,739","4,726","5,023","3,058","3,927","4,990","3,909","4,098","4,947","9,152",837,"2,398","10,041","3,813"
2021,6,0,"3,474",136,150,355,147,124,179,85,104,178,152,287,160,605,33,66,567,146
2021,6,10,"5,047",219,240,567,291,216,283,159,229,278,216,303,250,621,40,153,778,204
2021,6,20,"9,416",620,592,"1,115",459,441,567,289,418,507,441,405,585,"1,033",93,252,"1,180",419
2021,6,30,"7,371",406,387,862,362,331,395,232,290,446,300,436,408,"1,006",76,181,956,297
2021,6,40,"10,225",498,561,"1,111",561,455,562,332,490,527,442,596,574,"1,284",103,248,"1,440",441
2021,6,50,"16,406",862,974,"1,642",979,876,"1,049",559,781,"1,000",762,734,"1,060","1,747",172,515,"1,954",740
2021,6,60,"16,910",843,"1,109","1,682",964,"1,015","1,083",686,863,"1,067",816,755,"1,020","1,629",178,544,"1,882",774
2021,6,70,"9,674",456,729,869,648,811,588,474,486,653,491,395,575,796,98,275,822,508
2021,6,80,"4,641",237,376,422,291,406,284,221,231,296,258,167,275,358,38,143,387,251
2021,6,90,607,24,33,59,37,48,33,21,30,36,29,20,39,70,2,21,72,33
2021,6,100,27,4,0,0,0,3,0,0,5,2,2,0,1,3,4,0,3,0
2021,7,총,"83,611","4,299","5,150","8,668","4,740","4,723","5,020","3,046","3,919","4,921","3,914","4,091","4,944","9,146",835,"2,364","10,036","3,795"
2021,7,0,"3,452",134,151,349,143,122,180,84,104,176,146,290,163,601,32,64,568,145
2021,7,10,"5,018",213,235,568,292,217,283,158,223,276,221,303,247,618,40,152,771,201
2021,7,20,"9,361",623,594,"1,096",464,440,560,284,419,501,442,400,579,"1,029",90,252,"1,174",414
2021,7,30,"7,352",405,395,856,360,328,397,228,288,444,300,433,413,"1,010",78,176,949,292
2021,7,40,"10,179",493,557,"1,120",561,458,563,323,486,518,440,595,567,"1,281",98,245,"1,434",440
2021,7,50,"16,282",856,970,"1,626",969,872,"1,037",560,781,981,756,725,"1,046","1,747",171,504,"1,953",728
2021,7,60,"16,997",851,"1,111","1,699",971,"1,019","1,091",688,863,"1,054",825,761,"1,031","1,634",184,538,"1,899",778
2021,7,70,"9,650",453,723,871,643,806,590,475,488,645,492,398,578,787,98,272,823,508
2021,7,80,"4,676",243,380,423,299,409,287,225,233,288,261,167,279,363,38,140,388,253
2021,7,90,616,24,34,60,38,49,32,21,29,36,29,19,40,72,2,21,74,36
2021,7,100,28,4,0,0,0,3,0,0,5,2,2,0,1,4,4,0,3,0
2021,8,총,"83,425","4,302","5,142","8,658","4,758","4,706","5,031","3,039","3,910","4,834","3,921","4,097","4,958","9,133",833,"2,289","10,026","3,788"
2021,8,0,"3,411",134,147,348,144,122,177,84,101,174,149,283,160,592,32,61,562,141
2021,8,10,"4,994",214,232,562,296,212,283,154,220,268,221,305,248,615,41,145,776,202
2021,8,20,"9,340",618,598,"1,093",459,440,565,281,416,504,443,408,583,"1,025",86,244,"1,166",411
2021,8,30,"7,343",406,399,854,363,330,399,229,285,435,299,430,421,"1,002",78,172,946,295
2021,8,40,"10,093",489,545,"1,102",555,449,559,317,487,508,439,593,566,"1,277",98,234,"1,440",435
2021,8,50,"16,218",859,964,"1,622",970,869,"1,037",565,779,965,759,724,"1,040","1,748",173,482,"1,937",725
2021,8,60,"17,025",850,"1,117","1,714",985,"1,015","1,098",680,866,"1,027",825,771,"1,041","1,639",185,528,"1,900",784
2021,8,70,"9,660",460,725,877,643,807,589,481,492,630,491,397,577,792,96,264,831,508
2021,8,80,"4,689",243,381,424,305,411,293,226,231,285,262,167,279,366,38,138,390,250
2021,8,90,624,25,34,62,38,48,31,22,28,36,31,19,42,74,2,21,74,37
2021,8,100,28,4,0,0,0,3,0,0,5,2,2,0,1,3,4,0,4,0
2021,9,총,"83,219","4,298","5,137","8,636","4,764","4,718","5,011","3,047","3,907","4,772","3,924","4,092","4,954","9,127",834,"2,189","10,024","3,785"
2021,9,0,"3,388",133,148,335,140,124,177,80,99,173,152,282,160,590,31,58,564,142
2021,9,10,"4,956",210,230,563,295,213,276,152,216,264,221,301,246,616,42,138,775,198
2021,9,20,"9,301",621,604,"1,092",462,441,562,286,417,491,432,406,585,"1,013",83,233,"1,159",414
2021,9,30,"7,320",407,398,856,367,334,391,234,283,429,297,426,410,"1,005",80,163,947,293
2021,9,40,"10,017",473,539,"1,091",552,447,565,318,483,496,438,590,562,"1,270",101,226,"1,436",430
2021,9,50,"16,187",865,963,"1,622",967,871,"1,029",562,780,952,767,724,"1,038","1,752",170,460,"1,940",725
2021,9,60,"17,027",853,"1,114","1,710",984,"1,022","1,094",686,866,"1,019",828,776,"1,048","1,639",187,507,"1,908",786
2021,9,70,"9,666",465,727,881,650,799,593,483,498,626,487,401,582,795,94,255,825,505
2021,9,80,"4,704",243,378,424,309,415,292,225,232,284,269,167,279,372,40,130,391,254
2021,9,90,623,24,36,62,38,49,32,21,28,36,31,19,43,72,2,19,74,37
2021,9,100,30,4,0,0,0,3,0,0,5,2,2,0,1,3,4,0,5,1
2021,10,총,"82,933","4,291","5,120","8,632","4,771","4,688","5,005","3,032","3,911","4,751","3,923","4,096","4,934","9,107",826,"2,047","10,030","3,769"
2021,10,0,"3,359",131,147,338,137,124,177,80,98,172,150,280,157,589,28,56,552,143
2021,10,10,"4,923",209,226,556,294,210,271,152,211,263,221,305,242,614,44,123,786,196
2021,10,20,"9,214",617,603,"1,083",460,438,559,287,413,492,427,399,574,"1,002",80,221,"1,155",404
2021,10,30,"7,288",402,395,860,369,330,386,232,285,429,303,421,405,"1,001",79,156,944,291
2021,10,40,"9,942",475,529,"1,085",550,446,566,309,482,486,436,591,558,"1,259",101,204,"1,441",424
2021,10,50,"16,136",864,960,"1,627",972,857,"1,022",561,782,944,761,728,"1,037","1,749",169,435,"1,948",720
2021,10,60,"17,002",855,"1,114","1,713",985,"1,024","1,101",684,866,"1,015",829,778,"1,048","1,643",187,474,"1,901",785
2021,10,70,"9,685",466,727,882,655,796,589,482,501,627,491,405,585,801,94,238,834,512
2021,10,80,"4,728",243,382,427,310,412,302,224,238,285,271,170,284,376,40,120,388,256
2021,10,90,630,26,37,61,39,49,32,21,30,36,32,19,44,70,1,20,76,37
2021,10,100,26,3,0,0,0,2,0,0,5,2,2,0,0,3,3,0,5,1
2021,11,총,"82,634","4,286","5,088","8,601","4,765","4,682","5,009","3,010","3,896","4,724","3,913","4,103","4,919","9,108",827,"1,914","10,007","3,782"
2021,11,0,"3,323",130,142,332,135,126,177,79,97,170,148,279,156,587,27,51,544,143
2021,11,10,"4,904",205,226,556,296,209,271,147,207,257,226,307,243,615,42,112,784,201
2021,11,20,"9,112",611,589,"1,063",457,423,556,284,418,484,423,401,563,"1,003",80,206,"1,149",402
2021,11,30,"7,274",410,394,865,369,335,398,225,284,426,303,417,402,"1,001",78,141,933,293
2021,11,40,"9,877",470,520,"1,077",546,439,571,306,476,484,433,593,557,"1,253",100,195,"1,431",426
2021,11,50,"16,063",862,962,"1,622",974,853,"1,012",558,780,940,758,726,"1,037","1,736",173,404,"1,950",716
2021,11,60,"16,984",857,"1,109","1,714",988,"1,030","1,104",677,866,"1,007",823,782,"1,051","1,648",187,446,"1,912",783
2021,11,70,"9,689",468,728,883,656,796,589,487,489,628,490,409,581,811,96,224,837,517
2021,11,80,"4,757",247,380,427,307,420,299,225,246,289,275,171,285,380,40,115,389,262
2021,11,90,631,25,38,62,37,49,32,22,31,37,31,18,44,72,1,20,74,38
2021,11,100,20,1,0,0,0,2,0,0,2,2,3,0,0,2,3,0,4,1
