년도,월,나이,전라남도 함평군,전라남도 함평군 함평읍,전라남도 함평군 손불면,전라남도 함평군 신광면,전라남도 함평군 학교면,전라남도 함평군 엄다면,전라남도 함평군 대동면,전라남도 함평군 나산면,전라남도 함평군 해보면,전라남도 함평군 월야면
2020,7,90,474,92,45,38,69,34,53,47,42,54
2020,7,100,26,5,1,1,3,1,1,2,7,5
2020,8,총,"32,238","8,493","3,412","1,883","3,904","1,949","3,140","2,889","2,857","3,711"
2020,8,0,"1,439",553,141,70,147,47,110,109,99,163
2020,8,10,"2,069",771,189,66,221,93,228,140,131,230
2020,8,20,"2,534",806,200,134,269,144,253,199,259,270
2020,8,30,"2,182",735,181,120,234,105,196,185,185,241
2020,8,40,"3,525","1,156",352,183,389,172,294,261,320,398
2020,8,50,"5,576","1,377",586,303,668,369,587,514,521,651
2020,8,60,"5,840","1,260",639,410,766,371,547,628,556,663
2020,8,70,"5,191","1,061",665,329,671,346,533,469,453,664
2020,8,80,"3,374",673,412,230,465,264,339,334,283,374
2020,8,90,481,96,46,37,70,37,52,48,43,52
2020,8,100,27,5,1,1,4,1,1,2,7,5
2020,9,총,"32,209","8,472","3,398","1,873","3,911","1,943","3,144","2,891","2,858","3,719"
2020,9,0,"1,428",550,140,69,148,46,109,106,98,162
2020,9,10,"2,069",768,186,65,221,90,237,140,131,231
2020,9,20,"2,512",800,195,132,268,141,251,200,256,269
2020,9,30,"2,173",724,177,120,236,104,198,188,185,241
2020,9,40,"3,517","1,155",347,183,388,171,294,259,318,402
2020,9,50,"5,557","1,375",581,299,666,370,584,508,522,652
2020,9,60,"5,857","1,260",649,407,773,373,546,637,560,652
2020,9,70,"5,182","1,055",659,332,673,346,528,469,449,671
2020,9,80,"3,396",684,416,228,462,264,344,332,287,379
2020,9,90,490,95,47,37,72,37,52,50,45,55
2020,9,100,28,6,1,1,4,1,1,2,7,5
2020,10,총,"32,192","8,441","3,418","1,869","3,912","1,936","3,137","2,894","2,879","3,706"
2020,10,0,"1,408",543,141,69,144,45,107,103,101,155
2020,10,10,"2,074",765,184,65,226,91,237,141,133,232
2020,10,20,"2,518",796,198,130,268,143,254,199,256,274
2020,10,30,"2,165",724,178,119,238,102,196,190,186,232
2020,10,40,"3,507","1,144",346,185,384,171,290,258,321,408
2020,10,50,"5,539","1,358",585,292,666,369,583,509,530,647
2020,10,60,"5,887","1,271",659,413,778,369,545,637,563,652
2020,10,70,"5,163","1,054",654,330,669,345,525,473,444,669
2020,10,80,"3,415",687,425,228,464,264,348,331,289,379
2020,10,90,490,93,47,37,71,36,51,51,49,55
2020,10,100,26,6,1,1,4,1,1,2,7,3
2020,11,총,"32,112","8,403","3,411","1,871","3,902","1,934","3,125","2,876","2,874","3,716"
2020,11,0,"1,388",541,139,66,138,46,100,101,100,157
2020,11,10,"2,067",763,184,63,229,88,234,139,134,233
2020,11,20,"2,527",791,192,137,270,144,253,202,258,280
2020,11,30,"2,133",706,178,117,234,100,197,183,186,232
2020,11,40,"3,500","1,141",349,183,384,174,291,257,318,403
2020,11,50,"5,510","1,359",577,289,661,365,581,502,526,650
2020,11,60,"5,904","1,268",660,418,784,369,548,631,569,657
2020,11,70,"5,165","1,053",660,328,667,348,522,476,444,667
2020,11,80,"3,401",681,423,231,463,262,347,331,286,377
2020,11,90,491,94,48,37,69,37,51,52,46,57
2020,11,100,26,6,1,2,3,1,1,2,7,3
2020,12,총,"32,050","8,401","3,401","1,855","3,888","1,923","3,122","2,875","2,860","3,725"
2020,12,0,"1,387",547,136,64,137,47,99,103,100,154
2020,12,10,"2,048",762,183,65,228,84,228,138,129,231
2020,12,20,"2,516",782,188,129,272,137,256,203,253,296
2020,12,30,"2,124",702,176,115,236,103,194,182,184,232
2020,12,40,"3,477","1,134",353,179,373,173,290,254,318,403
2020,12,50,"5,505","1,356",579,289,659,362,582,503,526,649
2020,12,60,"5,919","1,279",657,420,785,372,551,633,567,655
2020,12,70,"5,155","1,057",660,323,664,346,519,473,444,669
2020,12,80,"3,404",678,423,231,464,261,351,332,285,379
2020,12,90,490,98,46,38,67,37,51,52,47,54
2020,12,100,25,6,0,2,3,1,1,2,7,3
2021,1,총,"31,992","8,389","3,399","1,853","3,870","1,919","3,115","2,868","2,861","3,718"
2021,1,0,"1,355",532,132,62,134,49,95,101,98,152
2021,1,10,"2,046",764,184,68,227,84,225,137,128,229
2021,1,20,"2,496",778,189,128,265,134,257,199,255,291
2021,1,30,"2,097",698,175,111,228,105,193,177,188,222
2021,1,40,"3,485","1,137",354,178,376,170,289,257,312,412
2021,1,50,"5,499","1,361",581,290,659,362,579,498,526,643
2021,1,60,"5,934","1,283",654,420,782,370,552,640,570,663
2021,1,70,"5,139","1,053",661,320,661,344,518,472,444,666
2021,1,80,"3,421",676,424,235,467,260,356,334,286,383
2021,1,90,493,101,45,39,68,39,49,51,47,54
2021,1,100,27,6,0,2,3,2,2,2,7,3
2021,2,총,"31,899","8,343","3,391","1,851","3,868","1,920","3,105","2,852","2,852","3,717"
2021,2,0,"1,346",528,127,63,133,49,99,99,99,149
2021,2,10,"2,017",758,185,70,222,84,208,135,127,228
2021,2,20,"2,464",765,186,123,270,134,254,195,251,286
2021,2,30,"2,079",688,172,112,225,105,191,178,185,223
2021,2,40,"3,463","1,133",356,176,374,170,281,258,309,406
2021,2,50,"5,471","1,353",575,287,661,357,580,487,530,641
2021,2,60,"5,972","1,288",656,426,785,375,559,640,564,679
2021,2,70,"5,108","1,043",657,317,652,342,520,468,447,662
2021,2,80,"3,456",678,431,236,474,263,361,340,288,385
2021,2,90,495,103,45,39,69,39,50,50,45,55
2021,2,100,28,6,1,2,3,2,2,2,7,3
2021,3,총,"31,711","8,317","3,366","1,844","3,809","1,904","3,147","2,831","2,784","3,709"
2021,3,0,"1,320",513,129,63,132,49,96,101,90,147
2021,3,10,"2,071",757,183,68,219,87,263,135,128,231
2021,3,20,"2,440",761,182,122,265,134,250,194,245,287
2021,3,30,"2,019",677,167,109,216,102,186,174,177,211
2021,3,40,"3,411","1,125",348,175,365,164,280,253,295,406
2021,3,50,"5,422","1,360",565,287,647,350,579,480,515,639
2021,3,60,"5,987","1,295",655,427,782,376,561,644,564,683
2021,3,70,"5,062","1,033",657,317,640,338,521,464,434,658
2021,3,80,"3,459",685,433,236,470,264,358,338,289,386
2021,3,90,502,105,46,38,71,39,51,48,46,58
2021,3,100,18,6,1,2,2,1,2,0,1,3
2021,4,총,"31,653","8,266","3,358","1,828","3,803","1,898","3,147","2,835","2,799","3,719"
2021,4,0,"1,308",510,127,63,130,48,96,102,90,142
2021,4,10,"2,078",760,184,65,217,86,269,132,132,233
2021,4,20,"2,422",748,180,116,264,133,250,195,244,292
2021,4,30,"2,003",672,165,110,215,97,185,176,176,207
2021,4,40,"3,394","1,114",349,169,364,166,276,255,291,410
2021,4,50,"5,357","1,343",555,280,645,343,574,473,518,626
2021,4,60,"6,050","1,301",662,433,787,385,567,647,573,695
2021,4,70,"5,037","1,025",659,311,633,336,512,469,433,659
2021,4,80,"3,487",687,430,242,474,264,363,338,294,395
2021,4,90,504,104,46,38,72,39,53,48,47,57
2021,4,100,13,2,1,1,2,1,2,0,1,3
2021,5,총,"31,629","8,257","3,358","1,826","3,786","1,895","3,139","2,840","2,802","3,726"
2021,5,0,"1,297",501,127,61,131,49,93,101,91,143
2021,5,10,"2,060",762,182,64,208,83,267,132,131,231
2021,5,20,"2,419",752,181,115,262,135,247,194,242,291
2021,5,30,"1,989",663,163,111,213,98,178,176,180,207
2021,5,40,"3,362","1,114",348,165,359,164,269,256,286,401
2021,5,50,"5,373","1,335",559,285,644,341,578,473,520,638
2021,5,60,"6,070","1,309",658,429,788,384,572,655,575,700
2021,5,70,"5,019","1,017",657,314,631,336,513,464,434,653
2021,5,80,"3,514",697,436,243,476,264,364,341,292,401
2021,5,90,513,106,46,38,73,40,55,48,50,57
2021,5,100,13,1,1,1,1,1,3,0,1,4
2021,6,총,"31,526","8,240","3,355","1,817","3,770","1,882","3,116","2,830","2,792","3,724"
2021,6,0,"1,278",493,129,61,127,47,92,98,90,141
2021,6,10,"2,044",767,181,63,208,82,259,126,130,228
2021,6,20,"2,395",746,184,111,259,132,241,195,239,288
2021,6,30,"1,950",643,162,111,211,96,171,171,181,204
2021,6,40,"3,353","1,106",350,163,355,163,266,259,286,405
2021,6,50,"5,343","1,342",554,285,638,335,572,466,512,639
2021,6,60,"6,103","1,317",658,427,788,390,578,665,575,705
2021,6,70,"5,008","1,019",657,312,630,333,512,461,433,651
2021,6,80,"3,528",699,433,246,480,263,366,341,296,404
2021,6,90,510,106,46,37,73,40,56,48,49,55
2021,6,100,14,2,1,1,1,1,3,0,1,4
2021,7,총,"31,444","8,238","3,334","1,815","3,750","1,867","3,109","2,818","2,784","3,729"
2021,7,0,"1,264",489,130,58,123,45,90,98,92,139
2021,7,10,"2,044",776,178,63,211,80,255,122,128,231
2021,7,20,"2,351",739,175,111,255,127,239,189,229,287
2021,7,30,"1,927",634,160,110,209,96,166,170,180,202
2021,7,40,"3,343","1,112",343,161,353,159,267,252,286,410
2021,7,50,"5,326","1,341",551,287,632,335,567,467,512,634
2021,7,60,"6,127","1,319",665,426,786,388,584,668,579,712
2021,7,70,"5,002","1,017",655,316,631,332,511,465,427,648
2021,7,80,"3,530",704,427,244,475,260,369,340,304,407
2021,7,90,515,105,49,38,73,44,58,47,46,55
2021,7,100,15,2,1,1,2,1,3,0,1,4
2021,8,총,"31,418","8,274","3,319","1,804","3,737","1,868","3,109","2,801","2,776","3,730"
2021,8,0,"1,253",487,128,57,124,45,89,98,88,137
2021,8,10,"2,038",784,179,63,203,82,253,117,128,229
2021,8,20,"2,357",745,172,111,255,128,238,187,230,291
2021,8,30,"1,913",638,153,106,206,95,166,170,178,201
2021,8,40,"3,309","1,114",338,155,346,159,265,244,284,404
2021,8,50,"5,333","1,337",546,286,634,334,571,468,514,643
2021,8,60,"6,155","1,326",672,428,788,391,587,667,583,713
2021,8,70,"4,984","1,033",652,316,627,326,504,459,424,643
2021,8,80,"3,545",702,428,242,477,264,375,343,304,410
2021,8,90,516,106,50,39,75,43,58,48,42,55
2021,8,100,15,2,1,1,2,1,3,0,1,4
2021,9,총,"31,375","8,282","3,310","1,795","3,723","1,862","3,099","2,798","2,774","3,732"
2021,9,0,"1,243",485,125,56,122,50,85,99,83,138
2021,9,10,"2,041",790,179,64,202,81,252,118,129,226
2021,9,20,"2,334",739,173,108,246,126,236,182,234,290
2021,9,30,"1,880",628,152,104,201,89,161,168,176,201
2021,9,40,"3,305","1,112",334,155,352,158,264,244,280,406
2021,9,50,"5,347","1,354",545,286,626,340,574,466,508,648
2021,9,60,"6,154","1,331",666,420,796,382,586,669,589,715
2021,9,70,"4,973","1,028",652,323,622,325,500,459,427,637
2021,9,80,"3,564",704,431,239,481,267,380,344,305,413
2021,9,90,519,109,52,39,73,43,58,49,42,54
2021,9,100,15,2,1,1,2,1,3,0,1,4
2021,10,총,"31,379","8,294","3,324","1,800","3,721","1,856","3,084","2,791","2,778","3,731"
2021,10,0,"1,228",482,125,54,118,48,82,99,83,137
2021,10,10,"2,020",786,181,61,199,80,245,115,128,225
2021,10,20,"2,346",747,175,113,245,129,235,180,234,288
2021,10,30,"1,877",625,153,105,203,85,158,169,178,201
2021,10,40,"3,285","1,107",330,151,351,158,261,242,280,405
2021,10,50,"5,362","1,366",552,294,620,335,574,461,514,646
2021,10,60,"6,176","1,336",668,420,795,385,591,668,588,725
2021,10,70,"4,963","1,030",651,320,628,321,499,456,426,632
2021,10,80,"3,584",708,436,240,484,272,376,350,305,413
2021,10,90,522,106,52,41,76,42,60,51,40,54
2021,10,100,16,1,1,1,2,1,3,0,2,5
2021,11,총,"31,343","8,284","3,320","1,794","3,717","1,845","3,080","2,795","2,784","3,724"
2021,11,0,"1,217",482,118,54,115,45,84,96,84,139
2021,11,10,"2,011",783,179,60,198,80,240,118,129,224
2021,11,20,"2,349",751,175,111,250,126,234,182,237,283
2021,11,30,"1,847",618,143,104,199,81,159,167,177,199
2021,11,40,"3,276","1,099",334,151,351,161,259,242,276,403
2021,11,50,"5,365","1,371",553,294,616,335,575,463,512,646
2021,11,60,"6,195","1,332",677,421,798,386,586,670,598,727
2021,11,70,"4,945","1,033",646,319,625,316,499,457,420,630
2021,11,80,"3,596",710,441,240,484,271,379,349,309,413
2021,11,90,526,104,53,39,79,43,62,51,40,55
2021,11,100,16,1,1,1,2,1,3,0,2,5
2021,12,총,"31,274","8,274","3,338","1,785","3,685","1,856","3,076","2,785","2,783","3,692"
2021,12,0,"1,210",480,118,54,112,50,81,98,85,132
2021,12,10,"1,994",782,174,60,195,79,235,118,130,221
2021,12,20,"2,334",750,182,108,240,127,238,174,230,285
2021,12,30,"1,838",618,146,102,200,81,156,168,174,193
2021,12,40,"3,264","1,100",332,150,346,163,262,240,276,395
2021,12,50,"5,354","1,374",554,295,600,338,575,463,514,641
2021,12,60,"6,197","1,322",685,417,803,388,589,666,599,728
2021,12,70,"4,907","1,024",645,320,621,312,493,451,415,626
2021,12,80,"3,628",718,446,240,486,275,382,352,318,411
2021,12,90,533,105,55,39,80,42,62,55,40,55
2021,12,100,15,1,1,0,2,1,3,0,2,5
