년도,월,나이,파주시,문산읍,파주읍,법원읍,조리읍,월롱면,탄현면,광탄면,파평면,적성면,군내면,장단출장소,장단면,진동면,진서면,금촌1동,금촌2동,금촌3동,교하동,운정1동,운정2동,운정3동
2020,1,90,"1,914",235,124,93,153,45,118,130,58,64,0.0,2.0,0,2.0,0.0,106,107,100,170,119,128,160
2020,1,100,180,26,39,14,14,2,9,15,11,0,0.0,0.0,0,0.0,0.0,15,12,0,10,9,2,2
2020,2,총,"453,827","48,527","13,205","11,058","30,435","9,444","13,539","11,626","3,955","7,586",0.0,577.0,0,155.0,0.0,"22,669","33,976","27,538","41,075","45,110","60,475","72,877"
2020,2,0,"44,925","5,316",558,394,"1,917",192,755,527,120,586,0.0,23.0,0,4.0,0.0,"1,288","3,748","2,521","4,122","5,357","8,920","8,577"
2020,2,10,"48,422","4,716",816,817,"2,889",296,"1,052",704,209,546,0.0,38.0,0,12.0,0.0,"1,574","4,390","2,854","5,548","5,871","7,322","8,768"
2020,2,20,"55,052","5,647","1,462","1,337","3,838","2,350","1,524","1,296",419,945,0.0,62.0,0,4.0,0.0,"3,492","4,274","3,797","4,427","5,045","6,452","8,681"
2020,2,30,"67,106","8,118","1,381",952,"3,199","2,303","1,544","1,091",282,862,0.0,52.0,0,9.0,0.0,"3,000","4,967","3,904","5,318","6,741","11,712","11,671"
2020,2,40,"79,192","7,433","1,758","1,349","4,623",951,"2,224","1,400",381,875,0.0,74.0,0,15.0,0.0,"3,439","6,320","4,424","8,407","8,982","11,929","14,608"
2020,2,50,"70,005","6,882","2,543","2,272","5,973","1,343","2,578","2,427",784,"1,260",0.0,106.0,0,28.0,0.0,"4,236","5,046","4,567","6,352","6,537","6,868","10,203"
2020,2,60,"45,645","4,913","2,205","1,900","4,210","1,078","1,936","2,127",749,"1,168",0.0,89.0,0,32.0,0.0,"2,946","2,612","2,889","3,676","3,631","3,880","5,604"
2020,2,70,"28,101","3,500","1,490","1,280","2,447",548,"1,159","1,234",591,913,0.0,90.0,0,35.0,0.0,"1,790","1,711","1,687","2,075","1,978","2,329","3,244"
2020,2,80,"13,274","1,738",827,652,"1,169",336,643,679,350,367,0.0,41.0,0,15.0,0.0,783,790,791,973,834,931,"1,355"
2020,2,90,"1,918",238,126,92,157,44,115,126,59,63,0.0,2.0,0,1.0,0.0,105,107,102,166,124,129,162
2020,2,100,187,26,39,13,13,3,9,15,11,1,0.0,0.0,0,0.0,0.0,16,11,2,11,10,3,4
2020,3,총,"454,494","48,496","13,128","11,044","30,314","9,382","13,517","11,580","3,950","7,582",0.0,580.0,0,159.0,0.0,"22,651","33,817","27,463","41,025","45,122","61,635","73,049"
2020,3,0,"44,831","5,261",547,391,"1,898",195,744,519,116,591,0.0,23.0,0,5.0,0.0,"1,261","3,689","2,477","4,077","5,339","9,169","8,529"
2020,3,10,"48,361","4,719",803,811,"2,869",291,"1,048",693,204,545,0.0,39.0,0,12.0,0.0,"1,576","4,357","2,816","5,540","5,871","7,399","8,768"
2020,3,20,"55,377","5,691","1,461","1,348","3,833","2,312","1,522","1,280",417,948,0.0,61.0,0,4.0,0.0,"3,511","4,285","3,817","4,428","5,054","6,606","8,799"
2020,3,30,"66,944","8,034","1,356",941,"3,157","2,275","1,531","1,089",279,869,0.0,52.0,0,9.0,0.0,"2,967","4,865","3,860","5,275","6,740","12,014","11,631"
2020,3,40,"79,160","7,446","1,739","1,341","4,590",948,"2,218","1,398",374,869,0.0,74.0,0,16.0,0.0,"3,418","6,297","4,391","8,374","8,944","12,110","14,613"
2020,3,50,"70,076","6,886","2,518","2,256","5,938","1,334","2,576","2,407",788,"1,245",0.0,104.0,0,28.0,0.0,"4,243","5,064","4,566","6,369","6,540","6,964","10,250"
2020,3,60,"46,084","4,951","2,225","1,915","4,263","1,091","1,942","2,131",759,"1,170",0.0,94.0,0,32.0,0.0,"2,968","2,631","2,930","3,705","3,669","3,950","5,658"
2020,3,70,"28,159","3,500","1,486","1,285","2,431",549,"1,161","1,240",588,912,0.0,89.0,0,35.0,0.0,"1,792","1,714","1,691","2,098","1,982","2,355","3,251"
2020,3,80,"13,384","1,740",826,646,"1,163",339,652,683,357,367,0.0,42.0,0,17.0,0.0,795,797,808,984,852,933,"1,383"
2020,3,90,"1,928",241,127,97,159,45,114,125,57,64,0.0,2.0,0,1.0,0.0,104,107,104,164,122,132,163
2020,3,100,190,27,40,13,13,3,9,15,11,2,0.0,0.0,0,0.0,0.0,16,11,3,11,9,3,4
2020,4,총,"455,262","48,510","13,154","10,999","30,243","9,311","13,526","11,569","3,927","7,579",0.0,578.0,0,159.0,0.0,"22,655","33,743","27,485","41,057","45,277","62,153","73,337"
2020,4,0,"44,712","5,222",549,375,"1,879",198,739,519,106,591,0.0,21.0,0,5.0,0.0,"1,252","3,652","2,456","4,062","5,349","9,235","8,502"
2020,4,10,"48,379","4,745",799,808,"2,841",290,"1,039",682,199,542,0.0,40.0,0,12.0,0.0,"1,567","4,336","2,814","5,550","5,881","7,435","8,799"
2020,4,20,"55,550","5,732","1,465","1,342","3,843","2,266","1,522","1,279",420,951,0.0,60.0,0,4.0,0.0,"3,512","4,288","3,817","4,433","5,089","6,676","8,851"
2020,4,30,"66,859","7,952","1,353",938,"3,142","2,249","1,528","1,092",262,863,0.0,51.0,0,9.0,0.0,"2,942","4,827","3,848","5,266","6,755","12,134","11,648"
2020,4,40,"79,157","7,454","1,737","1,328","4,556",938,"2,214","1,375",378,864,0.0,75.0,0,16.0,0.0,"3,414","6,281","4,387","8,354","8,945","12,196","14,645"
2020,4,50,"70,386","6,913","2,534","2,249","5,934","1,340","2,586","2,396",785,"1,244",0.0,103.0,0,28.0,0.0,"4,254","5,081","4,592","6,397","6,572","7,035","10,343"
2020,4,60,"46,363","4,972","2,232","1,919","4,274","1,101","1,948","2,151",763,"1,177",0.0,94.0,0,32.0,0.0,"2,981","2,634","2,946","3,724","3,703","3,995","5,717"
2020,4,70,"28,253","3,504","1,479","1,286","2,436",546,"1,171","1,250",588,917,0.0,90.0,0,35.0,0.0,"1,802","1,726","1,704","2,104","1,994","2,355","3,266"
2020,4,80,"13,455","1,740",838,643,"1,156",336,657,681,357,363,0.0,42.0,0,16.0,0.0,809,797,816,996,857,958,"1,393"
2020,4,90,"1,958",249,126,98,169,44,114,130,59,65,0.0,2.0,0,2.0,0.0,106,110,102,159,123,132,168
2020,4,100,190,27,42,13,13,3,8,14,10,2,0.0,0.0,0,0.0,0.0,16,11,3,12,9,2,5
2020,5,총,"455,471","48,523","13,110","10,956","30,240","9,264","13,491","11,559","3,933","7,608",0.0,577.0,0,157.0,0.0,"22,622","33,702","27,473","41,003","45,313","62,420","73,520"
2020,5,0,"44,568","5,190",553,370,"1,866",197,729,521,111,590,0.0,21.0,0,5.0,0.0,"1,247","3,632","2,454","4,066","5,334","9,236","8,446"
2020,5,10,"48,295","4,750",789,800,"2,823",294,"1,036",679,197,544,0.0,39.0,0,12.0,0.0,"1,550","4,311","2,798","5,518","5,873","7,475","8,807"
2020,5,20,"55,586","5,736","1,449","1,338","3,843","2,222","1,501","1,284",425,954,0.0,61.0,0,3.0,0.0,"3,496","4,303","3,822","4,441","5,081","6,699","8,928"
2020,5,30,"66,699","7,939","1,343",926,"3,136","2,239","1,528","1,080",266,879,0.0,50.0,0,9.0,0.0,"2,943","4,792","3,819","5,217","6,730","12,191","11,612"
2020,5,40,"79,109","7,444","1,722","1,316","4,534",935,"2,203","1,375",378,863,0.0,76.0,0,16.0,0.0,"3,398","6,243","4,384","8,349","8,951","12,224","14,698"
2020,5,50,"70,655","6,920","2,543","2,250","5,963","1,337","2,584","2,381",780,"1,243",0.0,102.0,0,27.0,0.0,"4,257","5,119","4,587","6,427","6,615","7,124","10,396"
2020,5,60,"46,572","5,015","2,234","1,921","4,282","1,109","1,963","2,161",760,"1,186",0.0,95.0,0,32.0,0.0,"2,987","2,650","2,977","3,719","3,712","4,002","5,767"
2020,5,70,"28,315","3,495","1,469","1,285","2,449",544,"1,175","1,251",592,915,0.0,91.0,0,35.0,0.0,"1,803","1,732","1,712","2,100","2,018","2,365","3,284"
2020,5,80,"13,528","1,757",840,644,"1,163",340,652,681,358,368,0.0,40.0,0,16.0,0.0,812,801,815,998,867,967,"1,409"
2020,5,90,"1,952",250,126,93,168,44,111,132,56,64,0.0,2.0,0,2.0,0.0,113,108,101,157,122,135,168
2020,5,100,192,27,42,13,13,3,9,14,10,2,0.0,0.0,0,0.0,0.0,16,11,4,11,10,2,5
2020,6,총,"456,073","48,554","13,144","10,923","30,243","9,250","13,464","11,549","3,942","7,618",0.0,572.0,0,157.0,0.0,"22,621","33,663","27,436","41,046","45,308","62,725","73,858"
2020,6,0,"44,481","5,165",567,363,"1,860",196,728,515,103,593,0.0,20.0,0,5.0,0.0,"1,252","3,598","2,448","4,043","5,302","9,247","8,476"
2020,6,10,"48,297","4,739",781,783,"2,810",291,"1,022",676,202,540,0.0,38.0,0,11.0,0.0,"1,562","4,324","2,793","5,495","5,880","7,522","8,828"
2020,6,20,"55,677","5,768","1,470","1,338","3,842","2,198","1,495","1,289",425,950,0.0,61.0,0,4.0,0.0,"3,484","4,288","3,812","4,482","5,076","6,705","8,990"
2020,6,30,"66,501","7,899","1,349",905,"3,110","2,242","1,521","1,069",269,881,0.0,48.0,0,9.0,0.0,"2,924","4,776","3,796","5,187","6,698","12,205","11,613"
2020,6,40,"79,254","7,482","1,716","1,306","4,549",938,"2,189","1,376",370,871,0.0,76.0,0,16.0,0.0,"3,398","6,217","4,375","8,344","8,964","12,307","14,760"
2020,6,50,"70,777","6,911","2,539","2,240","5,956","1,329","2,586","2,368",778,"1,238",0.0,102.0,0,27.0,0.0,"4,241","5,122","4,583","6,453","6,621","7,186","10,497"
2020,6,60,"46,974","5,053","2,245","1,950","4,299","1,120","1,971","2,170",775,"1,191",0.0,94.0,0,33.0,0.0,"3,022","2,697","2,999","3,762","3,741","4,048","5,804"
2020,6,70,"28,368","3,499","1,468","1,284","2,466",548,"1,174","1,253",592,913,0.0,91.0,0,34.0,0.0,"1,797","1,726","1,708","2,108","2,023","2,393","3,291"
2020,6,80,"13,578","1,760",838,647,"1,171",340,659,683,360,372,0.0,40.0,0,16.0,0.0,808,793,818,"1,003",870,975,"1,425"
2020,6,90,"1,975",251,130,94,167,45,110,136,58,67,0.0,2.0,0,2.0,0.0,118,111,100,158,123,135,168
2020,6,100,191,27,41,13,13,3,9,14,10,2,0.0,0.0,0,0.0,0.0,15,11,4,11,10,2,6
2020,7,총,"456,788","48,595","13,134","10,900","30,224","9,204","13,462","11,535","3,951","7,614",0.0,569.0,0,159.0,0.0,"22,528","33,656","27,463","40,995","45,736","62,857","74,206"
2020,7,0,"44,359","5,168",571,366,"1,848",197,723,516,106,598,0.0,22.0,0,5.0,0.0,"1,234","3,582","2,445","4,001","5,292","9,226","8,459"
2020,7,10,"48,281","4,740",774,768,"2,791",287,"1,015",673,202,534,0.0,38.0,0,12.0,0.0,"1,554","4,307","2,790","5,482","5,895","7,542","8,877"
2020,7,20,"55,801","5,768","1,459","1,332","3,824","2,150","1,492","1,281",426,948,0.0,56.0,0,4.0,0.0,"3,430","4,295","3,814","4,499","5,272","6,721","9,030"
2020,7,30,"66,390","7,892","1,341",899,"3,110","2,248","1,521","1,057",271,875,0.0,48.0,0,10.0,0.0,"2,898","4,725","3,798","5,146","6,770","12,161","11,620"
2020,7,40,"79,305","7,496","1,699","1,296","4,516",929,"2,179","1,383",369,868,0.0,77.0,0,16.0,0.0,"3,379","6,223","4,369","8,299","8,997","12,352","14,858"
2020,7,50,"71,097","6,916","2,550","2,230","5,976","1,323","2,596","2,357",786,"1,250",0.0,98.0,0,27.0,0.0,"4,235","5,141","4,595","6,484","6,677","7,255","10,601"
2020,7,60,"47,231","5,060","2,253","1,961","4,326","1,128","1,982","2,175",775,"1,187",0.0,96.0,0,33.0,0.0,"3,047","2,718","3,015","3,794","3,780","4,068","5,833"
2020,7,70,"28,488","3,508","1,473","1,293","2,467",556,"1,178","1,256",583,914,0.0,92.0,0,34.0,0.0,"1,807","1,735","1,713","2,115","2,046","2,405","3,313"
2020,7,80,"13,653","1,773",842,649,"1,185",336,658,685,362,370,0.0,40.0,0,16.0,0.0,812,806,819,"1,000",874,988,"1,438"
2020,7,90,"1,989",246,130,93,168,47,109,137,61,68,0.0,2.0,0,2.0,0.0,117,113,101,164,123,138,170
2020,7,100,194,28,42,13,13,3,9,15,10,2,0.0,0.0,0,0.0,0.0,15,11,4,11,10,1,7
2020,8,총,"459,158","48,430","13,150","10,893","30,140","9,145","13,388","11,560","3,948","7,616",0.0,568.0,0,159.0,0.0,"22,433","33,320","27,320","40,824","45,547","62,378","78,339"
2020,8,0,"44,530","5,054",581,356,"1,825",194,709,517,101,598,0.0,22.0,0,5.0,0.0,"1,202","3,458","2,391","3,871","5,173","9,057","9,416"
2020,8,10,"48,444","4,734",780,765,"2,771",287,"1,009",671,199,535,0.0,38.0,0,12.0,0.0,"1,553","4,269","2,768","5,459","5,852","7,498","9,244"
2020,8,20,"56,017","5,779","1,454","1,334","3,813","2,113","1,464","1,273",429,941,0.0,55.0,0,4.0,0.0,"3,413","4,286","3,804","4,514","5,326","6,714","9,301"
2020,8,30,"66,798","7,784","1,341",893,"3,082","2,209","1,513","1,071",269,876,0.0,46.0,0,10.0,0.0,"2,866","4,596","3,733","5,065","6,706","11,953","12,785"
2020,8,40,"79,704","7,511","1,702","1,285","4,494",929,"2,169","1,373",360,864,0.0,78.0,0,16.0,0.0,"3,356","6,164","4,351","8,244","8,928","12,256","15,624"
2020,8,50,"71,454","6,916","2,539","2,236","5,957","1,316","2,588","2,361",797,"1,255",0.0,99.0,0,27.0,0.0,"4,236","5,141","4,594","6,551","6,673","7,279","10,889"
2020,8,60,"47,668","5,080","2,257","1,976","4,367","1,146","1,984","2,186",775,"1,196",0.0,95.0,0,33.0,0.0,"3,045","2,742","3,028","3,811","3,818","4,077","6,052"
2020,8,70,"28,560","3,511","1,482","1,290","2,457",562,"1,174","1,266",583,905,0.0,94.0,0,33.0,0.0,"1,818","1,728","1,723","2,124","2,046","2,407","3,357"
2020,8,80,"13,777","1,784",840,652,"1,190",337,662,686,366,374,0.0,39.0,0,17.0,0.0,811,808,824,"1,013",891,996,"1,487"
2020,8,90,"2,010",249,132,93,170,49,107,141,58,70,0.0,2.0,0,2.0,0.0,118,117,100,161,124,140,177
2020,8,100,196,28,42,13,14,3,9,15,11,2,0.0,0.0,0,0.0,0.0,15,11,4,11,10,1,7
2020,9,총,"461,314","48,485","13,201","10,853","30,114","9,079","13,344","11,510","3,920","7,607",0.0,560.0,0,160.0,0.0,"22,415","33,149","27,240","41,440","45,473","62,040","80,724"
2020,9,0,"44,596","5,017",581,352,"1,807",196,697,503,96,597,0.0,21.0,0,5.0,0.0,"1,184","3,405","2,338","3,911","5,103","8,914","9,869"
2020,9,10,"48,620","4,754",789,759,"2,768",290,"1,007",657,193,531,0.0,36.0,0,12.0,0.0,"1,535","4,252","2,776","5,547","5,821","7,474","9,419"
2020,9,20,"56,285","5,806","1,467","1,317","3,785","2,089","1,463","1,275",421,936,0.0,55.0,0,4.0,0.0,"3,452","4,271","3,801","4,579","5,358","6,680","9,526"
2020,9,30,"66,926","7,741","1,332",891,"3,061","2,157","1,486","1,052",263,883,0.0,46.0,0,10.0,0.0,"2,833","4,535","3,663","5,174","6,628","11,803","13,368"
2020,9,40,"80,083","7,523","1,710","1,269","4,495",936,"2,156","1,355",358,850,0.0,76.0,0,15.0,0.0,"3,361","6,125","4,346","8,325","8,887","12,199","16,097"
2020,9,50,"71,926","6,938","2,542","2,223","5,951","1,307","2,589","2,364",796,"1,251",0.0,100.0,0,28.0,0.0,"4,233","5,144","4,626","6,674","6,719","7,301","11,140"
2020,9,60,"48,160","5,131","2,273","1,996","4,402","1,154","1,989","2,189",778,"1,202",0.0,93.0,0,35.0,0.0,"3,052","2,753","3,039","3,886","3,864","4,111","6,213"
2020,9,70,"28,621","3,510","1,490","1,279","2,467",564,"1,177","1,264",582,905,0.0,94.0,0,31.0,0.0,"1,822","1,729","1,714","2,141","2,043","2,412","3,397"
2020,9,80,"13,875","1,791",845,659,"1,198",333,661,694,364,376,0.0,36.0,0,18.0,0.0,809,810,829,"1,026",912,"1,004","1,510"
2020,9,90,"2,025",246,130,95,165,50,110,142,58,74,0.0,3.0,0,2.0,0.0,118,114,104,166,128,141,179
2020,9,100,197,28,42,13,15,3,9,15,11,2,0.0,0.0,0,0.0,0.0,16,11,4,11,10,1,6
2020,10,총,"463,155","48,514","13,227","10,873","30,050","9,054","13,359","11,483","3,908","7,619",0.0,556.0,0,160.0,0.0,"22,391","33,087","27,229","41,817","45,529","62,347","81,952"
2020,10,0,"44,524","4,976",584,351,"1,775",198,667,499,97,597,0.0,21.0,0,5.0,0.0,"1,169","3,364","2,320","3,919","5,070","8,917","9,995"
2020,10,10,"48,794","4,765",792,758,"2,765",287,"1,014",657,194,530,0.0,35.0,0,12.0,0.0,"1,508","4,251","2,772","5,586","5,809","7,489","9,570"
2020,10,20,"56,514","5,818","1,475","1,310","3,792","2,057","1,483","1,269",410,935,0.0,54.0,0,4.0,0.0,"3,450","4,270","3,783","4,625","5,402","6,715","9,662"
2020,10,30,"67,019","7,703","1,332",903,"3,025","2,144","1,470","1,052",265,877,0.0,45.0,0,10.0,0.0,"2,828","4,499","3,646","5,205","6,602","11,842","13,571"
2020,10,40,"80,371","7,525","1,685","1,263","4,482",941,"2,147","1,361",356,857,0.0,73.0,0,15.0,0.0,"3,350","6,105","4,335","8,394","8,882","12,250","16,350"
2020,10,50,"72,401","6,968","2,558","2,224","5,942","1,319","2,607","2,335",785,"1,253",0.0,101.0,0,28.0,0.0,"4,235","5,154","4,644","6,761","6,745","7,379","11,363"
2020,10,60,"48,621","5,167","2,285","2,013","4,419","1,155","2,008","2,202",787,"1,207",0.0,94.0,0,35.0,0.0,"3,076","2,771","3,075","3,946","3,913","4,161","6,307"
2020,10,70,"28,648","3,504","1,494","1,276","2,463",560,"1,181","1,262",586,909,0.0,93.0,0,31.0,0.0,"1,819","1,737","1,705","2,150","2,049","2,415","3,414"
2020,10,80,"14,004","1,800",849,663,"1,205",340,661,692,358,377,0.0,37.0,0,18.0,0.0,821,814,837,"1,047",918,"1,035","1,532"
2020,10,90,"2,061",259,131,99,167,49,112,139,59,75,0.0,3.0,0,2.0,0.0,120,111,108,173,129,143,182
2020,10,100,198,29,42,13,15,4,9,15,11,2,0.0,0.0,0,0.0,0.0,15,11,4,11,10,1,6
2020,11,총,"464,453","48,513","13,277","10,831","30,047","9,061","13,278","11,465","3,909","7,594",0.0,555.0,0,159.0,0.0,"22,365","33,100","27,211","41,969","45,651","62,682","82,786"
2020,11,0,"44,418","4,958",591,348,"1,779",196,656,494,95,587,0.0,20.0,0,5.0,0.0,"1,144","3,326","2,289","3,922","5,041","8,966","10,001"
2020,11,10,"48,931","4,760",794,740,"2,743",291,"1,005",656,196,527,0.0,36.0,0,12.0,0.0,"1,519","4,255","2,764","5,616","5,821","7,511","9,685"
2020,11,20,"56,695","5,818","1,482","1,319","3,773","2,027","1,476","1,264",412,941,0.0,53.0,0,3.0,0.0,"3,438","4,273","3,783","4,653","5,445","6,742","9,793"
2020,11,30,"67,024","7,699","1,341",898,"3,016","2,155","1,450","1,048",258,876,0.0,45.0,0,9.0,0.0,"2,826","4,475","3,630","5,200","6,584","11,876","13,638"
2020,11,40,"80,588","7,521","1,695","1,254","4,477",939,"2,135","1,353",357,844,0.0,73.0,0,14.0,0.0,"3,340","6,097","4,333","8,411","8,864","12,318","16,563"
2020,11,50,"72,714","6,952","2,562","2,196","5,935","1,326","2,600","2,327",786,"1,241",0.0,100.0,0,30.0,0.0,"4,228","5,181","4,672","6,794","6,816","7,441","11,527"
2020,11,60,"49,014","5,210","2,293","2,019","4,458","1,169","2,002","2,216",792,"1,216",0.0,94.0,0,35.0,0.0,"3,085","2,807","3,079","3,970","3,965","4,215","6,389"
2020,11,70,"28,722","3,511","1,489","1,276","2,476",562,"1,178","1,256",586,905,0.0,94.0,0,31.0,0.0,"1,829","1,740","1,711","2,155","2,051","2,409","3,463"
2020,11,80,"14,090","1,800",856,667,"1,207",343,659,698,357,383,0.0,37.0,0,18.0,0.0,820,824,839,"1,063",923,"1,055","1,541"
2020,11,90,"2,059",255,132,102,168,49,108,139,59,72,0.0,3.0,0,2.0,0.0,121,111,107,174,132,147,178
2020,11,100,198,29,42,12,15,4,9,14,11,2,0.0,0.0,0,0.0,0.0,15,11,4,11,9,2,8
2020,12,총,"465,617","48,475","13,294","10,810","30,081","9,045","13,265","11,425","3,910","7,567",0.0,565.0,0,160.0,0.0,"22,347","33,158","27,290","42,045","45,816","62,831","83,533"
2020,12,0,"44,314","4,903",593,335,"1,775",186,657,484,99,583,0.0,22.0,0,5.0,0.0,"1,137","3,331","2,292","3,910","5,037","8,954","10,011"
2020,12,10,"49,062","4,777",801,739,"2,743",288,993,649,196,521,0.0,36.0,0,13.0,0.0,"1,511","4,246","2,767","5,585","5,837","7,511","9,849"
2020,12,20,"56,876","5,806","1,496","1,322","3,768","2,014","1,482","1,263",408,937,0.0,55.0,0,3.0,0.0,"3,452","4,286","3,802","4,676","5,482","6,733","9,891"
2020,12,30,"67,035","7,636","1,327",888,"3,022","2,148","1,454","1,043",256,874,0.0,47.0,0,11.0,0.0,"2,824","4,481","3,638","5,217","6,585","11,881","13,703"
2020,12,40,"80,840","7,563","1,697","1,239","4,497",957,"2,132","1,345",354,839,0.0,73.0,0,15.0,0.0,"3,305","6,067","4,342","8,391","8,894","12,379","16,751"
2020,12,50,"72,852","6,935","2,559","2,190","5,903","1,318","2,587","2,313",784,"1,223",0.0,100.0,0,29.0,0.0,"4,219","5,216","4,681","6,850","6,855","7,459","11,631"
2020,12,60,"49,418","5,247","2,313","2,035","4,499","1,166","2,006","2,228",798,"1,225",0.0,95.0,0,33.0,0.0,"3,104","2,820","3,099","3,999","4,009","4,268","6,474"
2020,12,70,"28,781","3,512","1,478","1,278","2,476",569,"1,173","1,246",586,905,0.0,96.0,0,32.0,0.0,"1,836","1,758","1,708","2,162","2,061","2,421","3,484"
2020,12,80,"14,168","1,811",852,670,"1,216",343,661,699,358,383,0.0,38.0,0,17.0,0.0,822,827,852,"1,070",916,"1,071","1,562"
2020,12,90,"2,075",256,136,102,167,52,112,141,60,75,0.0,3.0,0,2.0,0.0,122,115,105,173,131,152,171
2020,12,100,196,29,42,12,15,4,8,14,11,2,0.0,0.0,0,0.0,0.0,15,11,4,12,9,2,6
2021,1,총,"466,539","48,474","13,309","10,849","30,066","9,035","13,258","11,427","3,907","7,551",0.0,566.0,0,162.0,0.0,"22,370","33,156","27,376","42,106","45,879","63,070","83,978"
2021,1,0,"44,064","4,869",589,345,"1,754",192,645,475,99,573,0.0,21.0,0,5.0,0.0,"1,135","3,304","2,269","3,882","4,990","8,945","9,972"
2021,1,10,"49,196","4,769",815,729,"2,736",287,995,654,190,524,0.0,35.0,0,13.0,0.0,"1,494","4,238","2,779","5,585","5,849","7,557","9,947"
2021,1,20,"56,945","5,808","1,469","1,338","3,745","1,977","1,489","1,258",416,945,0.0,56.0,0,4.0,0.0,"3,447","4,271","3,826","4,729","5,502","6,713","9,952"
2021,1,30,"66,931","7,618","1,337",895,"2,993","2,168","1,452","1,037",251,857,0.0,47.0,0,11.0,0.0,"2,812","4,466","3,631","5,191","6,573","11,904","13,688"
2021,1,40,"80,805","7,536","1,693","1,238","4,486",959,"2,121","1,338",355,831,0.0,73.0,0,15.0,0.0,"3,328","6,028","4,346","8,346","8,881","12,390","16,841"
2021,1,50,"73,232","6,946","2,569","2,188","5,922","1,311","2,567","2,315",776,"1,219",0.0,102.0,0,29.0,0.0,"4,233","5,254","4,690","6,899","6,900","7,559","11,753"
2021,1,60,"49,918","5,301","2,329","2,041","4,533","1,171","2,034","2,239",803,"1,235",0.0,96.0,0,34.0,0.0,"3,125","2,851","3,154","4,043","4,060","4,313","6,556"
2021,1,70,"28,847","3,523","1,472","1,292","2,484",575,"1,163","1,253",589,904,0.0,94.0,0,31.0,0.0,"1,826","1,775","1,705","2,164","2,052","2,444","3,501"
2021,1,80,"14,294","1,817",860,667,"1,229",340,674,701,352,387,0.0,39.0,0,18.0,0.0,829,839,860,"1,082",931,"1,085","1,584"
2021,1,90,"2,108",256,135,104,169,51,110,142,65,74,0.0,3.0,0,2.0,0.0,126,117,113,173,133,157,178
2021,1,100,199,31,41,12,15,4,8,15,11,2,0.0,0.0,0,0.0,0.0,15,13,3,12,8,3,6
2021,2,총,"467,954","48,387","13,366","10,807","30,063","9,044","13,274","11,387","3,906","7,559",0.0,565.0,0,163.0,0.0,"22,346","33,125","27,443","42,057","47,128","63,059","84,275"
2021,2,0,"43,979","4,822",602,340,"1,747",188,642,461,94,573,0.0,20.0,0,5.0,0.0,"1,116","3,268","2,268","3,858","5,144","8,903","9,928"
2021,2,10,"49,265","4,736",810,714,"2,738",279,988,659,187,517,0.0,36.0,0,13.0,0.0,"1,504","4,237","2,766","5,528","6,004","7,572","9,977"
2021,2,20,"57,011","5,777","1,472","1,322","3,722","1,965","1,483","1,230",425,952,0.0,55.0,0,4.0,0.0,"3,442","4,243","3,840","4,747","5,658","6,661","10,013"
2021,2,30,"66,792","7,551","1,346",892,"2,948","2,166","1,456","1,025",245,859,0.0,47.0,0,11.0,0.0,"2,804","4,431","3,627","5,167","6,790","11,753","13,674"
2021,2,40,"81,111","7,531","1,694","1,221","4,509",970,"2,107","1,339",353,832,0.0,73.0,0,15.0,0.0,"3,302","6,011","4,329","8,305","9,145","12,490","16,885"
