년도,월,나이,전라남도 해남군,전라남도 해남군 해남읍,전라남도 해남군 삼산면,전라남도 해남군 화산면,전라남도 해남군 현산면,전라남도 해남군 송지면,전라남도 해남군 북평면,전라남도 해남군 북일면,전라남도 해남군 옥천면,전라남도 해남군 계곡면,전라남도 해남군 마산면,전라남도 해남군 황산면,전라남도 해남군 산이면,전라남도 해남군 문내면,전라남도 해남군 화원면
2020,5,10,"2,822","1,549",83,78,80,198,96,54,96,52,72,143,94,128,99
2020,5,20,"3,139","1,453",115,104,95,292,102,64,114,61,91,186,144,167,151
2020,5,30,"2,762","1,294",105,140,91,244,77,48,74,53,60,167,150,125,134
2020,5,40,"4,691","1,932",181,210,162,391,151,119,209,134,161,240,282,243,276
2020,5,50,"6,523","2,137",298,320,289,582,254,200,318,177,267,508,381,415,377
2020,5,60,"5,961","1,491",318,318,326,564,283,199,286,222,231,543,375,415,390
2020,5,70,"4,326",901,215,282,236,460,247,155,237,165,196,361,299,324,248
2020,5,80,"1,820",277,106,115,112,180,104,98,130,113,97,162,109,109,108
2020,5,90,151,31,9,6,5,7,13,4,13,15,11,10,5,11,11
2020,5,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,6,총,"34,269","12,249","1,486","1,646","1,427","3,070","1,377",966,"1,527","1,021","1,234","2,420","1,932","2,042","1,872"
2020,6,0,"2,131","1,195",52,77,39,156,49,28,56,37,56,100,105,105,76
2020,6,10,"2,798","1,540",83,77,79,194,93,54,94,50,72,140,94,126,102
2020,6,20,"3,137","1,448",119,103,94,295,105,63,112,61,90,186,141,169,151
2020,6,30,"2,758","1,296",105,138,90,243,76,47,76,54,58,166,147,128,134
2020,6,40,"4,661","1,920",183,208,160,384,151,118,210,131,157,244,279,242,274
2020,6,50,"6,466","2,126",293,319,281,583,251,197,309,176,267,502,376,413,373
2020,6,60,"5,987","1,500",322,316,331,564,290,202,285,220,231,544,376,413,393
2020,6,70,"4,359",914,216,287,235,462,244,154,240,165,196,368,301,327,250
2020,6,80,"1,820",279,103,116,113,182,105,99,132,111,96,160,108,108,108
2020,6,90,151,31,10,5,5,7,13,4,13,15,11,10,5,11,11
2020,6,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,7,총,"34,243","12,250","1,480","1,651","1,423","3,067","1,380",968,"1,525","1,022","1,232","2,407","1,921","2,044","1,873"
2020,7,0,"2,121","1,193",48,78,38,159,49,27,57,36,55,98,103,104,76
2020,7,10,"2,789","1,541",86,77,80,191,93,54,89,48,73,138,95,124,100
2020,7,20,"3,146","1,448",120,105,93,297,106,64,115,62,90,185,138,171,152
2020,7,30,"2,742","1,293",103,135,91,241,74,47,77,56,54,163,140,130,138
2020,7,40,"4,644","1,911",176,210,162,384,152,117,211,132,159,242,280,243,265
2020,7,50,"6,464","2,137",296,323,276,577,248,196,309,176,267,500,374,408,377
2020,7,60,"6,001","1,497",325,315,332,566,293,202,283,219,232,545,379,419,394
2020,7,70,"4,358",920,211,285,232,459,247,157,241,165,197,368,298,328,250
2020,7,80,"1,825",278,105,117,114,187,105,100,130,112,93,159,108,108,109
2020,7,90,152,32,10,6,5,6,13,4,13,15,12,9,6,9,12
2020,7,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,8,총,"34,182","12,255","1,465","1,643","1,419","3,062","1,381",964,"1,519","1,018","1,232","2,396","1,922","2,034","1,872"
2020,8,0,"2,100","1,184",45,77,38,158,50,27,52,35,55,96,101,105,77
2020,8,10,"2,780","1,539",88,78,80,189,92,52,91,44,68,136,97,124,102
2020,8,20,"3,138","1,457",113,104,93,301,103,65,113,61,90,184,134,170,150
2020,8,30,"2,717","1,289",102,131,91,231,72,47,76,56,55,163,141,122,141
2020,8,40,"4,620","1,903",175,209,162,387,153,116,200,131,159,238,279,242,266
2020,8,50,"6,449","2,137",293,320,277,575,249,192,312,177,266,499,373,406,373
2020,8,60,"6,035","1,516",322,316,330,569,293,205,288,220,236,547,381,420,392
2020,8,70,"4,355",914,211,285,231,458,251,158,242,166,197,364,302,329,247
2020,8,80,"1,833",283,106,117,112,189,104,99,132,111,94,158,108,107,113
2020,8,90,154,33,10,6,5,5,14,3,13,16,12,11,6,9,11
2020,8,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,9,총,"34,137","12,259","1,457","1,638","1,416","3,054","1,377",956,"1,512","1,018","1,233","2,401","1,921","2,028","1,867"
2020,9,0,"2,091","1,182",44,74,36,158,49,27,51,35,55,98,103,104,75
2020,9,10,"2,765","1,528",87,80,79,189,95,52,89,45,68,134,96,122,101
2020,9,20,"3,126","1,458",115,102,97,297,101,65,112,55,88,185,132,173,146
2020,9,30,"2,716","1,299",96,130,88,223,73,45,74,59,57,166,143,121,142
2020,9,40,"4,589","1,896",172,208,157,385,151,115,202,133,157,237,277,238,261
2020,9,50,"6,428","2,138",294,318,279,575,247,188,305,172,267,495,369,405,376
2020,9,60,"6,071","1,523",320,317,331,572,290,205,294,223,239,554,386,421,396
2020,9,70,"4,355",913,214,285,233,456,253,157,240,168,196,364,300,327,249
2020,9,80,"1,837",288,105,117,111,193,103,99,132,111,94,157,109,108,110
2020,9,90,158,34,10,7,5,6,15,3,13,16,12,11,6,9,11
2020,9,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,10,총,"34,127","12,296","1,453","1,637","1,419","3,046","1,367",959,"1,513","1,016","1,231","2,391","1,921","2,014","1,864"
2020,10,0,"2,076","1,188",42,74,35,156,46,27,51,36,52,95,100,99,75
2020,10,10,"2,755","1,525",86,78,80,187,94,53,87,43,68,134,97,122,101
2020,10,20,"3,127","1,480",113,99,95,295,100,65,112,53,89,180,133,169,144
2020,10,30,"2,716","1,301",97,131,87,225,74,46,73,58,59,164,142,116,143
2020,10,40,"4,577","1,890",171,205,157,379,147,116,204,136,159,236,277,239,261
2020,10,50,"6,412","2,129",297,320,282,579,248,189,305,169,267,496,357,401,373
2020,10,60,"6,114","1,549",316,322,335,575,288,202,290,225,237,551,397,424,403
2020,10,70,"4,357",912,217,285,233,451,254,156,244,169,194,366,302,328,246
2020,10,80,"1,838",289,104,117,110,193,102,101,134,111,95,158,110,107,107
2020,10,90,154,33,10,6,5,6,14,4,13,15,11,11,6,9,11
2020,10,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,11,총,"34,040","12,267","1,451","1,637","1,414","3,031","1,373",957,"1,511","1,009","1,216","2,383","1,923","2,010","1,858"
2020,11,0,"2,043","1,180",40,70,33,150,44,25,50,35,48,94,99,101,74
2020,11,10,"2,745","1,518",85,79,80,183,94,51,90,43,71,132,96,123,100
2020,11,20,"3,111","1,475",114,100,93,292,100,67,108,51,87,180,135,168,141
2020,11,30,"2,685","1,285",100,130,86,225,73,45,71,55,59,155,142,114,145
2020,11,40,"4,570","1,896",168,206,157,376,149,113,203,136,155,239,277,237,258
2020,11,50,"6,397","2,122",297,321,280,576,252,192,303,167,265,495,356,398,373
2020,11,60,"6,138","1,559",316,321,334,579,290,204,296,225,233,553,400,425,403
2020,11,70,"4,360",909,219,286,237,451,255,157,243,172,193,365,298,331,244
2020,11,80,"1,836",291,101,118,109,193,102,98,136,109,94,159,114,104,108
2020,11,90,154,32,11,6,5,6,14,5,11,15,11,11,6,9,12
2020,11,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,12,총,"33,975","12,246","1,449","1,631","1,414","3,019","1,365",955,"1,503","1,005","1,215","2,387","1,914","2,012","1,860"
2020,12,0,"2,012","1,171",38,68,35,143,43,25,49,37,48,91,91,103,70
2020,12,10,"2,732","1,512",85,74,79,183,90,50,86,43,71,134,99,125,101
2020,12,20,"3,122","1,475",116,103,91,295,102,68,106,52,87,181,137,167,142
2020,12,30,"2,660","1,276",98,129,85,223,72,45,73,52,56,156,140,110,145
2020,12,40,"4,532","1,882",162,207,155,373,147,112,200,132,158,236,272,235,261
2020,12,50,"6,409","2,128",299,319,281,574,253,190,303,167,264,497,358,403,373
2020,12,60,"6,141","1,566",318,317,339,575,287,206,295,226,232,556,400,420,404
2020,12,70,"4,354",909,218,289,234,449,257,155,242,170,195,365,295,332,244
2020,12,80,"1,858",295,103,119,110,198,101,99,138,109,93,161,116,107,109
2020,12,90,154,32,12,6,5,6,13,5,11,16,11,10,6,10,11
2020,12,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,1,총,"33,924","12,250","1,459","1,616","1,396","3,013","1,361",956,"1,500","1,002","1,218","2,380","1,906","2,010","1,857"
2021,1,0,"1,991","1,157",42,67,33,142,42,26,47,36,47,88,94,100,70
2021,1,10,"2,718","1,511",86,71,78,180,89,48,83,41,70,136,98,129,98
2021,1,20,"3,116","1,483",110,99,89,295,101,72,108,53,86,181,136,161,142
2021,1,30,"2,623","1,264",100,127,82,219,67,42,73,49,56,155,137,112,140
2021,1,40,"4,523","1,876",163,203,149,379,150,108,201,135,160,236,266,234,263
2021,1,50,"6,393","2,138",300,314,278,572,252,194,298,164,263,488,354,403,375
2021,1,60,"6,198","1,584",324,320,339,579,289,205,299,229,237,562,403,421,407
2021,1,70,"4,341",909,218,291,232,444,256,157,240,171,195,361,294,331,242
2021,1,80,"1,864",295,104,117,111,197,102,99,140,107,92,163,118,109,110
2021,1,90,156,33,12,7,5,6,13,5,11,16,12,10,6,10,10
2021,1,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,2,총,"33,876","12,220","1,460","1,616","1,395","2,998","1,368",960,"1,496","1,000","1,222","2,384","1,902","2,008","1,847"
2021,2,0,"1,962","1,141",43,70,34,134,42,26,47,33,46,83,92,102,69
2021,2,10,"2,690","1,491",85,71,78,180,90,46,84,43,70,133,97,125,97
2021,2,20,"3,114","1,478",109,100,90,294,103,73,106,54,85,184,134,165,139
2021,2,30,"2,614","1,262",96,126,83,213,65,43,73,49,58,152,137,115,142
2021,2,40,"4,504","1,870",166,201,148,380,151,108,195,134,159,238,265,229,260
2021,2,50,"6,388","2,153",302,309,276,567,254,195,300,163,266,485,353,394,371
2021,2,60,"6,211","1,583",318,323,338,580,291,206,297,230,237,569,405,429,405
2021,2,70,"4,354",915,224,291,233,442,256,159,242,172,195,364,295,327,239
2021,2,80,"1,877",295,105,116,110,200,102,99,141,106,94,166,118,111,114
2021,2,90,161,32,12,9,5,8,14,5,11,15,12,10,6,11,11
2021,2,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,3,총,"33,755","12,162","1,457","1,599","1,392","2,973","1,370",956,"1,479",991,"1,227","2,383","1,898","2,011","1,857"
2021,3,0,"1,950","1,133",44,68,34,133,42,25,48,31,46,85,89,103,69
2021,3,10,"2,663","1,482",81,68,75,177,90,46,82,45,69,131,95,125,97
2021,3,20,"3,106","1,479",115,100,88,285,103,70,104,53,91,182,136,166,134
2021,3,30,"2,591","1,235",93,124,83,217,66,41,74,48,60,152,139,118,141
2021,3,40,"4,475","1,873",160,193,146,375,149,109,187,131,156,244,263,224,265
2021,3,50,"6,351","2,134",305,303,278,562,261,196,291,161,266,473,351,395,375
2021,3,60,"6,244","1,593",320,327,337,577,288,209,303,225,239,577,405,434,410
2021,3,70,"4,334",901,227,289,233,438,258,158,236,176,194,362,297,324,241
2021,3,80,"1,888",300,101,118,113,203,101,98,142,107,94,168,117,112,114
2021,3,90,153,32,11,9,5,6,12,4,12,14,12,9,6,10,11
2021,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,총,"33,735","12,157","1,463","1,593","1,385","2,979","1,362",953,"1,480",991,"1,221","2,378","1,908","2,004","1,861"
2021,4,0,"1,942","1,124",45,68,35,135,41,24,47,31,45,84,92,100,71
2021,4,10,"2,651","1,478",81,67,72,180,86,46,81,45,70,129,95,125,96
2021,4,20,"3,098","1,476",116,98,88,281,103,69,107,53,88,184,136,167,132
2021,4,30,"2,597","1,240",92,123,82,216,64,41,74,46,62,154,142,116,145
2021,4,40,"4,451","1,860",160,190,144,373,149,107,186,133,153,242,265,227,262
2021,4,50,"6,340","2,139",306,299,277,565,260,193,292,158,263,472,352,389,375
2021,4,60,"6,281","1,605",324,333,335,582,288,212,306,227,239,579,406,434,411
2021,4,70,"4,319",901,227,286,235,435,254,158,232,177,195,357,297,321,244
2021,4,80,"1,901",302,101,120,111,205,105,99,143,108,95,168,117,115,112
2021,4,90,155,32,11,9,6,7,12,4,12,13,11,9,6,10,13
2021,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,5,총,"33,705","12,145","1,460","1,591","1,385","2,975","1,358",951,"1,481",993,"1,224","2,374","1,906","2,004","1,858"
2021,5,0,"1,937","1,121",44,67,34,135,40,24,47,31,45,86,92,99,72
2021,5,10,"2,643","1,479",82,66,69,176,87,45,81,44,70,129,97,125,93
2021,5,20,"3,101","1,482",116,97,93,284,99,70,106,55,88,182,131,165,133
2021,5,30,"2,574","1,224",89,123,80,213,63,41,74,45,60,157,140,121,144
2021,5,40,"4,406","1,838",163,188,141,372,146,104,186,130,154,244,266,220,254
2021,5,50,"6,350","2,146",302,304,278,553,264,193,291,164,264,465,357,392,377
2021,5,60,"6,307","1,615",326,329,332,591,285,212,310,226,241,586,404,434,416
2021,5,70,"4,319",905,225,288,241,434,252,158,234,177,194,349,292,323,247
2021,5,80,"1,907",303,102,120,111,209,110,99,138,108,97,165,121,115,109
2021,5,90,161,32,11,9,6,8,12,5,14,13,11,11,6,10,13
2021,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,총,"33,683","12,141","1,463","1,587","1,388","2,978","1,356",948,"1,482",988,"1,219","2,365","1,912","2,003","1,853"
2021,6,0,"1,914","1,110",42,67,34,136,42,24,44,30,43,86,90,99,67
2021,6,10,"2,639","1,478",81,64,67,175,87,45,83,44,70,130,98,121,96
2021,6,20,"3,117","1,501",117,100,95,284,100,70,104,54,87,178,132,165,130
2021,6,30,"2,560","1,215",91,119,80,215,63,40,73,46,60,153,143,120,142
2021,6,40,"4,386","1,825",162,187,138,369,147,104,190,125,154,244,269,220,252
2021,6,50,"6,331","2,149",299,305,281,553,258,191,290,162,260,460,357,393,373
2021,6,60,"6,339","1,629",332,329,331,592,288,210,311,230,241,587,405,434,420
2021,6,70,"4,330",905,225,287,243,437,247,161,235,177,195,352,293,325,248
2021,6,80,"1,908",299,102,121,112,209,111,98,139,107,97,164,120,117,112
2021,6,90,159,30,12,8,7,8,13,5,13,13,12,11,5,9,13
2021,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,7,총,"33,608","12,122","1,463","1,579","1,384","2,976","1,351",937,"1,476",989,"1,210","2,356","1,908","2,002","1,855"
2021,7,0,"1,900","1,106",41,66,35,134,43,22,43,31,41,89,87,98,64
2021,7,10,"2,623","1,471",79,63,67,181,86,43,84,44,71,127,97,119,91
2021,7,20,"3,111","1,512",118,100,95,279,101,67,98,52,82,178,130,162,137
2021,7,30,"2,539","1,202",93,117,83,215,60,40,72,47,59,152,142,118,139
2021,7,40,"4,332","1,809",158,183,132,356,147,98,188,127,152,235,272,223,252
2021,7,50,"6,343","2,150",301,305,280,562,254,194,294,159,259,459,356,393,377
2021,7,60,"6,333","1,633",331,329,328,589,288,206,306,232,239,588,406,434,424
2021,7,70,"4,344",906,228,286,246,441,245,162,238,175,197,355,293,328,244
2021,7,80,"1,928",304,102,122,111,211,113,100,142,109,98,163,120,118,115
2021,7,90,155,29,12,8,7,8,14,5,11,13,12,10,5,9,12
2021,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,8,총,"33,556","12,092","1,461","1,574","1,381","2,981","1,353",936,"1,472",990,"1,208","2,351","1,903","1,999","1,855"
2021,8,0,"1,881","1,098",43,62,38,134,42,20,42,31,38,87,87,95,64
2021,8,10,"2,599","1,459",78,62,66,182,86,39,82,44,73,125,95,117,91
2021,8,20,"3,116","1,513",116,103,96,278,101,70,99,50,83,177,129,165,136
2021,8,30,"2,512","1,187",95,114,79,215,60,40,71,48,57,152,139,118,137
2021,8,40,"4,317","1,807",161,179,134,356,147,97,185,127,150,233,268,221,252
2021,8,50,"6,353","2,152",299,309,279,566,253,193,295,162,260,458,355,388,384
2021,8,60,"6,343","1,628",327,329,328,593,291,209,307,232,240,586,412,437,424
2021,8,70,"4,339",911,227,283,243,439,242,161,239,174,196,358,291,330,245
2021,8,80,"1,935",308,103,125,111,210,114,102,141,109,99,162,122,118,111
2021,8,90,161,29,12,8,7,8,17,5,11,13,12,13,5,10,11
2021,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,9,총,"33,463","12,058","1,461","1,565","1,382","2,976","1,345",929,"1,465",982,"1,201","2,345","1,908","1,992","1,854"
2021,9,0,"1,868","1,095",43,59,35,133,41,19,44,31,36,87,89,93,63
2021,9,10,"2,584","1,448",76,60,67,183,84,37,83,44,74,127,92,117,92
2021,9,20,"3,068","1,493",116,99,98,267,102,69,98,44,82,169,130,164,137
2021,9,30,"2,506","1,193",96,114,77,216,58,39,69,47,54,156,137,115,135
2021,9,40,"4,284","1,795",154,178,134,355,145,98,184,121,150,231,270,218,251
2021,9,50,"6,347","2,148",302,305,276,570,252,189,296,165,259,458,359,387,381
2021,9,60,"6,358","1,634",328,330,330,597,290,210,301,232,239,580,412,444,431
2021,9,70,"4,348",912,229,286,247,439,240,162,240,171,196,364,293,324,245
2021,9,80,"1,938",310,104,126,111,209,116,101,138,114,99,160,121,120,109
2021,9,90,162,30,13,8,7,7,17,5,12,13,12,13,5,10,10
2021,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,10,총,"33,386","12,043","1,459","1,564","1,378","2,960","1,344",927,"1,478",984,"1,192","2,336","1,890","1,987","1,844"
2021,10,0,"1,841","1,087",40,59,33,129,42,19,45,30,36,85,81,90,65
2021,10,10,"2,565","1,439",79,54,66,178,83,37,83,45,76,125,93,116,91
2021,10,20,"3,076","1,496",111,101,101,270,100,67,105,45,81,169,129,163,138
2021,10,30,"2,469","1,183",97,113,74,210,58,40,71,44,53,151,130,113,132
2021,10,40,"4,258","1,789",151,175,135,354,144,96,182,122,150,230,267,214,249
2021,10,50,"6,350","2,149",303,307,275,569,252,189,296,166,259,452,362,391,380
2021,10,60,"6,380","1,642",332,334,329,599,291,211,305,236,237,584,411,444,425
2021,10,70,"4,336",913,227,286,246,436,242,162,240,169,193,366,286,325,245
2021,10,80,"1,948",314,106,126,110,207,115,101,139,115,96,161,127,122,109
2021,10,90,163,31,13,9,9,8,17,5,12,12,11,13,4,9,10
2021,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,11,총,"33,346","12,031","1,463","1,559","1,376","2,951","1,345",928,"1,468",996,"1,193","2,330","1,885","1,987","1,834"
2021,11,0,"1,832","1,092",38,59,33,128,38,20,45,29,36,82,82,90,60
2021,11,10,"2,559","1,435",80,54,66,176,82,38,84,46,75,124,91,116,92
2021,11,20,"3,058","1,490",113,99,100,269,100,66,102,48,80,168,125,160,138
2021,11,30,"2,469","1,180",99,115,74,208,58,37,69,44,54,152,131,117,131
2021,11,40,"4,239","1,783",154,177,131,352,145,96,180,123,149,231,262,210,246
2021,11,50,"6,350","2,147",302,306,275,566,257,191,294,172,263,447,365,391,374
2021,11,60,"6,396","1,651",331,333,327,603,291,214,304,237,238,582,411,446,428
2021,11,70,"4,329",905,227,281,248,434,242,161,240,171,191,369,287,325,248
2021,11,80,"1,954",319,106,128,113,207,115,101,138,114,96,161,126,123,107
2021,11,90,160,29,13,7,9,8,17,4,12,12,11,14,5,9,10
2021,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,12,총,"33,273","12,032","1,447","1,550","1,374","2,950","1,344",932,"1,467",994,"1,190","2,301","1,879","1,975","1,838"
2021,12,0,"1,821","1,085",38,59,31,129,38,24,43,27,36,83,82,86,60
2021,12,10,"2,551","1,436",76,55,66,179,81,37,83,45,73,123,92,116,89
2021,12,20,"3,057","1,496",114,98,100,263,100,67,103,49,80,166,123,156,142
2021,12,30,"2,447","1,160",97,114,72,209,59,38,70,45,56,149,131,116,131
2021,12,40,"4,219","1,789",149,171,131,350,146,97,178,119,145,232,261,211,240
2021,12,50,"6,349","2,158",296,310,275,566,255,189,294,176,264,439,359,389,379
2021,12,60,"6,391","1,650",330,331,331,605,292,214,305,239,237,571,412,445,429
2021,12,70,"4,324",910,230,279,244,430,241,160,238,171,192,368,288,325,248
2021,12,80,"1,957",321,104,126,116,211,116,102,140,112,96,156,127,121,109
2021,12,90,157,27,13,7,8,8,16,4,13,11,11,14,4,10,11
2021,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
