년도,월,나이,광주시,오포읍,초월읍,곤지암읍,도척면,퇴촌면,남종면,남한산성면,경안동,송정동,광남동,쌍령동,탄벌동,광남1동,광남2동
2020,9,10,"16,509","4,261","2,464",884,291,558,28,100,"1,942","2,826","3,155",,,,
2020,9,20,"21,149","6,410","2,561","1,257",397,504,52,84,"2,715","3,650","3,519",,,,
2020,9,30,"27,916","9,708","2,844","1,210",410,700,50,103,"3,177","3,971","5,743",,,,
2020,9,40,"31,258","9,230","3,810","1,651",534,"1,081",68,164,"3,541","5,100","6,079",,,,
2020,9,50,"30,887","8,792","3,573","2,008",797,"1,243",119,211,"3,617","5,624","4,903",,,,
2020,9,60,"23,471","6,530","2,699","1,564",770,"1,475",172,223,"2,509","3,895","3,634",,,,
2020,9,70,"11,200","3,058","1,349",823,405,765,123,157,"1,215","1,762","1,543",,,,
2020,9,80,"5,072","1,299",662,494,252,357,76,87,526,715,604,,,,
2020,9,90,971,254,121,80,49,75,12,24,99,125,132,,,,
2020,9,100,75,12,4,13,7,5,0,2,11,18,3,,,,
2020,10,총,"186,038","55,078","22,095","10,677","4,173","7,315",726,"1,215","21,285","30,151","33,323",,,,
2020,10,0,"17,191","5,442","1,825",689,229,528,22,71,"1,930","2,436","4,019",,,,
2020,10,10,"16,505","4,257","2,460",878,292,560,28,98,"1,937","2,832","3,163",,,,
2020,10,20,"21,214","6,420","2,583","1,254",408,508,53,85,"2,716","3,666","3,521",,,,
2020,10,30,"27,804","9,666","2,887","1,199",413,709,46,99,"3,166","3,931","5,688",,,,
2020,10,40,"31,312","9,260","3,842","1,656",537,"1,076",69,162,"3,535","5,093","6,082",,,,
2020,10,50,"31,009","8,826","3,616","2,010",801,"1,240",122,213,"3,614","5,642","4,925",,,,
2020,10,60,"23,607","6,563","2,716","1,574",777,"1,482",174,220,"2,533","3,932","3,636",,,,
2020,10,70,"11,249","3,080","1,368",822,404,768,123,154,"1,223","1,763","1,544",,,,
2020,10,80,"5,104","1,300",673,501,256,365,77,87,520,717,608,,,,
2020,10,90,968,252,121,81,49,74,12,24,100,121,134,,,,
2020,10,100,75,12,4,13,7,5,0,2,11,18,3,,,,
2020,11,총,"186,333","55,190","22,150","10,696","4,190","7,336",725,"1,217","21,315","30,154","33,360",,,,
2020,11,0,"17,126","5,434","1,817",690,232,524,21,73,"1,906","2,421","4,008",,,,
2020,11,10,"16,505","4,263","2,435",868,297,556,27,97,"1,946","2,829","3,187",,,,
2020,11,20,"21,230","6,418","2,586","1,258",404,512,53,85,"2,724","3,682","3,508",,,,
2020,11,30,"27,733","9,647","2,908","1,205",419,708,45,99,"3,158","3,895","5,649",,,,
2020,11,40,"31,387","9,292","3,870","1,648",533,"1,080",71,158,"3,536","5,091","6,108",,,,
2020,11,50,"31,063","8,846","3,633","2,022",801,"1,235",123,212,"3,620","5,639","4,932",,,,
2020,11,60,"23,835","6,627","2,728","1,587",788,"1,502",172,224,"2,562","3,970","3,675",,,,
2020,11,70,"11,280","3,097","1,374",822,398,771,122,157,"1,225","1,765","1,549",,,,
2020,11,80,"5,135","1,307",673,502,261,373,79,86,525,723,606,,,,
2020,11,90,964,247,122,81,50,70,12,24,102,121,135,,,,
2020,11,100,75,12,4,13,7,5,0,2,11,18,3,,,,
2020,12,총,"186,756","55,297","22,173","10,713","4,214","7,403",721,"1,217","12,130","11,003",0,"9,215","19,204","16,323","17,143"
2020,12,0,"17,116","5,419","1,824",690,231,542,19,74,947,865,0,941,"1,532","1,340","2,692"
2020,12,10,"16,428","4,257","2,366",851,301,558,28,94,"1,097","1,038",0,856,"1,800","1,293","1,889"
2020,12,20,"21,287","6,445","2,590","1,258",402,520,54,88,"1,544","1,347",0,"1,162","2,354","1,985","1,538"
2020,12,30,"27,714","9,629","2,937","1,214",421,711,41,99,"1,692","1,395",0,"1,472","2,473","2,319","3,311"
2020,12,40,"31,480","9,324","3,864","1,648",544,"1,094",72,159,"1,970","1,805",0,"1,564","3,303","2,651","3,482"
2020,12,50,"31,123","8,852","3,673","2,020",801,"1,231",120,212,"2,049","1,982",0,"1,581","3,673","2,951","1,978"
2020,12,60,"24,029","6,667","2,745","1,604",794,"1,516",174,226,"1,556","1,488",0,"1,022","2,519","2,336","1,382"
2020,12,70,"11,356","3,120","1,365",830,400,783,124,154,809,720,0,430,"1,045",972,604
2020,12,80,"5,162","1,317",677,504,261,371,77,84,389,302,0,147,427,389,217
2020,12,90,983,254,128,81,52,72,12,25,68,57,0,36,64,85,49
2020,12,100,78,13,4,13,7,5,0,2,9,4,0,4,14,2,1
2021,1,총,"187,030","55,471","22,195","10,720","4,232","7,415",724,"1,212","12,139","11,011",,"9,221","19,224","16,341","17,125"
2021,1,0,"17,002","5,409","1,805",684,221,543,20,72,944,864,,941,"1,515","1,318","2,666"
2021,1,10,"16,438","4,258","2,344",852,304,560,28,97,"1,101","1,038",,851,"1,800","1,297","1,908"
2021,1,20,"21,257","6,453","2,592","1,248",418,517,51,89,"1,539","1,337",,"1,152","2,355","1,984","1,522"
2021,1,30,"27,666","9,599","2,953","1,218",420,704,41,99,"1,692","1,393",,"1,470","2,459","2,325","3,293"
2021,1,40,"31,529","9,364","3,856","1,644",540,"1,089",73,158,"1,969","1,807",,"1,566","3,311","2,656","3,496"
2021,1,50,"31,199","8,900","3,680","2,015",803,"1,233",123,208,"2,053","1,981",,"1,579","3,683","2,963","1,978"
2021,1,60,"24,220","6,741","2,765","1,621",797,"1,525",175,225,"1,559","1,508",,"1,038","2,540","2,339","1,387"
2021,1,70,"11,465","3,150","1,384",842,402,793,123,153,818,721,,436,"1,053",981,609
2021,1,80,"5,189","1,329",682,503,267,370,78,84,388,302,,148,430,393,215
2021,1,90,988,254,130,80,53,76,12,26,68,56,,36,64,83,50
2021,1,100,77,14,4,13,7,5,0,1,8,4,,4,14,2,1
2021,2,총,"187,155","55,527","22,195","10,760","4,240","7,469",729,"1,213","12,138","11,014",,"9,196","19,233","16,235","17,206"
2021,2,0,"16,884","5,361","1,786",686,224,549,21,77,928,856,,941,"1,497","1,289","2,669"
2021,2,10,"16,424","4,270","2,327",857,304,561,31,93,"1,100","1,031",,844,"1,800","1,293","1,913"
2021,2,20,"21,215","6,444","2,577","1,242",421,518,50,86,"1,550","1,333",,"1,146","2,353","1,985","1,510"
2021,2,30,"27,432","9,504","2,943","1,221",412,702,43,104,"1,683","1,383",,"1,458","2,432","2,282","3,265"
2021,2,40,"31,646","9,440","3,857","1,647",541,"1,099",72,156,"1,949","1,813",,"1,552","3,325","2,655","3,540"
2021,2,50,"31,273","8,936","3,682","2,025",805,"1,241",121,209,"2,070","1,986",,"1,578","3,688","2,922","2,010"
2021,2,60,"24,484","6,805","2,808","1,639",803,"1,550",179,226,"1,576","1,525",,"1,049","2,571","2,344","1,409"
2021,2,70,"11,483","3,160","1,386",843,399,798,119,153,815,723,,441,"1,053",981,612
2021,2,80,"5,247","1,337",693,508,272,372,80,84,391,305,,147,433,400,225
2021,2,90,992,256,132,80,53,74,13,24,68,55,,37,67,82,51
2021,2,100,75,14,4,12,6,5,0,1,8,4,,3,14,2,2
2021,3,총,"187,201","55,568","22,215","10,758","4,247","7,510",724,"1,206","12,063","10,990",,"9,216","19,247","16,266","17,191"
2021,3,0,"16,763","5,329","1,771",680,226,552,14,74,913,840,,940,"1,490","1,276","2,658"
2021,3,10,"16,504","4,287","2,366",859,306,563,33,93,"1,093","1,033",,848,"1,803","1,295","1,925"
2021,3,20,"21,172","6,398","2,582","1,244",419,524,53,85,"1,554","1,327",,"1,148","2,360","1,978","1,500"
2021,3,30,"27,319","9,469","2,913","1,231",412,713,42,104,"1,662","1,370",,"1,450","2,430","2,297","3,226"
2021,3,40,"31,665","9,471","3,854","1,631",541,"1,104",69,151,"1,939","1,812",,"1,558","3,331","2,641","3,563"
2021,3,50,"31,245","8,935","3,683","2,026",802,"1,246",120,207,"2,057","1,975",,"1,569","3,683","2,933","2,009"
2021,3,60,"24,720","6,885","2,836","1,666",807,"1,552",181,228,"1,574","1,537",,"1,070","2,598","2,373","1,413"
2021,3,70,"11,522","3,185","1,386",837,405,803,117,154,813,727,,446,"1,043",987,619
2021,3,80,"5,270","1,340",692,508,273,379,81,85,391,312,,147,436,402,224
2021,3,90,978,256,129,74,52,73,14,24,65,53,,37,67,82,52
2021,3,100,43,13,3,2,4,1,0,1,2,4,,3,6,2,2
2021,4,총,"187,609","55,724","22,356","10,793","4,256","7,544",724,"1,214","12,076","10,955",,"9,228","19,268","16,292","17,179"
2021,4,0,"16,708","5,320","1,769",678,225,550,15,73,914,824,,942,"1,487","1,256","2,655"
2021,4,10,"16,659","4,331","2,473",858,302,567,34,94,"1,095","1,034",,841,"1,793","1,305","1,932"
2021,4,20,"21,142","6,378","2,562","1,249",419,523,54,87,"1,547","1,329",,"1,146","2,374","1,981","1,493"
2021,4,30,"27,250","9,456","2,921","1,241",420,712,42,103,"1,654","1,353",,"1,437","2,429","2,291","3,191"
2021,4,40,"31,725","9,524","3,848","1,629",532,"1,118",67,152,"1,934","1,800",,"1,564","3,320","2,659","3,578"
2021,4,50,"31,318","8,939","3,700","2,028",807,"1,255",118,208,"2,062","1,981",,"1,579","3,697","2,933","2,011"
2021,4,60,"24,905","6,935","2,864","1,685",818,"1,556",182,231,"1,586","1,542",,"1,078","2,609","2,389","1,430"
2021,4,70,"11,551","3,198","1,386",842,406,803,116,152,828,719,,452,"1,047",994,608
2021,4,80,"5,318","1,365",700,507,272,382,82,89,388,317,,148,438,402,228
2021,4,90,990,265,130,74,51,77,14,24,66,52,,38,69,79,51
2021,4,100,43,13,3,2,4,1,0,1,2,4,,3,5,3,2
2021,5,총,"187,913","55,817","22,366","10,824","4,271","7,579",718,"1,215","12,063","10,996",,"9,258","19,293","16,327","17,186"
2021,5,0,"16,619","5,284","1,743",672,224,550,13,73,904,832,,934,"1,483","1,251","2,656"
2021,5,10,"16,673","4,337","2,482",852,303,563,35,95,"1,087","1,031",,849,"1,801","1,299","1,939"
2021,5,20,"21,215","6,413","2,574","1,268",425,532,53,86,"1,547","1,326",,"1,157","2,377","1,992","1,465"
2021,5,30,"27,152","9,405","2,905","1,236",423,714,40,101,"1,658","1,363",,"1,417","2,416","2,281","3,193"
2021,5,40,"31,759","9,562","3,841","1,625",527,"1,129",68,153,"1,934","1,794",,"1,569","3,330","2,665","3,562"
2021,5,50,"31,367","8,973","3,709","2,037",808,"1,250",112,209,"2,040","1,995",,"1,578","3,686","2,939","2,031"
2021,5,60,"25,115","6,977","2,876","1,704",825,"1,567",186,231,"1,601","1,555",,"1,104","2,629","2,418","1,442"
2021,5,70,"11,578","3,206","1,390",841,400,811,114,150,829,723,,454,"1,055",992,613
2021,5,80,"5,391","1,386",711,510,281,383,83,91,395,322,,153,443,404,229
2021,5,90,"1,003",265,132,77,51,78,14,24,67,51,,39,68,83,54
2021,5,100,41,9,3,2,4,2,0,2,1,4,,4,5,3,2
2021,6,총,"188,126","55,859","22,400","10,856","4,275","7,594",720,"1,213","12,047","11,006",,"9,268","19,331","16,321","17,236"
2021,6,0,"16,555","5,268","1,737",670,221,544,13,73,903,825,,935,"1,480","1,240","2,646"
2021,6,10,"16,694","4,345","2,475",851,305,569,34,92,"1,080","1,037",,844,"1,806","1,293","1,963"
2021,6,20,"21,146","6,386","2,574","1,274",417,527,53,85,"1,551","1,318",,"1,148","2,364","1,992","1,457"
2021,6,30,"27,114","9,391","2,915","1,239",418,724,42,106,"1,645","1,353",,"1,415","2,399","2,277","3,190"
2021,6,40,"31,819","9,580","3,839","1,639",532,"1,123",68,151,"1,927","1,798",,"1,579","3,341","2,655","3,587"
2021,6,50,"31,329","8,947","3,709","2,030",808,"1,253",112,210,"2,031","1,993",,"1,577","3,687","2,936","2,036"
2021,6,60,"25,376","7,049","2,906","1,722",837,"1,577",187,231,"1,620","1,573",,"1,116","2,658","2,448","1,452"
2021,6,70,"11,606","3,209","1,389",837,399,818,115,149,825,730,,459,"1,066",995,615
2021,6,80,"5,435","1,407",719,514,284,378,81,90,397,324,,152,456,400,233
2021,6,90,"1,011",268,134,78,50,79,15,25,66,51,,39,69,82,55
2021,6,100,41,9,3,2,4,2,0,1,2,4,,4,5,3,2
2021,7,총,"188,340","55,945","22,510","10,860","4,282","7,630",715,"1,203","12,041","11,032",,"9,243","19,365","16,313","17,201"
2021,7,0,"16,482","5,257","1,735",666,219,541,12,72,908,822,,930,"1,474","1,219","2,627"
2021,7,10,"16,720","4,362","2,488",852,304,572,34,89,"1,068","1,037",,843,"1,804","1,295","1,972"
2021,7,20,"21,159","6,390","2,617","1,266",413,533,52,84,"1,546","1,310",,"1,132","2,367","2,000","1,449"
2021,7,30,"27,008","9,361","2,918","1,228",411,721,43,108,"1,638","1,357",,"1,406","2,403","2,258","3,156"
2021,7,40,"31,842","9,565","3,839","1,644",540,"1,136",66,145,"1,929","1,808",,"1,583","3,341","2,651","3,595"
2021,7,50,"31,402","9,006","3,725","2,036",813,"1,251",109,204,"2,029","1,991",,"1,571","3,696","2,932","2,039"
2021,7,60,"25,521","7,077","2,920","1,735",840,"1,579",189,236,"1,629","1,594",,"1,119","2,681","2,465","1,457"
2021,7,70,"11,679","3,234","1,401",835,403,832,114,150,828,733,,460,"1,070","1,001",618
2021,7,80,"5,478","1,415",734,516,284,384,81,89,397,325,,156,459,406,232
2021,7,90,"1,009",269,130,81,51,79,15,25,67,51,,39,65,83,54
2021,7,100,40,9,3,1,4,2,0,1,2,4,,4,5,3,2
2021,8,총,"188,752","56,017","22,618","10,883","4,307","7,659",704,"1,199","12,166","11,057",,"9,212","19,363","16,343","17,224"
2021,8,0,"16,420","5,238","1,738",661,216,528,12,72,914,813,,930,"1,472","1,209","2,617"
2021,8,10,"16,757","4,367","2,506",849,303,578,34,87,"1,074","1,041",,836,"1,797","1,296","1,989"
2021,8,20,"21,151","6,370","2,639","1,292",417,538,46,82,"1,574","1,304",,"1,116","2,356","1,980","1,437"
2021,8,30,"26,972","9,353","2,927","1,218",410,715,44,108,"1,660","1,368",,"1,400","2,382","2,246","3,141"
2021,8,40,"31,844","9,548","3,836","1,628",539,"1,144",65,145,"1,939","1,818",,"1,571","3,343","2,646","3,622"
2021,8,50,"31,587","9,069","3,753","2,050",825,"1,260",107,206,"2,050","1,988",,"1,583","3,700","2,964","2,032"
2021,8,60,"25,705","7,116","2,930","1,741",847,"1,598",186,238,"1,651","1,601",,"1,121","2,708","2,493","1,475"
2021,8,70,"11,758","3,258","1,412",840,411,835,113,146,836,743,,459,"1,076","1,008",621
2021,8,80,"5,500","1,420",740,519,280,381,82,89,397,325,,156,462,414,235
2021,8,90,"1,015",268,133,83,55,80,15,25,69,52,,36,62,84,53
2021,8,100,43,10,4,2,4,2,0,1,2,4,,4,5,3,2
2021,9,총,"189,036","56,059","22,593","10,883","4,320","7,700",708,"1,195","12,423","11,075",,"9,177","19,332","16,343","17,228"
2021,9,0,"16,372","5,219","1,723",651,214,530,13,71,953,809,,919,"1,455","1,219","2,596"
2021,9,10,"16,717","4,365","2,453",851,300,580,33,87,"1,094","1,046",,826,"1,788","1,278","2,016"
2021,9,20,"21,124","6,350","2,619","1,291",422,541,48,80,"1,593","1,304",,"1,117","2,357","1,975","1,427"
2021,9,30,"26,968","9,328","2,936","1,214",416,713,46,109,"1,718","1,370",,"1,385","2,361","2,254","3,118"
2021,9,40,"31,865","9,560","3,832","1,617",543,"1,147",62,143,"1,988","1,804",,"1,564","3,333","2,634","3,638"
2021,9,50,"31,725","9,085","3,793","2,057",827,"1,266",108,204,"2,082","2,006",,"1,584","3,710","2,977","2,026"
2021,9,60,"25,879","7,180","2,942","1,754",846,"1,607",189,241,"1,676","1,614",,"1,122","2,713","2,503","1,492"
2021,9,70,"11,768","3,263","1,413",838,412,842,111,145,837,738,,461,"1,079","1,006",623
2021,9,80,"5,553","1,431",746,524,281,391,83,91,405,325,,160,469,411,236
2021,9,90,"1,022",269,131,84,55,81,15,23,76,55,,35,62,82,54
2021,9,100,43,9,5,2,4,2,0,1,1,4,,4,5,4,2
2021,10,총,"189,181","56,092","22,607","10,891","4,323","7,734",712,"1,189","12,509","11,036",,"9,207","19,346","16,343","17,192"
2021,10,0,"16,297","5,207","1,727",653,214,518,13,69,954,797,,917,"1,445","1,212","2,571"
2021,10,10,"16,707","4,365","2,418",842,297,587,32,83,"1,100","1,055",,829,"1,789","1,275","2,035"
2021,10,20,"21,111","6,331","2,627","1,297",425,549,49,83,"1,596","1,291",,"1,120","2,351","1,973","1,419"
2021,10,30,"26,874","9,289","2,942","1,214",423,694,46,111,"1,731","1,355",,"1,393","2,362","2,244","3,070"
2021,10,40,"31,867","9,565","3,842","1,621",535,"1,154",60,144,"2,010","1,789",,"1,557","3,305","2,629","3,656"
2021,10,50,"31,808","9,087","3,782","2,048",838,"1,297",109,198,"2,103","2,007",,"1,595","3,724","2,991","2,029"
2021,10,60,"26,047","7,235","2,971","1,758",848,"1,609",192,243,"1,695","1,619",,"1,123","2,746","2,506","1,502"
2021,10,70,"11,806","3,290","1,415",841,407,838,113,143,839,733,,474,"1,084","1,007",622
2021,10,80,"5,603","1,446",750,530,280,404,82,91,405,327,,161,472,422,233
2021,10,90,"1,023",270,129,85,53,82,16,23,75,59,,34,63,81,53
2021,10,100,38,7,4,2,3,2,0,1,1,4,,4,5,3,2
2021,11,총,"189,288","56,153","22,557","10,910","4,320","7,777",708,"1,189","12,623","11,021",,"9,218","19,329","16,333","17,150"
2021,11,0,"16,249","5,200","1,711",649,212,517,11,70,984,791,,917,"1,438","1,197","2,552"
2021,11,10,"16,693","4,389","2,383",837,296,587,31,81,"1,099","1,053",,829,"1,783","1,280","2,045"
2021,11,20,"21,037","6,292","2,625","1,284",428,560,49,81,"1,601","1,284",,"1,116","2,344","1,974","1,399"
2021,11,30,"26,795","9,253","2,926","1,235",427,691,44,110,"1,761","1,346",,"1,388","2,339","2,228","3,047"
2021,11,40,"31,929","9,597","3,844","1,605",530,"1,164",60,144,"2,032","1,785",,"1,563","3,316","2,621","3,668"
2021,11,50,"31,821","9,101","3,767","2,062",835,"1,308",108,199,"2,113","1,992",,"1,599","3,716","2,990","2,031"
2021,11,60,"26,235","7,289","3,000","1,772",849,"1,621",193,246,"1,712","1,643",,"1,128","2,760","2,520","1,502"
2021,11,70,"11,803","3,290","1,416",836,407,839,114,142,833,733,,476,"1,090","1,009",618
2021,11,80,"5,654","1,460",755,539,279,405,80,93,410,331,,164,477,427,234
2021,11,90,"1,033",274,126,88,54,83,18,22,77,60,,34,61,84,52
2021,11,100,39,8,4,3,3,2,0,1,1,3,,4,5,3,2
