년도,월,나이,충청남도 공주시,충청남도 공주시 유구읍,충청남도 공주시 이인면,충청남도 공주시 탄천면,충청남도 공주시 계룡면,충청남도 공주시 반포면,충청남도 공주시 의당면,충청남도 공주시 정안면,충청남도 공주시 우성면,충청남도 공주시 사곡면,충청남도 공주시 신풍면,충청남도 공주시 중학동,충청남도 공주시 웅진동,충청남도 공주시 금학동,충청남도 공주시 옥룡동,충청남도 공주시 신관동,충청남도 공주시 월송동
2020,3,80,"2,447",256,120,152,206,101,105,227,191,141,122,115,147,78,165,192,129
2020,3,90,258,20,20,11,22,10,11,22,25,10,21,14,17,6,9,19,21
2020,3,100,12,4,0,0,2,0,0,0,0,1,0,0,1,0,0,3,1
2020,4,총,"53,019","3,827","1,720","1,539","2,891","2,264","2,440","2,452","2,772","1,508","1,461","2,384","4,110","2,746","4,081","9,607","7,217"
2020,4,0,"3,186",153,53,39,91,104,99,74,89,44,45,99,240,203,185,784,884
2020,4,10,"4,415",223,91,66,153,127,191,130,145,80,45,198,367,297,312,"1,075",915
2020,4,20,"6,430",327,131,116,190,204,289,183,266,104,105,332,523,378,535,"1,707","1,040"
2020,4,30,"5,327",319,123,110,186,192,215,169,212,104,104,236,492,268,421,"1,193",983
2020,4,40,"7,199",459,181,150,325,271,351,279,350,165,134,311,605,419,559,"1,499","1,141"
2020,4,50,"9,745",693,363,301,604,524,508,449,561,311,285,434,736,473,800,"1,567","1,136"
2020,4,60,"8,819",869,378,338,694,498,431,573,550,323,370,380,617,410,678,"1,044",666
2020,4,70,"5,172",507,260,253,417,230,236,345,381,226,235,264,364,213,414,524,303
2020,4,80,"2,457",254,119,154,207,104,109,228,192,141,118,117,147,79,168,194,126
2020,4,90,257,19,21,12,22,10,11,22,26,9,20,13,18,6,9,17,22
2020,4,100,12,4,0,0,2,0,0,0,0,1,0,0,1,0,0,3,1
2020,5,총,"52,952","3,823","1,711","1,544","2,891","2,264","2,448","2,441","2,764","1,497","1,455","2,370","4,098","2,746","4,079","9,614","7,207"
2020,5,0,"3,174",157,52,38,94,105,102,70,89,44,45,98,241,205,183,776,875
2020,5,10,"4,390",219,91,65,151,124,191,126,144,77,44,194,361,290,312,"1,079",922
2020,5,20,"6,388",324,125,117,189,209,285,182,261,103,107,332,515,373,528,"1,711","1,027"
2020,5,30,"5,308",316,122,114,184,190,221,168,208,100,103,235,491,274,414,"1,190",978
2020,5,40,"7,174",457,183,147,326,269,351,280,352,161,133,307,604,414,556,"1,499","1,135"
2020,5,50,"9,742",690,363,304,605,518,513,443,559,310,280,427,730,478,811,"1,572","1,139"
2020,5,60,"8,838",869,377,338,688,500,427,577,549,326,372,381,621,415,680,"1,045",673
2020,5,70,"5,200",510,258,256,420,233,239,348,384,224,235,265,363,213,416,528,308
2020,5,80,"2,463",257,119,153,210,106,109,224,190,141,116,118,152,79,168,194,127
2020,5,90,262,20,21,12,22,10,10,23,28,10,20,13,19,4,11,17,22
2020,5,100,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020,6,총,"52,838","3,805","1,702","1,547","2,892","2,256","2,431","2,434","2,757","1,491","1,458","2,372","4,090","2,749","4,077","9,589","7,188"
2020,6,0,"3,155",152,49,36,96,104,102,70,87,44,45,99,245,202,181,772,871
2020,6,10,"4,362",214,92,64,153,122,187,124,149,77,44,194,355,292,302,"1,074",919
2020,6,20,"6,390",321,122,124,189,211,280,188,254,103,105,329,509,376,532,"1,727","1,020"
2020,6,30,"5,252",307,123,114,183,184,214,165,208,100,105,238,491,275,411,"1,161",973
2020,6,40,"7,164",463,183,145,321,266,347,270,353,160,132,307,606,415,563,"1,500","1,133"
2020,6,50,"9,676",683,354,302,604,516,515,445,551,305,280,422,718,472,806,"1,564","1,139"
2020,6,60,"8,893",873,382,336,692,503,423,578,556,327,374,385,631,423,686,"1,053",671
2020,6,70,"5,207",511,258,256,420,234,244,348,386,224,237,266,362,213,412,521,315
2020,6,80,"2,466",257,119,157,211,105,108,222,186,140,117,118,154,76,173,198,125
2020,6,90,260,20,20,13,21,11,11,24,27,10,19,14,18,4,11,16,21
2020,6,100,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020,7,총,"52,782","3,805","1,696","1,552","2,880","2,257","2,447","2,431","2,753","1,491","1,458","2,363","4,095","2,740","4,064","9,579","7,171"
2020,7,0,"3,129",152,49,34,95,102,98,70,89,44,44,100,239,200,184,769,860
2020,7,10,"4,359",215,88,69,152,121,188,121,145,77,45,195,358,293,298,"1,071",923
2020,7,20,"6,364",319,122,124,185,212,288,185,253,103,106,319,510,370,528,"1,727","1,013"
2020,7,30,"5,184",303,118,112,177,183,208,167,210,101,102,238,476,276,404,"1,152",957
2020,7,40,"7,169",466,183,146,321,268,348,270,350,159,132,307,616,411,559,"1,496","1,137"
2020,7,50,"9,673",680,353,301,603,513,525,439,554,303,281,422,720,470,802,"1,562","1,145"
2020,7,60,"8,943",881,384,341,688,505,430,585,553,331,377,384,638,425,693,"1,058",670
2020,7,70,"5,230",508,259,256,429,238,244,350,388,222,236,265,366,213,411,529,316
2020,7,80,"2,459",257,120,157,208,104,107,219,184,140,116,118,154,77,172,198,128
2020,7,90,259,20,20,12,20,11,11,25,27,10,19,15,17,4,13,14,21
2020,7,100,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020,8,총,"52,741","3,798","1,688","1,550","2,873","2,247","2,448","2,430","2,750","1,492","1,463","2,363","4,082","2,765","4,060","9,568","7,164"
2020,8,0,"3,113",148,49,35,94,101,95,69,89,45,44,101,237,202,178,770,856
2020,8,10,"4,326",217,86,68,150,117,189,119,144,76,45,194,353,290,300,"1,066",912
2020,8,20,"6,352",312,117,122,189,207,287,183,252,106,108,317,506,381,522,"1,731","1,012"
2020,8,30,"5,169",302,117,112,172,184,205,169,211,99,99,238,477,279,406,"1,143",956
2020,8,40,"7,133",462,179,147,313,265,346,269,344,158,134,309,604,419,558,"1,488","1,138"
2020,8,50,"9,692",680,356,297,610,511,525,438,558,302,277,423,724,471,811,"1,566","1,143"
2020,8,60,"8,970",887,380,340,687,504,434,588,552,334,381,386,638,427,696,"1,059",677
2020,8,70,"5,244",508,264,262,431,238,248,349,387,222,241,262,367,216,407,524,318
2020,8,80,"2,467",258,120,155,205,107,108,220,185,141,116,118,158,75,168,204,129
2020,8,90,262,20,20,12,20,13,11,26,28,8,18,15,17,4,14,14,22
2020,8,100,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020,9,총,"52,656","3,780","1,683","1,547","2,851","2,242","2,458","2,433","2,742","1,500","1,463","2,357","4,084","2,760","4,041","9,551","7,164"
2020,9,0,"3,097",148,47,34,92,102,94,69,89,45,44,103,237,200,173,765,855
2020,9,10,"4,308",215,87,67,149,114,191,117,143,75,44,190,354,287,295,"1,069",911
2020,9,20,"6,328",309,118,122,186,203,284,191,245,110,106,321,508,386,511,"1,718","1,010"
2020,9,30,"5,128",293,118,110,165,186,206,169,210,97,99,232,481,279,402,"1,134",947
2020,9,40,"7,105",463,176,145,313,259,349,270,338,157,131,312,604,418,553,"1,478","1,139"
2020,9,50,"9,666",671,352,296,607,514,526,436,553,306,276,418,716,467,817,"1,564","1,147"
2020,9,60,"9,019",886,382,342,686,509,437,588,559,335,387,386,641,430,696,"1,075",680
2020,9,70,"5,252",511,262,263,428,235,251,350,393,219,239,260,370,215,411,526,319
2020,9,80,"2,475",259,122,156,204,104,109,214,184,147,119,120,157,73,169,206,132
2020,9,90,265,21,19,12,19,16,11,29,28,8,18,15,15,4,14,13,23
2020,9,100,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020,10,총,"52,542","3,775","1,680","1,551","2,850","2,248","2,439","2,430","2,740","1,492","1,469","2,341","4,081","2,734","4,019","9,531","7,162"
2020,10,0,"3,053",148,44,34,92,100,91,67,86,44,43,100,243,192,170,750,849
2020,10,10,"4,286",210,88,67,150,115,188,117,144,74,45,187,344,286,290,"1,069",912
2020,10,20,"6,303",310,115,129,185,200,277,192,241,107,106,320,514,377,505,"1,713","1,012"
2020,10,30,"5,107",292,119,108,163,190,205,167,205,98,101,222,485,276,397,"1,131",948
2020,10,40,"7,095",464,173,145,312,258,346,272,341,156,130,312,598,416,555,"1,480","1,137"
2020,10,50,"9,605",662,352,296,598,513,526,433,549,301,276,421,711,459,805,"1,561","1,142"
2020,10,60,"9,074",895,386,345,693,516,437,589,567,337,390,382,645,437,701,"1,073",681
2020,10,70,"5,255",509,263,259,432,237,250,352,394,217,242,260,363,214,411,531,321
2020,10,80,"2,482",260,120,156,202,103,108,212,185,149,118,122,162,72,171,206,136
2020,10,90,269,21,20,12,21,16,11,29,28,8,18,15,15,4,14,14,23
2020,10,100,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020,11,총,"52,394","3,764","1,674","1,547","2,847","2,233","2,424","2,427","2,737","1,482","1,455","2,329","4,075","2,711","4,017","9,521","7,151"
2020,11,0,"3,024",148,44,37,92,98,87,66,87,44,41,101,239,184,166,747,843
2020,11,10,"4,249",205,87,65,151,112,186,119,146,72,44,181,348,282,288,"1,061",902
2020,11,20,"6,291",306,113,131,182,203,280,191,239,104,105,320,513,372,508,"1,707","1,017"
2020,11,30,"5,073",295,120,104,165,187,200,163,207,97,99,217,477,278,402,"1,137",925
2020,11,40,"7,041",459,171,144,307,249,339,270,339,154,130,309,595,409,548,"1,470","1,148"
2020,11,50,"9,560",657,352,296,599,513,524,433,534,296,272,419,711,455,806,"1,564","1,129"
2020,11,60,"9,122",900,387,344,694,513,441,589,577,339,389,384,654,439,698,"1,074",700
2020,11,70,"5,264",504,259,259,433,240,250,353,396,218,240,261,362,215,416,535,323
2020,11,80,"2,485",264,120,155,200,104,107,213,182,149,118,122,160,72,172,207,140
2020,11,90,272,22,21,12,22,14,10,30,30,8,17,15,15,4,13,16,23
2020,11,100,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2020,12,총,"52,297","3,763","1,673","1,539","2,833","2,220","2,419","2,431","2,728","1,481","1,453","2,319","4,065","2,715","4,033","9,471","7,154"
2020,12,0,"3,000",156,45,36,87,94,86,65,88,40,39,99,240,181,168,735,841
2020,12,10,"4,220",203,86,65,151,107,183,118,140,75,46,177,343,285,286,"1,056",899
2020,12,20,"6,231",303,116,131,182,201,280,187,233,101,103,320,501,368,513,"1,684","1,008"
2020,12,30,"5,063",295,114,103,161,186,201,162,207,96,96,218,481,281,400,"1,130",932
2020,12,40,"7,039",457,170,144,309,249,338,274,338,154,131,306,591,413,549,"1,470","1,146"
2020,12,50,"9,500",648,352,288,590,517,518,431,530,293,272,417,710,449,807,"1,553","1,125"
2020,12,60,"9,201",901,392,351,694,510,447,598,583,343,392,383,660,443,706,"1,084",714
2020,12,70,"5,264",510,255,256,433,239,245,352,399,219,241,262,365,217,415,531,325
2020,12,80,"2,493",264,122,154,201,103,110,214,181,151,116,122,159,73,173,209,141
2020,12,90,273,22,21,11,23,14,11,30,29,8,17,15,14,4,16,16,22
2020,12,100,13,4,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1
2021,1,총,"52,273","3,752","1,678","1,536","2,843","2,229","2,425","2,426","2,726","1,484","1,441","2,324","4,043","2,709","4,037","9,458","7,162"
2021,1,0,"2,971",155,45,35,85,92,87,64,85,38,38,102,236,177,165,730,837
2021,1,10,"4,212",203,83,64,153,109,185,125,142,78,47,178,335,283,289,"1,038",900
2021,1,20,"6,204",300,123,129,187,202,284,182,233,100,98,313,490,363,511,"1,678","1,011"
2021,1,30,"5,061",291,111,104,163,188,195,156,209,97,89,218,478,280,399,"1,147",936
2021,1,40,"7,025",450,173,144,305,247,334,277,336,154,132,309,593,411,550,"1,461","1,149"
2021,1,50,"9,446",644,351,276,587,518,516,429,527,294,265,420,702,452,793,"1,548","1,124"
2021,1,60,"9,291",909,391,358,703,515,454,602,590,347,399,383,667,441,724,"1,089",719
2021,1,70,"5,272",514,255,257,434,241,249,349,395,215,239,263,367,223,413,534,324
2021,1,80,"2,506",260,125,157,201,103,110,213,182,151,117,123,160,74,176,214,140
2021,1,90,271,22,21,12,23,14,11,29,27,9,17,15,14,3,17,16,21
2021,1,100,14,4,0,0,2,0,0,0,0,1,0,0,1,2,0,3,1
2021,2,총,"52,177","3,745","1,678","1,539","2,840","2,226","2,420","2,421","2,717","1,475","1,443","2,305","4,047","2,716","4,026","9,463","7,116"
2021,2,0,"2,945",154,45,35,87,92,89,64,83,38,37,98,234,178,161,716,834
2021,2,10,"4,194",200,79,62,150,110,180,125,143,77,47,175,336,288,282,"1,048",892
2021,2,20,"6,120",298,127,129,182,196,277,178,229,100,100,301,493,359,504,"1,653",994
2021,2,30,"5,056",291,109,109,165,181,194,149,211,94,87,217,472,285,400,"1,165",927
2021,2,40,"6,997",446,174,142,296,254,330,277,332,152,133,309,607,406,551,"1,450","1,138"
2021,2,50,"9,423",645,347,276,596,515,517,429,516,286,261,413,701,449,792,"1,560","1,120"
2021,2,60,"9,344",905,394,358,705,518,459,604,597,352,404,391,662,448,729,"1,098",720
2021,2,70,"5,294",517,254,260,434,242,250,354,394,214,240,264,369,224,412,536,330
2021,2,80,"2,516",263,128,156,200,104,112,211,186,152,117,121,158,74,178,217,139
2021,2,90,274,22,21,12,23,14,12,30,26,9,17,16,14,3,17,17,21
2021,2,100,14,4,0,0,2,0,0,0,0,1,0,0,1,2,0,3,1
2021,3,총,"51,972","3,713","1,658","1,537","2,809","2,226","2,411","2,410","2,718","1,463","1,438","2,280","4,029","2,702","4,023","9,446","7,109"
2021,3,0,"2,929",152,46,36,88,92,93,65,89,37,36,96,234,177,159,710,819
2021,3,10,"4,191",199,75,62,151,113,179,125,140,75,49,173,334,289,278,"1,050",899
2021,3,20,"6,061",289,129,129,179,191,278,177,222,96,97,300,496,365,500,"1,627",986
2021,3,30,"5,027",288,106,106,161,184,191,143,210,91,87,214,463,283,401,"1,171",928
2021,3,40,"6,951",436,169,143,286,249,329,274,330,150,132,306,610,398,551,"1,438","1,150"
2021,3,50,"9,364",643,339,272,595,517,511,419,514,282,257,406,692,442,788,"1,571","1,116"
2021,3,60,"9,394",908,389,362,700,522,457,613,605,357,407,391,669,449,738,"1,102",725
2021,3,70,"5,253",514,257,257,428,240,248,354,392,213,236,259,360,221,409,538,327
2021,3,80,"2,521",264,127,153,197,104,114,209,190,152,120,118,157,74,183,220,139
2021,3,90,273,19,21,17,23,14,11,31,26,9,17,17,13,3,16,17,19
2021,3,100,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021,4,총,"51,925","3,701","1,661","1,534","2,811","2,228","2,408","2,407","2,715","1,461","1,437","2,289","4,031","2,694","4,015","9,444","7,089"
2021,4,0,"2,914",147,45,36,85,91,93,65,89,38,37,96,236,178,158,708,812
2021,4,10,"4,171",200,76,62,150,115,179,124,138,75,50,177,332,284,271,"1,036",902
2021,4,20,"6,046",284,127,123,182,189,273,173,221,94,97,310,494,365,493,"1,637",984
2021,4,30,"4,992",287,108,106,162,183,193,143,209,89,84,212,462,284,402,"1,164",904
2021,4,40,"6,963",436,168,144,285,248,327,272,325,150,132,308,614,397,543,"1,448","1,166"
2021,4,50,"9,319",639,340,270,592,512,506,414,519,283,255,401,688,440,793,"1,562","1,105"
2021,4,60,"9,472",904,396,367,706,533,467,624,607,357,405,390,677,447,748,"1,113",731
2021,4,70,"5,240",519,258,252,433,238,243,353,389,212,236,259,358,221,406,536,327
2021,4,80,"2,521",264,123,157,192,105,117,208,190,152,124,118,156,74,183,221,137
2021,4,90,279,20,20,17,23,14,10,31,28,10,17,18,13,3,18,17,20
2021,4,100,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021,5,총,"51,924","3,701","1,660","1,535","2,809","2,237","2,396","2,410","2,716","1,452","1,438","2,298","4,043","2,705","4,002","9,437","7,085"
2021,5,0,"2,901",152,45,34,83,94,92,66,89,37,36,98,243,177,153,695,807
2021,5,10,"4,162",202,75,60,149,113,172,121,141,72,50,179,331,287,276,"1,031",903
2021,5,20,"6,036",278,128,125,181,193,278,172,221,92,95,313,499,360,493,"1,637",971
2021,5,30,"4,985",285,106,102,163,182,194,145,208,89,88,216,463,286,382,"1,166",910
2021,5,40,"6,908",434,167,145,277,240,320,261,322,149,129,308,611,397,544,"1,447","1,157"
2021,5,50,"9,302",629,337,269,588,520,499,420,522,276,254,397,690,443,792,"1,560","1,106"
2021,5,60,"9,558",914,399,370,714,535,472,631,610,363,407,393,681,451,754,"1,119",745
2021,5,70,"5,251",520,261,252,433,240,239,355,387,213,238,258,357,226,402,543,327
2021,5,80,"2,529",266,121,161,197,106,119,208,187,150,124,118,154,74,186,220,138
2021,5,90,284,20,21,17,23,14,11,31,29,10,17,18,13,3,20,17,20
2021,5,100,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021,6,총,"51,835","3,681","1,658","1,530","2,809","2,240","2,400","2,390","2,697","1,454","1,429","2,296","4,057","2,715","3,987","9,426","7,066"
2021,6,0,"2,880",148,42,34,84,95,89,64,85,35,36,97,245,175,156,693,802
2021,6,10,"4,140",201,79,59,145,111,174,120,136,73,49,174,333,284,280,"1,024",898
2021,6,20,"6,014",269,125,126,185,193,276,170,219,93,93,315,501,370,488,"1,638",953
2021,6,30,"4,961",282,107,102,161,180,199,138,207,87,86,211,462,285,375,"1,166",913
2021,6,40,"6,896",431,170,143,281,237,317,262,319,151,131,309,613,397,542,"1,435","1,158"
2021,6,50,"9,255",623,330,266,586,524,496,414,514,277,250,402,687,443,782,"1,562","1,099"
2021,6,60,"9,614",924,401,369,711,534,477,635,617,366,405,397,686,452,757,"1,128",755
2021,6,70,"5,260",521,262,254,436,245,244,349,383,212,240,256,362,228,401,539,328
2021,6,80,"2,525",259,120,161,196,106,117,208,188,148,123,119,154,77,186,223,140
2021,6,90,282,22,22,16,23,15,11,30,29,11,16,16,13,3,20,16,19
2021,6,100,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021,7,총,"51,769","3,663","1,647","1,535","2,802","2,245","2,411","2,383","2,681","1,452","1,418","2,284","4,042","2,723","3,983","9,433","7,067"
2021,7,0,"2,857",144,42,34,81,95,88,66,84,34,35,97,246,176,154,683,798
2021,7,10,"4,126",200,78,61,150,109,169,117,136,75,50,174,331,279,282,"1,023",892
2021,7,20,"6,001",265,124,122,180,194,286,173,216,91,90,314,490,367,492,"1,639",958
2021,7,30,"4,928",278,105,103,154,184,196,136,202,86,82,205,459,284,375,"1,175",904
2021,7,40,"6,882",431,166,144,282,238,315,257,311,151,132,310,610,399,541,"1,429","1,166"
2021,7,50,"9,230",617,324,262,586,517,498,416,519,272,247,398,691,450,772,"1,564","1,097"
2021,7,60,"9,655",923,405,379,712,539,486,633,614,369,402,395,682,455,762,"1,138",761
2021,7,70,"5,261",522,258,253,437,247,243,348,385,211,241,256,360,231,398,539,332
2021,7,80,"2,536",259,123,160,196,106,118,207,185,151,123,120,160,78,186,225,139
2021,7,90,285,23,22,17,23,16,12,30,29,11,16,15,12,3,21,16,19
2021,7,100,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021,8,총,"51,672","3,666","1,635","1,532","2,782","2,239","2,408","2,378","2,674","1,453","1,418","2,286","4,051","2,716","3,964","9,429","7,041"
2021,8,0,"2,833",142,42,32,79,94,88,63,82,33,35,100,251,172,152,677,791
2021,8,10,"4,119",197,80,61,147,108,171,120,138,76,50,173,329,278,274,"1,024",893
2021,8,20,"5,976",267,118,120,180,188,280,170,209,91,90,316,498,370,493,"1,637",949
2021,8,30,"4,881",273,106,103,156,180,191,133,200,90,80,203,456,287,365,"1,171",887
2021,8,40,"6,850",436,163,140,273,241,319,258,309,144,131,312,604,397,540,"1,420","1,163"
2021,8,50,"9,230",613,325,266,582,515,500,414,519,275,249,399,689,442,765,"1,568","1,109"
2021,8,60,"9,688",931,405,377,709,542,483,635,617,370,403,392,690,458,766,"1,145",765
2021,8,70,"5,246",519,252,255,435,249,248,345,386,210,240,254,361,230,398,540,324
2021,8,80,"2,557",262,123,161,196,107,116,210,186,153,124,122,161,78,190,228,140
2021,8,90,284,25,21,17,24,15,12,30,28,10,16,15,11,3,21,17,19
2021,8,100,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021,9,총,"51,631","3,657","1,626","1,529","2,776","2,238","2,400","2,382","2,677","1,443","1,414","2,285","4,042","2,713","3,956","9,459","7,034"
2021,9,0,"2,834",142,41,34,79,90,83,69,84,32,35,97,252,169,153,681,793
2021,9,10,"4,103",190,79,61,149,111,172,120,140,77,50,171,328,280,272,"1,019",884
2021,9,20,"5,959",265,117,117,174,186,276,166,209,88,90,319,502,367,489,"1,645",949
2021,9,30,"4,851",271,105,105,155,176,188,132,193,88,79,201,454,292,357,"1,178",877
2021,9,40,"6,837",433,159,138,272,244,323,257,314,143,127,309,598,392,543,"1,419","1,166"
2021,9,50,"9,215",612,323,262,575,511,500,415,522,275,249,401,683,448,760,"1,568","1,111"
2021,9,60,"9,715",936,407,378,710,548,481,638,614,367,400,393,692,458,770,"1,156",767
2021,9,70,"5,260",516,251,252,444,251,248,347,387,212,244,254,358,226,400,542,328
2021,9,80,"2,557",266,123,165,192,106,116,209,185,149,124,125,161,77,191,230,138
2021,9,90,292,25,21,17,25,15,13,29,29,11,16,15,13,3,21,19,20
2021,9,100,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021,10,총,"51,613","3,632","1,633","1,532","2,768","2,232","2,401","2,379","2,682","1,434","1,419","2,282","4,044","2,713","3,952","9,458","7,052"
2021,10,0,"2,802",136,40,33,75,87,87,68,80,28,35,98,250,165,154,674,792
2021,10,10,"4,102",187,80,61,145,113,171,122,144,78,52,172,325,283,277,"1,012",880
2021,10,20,"5,960",265,116,117,175,190,269,161,208,86,90,325,503,368,483,"1,654",950
2021,10,30,"4,848",264,105,105,157,177,191,134,194,86,81,196,449,290,352,"1,182",885
2021,10,40,"6,815",427,157,136,268,242,325,255,313,144,129,306,600,387,543,"1,411","1,172"
2021,10,50,"9,216",608,326,261,576,502,496,409,525,274,245,401,693,455,762,"1,575","1,108"
2021,10,60,"9,731",935,413,383,706,548,485,644,617,367,400,393,689,455,771,"1,154",771
2021,10,70,"5,258",520,251,253,440,250,249,348,385,210,244,253,361,228,395,540,331
2021,10,80,"2,581",264,124,164,200,109,115,211,187,149,127,124,161,78,192,234,142
2021,10,90,291,25,21,19,25,14,13,27,29,11,16,14,12,3,23,20,19
2021,10,100,9,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,2
2021,11,총,"51,580","3,654","1,626","1,517","2,762","2,221","2,411","2,384","2,668","1,431","1,406","2,303","4,052","2,699","3,947","9,466","7,033"
2021,11,0,"2,781",136,39,32,69,85,88,68,78,31,34,102,251,163,148,665,792
2021,11,10,"4,102",186,79,60,140,115,174,120,145,78,47,170,332,283,277,"1,017",879
2021,11,20,"5,939",264,117,113,182,187,279,162,197,85,90,327,498,366,486,"1,644",942
2021,11,30,"4,846",270,100,107,154,176,189,137,196,84,81,202,454,285,347,"1,185",879
2021,11,40,"6,792",429,156,134,264,236,327,249,310,141,125,309,598,383,547,"1,419","1,165"
2021,11,50,"9,231",606,326,263,580,508,495,411,522,274,245,407,694,457,757,"1,578","1,108"
2021,11,60,"9,748",952,410,380,708,543,483,647,620,365,399,397,685,454,774,"1,160",771
2021,11,70,"5,264",525,253,249,443,249,248,350,388,209,244,252,363,226,395,541,329
2021,11,80,"2,573",260,125,160,195,108,115,214,184,150,124,124,163,78,192,235,146
2021,11,90,295,25,21,19,26,14,13,26,28,13,17,13,13,3,24,20,20
2021,11,100,9,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,2
2021,12,총,"51,459","3,648","1,622","1,505","2,756","2,217","2,401","2,381","2,671","1,424","1,409","2,316","4,045","2,676","3,945","9,426","7,017"
2021,12,0,"2,761",135,37,32,70,84,87,67,76,30,34,104,251,163,149,652,790
2021,12,10,"4,072",185,77,58,138,109,174,121,147,77,47,168,329,283,279,"1,011",869
