년도,월,나이,광산구,송정1동,송정2동,도산동,신흥동,어룡동,우산동,월곡1동,월곡2동,비아동,첨단1동,첨단2동,신가동,운남동,수완동,하남동,임곡동,동곡동,평동,삼도동,본량동,신창동
2020,2,90,"1,071",48,35,55,34,93,120,36,38,18,63,78,30,70,83,37,36,17,62,37,36,45
2020,2,100,61,2,6,5,4,6,3,0,2,1,1,3,4,2,5,4,2,3,2,3,2,1
2020,3,총,"405,969","11,380","6,709","16,136","4,834","32,672","25,199","11,725","16,640","7,342","26,400","44,047","21,402","32,116","78,576","23,375","2,140","1,971","4,056","2,275","2,092","34,882"
2020,3,0,"42,290",792,355,"1,583",372,"4,116","2,041",785,"1,298",696,"1,987","4,071","2,298","3,305","11,087","3,263",55,52,150,56,44,"3,884"
2020,3,10,"53,757","1,255",412,"1,796",433,"3,644","2,137","1,257","2,172",799,"3,593","5,959","3,210","4,193","13,581","3,148",118,90,149,119,93,"5,599"
2020,3,20,"57,382","1,751",961,"2,256",626,"3,930","3,748","2,005","2,495",920,"4,879","7,846","2,964","4,786","9,242","2,790",182,184,424,169,155,"5,069"
2020,3,30,"56,162","1,270",952,"2,356",612,"5,696","3,702","1,354","1,885",946,"3,046","5,934","2,739","4,323","11,280","3,811",115,163,460,152,141,"5,225"
2020,3,40,"77,548","1,976",888,"2,818",744,"5,950","3,863","1,798","3,061","1,423","4,421","8,365","4,473","6,104","18,052","4,700",185,190,499,216,253,"7,569"
2020,3,50,"62,454","1,821","1,105","2,462",809,"4,490","4,519","2,334","3,063","1,316","5,264","7,502","3,194","5,410","9,333","3,123",393,344,677,412,329,"4,554"
2020,3,60,"30,962","1,306",935,"1,436",612,"2,809","2,831","1,341","1,605",632,"1,972","2,513","1,435","2,148","3,648","1,657",434,389,768,453,344,"1,694"
2020,3,70,"16,764",836,764,984,438,"1,376","1,469",560,728,388,791,"1,191",776,"1,255","1,661",589,370,362,573,365,396,892
2020,3,80,"7,484",321,294,385,152,561,765,256,291,199,380,578,277,518,598,254,249,175,291,290,299,351
2020,3,90,"1,102",49,37,55,31,94,122,35,39,22,66,85,32,71,89,36,37,19,63,40,36,44
2020,3,100,64,3,6,5,5,6,2,0,3,1,1,3,4,3,5,4,2,3,2,3,2,1
2020,4,총,"406,781","11,303","6,723","16,138","4,778","32,587","26,176","11,687","16,551","7,326","26,710","44,000","21,306","32,056","78,471","23,347","2,165","1,963","4,048","2,270","2,087","35,089"
2020,4,0,"42,121",774,353,"1,580",362,"4,067","2,121",786,"1,279",682,"1,996","4,068","2,278","3,283","11,017","3,246",58,53,145,56,43,"3,874"
2020,4,10,"53,708","1,236",415,"1,788",428,"3,638","2,175","1,257","2,157",793,"3,613","5,902","3,199","4,162","13,585","3,151",127,86,150,119,92,"5,635"
2020,4,20,"57,747","1,756",971,"2,250",621,"3,936","3,954","2,009","2,474",917,"4,967","7,860","2,963","4,804","9,234","2,792",183,181,414,167,154,"5,140"
2020,4,30,"56,167","1,252",953,"2,371",586,"5,630","3,942","1,322","1,867",936,"3,096","5,971","2,719","4,306","11,201","3,775",117,158,450,151,139,"5,225"
2020,4,40,"77,576","1,969",888,"2,808",730,"5,967","3,974","1,792","3,052","1,425","4,455","8,308","4,439","6,063","18,059","4,698",183,191,502,214,250,"7,609"
2020,4,50,"62,717","1,812","1,101","2,455",806,"4,465","4,682","2,334","3,037","1,314","5,340","7,502","3,190","5,419","9,370","3,142",393,339,680,409,327,"4,600"
2020,4,60,"31,243","1,288",939,"1,445",611,"2,842","2,945","1,327","1,620",647,"1,996","2,527","1,433","2,165","3,665","1,665",440,394,773,458,345,"1,718"
2020,4,70,"16,800",853,760,993,445,"1,384","1,479",568,732,384,798,"1,193",770,"1,257","1,652",581,370,360,572,363,397,889
2020,4,80,"7,532",314,300,388,153,559,776,257,292,207,381,580,277,525,594,258,252,178,296,290,302,353
2020,4,90,"1,106",46,37,55,31,93,126,35,38,21,67,86,34,68,89,35,40,20,64,40,36,45
2020,4,100,64,3,6,5,5,6,2,0,3,0,1,3,4,4,5,4,2,3,2,3,2,1
2020,5,총,"407,036","11,299","6,737","16,077","4,799","32,491","26,675","11,605","16,540","7,329","26,749","43,991","21,229","31,940","78,433","23,375","2,174","1,950","4,056","2,267","2,086","35,234"
2020,5,0,"41,914",761,358,"1,556",363,"4,045","2,163",774,"1,277",689,"1,975","4,047","2,262","3,251","10,897","3,237",61,53,143,55,43,"3,904"
2020,5,10,"53,531","1,237",415,"1,790",435,"3,620","2,171","1,238","2,153",796,"3,594","5,861","3,173","4,117","13,595","3,143",125,80,152,119,91,"5,626"
2020,5,20,"57,981","1,756",968,"2,239",618,"3,935","4,056","1,990","2,469",911,"4,985","7,892","2,959","4,807","9,295","2,802",187,182,420,168,149,"5,193"
2020,5,30,"56,110","1,252",948,"2,357",589,"5,603","4,076","1,314","1,866",933,"3,108","5,964","2,700","4,271","11,114","3,773",118,155,452,153,136,"5,228"
2020,5,40,"77,464","1,969",893,"2,786",729,"5,937","4,037","1,798","3,031","1,410","4,462","8,279","4,410","6,003","18,061","4,719",182,186,500,208,244,"7,620"
2020,5,50,"62,973","1,818","1,096","2,469",806,"4,438","4,769","2,314","3,045","1,331","5,342","7,517","3,206","5,442","9,439","3,143",391,335,673,409,333,"4,657"
2020,5,60,"31,471","1,287",942,"1,436",620,"2,856","2,999","1,330","1,633",646,"2,027","2,575","1,415","2,193","3,691","1,680",443,394,779,454,348,"1,723"
2020,5,70,"16,837",857,766,999,451,"1,395","1,497",557,735,382,803,"1,183",787,"1,251","1,653",577,368,364,570,364,395,883
2020,5,80,"7,576",312,306,382,152,565,777,256,291,210,386,583,278,532,595,262,256,178,301,294,309,351
2020,5,90,"1,117",47,39,58,31,91,128,34,37,21,67,87,35,69,89,35,41,20,64,40,36,48
2020,5,100,62,3,6,5,5,6,2,0,3,0,0,3,4,4,4,4,2,3,2,3,2,1
2020,6,총,"406,827","11,262","6,729","16,041","4,780","32,537","26,990","11,580","16,464","7,333","26,772","43,864","21,072","31,895","78,368","23,366","2,169","1,940","4,054","2,286","2,082","35,243"
2020,6,0,"41,687",751,361,"1,550",360,"4,031","2,180",773,"1,260",688,"1,979","4,005","2,229","3,227","10,808","3,224",63,52,140,59,43,"3,904"
2020,6,10,"53,366","1,219",406,"1,772",433,"3,627","2,176","1,229","2,145",788,"3,582","5,827","3,163","4,088","13,604","3,143",122,82,148,121,89,"5,602"
2020,6,20,"58,070","1,746",968,"2,240",610,"3,949","4,116","1,971","2,473",923,"4,976","7,870","2,951","4,816","9,319","2,824",186,181,425,170,148,"5,208"
2020,6,30,"55,905","1,244",948,"2,335",592,"5,579","4,144","1,327","1,838",937,"3,122","5,925","2,659","4,242","11,044","3,744",120,146,450,159,136,"5,214"
2020,6,40,"77,442","1,962",893,"2,790",733,"5,966","4,079","1,784","3,012","1,408","4,450","8,278","4,384","5,976","18,061","4,732",183,184,508,207,242,"7,610"
2020,6,50,"62,891","1,824","1,095","2,450",793,"4,434","4,793","2,308","3,031","1,329","5,326","7,493","3,184","5,444","9,467","3,130",387,331,663,405,334,"4,670"
2020,6,60,"31,836","1,290",934,"1,449",626,"2,889","3,076","1,342","1,646",648,"2,083","2,606","1,414","2,228","3,717","1,700",449,397,779,463,352,"1,748"
2020,6,70,"16,857",865,769,"1,007",449,"1,391","1,518",551,730,382,796,"1,182",777,"1,264","1,657",573,362,366,577,363,395,883
2020,6,80,"7,604",312,310,386,148,575,777,261,289,210,390,587,273,539,598,259,256,178,299,297,307,353
2020,6,90,"1,105",46,39,57,31,90,129,34,37,20,68,87,34,67,89,33,39,20,63,39,34,49
2020,6,100,64,3,6,5,5,6,2,0,3,0,0,4,4,4,4,4,2,3,2,3,2,2
2020,7,총,"407,133","11,253","6,710","15,976","4,750","32,916","27,179","11,560","16,375","7,333","27,289","43,720","20,792","31,868","78,338","23,325","2,180","1,938","4,041","2,287","2,084","35,219"
2020,7,0,"41,450",739,357,"1,538",352,"4,067","2,193",773,"1,242",690,"2,004","3,952","2,196","3,179","10,722","3,191",65,50,139,59,43,"3,899"
2020,7,10,"53,272","1,215",406,"1,750",431,"3,682","2,172","1,205","2,133",782,"3,599","5,800","3,126","4,090","13,609","3,143",124,81,144,117,89,"5,574"
2020,7,20,"58,256","1,751",974,"2,219",612,"3,991","4,148","1,979","2,459",923,"5,113","7,843","2,918","4,821","9,364","2,817",188,179,415,171,148,"5,223"
2020,7,30,"55,848","1,235",931,"2,312",578,"5,638","4,209","1,328","1,819",937,"3,270","5,895","2,607","4,225","10,961","3,716",120,144,450,158,135,"5,180"
2020,7,40,"77,462","1,953",890,"2,802",725,"6,053","4,085","1,773","2,994","1,408","4,502","8,233","4,325","5,950","18,099","4,740",187,181,509,211,237,"7,605"
2020,7,50,"63,070","1,823","1,095","2,437",801,"4,508","4,820","2,305","3,021","1,317","5,418","7,502","3,157","5,453","9,482","3,127",387,330,656,401,339,"4,691"
2020,7,60,"32,048","1,302",938,"1,447",618,"2,910","3,109","1,343","1,652",660,"2,117","2,634","1,374","2,266","3,750","1,719",450,399,783,464,350,"1,763"
2020,7,70,"16,932",871,771,"1,016",449,"1,393","1,530",557,729,386,801,"1,188",777,"1,264","1,667",579,360,372,582,367,396,877
2020,7,80,"7,615",313,304,388,148,575,781,263,290,208,399,584,275,547,590,255,258,179,296,298,308,356
2020,7,90,"1,116",48,38,62,32,93,129,34,33,22,66,85,33,69,90,34,40,20,64,38,37,49
2020,7,100,64,3,6,5,4,6,3,0,3,0,0,4,4,4,4,4,1,3,3,3,2,2
2020,8,총,"407,371","11,232","6,678","15,910","4,750","33,061","27,267","11,531","16,386","7,350","27,646","43,885","20,409","31,893","78,238","23,329","2,174","1,941","4,057","2,286","2,091","35,257"
2020,8,0,"41,238",733,357,"1,519",349,"4,074","2,168",772,"1,217",690,"2,028","3,959","2,181","3,165","10,633","3,168",63,50,139,58,42,"3,873"
2020,8,10,"53,129","1,207",399,"1,731",435,"3,685","2,172","1,201","2,113",788,"3,592","5,776","3,081","4,067","13,602","3,140",128,81,147,117,88,"5,579"
2020,8,20,"58,416","1,743",965,"2,229",608,"4,017","4,162","1,960","2,477",913,"5,213","7,911","2,844","4,821","9,372","2,839",180,177,420,171,155,"5,239"
2020,8,30,"55,746","1,223",920,"2,275",568,"5,639","4,235","1,328","1,825",939,"3,347","5,959","2,590","4,200","10,864","3,691",120,144,448,157,132,"5,142"
2020,8,40,"77,437","1,943",876,"2,788",737,"6,092","4,086","1,765","2,997","1,411","4,548","8,209","4,242","5,954","18,099","4,742",185,181,510,210,230,"7,632"
2020,8,50,"63,253","1,835","1,106","2,438",788,"4,536","4,823","2,283","3,034","1,321","5,475","7,541","3,072","5,482","9,535","3,135",388,329,658,405,338,"4,731"
2020,8,60,"32,344","1,312",939,"1,459",626,"2,936","3,162","1,362","1,655",668,"2,163","2,671","1,348","2,298","3,780","1,728",454,403,787,460,360,"1,773"
2020,8,70,"16,981",868,772,"1,016",450,"1,403","1,540",560,738,389,808,"1,186",748,"1,286","1,669",585,359,372,585,371,396,880
2020,8,80,"7,626",316,300,386,152,578,781,265,293,208,402,581,267,549,590,263,255,180,296,294,310,360
2020,8,90,"1,138",50,38,64,33,96,135,35,34,23,70,87,33,66,90,34,41,21,64,40,38,46
2020,8,100,63,2,6,5,4,5,3,0,3,0,0,5,3,5,4,4,1,3,3,3,2,2
2020,9,총,"407,138","11,274","6,682","15,848","4,765","33,082","27,399","11,523","16,352","7,357","27,710","43,921","20,029","31,837","78,191","23,334","2,166","1,925","4,074","2,287","2,085","35,297"
2020,9,0,"40,864",740,349,"1,509",339,"4,044","2,171",773,"1,192",679,"2,030","3,903","2,156","3,115","10,552","3,130",65,48,133,56,38,"3,842"
2020,9,10,"52,974","1,205",406,"1,712",439,"3,678","2,160","1,193","2,087",792,"3,584","5,774","3,034","4,050","13,580","3,152",123,81,146,116,87,"5,575"
2020,9,20,"58,569","1,760",957,"2,212",620,"4,058","4,182","1,964","2,493",919,"5,224","7,949","2,788","4,806","9,416","2,856",180,174,429,171,156,"5,255"
2020,9,30,"55,518","1,229",916,"2,257",566,"5,615","4,252","1,327","1,814",929,"3,380","5,945","2,529","4,176","10,777","3,657",119,140,447,156,131,"5,156"
2020,9,40,"77,303","1,942",878,"2,781",739,"6,101","4,084","1,753","2,979","1,404","4,533","8,195","4,201","5,926","18,108","4,752",178,181,509,212,226,"7,621"
2020,9,50,"63,384","1,839","1,106","2,433",789,"4,550","4,871","2,276","3,033","1,333","5,477","7,564","2,991","5,511","9,585","3,148",390,323,663,409,337,"4,756"
2020,9,60,"32,648","1,310",948,"1,466",635,"2,956","3,199","1,376","1,674",683,"2,200","2,723","1,316","2,340","3,806","1,749",456,404,793,463,363,"1,788"
2020,9,70,"16,999",878,777,"1,026",448,"1,403","1,555",561,740,391,812,"1,177",724,"1,289","1,680",591,353,367,583,366,394,884
2020,9,80,"7,660",318,300,385,153,577,785,263,301,204,399,598,254,551,589,263,258,182,304,292,314,370
2020,9,90,"1,155",51,39,62,33,95,137,37,36,23,71,87,33,68,95,32,43,22,63,43,37,48
2020,9,100,64,2,6,5,4,5,3,0,3,0,0,6,3,5,3,4,1,3,4,3,2,2
2020,10,총,"406,560","11,237","6,675","15,813","4,742","33,079","27,437","11,482","16,333","7,356","27,718","43,945","19,674","31,807","78,129","23,348","2,160","1,925","4,083","2,282","2,072","35,263"
2020,10,0,"40,488",724,339,"1,494",331,"4,037","2,185",762,"1,178",686,"2,029","3,880","2,137","3,063","10,425","3,100",62,45,134,53,36,"3,788"
2020,10,10,"52,779","1,195",406,"1,703",429,"3,683","2,133","1,177","2,074",779,"3,544","5,771","2,996","4,030","13,580","3,160",125,84,145,114,88,"5,563"
2020,10,20,"58,763","1,751",979,"2,217",630,"4,073","4,168","1,966","2,495",916,"5,251","7,955","2,757","4,810","9,504","2,896",172,173,431,170,155,"5,294"
2020,10,30,"55,119","1,214",900,"2,228",551,"5,592","4,269","1,308","1,809",928,"3,381","5,946","2,464","4,133","10,689","3,608",116,138,451,159,131,"5,104"
2020,10,40,"77,100","1,937",868,"2,767",734,"6,097","4,061","1,742","2,955","1,396","4,505","8,172","4,146","5,925","18,100","4,779",181,186,504,211,224,"7,610"
2020,10,50,"63,520","1,845","1,106","2,437",791,"4,550","4,895","2,275","3,044","1,346","5,495","7,588","2,933","5,527","9,615","3,156",392,318,666,408,333,"4,800"
2020,10,60,"32,866","1,316",950,"1,474",633,"2,983","3,228","1,391","1,693",682,"2,231","2,765","1,261","2,379","3,839","1,759",459,409,795,459,365,"1,795"
2020,10,70,"17,008",884,775,"1,038",450,"1,386","1,565",558,747,388,807,"1,176",696,"1,308","1,689",590,352,366,583,371,391,888
2020,10,80,"7,696",320,308,389,155,581,795,264,298,212,401,603,249,561,584,263,256,180,306,291,311,369
2020,10,90,"1,156",49,38,61,33,92,135,39,38,23,73,83,32,67,101,33,44,23,64,43,36,49
2020,10,100,65,2,6,5,5,5,3,0,2,0,1,6,3,4,3,4,1,3,4,3,2,3
2020,11,총,"406,126","11,183","6,659","15,797","4,743","33,019","27,504","11,455","16,324","7,308","27,728","43,997","19,313","31,747","78,165","23,353","2,145","1,924","4,113","2,284","2,058","35,307"
2020,11,0,"40,184",711,332,"1,480",335,"4,016","2,189",751,"1,166",684,"2,018","3,863","2,122","3,010","10,345","3,063",58,41,138,52,34,"3,776"
2020,11,10,"52,697","1,179",409,"1,691",430,"3,674","2,110","1,178","2,069",770,"3,548","5,756","2,955","4,026","13,622","3,152",124,83,153,117,88,"5,563"
2020,11,20,"58,757","1,752",983,"2,228",629,"4,057","4,181","1,949","2,499",895,"5,221","7,983","2,719","4,795","9,507","2,928",168,174,441,173,153,"5,322"
2020,11,30,"54,937","1,207",896,"2,219",552,"5,563","4,283","1,302","1,795",928,"3,405","5,947","2,425","4,086","10,661","3,592",114,138,452,158,129,"5,085"
2020,11,40,"76,860","1,915",862,"2,752",734,"6,090","4,068","1,727","2,936","1,379","4,490","8,143","4,063","5,910","18,069","4,765",180,186,507,211,226,"7,647"
2020,11,50,"63,678","1,839","1,110","2,444",786,"4,555","4,899","2,288","3,053","1,343","5,497","7,638","2,899","5,537","9,691","3,172",391,319,661,406,327,"4,823"
2020,11,60,"33,036","1,322",942,"1,488",633,"3,002","3,256","1,391","1,712",678,"2,250","2,800","1,189","2,416","3,886","1,783",461,408,798,457,368,"1,796"
2020,11,70,"17,066",888,777,"1,035",450,"1,379","1,582",564,760,400,820,"1,175",669,"1,326","1,701",596,347,365,587,376,384,885
2020,11,80,"7,678",322,303,392,155,587,800,264,295,207,403,603,237,566,579,263,257,182,307,289,308,359
2020,11,90,"1,170",46,39,63,34,91,133,41,37,24,75,83,32,71,102,35,45,25,65,42,39,48
2020,11,100,63,2,6,5,5,5,3,0,2,0,1,6,3,4,2,4,0,3,4,3,2,3
2020,12,총,"405,579","11,177","6,641","15,817","4,725","32,945","27,596","11,366","16,260","7,295","27,653","43,947","19,144","31,621","78,158","23,400","2,140","1,932","4,122","2,278","2,065","35,297"
2020,12,0,"39,912",697,329,"1,491",331,"3,999","2,177",722,"1,144",673,"2,020","3,838","2,105","2,972","10,293","3,048",60,42,135,50,34,"3,752"
2020,12,10,"52,506","1,183",407,"1,661",430,"3,662","2,091","1,166","2,056",770,"3,522","5,726","2,919","3,983","13,662","3,162",122,83,154,114,90,"5,543"
2020,12,20,"58,706","1,753",974,"2,231",623,"4,032","4,238","1,935","2,494",901,"5,184","7,977","2,709","4,779","9,500","2,969",163,175,438,173,154,"5,304"
2020,12,30,"54,702","1,205",898,"2,215",547,"5,516","4,265","1,291","1,786",914,"3,406","5,929","2,416","4,060","10,591","3,569",120,141,458,160,126,"5,089"
2020,12,40,"76,634","1,901",853,"2,759",739,"6,088","4,087","1,696","2,893","1,367","4,437","8,135","4,009","5,859","18,101","4,775",176,181,506,210,231,"7,631"
2020,12,50,"63,802","1,849","1,116","2,460",784,"4,559","4,903","2,279","3,052","1,353","5,500","7,655","2,901","5,527","9,723","3,191",385,317,670,398,326,"4,854"
2020,12,60,"33,246","1,324",932,"1,490",628,"3,034","3,306","1,397","1,727",683,"2,279","2,820","1,161","2,459","3,908","1,788",460,414,797,459,371,"1,809"
2020,12,70,"17,134",890,782,"1,046",451,"1,370","1,593",577,772,402,824,"1,176",652,"1,341","1,702",593,352,366,588,379,380,898
2020,12,80,"7,699",327,305,394,154,589,800,262,296,205,404,604,237,567,576,264,255,185,307,290,312,366
2020,12,90,"1,172",44,39,64,33,90,133,41,38,27,76,82,32,70,100,37,47,25,65,42,39,48
2020,12,100,66,4,6,6,5,6,3,0,2,0,1,5,3,4,2,4,0,3,4,3,2,3
2021,1,총,"405,154","11,140","6,615","15,709","4,702","32,923","27,847","11,304","16,198","7,305","27,699","43,810","18,980","31,570","78,130","23,448","2,143","1,928","4,120","2,273","2,054","35,256"
2021,1,0,"39,558",681,326,"1,470",323,"3,945","2,232",707,"1,123",663,"2,006","3,792","2,085","2,925","10,209","3,034",59,42,134,51,33,"3,718"
2021,1,10,"52,343","1,174",396,"1,630",429,"3,677","2,102","1,159","2,045",776,"3,504","5,680","2,909","3,970","13,635","3,169",115,82,156,118,89,"5,528"
2021,1,20,"58,667","1,728",976,"2,210",613,"4,016","4,242","1,920","2,481",905,"5,205","7,930","2,661","4,775","9,570","3,009",165,177,433,170,152,"5,329"
2021,1,30,"54,463","1,202",893,"2,181",533,"5,494","4,336","1,272","1,766",911,"3,433","5,910","2,402","4,025","10,513","3,542",123,137,465,155,123,"5,047"
2021,1,40,"76,416","1,894",841,"2,736",737,"6,088","4,128","1,684","2,880","1,357","4,409","8,077","3,972","5,842","18,092","4,765",178,183,504,212,231,"7,606"
2021,1,50,"64,037","1,852","1,113","2,467",784,"4,580","4,888","2,274","3,064","1,369","5,523","7,684","2,885","5,553","9,795","3,221",389,317,673,386,325,"4,895"
2021,1,60,"33,531","1,339",933,"1,508",636,"3,064","3,370","1,411","1,730",686,"2,311","2,863","1,156","2,484","3,926","1,802",459,410,790,467,374,"1,812"
2021,1,70,"17,204",897,783,"1,045",456,"1,381","1,614",578,774,404,827,"1,178",639,"1,353","1,711",598,352,366,588,376,379,905
2021,1,80,"7,696",327,307,393,155,587,801,260,293,207,405,609,235,568,575,266,256,187,307,291,306,361
2021,1,90,"1,173",42,41,63,31,86,131,39,40,27,75,82,33,71,102,38,47,24,66,44,40,51
2021,1,100,66,4,6,6,5,5,3,0,2,0,1,5,3,4,2,4,0,3,4,3,2,4
2021,2,총,"405,052","11,082","6,597","15,665","4,708","32,884","28,103","11,270","16,114","7,295","27,685","43,692","18,862","31,440","77,878","24,029","2,161","1,929","4,115","2,267","2,048","35,228"
2021,2,0,"39,322",665,321,"1,451",320,"3,915","2,254",703,"1,098",660,"2,014","3,782","2,076","2,893","10,092","3,072",60,42,131,49,31,"3,693"
2021,2,10,"52,156","1,160",390,"1,627",425,"3,696","2,132","1,156","2,023",764,"3,479","5,612","2,872","3,934","13,605","3,208",116,80,152,122,89,"5,514"
2021,2,20,"58,595","1,723",968,"2,190",617,"4,000","4,255","1,904","2,477",904,"5,187","7,915","2,638","4,752","9,524","3,126",164,171,437,165,148,"5,330"
2021,2,30,"54,274","1,190",901,"2,175",528,"5,437","4,393","1,263","1,733",901,"3,449","5,890","2,392","3,990","10,409","3,626",122,139,456,154,124,"5,002"
2021,2,40,"76,452","1,878",830,"2,716",740,"6,101","4,181","1,683","2,875","1,360","4,405","8,056","3,958","5,817","18,063","4,876",184,186,502,213,226,"7,602"
2021,2,50,"64,214","1,854","1,107","2,477",784,"4,569","4,923","2,258","3,048","1,371","5,509","7,672","2,871","5,559","9,827","3,346",392,321,677,384,325,"4,940"
2021,2,60,"33,829","1,340",944,"1,518",643,"3,092","3,405","1,424","1,748",694,"2,328","2,893","1,153","2,496","3,972","1,855",462,409,794,464,373,"1,822"
2021,2,70,"17,207",892,779,"1,044",459,"1,385","1,620",580,772,404,826,"1,169",633,"1,354","1,715",605,353,369,582,375,378,913
2021,2,80,"7,755",332,310,395,155,597,808,261,297,210,413,617,231,573,570,267,260,187,315,293,308,356
2021,2,90,"1,181",44,41,66,32,86,129,38,41,27,74,81,35,68,99,44,48,22,65,45,44,52
2021,2,100,67,4,6,6,5,6,3,0,2,0,1,5,3,4,2,4,0,3,4,3,2,4
2021,3,총,"404,939","11,047","6,598","15,590","4,670","32,869","28,235","11,178","16,052","7,298","27,604","43,585","18,761","31,343","77,845","24,564","2,148","1,928","4,104","2,266","2,045","35,209"
2021,3,0,"39,153",661,324,"1,429",314,"3,889","2,254",702,"1,090",655,"2,006","3,766","2,058","2,880","10,055","3,092",59,43,132,49,31,"3,664"
2021,3,10,"51,996","1,153",388,"1,630",418,"3,699","2,109","1,142","2,007",765,"3,463","5,584","2,846","3,916","13,578","3,257",111,77,150,123,92,"5,488"
2021,3,20,"58,712","1,732",971,"2,172",609,"3,989","4,290","1,899","2,470",904,"5,154","7,908","2,661","4,720","9,551","3,226",167,171,438,164,146,"5,370"
2021,3,30,"54,108","1,178",905,"2,153",536,"5,422","4,406","1,238","1,742",892,"3,460","5,858","2,345","3,961","10,354","3,694",118,139,456,157,120,"4,974"
2021,3,40,"76,263","1,871",834,"2,700",734,"6,103","4,191","1,663","2,855","1,360","4,360","8,014","3,938","5,794","17,997","4,971",183,185,497,215,227,"7,571"
2021,3,50,"64,436","1,846","1,097","2,478",775,"4,590","4,976","2,227","3,022","1,375","5,505","7,658","2,865","5,547","9,950","3,466",388,318,670,381,320,"4,982"
2021,3,60,"34,071","1,337",945,"1,528",644,"3,101","3,446","1,426","1,759",701,"2,343","2,934","1,162","2,506","3,989","1,921",461,412,792,468,381,"1,815"
2021,3,70,"17,155",890,774,"1,032",448,"1,380","1,611",577,766,406,818,"1,169",617,"1,367","1,712",616,351,370,580,371,373,927
2021,3,80,"7,816",331,312,401,158,602,821,262,301,213,418,607,233,582,563,277,262,184,324,295,307,363
2021,3,90,"1,175",45,42,65,30,87,130,42,39,27,75,82,34,66,94,42,48,26,62,42,46,51
