년도,월,나이,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2020,1,90,"15,864","3,148",723,397,894,544,590,"1,618",578,752,"1,312",856,750,995,409,493,586,589,789,659,520,526,644,640
2020,1,100,721,168,32,20,62,38,16,83,25,24,79,39,38,55,7,8,25,13,18,21,13,31,40,34
2020,2,총,"3,358,828","1,043,874","261,904","218,885","176,334","193,780","192,971","347,417","130,735","111,666","542,787","105,457","247,574","351,457","27,082","65,277","62,161","52,058","43,479","46,146","35,277","39,499","61,972","44,910"
2020,2,0,"282,751","87,219","22,065","17,653","12,955","14,112","20,434","29,395","10,597","8,616","51,733","5,904","28,400","36,047","1,148","4,503","3,555","2,859","1,655","2,064","1,502","1,940","3,932","1,682"
2020,2,10,"331,566","102,696","24,305","24,316","14,095","18,969","21,011","36,047","13,022","10,467","62,791","8,121","28,101","34,264","1,592","6,133","4,299","4,133","3,161","3,070","2,186","3,077","5,803","2,603"
2020,2,20,"384,750","133,068","36,431","33,522","19,511","23,117","20,487","44,716","11,709","10,991","69,232","9,427","24,943","41,342","2,108","5,783","5,180","4,050","3,302","3,802","2,587","3,254","6,028","3,228"
2020,2,30,"418,383","138,985","35,823","30,413","21,347","22,781","28,621","42,451","15,191","12,525","72,256","9,273","39,397","51,670","1,901","6,181","5,479","4,276","2,631","3,058","2,310","2,758","5,246","2,795"
2020,2,40,"543,911","170,342","41,452","37,302","25,788","31,048","34,752","55,098","21,773","17,965","99,808","13,284","47,436","60,481","2,980","9,698","7,253","6,685","4,799","5,458","3,668","4,607","8,035","4,541"
2020,2,50,"585,186","188,727","50,758","44,185","30,089","35,358","28,337","57,888","22,950","18,585","95,291","19,291","38,610","58,216","4,776","11,447","11,256","9,291","7,526","8,769","6,721","7,063","10,686","8,093"
2020,2,60,"435,315","133,266","31,951","21,586","28,866","28,636","22,227","43,162","19,407","15,662","53,960","20,162","24,594","40,060","5,132","10,495","11,574","9,272","7,964","8,504","6,867","6,915","9,667","8,652"
2020,2,70,"240,111","60,992","12,820","6,608","15,981","14,168","11,415","25,122","10,899","10,541","25,482","12,337","10,443","20,118","4,062","6,600","8,021","6,791","6,842","6,433","5,303","5,593","7,146","7,386"
2020,2,80,"119,977","25,222","5,533","2,875","6,727","5,010","5,077","11,798","4,574","5,520","10,828","6,744","4,846","8,202","2,956","3,920","4,913","4,080","4,768","4,290","3,597","3,730","4,729","5,260"
2020,2,90,"16,139","3,182",733,404,913,542,590,"1,654",588,770,"1,326",874,766,"1,002",419,509,606,607,813,676,523,529,659,636
2020,2,100,739,175,33,21,62,39,20,86,25,24,80,40,38,55,8,8,25,14,18,22,13,33,41,34
2020,3,총,"3,355,341","1,042,260","262,140","218,233","175,909","193,295","192,683","347,546","130,450","111,517","542,678","105,309","247,487","351,496","27,040","65,089","61,934","51,946","43,351","45,934","35,265","39,404","61,822","44,813"
2020,3,0,"281,435","86,780","22,073","17,539","12,883","13,994","20,291","29,259","10,525","8,537","51,484","5,870","28,259","36,045","1,140","4,467","3,520","2,835","1,656","2,038","1,494","1,927","3,905","1,694"
2020,3,10,"330,223","102,190","24,223","24,040","14,036","18,878","21,013","35,994","12,962","10,454","62,500","8,092","28,062","34,188","1,589","6,087","4,251","4,122","3,107","3,045","2,167","3,058","5,775","2,580"
2020,3,20,"383,661","132,557","36,420","33,402","19,358","22,944","20,433","44,803","11,642","10,960","69,225","9,358","24,912","41,217","2,095","5,716","5,130","4,005","3,281","3,751","2,579","3,234","5,978","3,218"
2020,3,30,"416,280","138,260","35,766","30,285","21,142","22,699","28,368","42,311","15,068","12,459","72,070","9,209","39,186","51,418","1,881","6,107","5,424","4,226","2,620","3,010","2,298","2,723","5,224","2,786"
2020,3,40,"542,296","169,841","41,408","37,029","25,734","30,907","34,763","54,916","21,689","17,900","99,541","13,237","47,461","60,391","2,963","9,652","7,210","6,643","4,752","5,402","3,636","4,563","7,991","4,508"
2020,3,50,"584,730","188,379","50,850","44,097","29,935","35,235","28,262","57,895","22,871","18,558","95,500","19,267","38,674","58,322","4,733","11,450","11,198","9,298","7,485","8,707","6,708","7,013","10,654","8,018"
2020,3,60,"438,001","134,127","32,157","21,863","28,988","28,761","22,358","43,494","19,525","15,741","54,422","20,208","24,767","40,295","5,166","10,522","11,640","9,286","7,994","8,515","6,940","6,974","9,691","8,694"
2020,3,70,"240,945","61,351","12,902","6,649","16,083","14,245","11,472","25,212","10,962","10,550","25,588","12,377","10,481","20,246","4,074","6,635","8,006","6,803","6,816","6,447","5,314","5,583","7,145","7,355"
2020,3,80,"120,699","25,374","5,565","2,886","6,771","5,047","5,105","11,904","4,586","5,555","10,936","6,774","4,876","8,299","2,959","3,929","4,912","4,106","4,800","4,306","3,598","3,758","4,751","5,276"
2020,3,90,"16,317","3,225",742,423,915,547,598,"1,668",595,779,"1,332",876,771,"1,018",432,514,618,608,822,690,517,537,667,648
2020,3,100,754,176,34,20,64,38,20,90,25,24,80,41,38,57,8,10,25,14,18,23,14,34,41,36
2020,4,총,"3,353,380","1,041,553","262,241","217,948","175,504","193,101","192,759","347,578","130,221","111,365","542,929","105,201","247,427","351,383","26,979","64,959","61,889","51,918","43,223","45,753","35,223","39,377","61,700","44,702"
2020,4,0,"280,160","86,425","22,018","17,464","12,791","13,980","20,172","29,152","10,411","8,514","51,299","5,840","28,122","35,881","1,134","4,429","3,513","2,806","1,639","2,013","1,479","1,914","3,892","1,697"
2020,4,10,"329,243","101,793","24,139","23,916","13,964","18,759","21,015","35,905","12,959","10,434","62,379","8,071","28,038","34,146","1,579","6,058","4,210","4,113","3,062","3,022","2,164","3,036","5,717","2,557"
2020,4,20,"382,928","132,311","36,408","33,280","19,277","22,880","20,466","44,845","11,595","10,884","69,240","9,318","24,833","41,134","2,068","5,694","5,109","4,006","3,271","3,716","2,557","3,228","5,940","3,179"
2020,4,30,"414,972","137,962","35,759","30,305","20,981","22,678","28,239","42,245","14,946","12,418","71,961","9,167","39,038","51,175","1,866","6,052","5,399","4,210","2,580","2,968","2,291","2,727","5,199","2,768"
2020,4,40,"541,189","169,453","41,347","36,882","25,640","30,794","34,790","54,820","21,627","17,829","99,405","13,188","47,480","60,360","2,955","9,622","7,198","6,613","4,722","5,336","3,619","4,519","7,968","4,475"
2020,4,50,"584,228","188,058","50,770","44,029","29,855","35,120","28,284","57,842","22,837","18,551","95,696","19,196","38,724","58,334","4,705","11,402","11,208","9,255","7,469","8,647","6,683","7,032","10,611","7,978"
2020,4,60,"440,377","134,979","32,478","22,067","29,047","28,889","22,498","43,677","19,608","15,752","54,819","20,265","24,937","40,545","5,191","10,576","11,665","9,353","8,010","8,563","6,963","6,992","9,758","8,724"
2020,4,70,"241,728","61,660","12,952","6,664","16,179","14,330","11,535","25,293","10,998","10,610","25,705","12,414","10,537","20,365","4,071","6,646","8,011","6,808","6,799","6,431","5,329","5,578","7,139","7,334"
2020,4,80,"121,360","25,494","5,593","2,891","6,787","5,085","5,138","12,026","4,605","5,565","11,019","6,806","4,900","8,369","2,970","3,947","4,921","4,133","4,822","4,342","3,601","3,779","4,759","5,302"
2020,4,90,"16,435","3,243",743,430,919,548,603,"1,682",609,782,"1,328",895,777,"1,017",432,522,630,607,832,691,521,538,677,652
2020,4,100,760,175,34,20,64,38,19,91,26,26,78,41,41,57,8,11,25,14,17,24,16,34,40,36
2020,5,총,"3,351,347","1,040,773","262,729","217,430","175,239","192,751","192,624","347,519","129,997","111,268","543,072","105,139","247,096","351,373","26,954","64,775","61,873","51,876","43,149","45,628","35,152","39,353","61,729","44,621"
2020,5,0,"278,992","86,079","22,031","17,354","12,691","13,921","20,082","29,055","10,343","8,478","51,151","5,819","27,979","35,747","1,135","4,381","3,496","2,780","1,626","2,003","1,464","1,912","3,861","1,683"
2020,5,10,"328,148","101,411","24,096","23,771","13,892","18,668","20,984","35,793","12,941","10,403","62,130","8,025","27,969","34,115","1,576","6,008","4,203","4,111","3,016","3,004","2,152","3,013","5,740","2,538"
2020,5,20,"382,204","132,030","36,432","33,160","19,262","22,756","20,420","44,840","11,494","10,844","69,270","9,279","24,770","41,056","2,059","5,650","5,067","4,005","3,273","3,671","2,528","3,217","5,994","3,157"
2020,5,30,"413,442","137,557","35,880","30,221","20,803","22,589","28,064","42,221","14,829","12,367","71,794","9,137","38,752","51,003","1,844","5,995","5,366","4,174","2,562","2,934","2,276","2,723","5,163","2,745"
2020,5,40,"540,178","169,124","41,325","36,675","25,605","30,672","34,847","54,667","21,616","17,807","99,343","13,152","47,480","60,307","2,935","9,546","7,185","6,578","4,687","5,273","3,604","4,502","7,937","4,435"
2020,5,50,"584,327","188,082","50,907","43,970","29,826","35,063","28,316","57,852","22,829","18,520","95,858","19,159","38,780","58,399","4,692","11,391","11,195","9,244","7,463","8,631","6,658","7,015","10,614","7,945"
2020,5,60,"442,255","135,480","32,654","22,249","29,081","28,954","22,542","43,899","19,630","15,788","55,184","20,336","25,048","40,750","5,220","10,624","11,716","9,385","8,022","8,597","6,981","7,032","9,795","8,768"
2020,5,70,"242,664","62,000","13,035","6,695","16,266","14,413","11,591","25,348","11,065","10,670","25,797","12,467","10,594","20,493","4,068","6,660","8,047","6,824","6,820","6,441","5,323","5,570","7,128","7,349"
2020,5,80,"121,840","25,559","5,588","2,884","6,811","5,118","5,158","12,067","4,607","5,581","11,136","6,835","4,906","8,415","2,980","3,979","4,936","4,146","4,838","4,357","3,618","3,795","4,775","5,310"
2020,5,90,"16,527","3,273",747,430,936,559,601,"1,685",616,784,"1,332",888,777,"1,031",436,530,636,613,824,693,531,541,681,656
2020,5,100,770,178,34,21,66,38,19,92,27,26,77,42,41,57,9,11,26,16,18,24,17,33,41,35
2020,6,총,"3,349,454","1,040,118","263,184","216,982","174,956","192,433","192,563","347,462","129,711","111,184","542,842","105,133","246,878","351,596","26,957","64,724","61,825","51,811","43,102","45,454","35,140","39,321","61,681","44,515"
2020,6,0,"277,878","85,822","22,105","17,246","12,635","13,844","19,992","28,958","10,251","8,434","50,948","5,809","27,837","35,678","1,138","4,345","3,459","2,755","1,614","1,982","1,442","1,893","3,845","1,668"
2020,6,10,"327,569","101,118","23,993","23,700","13,865","18,603","20,957","35,693","12,922","10,368","61,997","7,996","27,948","34,236","1,577","6,025","4,200","4,128","2,995","2,966","2,157","3,010","5,711","2,522"
2020,6,20,"381,057","131,642","36,487","32,973","19,126","22,677","20,379","44,781","11,433","10,852","69,089","9,225","24,666","40,924","2,061","5,608","5,052","3,991","3,278","3,639","2,514","3,194","5,989","3,119"
2020,6,30,"411,941","137,263","35,951","30,150","20,706","22,489","27,967","42,182","14,689","12,260","71,595","9,117","38,498","50,838","1,817","5,935","5,319","4,123","2,547","2,912","2,260","2,714","5,150","2,722"
2020,6,40,"539,898","168,978","41,361","36,574","25,617","30,541","34,885","54,675","21,587","17,789","99,301","13,133","47,519","60,368","2,940","9,544","7,177","6,572","4,673","5,230","3,580","4,501","7,918","4,413"
2020,6,50,"583,173","187,510","50,807","43,786","29,665","34,971","28,281","57,794","22,779","18,511","95,719","19,056","38,792","58,406","4,679","11,374","11,155","9,217","7,465","8,579","6,666","6,970","10,592","7,909"
2020,6,60,"445,112","136,410","33,016","22,479","29,171","29,062","22,682","44,060","19,706","15,862","55,719","20,522","25,262","40,972","5,256","10,682","11,793","9,435","8,050","8,643","7,024","7,089","9,843","8,784"
2020,6,70,"243,549","62,309","13,072","6,728","16,362","14,504","11,643","25,437","11,090","10,721","25,911","12,510","10,645","20,612","4,060","6,688","8,075","6,812","6,827","6,435","5,336","5,580","7,129","7,372"
2020,6,80,"121,988","25,634","5,611","2,897","6,812","5,146","5,168","12,108","4,613","5,580","11,133","6,842","4,897","8,463","2,981","3,986","4,935","4,149","4,816","4,347","3,613","3,794","4,783","5,314"
2020,6,90,"16,512","3,255",748,428,932,557,590,"1,683",614,780,"1,352",879,770,"1,040",439,526,634,613,820,697,530,544,680,656
2020,6,100,777,177,33,21,65,39,19,91,27,27,78,44,44,59,9,11,26,16,17,24,18,32,41,36
2020,7,총,"3,347,637","1,039,595","263,373","216,658","174,791","192,132","192,641","347,317","129,558","111,401","542,655","105,099","246,660","351,651","26,902","64,600","61,646","51,737","43,021","45,412","35,097","39,274","61,578","44,434"
2020,7,0,"276,630","85,473","22,052","17,168","12,585","13,770","19,898","28,888","10,157","8,441","50,708","5,762","27,709","35,569","1,123","4,312","3,403","2,713","1,594","1,985","1,418","1,866","3,839","1,670"
2020,7,10,"326,862","100,901","23,920","23,621","13,827","18,544","20,989","35,581","12,921","10,359","61,858","7,980","27,923","34,238","1,566","5,991","4,202","4,123","2,969","2,943","2,142","3,010","5,654","2,501"
2020,7,20,"380,381","131,368","36,472","32,869","19,065","22,587","20,375","44,771","11,407","10,872","69,095","9,201","24,558","40,854","2,055","5,556","5,019","3,974","3,275","3,621","2,492","3,179","5,980","3,104"
2020,7,30,"409,959","136,737","35,932","30,038","20,572","22,359","27,836","42,066","14,560","12,243","71,200","9,051","38,220","50,654","1,807","5,898","5,266","4,083","2,515","2,896","2,255","2,691","5,135","2,682"
2020,7,40,"539,798","169,023","41,378","36,456","25,639","30,511","35,039","54,580","21,598","17,854","99,255","13,154","47,552","60,387","2,947","9,508","7,164","6,556","4,668","5,197","3,561","4,491","7,892","4,411"
2020,7,50,"582,963","187,324","50,845","43,745","29,606","34,889","28,239","57,796","22,694","18,495","95,837","19,038","38,843","58,469","4,653","11,376","11,079","9,222","7,451","8,575","6,671","6,972","10,590","7,878"
2020,7,60,"447,142","137,022","33,220","22,649","29,230","29,133","22,790","44,186","19,844","15,986","56,071","20,567","25,443","41,183","5,260","10,718","11,821","9,456","8,071","8,665","7,062","7,116","9,858","8,813"
2020,7,70,"244,205","62,561","13,140","6,759","16,430","14,569","11,663","25,532","11,106","10,724","26,013","12,551","10,703","20,690","4,060","6,706","8,086","6,823","6,818","6,447","5,333","5,575","7,110","7,367"
2020,7,80,"122,355","25,727","5,623","2,900","6,833","5,175","5,196","12,136","4,634","5,619","11,185","6,868","4,894","8,515","2,987","3,990","4,937","4,162","4,822","4,361","3,620","3,795","4,798","5,305"
2020,7,90,"16,555","3,282",757,432,939,557,597,"1,687",610,778,"1,356",881,771,"1,033",435,534,640,608,821,698,524,548,681,668
2020,7,100,787,177,34,21,65,38,19,94,27,30,77,46,44,59,9,11,29,17,17,24,19,31,41,35
2020,8,총,"3,345,169","1,038,677","263,432","216,218","174,879","191,618","192,530","347,262","129,226","111,440","542,538","105,026","246,402","351,691","26,883","64,497","61,590","51,630","42,980","45,257","35,071","39,236","61,468","44,295"
2020,8,0,"275,256","85,111","21,992","17,042","12,609","13,669","19,799","28,820","10,063","8,398","50,425","5,754","27,507","35,417","1,121","4,269","3,380","2,693","1,590","1,969","1,408","1,855","3,814","1,662"
2020,8,10,"326,156","100,611","23,867","23,524","13,776","18,485","20,959","35,453","12,887","10,349","61,758","7,951","27,935","34,279","1,550","6,011","4,192","4,083","2,942","2,914","2,130","3,000","5,640","2,471"
2020,8,20,"379,408","130,998","36,417","32,705","19,046","22,460","20,370","44,764","11,331","10,867","69,067","9,172","24,479","40,731","2,050","5,507","4,981","3,966","3,276","3,583","2,492","3,140","5,931","3,073"
2020,8,30,"407,944","136,110","35,889","29,915","20,551","22,106","27,649","41,986","14,414","12,210","70,947","9,027","37,909","50,396","1,794","5,841","5,240","4,039","2,495","2,866","2,219","2,683","5,104","2,664"
2020,8,40,"539,194","168,866","41,370","36,375","25,637","30,467","35,017","54,524","21,552","17,873","99,055","13,098","47,596","60,487","2,935","9,471","7,151","6,523","4,640","5,150","3,573","4,480","7,837","4,383"
2020,8,50,"582,524","186,988","50,796","43,679","29,528","34,752","28,233","57,786","22,611","18,480","96,050","18,974","38,852","58,480","4,640","11,352","11,058","9,214","7,435","8,563","6,647","6,974","10,612","7,808"
2020,8,60,"450,275","138,037","33,519","22,855","29,407","29,265","22,991","44,424","20,006","16,111","56,522","20,688","25,688","41,493","5,298","10,788","11,860","9,505","8,137","8,713","7,106","7,151","9,891","8,857"
2020,8,70,"244,289","62,660","13,152","6,767","16,443","14,621","11,677","25,551","11,085","10,697","26,059","12,559","10,717","20,750","4,049","6,707","8,110","6,802","6,791","6,417","5,317","5,563","7,101","7,354"
2020,8,80,"122,654","25,807","5,631","2,903","6,866","5,196","5,211","12,169","4,640","5,642","11,201","6,865","4,898","8,559","3,002","4,008","4,945","4,173","4,834","4,351","3,626","3,810","4,810","5,314"
2020,8,90,"16,680","3,309",763,433,951,558,604,"1,691",611,782,"1,375",893,777,"1,041",436,532,645,615,823,707,533,549,688,673
2020,8,100,789,180,36,20,65,39,20,94,26,31,79,45,44,58,8,11,28,17,17,24,20,31,40,36
2020,9,총,"3,343,770","1,038,101","263,271","215,811","174,916","191,582","192,521","347,598","129,064","111,442","542,435","104,932","246,231","351,874","26,839","64,438","61,478","51,539","42,889","45,132","34,978","39,150","61,455","44,195"
2020,9,0,"273,672","84,717","21,894","16,906","12,592","13,614","19,711","28,710","9,983","8,342","50,136","5,704","27,314","35,212","1,110","4,232","3,349","2,676","1,576","1,943","1,388","1,842","3,783","1,655"
2020,9,10,"325,743","100,404","23,819","23,448","13,780","18,408","20,949","35,408","12,896","10,347","61,675","7,915","27,960","34,297","1,548","6,006","4,145","4,073","2,934","2,912","2,114","2,989","5,664","2,456"
2020,9,20,"378,908","130,723","36,340","32,615","18,963","22,429","20,376","44,888","11,287","10,852","68,980","9,191","24,410","40,762","2,039","5,497","4,946","3,950","3,255","3,526","2,464","3,119","5,954","3,065"
2020,9,30,"405,864","135,620","35,778","29,742","20,527","22,065","27,508","41,970","14,278","12,156","70,518","9,001","37,598","50,129","1,768","5,771","5,198","3,972","2,486","2,839","2,192","2,664","5,062","2,642"
2020,9,40,"538,219","168,514","41,270","36,220","25,603","30,417","35,004","54,437","21,505","17,873","98,936","13,042","47,575","60,494","2,924","9,447","7,137","6,495","4,608","5,089","3,561","4,453","7,782","4,347"
2020,9,50,"582,532","186,814","50,731","43,625","29,484","34,705","28,269","57,865","22,565","18,471","96,275","18,901","38,953","58,586","4,641","11,355","11,037","9,184","7,398","8,553","6,602","6,963","10,607","7,762"
2020,9,60,"453,754","139,082","33,808","23,103","29,555","29,470","23,146","44,751","20,179","16,244","57,028","20,837","25,955","41,829","5,320","10,854","11,918","9,571","8,200","8,767","7,154","7,186","9,975","8,904"
2020,9,70,"244,267","62,758","13,177","6,771","16,470","14,635","11,705","25,536","11,051","10,666","26,146","12,547","10,730","20,822","4,037","6,700","8,114","6,789","6,750","6,399","5,312","5,532","7,074","7,304"
2020,9,80,"123,107","25,907","5,643","2,923","6,902","5,230","5,209","12,234","4,675","5,672","11,271","6,844","4,902","8,635","3,007","4,023","4,958","4,188","4,834","4,361","3,629","3,818","4,813","5,336"
2020,9,90,"16,902","3,380",774,438,975,569,624,"1,705",619,787,"1,388",905,789,"1,049",436,542,647,623,831,720,543,553,699,686
2020,9,100,802,182,37,20,65,40,20,94,26,32,82,45,45,59,9,11,29,18,17,23,19,31,42,38
2020,10,총,"3,342,831","1,037,709","263,161","215,523","174,830","191,697","192,498","347,759","128,835","111,313","542,376","104,924","246,133","351,910","26,864","64,351","61,561","51,477","42,893","45,033","34,921","39,141","61,459","44,172"
2020,10,0,"271,673","84,174","21,737","16,799","12,527","13,567","19,544","28,563","9,847","8,280","49,757","5,662","27,108","34,954","1,107","4,189","3,316","2,647","1,569","1,905","1,364","1,830","3,771","1,630"
2020,10,10,"325,298","100,175","23,764","23,320","13,744","18,364","20,983","35,366","12,873","10,326","61,594","7,894","27,928","34,320","1,544","5,990","4,144","4,087","2,940","2,913","2,096","2,990","5,647","2,471"
2020,10,20,"379,200","130,685","36,292","32,564","18,941","22,462","20,426","44,980","11,285","10,811","69,089","9,211","24,487","40,821","2,049","5,513","4,955","3,948","3,243","3,510","2,458","3,124","5,966","3,065"
2020,10,30,"403,417","135,010","35,667","29,622","20,412","22,029","27,280","41,848","14,109","12,065","70,112","8,958","37,222","49,696","1,767","5,721","5,193","3,929","2,483","2,821","2,179","2,640","5,056","2,608"
2020,10,40,"537,625","168,292","41,188","36,083","25,576","30,401","35,044","54,387","21,458","17,817","98,787","13,014","47,580","60,655","2,900","9,429","7,147","6,429","4,605","5,039","3,549","4,438","7,753","4,346"
2020,10,50,"582,825","186,784","50,705","43,585","29,474","34,681","28,339","57,915","22,573","18,469","96,576","18,854","39,115","58,583","4,650","11,318","11,015","9,174","7,390","8,505","6,578","6,964","10,610","7,752"
2020,10,60,"456,848","140,053","34,090","23,364","29,651","29,664","23,284","45,064","20,296","16,351","57,430","20,961","26,161","42,144","5,352","10,915","12,026","9,639","8,252","8,833","7,193","7,211","10,023","8,944"
2020,10,70,"244,637","62,959","13,246","6,803","16,522","14,675","11,713","25,543","11,059","10,665","26,216","12,573","10,784","20,933","4,033","6,691","8,129","6,773","6,720","6,396","5,305","5,521","7,052","7,285"
2020,10,80,"123,546","25,995","5,670","2,924","6,932","5,233","5,236","12,276","4,694","5,712","11,331","6,858","4,915","8,682","3,016","4,035","4,959","4,208","4,848","4,368","3,640","3,827","4,831","5,351"
2020,10,90,"16,947","3,395",764,439,984,579,629,"1,721",615,786,"1,398",894,788,"1,063",437,537,648,625,825,720,540,565,708,682
2020,10,100,815,187,38,20,67,42,20,96,26,31,86,45,45,59,9,13,29,18,18,23,19,31,42,38
2020,11,총,"3,341,063","1,037,161","262,743","215,143","174,933","191,730","192,612","347,795","128,595","111,234","542,350","104,868","245,956","351,797","26,818","64,235","61,400","51,442","43,033","44,911","34,895","39,076","61,409","44,088"
2020,11,0,"270,050","83,759","21,588","16,673","12,519","13,526","19,453","28,478","9,747","8,206","49,497","5,627","26,935","34,757","1,090","4,123","3,251","2,592","1,587","1,862","1,348","1,810","3,769","1,612"
2020,11,10,"324,645","99,905","23,664","23,219","13,727","18,323","20,972","35,215","12,849","10,309","61,489","7,867","27,943","34,263","1,539","5,976","4,132","4,148","2,984","2,896","2,076","2,973","5,613","2,468"
2020,11,20,"378,918","130,351","36,120","32,460","18,890","22,440","20,441","45,066","11,284","10,789","69,128","9,203","24,439","40,786","2,053","5,528","4,960","3,933","3,301","3,494","2,464","3,112","5,976","3,051"
2020,11,30,"401,183","134,483","35,465","29,510","20,390","21,979","27,139","41,726","13,970","11,954","69,794","8,937","36,877","49,379","1,747","5,659","5,120","3,889","2,480","2,787","2,150","2,629","5,029","2,573"
2020,11,40,"537,107","168,074","41,133","35,915","25,540","30,390","35,096","54,312","21,414","17,839","98,639","12,977","47,624","60,742","2,882","9,418","7,116","6,414","4,617","5,013","3,548","4,420","7,738","4,320"
2020,11,50,"582,736","186,670","50,628","43,520","29,514","34,591","28,417","57,891","22,518","18,490","96,842","18,795","39,199","58,611","4,641","11,286","10,965","9,157","7,376","8,471","6,558","6,956","10,594","7,716"
2020,11,60,"459,656","140,989","34,341","23,625","29,775","29,821","23,427","45,381","20,415","16,439","57,807","21,039","26,358","42,428","5,366","10,951","12,095","9,682","8,277","8,875","7,228","7,242","10,067","9,017"
2020,11,70,"244,909","63,185","13,315","6,824","16,540","14,761","11,745","25,557","11,045","10,660","26,278","12,622","10,815","20,976","4,040","6,694","8,114","6,743","6,703","6,379","5,308","5,508","7,033","7,249"
2020,11,80,"123,987","26,144","5,681","2,938","6,979","5,278","5,268","12,332","4,711","5,724","11,383","6,856","4,926","8,724","3,022","4,044","4,966","4,233","4,865","4,390","3,651","3,828","4,833","5,355"
2020,11,90,"17,048","3,413",771,438,990,578,636,"1,741",615,793,"1,406",898,792,"1,072",429,543,652,633,826,721,546,566,714,688
2020,11,100,824,188,37,21,69,43,18,96,27,31,87,47,48,59,9,13,29,18,17,23,18,32,43,39
2020,12,총,"3,340,216","1,036,738","262,408","214,570","175,716","191,289","192,755","348,096","128,293","111,105","542,338","104,831","245,754","352,229","26,800","64,182","61,301","51,361","42,958","44,785","34,857","39,080","61,502","44,006"
2020,12,0,"268,766","83,470","21,491","16,557","12,639","13,406","19,377","28,396","9,660","8,130","49,309","5,620","26,716","34,597","1,074","4,098","3,213","2,570","1,591","1,829","1,329","1,804","3,761","1,599"
2020,12,10,"324,214","99,727","23,649","23,111","13,764","18,250","20,953","35,225","12,848","10,281","61,269","7,829","27,963","34,280","1,522","5,939","4,118","4,157","2,937","2,883","2,088","2,971","5,720","2,457"
2020,12,20,"378,436","130,040","35,899","32,346","18,922","22,353","20,520","45,143","11,223","10,769","69,111","9,214","24,350","40,831","2,064","5,523","4,929","3,906","3,314","3,460","2,469","3,096","5,951","3,043"
2020,12,30,"399,558","134,008","35,336","29,336","20,485","21,819","27,032","41,648","13,820","11,891","69,554","8,907","36,640","49,219","1,744","5,615","5,097","3,850","2,467","2,784","2,127","2,626","5,008","2,553"
