년도,월,나이,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2021,12,0,"250,669","78,953","17,098","18,293","13,189","12,175","18,198","26,794","8,547","7,638","45,854","5,235","24,145","32,841",986,"3,586","2,865","2,277","1,512","1,633","1,175","1,695","3,496","1,437"
2021,12,10,"319,461","98,134","19,331","25,685","14,271","17,589","21,258","34,686","12,671","10,123","60,101","7,470","27,952","34,631","1,444","5,756","4,016","4,058","2,831","2,673","2,006","2,786","5,818","2,305"
2021,12,20,"362,661","125,367","27,854","36,742","18,856","21,079","20,836","44,515","10,479","10,300","66,584","8,620","22,796","39,334","1,826","5,058","4,443","3,688","3,033","3,037","2,261","2,892","5,667","2,761"
2021,12,30,"379,886","129,935","28,250","34,408","21,324","20,252","25,701","40,721","12,323","11,135","66,222","8,397","32,802","47,338","1,620","5,011","4,672","3,408","2,302","2,529","1,935","2,427","4,755","2,354"
2021,12,40,"527,396","166,304","33,887","40,443","26,814","29,306","35,854","53,267","20,816","17,382","96,078","12,627","47,254","61,525","2,685","8,880","6,842","6,031","4,341","4,549","3,291","4,100","7,444","3,980"
2021,12,50,"579,779","184,802","41,180","51,029","29,467","33,657","29,469","57,288","21,988","18,340","98,718","18,230","40,041","59,617","4,488","11,003","10,635","8,946","7,121","8,031","6,304","6,742","10,294","7,191"
2021,12,60,"494,113","151,447","32,055","31,621","31,732","31,035","25,004","48,836","21,449","17,273","63,217","21,960","28,798","46,636","5,813","11,710","12,791","10,190","8,602","9,375","7,797","7,726","10,845","9,648"
2021,12,70,"249,720","65,921","12,278","9,049","17,049","15,312","12,233","25,856","11,343","10,768","27,140","12,837","11,361","22,013","3,805","6,646","7,956","6,763","6,604","6,293","5,162","5,348","6,923","6,981"
2021,12,80,"131,422","28,070","5,335","3,700","7,542","5,834","5,659","13,220","5,082","6,078","12,216","7,196","5,213","9,554","3,144","4,266","5,181","4,398","4,971","4,525","3,809","3,958","5,015","5,526"
2021,12,90,"18,682","3,743",741,584,"1,062",631,725,"1,860",673,895,"1,513",932,833,"1,210",504,623,712,704,936,790,606,624,792,732
2021,12,100,394,65,18,8,16,11,12,54,12,21,30,21,21,27,7,8,16,15,13,14,14,12,24,20
