년도,월,나이,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2020,7,50,"27,520","1,950","2,464","1,342","2,368","2,069","1,911","2,224","1,790","1,513","1,317","1,573","2,795","1,920","2,284"
2020,7,60,"23,355","1,610","1,917","1,008","1,639","1,700","1,843","2,340","1,540","1,405","1,153","1,319","2,180","1,651","2,050"
2020,7,70,"12,654",863,"1,019",611,802,824,"1,275","1,335",944,725,721,541,"1,283",875,836
2020,7,80,"4,307",319,381,201,300,298,400,434,311,261,248,194,353,282,325
2020,7,90,435,36,22,11,42,36,40,41,24,29,20,27,35,32,40
2020,7,100,47,2,0,3,4,4,3,6,7,7,1,0,1,5,4
2020,8,총,"160,089","12,185","14,616","7,212","13,181","12,159","11,016","13,736","10,592","9,403","8,202","9,237","14,536","10,350","13,664"
2020,8,0,"10,008",825,991,427,942,821,450,848,636,572,425,668,800,503,"1,100"
2020,8,10,"13,537","1,133","1,235",573,"1,384","1,028",672,925,819,760,547,"1,031","1,157",783,"1,490"
2020,8,20,"22,435","1,676","2,058",977,"1,914","1,826","1,439","1,728","1,474","1,324","1,254","1,339","2,058","1,498","1,870"
2020,8,30,"21,319","1,734","2,157",922,"1,675","1,828","1,319","1,901","1,358","1,380","1,238","1,148","1,759","1,251","1,649"
2020,8,40,"24,443","2,037","2,357","1,142","2,116","1,715","1,638","1,964","1,684","1,426","1,276","1,398","2,116","1,557","2,017"
2020,8,50,"27,409","1,948","2,470","1,324","2,349","2,068","1,916","2,217","1,776","1,503","1,318","1,565","2,771","1,909","2,275"
2020,8,60,"23,426","1,611","1,921","1,019","1,647","1,701","1,855","2,332","1,552","1,409","1,156","1,320","2,201","1,648","2,054"
2020,8,70,"12,701",865,"1,025",612,804,829,"1,281","1,340",950,730,714,542,"1,282",879,848
2020,8,80,"4,331",319,379,202,302,302,403,436,313,262,253,198,357,286,319
2020,8,90,432,35,23,11,44,37,40,39,23,30,20,28,33,31,38
2020,8,100,48,2,0,3,4,4,3,6,7,7,1,0,2,5,4
2020,9,총,"159,723","12,116","14,586","7,213","13,155","12,150","11,022","13,721","10,579","9,364","8,177","9,203","14,498","10,309","13,630"
2020,9,0,"9,951",814,980,424,935,824,450,848,639,557,424,663,795,504,"1,094"
2020,9,10,"13,454","1,113","1,226",574,"1,374","1,026",663,917,809,760,546,"1,028","1,157",783,"1,478"
2020,9,20,"22,372","1,655","2,052",978,"1,915","1,831","1,445","1,739","1,473","1,314","1,234","1,330","2,042","1,488","1,876"
2020,9,30,"21,188","1,736","2,141",912,"1,671","1,817","1,329","1,877","1,350","1,370","1,233","1,152","1,744","1,229","1,627"
2020,9,40,"24,348","2,025","2,343","1,142","2,106","1,724","1,614","1,975","1,662","1,412","1,270","1,382","2,119","1,552","2,022"
2020,9,50,"27,356","1,938","2,481","1,313","2,346","2,063","1,921","2,215","1,794","1,504","1,314","1,560","2,748","1,899","2,260"
2020,9,60,"23,474","1,611","1,921","1,037","1,655","1,696","1,863","2,323","1,555","1,416","1,155","1,317","2,216","1,648","2,061"
2020,9,70,"12,728",868,"1,037",615,798,829,"1,288","1,337",951,727,722,544,"1,281",886,845
2020,9,80,"4,367",318,381,204,305,300,406,445,316,268,256,196,361,285,326
2020,9,90,436,36,24,11,46,36,40,39,23,29,22,30,33,30,37
2020,9,100,49,2,0,3,4,4,3,6,7,7,1,1,2,5,4
2020,10,총,"159,356","12,109","14,538","7,188","13,116","12,154","10,996","13,660","10,556","9,329","8,154","9,172","14,466","10,302","13,616"
2020,10,0,"9,863",815,969,416,926,828,443,831,631,550,427,654,779,496,"1,098"
2020,10,10,"13,359","1,108","1,215",576,"1,359","1,011",649,916,797,756,535,"1,028","1,152",787,"1,470"
2020,10,20,"22,287","1,652","2,050",977,"1,907","1,845","1,432","1,722","1,474","1,302","1,221","1,317","2,034","1,494","1,860"
2020,10,30,"21,085","1,735","2,103",907,"1,658","1,825","1,325","1,880","1,341","1,361","1,235","1,138","1,731","1,222","1,624"
2020,10,40,"24,234","2,012","2,334","1,133","2,102","1,707","1,599","1,962","1,648","1,406","1,267","1,378","2,124","1,548","2,014"
2020,10,50,"27,317","1,953","2,487","1,310","2,339","2,057","1,921","2,197","1,796","1,512","1,311","1,556","2,737","1,885","2,256"
2020,10,60,"23,582","1,611","1,927","1,043","1,668","1,703","1,876","2,332","1,564","1,416","1,155","1,324","2,230","1,660","2,073"
2020,10,70,"12,727",864,"1,039",612,801,830,"1,295","1,330",950,712,722,546,"1,283",886,857
2020,10,80,"4,408",321,387,202,306,308,410,445,326,277,258,198,359,288,323
2020,10,90,444,36,27,9,46,36,43,39,22,29,22,32,35,31,37
2020,10,100,50,2,0,3,4,4,3,6,7,8,1,1,2,5,4
2020,11,총,"159,076","12,089","14,517","7,176","13,105","12,137","10,972","13,660","10,539","9,293","8,156","9,125","14,438","10,275","13,594"
2020,11,0,"9,791",816,960,408,938,820,433,840,623,543,416,641,776,490,"1,087"
2020,11,10,"13,318","1,105","1,207",579,"1,353","1,006",649,912,790,750,535,"1,021","1,135",794,"1,482"
2020,11,20,"22,217","1,645","2,060",963,"1,901","1,837","1,425","1,716","1,472","1,299","1,227","1,300","2,032","1,486","1,854"
2020,11,30,"21,041","1,731","2,092",916,"1,652","1,835","1,326","1,875","1,347","1,351","1,234","1,123","1,724","1,223","1,612"
2020,11,40,"24,132","2,008","2,334","1,125","2,093","1,696","1,594","1,946","1,650","1,407","1,265","1,368","2,115","1,534","1,997"
2020,11,50,"27,255","1,949","2,477","1,305","2,335","2,051","1,914","2,203","1,784","1,512","1,318","1,552","2,733","1,871","2,251"
2020,11,60,"23,658","1,611","1,935","1,051","1,674","1,713","1,884","2,341","1,566","1,415","1,153","1,341","2,231","1,661","2,082"
2020,11,70,"12,718",865,"1,033",614,797,823,"1,289","1,329",952,703,727,549,"1,284",891,862
2020,11,80,"4,448",322,390,202,311,317,411,450,325,278,259,197,370,289,327
2020,11,90,449,35,29,10,47,36,44,42,23,27,21,32,36,31,36
2020,11,100,49,2,0,3,4,3,3,6,7,8,1,1,2,5,4
2020,12,총,"158,620","12,032","14,478","7,129","13,074","12,118","10,956","13,591","10,497","9,263","8,139","9,090","14,416","10,249","13,588"
2020,12,0,"9,720",802,951,403,934,821,437,841,608,530,410,644,766,490,"1,083"
2020,12,10,"13,209","1,098","1,194",569,"1,338","1,007",644,906,786,741,530,"1,006","1,129",779,"1,482"
2020,12,20,"22,110","1,646","2,061",950,"1,896","1,822","1,408","1,686","1,466","1,299","1,231","1,288","2,029","1,487","1,841"
2020,12,30,"20,973","1,704","2,085",917,"1,653","1,826","1,332","1,854","1,335","1,355","1,232","1,119","1,731","1,214","1,616"
2020,12,40,"24,038","1,994","2,327","1,113","2,087","1,689","1,588","1,933","1,651","1,407","1,258","1,366","2,103","1,527","1,995"
2020,12,50,"27,161","1,945","2,464","1,298","2,326","2,051","1,903","2,195","1,771","1,497","1,319","1,548","2,730","1,869","2,245"
2020,12,60,"23,727","1,618","1,942","1,050","1,678","1,715","1,901","2,341","1,574","1,418","1,152","1,345","2,237","1,660","2,096"
2020,12,70,"12,721",861,"1,035",617,797,833,"1,285","1,331",951,704,720,551,"1,278",896,862
2020,12,80,"4,454",326,389,199,314,312,411,456,324,276,263,190,376,291,327
2020,12,90,459,36,30,10,47,39,44,42,25,28,23,32,35,31,37
2020,12,100,48,2,0,3,4,3,3,6,6,8,1,1,2,5,4
2021,1,총,"158,103","11,993","14,429","7,135","13,022","12,055","10,924","13,548","10,452","9,235","8,126","9,040","14,387","10,220","13,537"
2021,1,0,"9,580",788,944,391,924,816,420,831,596,524,408,636,753,480,"1,069"
2021,1,10,"13,142","1,087","1,178",583,"1,332",995,642,896,773,736,529,"1,008","1,129",777,"1,477"
2021,1,20,"21,963","1,648","2,056",944,"1,885","1,807","1,407","1,681","1,456","1,284","1,219","1,277","1,996","1,469","1,834"
2021,1,30,"20,824","1,680","2,072",918,"1,643","1,799","1,317","1,833","1,327","1,346","1,230","1,107","1,743","1,215","1,594"
2021,1,40,"23,937","1,997","2,322","1,111","2,077","1,699","1,575","1,930","1,642","1,394","1,256","1,348","2,098","1,511","1,977"
2021,1,50,"27,077","1,946","2,450","1,300","2,322","2,028","1,898","2,189","1,765","1,496","1,318","1,536","2,714","1,873","2,242"
2021,1,60,"23,804","1,617","1,943","1,050","1,683","1,715","1,907","2,345","1,580","1,435","1,159","1,352","2,256","1,666","2,096"
2021,1,70,"12,792",863,"1,037",623,791,840,"1,294","1,347",952,709,718,552,"1,285",903,878
2021,1,80,"4,469",329,397,203,314,311,417,446,330,275,264,191,374,290,328
2021,1,90,467,36,30,9,47,42,44,44,25,28,24,32,37,31,38
2021,1,100,48,2,0,3,4,3,3,6,6,8,1,1,2,5,4
2021,2,총,"157,603","11,955","14,382","7,112","13,002","12,029","10,910","13,474","10,438","9,177","8,107","9,010","14,334","10,186","13,487"
2021,2,0,"9,480",775,923,393,918,810,424,812,600,515,405,633,743,471,"1,058"
2021,2,10,"13,055","1,085","1,177",574,"1,332",999,626,874,771,720,535,996,"1,115",781,"1,470"
2021,2,20,"21,816","1,632","2,042",946,"1,876","1,787","1,410","1,675","1,446","1,273","1,207","1,268","1,972","1,461","1,821"
2021,2,30,"20,664","1,673","2,056",890,"1,638","1,800","1,300","1,819","1,319","1,331","1,215","1,115","1,724","1,208","1,576"
2021,2,40,"23,816","1,973","2,320","1,113","2,060","1,695","1,594","1,897","1,632","1,392","1,256","1,330","2,097","1,496","1,961"
2021,2,50,"27,055","1,972","2,440","1,291","2,322","2,029","1,884","2,185","1,767","1,489","1,320","1,535","2,709","1,871","2,241"
2021,2,60,"23,873","1,609","1,948","1,065","1,700","1,719","1,909","2,352","1,588","1,428","1,158","1,355","2,264","1,669","2,109"
2021,2,70,"12,778",863,"1,039",617,784,836,"1,293","1,357",949,713,717,551,"1,284",898,877
2021,2,80,"4,544",336,406,211,321,309,422,452,335,281,269,193,386,294,329
2021,2,90,474,35,31,9,47,42,45,45,25,27,24,33,38,32,41
2021,2,100,48,2,0,3,4,3,3,6,6,8,1,1,2,5,4
2021,3,총,"156,810","11,897","14,340","7,088","12,954","11,969","10,796","13,370","10,452","9,116","8,111","8,931","14,284","10,086","13,416"
2021,3,0,"9,398",775,907,393,911,801,418,808,609,512,397,631,741,460,"1,035"
2021,3,10,"12,983","1,074","1,177",571,"1,318",992,626,864,772,710,539,986,"1,116",774,"1,464"
2021,3,20,"21,749","1,617","2,052",936,"1,856","1,805","1,391","1,659","1,434","1,283","1,216","1,254","1,978","1,455","1,813"
2021,3,30,"20,543","1,655","2,044",903,"1,636","1,773","1,298","1,807","1,330","1,313","1,209","1,112","1,708","1,191","1,564"
2021,3,40,"23,602","1,950","2,317","1,094","2,049","1,680","1,563","1,881","1,632","1,377","1,260","1,305","2,078","1,477","1,939"
2021,3,50,"26,923","1,973","2,417","1,290","2,312","2,014","1,861","2,186","1,766","1,487","1,305","1,520","2,701","1,859","2,232"
2021,3,60,"23,914","1,615","1,950","1,066","1,715","1,735","1,904","2,333","1,591","1,420","1,178","1,355","2,260","1,665","2,127"
2021,3,70,"12,686",858,"1,037",618,782,829,"1,282","1,350",943,695,713,549,"1,277",878,875
2021,3,80,"4,528",343,411,207,324,301,414,434,343,286,272,186,388,296,323
2021,3,90,449,35,28,8,47,39,38,44,26,25,21,32,36,29,41
2021,3,100,35,2,0,2,4,0,1,4,6,8,1,1,1,2,3
2021,4,총,"156,570","11,870","14,331","7,062","12,926","11,928","10,793","13,346","10,469","9,075","8,096","8,931","14,288","10,048","13,407"
2021,4,0,"9,327",776,894,394,897,790,414,799,608,514,386,627,741,457,"1,030"
2021,4,10,"12,923","1,065","1,165",562,"1,307",981,630,854,784,702,541,985,"1,113",769,"1,465"
2021,4,20,"21,727","1,624","2,059",933,"1,850","1,797","1,393","1,660","1,429","1,282","1,221","1,259","1,974","1,447","1,799"
2021,4,30,"20,490","1,645","2,054",888,"1,635","1,761","1,286","1,805","1,326","1,308","1,200","1,107","1,698","1,197","1,580"
2021,4,40,"23,554","1,950","2,301","1,093","2,043","1,682","1,571","1,876","1,644","1,371","1,247","1,311","2,066","1,464","1,935"
2021,4,50,"26,867","1,955","2,424","1,284","2,303","1,992","1,855","2,186","1,776","1,479","1,313","1,517","2,700","1,856","2,227"
2021,4,60,"23,932","1,619","1,960","1,063","1,719","1,753","1,908","2,322","1,585","1,407","1,180","1,358","2,279","1,652","2,127"
2021,4,70,"12,686",851,"1,034",624,794,826,"1,280","1,355",936,694,711,548,"1,285",878,870
2021,4,80,"4,575",349,412,211,326,306,416,440,346,284,275,187,396,297,330
2021,4,90,454,34,27,8,48,40,39,45,29,26,21,32,35,29,41
2021,4,100,35,2,1,2,4,0,1,4,6,8,1,0,1,2,3
2021,5,총,"156,282","11,881","14,277","7,065","12,919","11,904","10,774","13,291","10,422","9,049","8,025","8,920","14,298","10,021","13,436"
2021,5,0,"9,295",768,886,397,905,786,412,789,604,512,385,618,737,455,"1,041"
2021,5,10,"12,832","1,069","1,137",562,"1,295",978,628,845,775,697,539,980,"1,115",761,"1,451"
2021,5,20,"21,669","1,628","2,065",934,"1,848","1,789","1,399","1,654","1,417","1,266","1,201","1,262","1,967","1,438","1,801"
2021,5,30,"20,416","1,646","2,042",885,"1,635","1,750","1,273","1,787","1,320","1,302","1,186","1,104","1,715","1,193","1,578"
2021,5,40,"23,461","1,943","2,279","1,092","2,042","1,682","1,570","1,868","1,613","1,378","1,236","1,300","2,055","1,453","1,950"
2021,5,50,"26,820","1,956","2,418","1,286","2,303","1,984","1,857","2,166","1,781","1,473","1,310","1,525","2,689","1,852","2,220"
2021,5,60,"24,001","1,628","1,963","1,059","1,722","1,760","1,899","2,334","1,591","1,403","1,174","1,363","2,300","1,659","2,146"
2021,5,70,"12,684",854,"1,045",626,788,824,"1,274","1,353",936,700,702,549,"1,283",876,874
2021,5,80,"4,612",355,415,215,327,310,421,446,351,282,269,187,400,302,332
2021,5,90,456,32,26,7,49,41,40,45,28,28,22,32,36,30,40
2021,5,100,36,2,1,2,5,0,1,4,6,8,1,0,1,2,3
2021,6,총,"156,080","11,862","14,256","7,055","12,902","11,903","10,768","13,267","10,414","9,060","8,013","8,920","14,276","10,017","13,367"
2021,6,0,"9,254",761,885,390,905,782,407,789,598,514,381,620,737,451,"1,034"
2021,6,10,"12,750","1,066","1,128",561,"1,284",976,626,842,770,697,540,973,"1,099",748,"1,440"
2021,6,20,"21,632","1,620","2,064",928,"1,847","1,793","1,390","1,645","1,411","1,273","1,211","1,264","1,977","1,427","1,782"
2021,6,30,"20,373","1,653","2,020",889,"1,632","1,765","1,274","1,785","1,312","1,296","1,175","1,108","1,703","1,195","1,566"
2021,6,40,"23,414","1,936","2,278","1,088","2,040","1,668","1,575","1,863","1,610","1,382","1,229","1,296","2,050","1,458","1,941"
2021,6,50,"26,742","1,944","2,416","1,282","2,293","1,973","1,852","2,161","1,787","1,462","1,309","1,531","2,674","1,846","2,212"
2021,6,60,"24,102","1,641","1,976","1,067","1,737","1,770","1,916","2,325","1,595","1,419","1,171","1,364","2,303","1,673","2,145"
2021,6,70,"12,672",846,"1,048",619,781,818,"1,264","1,361",938,698,703,545,"1,295",879,877
2021,6,80,"4,647",361,413,221,329,315,422,449,358,282,270,188,402,309,328
2021,6,90,458,31,28,8,49,43,41,43,29,29,23,31,35,28,40
2021,6,100,36,3,0,2,5,0,1,4,6,8,1,0,1,3,2
2021,7,총,"155,869","11,851","14,264","7,019","12,896","11,870","10,739","13,218","10,413","9,052","8,018","8,899","14,287","9,990","13,353"
2021,7,0,"9,184",758,883,381,889,782,403,790,592,508,381,612,729,456,"1,020"
2021,7,10,"12,712","1,058","1,126",559,"1,284",964,619,837,763,702,539,975,"1,096",739,"1,451"
2021,7,20,"21,587","1,622","2,060",914,"1,852","1,786","1,385","1,632","1,417","1,269","1,206","1,256","1,994","1,425","1,769"
2021,7,30,"20,276","1,655","2,020",881,"1,617","1,759","1,260","1,768","1,303","1,286","1,178","1,111","1,687","1,189","1,562"
2021,7,40,"23,326","1,923","2,270","1,078","2,042","1,671","1,575","1,861","1,603","1,375","1,216","1,284","2,057","1,436","1,935"
2021,7,50,"26,768","1,950","2,423","1,287","2,290","1,967","1,842","2,153","1,791","1,464","1,320","1,539","2,674","1,850","2,218"
2021,7,60,"24,171","1,637","1,984","1,065","1,752","1,770","1,927","2,326","1,606","1,425","1,183","1,362","2,315","1,670","2,149"
2021,7,70,"12,646",846,"1,043",620,781,819,"1,261","1,350",939,702,700,541,"1,292",879,873
2021,7,80,"4,704",367,426,224,335,313,425,451,366,283,272,189,406,314,333
2021,7,90,460,32,29,8,49,39,41,46,28,30,22,30,36,29,41
2021,7,100,35,3,0,2,5,0,1,4,5,8,1,0,1,3,2
2021,8,총,"155,523","11,832","14,240","6,993","12,865","11,842","10,705","13,198","10,360","9,040","8,010","8,875","14,277","9,981","13,305"
2021,8,0,"9,132",753,865,373,876,779,408,793,592,503,388,611,730,451,"1,010"
2021,8,10,"12,677","1,058","1,124",557,"1,295",963,602,836,754,697,533,975,"1,088",747,"1,448"
2021,8,20,"21,487","1,614","2,067",912,"1,829","1,778","1,382","1,620","1,401","1,264","1,207","1,244","2,002","1,417","1,750"
2021,8,30,"20,186","1,656","2,006",877,"1,619","1,742","1,249","1,770","1,288","1,281","1,179","1,099","1,679","1,188","1,553"
2021,8,40,"23,226","1,925","2,272","1,077","2,018","1,659","1,561","1,850","1,593","1,376","1,214","1,284","2,051","1,422","1,924"
2021,8,50,"26,740","1,951","2,415","1,272","2,285","1,974","1,836","2,164","1,783","1,472","1,321","1,543","2,662","1,850","2,212"
2021,8,60,"24,202","1,625","1,991","1,067","1,775","1,771","1,930","2,304","1,611","1,430","1,179","1,362","2,325","1,678","2,154"
2021,8,70,"12,633",846,"1,045",620,779,817,"1,267","1,348",935,693,696,539,"1,299",876,873
