년도,월,나이,부산광역시 수영구,부산광역시 수영구 남천제1동,부산광역시 수영구 남천제2동,부산광역시 수영구 수영동,부산광역시 수영구 망미제1동,부산광역시 수영구 망미제2동,부산광역시 수영구 광안제1동,부산광역시 수영구 광안제2동,부산광역시 수영구 광안제3동,부산광역시 수영구 광안제4동,부산광역시 수영구 민락동
2020,12,50,"27,718","2,433","2,186","2,346","4,390","1,883","3,597","2,724","1,377","2,068","4,714"
2020,12,60,"28,545","2,122","1,924","2,972","5,107","1,997","3,615","2,609","1,616","1,998","4,585"
2020,12,70,"17,045","1,297","1,069","1,965","2,967","1,224","2,185","1,744","1,006","1,164","2,424"
2020,12,80,"6,757",630,407,794,"1,240",397,826,685,381,541,856
2020,12,90,875,100,79,90,176,54,104,65,41,59,107
2020,12,100,61,5,10,5,8,4,7,8,4,5,5
2021,1,총,"176,742","14,054","12,359","14,926","27,851","11,460","26,018","18,711","9,643","13,183","28,537"
2021,1,0,"10,278",724,885,600,"1,702",692,"1,246","1,117",306,799,"2,207"
2021,1,10,"11,813","1,203","1,167",664,"1,975",832,"1,622","1,270",410,857,"1,813"
2021,1,20,"24,298","1,829","1,397","1,826","3,095","1,236","5,093","2,901","1,841","1,750","3,330"
2021,1,30,"23,809","1,658","1,252","1,765","3,401","1,428","4,066","2,715","1,463","1,940","4,121"
2021,1,40,"25,425","2,041","1,965","1,889","3,757","1,707","3,638","2,859","1,220","1,999","4,350"
2021,1,50,"27,651","2,432","2,184","2,335","4,380","1,872","3,598","2,724","1,361","2,065","4,700"
2021,1,60,"28,658","2,133","1,938","2,987","5,126","1,996","3,633","2,610","1,614","2,010","4,611"
2021,1,70,"17,053","1,292","1,071","1,966","2,979","1,230","2,180","1,749","1,005","1,159","2,422"
2021,1,80,"6,821",638,411,798,"1,250",411,828,693,379,542,871
2021,1,90,876,98,79,92,178,52,107,65,40,57,108
2021,1,100,60,6,10,4,8,4,7,8,4,5,4
2021,2,총,"176,703","14,092","12,328","14,924","27,771","11,422","26,065","18,690","9,620","13,256","28,535"
2021,2,0,"10,258",734,879,592,"1,691",683,"1,248","1,105",302,824,"2,200"
2021,2,10,"11,745","1,198","1,162",667,"1,941",825,"1,610","1,260",407,870,"1,805"
2021,2,20,"24,265","1,859","1,378","1,830","3,076","1,235","5,065","2,893","1,865","1,754","3,310"
2021,2,30,"23,787","1,659","1,259","1,761","3,366","1,420","4,102","2,721","1,428","1,937","4,134"
2021,2,40,"25,435","2,040","1,952","1,890","3,772","1,698","3,659","2,861","1,212","2,020","4,331"
2021,2,50,"27,580","2,432","2,194","2,330","4,355","1,871","3,594","2,710","1,344","2,062","4,688"
2021,2,60,"28,768","2,147","1,941","2,982","5,159","1,997","3,646","2,620","1,627","2,012","4,637"
2021,2,70,"17,045","1,283","1,068","1,968","2,959","1,220","2,181","1,747","1,010","1,175","2,434"
2021,2,80,"6,868",636,408,806,"1,268",415,840,695,380,539,881
2021,2,90,890,98,77,94,176,54,112,70,40,58,111
2021,2,100,62,6,10,4,8,4,8,8,5,5,4
2021,3,총,"176,145","14,006","12,285","14,858","27,682","11,324","25,921","18,658","9,551","13,405","28,455"
2021,3,0,"10,227",728,884,583,"1,680",671,"1,229","1,083",287,870,"2,212"
2021,3,10,"11,665","1,183","1,163",665,"1,930",811,"1,581","1,258",408,886,"1,780"
2021,3,20,"24,196","1,850","1,356","1,831","3,064","1,210","5,052","2,876","1,867","1,766","3,324"
2021,3,30,"23,805","1,655","1,252","1,758","3,350","1,402","4,111","2,741","1,424","1,993","4,119"
2021,3,40,"25,263","2,022","1,938","1,888","3,757","1,674","3,592","2,849","1,197","2,030","4,316"
2021,3,50,"27,387","2,429","2,193","2,281","4,322","1,866","3,567","2,701","1,330","2,067","4,631"
2021,3,60,"28,774","2,138","1,931","2,981","5,172","2,001","3,652","2,630","1,620","2,004","4,645"
2021,3,70,"17,026","1,269","1,077","1,966","2,953","1,217","2,175","1,743","1,001","1,191","2,434"
2021,3,80,"6,892",631,409,808,"1,276",417,848,697,380,547,879
2021,3,90,876,99,75,93,176,54,108,72,36,49,114
2021,3,100,34,2,7,4,2,1,6,8,1,2,1
2021,4,총,"176,276","14,000","12,293","14,835","27,643","11,301","25,936","18,644","9,516","13,572","28,536"
2021,4,0,"10,242",715,885,581,"1,676",673,"1,227","1,079",285,884,"2,237"
2021,4,10,"11,656","1,187","1,166",658,"1,930",810,"1,568","1,257",403,897,"1,780"
2021,4,20,"24,180","1,837","1,351","1,812","3,037","1,206","5,070","2,879","1,867","1,779","3,342"
2021,4,30,"23,820","1,657","1,249","1,749","3,340","1,394","4,144","2,719","1,411","2,018","4,139"
2021,4,40,"25,258","2,015","1,944","1,890","3,771","1,659","3,561","2,834","1,187","2,062","4,335"
2021,4,50,"27,345","2,444","2,182","2,290","4,281","1,869","3,545","2,713","1,320","2,091","4,610"
2021,4,60,"28,842","2,133","1,938","2,969","5,187","2,003","3,668","2,639","1,617","2,023","4,665"
2021,4,70,"17,085","1,278","1,087","1,966","2,966","1,216","2,185","1,742","1,006","1,209","2,430"
2021,4,80,"6,931",634,410,821,"1,275",416,854,699,385,557,880
2021,4,90,882,98,73,95,178,54,108,75,34,50,117
2021,4,100,35,2,8,4,2,1,6,8,1,2,1
2021,5,총,"176,062","13,955","12,258","14,824","27,598","11,235","25,854","18,669","9,507","13,625","28,537"
2021,5,0,"10,217",710,875,586,"1,671",666,"1,218","1,076",277,905,"2,233"
2021,5,10,"11,643","1,188","1,166",658,"1,931",799,"1,555","1,255",397,909,"1,785"
2021,5,20,"24,095","1,836","1,331","1,799","3,024","1,204","5,064","2,858","1,879","1,763","3,337"
2021,5,30,"23,749","1,621","1,251","1,747","3,337","1,372","4,130","2,738","1,409","2,038","4,106"
2021,5,40,"25,217","2,013","1,940","1,893","3,770","1,651","3,533","2,838","1,179","2,076","4,324"
2021,5,50,"27,265","2,439","2,169","2,271","4,258","1,857","3,532","2,712","1,323","2,096","4,608"
2021,5,60,"28,888","2,142","1,941","2,967","5,174","2,007","3,668","2,664","1,618","2,019","4,688"
2021,5,70,"17,082","1,274","1,095","1,969","2,974","1,208","2,173","1,746",996,"1,207","2,440"
2021,5,80,"6,978",628,412,830,"1,282",415,865,701,391,560,894
2021,5,90,893,102,70,100,175,55,110,73,37,50,121
2021,5,100,35,2,8,4,2,1,6,8,1,2,1
2021,6,총,"175,877","13,915","12,247","14,805","27,545","11,193","25,838","18,652","9,456","13,734","28,492"
2021,6,0,"10,192",713,872,585,"1,672",663,"1,207","1,059",274,912,"2,235"
2021,6,10,"11,590","1,172","1,161",657,"1,918",793,"1,552","1,246",395,921,"1,775"
2021,6,20,"24,075","1,841","1,320","1,800","3,022","1,194","5,087","2,857","1,863","1,776","3,315"
2021,6,30,"23,680","1,609","1,245","1,737","3,315","1,364","4,124","2,745","1,404","2,043","4,094"
2021,6,40,"25,173","1,994","1,947","1,878","3,776","1,658","3,507","2,832","1,164","2,106","4,311"
2021,6,50,"27,181","2,440","2,149","2,270","4,228","1,842","3,526","2,709","1,315","2,105","4,597"
2021,6,60,"28,937","2,144","1,959","2,971","5,173","1,998","3,668","2,669","1,612","2,044","4,699"
2021,6,70,"17,114","1,265","1,101","1,967","2,987","1,202","2,188","1,754",998,"1,206","2,446"
2021,6,80,"6,998",633,411,835,"1,278",424,857,703,392,570,895
2021,6,90,902,102,74,101,174,54,116,70,38,49,124
2021,6,100,35,2,8,4,2,1,6,8,1,2,1
2021,7,총,"175,722","13,888","12,204","14,812","27,520","11,168","25,818","18,724","9,419","13,699","28,470"
2021,7,0,"10,118",705,860,579,"1,664",646,"1,184","1,062",265,913,"2,240"
2021,7,10,"11,554","1,172","1,167",659,"1,904",788,"1,546","1,245",392,917,"1,764"
2021,7,20,"23,998","1,823","1,301","1,789","3,008","1,194","5,113","2,876","1,858","1,745","3,291"
2021,7,30,"23,618","1,588","1,235","1,728","3,288","1,360","4,121","2,776","1,394","2,042","4,086"
2021,7,40,"25,164","2,003","1,942","1,885","3,771","1,660","3,485","2,833","1,157","2,113","4,315"
2021,7,50,"27,155","2,451","2,153","2,261","4,227","1,844","3,528","2,711","1,311","2,086","4,583"
2021,7,60,"29,021","2,151","1,956","2,989","5,193","2,000","3,676","2,677","1,610","2,057","4,712"
2021,7,70,"17,120","1,259","1,097","1,968","3,002","1,195","2,181","1,757","1,000","1,207","2,454"
2021,7,80,"7,033",630,412,848,"1,290",429,860,706,393,566,899
2021,7,90,906,104,73,101,172,51,118,73,38,51,125
2021,7,100,35,2,8,5,1,1,6,8,1,2,1
2021,8,총,"175,815","13,889","12,164","14,792","27,501","11,114","25,913","18,759","9,480","13,736","28,467"
2021,8,0,"10,087",709,850,571,"1,645",641,"1,196","1,061",259,924,"2,231"
2021,8,10,"11,534","1,161","1,162",665,"1,910",780,"1,542","1,238",393,915,"1,768"
2021,8,20,"24,055","1,812","1,296","1,771","2,981","1,194","5,161","2,898","1,914","1,745","3,283"
2021,8,30,"23,606","1,598","1,219","1,726","3,292","1,347","4,122","2,770","1,412","2,031","4,089"
2021,8,40,"25,135","1,998","1,927","1,879","3,775","1,651","3,510","2,831","1,154","2,113","4,297"
2021,8,50,"27,146","2,448","2,159","2,264","4,211","1,827","3,521","2,732","1,304","2,091","4,589"
2021,8,60,"29,062","2,158","1,960","2,980","5,204","2,002","3,680","2,674","1,605","2,070","4,729"
2021,8,70,"17,162","1,260","1,092","1,974","3,009","1,190","2,191","1,760","1,011","1,217","2,458"
2021,8,80,"7,081",636,421,855,"1,301",432,862,712,389,576,897
2021,8,90,913,107,71,102,172,49,122,75,38,52,125
2021,8,100,34,2,7,5,1,1,6,8,1,2,1
2021,9,총,"175,799","13,879","12,183","14,787","27,500","11,004","25,934","18,748","9,503","13,709","28,552"
2021,9,0,"10,027",707,845,576,"1,627",641,"1,180","1,047",259,925,"2,220"
2021,9,10,"11,507","1,158","1,166",664,"1,919",766,"1,528","1,233",394,911,"1,768"
2021,9,20,"23,996","1,800","1,303","1,749","2,968","1,189","5,154","2,888","1,934","1,712","3,299"
2021,9,30,"23,603","1,596","1,212","1,718","3,275","1,331","4,141","2,779","1,420","2,034","4,097"
2021,9,40,"25,115","1,995","1,921","1,887","3,786","1,618","3,506","2,817","1,162","2,111","4,312"
2021,9,50,"27,164","2,443","2,175","2,254","4,203","1,824","3,525","2,750","1,293","2,081","4,616"
2021,9,60,"29,113","2,161","1,956","2,991","5,213","1,979","3,702","2,677","1,607","2,083","4,744"
2021,9,70,"17,219","1,274","1,103","1,979","3,024","1,180","2,202","1,763","1,012","1,218","2,464"
2021,9,80,"7,114",637,424,865,"1,312",427,866,712,385,582,904
2021,9,90,907,105,71,99,172,48,124,74,36,51,127
2021,9,100,34,3,7,5,1,1,6,8,1,1,1
2021,10,총,"175,583","13,859","12,119","14,749","27,496","10,900","25,930","18,724","9,500","13,725","28,581"
2021,10,0,"9,983",701,848,579,"1,622",625,"1,166","1,039",260,932,"2,211"
2021,10,10,"11,464","1,149","1,151",658,"1,918",770,"1,523","1,219",392,908,"1,776"
2021,10,20,"23,918","1,798","1,281","1,736","2,964","1,178","5,136","2,903","1,939","1,703","3,280"
2021,10,30,"23,595","1,598","1,206","1,703","3,262","1,308","4,142","2,784","1,425","2,044","4,123"
2021,10,40,"25,036","1,971","1,921","1,873","3,776","1,598","3,508","2,807","1,172","2,103","4,307"
2021,10,50,"27,177","2,469","2,143","2,268","4,217","1,813","3,532","2,736","1,284","2,085","4,630"
2021,10,60,"29,071","2,146","1,966","2,980","5,209","1,960","3,702","2,686","1,591","2,081","4,750"
2021,10,70,"17,246","1,279","1,093","1,972","3,046","1,176","2,221","1,754","1,017","1,225","2,463"
2021,10,80,"7,152",638,429,878,"1,311",424,869,713,383,591,916
2021,10,90,906,107,74,97,170,47,125,74,36,52,124
2021,10,100,35,3,7,5,1,1,6,9,1,1,1
2021,11,총,"175,389","13,852","12,082","14,731","27,479","10,767","25,912","18,705","9,587","13,744","28,530"
2021,11,0,"9,920",692,824,575,"1,621",630,"1,153","1,033",258,936,"2,198"
2021,11,10,"11,455","1,148","1,171",655,"1,915",754,"1,514","1,214",394,916,"1,774"
2021,11,20,"23,819","1,785","1,258","1,717","2,951","1,156","5,132","2,889","1,992","1,666","3,273"
2021,11,30,"23,577","1,612","1,190","1,698","3,265","1,290","4,134","2,786","1,456","2,051","4,095"
2021,11,40,"25,013","1,962","1,914","1,869","3,770","1,586","3,511","2,799","1,173","2,114","4,315"
2021,11,50,"27,159","2,479","2,146","2,257","4,214","1,800","3,527","2,739","1,283","2,094","4,620"
2021,11,60,"29,026","2,142","1,974","2,980","5,199","1,934","3,700","2,683","1,599","2,076","4,739"
2021,11,70,"17,292","1,282","1,092","1,997","3,056","1,164","2,230","1,755","1,009","1,236","2,471"
2021,11,80,"7,174",639,431,880,"1,312",407,879,721,386,601,918
2021,11,90,917,107,75,98,175,45,126,77,36,53,125
2021,11,100,37,4,7,5,1,1,6,9,1,1,2
2021,12,총,"175,095","13,853","12,091","14,651","27,404","10,703","25,866","18,688","9,597","13,715","28,527"
2021,12,0,"9,838",697,818,566,"1,615",624,"1,126","1,025",247,932,"2,188"
2021,12,10,"11,464","1,144","1,173",650,"1,912",746,"1,509","1,225",397,918,"1,790"
2021,12,20,"23,723","1,793","1,261","1,691","2,918","1,144","5,131","2,878","2,014","1,649","3,244"
2021,12,30,"23,505","1,610","1,185","1,678","3,245","1,280","4,126","2,782","1,461","2,041","4,097"
2021,12,40,"24,951","1,958","1,904","1,860","3,764","1,563","3,505","2,811","1,176","2,109","4,301"
2021,12,50,"27,141","2,484","2,156","2,247","4,195","1,782","3,516","2,733","1,285","2,107","4,636"
2021,12,60,"29,010","2,142","1,993","2,965","5,188","1,945","3,705","2,669","1,591","2,072","4,740"
2021,12,70,"17,297","1,282","1,088","2,008","3,062","1,166","2,235","1,749","1,001","1,224","2,482"
2021,12,80,"7,213",634,432,891,"1,324",406,880,729,387,607,923
2021,12,90,924,106,77,94,180,46,127,78,37,55,124
2021,12,100,29,3,4,1,1,1,6,9,1,1,2
