년도,월,나이,서울특별시 광진구,서울특별시 광진구 화양동,서울특별시 광진구 군자동,서울특별시 광진구 중곡제1동,서울특별시 광진구 중곡제2동,서울특별시 광진구 중곡제3동,서울특별시 광진구 중곡제4동,서울특별시 광진구 능동,서울특별시 광진구 광장동,서울특별시 광진구 자양제1동,서울특별시 광진구 자양제2동,서울특별시 광진구 자양제3동,서울특별시 광진구 자양제4동,서울특별시 광진구 구의제1동,서울특별시 광진구 구의제2동,서울특별시 광진구 구의제3동
2020,4,70,"10,211",476,634,518,678,600,"1,068",340,650,654,780,738,749,646,884,796
2020,4,80,"3,296",165,191,167,191,161,293,132,322,206,217,299,233,213,250,256
2020,4,90,338,20,12,8,15,16,23,14,45,25,24,41,20,19,20,36
2020,4,100,47,5,1,3,2,2,8,0,2,4,1,2,5,2,5,5
2020,5,총,"169,049","10,543","9,838","7,727","10,556","8,416","14,714","5,359","17,286","11,010","12,781","13,926","9,125","10,651","13,093","14,024"
2020,5,0,"10,578",211,492,432,657,413,846,302,"1,794",523,914,"1,225",372,486,950,961
2020,5,10,"13,648",359,571,397,732,535,"1,116",298,"2,869",823,"1,047","1,332",449,619,"1,207","1,294"
2020,5,20,"29,501","3,946","2,115","1,305","1,785","1,372","2,302",973,"2,044","2,033","1,947","1,984","1,346","2,190","1,856","2,303"
2020,5,30,"28,281","2,270","1,858","1,504","1,979","1,451","2,272","1,238","1,756","1,931","2,027","2,090","1,467","2,188","2,001","2,249"
2020,5,40,"26,538","1,212","1,362","1,163","1,519","1,225","2,201",836,"3,634","1,738","2,095","2,228","1,347","1,632","2,167","2,179"
2020,5,50,"26,954","1,110","1,488","1,252","1,725","1,511","2,639",670,"2,732","1,760","2,045","2,258","1,729","1,576","2,156","2,303"
2020,5,60,"19,617",770,"1,110",975,"1,262","1,120","1,943",558,"1,438","1,307","1,688","1,724","1,408","1,081","1,601","1,632"
2020,5,70,"10,213",476,636,520,687,606,"1,068",338,651,656,777,732,747,647,875,797
2020,5,80,"3,330",165,192,169,193,164,295,131,320,210,216,309,235,212,253,266
2020,5,90,340,19,13,7,15,17,24,14,46,25,23,42,20,18,22,35
2020,5,100,49,5,1,3,2,2,8,1,2,4,2,2,5,2,5,5
2020,6,총,"168,879","10,582","9,852","7,717","10,543","8,391","14,665","5,368","17,271","11,013","12,757","13,924","9,108","10,634","13,048","14,006"
2020,6,0,"10,522",210,487,433,656,412,835,304,"1,789",525,899,"1,222",372,480,943,955
2020,6,10,"13,580",354,572,403,728,526,"1,109",295,"2,861",820,"1,036","1,331",448,615,"1,200","1,282"
2020,6,20,"29,543","3,982","2,135","1,286","1,783","1,372","2,288",981,"2,050","2,040","1,952","1,976","1,341","2,205","1,846","2,306"
2020,6,30,"28,210","2,278","1,861","1,514","1,972","1,451","2,261","1,241","1,743","1,930","2,028","2,090","1,448","2,159","1,985","2,249"
2020,6,40,"26,439","1,222","1,352","1,151","1,505","1,215","2,189",832,"3,615","1,732","2,080","2,217","1,351","1,633","2,173","2,172"
2020,6,50,"26,855","1,095","1,484","1,259","1,726","1,496","2,612",665,"2,735","1,759","2,043","2,254","1,715","1,566","2,153","2,293"
2020,6,60,"19,747",776,"1,119",969,"1,273","1,128","1,964",570,"1,447","1,311","1,705","1,733","1,426","1,093","1,586","1,647"
2020,6,70,"10,229",478,635,523,687,603,"1,078",336,653,654,775,738,749,648,877,795
2020,6,80,"3,358",163,194,168,196,169,297,127,328,212,213,319,232,215,258,267
2020,6,90,345,19,12,8,15,17,24,16,47,26,24,41,21,18,22,35
2020,6,100,51,5,1,3,2,2,8,1,3,4,2,3,5,2,5,5
2020,7,총,"168,766","10,614","9,878","7,722","10,515","8,400","14,632","5,366","17,267","11,016","12,747","13,875","9,090","10,608","13,051","13,985"
2020,7,0,"10,450",210,488,427,647,409,823,298,"1,782",526,898,"1,211",371,476,934,950
2020,7,10,"13,516",356,572,406,731,517,"1,105",293,"2,847",815,"1,026","1,318",443,606,"1,202","1,279"
2020,7,20,"29,575","3,997","2,150","1,293","1,761","1,378","2,280",996,"2,057","2,042","1,962","1,976","1,340","2,204","1,848","2,291"
2020,7,30,"28,124","2,287","1,860","1,516","1,960","1,447","2,235","1,236","1,729","1,930","2,019","2,083","1,451","2,144","1,979","2,248"
2020,7,40,"26,428","1,215","1,361","1,156","1,505","1,217","2,195",834,"3,620","1,727","2,075","2,200","1,345","1,642","2,172","2,164"
2020,7,50,"26,816","1,112","1,480","1,250","1,731","1,499","2,598",652,"2,738","1,768","2,029","2,239","1,705","1,560","2,156","2,299"
2020,7,60,"19,823",775,"1,124",975,"1,279","1,133","1,981",578,"1,465","1,317","1,712","1,742","1,421","1,091","1,588","1,642"
2020,7,70,"10,261",475,634,522,688,610,"1,086",335,650,648,784,740,756,647,881,805
2020,7,80,"3,368",163,195,166,196,171,296,125,327,212,216,321,231,218,264,267
2020,7,90,354,19,13,8,15,17,25,18,49,27,24,42,22,18,22,35
2020,7,100,51,5,1,3,2,2,8,1,3,4,2,3,5,2,5,5
2020,8,총,"168,472","10,641","9,852","7,687","10,482","8,383","14,580","5,368","17,252","11,029","12,679","13,881","9,008","10,622","13,040","13,968"
2020,8,0,"10,349",200,478,424,639,410,812,297,"1,783",524,885,"1,203",360,465,930,939
2020,8,10,"13,450",351,557,403,725,507,"1,092",294,"2,844",813,"1,012","1,322",442,600,"1,210","1,278"
2020,8,20,"29,631","4,043","2,150","1,281","1,766","1,374","2,288","1,010","2,063","2,058","1,958","1,967","1,328","2,228","1,842","2,275"
2020,8,30,"27,999","2,279","1,854","1,499","1,946","1,449","2,223","1,226","1,711","1,930","2,012","2,081","1,429","2,145","1,958","2,257"
2020,8,40,"26,310","1,214","1,364","1,152","1,497","1,214","2,170",832,"3,622","1,726","2,045","2,202","1,330","1,631","2,162","2,149"
2020,8,50,"26,791","1,114","1,476","1,257","1,723","1,483","2,596",655,"2,735","1,764","2,012","2,248","1,701","1,569","2,162","2,296"
2020,8,60,"19,893",777,"1,128",965,"1,287","1,144","1,991",575,"1,465","1,319","1,730","1,748","1,412","1,100","1,593","1,659"
2020,8,70,"10,258",474,630,528,686,613,"1,079",335,651,652,783,740,749,646,890,802
2020,8,80,"3,386",165,201,166,196,172,294,126,326,213,216,323,232,218,266,272
2020,8,90,353,19,13,9,14,15,27,17,49,26,24,44,20,18,22,36
2020,8,100,52,5,1,3,3,2,8,1,3,4,2,3,5,2,5,5
2020,9,총,"168,095","10,632","9,864","7,674","10,439","8,353","14,530","5,338","17,232","11,030","12,628","13,865","8,978","10,582","13,010","13,940"
2020,9,0,"10,238",193,474,419,633,410,803,299,"1,767",513,865,"1,198",355,457,925,927
2020,9,10,"13,414",351,553,395,717,504,"1,083",287,"2,843",813,"1,019","1,332",440,594,"1,202","1,281"
2020,9,20,"29,570","4,045","2,159","1,274","1,758","1,362","2,271","1,014","2,065","2,079","1,944","1,956","1,328","2,211","1,855","2,249"
2020,9,30,"27,863","2,273","1,857","1,507","1,930","1,432","2,211","1,215","1,686","1,921","1,986","2,069","1,421","2,152","1,943","2,260"
2020,9,40,"26,175","1,232","1,349","1,141","1,499","1,217","2,149",825,"3,598","1,718","2,041","2,179","1,324","1,622","2,149","2,132"
2020,9,50,"26,767","1,101","1,488","1,266","1,707","1,470","2,586",647,"2,766","1,771","2,007","2,254","1,674","1,560","2,157","2,313"
2020,9,60,"19,984",778,"1,130",965,"1,296","1,156","2,005",570,"1,477","1,322","1,741","1,760","1,427","1,103","1,593","1,661"
2020,9,70,"10,276",472,633,528,686,608,"1,093",334,652,648,786,743,755,648,882,808
2020,9,80,"3,407",162,207,168,196,177,295,128,326,215,213,326,230,217,277,270
2020,9,90,347,20,13,8,14,15,26,18,49,25,23,45,19,16,22,34
2020,9,100,54,5,1,3,3,2,8,1,3,5,3,3,5,2,5,5
2020,10,총,"167,794","10,644","9,844","7,658","10,428","8,322","14,494","5,336","17,170","11,019","12,585","13,851","8,926","10,545","13,016","13,956"
2020,10,0,"10,147",185,479,416,637,405,799,298,"1,742",512,851,"1,190",353,452,903,925
2020,10,10,"13,362",337,545,391,715,497,"1,080",288,"2,829",809,"1,015","1,321",440,592,"1,212","1,291"
2020,10,20,"29,507","4,060","2,138","1,284","1,742","1,362","2,270","1,008","2,063","2,088","1,931","1,952","1,312","2,195","1,862","2,240"
2020,10,30,"27,764","2,297","1,852","1,501","1,921","1,420","2,200","1,203","1,670","1,913","1,971","2,067","1,411","2,140","1,944","2,254"
2020,10,40,"26,085","1,212","1,359","1,123","1,502","1,220","2,139",835,"3,594","1,714","2,037","2,168","1,318","1,611","2,132","2,121"
2020,10,50,"26,784","1,106","1,486","1,254","1,697","1,461","2,573",654,"2,769","1,764","2,014","2,264","1,659","1,571","2,172","2,340"
2020,10,60,"20,031",782,"1,132",980,"1,309","1,155","2,014",571,"1,476","1,323","1,736","1,764","1,425","1,105","1,597","1,662"
2020,10,70,"10,284",476,631,532,691,606,"1,091",332,649,647,787,747,756,641,888,810
2020,10,80,"3,426",163,208,165,197,177,295,128,327,220,217,329,228,220,279,273
2020,10,90,349,21,13,9,14,17,25,18,48,24,23,45,19,16,22,35
2020,10,100,55,5,1,3,3,2,8,1,3,5,3,4,5,2,5,5
2020,11,총,"167,626","10,703","9,848","7,676","10,423","8,301","14,481","5,335","17,143","10,967","12,526","13,805","8,896","10,545","13,035","13,942"
2020,11,0,"10,050",183,470,407,631,402,792,299,"1,728",502,842,"1,173",351,447,905,918
2020,11,10,"13,315",338,551,391,720,495,"1,073",287,"2,816",800,"1,003","1,318",435,598,"1,208","1,282"
2020,11,20,"29,516","4,100","2,129","1,291","1,744","1,359","2,263","1,010","2,064","2,059","1,930","1,953","1,312","2,200","1,864","2,238"
2020,11,30,"27,726","2,298","1,859","1,504","1,913","1,418","2,200","1,199","1,659","1,920","1,947","2,050","1,412","2,138","1,962","2,247"
2020,11,40,"26,015","1,216","1,372","1,137","1,500","1,208","2,139",833,"3,573","1,706","2,018","2,150","1,306","1,615","2,125","2,117"
2020,11,50,"26,708","1,106","1,475","1,245","1,687","1,453","2,550",654,"2,782","1,744","2,009","2,269","1,655","1,562","2,172","2,345"
2020,11,60,"20,138",794,"1,136",982,"1,321","1,166","2,036",573,"1,481","1,333","1,746","1,765","1,424","1,104","1,601","1,676"
2020,11,70,"10,284",478,631,539,692,603,"1,098",332,653,648,784,747,746,640,893,800
2020,11,80,"3,464",164,211,168,199,178,298,129,336,226,218,330,230,223,277,277
2020,11,90,356,21,13,9,13,17,24,18,48,25,26,46,20,16,23,37
2020,11,100,54,5,1,3,3,2,8,1,3,4,3,4,5,2,5,5
2020,12,총,"167,310","10,734","9,841","7,686","10,394","8,281","14,401","5,329","17,122","10,950","12,496","13,771","8,877","10,528","12,961","13,939"
2020,12,0,"9,977",182,461,404,623,413,774,295,"1,723",493,839,"1,169",345,438,900,918
2020,12,10,"13,219",330,546,394,709,491,"1,049",291,"2,817",793,"1,003","1,304",431,590,"1,193","1,278"
2020,12,20,"29,521","4,131","2,128","1,287","1,749","1,346","2,256","1,011","2,057","2,069","1,915","1,944","1,320","2,217","1,856","2,235"
2020,12,30,"27,696","2,301","1,868","1,518","1,908","1,439","2,194","1,197","1,656","1,904","1,945","2,051","1,410","2,122","1,937","2,246"
2020,12,40,"25,883","1,218","1,375","1,130","1,486","1,187","2,122",826,"3,548","1,694","2,002","2,154","1,295","1,608","2,112","2,126"
2020,12,50,"26,600","1,107","1,459","1,242","1,679","1,440","2,530",653,"2,786","1,747","2,006","2,255","1,644","1,550","2,163","2,339"
2020,12,60,"20,219",794,"1,150",991,"1,325","1,167","2,051",573,"1,494","1,336","1,747","1,765","1,436","1,120","1,595","1,675"
2020,12,70,"10,314",480,629,542,699,598,"1,083",337,655,657,793,749,742,643,902,805
2020,12,80,"3,466",165,211,165,200,181,309,126,337,228,217,330,228,220,274,275
2020,12,90,361,21,13,10,13,17,25,19,46,25,26,46,21,18,24,37
2020,12,100,54,5,1,3,3,2,8,1,3,4,3,4,5,2,5,5
2021,1,총,"166,964","10,766","9,814","7,655","10,363","8,252","14,339","5,325","17,091","10,913","12,450","13,770","8,859","10,521","12,950","13,896"
2021,1,0,"9,858",183,454,392,621,410,748,294,"1,700",487,830,"1,154",348,434,894,909
2021,1,10,"13,116",334,532,389,703,481,"1,042",287,"2,808",789,987,"1,304",426,576,"1,189","1,269"
2021,1,20,"29,387","4,136","2,117","1,287","1,729","1,342","2,249","1,013","2,049","2,051","1,894","1,946","1,323","2,211","1,833","2,207"
2021,1,30,"27,653","2,319","1,869","1,518","1,906","1,430","2,196","1,188","1,619","1,888","1,930","2,047","1,424","2,139","1,926","2,254"
2021,1,40,"25,816","1,221","1,378","1,120","1,480","1,192","2,099",827,"3,547","1,702","2,002","2,158","1,267","1,598","2,115","2,110"
2021,1,50,"26,568","1,099","1,451","1,230","1,670","1,433","2,518",653,"2,801","1,739","2,006","2,250","1,638","1,549","2,183","2,348"
2021,1,60,"20,315",802,"1,153","1,003","1,331","1,164","2,068",578,"1,512","1,339","1,750","1,778","1,435","1,130","1,602","1,670"
2021,1,70,"10,315",479,630,539,700,596,"1,077",336,661,653,803,748,743,642,900,808
2021,1,80,"3,512",167,216,164,205,185,309,129,345,236,219,333,228,221,278,277
2021,1,90,369,21,13,10,15,17,25,19,46,25,26,48,22,18,25,39
2021,1,100,55,5,1,3,3,2,8,1,3,4,3,4,5,3,5,5
2021,2,총,"166,535","10,789","9,812","7,609","10,321","8,205","14,274","5,287","17,062","10,898","12,401","13,761","8,839","10,493","12,937","13,847"
2021,2,0,"9,721",175,456,387,609,400,733,288,"1,700",474,822,"1,137",343,417,882,898
2021,2,10,"13,030",337,523,379,691,480,"1,031",278,"2,806",778,981,"1,302",422,569,"1,188","1,265"
2021,2,20,"29,245","4,152","2,124","1,276","1,713","1,313","2,210","1,006","2,018","2,059","1,879","1,942","1,314","2,206","1,846","2,187"
2021,2,30,"27,597","2,320","1,871","1,523","1,905","1,422","2,206","1,165","1,626","1,887","1,921","2,039","1,413","2,147","1,897","2,255"
2021,2,40,"25,721","1,219","1,374","1,118","1,472","1,195","2,089",829,"3,535","1,682","1,977","2,174","1,272","1,592","2,106","2,087"
2021,2,50,"26,571","1,108","1,453","1,218","1,669","1,438","2,510",654,"2,802","1,753","2,021","2,242","1,633","1,545","2,184","2,341"
2021,2,60,"20,392",807,"1,151",998,"1,340","1,156","2,077",581,"1,520","1,348","1,750","1,789","1,440","1,136","1,617","1,682"
2021,2,70,"10,289",475,630,533,694,596,"1,071",337,666,649,800,748,742,638,901,809
2021,2,80,"3,544",170,216,166,210,186,313,127,342,239,220,335,234,222,285,279
2021,2,90,370,21,13,9,15,17,25,21,44,25,27,49,21,18,26,39
2021,2,100,55,5,1,2,3,2,9,1,3,4,3,4,5,3,5,5
2021,3,총,"165,747","10,808","9,766","7,570","10,267","8,151","14,184","5,239","17,016","10,900","12,317","13,687","8,753","10,447","12,852","13,790"
2021,3,0,"9,623",178,444,372,600,406,723,284,"1,692",474,817,"1,120",338,413,863,899
2021,3,10,"12,965",342,527,373,688,482,"1,022",280,"2,784",776,974,"1,295",414,567,"1,180","1,261"
2021,3,20,"29,259","4,230","2,137","1,273","1,710","1,295","2,192","1,003","2,022","2,071","1,861","1,921","1,328","2,218","1,844","2,154"
2021,3,30,"27,463","2,304","1,865","1,520","1,890","1,409","2,188","1,159","1,626","1,888","1,916","2,027","1,402","2,128","1,881","2,260"
2021,3,40,"25,513","1,213","1,353","1,110","1,466","1,175","2,077",809,"3,512","1,684","1,951","2,167","1,251","1,592","2,079","2,074"
2021,3,50,"26,472","1,107","1,444","1,216","1,668","1,432","2,503",650,"2,808","1,746","2,011","2,232","1,619","1,528","2,181","2,327"
2021,3,60,"20,413",800,"1,153",995,"1,340","1,161","2,082",581,"1,524","1,346","1,763","1,788","1,431","1,140","1,623","1,686"
2021,3,70,"10,161",450,624,529,686,587,"1,061",333,667,646,782,744,721,622,896,813
2021,3,80,"3,530",168,209,171,206,187,308,122,336,248,218,346,231,220,281,279
2021,3,90,329,15,10,10,11,16,24,18,43,21,23,46,17,17,23,35
2021,3,100,19,1,0,1,2,1,4,0,2,0,1,1,1,2,1,2
2021,4,총,"165,555","10,892","9,749","7,574","10,245","8,123","14,172","5,220","16,986","10,868","12,271","13,650","8,745","10,439","12,833","13,788"
2021,4,0,"9,538",175,440,367,586,409,720,273,"1,666",462,809,"1,126",335,416,855,899
2021,4,10,"12,903",346,522,372,685,471,"1,016",270,"2,774",779,972,"1,274",418,567,"1,184","1,253"
2021,4,20,"29,255","4,262","2,121","1,278","1,701","1,297","2,205","1,006","2,031","2,069","1,848","1,917","1,346","2,185","1,834","2,155"
2021,4,30,"27,408","2,334","1,865","1,519","1,889","1,394","2,175","1,150","1,619","1,864","1,901","2,007","1,392","2,148","1,890","2,261"
2021,4,40,"25,478","1,209","1,348","1,119","1,467","1,169","2,068",821,"3,493","1,680","1,951","2,172","1,248","1,595","2,077","2,061"
2021,4,50,"26,421","1,114","1,449","1,214","1,654","1,428","2,508",651,"2,830","1,749","1,991","2,230","1,602","1,518","2,166","2,317"
2021,4,60,"20,488",809,"1,153",995,"1,355","1,170","2,085",573,"1,529","1,349","1,773","1,783","1,435","1,150","1,625","1,704"
2021,4,70,"10,147",458,627,524,686,586,"1,060",334,663,640,782,746,720,616,888,817
2021,4,80,"3,571",169,214,175,209,182,308,124,338,256,220,348,232,223,290,283
2021,4,90,327,15,10,10,11,16,23,18,41,20,23,46,16,19,23,36
2021,4,100,19,1,0,1,2,1,4,0,2,0,1,1,1,2,1,2
2021,5,총,"165,461","10,905","9,775","7,568","10,212","8,096","14,171","5,229","16,962","10,915","12,243","13,666","8,705","10,420","12,831","13,763"
2021,5,0,"9,506",180,443,368,576,402,723,271,"1,640",466,804,"1,123",336,415,856,903
2021,5,10,"12,859",337,518,372,689,470,"1,011",264,"2,775",773,984,"1,268",413,561,"1,182","1,242"
2021,5,20,"29,229","4,273","2,129","1,270","1,673","1,299","2,204","1,014","2,046","2,082","1,831","1,930","1,347","2,172","1,827","2,132"
2021,5,30,"27,373","2,339","1,867","1,506","1,893","1,391","2,172","1,152","1,612","1,867","1,886","2,011","1,384","2,156","1,881","2,256"
2021,5,40,"25,359","1,201","1,356","1,110","1,454","1,154","2,063",824,"3,470","1,695","1,931","2,165","1,219","1,577","2,069","2,071"
2021,5,50,"26,433","1,119","1,440","1,231","1,658","1,421","2,499",654,"2,837","1,743","1,998","2,234","1,593","1,526","2,174","2,306"
2021,5,60,"20,620",810,"1,165","1,002","1,356","1,172","2,108",576,"1,533","1,364","1,787","1,794","1,447","1,152","1,635","1,719"
2021,5,70,"10,118",457,630,523,685,587,"1,052",332,663,646,774,742,713,616,890,808
2021,5,80,"3,612",172,217,175,214,183,312,125,341,259,224,353,235,223,293,286
2021,5,90,333,16,10,10,12,16,23,17,43,20,23,45,17,20,23,38
2021,5,100,19,1,0,1,2,1,4,0,2,0,1,1,1,2,1,2
2021,6,총,"165,233","10,908","9,779","7,551","10,206","8,082","14,171","5,231","16,927","10,887","12,188","13,612","8,706","10,414","12,846","13,725"
2021,6,0,"9,487",185,445,365,573,394,730,265,"1,631",460,792,"1,130",337,418,858,904
2021,6,10,"12,817",333,518,376,682,464,"1,006",268,"2,779",773,976,"1,256",412,557,"1,180","1,237"
2021,6,20,"29,196","4,288","2,141","1,257","1,676","1,304","2,205","1,009","2,027","2,064","1,837","1,915","1,349","2,168","1,831","2,125"
2021,6,30,"27,315","2,330","1,856","1,499","1,896","1,393","2,165","1,167","1,608","1,874","1,866","1,993","1,389","2,152","1,878","2,249"
2021,6,40,"25,256","1,193","1,350","1,103","1,450","1,154","2,062",825,"3,435","1,692","1,916","2,167","1,203","1,575","2,070","2,061"
2021,6,50,"26,354","1,116","1,436","1,235","1,650","1,407","2,486",653,"2,848","1,728","1,992","2,211","1,593","1,522","2,179","2,298"
2021,6,60,"20,729",810,"1,181","1,005","1,358","1,181","2,125",578,"1,550","1,368","1,792","1,794","1,456","1,165","1,641","1,725"
2021,6,70,"10,103",462,628,523,692,585,"1,054",328,663,644,762,743,715,613,892,799
2021,6,80,"3,626",174,214,177,215,184,311,121,341,263,231,356,233,224,293,289
2021,6,90,332,17,10,10,12,15,23,17,43,21,23,46,18,18,23,36
2021,6,100,18,0,0,1,2,1,4,0,2,0,1,1,1,2,1,2
2021,7,총,"165,039","10,943","9,758","7,536","10,229","8,073","14,150","5,225","16,904","10,883","12,126","13,565","8,705","10,370","12,853","13,719"
2021,7,0,"9,432",187,442,365,564,387,721,263,"1,618",458,785,"1,114",339,416,871,902
2021,7,10,"12,753",326,521,369,689,467,997,270,"2,773",775,972,"1,252",406,544,"1,173","1,219"
2021,7,20,"29,144","4,286","2,148","1,256","1,673","1,295","2,201","1,001","2,021","2,052","1,825","1,925","1,360","2,148","1,835","2,118"
2021,7,30,"27,293","2,357","1,831","1,490","1,899","1,402","2,172","1,162","1,603","1,872","1,858","1,973","1,392","2,151","1,870","2,261"
2021,7,40,"25,213","1,203","1,346","1,094","1,460","1,138","2,054",828,"3,437","1,688","1,901","2,146","1,197","1,573","2,085","2,063"
2021,7,50,"26,338","1,116","1,437","1,236","1,657","1,405","2,482",657,"2,849","1,741","1,972","2,216","1,588","1,509","2,170","2,303"
2021,7,60,"20,791",813,"1,185","1,017","1,369","1,192","2,122",578,"1,556","1,366","1,793","1,799","1,460","1,168","1,645","1,728"
2021,7,70,"10,095",467,621,523,687,585,"1,061",329,662,640,763,741,713,616,889,798
2021,7,80,"3,634",172,218,175,218,186,313,120,340,268,233,351,231,225,294,290
2021,7,90,327,16,9,9,11,15,23,17,43,23,23,47,18,18,20,35
2021,7,100,19,0,0,2,2,1,4,0,2,0,1,1,1,2,1,2
2021,8,총,"164,748","10,954","9,763","7,527","10,203","8,052","14,109","5,223","16,860","10,883","12,084","13,537","8,677","10,342","12,864","13,670"
2021,8,0,"9,372",184,434,368,563,386,714,260,"1,587",461,781,"1,111",338,413,873,899
2021,8,10,"12,726",337,521,368,677,464,995,271,"2,769",780,967,"1,245",403,546,"1,168","1,215"
2021,8,20,"29,117","4,308","2,165","1,259","1,650","1,284","2,183","1,000","2,030","2,055","1,805","1,925","1,371","2,144","1,828","2,110"
2021,8,30,"27,217","2,346","1,831","1,482","1,899","1,402","2,164","1,162","1,576","1,874","1,858","1,951","1,384","2,136","1,894","2,258"
2021,8,40,"25,083","1,200","1,340","1,083","1,473","1,126","2,041",824,"3,426","1,670","1,888","2,142","1,191","1,568","2,072","2,039"
2021,8,50,"26,289","1,106","1,431","1,231","1,645","1,406","2,479",662,"2,857","1,745","1,960","2,220","1,572","1,497","2,182","2,296"
2021,8,60,"20,868",814,"1,196","1,032","1,376","1,198","2,134",582,"1,567","1,373","1,799","1,800","1,456","1,174","1,641","1,726"
2021,8,70,"10,067",468,618,517,684,581,"1,061",325,662,635,761,739,711,618,889,798
2021,8,80,"3,663",176,219,177,222,188,310,120,341,269,241,354,233,225,296,292
2021,8,90,327,15,8,8,12,16,24,17,43,21,23,49,17,19,20,35
2021,8,100,19,0,0,2,2,1,4,0,2,0,1,1,1,2,1,2
2021,9,총,"164,553","10,973","9,741","7,543","10,175","8,049","14,070","5,222","16,839","10,852","12,048","13,483","8,751","10,332","12,854","13,621"
2021,9,0,"9,314",179,428,364,547,387,716,264,"1,573",455,759,"1,103",342,417,877,903
2021,9,10,"12,695",334,524,379,672,457,987,268,"2,779",780,967,"1,238",410,543,"1,153","1,204"
2021,9,20,"29,035","4,324","2,154","1,252","1,649","1,290","2,162",991,"2,016","2,051","1,809","1,913","1,380","2,135","1,817","2,092"
2021,9,30,"27,172","2,338","1,839","1,490","1,889","1,402","2,155","1,167","1,562","1,865","1,845","1,925","1,416","2,144","1,901","2,234"
2021,9,40,"25,036","1,214","1,331","1,080","1,473","1,136","2,023",826,"3,416","1,662","1,893","2,129","1,204","1,548","2,076","2,025"
2021,9,50,"26,303","1,111","1,427","1,246","1,643","1,391","2,473",662,"2,867","1,736","1,953","2,226","1,580","1,500","2,192","2,296"
2021,9,60,"20,894",817,"1,192","1,026","1,375","1,194","2,152",583,"1,571","1,375","1,796","1,810","1,455","1,179","1,631","1,738"
2021,9,70,"10,073",464,614,519,688,586,"1,059",323,667,640,761,734,713,620,888,797
2021,9,80,"3,681",176,224,177,225,188,315,122,342,265,242,354,233,225,299,294
2021,9,90,331,16,8,8,12,17,24,16,44,23,22,50,17,19,19,36
2021,9,100,19,0,0,2,2,1,4,0,2,0,1,1,1,2,1,2
2021,10,총,"164,425","10,958","9,709","7,513","10,174","8,044","14,068","5,210","16,840","10,824","12,026","13,467","8,880","10,301","12,837","13,574"
2021,10,0,"9,258",176,420,366,548,383,702,269,"1,555",448,754,"1,107",352,408,875,895
