년도,월,나이,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2020,8,10,"28,095",955,"1,153","1,137","1,391","2,297","1,835","1,474","2,254","3,058","1,346","1,572","1,782",991,"1,175","1,088","1,614","1,096","1,173",704
2020,8,20,"37,839","2,248","1,752","1,842","3,450","3,289","2,556","1,602","1,748","1,556","1,350","2,283","2,761","1,671","1,752","1,835","2,264","1,314","1,439","1,127"
2020,8,30,"32,835","1,532","1,706","2,368","2,805","2,631","1,417","1,226",916,882,"1,033","2,156","2,522","1,243","1,576","1,442","2,326","2,412","1,432","1,210"
2020,8,40,"41,638","1,792","2,210","2,363","2,794","3,167","1,925","1,917","2,279","2,919","1,690","2,956","2,798","1,557","2,049","1,860","2,611","1,966","1,640","1,145"
2020,8,50,"42,774","1,817","2,220","2,266","2,803","3,014","2,402","1,920","2,399","2,412","1,817","2,702","3,328","1,965","2,462","2,221","2,599","1,436","1,697","1,294"
2020,8,60,"31,130","1,491","1,959","2,025","2,500","2,091","1,592","1,157","1,183",979,"1,222","2,085","2,826","1,394","2,043","1,693","1,768",961,"1,236",925
2020,8,70,"16,171",913,"1,122","1,164","1,234","1,040",696,564,468,404,756,"1,222","1,331",689,"1,221",997,849,511,594,396
2020,8,80,"5,609",313,309,392,382,345,265,223,197,144,254,466,471,212,465,333,321,169,203,145
2020,8,90,604,26,36,36,43,43,44,21,23,18,27,53,48,19,32,39,40,18,19,19
2020,8,100,85,4,1,2,2,6,2,1,4,4,0,3,33,6,8,5,1,0,1,2
2020,9,총,"253,797","11,684","13,386","14,750","18,471","19,441","13,350","10,896","12,341","13,447","10,054","16,543","19,101","10,239","13,511","12,071","15,695","11,171","10,161","7,485"
2020,9,0,"17,450",634,927,"1,178","1,124","1,533",648,814,846,"1,076",612,"1,084","1,267",525,736,588,"1,320","1,300",738,500
2020,9,10,"28,006",939,"1,158","1,124","1,379","2,292","1,825","1,479","2,272","3,075","1,331","1,566","1,756",984,"1,171","1,080","1,614","1,084","1,173",704
2020,9,20,"37,761","2,237","1,756","1,845","3,420","3,297","2,547","1,582","1,745","1,544","1,346","2,280","2,756","1,672","1,747","1,825","2,262","1,329","1,437","1,134"
2020,9,30,"32,642","1,531","1,669","2,359","2,805","2,615","1,414","1,226",913,871,"1,018","2,123","2,510","1,228","1,585","1,427","2,325","2,387","1,425","1,211"
2020,9,40,"41,446","1,779","2,215","2,358","2,769","3,168","1,906","1,918","2,275","2,923","1,665","2,948","2,777","1,543","2,030","1,844","2,591","1,967","1,632","1,138"
2020,9,50,"42,722","1,814","2,230","2,256","2,800","3,004","2,408","1,907","2,397","2,399","1,816","2,699","3,311","1,962","2,468","2,216","2,596","1,442","1,694","1,303"
2020,9,60,"31,233","1,494","1,957","2,032","2,508","2,094","1,596","1,162","1,195",984,"1,229","2,092","2,836","1,399","2,038","1,712","1,767",964,"1,240",934
2020,9,70,"16,173",911,"1,121","1,161","1,234","1,042",692,568,472,407,750,"1,226","1,336",684,"1,221","1,000",857,505,595,391
2020,9,80,"5,663",314,315,399,385,346,269,216,199,144,259,469,469,217,476,335,321,175,207,148
2020,9,90,614,27,37,36,44,44,43,23,23,20,28,53,50,19,31,38,41,18,19,20
2020,9,100,87,4,1,2,3,6,2,1,4,4,0,3,33,6,8,6,1,0,1,2
2020,10,총,"253,219","11,634","13,330","14,706","18,431","19,432","13,328","10,875","12,303","13,447","10,024","16,517","19,081","10,221","13,491","12,050","15,647","11,098","10,132","7,472"
2020,10,0,"17,299",634,910,"1,163","1,118","1,524",642,795,849,"1,077",604,"1,070","1,246",516,728,579,"1,315","1,298",732,499
2020,10,10,"27,885",938,"1,150","1,119","1,355","2,284","1,808","1,488","2,275","3,075","1,315","1,575","1,761",980,"1,165","1,065","1,600","1,066","1,160",706
2020,10,20,"37,702","2,222","1,751","1,830","3,417","3,296","2,546","1,586","1,733","1,552","1,343","2,269","2,764","1,668","1,747","1,839","2,249","1,325","1,435","1,130"
2020,10,30,"32,450","1,514","1,657","2,344","2,794","2,619","1,403","1,223",913,857,"1,018","2,120","2,482","1,227","1,575","1,412","2,311","2,340","1,432","1,209"
2020,10,40,"41,305","1,776","2,198","2,362","2,773","3,164","1,893","1,911","2,265","2,907","1,657","2,940","2,774","1,532","2,023","1,834","2,583","1,971","1,608","1,134"
2020,10,50,"42,657","1,808","2,228","2,251","2,793","3,000","2,413","1,902","2,383","2,410","1,812","2,684","3,310","1,964","2,460","2,224","2,589","1,432","1,697","1,297"
2020,10,60,"31,325","1,489","1,957","2,040","2,509","2,108","1,612","1,161","1,189",987,"1,232","2,102","2,849","1,409","2,051","1,706","1,777",966,"1,243",938
2020,10,70,"16,184",905,"1,122","1,155","1,236","1,042",692,570,470,411,755,"1,228","1,340",682,"1,219","1,010",856,505,598,388
2020,10,80,"5,700",315,318,404,389,347,272,215,198,147,259,473,473,218,483,336,324,176,205,148
2020,10,90,627,29,38,36,44,43,45,23,25,20,29,53,49,19,31,40,42,19,21,21
2020,10,100,85,4,1,2,3,5,2,1,3,4,0,3,33,6,9,5,1,0,1,2
2020,11,총,"252,792","11,623","13,306","14,703","18,390","19,406","13,278","10,851","12,232","13,420","10,009","16,434","19,023","10,216","13,510","12,032","15,625","11,106","10,116","7,512"
2020,11,0,"17,122",623,898,"1,162","1,108","1,506",623,791,835,"1,064",593,"1,057","1,234",504,714,572,"1,302","1,306",727,503
2020,11,10,"27,758",937,"1,147","1,130","1,346","2,254","1,798","1,485","2,277","3,070","1,301","1,555","1,757",988,"1,163","1,048","1,610","1,047","1,140",705
2020,11,20,"37,700","2,229","1,746","1,811","3,411","3,322","2,543","1,574","1,716","1,550","1,353","2,265","2,749","1,670","1,757","1,852","2,243","1,334","1,437","1,138"
2020,11,30,"32,290","1,494","1,640","2,331","2,762","2,618","1,383","1,220",900,858,"1,023","2,087","2,462","1,231","1,580","1,402","2,314","2,339","1,428","1,218"
2020,11,40,"41,153","1,786","2,200","2,374","2,760","3,136","1,883","1,902","2,246","2,884","1,644","2,931","2,764","1,510","2,023","1,829","2,570","1,967","1,605","1,139"
2020,11,50,"42,682","1,807","2,232","2,255","2,809","3,009","2,414","1,893","2,386","2,411","1,818","2,673","3,304","1,972","2,454","2,226","2,590","1,429","1,701","1,299"
2020,11,60,"31,430","1,490","1,962","2,040","2,513","2,123","1,622","1,173","1,179",995,"1,236","2,109","2,849","1,421","2,062","1,713","1,769",979,"1,245",950
2020,11,70,"16,206",908,"1,120","1,159","1,238","1,038",696,572,464,414,753,"1,217","1,351",678,"1,232","1,005",857,508,604,392
2020,11,80,"5,739",315,321,405,395,351,272,217,202,149,260,484,473,216,484,340,326,177,206,146
2020,11,90,627,30,39,34,45,44,42,23,24,21,28,53,47,20,32,40,43,20,22,20
2020,11,100,85,4,1,2,3,5,2,1,3,4,0,3,33,6,9,5,1,0,1,2
2020,12,총,"252,383","11,553","13,248","14,667","18,322","19,382","13,228","10,802","12,196","13,366","9,998","16,340","18,964","10,149","13,465","11,983","15,559","11,010","10,042","8,109"
2020,12,0,"17,046",617,895,"1,150","1,091","1,511",620,780,825,"1,065",592,"1,040","1,227",500,717,563,"1,296","1,291",702,564
2020,12,10,"27,624",932,"1,128","1,132","1,333","2,252","1,779","1,464","2,291","3,039","1,288","1,554","1,751",961,"1,153","1,050","1,590","1,023","1,127",777
2020,12,20,"37,550","2,224","1,726","1,798","3,388","3,320","2,507","1,573","1,708","1,541","1,371","2,227","2,716","1,662","1,751","1,838","2,226","1,327","1,434","1,213"
2020,12,30,"32,242","1,475","1,633","2,335","2,742","2,609","1,387","1,211",902,857,"1,011","2,086","2,459","1,222","1,563","1,381","2,317","2,323","1,420","1,309"
2020,12,40,"41,036","1,775","2,196","2,356","2,753","3,108","1,873","1,898","2,227","2,888","1,642","2,904","2,756","1,489","2,017","1,827","2,561","1,954","1,587","1,225"
2020,12,50,"42,599","1,796","2,211","2,243","2,814","3,005","2,413","1,886","2,372","2,386","1,817","2,654","3,305","1,979","2,434","2,213","2,574","1,417","1,685","1,395"
2020,12,60,"31,554","1,475","1,968","2,050","2,508","2,136","1,632","1,174","1,183","1,001","1,232","2,113","2,842","1,413","2,073","1,724","1,770",971,"1,253","1,036"
2020,12,70,"16,226",908,"1,125","1,161","1,247","1,035",700,575,461,412,755,"1,223","1,343",674,"1,233","1,001",852,508,600,413
2020,12,80,"5,786",316,324,406,397,357,275,219,201,152,261,482,483,223,484,340,329,173,210,154
2020,12,90,635,31,41,34,46,44,40,21,23,21,29,54,49,20,31,41,43,23,23,21
2020,12,100,85,4,1,2,3,5,2,1,3,4,0,3,33,6,9,5,1,0,1,2
2021,1,총,"251,763","11,467","13,193","14,579","18,235","19,305","13,156","10,788","12,155","13,364","9,974","16,249","18,912","10,140","13,434","11,939","15,485","10,993","9,966","8,429"
2021,1,0,"16,880",603,886,"1,132","1,070","1,498",616,777,816,"1,062",585,"1,025","1,212",493,715,556,"1,269","1,271",681,613
2021,1,10,"27,449",924,"1,103","1,126","1,329","2,230","1,757","1,451","2,291","3,031","1,275","1,538","1,743",949,"1,147","1,054","1,577","1,010","1,103",811
2021,1,20,"37,345","2,194","1,727","1,775","3,328","3,297","2,469","1,578","1,697","1,547","1,358","2,206","2,704","1,652","1,744","1,825","2,223","1,345","1,428","1,248"
2021,1,30,"32,074","1,460","1,615","2,304","2,719","2,579","1,380","1,199",890,853,"1,018","2,062","2,445","1,220","1,568","1,370","2,290","2,315","1,413","1,374"
2021,1,40,"40,871","1,772","2,178","2,348","2,769","3,090","1,864","1,897","2,208","2,882","1,632","2,861","2,737","1,491","2,009","1,822","2,530","1,936","1,568","1,277"
2021,1,50,"42,564","1,781","2,209","2,231","2,800","3,005","2,403","1,880","2,371","2,390","1,808","2,669","3,288","1,982","2,416","2,190","2,587","1,440","1,675","1,439"
2021,1,60,"31,757","1,478","1,983","2,051","2,516","2,151","1,645","1,186","1,187","1,012","1,245","2,121","2,866","1,421","2,080","1,741","1,782",972,"1,261","1,059"
2021,1,70,"16,272",903,"1,124","1,167","1,252","1,044",708,576,466,411,756,"1,221","1,344",683,"1,235",993,853,507,602,427
2021,1,80,"5,816",316,325,408,402,361,270,221,204,151,268,489,488,222,479,341,329,174,210,158
2021,1,90,649,32,42,35,47,44,42,22,22,21,29,54,52,21,32,42,44,23,24,21
2021,1,100,86,4,1,2,3,6,2,1,3,4,0,3,33,6,9,5,1,0,1,2
2021,2,총,"250,929","11,381","13,151","14,509","18,214","19,201","13,070","10,716","12,129","13,307","9,953","16,162","18,868","10,085","13,399","11,925","15,418","10,946","9,953","8,542"
2021,2,0,"16,724",588,876,"1,118","1,061","1,487",613,765,818,"1,068",594,"1,005","1,193",478,705,552,"1,239","1,246",673,645
2021,2,10,"27,268",914,"1,101","1,117","1,328","2,213","1,732","1,433","2,277","3,000","1,270","1,528","1,737",952,"1,147","1,035","1,561","1,008","1,096",819
2021,2,20,"37,042","2,182","1,702","1,752","3,300","3,272","2,430","1,563","1,680","1,527","1,347","2,182","2,677","1,644","1,735","1,814","2,219","1,340","1,425","1,251"
2021,2,30,"31,926","1,445","1,610","2,287","2,719","2,565","1,355","1,200",896,858,999,"2,043","2,427","1,206","1,549","1,383","2,268","2,301","1,418","1,397"
2021,2,40,"40,702","1,754","2,179","2,337","2,764","3,064","1,859","1,876","2,188","2,879","1,632","2,822","2,738","1,468","2,004","1,819","2,527","1,924","1,560","1,308"
2021,2,50,"42,499","1,773","2,205","2,232","2,790","2,986","2,404","1,865","2,374","2,371","1,812","2,689","3,292","1,974","2,416","2,179","2,580","1,443","1,666","1,448"
2021,2,60,"31,880","1,477","1,968","2,050","2,528","2,159","1,656","1,194","1,202","1,026","1,240","2,118","2,883","1,427","2,086","1,759","1,792",976,"1,272","1,067"
2021,2,70,"16,287",896,"1,134","1,168","1,259","1,044",705,575,465,404,758,"1,229","1,339",688,"1,233",996,856,509,601,428
2021,2,80,"5,871",316,333,411,416,362,273,219,206,150,272,488,499,221,483,342,331,175,217,157
2021,2,90,644,32,41,35,46,44,41,25,20,20,29,55,50,21,32,41,44,24,24,20
2021,2,100,86,4,2,2,3,5,2,1,3,4,0,3,33,6,9,5,1,0,1,2
2021,3,총,"249,942","11,320","13,127","14,443","18,175","19,137","13,043","10,679","12,027","13,198","9,877","16,091","18,790","10,037","13,339","11,861","15,355","10,936","9,917","8,590"
2021,3,0,"16,637",587,876,"1,113","1,052","1,481",614,767,810,"1,060",591,993,"1,172",480,704,549,"1,230","1,234",675,649
2021,3,10,"27,121",909,"1,085","1,118","1,333","2,211","1,726","1,421","2,269","2,969","1,240","1,521","1,748",945,"1,140","1,031","1,553","1,005","1,075",822
2021,3,20,"36,961","2,189","1,706","1,744","3,306","3,288","2,402","1,558","1,663","1,525","1,335","2,172","2,660","1,632","1,725","1,834","2,200","1,345","1,424","1,253"
2021,3,30,"31,836","1,447","1,605","2,265","2,702","2,554","1,353","1,200",894,853,998,"2,040","2,422","1,211","1,543","1,368","2,269","2,297","1,419","1,396"
2021,3,40,"40,376","1,734","2,153","2,335","2,751","3,036","1,851","1,861","2,166","2,819","1,619","2,800","2,723","1,447","1,973","1,811","2,507","1,913","1,558","1,319"
2021,3,50,"42,369","1,759","2,219","2,210","2,786","2,964","2,409","1,862","2,356","2,379","1,791","2,664","3,298","1,973","2,416","2,164","2,567","1,444","1,647","1,461"
2021,3,60,"31,977","1,488","1,975","2,055","2,534","2,161","1,674","1,186","1,196","1,024","1,246","2,130","2,889","1,435","2,097","1,755","1,796",984,"1,278","1,074"
2021,3,70,"16,166",866,"1,125","1,161","1,256","1,046",695,577,456,401,762,"1,219","1,326",674,"1,222",980,855,509,604,432
2021,3,80,"5,864",313,340,409,414,358,278,222,200,147,266,499,499,220,479,331,333,181,214,161
2021,3,90,611,27,42,33,41,37,40,25,17,19,29,53,46,20,32,38,44,24,22,22
2021,3,100,24,1,1,0,0,1,1,0,0,2,0,0,7,0,8,0,1,0,1,1
2021,4,총,"249,522","11,270","13,112","14,427","18,131","19,141","13,020","10,696","11,992","13,199","9,852","16,051","18,694","10,025","13,307","11,828","15,324","10,945","9,900","8,608"
2021,4,0,"16,558",579,870,"1,115","1,042","1,475",614,769,801,"1,054",596,991,"1,164",467,700,547,"1,234","1,229",665,646
2021,4,10,"26,953",904,"1,078","1,108","1,321","2,213","1,697","1,412","2,269","2,958","1,225","1,511","1,741",943,"1,125","1,024","1,540",988,"1,073",823
2021,4,20,"36,873","2,175","1,697","1,742","3,273","3,275","2,420","1,560","1,654","1,520","1,324","2,170","2,641","1,635","1,725","1,829","2,192","1,365","1,427","1,249"
2021,4,30,"31,883","1,448","1,612","2,259","2,715","2,574","1,362","1,214",891,864,986,"2,032","2,427","1,205","1,542","1,358","2,266","2,309","1,420","1,399"
2021,4,40,"40,225","1,725","2,139","2,336","2,748","3,032","1,836","1,853","2,153","2,814","1,626","2,793","2,711","1,449","1,948","1,796","2,488","1,913","1,540","1,325"
2021,4,50,"42,277","1,739","2,210","2,201","2,780","2,944","2,397","1,872","2,357","2,392","1,784","2,662","3,278","1,975","2,414","2,167","2,567","1,428","1,650","1,460"
2021,4,60,"32,062","1,493","1,990","2,064","2,537","2,180","1,680","1,191","1,193","1,028","1,252","2,120","2,874","1,433","2,112","1,759","1,799",994,"1,281","1,082"
2021,4,70,"16,168",863,"1,130","1,164","1,266","1,042",696,576,457,402,756,"1,211","1,319",672,"1,226",977,858,511,603,439
2021,4,80,"5,888",316,340,406,408,365,277,223,199,146,273,506,497,226,475,331,337,183,217,163
2021,4,90,616,27,45,32,41,40,40,26,18,18,30,55,39,20,32,40,43,25,23,22
2021,4,100,19,1,1,0,0,1,1,0,0,3,0,0,3,0,8,0,0,0,1,0
2021,5,총,"249,029","11,229","13,061","14,460","18,106","19,111","12,977","10,662","11,929","13,189","9,814","16,005","18,696","10,031","13,208","11,800","15,296","10,961","9,862","8,632"
2021,5,0,"16,457",582,866,"1,111","1,039","1,470",605,765,806,"1,045",584,982,"1,156",471,695,539,"1,216","1,224",653,648
2021,5,10,"26,809",891,"1,062","1,110","1,314","2,194","1,699","1,403","2,250","2,948","1,222","1,501","1,730",932,"1,117","1,021","1,546",986,"1,063",820
2021,5,20,"36,749","2,166","1,686","1,758","3,260","3,275","2,397","1,544","1,633","1,521","1,322","2,155","2,643","1,648","1,718","1,808","2,170","1,372","1,420","1,253"
2021,5,30,"31,831","1,441","1,591","2,256","2,713","2,573","1,351","1,207",880,874,976,"2,022","2,428","1,199","1,520","1,382","2,278","2,316","1,425","1,399"
2021,5,40,"39,983","1,713","2,124","2,343","2,733","3,042","1,821","1,842","2,133","2,794","1,615","2,776","2,681","1,442","1,926","1,768","2,479","1,907","1,517","1,327"
2021,5,50,"42,285","1,732","2,214","2,200","2,767","2,938","2,398","1,872","2,369","2,400","1,787","2,656","3,303","1,976","2,396","2,170","2,552","1,431","1,654","1,470"
2021,5,60,"32,200","1,486","1,999","2,079","2,544","2,174","1,690","1,203","1,190","1,034","1,254","2,144","2,895","1,442","2,113","1,766","1,817",998,"1,286","1,086"
2021,5,70,"16,184",877,"1,131","1,160","1,283","1,043",695,574,454,402,750,"1,204","1,321",669,"1,222",975,863,516,603,442
2021,5,80,"5,890",314,341,410,413,360,278,226,197,150,273,508,494,232,463,329,335,186,217,164
2021,5,90,622,26,46,33,39,41,43,26,17,18,31,57,42,20,30,42,40,25,23,23
