년도,월,나이,세종특별자치시 세종특별자치시,세종특별자치시  조치원읍,세종특별자치시  연기면,세종특별자치시  연동면,세종특별자치시  부강면,세종특별자치시  금남면,세종특별자치시  장군면,세종특별자치시  연서면,세종특별자치시  전의면,세종특별자치시  전동면,세종특별자치시  소정면,세종특별자치시  한솔동,세종특별자치시  새롬동,세종특별자치시  도담동,세종특별자치시  아름동,세종특별자치시  종촌동,세종특별자치시  고운동,세종특별자치시  소담동,세종특별자치시  보람동,세종특별자치시  대평동,세종특별자치시  다정동,세종특별자치시  해밀동,세종특별자치시  반곡동
2020,6,90,261,65,2,14,15,24,16,16,12,9,3,11,9,16,11,13,10,8,4,3,,,
2020,6,100,10,3,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,,,
2020,7,총,"172,660","22,100","1,467","1,646","3,412","4,621","3,628","3,988","3,022","1,992","1,306","9,598","26,648","15,627","11,824","14,558","16,873","15,357","9,606","5,387",,,
2020,7,0,"24,134","1,746",40,48,178,145,102,159,106,40,57,"1,424","4,689","2,243","1,983","2,533","3,206","2,886","1,681",868,,,
2020,7,10,"20,667","2,141",58,67,205,221,161,241,227,68,94,"1,723","3,311","2,268","2,203","2,048","2,340","1,544","1,240",507,,,
2020,7,20,"18,310","3,538",193,188,478,507,561,480,325,181,168,861,"2,697","1,668",901,"1,235","1,269","1,452",943,665,,,
2020,7,30,"29,610","2,911",206,157,432,524,516,438,321,172,112,"1,227","5,699","2,733","1,617","2,694","3,231","3,652","1,803","1,165",,,
2020,7,40,"34,129","3,682",212,207,529,612,604,570,438,233,210,"2,224","5,539","3,371","2,932","3,200","3,741","2,933","1,981",911,,,
2020,7,50,"22,639","3,535",312,308,663,908,696,745,603,428,260,"1,296","2,816","1,955","1,358","1,537","1,592","1,726","1,136",765,,,
2020,7,60,"14,186","2,575",270,368,491,919,559,709,516,486,214,564,"1,381",907,552,831,"1,037",864,573,370,,,
2020,7,70,"6,388","1,345",121,193,272,544,274,418,299,257,121,217,426,365,217,378,369,257,207,108,,,
2020,7,80,"2,331",561,54,96,148,217,140,210,174,117,67,51,81,101,50,88,79,35,38,24,,,
2020,7,90,255,63,1,13,15,24,15,18,12,8,2,11,9,16,11,14,9,7,4,3,,,
2020,7,100,11,3,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,,,
2020,8,총,"173,183","22,142","1,487","1,652","3,421","4,638","3,716","4,031","3,014","1,982","1,302","9,599","14,135","15,708","11,845","14,522","16,901","15,371","9,612","5,422","12,683",,
2020,8,0,"24,076","1,737",38,48,177,144,108,157,107,40,55,"1,424","2,250","2,257","1,981","2,497","3,189","2,871","1,680",871,"2,445",,
2020,8,10,"20,777","2,143",57,68,205,220,163,237,225,67,90,"1,722","1,812","2,270","2,216","2,067","2,361","1,556","1,245",508,"1,545",,
2020,8,20,"18,362","3,537",201,188,483,510,582,500,329,170,168,864,"1,596","1,690",898,"1,221","1,272","1,451",934,675,"1,093",,
2020,8,30,"29,633","2,935",214,159,435,528,531,449,308,171,112,"1,227","2,888","2,740","1,615","2,669","3,229","3,657","1,791","1,160","2,815",,
2020,8,40,"34,237","3,690",211,209,526,615,617,568,434,231,208,"2,224","2,966","3,389","2,934","3,202","3,741","2,932","1,993",911,"2,636",,
2020,8,50,"22,783","3,534",315,308,665,908,716,750,604,430,259,"1,293","1,572","1,973","1,375","1,554","1,603","1,728","1,144",782,"1,270",,
2020,8,60,"14,293","2,589",276,370,497,923,570,719,517,485,219,566,750,903,551,840,"1,042",869,576,376,655,,
2020,8,70,"6,418","1,346",122,193,269,549,275,420,297,260,122,215,244,369,216,368,376,264,208,112,193,,
2020,8,80,"2,341",563,52,94,148,218,139,213,180,118,66,53,49,101,49,91,80,35,37,24,31,,
2020,8,90,252,65,1,14,15,23,15,18,12,8,2,11,8,16,10,13,8,7,4,2,0,,
2020,8,100,11,3,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,,
2020,9,총,"173,613","22,199","1,505","1,641","3,425","4,638","3,780","4,056","3,011","1,978","1,293","9,594","14,199","15,876","11,862","14,494","16,888","15,393","9,607","5,448","12,726",,
2020,9,0,"23,974","1,724",41,47,176,144,112,157,103,39,55,"1,407","2,247","2,272","1,969","2,469","3,165","2,862","1,668",872,"2,445",,
2020,9,10,"20,837","2,143",56,65,209,210,165,229,225,68,91,"1,715","1,825","2,286","2,219","2,070","2,375","1,568","1,250",512,"1,556",,
2020,9,20,"18,445","3,550",208,184,483,507,592,525,325,169,159,873,"1,609","1,714",899,"1,224","1,266","1,460",927,687,"1,084",,
2020,9,30,"29,591","2,948",221,156,434,533,558,452,309,171,112,"1,222","2,886","2,782","1,600","2,645","3,196","3,610","1,776","1,159","2,821",,
2020,9,40,"34,313","3,688",209,207,520,612,624,567,433,228,207,"2,211","2,982","3,416","2,942","3,208","3,744","2,967","1,993",902,"2,653",,
2020,9,50,"22,943","3,551",315,310,671,910,717,751,597,425,260,"1,311","1,582","2,011","1,400","1,551","1,623","1,733","1,152",798,"1,275",,
2020,9,60,"14,424","2,607",282,370,500,931,584,724,529,489,219,571,760,900,555,845,"1,049",882,586,376,665,,
2020,9,70,"6,458","1,357",119,193,269,546,275,421,294,263,119,217,249,375,217,375,381,266,214,113,195,,
2020,9,80,"2,360",563,53,94,148,222,138,212,182,116,67,54,51,102,51,94,81,37,36,27,32,,
2020,9,90,256,65,1,14,14,23,15,18,13,8,3,12,8,18,10,13,8,7,5,1,0,,
2020,9,100,12,3,0,1,1,0,0,0,1,2,1,1,0,0,0,0,0,1,0,1,0,,
2020,10,총,"175,135","22,255","1,501","1,635","3,415","4,615","3,775","4,065","3,014","1,976","1,298","9,546","14,220","17,703","11,758","14,425","16,830","15,396","9,578","5,441","12,689",,
2020,10,0,"24,095","1,712",38,47,174,144,109,154,103,39,56,"1,382","2,225","2,643","1,929","2,427","3,132","2,829","1,658",876,"2,418",,
2020,10,10,"21,040","2,140",53,63,207,206,157,227,227,68,91,"1,704","1,850","2,470","2,205","2,061","2,396","1,558","1,257",520,"1,580",,
2020,10,20,"18,658","3,576",209,186,475,503,592,548,320,169,159,878,"1,615","1,866",906,"1,228","1,265","1,494",920,671,"1,078",,
2020,10,30,"29,744","2,951",225,154,438,515,566,454,313,168,113,"1,210","2,858","3,178","1,569","2,608","3,163","3,575","1,761","1,148","2,777",,
2020,10,40,"34,640","3,683",206,204,517,624,620,561,430,229,212,"2,193","2,989","3,815","2,910","3,179","3,730","2,995","1,980",905,"2,658",,
2020,10,50,"23,211","3,573",317,311,659,906,713,753,596,425,258,"1,321","1,599","2,195","1,414","1,577","1,629","1,732","1,157",798,"1,278",,
2020,10,60,"14,571","2,612",282,367,515,920,582,723,531,492,218,571,773,983,552,858,"1,050",896,595,380,671,,
2020,10,70,"6,513","1,371",117,194,268,551,285,418,292,259,117,219,248,422,212,374,376,269,209,114,198,,
2020,10,80,"2,395",570,53,94,146,223,136,209,187,117,69,57,55,115,49,100,80,41,36,27,31,,
2020,10,90,257,64,1,14,15,23,15,18,14,8,4,11,8,16,12,13,9,6,5,1,0,,
2020,10,100,11,3,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,,
2020,11,총,"176,336","22,233","1,517","1,647","3,423","4,642","3,809","4,052","3,007","1,960","1,295","9,467","14,223","18,856","11,680","14,364","16,794","15,619","9,543","5,451","12,754",,
2020,11,0,"24,193","1,682",42,44,171,148,114,155,101,36,55,"1,360","2,214","2,895","1,881","2,384","3,090","2,880","1,639",883,"2,419",,
2020,11,10,"21,207","2,135",55,66,203,198,155,227,222,68,90,"1,684","1,863","2,579","2,214","2,064","2,423","1,579","1,267",528,"1,587",,
2020,11,20,"18,805","3,587",209,188,481,518,609,547,326,164,165,890,"1,600","1,956",912,"1,224","1,265","1,500",916,654,"1,094",,
2020,11,30,"29,868","2,946",230,158,449,521,569,453,314,166,111,"1,178","2,850","3,424","1,543","2,581","3,117","3,619","1,735","1,145","2,759",,
2020,11,40,"34,925","3,681",215,206,512,627,618,552,420,224,213,"2,170","3,000","4,068","2,880","3,169","3,744","3,043","1,979",925,"2,679",,
2020,11,50,"23,384","3,569",314,307,656,907,709,746,595,425,254,"1,327","1,609","2,312","1,426","1,593","1,628","1,763","1,159",792,"1,293",,
2020,11,60,"14,738","2,636",279,375,520,920,600,727,534,490,219,574,772,"1,041",552,867,"1,059",915,594,382,682,,
2020,11,70,"6,548","1,362",119,191,267,552,285,420,294,262,115,216,251,445,211,369,378,272,215,115,209,,
2020,11,80,"2,398",568,53,97,147,226,137,207,186,115,67,58,54,120,50,99,81,40,35,26,32,,
2020,11,90,259,64,1,14,16,24,13,18,14,8,5,10,10,16,11,14,9,7,4,1,0,,
2020,11,100,11,3,0,1,1,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,,
2020,12,총,"177,568","22,294","1,531","1,647","3,433","4,655","3,837","4,074","3,024","1,949","1,299","9,447","14,270","19,132","11,677","14,339","16,823","15,971","9,514","5,455","13,197",,
2020,12,0,"24,188","1,667",40,43,169,151,113,152,101,34,55,"1,355","2,210","2,928","1,858","2,366","3,067","2,946","1,624",874,"2,435",,
2020,12,10,"21,419","2,128",53,65,208,199,153,230,222,66,89,"1,676","1,876","2,636","2,230","2,087","2,449","1,638","1,267",538,"1,609",,
2020,12,20,"19,050","3,625",220,191,486,519,628,568,333,165,165,899,"1,604","1,980",905,"1,207","1,263","1,519",910,656,"1,207",,
2020,12,30,"30,004","2,987",232,161,451,531,576,456,320,166,115,"1,164","2,872","3,432","1,535","2,562","3,088","3,677","1,723","1,127","2,829",,
2020,12,40,"35,188","3,683",212,204,509,627,613,552,418,218,211,"2,158","3,013","4,157","2,870","3,176","3,772","3,131","1,975",936,"2,753",,
2020,12,50,"23,494","3,551",322,303,649,903,711,741,593,422,254,"1,321","1,604","2,341","1,438","1,598","1,639","1,803","1,149",794,"1,358",,
2020,12,60,"14,935","2,655",280,374,529,921,609,729,541,492,221,580,780,"1,072",566,856,"1,072",929,608,389,732,,
2020,12,70,"6,602","1,362",119,191,269,553,287,414,295,264,116,225,250,447,213,372,379,276,217,114,239,,
2020,12,80,"2,415",568,53,99,145,226,135,214,187,112,67,59,51,122,51,102,84,44,37,25,34,,
2020,12,90,263,65,0,15,17,24,12,18,14,8,5,10,10,17,11,13,10,7,4,2,1,,
2020,12,100,10,3,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,,
2021,1,총,"178,656","22,388","1,547","1,657","3,435","4,693","3,894","4,071","3,020","1,937","1,305","9,455","14,354","19,459","11,669","14,313","16,814","16,252","9,496","5,535","13,362",,
2021,1,0,"24,186","1,665",44,42,165,149,115,152,97,33,55,"1,355","2,203","2,972","1,827","2,367","3,038","2,982","1,617",876,"2,432",,
2021,1,10,"21,631","2,133",52,69,209,205,152,232,224,61,92,"1,674","1,906","2,704","2,243","2,070","2,451","1,705","1,273",542,"1,634",,
2021,1,20,"19,200","3,650",220,193,486,525,652,573,334,168,162,908,"1,615","2,001",909,"1,202","1,256","1,526",905,682,"1,233",,
2021,1,30,"30,043","2,998",238,165,446,537,594,457,320,160,117,"1,150","2,862","3,470","1,527","2,559","3,058","3,726","1,688","1,125","2,846",,
2021,1,40,"35,393","3,686",215,206,509,642,622,543,412,218,210,"2,148","3,054","4,219","2,862","3,157","3,790","3,183","1,978",958,"2,781",,
2021,1,50,"23,693","3,552",321,304,646,908,710,730,589,415,253,"1,340","1,613","2,405","1,462","1,598","1,647","1,844","1,156",799,"1,401",,
2021,1,60,"15,140","2,698",283,369,540,929,611,740,545,494,225,588,786,"1,090",562,878,"1,085",946,618,407,746,,
2021,1,70,"6,659","1,366",121,195,271,547,290,411,294,265,120,221,252,453,218,367,394,288,218,117,251,,
2021,1,80,"2,436",575,52,96,145,226,136,215,190,113,65,61,53,126,49,104,85,45,38,26,36,,
2021,1,90,265,62,1,17,17,24,12,18,15,8,5,10,10,19,10,11,10,6,5,3,2,,
2021,1,100,10,3,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,,
2021,2,총,"179,528","22,426","1,568","1,647","3,446","4,726","3,952","4,087","3,006","1,923","1,299","9,460","14,628","19,656","11,707","14,295","16,849","16,357","9,484","5,562","13,450",,
2021,2,0,"24,220","1,653",44,41,166,154,119,155,96,31,55,"1,347","2,233","3,001","1,829","2,361","3,052","2,986","1,598",879,"2,420",,
2021,2,10,"21,778","2,133",50,66,206,196,153,233,220,61,89,"1,682","1,943","2,730","2,262","2,058","2,450","1,745","1,286",540,"1,675",,
2021,2,20,"19,239","3,651",235,187,487,543,653,572,328,155,159,903,"1,657","2,017",903,"1,201","1,254","1,515",900,681,"1,238",,
2021,2,30,"30,063","3,006",239,168,459,551,612,466,317,157,114,"1,142","2,904","3,503","1,522","2,546","3,016","3,724","1,664","1,120","2,833",,
2021,2,40,"35,638","3,701",213,204,509,642,635,549,406,218,205,"2,150","3,132","4,270","2,856","3,147","3,821","3,215","1,973",966,"2,826",,
2021,2,50,"23,872","3,559",325,302,648,900,731,723,591,421,258,"1,354","1,644","2,416","1,479","1,614","1,660","1,862","1,178",806,"1,401",,
2021,2,60,"15,313","2,716",286,366,539,949,611,746,553,491,227,590,802,"1,110",578,883,"1,099",966,622,419,760,,
2021,2,70,"6,675","1,369",122,200,269,538,289,408,291,265,120,219,250,464,216,367,401,289,219,123,256,,
2021,2,80,"2,452",572,53,96,144,228,136,218,189,113,66,62,54,126,52,107,85,48,39,25,39,,
2021,2,90,267,63,1,16,18,24,13,17,15,9,5,11,9,19,9,11,11,6,5,3,2,,
2021,2,100,11,3,0,1,1,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,,
2021,3,총,"180,030","22,480","1,576","1,653","3,451","4,720","3,969","4,070","2,985","1,886","1,285","9,458","15,019","19,733","11,691","14,319","16,833","16,428","9,474","5,558","13,442",,
2021,3,0,"24,191","1,630",46,44,170,154,125,159,95,29,52,"1,323","2,289","2,996","1,809","2,366","3,017","2,997","1,588",876,"2,426",,
2021,3,10,"21,879","2,134",54,66,201,192,152,227,217,62,86,"1,699","1,998","2,736","2,266","2,056","2,464","1,762","1,291",539,"1,677",,
2021,3,20,"19,340","3,688",238,191,479,539,655,570,335,153,162,896,"1,712","2,046",905,"1,204","1,243","1,526",906,679,"1,213",,
2021,3,30,"30,060","3,027",244,170,469,554,616,471,308,157,117,"1,130","2,937","3,514","1,512","2,556","3,010","3,692","1,639","1,109","2,828",,
2021,3,40,"35,685","3,697",218,207,507,637,644,541,398,214,198,"2,155","3,224","4,265","2,840","3,133","3,809","3,248","1,961",970,"2,819",,
2021,3,50,"23,984","3,545",324,296,640,889,727,707,581,413,257,"1,364","1,722","2,429","1,489","1,631","1,671","1,885","1,200",806,"1,408",,
2021,3,60,"15,478","2,743",282,369,552,959,606,756,561,481,226,601,818,"1,134",587,893,"1,123",972,626,425,764,,
2021,3,70,"6,688","1,373",120,203,270,543,292,404,289,260,119,218,254,465,221,359,403,290,217,124,264,,
2021,3,80,"2,455",578,48,93,145,227,140,219,186,107,63,61,57,128,53,111,82,49,41,26,41,,
2021,3,90,263,64,2,13,17,25,12,16,15,9,5,11,8,20,8,10,11,6,5,4,2,,
2021,3,100,7,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,
2021,4,총,"180,462","22,487","1,586","1,653","3,426","4,744","3,991","4,051","2,962","1,891","1,281","9,447","15,286","19,768","11,689","14,295","16,834","16,524","9,493","5,576","13,478",,
2021,4,0,"24,138","1,621",48,44,168,157,128,160,94,31,53,"1,321","2,317","2,977","1,798","2,353","2,997","2,979","1,588",872,"2,432",,
2021,4,10,"21,991","2,125",53,66,200,187,154,221,212,62,83,"1,697","2,035","2,754","2,274","2,068","2,475","1,778","1,306",541,"1,700",,
2021,4,20,"19,408","3,690",237,189,466,553,657,565,335,156,164,894,"1,752","2,050",899,"1,202","1,236","1,578",910,682,"1,193",,
2021,4,30,"30,026","3,035",247,171,472,551,615,463,304,155,117,"1,124","2,962","3,523","1,512","2,541","2,983","3,709","1,620","1,104","2,818",,
2021,4,40,"35,767","3,698",217,209,506,640,645,540,390,217,198,"2,135","3,290","4,251","2,825","3,125","3,830","3,258","1,972",979,"2,842",,
2021,4,50,"24,073","3,531",326,295,627,896,733,704,578,412,256,"1,380","1,768","2,446","1,498","1,637","1,676","1,881","1,198",815,"1,416",,
2021,4,60,"15,637","2,772",288,369,558,965,616,758,560,483,223,604,841,"1,154",600,889,"1,136",992,636,426,767,,
2021,4,70,"6,681","1,364",120,204,268,543,290,402,287,259,119,221,258,460,221,361,405,290,216,126,267,,
2021,4,80,"2,469",586,47,92,144,226,141,223,187,106,63,60,55,131,53,109,85,51,42,27,41,,
2021,4,90,265,64,3,13,16,25,12,15,15,9,5,11,8,22,8,10,11,7,5,4,2,,
2021,4,100,7,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,
2021,5,총,"180,778","22,480","1,583","1,663","3,419","4,738","3,993","4,038","2,965","1,879","1,270","9,438","15,315","19,834","11,688","14,294","16,848","16,640","9,491","5,595","13,607",,
2021,5,0,"24,055","1,608",47,45,165,157,124,158,94,31,49,"1,311","2,306","2,960","1,785","2,338","2,991","2,968","1,590",879,"2,449",,
2021,5,10,"22,029","2,115",50,65,201,183,153,219,211,62,82,"1,682","2,047","2,760","2,277","2,079","2,477","1,801","1,314",547,"1,704",,
2021,5,20,"19,507","3,708",238,188,470,549,667,555,340,155,164,910,"1,736","2,073",911,"1,196","1,231","1,625",903,676,"1,212",,
2021,5,30,"29,930","3,036",245,170,464,542,606,453,304,151,115,"1,122","2,955","3,540","1,505","2,535","2,962","3,694","1,606","1,102","2,823",,
2021,5,40,"35,768","3,671",219,211,509,645,636,540,387,217,191,"2,119","3,299","4,244","2,806","3,122","3,844","3,288","1,965",984,"2,871",,
