년도,월,나이,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동,경상북도 구미시 산동읍,경상북도 구미시 공단동,경상북도 구미시 원평동
2020,1,90,902,118,120,30,26,28,54,26,24,30,23,14,53,11,68,31,22,9,8,5,3,5,8,43,21,63,20,39,,,
2020,1,100,41,4,8,1,1,1,2,0,1,3,3,1,0,1,3,0,2,0,3,0,0,1,0,1,0,2,2,1,,,
2020,2,총,"204,295","7,747","18,249",962,867,"1,124","2,036","12,271","1,592","8,272","1,760","1,649","15,666","1,109","23,670","7,770","8,845","1,507","1,530","2,919","3,286","2,034","2,137","14,048","9,496","23,934","7,563","22,252",,,
2020,2,0,"20,859",488,"1,639",24,10,21,32,"2,660",28,449,37,48,"1,208",38,"2,517",564,459,91,124,327,459,315,178,"1,384","1,175","2,477",513,"3,594",,,
2020,2,10,"22,175",595,"1,884",32,40,60,83,947,97,673,63,74,"1,866",64,"3,102",866,997,99,113,247,336,102,185,"1,790","1,245","2,937",569,"3,109",,,
2020,2,20,"26,180",673,"2,117",43,32,64,131,"1,517",131,"1,170",241,128,"1,893",110,"2,686",945,"1,260",238,204,476,429,301,304,"1,852","1,155","3,380","2,179","2,521",,,
2020,2,30,"31,759",664,"2,248",40,29,37,81,"3,620",88,"1,016",257,104,"1,868",69,"3,317",896,856,177,233,562,626,500,305,"1,936","1,573","4,404","1,684","4,569",,,
2020,2,40,"36,585","1,012","3,156",58,50,86,166,"1,734",176,"1,316",298,168,"2,860",130,"4,722","1,463","1,697",195,191,480,578,278,363,"3,035","2,056","4,586","1,145","4,586",,,
2020,2,50,"33,697","1,536","3,758",166,151,169,338,904,300,"1,725",345,350,"3,236",242,"4,122","1,626","2,090",294,320,515,529,317,408,"2,479","1,420","3,330",797,"2,230",,,
2020,2,60,"17,862","1,212","1,730",218,196,246,437,442,294,"1,246",283,387,"1,676",243,"1,984",860,957,226,169,193,227,167,229,880,500,"1,574",410,876,,,
2020,2,70,"8,813",792,934,175,159,224,406,227,250,457,143,257,657,128,763,336,347,135,103,74,67,38,113,423,226,759,152,468,,,
2020,2,80,"5,407",647,654,171,173,188,306,192,202,188,67,118,348,72,388,183,158,42,62,40,33,10,43,225,126,421,90,260,,,
2020,2,90,917,123,121,34,26,28,54,28,25,29,23,14,54,12,68,31,21,10,8,5,2,5,9,43,20,64,22,38,,,
2020,2,100,41,5,8,1,1,1,2,0,1,3,3,1,0,1,1,0,3,0,3,0,0,1,0,1,0,2,2,1,,,
2020,3,총,"203,863","7,725","18,175",954,866,"1,118","2,014","12,353","1,596","8,252","1,752","1,645","15,649","1,106","23,578","7,752","8,810","1,495","1,527","2,921","3,290","2,037","2,122","13,991","9,480","23,901","7,526","22,228",,,
2020,3,0,"20,779",478,"1,637",23,10,23,31,"2,677",30,448,37,44,"1,211",40,"2,491",560,451,89,129,334,458,307,179,"1,370","1,166","2,458",508,"3,590",,,
2020,3,10,"22,035",590,"1,854",33,38,56,81,960,98,668,63,72,"1,843",66,"3,079",857,990,98,108,244,335,103,186,"1,781","1,239","2,924",564,"3,105",,,
2020,3,20,"25,990",665,"2,093",40,35,64,126,"1,518",130,"1,168",238,130,"1,887",108,"2,655",943,"1,252",232,199,474,429,305,293,"1,840","1,153","3,363","2,156","2,494",,,
2020,3,30,"31,585",660,"2,224",37,27,37,78,"3,634",88,"1,012",257,106,"1,869",67,"3,283",890,856,177,229,560,628,500,307,"1,916","1,560","4,373","1,685","4,525",,,
2020,3,40,"36,502","1,007","3,137",55,50,83,165,"1,765",175,"1,300",300,166,"2,828",133,"4,716","1,457","1,666",191,196,474,580,278,362,"3,016","2,044","4,601","1,146","4,611",,,
2020,3,50,"33,778","1,536","3,771",165,150,166,333,913,299,"1,719",343,351,"3,249",237,"4,141","1,623","2,097",293,315,522,528,320,400,"2,495","1,437","3,342",791,"2,242",,,
2020,3,60,"17,993","1,221","1,744",221,194,245,434,443,292,"1,261",284,380,"1,695",244,"1,993",867,966,230,173,193,229,170,229,887,509,"1,588",412,889,,,
2020,3,70,"8,826",785,937,173,161,224,406,223,252,454,142,262,660,127,769,341,348,134,105,72,66,38,112,421,225,763,156,470,,,
2020,3,80,"5,423",655,647,172,172,191,307,192,205,191,66,118,351,72,384,183,161,42,62,43,34,10,45,224,125,425,85,261,,,
2020,3,90,912,124,124,34,27,28,51,28,25,28,19,15,56,11,66,31,21,9,8,5,3,5,9,40,22,62,21,40,,,
2020,3,100,40,4,7,1,2,1,2,0,2,3,3,1,0,1,1,0,2,0,3,0,0,1,0,1,0,2,2,1,,,
2020,4,총,"203,677","7,685","18,140",952,858,"1,111","2,009","12,430","1,590","8,257","1,754","1,644","15,631","1,113","23,524","7,722","8,774","1,488","1,525","2,924","3,308","2,041","2,131","13,932","9,471","23,884","7,491","22,288",,,
2020,4,0,"20,722",470,"1,637",23,10,22,30,"2,704",29,444,36,43,"1,206",43,"2,476",559,445,83,131,336,460,305,186,"1,358","1,162","2,454",503,"3,567",,,
2020,4,10,"21,929",580,"1,840",33,37,55,82,970,97,661,62,72,"1,839",67,"3,060",841,979,100,105,239,335,105,186,"1,771","1,244","2,903",563,"3,103",,,
2020,4,20,"25,856",645,"2,072",40,33,62,120,"1,506",126,"1,184",243,134,"1,869",107,"2,649",936,"1,243",227,197,471,434,305,295,"1,819","1,139","3,355","2,129","2,516",,,
2020,4,30,"31,508",660,"2,209",36,27,35,81,"3,664",86,"1,004",255,102,"1,865",66,"3,271",886,841,176,229,560,636,498,306,"1,898","1,559","4,343","1,694","4,521",,,
2020,4,40,"36,463",990,"3,123",53,49,83,163,"1,784",172,"1,284",298,167,"2,820",135,"4,693","1,457","1,663",195,193,474,582,280,362,"3,000","2,036","4,621","1,143","4,643",,,
2020,4,50,"33,857","1,537","3,797",165,149,163,329,916,302,"1,738",346,342,"3,263",238,"4,165","1,609","2,085",288,315,528,528,321,396,"2,508","1,440","3,353",776,"2,260",,,
2020,4,60,"18,116","1,232","1,750",220,192,242,437,442,292,"1,266",285,384,"1,701",244,"1,999",877,982,232,177,191,229,171,234,891,521,"1,602",418,905,,,
2020,4,70,"8,823",784,938,174,159,225,402,224,253,458,140,264,657,130,758,343,350,134,105,75,63,40,112,422,222,767,157,467,,,
2020,4,80,"5,442",657,642,173,173,195,312,191,206,186,66,119,357,70,386,183,162,44,62,45,38,10,45,221,126,424,85,264,,,
2020,4,90,920,125,125,34,27,28,51,29,25,29,20,16,54,12,66,31,22,9,8,5,3,5,9,43,22,60,21,41,,,
2020,4,100,41,5,7,1,2,1,2,0,2,3,3,1,0,1,1,0,2,0,3,0,0,1,0,1,0,2,2,1,,,
2020,5,총,"203,565","7,659","18,135",953,863,"1,105","2,009","12,484","1,588","8,229","1,750","1,633","15,597","1,100","23,468","7,710","8,750","1,500","1,516","2,921","3,316","2,046","2,133","13,909","9,480","23,851","7,504","22,356",,,
2020,5,0,"20,637",465,"1,635",24,11,23,30,"2,718",29,446,36,42,"1,192",41,"2,462",553,437,79,130,337,461,305,186,"1,333","1,165","2,428",498,"3,571",,,
2020,5,10,"21,847",578,"1,815",33,37,54,82,979,96,653,57,70,"1,835",66,"3,056",834,970,100,105,240,334,105,180,"1,764","1,239","2,898",563,"3,104",,,
2020,5,20,"25,787",636,"2,068",39,33,60,122,"1,499",126,"1,178",245,135,"1,844",103,"2,633",935,"1,244",233,193,461,438,303,299,"1,824","1,129","3,352","2,135","2,520",,,
2020,5,30,"31,433",650,"2,220",36,27,33,79,"3,688",86,994,259,101,"1,863",62,"3,230",883,834,174,226,558,641,499,307,"1,886","1,553","4,331","1,686","4,527",,,
2020,5,40,"36,394",984,"3,089",53,49,80,160,"1,793",170,"1,280",295,159,"2,820",135,"4,686","1,441","1,653",198,195,467,577,282,358,"2,987","2,048","4,614","1,158","4,663",,,
2020,5,50,"33,940","1,531","3,822",164,152,165,337,915,302,"1,729",351,339,"3,262",232,"4,168","1,622","2,069",293,311,538,532,321,401,"2,522","1,442","3,359",776,"2,285",,,
2020,5,60,"18,223","1,235","1,769",221,192,244,431,446,294,"1,269",282,386,"1,712",245,"2,014",887,997,233,178,194,229,174,231,898,527,"1,606",420,909,,,
2020,5,70,"8,891",791,942,176,156,224,405,224,252,462,138,265,656,131,766,345,356,137,106,75,63,41,117,427,225,778,161,472,,,
2020,5,80,"5,449",664,640,173,176,194,310,193,206,187,65,119,358,72,386,179,165,43,61,46,38,10,44,223,127,423,85,262,,,
2020,5,90,923,121,128,33,28,27,51,28,25,28,19,16,55,12,66,31,23,10,8,5,3,5,10,44,25,60,20,42,,,
2020,5,100,41,4,7,1,2,1,2,1,2,3,3,1,0,1,1,0,2,0,3,0,0,1,0,1,0,2,2,1,,,
2020,6,총,"203,260","7,644","18,112",951,860,"1,097","2,005","12,557","1,576","8,458","1,741","1,616","15,503","1,100","23,404","7,627","8,727","1,479","1,506","2,921","3,343","2,031","2,121","13,846","9,441","23,766","7,465","22,363",,,
2020,6,0,"20,575",463,"1,637",24,10,22,30,"2,735",30,483,35,39,"1,192",41,"2,437",541,429,74,130,338,471,300,185,"1,311","1,160","2,416",491,"3,551",,,
2020,6,10,"21,776",582,"1,804",32,36,53,83,987,94,663,59,69,"1,822",67,"3,049",819,959,100,105,237,332,103,180,"1,746","1,231","2,896",559,"3,109",,,
2020,6,20,"25,626",627,"2,033",39,34,58,121,"1,476",123,"1,228",241,135,"1,812",99,"2,637",924,"1,244",224,190,460,442,300,295,"1,811","1,114","3,317","2,113","2,529",,,
2020,6,30,"31,325",648,"2,218",37,26,31,81,"3,723",83,"1,051",247,102,"1,833",63,"3,188",875,825,167,220,559,651,489,303,"1,884","1,530","4,294","1,683","4,514",,,
2020,6,40,"36,334",975,"3,084",52,49,83,158,"1,807",163,"1,309",298,155,"2,810",136,"4,687","1,415","1,641",200,195,461,582,283,356,"2,956","2,043","4,611","1,154","4,671",,,
2020,6,50,"33,944","1,529","3,820",162,153,161,338,933,303,"1,758",352,334,"3,241",230,"4,154","1,602","2,066",292,305,545,528,322,403,"2,536","1,456","3,341",779,"2,301",,,
2020,6,60,"18,356","1,236","1,799",223,192,246,429,442,294,"1,285",283,386,"1,729",246,"2,027",897,"1,013",232,181,196,235,175,229,905,527,"1,613",421,915,,,
2020,6,70,"8,911",789,946,174,157,222,405,227,254,464,142,260,655,131,768,348,360,138,107,76,62,43,116,429,224,787,160,467,,,
2020,6,80,"5,458",671,636,174,173,192,309,198,205,187,64,119,356,73,392,177,165,43,62,44,37,10,45,223,130,426,83,264,,,
2020,6,90,913,120,128,33,28,28,48,28,25,27,17,16,53,13,64,29,23,9,8,5,3,5,9,44,26,63,20,41,,,
2020,6,100,42,4,7,1,2,1,3,1,2,3,3,1,0,1,1,0,2,0,3,0,0,1,0,1,0,2,2,1,,,
2020,7,총,"203,046","7,642","18,098",946,853,"1,095","1,998","12,599","1,565","12,359","1,734","1,609","15,455","1,100","19,519","7,610","8,691","1,482","1,495","2,916","3,342","2,037","2,103","13,791","9,444","23,736","7,471","22,356",,,
2020,7,0,"20,480",462,"1,633",22,8,21,29,"2,737",29,941,36,35,"1,189",41,"1,959",537,427,70,132,339,476,300,178,"1,295","1,164","2,406",485,"3,529",,,
2020,7,10,"21,725",582,"1,788",31,34,50,81,"1,010",91,"1,245",59,70,"1,811",65,"2,458",818,954,102,104,237,333,103,178,"1,746","1,227","2,880",552,"3,116",,,
2020,7,20,"25,521",626,"2,020",40,33,58,123,"1,458",125,"1,558",235,134,"1,799",99,"2,320",912,"1,223",226,191,447,435,303,287,"1,806","1,106","3,321","2,112","2,524",,,
2020,7,30,"31,207",645,"2,207",36,25,32,79,"3,732",81,"1,576",248,99,"1,827",64,"2,663",866,820,168,218,561,652,483,302,"1,856","1,528","4,267","1,685","4,487",,,
2020,7,40,"36,304",971,"3,073",51,48,84,158,"1,836",162,"2,108",295,154,"2,793",134,"3,867","1,417","1,627",195,194,460,574,287,351,"2,942","2,051","4,619","1,156","4,697",,,
2020,7,50,"33,967","1,526","3,832",161,150,158,335,929,298,"2,398",349,338,"3,235",233,"3,524","1,606","2,061",296,301,546,535,322,405,"2,533","1,458","3,341",785,"2,312",,,
2020,7,60,"18,485","1,241","1,823",223,195,247,425,446,295,"1,667",281,383,"1,733",246,"1,682",899,"1,029",234,181,198,234,178,235,913,532,"1,624",427,914,,,
2020,7,70,"8,936",796,947,173,157,223,405,224,252,592,144,258,658,132,645,348,359,137,106,79,63,44,114,432,226,789,162,471,,,
2020,7,80,"5,468",669,641,175,172,192,312,199,205,236,66,122,357,73,339,178,167,45,59,44,37,11,46,224,128,424,84,263,,,
2020,7,90,911,120,127,33,29,29,48,27,25,35,18,15,53,12,61,29,22,9,6,5,3,5,7,43,24,63,21,42,,,
2020,7,100,42,4,7,1,2,1,3,1,2,3,3,1,0,1,1,0,2,0,3,0,0,1,0,1,0,2,2,1,,,
2020,8,총,"202,755","7,625","18,016",950,851,"1,086","1,998","12,622","1,546","12,401","1,724","1,598","15,425","1,096","19,509","7,573","8,701","1,485","1,485","2,903","3,363","2,045","2,092","13,751","9,421","23,684","7,474","22,331",,,
2020,8,0,"20,352",457,"1,614",22,8,20,32,"2,750",28,943,35,37,"1,183",43,"1,954",527,426,72,128,336,479,303,171,"1,281","1,146","2,387",477,"3,493",,,
2020,8,10,"21,699",586,"1,785",30,34,49,80,"1,019",90,"1,245",60,67,"1,809",65,"2,444",810,950,100,104,239,332,107,180,"1,742","1,224","2,869",554,"3,125",,,
2020,8,20,"25,380",613,"1,990",42,32,58,121,"1,425",118,"1,571",234,135,"1,779",98,"2,334",914,"1,214",230,188,439,437,303,280,"1,796","1,104","3,303","2,100","2,522",,,
2020,8,30,"31,055",638,"2,184",36,25,31,80,"3,751",78,"1,579",245,97,"1,820",63,"2,636",857,814,167,217,558,661,485,304,"1,843","1,515","4,230","1,684","4,457",,,
2020,8,40,"36,256",974,"3,057",53,50,80,158,"1,841",157,"2,106",287,152,"2,775",133,"3,860","1,401","1,620",195,196,458,570,288,350,"2,929","2,055","4,632","1,168","4,711",,,
2020,8,50,"33,987","1,517","3,836",159,147,153,332,933,300,"2,394",352,334,"3,238",232,"3,527","1,602","2,071",294,297,544,547,317,401,"2,547","1,454","3,340",791,"2,328",,,
2020,8,60,"18,644","1,251","1,843",224,193,252,428,452,292,"1,690",278,385,"1,751",247,"1,696",900,"1,050",235,181,202,234,179,238,917,539,"1,643",427,917,,,
2020,8,70,"8,949",792,941,173,156,222,405,226,251,591,146,256,665,128,656,352,364,138,106,75,63,45,115,427,232,788,164,472,,,
2020,8,80,"5,473",673,638,177,175,191,306,198,205,245,64,119,354,74,340,182,166,45,59,46,36,11,45,225,127,424,87,261,,,
2020,8,90,915,120,121,33,29,29,53,25,25,34,20,15,50,12,61,28,23,9,6,6,4,6,8,43,25,66,20,44,,,
2020,8,100,45,4,7,1,2,1,3,2,2,3,3,1,1,1,1,0,3,0,3,0,0,1,0,1,0,2,2,1,,,
2020,9,총,"202,770","7,612","17,996",952,850,"1,074","1,992","12,672","1,544","12,415","1,717","1,596","15,378","1,101","19,496","7,514","8,600","1,481","1,483","2,900","3,373","2,015","2,081","14,232","9,255","23,636","7,481","22,324",,,
2020,9,0,"20,264",450,"1,596",22,7,19,33,"2,767",27,936,36,39,"1,171",45,"1,943",519,416,70,129,334,488,297,170,"1,328","1,124","2,352",470,"3,476",,,
2020,9,10,"21,666",583,"1,789",30,35,46,78,"1,034",91,"1,250",60,66,"1,798",66,"2,419",802,928,98,104,236,328,106,177,"1,792","1,193","2,883",550,"3,124",,,
2020,9,20,"25,343",614,"1,975",43,33,56,122,"1,412",119,"1,561",228,136,"1,770",95,"2,333",898,"1,193",232,185,440,436,300,281,"1,886","1,078","3,293","2,106","2,518",,,
2020,9,30,"30,941",631,"2,174",36,26,31,77,"3,762",78,"1,579",244,94,"1,799",63,"2,636",846,809,167,217,550,665,472,298,"1,898","1,497","4,197","1,673","4,422",,,
2020,9,40,"36,283",975,"3,048",52,50,77,158,"1,861",159,"2,108",288,154,"2,758",136,"3,852","1,383","1,576",189,199,458,564,284,350,"3,057","1,996","4,615","1,191","4,745",,,
2020,9,50,"34,095","1,512","3,848",160,149,150,331,930,291,"2,402",352,332,"3,235",232,"3,541","1,602","2,072",293,297,548,552,313,400,"2,632","1,445","3,357",777,"2,342",,,
2020,9,60,"18,770","1,264","1,852",225,192,258,423,458,297,"1,690",281,384,"1,766",249,"1,711",902,"1,052",235,179,205,238,180,239,939,541,"1,653",438,919,,,
2020,9,70,"8,974",798,937,172,154,221,406,222,249,601,146,257,672,127,660,351,367,142,106,77,62,44,115,421,233,796,167,471,,,
2020,9,80,"5,461",659,645,178,173,185,308,199,205,249,60,118,357,73,340,185,160,45,58,44,36,12,43,231,126,423,88,261,,,
2020,9,90,926,122,125,33,29,30,53,25,26,36,18,15,51,14,60,26,24,10,6,8,4,6,8,47,21,65,19,45,,,
2020,9,100,47,4,7,1,2,1,3,2,2,3,4,1,1,1,1,0,3,0,3,0,0,1,0,1,1,2,2,1,,,
2020,10,총,"202,791","7,624","17,976",944,849,"1,081","1,991","12,713","1,544","12,416","1,717","1,588","15,369","1,102","19,488","7,479","8,537","1,472","1,485","2,899","3,385","1,996","2,044","14,600","9,170","23,571","7,455","22,296",,,
2020,10,0,"20,149",445,"1,582",22,7,21,33,"2,787",27,933,36,40,"1,166",44,"1,927",519,416,71,128,329,500,291,157,"1,373","1,095","2,308",462,"3,430",,,
2020,10,10,"21,637",584,"1,783",28,35,45,75,"1,045",92,"1,244",58,67,"1,788",64,"2,423",795,917,92,104,237,320,108,172,"1,810","1,189","2,881",541,"3,140",,,
2020,10,20,"25,315",613,"1,963",41,32,56,120,"1,397",118,"1,582",229,131,"1,771",99,"2,329",880,"1,180",232,187,434,439,292,279,"1,974","1,067","3,275","2,083","2,512",,,
2020,10,30,"30,847",628,"2,158",36,26,33,78,"3,759",78,"1,568",243,99,"1,798",64,"2,621",850,792,165,214,552,674,463,288,"1,956","1,459","4,173","1,687","4,385",,,
2020,10,40,"36,277",968,"3,048",50,49,77,159,"1,879",160,"2,094",290,155,"2,746",132,"3,836","1,370","1,550",184,202,461,557,286,343,"3,134","1,989","4,613","1,178","4,767",,,
2020,10,50,"34,179","1,513","3,855",158,150,154,336,938,286,"2,400",351,322,"3,225",232,"3,564","1,597","2,059",297,295,547,551,312,401,"2,693","1,442","3,358",786,"2,357",,,
2020,10,60,"18,957","1,280","1,881",227,192,257,423,461,301,"1,699",282,385,"1,789",251,"1,726",909,"1,061",233,183,209,242,180,238,961,545,"1,676",438,928,,,
2020,10,70,"8,977",801,928,172,154,223,404,221,249,609,146,254,673,128,661,349,371,143,105,76,62,44,112,422,236,797,171,466,,,
2020,10,80,"5,476",661,645,176,173,185,309,200,204,246,60,119,362,73,341,185,162,44,58,46,36,13,45,232,126,422,87,266,,,
2020,10,90,932,127,126,34,29,29,51,24,27,38,19,15,50,14,59,25,26,11,6,8,4,6,9,44,21,66,20,44,,,
2020,10,100,45,4,7,0,2,1,3,2,2,3,3,1,1,1,1,0,3,0,3,0,0,1,0,1,1,2,2,1,,,
2020,11,총,"202,645","7,608","17,980",946,849,"1,076","1,984","12,752","1,543","12,383","1,713","1,560","15,317","1,099","19,486","7,429","8,499","1,470","1,487","2,894","3,402","1,984","2,031","14,761","9,116","23,533","7,470","22,273",,,
2020,11,0,"20,106",440,"1,586",23,7,22,33,"2,780",27,925,39,37,"1,149",45,"1,928",514,411,71,130,332,505,285,151,"1,402","1,086","2,297",459,"3,422",,,
2020,11,10,"21,555",582,"1,777",29,35,45,75,"1,061",90,"1,233",57,63,"1,785",62,"2,421",777,903,87,103,238,317,109,174,"1,818","1,170","2,879",538,"3,127",,,
2020,11,20,"25,285",602,"1,953",40,30,56,121,"1,393",117,"1,571",225,127,"1,744",97,"2,332",884,"1,180",238,190,428,438,287,275,"2,002","1,075","3,272","2,085","2,523",,,
2020,11,30,"30,749",631,"2,153",38,25,31,76,"3,763",77,"1,572",245,96,"1,776",66,"2,603",849,772,170,212,554,676,464,286,"1,996","1,439","4,141","1,692","4,346",,,
2020,11,40,"36,202",957,"3,044",49,50,71,158,"1,892",159,"2,082",290,151,"2,726",131,"3,829","1,350","1,539",179,200,458,563,286,339,"3,145","1,974","4,615","1,189","4,776",,,
2020,11,50,"34,220","1,510","3,854",161,154,158,335,945,285,"2,388",350,317,"3,232",231,"3,583","1,584","2,061",290,295,541,556,312,403,"2,725","1,440","3,364",781,"2,365",,,
2020,11,60,"19,073","1,290","1,903",227,192,255,421,469,304,"1,714",280,382,"1,810",251,"1,721",914,"1,070",237,184,212,244,176,236,975,549,"1,682",444,931,,,
2020,11,70,"8,982",801,923,172,148,221,403,220,250,611,145,252,680,129,666,347,373,144,106,77,63,45,113,419,238,790,173,473,,,
2020,11,80,"5,484",661,655,175,176,187,307,200,203,246,59,118,363,72,340,185,162,44,57,46,36,13,47,232,123,423,88,266,,,
2020,11,90,942,129,125,32,30,29,51,27,29,38,20,16,51,14,62,25,25,10,7,8,4,6,7,46,21,68,19,43,,,
2020,11,100,47,5,7,0,2,1,4,2,2,3,3,1,1,1,1,0,3,0,3,0,0,1,0,1,1,2,2,1,,,
2020,12,총,"202,608","7,584","17,971",946,844,"1,080","1,981","12,736","1,546","12,371","1,695","1,555","15,269","1,084","19,455","7,425","8,456","1,474","1,485","2,887","3,415","1,999","2,034","14,851","9,097","23,498","7,539","22,331",,,
2020,12,0,"20,054",440,"1,581",23,7,24,32,"2,766",27,922,36,37,"1,133",41,"1,920",519,404,73,126,330,509,291,152,"1,424","1,082","2,275",460,"3,420",,,
2020,12,10,"21,510",577,"1,775",32,34,43,73,"1,070",91,"1,221",53,63,"1,770",60,"2,413",769,894,86,103,240,316,110,174,"1,812","1,172","2,876",536,"3,147",,,
2020,12,20,"25,258",593,"1,959",38,30,57,120,"1,384",114,"1,570",226,129,"1,734",90,"2,317",883,"1,168",236,193,418,437,278,276,"2,008","1,052","3,292","2,123","2,533",,,
2020,12,30,"30,683",634,"2,144",39,26,34,76,"3,766",79,"1,583",237,91,"1,765",64,"2,578",849,755,175,205,557,680,473,279,"1,998","1,448","4,094","1,725","4,329",,,
2020,12,40,"36,167",947,"3,016",49,49,73,158,"1,903",161,"2,063",291,149,"2,712",126,"3,832","1,332","1,537",180,200,455,571,290,340,"3,150","1,970","4,625","1,190","4,798",,,
2020,12,50,"34,190","1,507","3,859",162,152,159,336,942,284,"2,378",348,312,"3,222",229,"3,569","1,586","2,048",288,295,545,553,309,405,"2,756","1,430","3,370",776,"2,370",,,
2020,12,60,"19,236","1,299","1,915",226,192,254,422,463,307,"1,733",274,385,"1,829",256,"1,748",929,"1,080",234,189,212,244,181,239,992,553,"1,688",448,944,,,
2020,12,70,"9,002",797,931,171,147,220,404,214,248,608,147,251,682,132,669,343,380,147,106,77,67,47,112,426,244,786,171,475,,,
2020,12,80,"5,516",655,660,175,176,186,309,199,203,252,59,122,370,71,343,190,162,45,58,45,34,13,50,238,125,420,88,268,,,
2020,12,90,947,130,125,31,30,29,47,27,30,38,21,15,51,14,65,25,25,10,7,8,4,6,7,46,20,70,20,46,,,
2020,12,100,45,5,6,0,1,1,4,2,2,3,3,1,1,1,1,0,3,0,3,0,0,1,0,1,1,2,2,1,,,
2021,1,총,"202,382","7,554","18,008",945,843,"1,083","1,973",0,"1,551","12,382","1,681","1,539","15,209","1,075","19,422","7,393","8,424","1,483","1,490","6,303",0,0,"2,036","14,872","9,064","23,483","7,525","22,298","12,741","2,005",
2021,1,0,"19,878",436,"1,566",22,7,24,32,0,24,913,33,37,"1,119",42,"1,887",516,393,74,130,828,0,0,154,"1,425","1,067","2,252",459,"3,382","2,768",288,
2021,1,10,"21,502",576,"1,791",33,34,43,74,0,95,"1,223",49,60,"1,763",60,"2,396",757,888,84,101,562,0,0,178,"1,809","1,165","2,862",536,"3,164","1,086",113,
2021,1,20,"25,150",589,"1,955",41,31,59,116,0,111,"1,569",223,130,"1,708",84,"2,331",864,"1,168",242,194,839,0,0,270,"2,017","1,050","3,302","2,108","2,517","1,351",281,
2021,1,30,"30,505",621,"2,139",37,25,33,73,0,80,"1,587",231,85,"1,735",60,"2,540",838,744,169,210,"1,244",0,0,277,"1,990","1,458","4,080","1,726","4,297","3,755",471,
