년도,월,나이,경상남도 통영시,경상남도 통영시 산양읍,경상남도 통영시 용남면,경상남도 통영시 도산면,경상남도 통영시 광도면,경상남도 통영시 욕지면,경상남도 통영시 한산면,경상남도 통영시 사량면,경상남도 통영시 도천동,경상남도 통영시 명정동,경상남도 통영시 중앙동,경상남도 통영시 정량동,경상남도 통영시 북신동,경상남도 통영시 미수동,경상남도 통영시 봉평동,경상남도 통영시 무전동
2020,2,90,485,50,54,30,61,17,22,16,41,20,14,29,40,25,41,25
2020,2,100,17,2,0,0,0,0,1,2,2,1,1,3,2,0,3,0
2020,3,총,"64,838","2,273","6,447","1,439","15,402",930,"1,023",757,"4,609","1,584","2,101","4,526","5,581","5,931","5,189","7,046"
2020,3,0,"5,229",72,710,37,"1,999",28,22,9,232,65,78,273,370,490,296,548
2020,3,10,"6,209",106,697,57,"1,885",38,29,20,444,103,120,327,466,692,457,768
2020,3,20,"5,290",129,539,74,"1,272",57,39,23,400,98,145,337,466,506,429,776
2020,3,30,"7,264",148,829,71,"2,617",40,40,26,362,97,131,416,566,657,457,807
2020,3,40,"9,905",201,"1,033",95,"2,979",98,67,49,607,155,218,559,785,"1,001",715,"1,343"
2020,3,50,"11,232",404,"1,031",233,"2,175",177,122,144,878,298,412,938,"1,049","1,063","1,009","1,299"
2020,3,60,"9,962",475,748,372,"1,371",226,216,161,825,337,486,919,"1,090",877,929,930
2020,3,70,"6,058",396,519,278,683,145,267,164,574,292,341,509,529,412,572,377
2020,3,80,"3,184",289,286,192,361,106,198,143,242,119,155,216,216,209,281,171
2020,3,90,488,51,55,30,60,15,22,16,43,19,14,29,42,24,41,27
2020,3,100,17,2,0,0,0,0,1,2,2,1,1,3,2,0,3,0
2020,4,총,"64,751","2,266","6,442","1,436","15,459",927,"1,018",754,"4,574","1,574","2,100","4,499","5,594","5,901","5,170","7,037"
2020,4,0,"5,175",73,703,35,"1,988",27,21,9,227,62,79,270,371,474,298,538
2020,4,10,"6,220",102,700,58,"1,907",39,30,20,437,103,121,320,471,694,457,761
2020,4,20,"5,254",131,528,71,"1,286",55,37,21,394,95,142,324,463,498,428,781
2020,4,30,"7,212",145,819,70,"2,598",38,39,26,352,97,129,419,565,656,453,806
2020,4,40,"9,896",200,"1,043",96,"2,996",100,68,49,606,149,218,547,792,988,700,"1,344"
2020,4,50,"11,206",402,"1,032",227,"2,182",173,120,141,873,297,412,939,"1,048","1,063","1,002","1,295"
2020,4,60,"10,017",472,751,376,"1,387",228,215,162,828,340,486,915,"1,101",881,938,937
2020,4,70,"6,063",397,523,280,692,143,264,164,568,290,342,513,524,416,569,378
2020,4,80,"3,193",291,288,192,361,109,201,143,244,121,155,218,215,206,279,170
2020,4,90,497,51,55,31,62,15,22,17,43,18,15,31,42,25,43,27
2020,4,100,18,2,0,0,0,0,1,2,2,2,1,3,2,0,3,0
2020,5,총,"64,634","2,266","6,438","1,428","15,440",926,"1,015",755,"4,544","1,573","2,110","4,479","5,599","5,877","5,152","7,032"
2020,5,0,"5,140",72,699,33,"1,985",27,21,9,226,64,77,262,366,465,298,536
2020,5,10,"6,229",104,701,58,"1,908",37,29,20,437,102,124,319,477,690,456,767
2020,5,20,"5,176",127,523,69,"1,276",55,38,21,379,96,138,320,450,495,417,772
2020,5,30,"7,156",149,812,70,"2,564",39,38,25,350,98,126,411,563,651,458,802
2020,5,40,"9,909",201,"1,052",91,"3,007",102,66,49,603,149,223,550,803,977,689,"1,347"
2020,5,50,"11,199",400,"1,033",230,"2,187",175,121,140,867,289,420,936,"1,047","1,065",994,"1,295"
2020,5,60,"10,023",471,750,373,"1,398",226,213,165,822,340,485,915,"1,102",882,938,943
2020,5,70,"6,087",398,522,281,690,141,261,165,570,292,346,511,535,422,574,379
2020,5,80,"3,192",291,290,192,361,108,203,141,246,123,154,221,212,203,283,164
2020,5,90,504,51,56,31,64,16,23,18,42,18,16,31,42,27,42,27
2020,5,100,19,2,0,0,0,0,2,2,2,2,1,3,2,0,3,0
2020,6,총,"64,497","2,254","6,407","1,432","15,424",919,"1,007",761,"4,551","1,561","2,100","4,469","5,586","5,865","5,144","7,017"
2020,6,0,"5,093",69,686,33,"1,965",24,20,10,229,62,77,260,367,468,295,528
2020,6,10,"6,213",105,702,58,"1,904",38,30,20,435,98,124,319,476,680,455,769
2020,6,20,"5,141",128,512,68,"1,284",54,36,21,375,95,133,317,448,495,414,761
2020,6,30,"7,108",145,808,71,"2,534",39,38,27,349,93,124,410,554,644,464,808
2020,6,40,"9,903",200,"1,041",92,"3,021",101,61,49,602,153,222,548,809,974,685,"1,345"
2020,6,50,"11,163",391,"1,038",226,"2,200",172,121,140,864,282,416,928,"1,038","1,067",988,"1,292"
2020,6,60,"10,060",476,754,377,"1,401",227,213,167,831,339,486,916,"1,107",883,940,943
2020,6,70,"6,107",397,523,283,696,140,262,165,572,295,343,513,536,426,576,380
2020,6,80,"3,190",290,287,193,355,108,202,142,250,124,158,224,209,202,282,164
2020,6,90,500,51,56,31,64,16,22,18,42,18,16,31,40,26,42,27
2020,6,100,19,2,0,0,0,0,2,2,2,2,1,3,2,0,3,0
2020,7,총,"64,433","2,252","6,407","1,427","15,409",914,"1,005",763,"4,543","1,551","2,095","4,477","5,574","5,847","5,144","7,025"
2020,7,0,"5,050",68,682,32,"1,948",23,20,10,227,58,77,260,360,460,290,535
2020,7,10,"6,210",103,698,56,"1,916",37,30,20,428,100,122,322,478,676,457,767
2020,7,20,"5,124",130,515,69,"1,278",51,36,20,382,94,130,316,442,496,413,752
2020,7,30,"7,056",141,802,70,"2,506",43,37,28,344,93,120,404,552,636,465,815
2020,7,40,"9,924",206,"1,048",95,"3,042",100,61,49,602,149,227,545,806,966,685,"1,343"
2020,7,50,"11,116",388,"1,029",220,"2,191",170,120,143,854,278,410,937,"1,033","1,068",986,"1,289"
2020,7,60,"10,126",477,765,377,"1,408",227,214,165,837,343,493,921,"1,114",888,948,949
2020,7,70,"6,112",396,526,285,702,140,259,167,576,293,343,511,536,423,572,383
2020,7,80,"3,202",290,287,194,354,107,205,140,250,124,157,229,212,207,281,165
2020,7,90,494,51,55,29,64,16,21,19,41,17,15,29,39,27,44,27
2020,7,100,19,2,0,0,0,0,2,2,2,2,1,3,2,0,3,0
2020,8,총,"64,269","2,244","6,376","1,420","15,393",913,993,764,"4,531","1,542","2,082","4,454","5,556","5,820","5,149","7,032"
2020,8,0,"5,000",67,673,31,"1,938",22,17,12,225,58,77,253,358,450,289,530
2020,8,10,"6,209",102,698,56,"1,921",37,29,20,423,98,120,326,476,669,460,774
2020,8,20,"5,073",126,508,68,"1,270",52,37,20,381,90,123,305,439,490,414,750
2020,8,30,"6,971",140,781,72,"2,491",43,35,25,337,90,116,398,544,625,463,811
2020,8,40,"9,926",201,"1,052",93,"3,047",99,57,52,600,151,224,549,803,967,686,"1,345"
2020,8,50,"11,065",389,"1,029",215,"2,189",170,121,139,855,279,408,923,"1,016","1,060",982,"1,290"
2020,8,60,"10,206",479,768,377,"1,416",227,214,170,838,342,500,935,"1,131",901,953,955
2020,8,70,"6,102",395,528,286,702,140,257,165,575,290,342,506,537,424,571,384
2020,8,80,"3,209",292,286,193,352,108,205,140,254,126,157,230,212,206,283,165
2020,8,90,490,51,53,29,67,15,19,19,41,16,14,26,39,28,45,28
2020,8,100,18,2,0,0,0,0,2,2,2,2,1,3,1,0,3,0
2020,9,총,"64,194","2,239","6,362","1,418","15,390",913,990,766,"4,518","1,541","2,064","4,453","5,562","5,808","5,147","7,023"
2020,9,0,"4,962",69,665,30,"1,934",20,16,11,223,58,73,248,356,442,285,532
2020,9,10,"6,217",104,694,57,"1,933",38,30,20,419,96,119,328,476,672,457,774
2020,9,20,"5,046",120,507,66,"1,258",53,37,20,378,91,126,298,442,494,412,744
2020,9,30,"6,904",141,773,70,"2,480",41,35,24,334,85,111,395,537,617,461,800
2020,9,40,"9,903",199,"1,052",93,"3,038",100,56,55,591,154,223,551,800,960,685,"1,346"
2020,9,50,"11,017",384,"1,022",215,"2,184",170,123,138,848,272,404,924,"1,017","1,057",974,"1,285"
2020,9,60,"10,321",480,781,381,"1,449",227,213,171,847,348,498,940,"1,143",908,966,969
2020,9,70,"6,075",394,527,282,692,141,252,164,575,290,338,508,537,421,574,380
2020,9,80,"3,235",295,287,195,357,108,208,142,260,128,157,231,213,209,282,163
2020,9,90,496,51,54,29,65,15,18,19,41,17,14,27,40,28,48,30
2020,9,100,18,2,0,0,0,0,2,2,2,2,1,3,1,0,3,0
2020,10,총,"64,061","2,226","6,361","1,417","15,384",912,984,761,"4,492","1,527","2,068","4,447","5,558","5,804","5,112","7,008"
2020,10,0,"4,907",70,658,30,"1,916",20,14,10,220,58,72,246,354,440,277,522
2020,10,10,"6,196",103,706,55,"1,925",38,30,20,417,95,122,326,477,666,449,767
2020,10,20,"5,027",117,502,67,"1,262",53,36,21,370,91,124,294,435,503,410,742
2020,10,30,"6,837",140,760,70,"2,452",42,34,22,337,86,114,398,528,608,454,792
2020,10,40,"9,883",196,"1,060",94,"3,057",98,57,52,580,149,225,539,807,953,674,"1,342"
2020,10,50,"10,995",382,"1,020",214,"2,182",171,123,136,841,265,404,922,"1,013","1,056",981,"1,285"
2020,10,60,"10,383",481,788,382,"1,472",228,211,176,845,347,499,947,"1,149",918,960,980
2020,10,70,"6,078",390,521,278,699,140,251,162,580,286,336,510,540,419,583,383
2020,10,80,"3,245",296,291,198,357,106,207,141,258,131,158,234,213,213,277,165
2020,10,90,492,49,55,29,62,16,19,19,42,17,13,28,41,28,44,30
2020,10,100,18,2,0,0,0,0,2,2,2,2,1,3,1,0,3,0
2020,11,총,"63,939","2,219","6,341","1,415","15,383",910,980,757,"4,480","1,528","2,046","4,439","5,538","5,798","5,091","7,014"
2020,11,0,"4,861",70,650,30,"1,908",19,15,9,212,58,69,241,349,438,273,520
2020,11,10,"6,176",101,700,56,"1,929",39,30,21,424,94,121,327,468,662,451,753
2020,11,20,"5,030",115,501,64,"1,272",52,35,22,362,88,121,289,446,498,410,755
2020,11,30,"6,764",142,745,69,"2,426",41,34,21,332,85,115,395,518,604,450,787
2020,11,40,"9,869",193,"1,060",92,"3,058",93,56,53,585,150,220,540,799,953,666,"1,351"
2020,11,50,"10,971",383,"1,028",214,"2,191",174,121,133,828,261,397,921,"1,012","1,053",978,"1,277"
2020,11,60,"10,448",483,790,383,"1,488",232,211,177,854,354,498,952,"1,148",927,957,994
2020,11,70,"6,056",385,522,278,694,135,248,159,577,289,334,509,542,420,583,381
2020,11,80,"3,252",299,292,201,354,108,207,140,262,130,156,235,215,214,275,164
2020,11,90,493,46,53,28,63,17,21,20,42,17,14,27,40,28,45,32
2020,11,100,19,2,0,0,0,0,2,2,2,2,1,3,1,1,3,0
2020,12,총,"63,791","2,211","6,334","1,422","15,360",907,982,753,"4,476","1,523","2,042","4,443","5,528","5,775","5,063","6,972"
2020,12,0,"4,806",69,646,31,"1,892",18,16,8,211,58,70,240,346,434,262,505
2020,12,10,"6,187",103,700,58,"1,931",41,28,21,424,93,121,335,469,660,452,751
2020,12,20,"4,995",113,495,64,"1,277",49,37,22,366,89,119,286,447,485,403,743
2020,12,30,"6,699",140,738,69,"2,400",41,35,21,328,85,115,391,514,594,444,784
2020,12,40,"9,825",192,"1,057",93,"3,056",91,53,51,584,149,215,541,792,953,669,"1,329"
2020,12,50,"10,946",380,"1,033",219,"2,198",176,121,131,821,259,398,909,"1,001","1,048",966,"1,286"
2020,12,60,"10,490",484,793,380,"1,495",232,214,178,856,354,499,966,"1,156",936,958,989
2020,12,70,"6,061",387,525,278,690,134,248,158,579,287,329,511,542,421,585,387
2020,12,80,"3,264",294,291,202,360,109,207,141,265,128,160,233,219,214,277,164
2020,12,90,498,47,56,28,61,16,21,20,40,19,15,28,41,29,44,33
2020,12,100,20,2,0,0,0,0,2,2,2,2,1,3,1,1,3,1
2021,1,총,"63,686","2,200","6,302","1,429","15,372",899,978,754,"4,459","1,525","2,032","4,432","5,513","5,749","5,066","6,976"
2021,1,0,"4,749",68,641,32,"1,882",18,13,10,201,57,68,233,344,428,259,495
2021,1,10,"6,191",102,697,58,"1,936",40,27,21,428,94,118,335,464,661,449,761
2021,1,20,"4,938",116,483,64,"1,270",43,35,21,349,88,116,284,447,477,404,741
2021,1,30,"6,660",135,737,68,"2,393",39,36,20,327,82,117,384,505,582,449,786
2021,1,40,"9,805",191,"1,050",95,"3,070",93,53,53,575,151,217,539,788,945,663,"1,322"
2021,1,50,"10,897",379,"1,024",220,"2,191",173,121,127,820,262,391,898,992,"1,052",959,"1,288"
2021,1,60,"10,577",486,801,385,"1,517",237,213,178,868,356,497,981,"1,163",934,964,997
2021,1,70,"6,061",381,523,276,688,132,248,158,575,285,332,511,547,425,591,389
2021,1,80,"3,284",294,289,203,365,105,209,143,272,129,160,236,220,217,278,164
2021,1,90,504,46,57,28,60,19,21,21,42,19,15,28,42,27,47,32
2021,1,100,20,2,0,0,0,0,2,2,2,2,1,3,1,1,3,1
2021,2,총,"63,522","2,196","6,295","1,426","15,339",900,977,753,"4,451","1,522","2,020","4,426","5,486","5,727","5,056","6,948"
2021,2,0,"4,713",67,637,31,"1,867",20,13,10,197,55,67,231,347,422,259,490
2021,2,10,"6,157",102,698,57,"1,925",40,26,20,426,96,117,333,459,653,448,757
2021,2,20,"4,895",113,484,67,"1,272",44,35,21,350,86,115,285,427,466,395,735
2021,2,30,"6,557",138,731,69,"2,340",39,34,18,322,81,116,380,498,579,440,772
2021,2,40,"9,789",186,"1,054",95,"3,086",92,55,51,574,150,212,540,783,937,668,"1,306"
2021,2,50,"10,879",381,"1,014",213,"2,199",173,121,129,820,263,389,892,993,"1,049",949,"1,294"
2021,2,60,"10,614",483,812,385,"1,525",232,215,179,864,354,493,986,"1,165",943,970,"1,008"
2021,2,70,"6,075",376,522,276,692,137,243,156,579,287,333,508,552,430,594,390
2021,2,80,"3,313",300,286,203,373,104,211,145,273,129,163,239,220,220,283,164
2021,2,90,510,48,57,30,60,19,22,22,44,19,14,29,41,27,47,31
2021,2,100,20,2,0,0,0,0,2,2,2,2,1,3,1,1,3,1
2021,3,총,"63,145","2,187","6,284","1,413","15,288",882,955,747,"4,428","1,500","1,989","4,396","5,447","5,699","5,009","6,921"
2021,3,0,"4,671",67,628,30,"1,862",21,11,10,196,55,67,231,340,415,251,487
2021,3,10,"6,107",100,703,56,"1,907",40,25,18,418,96,114,327,445,648,449,761
2021,3,20,"4,839",109,480,68,"1,256",44,32,23,359,85,108,279,422,459,388,727
2021,3,30,"6,452",132,720,66,"2,337",36,30,17,309,77,114,373,490,575,422,754
2021,3,40,"9,737",184,"1,058",94,"3,083",85,53,47,567,143,205,533,770,939,671,"1,305"
2021,3,50,"10,754",378,"1,006",209,"2,185",165,121,125,803,257,380,881,987,"1,041",939,"1,277"
2021,3,60,"10,648",487,818,382,"1,536",233,214,183,870,352,489,986,"1,170",942,964,"1,022"
2021,3,70,"6,081",378,525,274,687,138,236,154,583,287,332,512,555,434,592,394
2021,3,80,"3,327",301,293,203,373,103,210,145,277,126,165,241,225,217,285,163
2021,3,90,517,49,53,31,62,17,22,24,46,20,15,30,42,28,48,30
2021,3,100,12,2,0,0,0,0,1,1,0,2,0,3,1,1,0,1
2021,4,총,"63,080","2,184","6,244","1,410","15,312",883,952,744,"4,427","1,490","1,989","4,392","5,443","5,682","5,007","6,921"
2021,4,0,"4,603",65,618,30,"1,836",21,11,10,194,52,65,227,337,408,251,478
2021,4,10,"6,121",100,693,53,"1,927",40,26,17,419,93,112,324,450,649,452,766
2021,4,20,"4,826",111,474,64,"1,261",44,30,24,358,87,109,277,419,458,389,721
2021,4,30,"6,426",129,711,67,"2,329",35,30,16,311,74,117,369,489,572,419,758
2021,4,40,"9,726",183,"1,052",94,"3,099",85,55,46,564,146,195,529,767,937,665,"1,309"
2021,4,50,"10,712",378,"1,006",210,"2,177",168,120,125,796,249,384,884,973,"1,028",939,"1,275"
2021,4,60,"10,686",486,822,384,"1,554",231,213,183,873,349,494,993,"1,174",949,962,"1,019"
2021,4,70,"6,104",378,524,269,695,137,232,153,591,292,330,516,560,435,591,401
2021,4,80,"3,342",303,290,208,373,106,210,144,273,125,169,239,231,216,292,163
2021,4,90,522,49,54,31,61,16,24,25,48,21,14,31,42,29,47,30
2021,4,100,12,2,0,0,0,0,1,1,0,2,0,3,1,1,0,1
2021,5,총,"63,002","2,185","6,250","1,400","15,312",881,953,741,"4,403","1,477","1,992","4,369","5,468","5,679","4,981","6,911"
2021,5,0,"4,563",64,618,29,"1,831",19,11,10,192,51,64,219,337,403,243,472
2021,5,10,"6,111",97,701,52,"1,920",38,27,15,417,89,111,325,454,649,447,769
2021,5,20,"4,817",113,470,62,"1,276",45,30,25,354,89,110,270,412,454,385,722
2021,5,30,"6,373",128,706,63,"2,317",34,31,17,307,74,116,364,494,564,419,739
2021,5,40,"9,721",182,"1,059",92,"3,114",86,55,45,556,141,197,527,765,942,652,"1,308"
2021,5,50,"10,678",377,"1,004",209,"2,164",168,119,122,793,243,378,880,982,"1,032",932,"1,275"
2021,5,60,"10,738",490,824,384,"1,562",232,213,185,869,352,502,991,"1,184",951,970,"1,029"
2021,5,70,"6,116",379,521,270,697,135,234,152,593,291,330,520,559,440,591,404
2021,5,80,"3,349",304,294,206,368,108,209,145,273,123,170,239,238,216,295,161
2021,5,90,522,48,53,33,63,16,23,24,49,22,14,31,42,27,47,30
2021,5,100,14,3,0,0,0,0,1,1,0,2,0,3,1,1,0,2
2021,6,총,"62,897","2,174","6,225","1,392","15,300",877,955,736,"4,420","1,475","1,979","4,366","5,473","5,662","4,962","6,901"
2021,6,0,"4,502",63,601,29,"1,802",20,11,9,198,51,63,218,329,396,240,472
2021,6,10,"6,125",95,704,52,"1,932",38,28,14,421,87,111,324,463,645,448,763
2021,6,20,"4,784",115,467,60,"1,281",43,30,25,349,88,104,269,412,457,375,709
2021,6,30,"6,329",122,703,60,"2,307",35,31,16,309,71,114,361,489,554,413,744
2021,6,40,"9,698",179,"1,052",94,"3,106",85,55,43,558,145,191,522,766,942,657,"1,303"
2021,6,50,"10,639",372,"1,000",204,"2,165",165,117,121,791,240,380,880,984,"1,032",926,"1,262"
2021,6,60,"10,797",493,828,383,"1,581",232,216,187,880,350,496,992,"1,190",955,968,"1,046"
2021,6,70,"6,118",379,520,271,696,136,234,150,592,293,334,525,557,435,589,407
2021,6,80,"3,363",306,298,206,365,108,208,145,274,125,172,241,237,216,299,163
2021,6,90,528,47,52,33,65,15,24,25,48,23,14,31,45,29,47,30
2021,6,100,14,3,0,0,0,0,1,1,0,2,0,3,1,1,0,2
2021,7,총,"62,867","2,172","6,224","1,396","15,310",879,952,735,"4,422","1,478","1,967","4,356","5,473","5,653","4,955","6,895"
2021,7,0,"4,457",62,597,28,"1,790",20,11,9,199,51,61,215,326,386,236,466
2021,7,10,"6,129",92,705,51,"1,942",38,28,13,419,87,108,321,462,651,452,760
2021,7,20,"4,782",119,470,62,"1,275",43,28,24,349,89,105,274,411,457,367,709
2021,7,30,"6,287",121,687,60,"2,298",35,31,18,305,70,112,356,496,549,409,740
2021,7,40,"9,696",181,"1,054",96,"3,109",86,57,42,558,144,190,525,761,930,658,"1,305"
2021,7,50,"10,602",373,"1,006",203,"2,164",165,117,120,788,240,372,871,975,"1,032",921,"1,255"
2021,7,60,"10,867",487,834,386,"1,595",230,216,186,888,356,499,999,"1,199",962,977,"1,053"
2021,7,70,"6,129",377,519,272,703,139,233,150,595,291,332,523,556,437,588,414
2021,7,80,"3,370",309,299,206,367,108,207,147,273,125,174,237,238,219,299,162
2021,7,90,533,48,52,32,67,15,23,25,48,23,14,32,48,29,48,29
2021,7,100,15,3,1,0,0,0,1,1,0,2,0,3,1,1,0,2
2021,8,총,"62,814","2,185","6,207","1,394","15,319",878,952,735,"4,425","1,469","1,962","4,344","5,475","5,641","4,948","6,880"
2021,8,0,"4,423",63,588,27,"1,777",20,13,10,203,52,60,214,329,373,237,457
2021,8,10,"6,135",95,710,50,"1,958",38,28,13,413,87,108,312,460,656,448,759
2021,8,20,"4,771",119,464,62,"1,262",46,28,24,356,86,103,283,404,450,370,714
2021,8,30,"6,228",120,680,58,"2,285",35,31,19,305,71,111,346,490,543,401,733
2021,8,40,"9,699",185,"1,055",96,"3,116",83,58,43,552,141,187,524,769,931,661,"1,298"
2021,8,50,"10,563",376,999,205,"2,167",167,112,119,784,236,368,862,971,"1,029",907,"1,261"
2021,8,60,"10,926",489,840,385,"1,613",227,218,187,893,357,502,"1,004","1,203",973,988,"1,047"
2021,8,70,"6,129",375,516,269,707,139,232,150,597,288,330,527,560,430,589,420
2021,8,80,"3,393",310,300,211,370,108,208,142,273,127,180,237,240,226,301,160
2021,8,90,532,50,54,31,64,15,23,27,49,22,13,32,48,29,46,29
2021,8,100,15,3,1,0,0,0,1,1,0,2,0,3,1,1,0,2
2021,9,총,"62,680","2,181","6,191","1,390","15,335",874,949,729,"4,393","1,466","1,950","4,329","5,442","5,641","4,940","6,870"
2021,9,0,"4,391",64,581,28,"1,771",20,13,10,198,53,59,214,322,369,231,458
2021,9,10,"6,120",92,711,50,"1,963",38,28,13,409,87,106,303,457,668,444,751
2021,9,20,"4,692",116,457,58,"1,246",44,27,22,345,83,99,283,393,440,373,706
2021,9,30,"6,164",118,671,60,"2,262",34,30,18,298,70,108,343,492,530,398,732
2021,9,40,"9,686",189,"1,052",91,"3,130",84,58,43,550,141,187,521,765,933,656,"1,286"
2021,9,50,"10,564",378,994,208,"2,181",168,112,119,775,237,370,858,966,"1,031",905,"1,262"
2021,9,60,"10,934",485,852,386,"1,625",222,212,184,897,354,495,"1,000","1,195",981,989,"1,057"
2021,9,70,"6,162",375,511,265,719,144,236,149,594,288,332,528,564,436,596,425
2021,9,80,"3,414",311,307,213,373,107,209,143,277,129,181,242,238,222,301,161
2021,9,90,538,50,54,31,65,13,23,27,50,22,13,34,49,30,47,30
2021,9,100,15,3,1,0,0,0,1,1,0,2,0,3,1,1,0,2
2021,10,총,"62,628","2,179","6,198","1,388","15,333",866,949,734,"4,391","1,457","1,949","4,312","5,419","5,641","4,927","6,885"
2021,10,0,"4,341",61,576,28,"1,752",20,13,12,190,52,57,211,322,360,229,458
2021,10,10,"6,134",94,712,51,"1,968",37,28,14,415,88,105,301,456,675,442,748
2021,10,20,"4,688",117,460,58,"1,245",44,27,22,347,84,97,283,391,441,364,708
2021,10,30,"6,118",118,672,61,"2,240",31,29,19,300,65,109,333,491,524,396,730
2021,10,40,"9,668",189,"1,051",90,"3,141",85,59,43,548,140,181,519,753,930,651,"1,288"
2021,10,50,"10,555",373,993,203,"2,193",167,106,121,769,235,375,852,965,"1,034",905,"1,264"
2021,10,60,"10,979",489,853,385,"1,642",218,218,185,897,356,499,"1,003","1,185",986,997,"1,066"
2021,10,70,"6,150",372,514,263,716,145,234,148,594,282,329,527,566,435,600,425
2021,10,80,"3,442",313,314,217,373,107,210,142,282,131,183,246,239,223,297,165
2021,10,90,539,50,52,32,63,12,24,28,49,22,14,34,50,32,46,31
2021,10,100,14,3,1,0,0,0,1,0,0,2,0,3,1,1,0,2
2021,11,총,"62,553","2,164","6,192","1,384","15,322",866,946,733,"4,383","1,458","1,934","4,316","5,415","5,623","4,935","6,882"
2021,11,0,"4,288",58,566,28,"1,740",20,13,12,185,50,57,210,315,355,221,458
2021,11,10,"6,146",94,716,51,"1,969",37,28,14,415,87,100,299,461,674,447,754
2021,11,20,"4,662",113,466,58,"1,236",43,27,21,343,85,95,284,393,434,364,700
2021,11,30,"6,066",113,666,60,"2,223",31,29,19,303,65,108,332,483,512,391,731
2021,11,40,"9,657",191,"1,055",90,"3,143",83,58,43,545,139,179,514,756,934,645,"1,282"
2021,11,50,"10,575",368,993,202,"2,200",170,105,119,771,236,370,856,963,"1,039",912,"1,271"
2021,11,60,"10,997",490,852,384,"1,653",216,217,187,898,355,494,"1,006","1,192",983,"1,004","1,066"
2021,11,70,"6,149",372,508,260,716,148,234,148,592,283,333,528,563,436,606,422
2021,11,80,"3,458",314,317,219,377,106,210,141,283,133,184,248,239,223,298,166
2021,11,90,543,50,52,32,65,12,24,29,48,23,14,36,49,32,47,30
2021,11,100,12,1,1,0,0,0,1,0,0,2,0,3,1,1,0,2
2021,12,총,"62,455","2,160","6,185","1,381","15,309",871,943,732,"4,362","1,448","1,934","4,311","5,401","5,634","4,920","6,864"
2021,12,0,"4,248",60,561,27,"1,732",19,13,12,176,50,57,208,309,357,216,451
2021,12,10,"6,140",95,721,50,"1,976",37,28,14,414,88,102,303,459,676,440,737
2021,12,20,"4,616",110,449,58,"1,225",44,27,21,339,82,97,279,390,431,365,699
2021,12,30,"6,006",112,664,61,"2,188",29,30,19,297,64,108,327,478,514,385,730
2021,12,40,"9,675",190,"1,058",87,"3,165",82,57,40,544,135,183,517,761,936,647,"1,273"
2021,12,50,"10,562",366,997,202,"2,209",177,101,120,768,233,364,854,953,"1,040",905,"1,273"
2021,12,60,"11,024",489,852,382,"1,659",215,220,187,901,358,491,"1,007","1,194",982,"1,007","1,080"
2021,12,70,"6,154",375,508,261,712,149,233,149,591,281,334,529,561,442,607,422
