년도,월,나이,전라북도,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 김제시,전라북도 완주군,전라북도 진안군,전라북도 무주군,전라북도 장수군,전라북도 임실군,전라북도 순창군,전라북도 고창군,전라북도 부안군
2020,2,60,"124,138","38,253","21,262","16,991","18,174","19,465","8,204","6,218","7,101","6,384","2,208","2,079","2,026","2,313","2,284","4,750","4,679"
2020,2,70,"93,081","23,404","12,645","10,759","12,119","13,153","7,590","5,652","6,298","4,875","2,067","1,990","1,778","2,426","2,533","4,850","4,346"
2020,2,80,"59,657","12,160","6,728","5,432","6,494","8,293","5,428","4,068","4,924","3,430","1,637","1,477","1,375","1,945","1,800","3,486","3,140"
2020,2,90,"9,909","1,994","1,156",838,"1,152","1,394",863,707,843,585,263,248,212,323,269,614,442
2020,2,100,652,138,70,68,77,80,85,32,53,31,17,10,16,17,27,35,34
2020,3,총,"911,684","332,764","173,930","158,834","133,021","143,226","55,450","41,443","42,129","44,807","12,690","12,161","11,181","13,780","14,484","27,952","26,596"
2020,3,0,"65,589","27,204","12,333","14,871","10,806","10,027","3,281","2,464","2,210","3,678",674,594,582,674,779,"1,332","1,284"
2020,3,10,"86,470","35,476","18,036","17,440","13,189","14,029","4,704","3,653","3,119","3,998",803,894,834,848,"1,118","1,996","1,809"
2020,3,20,"97,865","43,682","23,525","20,157","13,492","16,751","4,894","3,403","3,296","3,999",874,835,748,970,980,"1,955","1,986"
2020,3,30,"94,444","40,869","19,821","21,048","15,236","14,243","4,376","3,309","3,246","4,847",912,810,799,967,"1,089","1,883","1,858"
2020,3,40,"132,146","55,235","28,489","26,746","21,029","21,002","7,234","5,329","4,480","6,048","1,189","1,287","1,127","1,180","1,474","2,766","2,766"
2020,3,50,"146,471","53,885","29,605","24,280","21,075","24,565","8,751","6,560","6,500","6,869","2,029","1,911","1,657","2,114","2,117","4,236","4,202"
2020,3,60,"124,798","38,482","21,395","17,087","18,242","19,576","8,241","6,270","7,124","6,416","2,223","2,094","2,037","2,305","2,292","4,773","4,723"
2020,3,70,"93,266","23,533","12,716","10,817","12,186","13,213","7,567","5,651","6,302","4,878","2,066","1,983","1,780","2,431","2,516","4,827","4,333"
2020,3,80,"59,962","12,239","6,763","5,476","6,526","8,330","5,450","4,075","4,945","3,455","1,634","1,486","1,384","1,945","1,825","3,522","3,146"
2020,3,90,"10,018","2,025","1,179",846,"1,161","1,407",867,697,854,588,269,255,215,330,266,628,456
2020,3,100,655,134,68,66,79,83,85,32,53,31,17,12,18,16,28,34,33
2020,4,총,"910,991","332,819","173,769","159,050","132,963","143,167","55,353","41,384","42,054","44,732","12,660","12,132","11,174","13,676","14,476","27,866","26,535"
2020,4,0,"65,258","27,055","12,222","14,833","10,760","9,979","3,275","2,457","2,204","3,643",676,590,580,670,769,"1,323","1,277"
2020,4,10,"86,161","35,402","17,949","17,453","13,151","13,986","4,667","3,633","3,100","3,979",793,895,832,831,"1,112","1,979","1,801"
2020,4,20,"97,780","43,774","23,611","20,163","13,500","16,753","4,857","3,384","3,282","3,995",862,822,745,932,973,"1,936","1,965"
2020,4,30,"94,122","40,827","19,750","21,077","15,184","14,186","4,350","3,286","3,220","4,828",910,801,787,942,"1,087","1,866","1,848"
2020,4,40,"131,874","55,160","28,353","26,807","20,978","20,949","7,210","5,325","4,470","6,029","1,178","1,291","1,126","1,176","1,465","2,755","2,762"
2020,4,50,"146,162","53,839","29,581","24,258","21,058","24,505","8,735","6,534","6,473","6,839","2,022","1,908","1,643","2,098","2,117","4,212","4,179"
2020,4,60,"125,198","38,608","21,460","17,148","18,308","19,694","8,264","6,298","7,123","6,446","2,227","2,086","2,053","2,302","2,296","4,772","4,721"
2020,4,70,"93,490","23,654","12,786","10,868","12,227","13,247","7,561","5,648","6,327","4,884","2,068","1,994","1,775","2,425","2,521","4,821","4,338"
2020,4,80,"60,216","12,326","6,812","5,514","6,553","8,377","5,467","4,092","4,941","3,472","1,635","1,473","1,400","1,957","1,842","3,533","3,148"
2020,4,90,"10,074","2,039","1,178",861,"1,163","1,407",882,699,860,587,272,260,215,327,265,635,463
2020,4,100,656,135,67,68,81,84,85,28,54,30,17,12,18,16,29,34,33
2020,5,총,"910,203","332,775","173,541","159,234","132,884","142,904","55,285","41,338","42,065","44,693","12,637","12,113","11,152","13,623","14,427","27,815","26,492"
2020,5,0,"64,919","26,948","12,148","14,800","10,709","9,900","3,269","2,445","2,186","3,611",671,588,580,672,757,"1,310","1,273"
2020,5,10,"85,919","35,300","17,836","17,464","13,122","13,950","4,636","3,617","3,103","3,977",794,899,827,825,"1,106","1,964","1,799"
2020,5,20,"97,525","43,748","23,580","20,168","13,476","16,680","4,852","3,371","3,279","3,982",861,804,735,914,961,"1,917","1,945"
2020,5,30,"93,838","40,841","19,751","21,090","15,127","14,070","4,320","3,268","3,210","4,796",903,800,780,937,"1,079","1,866","1,841"
2020,5,40,"131,538","55,004","28,213","26,791","20,929","20,888","7,194","5,328","4,467","6,017","1,167","1,286","1,125","1,168","1,460","2,741","2,764"
2020,5,50,"146,028","53,932","29,609","24,323","21,022","24,472","8,698","6,497","6,471","6,830","2,008","1,907","1,630","2,096","2,104","4,219","4,142"
2020,5,60,"125,493","38,692","21,477","17,215","18,372","19,741","8,273","6,328","7,118","6,467","2,241","2,091","2,062","2,294","2,308","4,782","4,724"
2020,5,70,"93,859","23,793","12,857","10,936","12,312","13,326","7,583","5,649","6,364","4,905","2,072","1,991","1,774","2,419","2,517","4,812","4,342"
2020,5,80,"60,298","12,340","6,829","5,511","6,566","8,369","5,498","4,105","4,938","3,479","1,634","1,478","1,403","1,956","1,842","3,528","3,162"
2020,5,90,"10,122","2,045","1,177",868,"1,168","1,423",876,701,874,597,268,257,218,326,264,641,464
2020,5,100,664,132,64,68,81,85,86,29,55,32,18,12,18,16,29,35,36
2020,6,총,"909,665","332,684","173,654","159,030","132,777","142,672","55,236","41,348","42,065","44,715","12,633","12,090","11,167","13,608","14,413","27,782","26,475"
2020,6,0,"64,647","26,906","12,202","14,704","10,648","9,805","3,256","2,428","2,180","3,584",674,581,586,673,760,"1,301","1,265"
2020,6,10,"85,602","35,113","17,738","17,375","13,083","13,923","4,609","3,611","3,087","3,974",788,899,826,817,"1,106","1,964","1,802"
2020,6,20,"97,463","43,788","23,606","20,182","13,468","16,660","4,850","3,363","3,271","3,986",858,794,732,912,956,"1,890","1,935"
2020,6,30,"93,531","40,782","19,771","21,011","15,083","13,970","4,303","3,258","3,199","4,761",897,793,780,933,"1,069","1,866","1,837"
2020,6,40,"131,414","54,917","28,187","26,730","20,885","20,856","7,183","5,326","4,482","6,043","1,169","1,291","1,135","1,161","1,470","2,736","2,760"
2020,6,50,"145,533","53,811","29,530","24,281","20,954","24,364","8,659","6,493","6,437","6,820","2,000","1,890","1,625","2,085","2,082","4,195","4,118"
2020,6,60,"126,156","38,910","21,606","17,304","18,487","19,855","8,314","6,349","7,148","6,511","2,243","2,101","2,065","2,304","2,331","4,795","4,743"
2020,6,70,"94,173","23,953","12,954","10,999","12,354","13,366","7,594","5,676","6,388","4,918","2,081","1,984","1,782","2,418","2,506","4,809","4,344"
2020,6,80,"60,277","12,316","6,811","5,505","6,558","8,365","5,500","4,103","4,923","3,483","1,634","1,484","1,396","1,961","1,838","3,550","3,166"
2020,6,90,"10,203","2,058","1,184",874,"1,175","1,426",881,711,893,600,271,259,222,329,266,642,470
2020,6,100,666,130,65,65,82,82,87,30,57,35,18,14,18,15,29,34,35
2020,7,총,"909,325","332,877","173,970","158,907","132,746","142,493","55,169","41,326","41,988","44,689","12,604","12,085","11,154","13,561","14,421","27,760","26,452"
2020,7,0,"64,393","26,830","12,244","14,586","10,592","9,744","3,240","2,419","2,160","3,583",673,573,576,668,766,"1,307","1,262"
2020,7,10,"85,315","34,972","17,632","17,340","13,057","13,881","4,600","3,601","3,069","3,981",780,896,826,811,"1,100","1,943","1,798"
2020,7,20,"97,423","43,866","23,659","20,207","13,458","16,568","4,845","3,377","3,269","3,991",853,790,732,898,955,"1,894","1,927"
2020,7,30,"93,333","40,825","19,872","20,953","15,033","13,906","4,288","3,243","3,188","4,705",894,788,763,929,"1,065","1,868","1,838"
2020,7,40,"131,213","54,910","28,216","26,694","20,833","20,807","7,148","5,316","4,459","6,060","1,174","1,296","1,136","1,150","1,466","2,715","2,743"
2020,7,50,"145,470","53,847","29,547","24,300","20,971","24,347","8,655","6,478","6,415","6,790","1,993","1,889","1,621","2,077","2,087","4,189","4,111"
2020,7,60,"126,374","39,006","21,695","17,311","18,535","19,897","8,334","6,360","7,138","6,526","2,232","2,099","2,074","2,296","2,341","4,805","4,731"
2020,7,70,"94,554","24,105","13,035","11,070","12,425","13,440","7,589","5,685","6,412","4,934","2,085","1,986","1,782","2,411","2,509","4,818","4,373"
2020,7,80,"60,290","12,306","6,811","5,495","6,567","8,376","5,497","4,096","4,916","3,478","1,630","1,495","1,406","1,974","1,837","3,551","3,161"
2020,7,90,"10,289","2,077","1,192",885,"1,194","1,444",887,719,902,607,272,258,220,332,265,638,474
2020,7,100,671,133,67,66,81,83,86,32,60,34,18,15,18,15,30,32,34
2020,8,총,"908,798","333,046","174,153","158,893","132,615","142,333","55,079","41,334","41,921","44,632","12,621","12,086","11,136","13,519","14,373","27,708","26,395"
2020,8,0,"64,045","26,719","12,237","14,482","10,511","9,684","3,214","2,419","2,152","3,549",672,574,572,666,762,"1,301","1,250"
2020,8,10,"85,112","34,898","17,547","17,351","13,070","13,829","4,587","3,580","3,048","3,969",778,892,830,807,"1,093","1,936","1,795"
2020,8,20,"97,291","43,941","23,707","20,234","13,407","16,536","4,815","3,373","3,242","3,979",856,790,725,889,943,"1,887","1,908"
2020,8,30,"92,923","40,724","19,880","20,844","14,943","13,835","4,264","3,232","3,178","4,678",886,794,757,909,"1,055","1,844","1,824"
2020,8,40,"131,005","54,898","28,198","26,700","20,791","20,743","7,133","5,310","4,456","6,050","1,170","1,285","1,134","1,151","1,452","2,691","2,741"
2020,8,50,"145,290","53,861","29,569","24,292","20,957","24,310","8,633","6,473","6,350","6,795","1,993","1,892","1,619","2,063","2,072","4,174","4,098"
2020,8,60,"126,990","39,258","21,834","17,424","18,615","19,994","8,346","6,391","7,185","6,554","2,247","2,097","2,073","2,302","2,349","4,842","4,737"
2020,8,70,"94,702","24,167","13,079","11,088","12,438","13,483","7,607","5,697","6,417","4,939","2,082","1,990","1,775","2,408","2,508","4,809","4,382"
2020,8,80,"60,369","12,341","6,819","5,522","6,587","8,374","5,496","4,108","4,915","3,479","1,646","1,496","1,414","1,980","1,841","3,546","3,146"
2020,8,90,"10,393","2,106","1,217",889,"1,214","1,462",897,720,918,606,272,258,219,328,268,644,481
2020,8,100,678,133,66,67,82,83,87,31,60,34,19,18,18,16,30,34,33
2020,9,총,"908,393","333,337","174,340","158,997","132,604","142,090","54,966","41,240","41,868","44,657","12,599","12,092","11,122","13,469","14,333","27,667","26,349"
2020,9,0,"63,768","26,664","12,232","14,432","10,477","9,597","3,197","2,407","2,137","3,528",670,568,569,648,757,"1,299","1,250"
2020,9,10,"84,878","34,846","17,497","17,349","13,051","13,755","4,563","3,563","3,034","3,990",776,897,829,809,"1,075","1,918","1,772"
2020,9,20,"97,237","43,987","23,756","20,231","13,376","16,522","4,787","3,365","3,249","3,976",852,791,715,874,951,"1,887","1,905"
2020,9,30,"92,505","40,691","19,838","20,853","14,888","13,722","4,228","3,192","3,160","4,638",869,785,756,900,"1,045","1,817","1,814"
2020,9,40,"130,811","54,882","28,192","26,690","20,766","20,691","7,114","5,287","4,434","6,048","1,169","1,289","1,135","1,139","1,446","2,683","2,728"
2020,9,50,"145,160","53,897","29,572","24,325","20,934","24,243","8,605","6,470","6,340","6,810","1,981","1,904","1,609","2,048","2,065","4,168","4,086"
2020,9,60,"127,623","39,504","21,999","17,505","18,751","20,091","8,390","6,400","7,202","6,590","2,258","2,099","2,075","2,307","2,351","4,851","4,754"
2020,9,70,"94,813","24,246","13,142","11,104","12,467","13,514","7,597","5,694","6,424","4,939","2,078","1,981","1,776","2,412","2,497","4,802","4,386"
2020,9,80,"60,415","12,368","6,814","5,554","6,586","8,386","5,485","4,110","4,907","3,491","1,651","1,499","1,416","1,982","1,843","3,556","3,135"
2020,9,90,"10,497","2,119","1,231",888,"1,224","1,486",910,721,920,613,277,261,224,334,273,650,485
2020,9,100,686,133,67,66,84,83,90,31,61,34,18,18,18,16,30,36,34
2020,10,총,"908,167","333,600","174,322","159,278","132,611","141,983","54,901","41,217","41,795","44,530","12,596","12,091","11,122","13,438","14,327","27,640","26,316"
2020,10,0,"63,302","26,562","12,155","14,407","10,395","9,507","3,158","2,389","2,109","3,471",656,567,563,639,754,"1,292","1,240"
2020,10,10,"84,814","34,811","17,476","17,335","13,057","13,716","4,555","3,580","3,040","4,000",789,890,825,802,"1,075","1,916","1,758"
2020,10,20,"97,294","44,008","23,749","20,259","13,406","16,541","4,800","3,356","3,228","3,950",851,798,721,877,948,"1,898","1,912"
2020,10,30,"92,045","40,622","19,800","20,822","14,773","13,648","4,177","3,167","3,156","4,566",856,778,754,895,"1,043","1,806","1,804"
2020,10,40,"130,632","54,841","28,107","26,734","20,747","20,655","7,100","5,279","4,418","6,048","1,163","1,286","1,127","1,125","1,440","2,677","2,726"
2020,10,50,"145,003","53,959","29,552","24,407","20,945","24,172","8,573","6,466","6,296","6,772","1,983","1,904","1,620","2,043","2,059","4,157","4,054"
2020,10,60,"128,290","39,760","22,152","17,608","18,875","20,208","8,434","6,416","7,216","6,623","2,267","2,114","2,079","2,313","2,358","4,839","4,788"
2020,10,70,"95,000","24,351","13,198","11,153","12,495","13,548","7,614","5,697","6,429","4,962","2,074","1,975","1,782","2,407","2,495","4,796","4,375"
2020,10,80,"60,541","12,413","6,831","5,582","6,600","8,409","5,490","4,107","4,910","3,488","1,659","1,504","1,409","1,993","1,851","3,571","3,137"
2020,10,90,"10,567","2,141","1,235",906,"1,233","1,497",909,729,933,616,280,258,224,328,276,653,490
2020,10,100,679,132,67,65,85,82,91,31,60,34,18,17,18,16,28,35,32
2020,11,총,"907,811","333,965","174,393","159,572","132,579","141,837","54,809","41,168","41,689","44,475","12,567","12,083","11,093","13,400","14,285","27,577","26,284"
2020,11,0,"62,914","26,499","12,109","14,390","10,320","9,427","3,130","2,364","2,089","3,430",654,568,556,639,742,"1,272","1,224"
2020,11,10,"84,626","34,757","17,439","17,318","13,027","13,685","4,540","3,564","3,031","4,006",786,883,810,796,"1,072","1,910","1,759"
2020,11,20,"97,362","44,161","23,835","20,326","13,411","16,544","4,791","3,360","3,187","3,934",844,802,728,868,942,"1,882","1,908"
2020,11,30,"91,742","40,585","19,764","20,821","14,709","13,578","4,167","3,157","3,134","4,548",844,778,745,891,"1,023","1,796","1,787"
2020,11,40,"130,348","54,819","28,036","26,783","20,686","20,578","7,058","5,272","4,404","6,038","1,156","1,279","1,124","1,113","1,443","2,657","2,721"
2020,11,50,"144,869","53,968","29,528","24,440","20,954","24,151","8,525","6,434","6,283","6,770","1,974","1,903","1,622","2,039","2,053","4,149","4,044"
2020,11,60,"128,907","40,030","22,310","17,720","18,984","20,283","8,489","6,442","7,237","6,647","2,274","2,117","2,070","2,304","2,360","4,866","4,804"
2020,11,70,"95,127","24,416","13,214","11,202","12,566","13,570","7,622","5,700","6,421","4,971","2,069","1,973","1,773","2,410","2,484","4,779","4,373"
2020,11,80,"60,640","12,463","6,868","5,595","6,594","8,430","5,481","4,117","4,907","3,480","1,668","1,507","1,421","1,997","1,861","3,569","3,145"
2020,11,90,"10,601","2,136","1,225",911,"1,242","1,508",917,729,936,616,280,257,226,326,277,662,489
2020,11,100,675,131,65,66,86,83,89,29,60,35,18,16,18,17,28,35,30
2020,12,총,"907,230","333,890","174,305","159,585","132,527","141,703","54,717","41,102","41,606","44,532","12,562","12,077","11,085","13,348","14,290","27,565","26,226"
2020,12,0,"62,690","26,434","12,061","14,373","10,288","9,354","3,104","2,354","2,079","3,435",650,573,557,628,744,"1,270","1,220"
2020,12,10,"84,360","34,628","17,345","17,283","12,988","13,652","4,533","3,556","3,001","3,972",792,887,811,794,"1,069","1,915","1,762"
2020,12,20,"97,255","44,202","23,884","20,318","13,410","16,489","4,756","3,329","3,197","3,957",842,796,731,866,934,"1,861","1,885"
2020,12,30,"91,547","40,536","19,724","20,812","14,674","13,536","4,151","3,137","3,106","4,567",844,766,745,875,"1,035","1,781","1,794"
2020,12,40,"129,947","54,642","27,919","26,723","20,636","20,521","7,030","5,257","4,382","6,034","1,147","1,277","1,118","1,108","1,442","2,651","2,702"
2020,12,50,"144,634","53,977","29,514","24,463","20,925","24,133","8,496","6,395","6,258","6,764","1,965","1,885","1,615","2,019","2,051","4,133","4,018"
2020,12,60,"129,517","40,190","22,399","17,791","19,076","20,400","8,529","6,488","7,268","6,674","2,282","2,139","2,073","2,325","2,378","4,886","4,809"
2020,12,70,"95,185","24,487","13,268","11,219","12,584","13,576","7,626","5,695","6,419","4,981","2,067","1,963","1,770","2,399","2,476","4,778","4,364"
2020,12,80,"60,804","12,517","6,892","5,625","6,624","8,436","5,493","4,129","4,905","3,487","1,677","1,518","1,424","2,000","1,855","3,585","3,154"
2020,12,90,"10,612","2,147","1,234",913,"1,235","1,524",908,732,930,626,277,256,224,318,278,670,487
2020,12,100,679,130,65,65,87,82,91,30,61,35,19,17,17,16,28,35,31
2021,1,총,"906,633","334,038","174,160","159,878","132,487","141,381","54,722","41,063","41,518","44,490","12,546","12,067","11,079","13,310","14,208","27,559","26,165"
2021,1,0,"62,112","26,212","11,915","14,297","10,214","9,250","3,065","2,333","2,051","3,403",645,560,549,624,733,"1,267","1,206"
2021,1,10,"84,116","34,576","17,291","17,285","12,926","13,572","4,529","3,530","2,994","3,953",776,892,805,794,"1,060","1,941","1,768"
2021,1,20,"97,108","44,229","23,887","20,342","13,427","16,378","4,775","3,348","3,187","3,960",833,786,723,845,916,"1,837","1,864"
2021,1,30,"91,185","40,501","19,648","20,853","14,564","13,480","4,145","3,122","3,070","4,514",845,769,747,864,"1,013","1,775","1,776"
2021,1,40,"129,722","54,531","27,808","26,723","20,612","20,450","7,007","5,237","4,397","6,052","1,143","1,273","1,119","1,108","1,425","2,678","2,690"
2021,1,50,"144,503","54,084","29,553","24,531","20,961","24,062","8,476","6,378","6,207","6,731","1,965","1,875","1,613","2,016","2,048","4,083","4,004"
2021,1,60,"130,176","40,443","22,515","17,928","19,197","20,500","8,583","6,526","7,280","6,728","2,295","2,141","2,074","2,312","2,381","4,898","4,818"
2021,1,70,"95,286","24,607","13,332","11,275","12,599","13,600","7,627","5,662","6,424","4,989","2,062","1,973","1,766","2,398","2,463","4,759","4,357"
2021,1,80,"60,989","12,560","6,905","5,655","6,651","8,443","5,506","4,162","4,904","3,490","1,682","1,522","1,437","2,005","1,861","3,603","3,163"
2021,1,90,"10,749","2,167","1,243",924,"1,247","1,562",915,734,944,634,281,259,228,328,281,682,487
2021,1,100,687,128,63,65,89,84,94,31,60,36,19,17,18,16,27,36,32
2021,2,총,"905,834","334,237","174,115","160,122","132,349","141,029","54,654","40,966","41,437","44,471","12,529","12,022","11,048","13,269","14,187","27,511","26,125"
2021,2,0,"61,759","26,148","11,864","14,284","10,167","9,161","3,041","2,314","2,031","3,376",634,547,538,625,724,"1,250","1,203"
2021,2,10,"83,788","34,528","17,255","17,273","12,866","13,471","4,506","3,493","2,976","3,937",780,893,806,779,"1,067","1,926","1,760"
2021,2,20,"96,586","44,193","23,846","20,347","13,351","16,250","4,723","3,328","3,145","3,946",814,767,708,831,904,"1,791","1,835"
2021,2,30,"90,696","40,404","19,579","20,825","14,443","13,393","4,126","3,095","3,046","4,469",833,767,731,852,"1,003","1,767","1,767"
2021,2,40,"129,665","54,577","27,756","26,821","20,609","20,393","6,995","5,217","4,395","6,063","1,143","1,265","1,114","1,106","1,423","2,682","2,683"
2021,2,50,"144,399","54,139","29,589","24,550","20,956","23,996","8,472","6,353","6,192","6,724","1,965","1,863","1,608","2,005","2,053","4,077","3,996"
2021,2,60,"130,828","40,654","22,621","18,033","19,306","20,612","8,635","6,562","7,287","6,764","2,313","2,152","2,085","2,316","2,386","4,928","4,828"
2021,2,70,"95,239","24,662","13,365","11,297","12,599","13,605","7,602","5,646","6,435","4,990","2,048","1,955","1,756","2,400","2,453","4,737","4,351"
2021,2,80,"61,346","12,618","6,930","5,688","6,705","8,481","5,534","4,195","4,917","3,518","1,701","1,537","1,453","2,009","1,868","3,627","3,183"
2021,2,90,"10,838","2,185","1,246",939,"1,258","1,584",925,733,954,646,280,258,231,329,278,690,487
2021,2,100,690,129,64,65,89,83,95,30,59,38,18,18,18,17,28,36,32
2021,3,총,"903,476","333,632","173,605","160,027","132,007","140,822","54,220","40,893","41,391","44,294","12,499","11,996","11,000","13,180","14,073","27,411","26,058"
2021,3,0,"61,341","26,045","11,800","14,245","10,062","9,057","3,033","2,289","2,024","3,362",635,541,537,618,702,"1,237","1,199"
2021,3,10,"83,436","34,321","17,101","17,220","12,838","13,459","4,493","3,484","2,979","3,918",775,896,811,769,"1,064","1,884","1,745"
2021,3,20,"96,371","44,160","23,801","20,359","13,298","16,287","4,655","3,310","3,129","3,914",809,764,705,830,885,"1,794","1,831"
2021,3,30,"90,188","40,287","19,504","20,783","14,348","13,298","4,065","3,088","3,037","4,425",831,755,722,832,981,"1,754","1,765"
2021,3,40,"129,038","54,391","27,601","26,790","20,565","20,298","6,926","5,169","4,382","6,030","1,120","1,253","1,096","1,084","1,405","2,655","2,664"
2021,3,50,"143,831","54,039","29,491","24,548","20,898","23,920","8,401","6,341","6,149","6,656","1,943","1,853","1,593","1,981","2,048","4,054","3,955"
2021,3,60,"131,480","40,867","22,704","18,163","19,351","20,737","8,652","6,602","7,349","6,805","2,338","2,169","2,098","2,321","2,389","4,948","4,854"
2021,3,70,"94,984","24,597","13,366","11,231","12,609","13,618","7,503","5,628","6,433","4,980","2,049","1,956","1,743","2,379","2,434","4,713","4,342"
2021,3,80,"61,482","12,677","6,942","5,735","6,732","8,477","5,522","4,206","4,914","3,535","1,701","1,544","1,457","2,023","1,868","3,636","3,190"
2021,3,90,"10,867","2,176","1,252",924,"1,255","1,599",916,749,964,642,286,248,229,329,277,705,492
2021,3,100,458,72,43,29,51,72,54,27,31,27,12,17,9,14,20,31,21
2021,4,총,"902,916","333,591","173,434","160,157","131,960","140,673","54,116","40,865","41,370","44,285","12,488","11,997","10,975","13,182","14,012","27,401","26,001"
2021,4,0,"60,958","25,928","11,751","14,177","10,008","8,986","3,009","2,272","2,000","3,344",631,535,527,616,681,"1,228","1,193"
2021,4,10,"83,204","34,232","17,016","17,216","12,815","13,410","4,459","3,472","2,987","3,905",772,889,810,778,"1,054","1,889","1,732"
2021,4,20,"96,262","44,150","23,758","20,392","13,268","16,254","4,640","3,299","3,117","3,915",817,770,701,830,884,"1,791","1,826"
2021,4,30,"89,926","40,243","19,501","20,742","14,283","13,255","4,053","3,071","3,038","4,394",815,755,723,830,968,"1,747","1,751"
2021,4,40,"128,821","54,332","27,505","26,827","20,560","20,252","6,912","5,137","4,356","6,027","1,113","1,249","1,091","1,079","1,401","2,654","2,658"
2021,4,50,"143,646","54,035","29,496","24,539","20,929","23,863","8,360","6,340","6,129","6,664","1,937","1,847","1,583","1,973","2,034","4,020","3,932"
2021,4,60,"132,195","41,069","22,792","18,277","19,397","20,880","8,696","6,660","7,385","6,865","2,358","2,191","2,105","2,326","2,398","4,994","4,871"
2021,4,70,"94,885","24,614","13,347","11,267","12,623","13,611","7,484","5,611","6,425","4,961","2,042","1,937","1,738","2,385","2,424","4,687","4,343"
2021,4,80,"61,622","12,721","6,960","5,761","6,762","8,468","5,534","4,221","4,933","3,545","1,702","1,548","1,456","2,025","1,871","3,651","3,185"
2021,4,90,"10,935","2,191","1,262",929,"1,265","1,623",914,757,967,638,289,258,232,327,276,708,490
2021,4,100,462,76,46,30,50,71,55,25,33,27,12,18,9,13,21,32,20
2021,5,총,"901,849","333,663","173,285","160,378","131,609","140,575","54,095","40,796","41,075","44,285","12,485","12,008","10,977","13,180","13,965","27,218","25,918"
2021,5,0,"60,603","25,784","11,675","14,109","9,965","8,922","2,991","2,263","1,985","3,321",631,531,521,616,668,"1,225","1,180"
2021,5,10,"83,035","34,144","16,956","17,188","12,799","13,395","4,434","3,472","2,981","3,902",767,882,810,779,"1,047","1,889","1,734"
2021,5,20,"96,272","44,227","23,749","20,478","13,273","16,242","4,650","3,307","3,087","3,902",814,780,705,821,886,"1,769","1,809"
2021,5,30,"89,710","40,232","19,458","20,774","14,234","13,257","4,042","3,053","2,991","4,378",815,757,713,828,961,"1,717","1,732"
