년도,월,나이,대구광역시 서구,대구광역시 서구 내당1동,대구광역시 서구 내당2.3동,대구광역시 서구 내당4동,대구광역시 서구 비산1동,대구광역시 서구 비산2.3동,대구광역시 서구 비산4동,대구광역시 서구 비산5동,대구광역시 서구 비산6동,대구광역시 서구 비산7동,대구광역시 서구 평리1동,대구광역시 서구 평리2동,대구광역시 서구 평리3동,대구광역시 서구 평리4동,대구광역시 서구 평리5동,대구광역시 서구 평리6동,대구광역시 서구 상중이동,대구광역시 서구 원대동
2020,3,20,"12,289",722,706,"1,346",663,608,714,391,589,797,606,511,732,"1,300",143,398,"1,489",574
2020,3,30,"10,376",557,603,"1,143",543,494,620,383,441,581,452,531,600,"1,286",121,315,"1,267",439
2020,3,40,"12,736",567,760,"1,153",811,696,714,461,547,898,581,653,787,"1,347",154,425,"1,548",634
2020,3,50,"17,700",818,"1,041","1,477","1,108","1,034","1,008",724,857,"1,375",874,745,"1,150","1,724",226,636,"2,021",882
2020,3,60,"14,150",721,866,"1,265",836,893,841,586,651,990,664,608,882,"1,342",204,548,"1,577",676
2020,3,70,"7,375",373,493,687,459,534,447,354,345,539,336,301,421,629,97,224,722,414
2020,3,80,"2,271",121,163,205,143,197,150,122,114,144,114,88,113,165,28,74,185,145
2020,3,90,141,6,9,20,7,14,3,9,4,4,6,4,8,13,1,7,18,8
2020,3,100,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020,4,총,"87,167","4,390","5,115","8,381","5,097","4,946","5,034","3,370","3,924","5,871","4,062","4,058","5,244","9,140","1,063","2,899","10,452","4,121"
2020,4,0,"4,160",204,193,414,168,178,195,115,116,203,152,343,195,695,48,84,721,136
2020,4,10,"6,058",297,304,679,361,291,354,207,275,318,278,295,365,644,65,187,914,224
2020,4,20,"12,225",721,691,"1,358",664,603,706,385,585,803,596,505,718,"1,297",142,390,"1,490",571
2020,4,30,"10,320",553,599,"1,124",538,496,617,390,435,584,445,527,606,"1,285",117,318,"1,252",434
2020,4,40,"12,699",569,755,"1,148",803,694,718,463,540,895,584,647,774,"1,350",153,423,"1,546",637
2020,4,50,"17,650",823,"1,039","1,468","1,109","1,036",993,727,853,"1,385",873,740,"1,153","1,716",217,630,"2,017",871
2020,4,60,"14,182",716,870,"1,273",835,889,847,591,653,991,673,606,886,"1,341",195,560,"1,575",681
2020,4,70,"7,426",379,491,689,465,548,450,358,344,543,340,299,423,633,97,226,728,413
2020,4,80,"2,282",120,162,207,144,198,148,125,116,144,112,91,116,166,27,74,186,146
2020,4,90,142,6,9,21,7,13,3,9,5,4,6,4,8,13,1,7,18,8
2020,4,100,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020,5,총,"86,892","4,359","5,109","8,347","5,093","4,919","5,016","3,354","3,900","5,890","4,068","4,050","5,224","9,130","1,046","2,881","10,429","4,077"
2020,5,0,"4,109",197,191,409,160,174,193,113,112,205,156,339,194,687,50,85,713,131
2020,5,10,"6,009",293,299,672,363,287,348,204,270,316,282,293,366,642,64,185,906,219
2020,5,20,"12,159",713,697,"1,351",664,600,706,379,582,794,590,505,714,"1,291",141,384,"1,481",567
2020,5,30,"10,237",546,589,"1,124",537,490,609,389,427,582,441,515,600,"1,277",115,321,"1,244",431
2020,5,40,"12,648",566,754,"1,135",799,686,713,462,536,895,589,647,777,"1,343",150,416,"1,550",630
2020,5,50,"17,606",825,"1,044","1,460","1,107","1,034",996,725,852,"1,403",868,746,"1,136","1,720",208,622,"2,000",860
2020,5,60,"14,219",714,875,"1,279",841,885,847,590,655,993,675,604,892,"1,346",190,561,"1,593",679
2020,5,70,"7,449",382,485,688,465,551,452,359,342,550,345,305,421,640,99,226,730,409
2020,5,80,"2,288",115,164,207,147,199,145,125,116,146,113,91,116,169,27,74,190,144
2020,5,90,145,6,9,22,7,13,4,8,6,5,6,4,8,15,1,7,17,7
2020,5,100,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020,6,총,"86,639","4,338","5,086","8,309","5,076","4,879","4,999","3,350","3,884","5,888","4,078","4,029","5,211","9,112","1,038","2,876","10,439","4,047"
2020,6,0,"4,081",197,182,399,162,171,190,116,110,207,154,338,192,688,50,85,709,131
2020,6,10,"5,964",288,300,673,355,283,338,200,271,313,284,292,361,641,64,182,910,209
2020,6,20,"12,112",704,695,"1,339",664,587,709,374,576,798,594,492,711,"1,287",142,381,"1,496",563
2020,6,30,"10,168",542,587,"1,118",528,491,603,386,419,587,436,520,595,"1,266",109,323,"1,227",431
2020,6,40,"12,599",570,755,"1,118",788,688,720,459,522,887,592,645,766,"1,346",152,415,"1,553",623
2020,6,50,"17,528",814,"1,029","1,468","1,108","1,023",985,727,859,"1,397",868,736,"1,138","1,713",208,623,"1,982",850
2020,6,60,"14,257",716,872,"1,276",846,880,848,593,655,997,681,600,901,"1,347",186,561,"1,617",681
2020,6,70,"7,474",383,492,692,468,546,450,362,348,551,346,312,422,645,97,224,730,406
2020,6,80,"2,289",116,163,205,148,196,149,125,116,145,114,89,117,165,28,75,193,145
2020,6,90,144,6,9,21,6,14,4,8,6,5,6,4,8,14,1,7,17,8
2020,6,100,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020,7,총,"86,576","4,323","5,084","8,324","5,060","4,887","4,997","3,345","3,892","5,889","4,067","4,021","5,197","9,106","1,033","2,876","10,430","4,045"
2020,7,0,"4,055",191,179,397,160,167,191,112,113,211,156,333,194,686,51,87,696,131
2020,7,10,"5,909",281,300,666,354,280,337,190,276,313,277,290,353,646,64,177,898,207
2020,7,20,"12,116",706,698,"1,337",659,591,712,378,573,795,601,485,708,"1,284",140,386,"1,498",565
2020,7,30,"10,144",541,580,"1,120",519,489,603,385,418,590,438,525,597,"1,251",112,320,"1,230",426
2020,7,40,"12,576",568,755,"1,127",785,686,713,457,524,879,587,649,755,"1,353",154,416,"1,548",620
2020,7,50,"17,512",812,"1,030","1,469","1,113","1,028",982,731,859,"1,394",863,729,"1,134","1,710",206,622,"1,978",852
2020,7,60,"14,270",711,867,"1,278",846,886,846,598,657,"1,003",673,601,906,"1,352",178,560,"1,627",681
2020,7,70,"7,531",386,499,702,468,549,457,364,346,555,347,314,423,648,98,225,739,411
2020,7,80,"2,296",119,165,207,146,197,149,121,118,143,116,90,119,163,28,77,194,144
2020,7,90,144,6,9,21,7,14,4,9,6,5,6,4,8,13,1,6,17,8
2020,7,100,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020,8,총,"86,481","4,320","5,057","8,315","5,044","4,871","5,013","3,326","3,892","5,898","4,059","4,034","5,201","9,100","1,016","2,865","10,418","4,052"
2020,8,0,"4,018",185,173,393,159,167,190,109,110,207,154,336,191,688,47,87,692,130
2020,8,10,"5,870",280,301,663,351,278,336,188,275,319,273,285,353,638,63,176,886,205
2020,8,20,"12,089",706,690,"1,327",655,576,718,377,575,794,599,492,712,"1,287",136,383,"1,494",568
2020,8,30,"10,115",542,578,"1,128",518,489,596,382,415,585,441,529,595,"1,235",110,316,"1,234",422
2020,8,40,"12,527",572,753,"1,114",775,687,717,448,516,885,581,648,753,"1,355",150,408,"1,543",622
2020,8,50,"17,475",810,"1,017","1,474","1,109","1,023",977,729,861,"1,391",860,726,"1,133","1,709",205,627,"1,976",848
2020,8,60,"14,367",710,866,"1,281",848,893,866,595,668,"1,014",678,608,907,"1,365",177,559,"1,641",691
2020,8,70,"7,538",387,504,705,470,549,456,366,345,556,345,314,428,643,96,226,736,412
2020,8,80,"2,318",120,164,209,149,196,150,123,120,142,119,91,121,167,31,77,194,145
2020,8,90,141,6,9,21,7,13,4,9,5,4,6,4,8,13,0,6,17,9
2020,8,100,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020,9,총,"86,202","4,298","5,000","8,292","5,033","4,856","4,991","3,293","3,897","5,916","4,058","4,008","5,170","9,113","1,001","2,838","10,395","4,043"
2020,9,0,"3,999",179,166,385,157,165,195,106,113,212,154,332,191,690,47,86,693,128
2020,9,10,"5,816",283,295,659,346,275,332,183,274,315,269,281,350,637,61,175,878,203
2020,9,20,"12,030",707,689,"1,319",652,578,711,366,572,793,604,489,704,"1,276",135,378,"1,493",564
2020,9,30,"10,064",534,571,"1,131",519,478,592,387,411,594,440,520,588,"1,233",109,306,"1,229",422
2020,9,40,"12,439",563,740,"1,116",774,672,712,439,515,883,585,647,741,"1,366",143,401,"1,529",613
2020,9,50,"17,410",806,"1,001","1,456","1,107","1,030",968,725,866,"1,387",857,717,"1,131","1,718",202,618,"1,973",848
2020,9,60,"14,422",710,868,"1,291",852,898,877,591,672,"1,024",677,613,902,"1,365",175,564,"1,649",694
2020,9,70,"7,538",384,495,707,467,552,448,364,346,560,345,312,436,644,98,229,732,419
2020,9,80,"2,318",122,164,207,150,195,149,123,121,142,118,92,119,171,30,75,196,144
2020,9,90,143,8,9,21,6,13,4,9,5,5,6,4,8,13,0,6,18,8
2020,9,100,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020,10,총,"86,015","4,291","4,995","8,254","5,019","4,840","4,981","3,284","3,869","5,932","4,055","4,007","5,153","9,115",989,"2,821","10,389","4,021"
2020,10,0,"3,959",180,166,372,154,162,196,104,110,214,150,334,191,679,46,85,691,125
2020,10,10,"5,764",280,292,654,344,272,327,180,265,311,269,279,344,631,60,172,882,202
2020,10,20,"12,026",702,688,"1,314",655,580,716,371,569,804,599,492,699,"1,288",135,373,"1,480",561
2020,10,30,"10,016",528,574,"1,132",515,472,586,380,407,593,442,514,593,"1,221",106,309,"1,231",413
2020,10,40,"12,392",568,733,"1,112",765,672,707,438,512,881,589,648,740,"1,366",139,393,"1,513",616
2020,10,50,"17,379",799,"1,000","1,446","1,106","1,027",969,724,863,"1,390",857,714,"1,117","1,724",203,611,"1,986",843
2020,10,60,"14,448",712,874,"1,290",856,895,873,591,666,"1,028",675,615,901,"1,375",173,574,"1,656",694
2020,10,70,"7,523",390,490,703,465,554,448,364,348,561,343,313,439,642,95,224,730,414
2020,10,80,"2,342",122,167,210,150,194,151,122,122,144,122,93,121,177,30,74,197,146
2020,10,90,143,8,9,21,6,12,5,10,5,5,6,4,8,12,1,6,18,7
2020,10,100,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020,11,총,"85,757","4,285","4,971","8,225","5,008","4,800","4,958","3,271","3,883","5,908","4,053","4,000","5,130","9,095",976,"2,812","10,374","4,008"
2020,11,0,"3,931",181,161,365,152,158,196,103,117,216,148,330,193,671,43,80,694,123
2020,11,10,"5,701",271,287,646,339,268,318,180,264,303,266,283,337,624,62,170,882,201
2020,11,20,"11,997",713,677,"1,302",663,579,715,368,571,801,597,492,694,"1,289",135,374,"1,473",554
2020,11,30,"9,965",530,572,"1,125",508,468,575,380,400,591,444,512,588,"1,226",104,304,"1,219",419
2020,11,40,"12,305",565,734,"1,113",757,654,701,434,521,875,583,639,734,"1,352",138,391,"1,512",602
2020,11,50,"17,317",797,992,"1,436","1,104","1,020",968,720,861,"1,372",853,714,"1,107","1,721",201,614,"1,994",843
2020,11,60,"14,492",700,876,"1,299",865,899,873,591,668,"1,041",691,623,904,"1,373",167,574,"1,649",699
2020,11,70,"7,531",394,496,705,463,548,453,364,351,558,338,309,440,648,94,228,729,413
2020,11,80,"2,353",124,165,212,149,195,151,121,123,146,124,93,125,178,30,71,199,147
2020,11,90,141,8,9,22,5,11,5,10,5,4,6,4,8,13,1,6,17,7
2020,11,100,24,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,6,0
2020,12,총,"85,572","4,277","4,952","8,197","5,001","4,794","4,945","3,254","3,873","5,885","4,055","3,981","5,122","9,092",966,"2,786","10,379","4,013"
2020,12,0,"3,912",181,157,360,153,162,191,102,116,219,154,321,193,671,42,78,691,121
2020,12,10,"5,656",268,285,639,337,262,316,175,264,296,263,285,335,623,61,165,881,201
2020,12,20,"11,929",706,680,"1,300",664,576,705,365,567,790,591,491,691,"1,273",134,369,"1,471",556
2020,12,30,"9,906",526,566,"1,109",504,461,579,376,399,590,443,507,583,"1,231",102,303,"1,211",416
2020,12,40,"12,259",564,728,"1,111",756,650,698,431,516,868,581,629,728,"1,352",138,386,"1,519",604
2020,12,50,"17,269",795,992,"1,421","1,096","1,027",972,715,853,"1,370",854,715,"1,114","1,714",191,614,"1,985",841
2020,12,60,"14,561",704,872,"1,309",868,904,870,597,674,"1,045",698,628,906,"1,376",171,572,"1,662",705
2020,12,70,"7,534",398,497,707,465,545,455,362,352,551,334,307,438,659,94,223,738,409
2020,12,80,"2,383",125,164,219,150,196,151,121,125,151,128,93,127,181,31,70,198,153
2020,12,90,138,8,9,22,5,11,5,10,5,4,6,4,7,12,1,6,16,7
2020,12,100,25,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,7,0
2021,1,총,"85,396","4,286","4,933","8,188","4,996","4,792","4,931","3,255","3,861","5,861","4,045","3,981","5,092","9,098",952,"2,772","10,348","4,005"
2021,1,0,"3,871",184,160,355,153,158,189,102,119,218,153,313,189,663,41,77,677,120
2021,1,10,"5,610",270,280,632,332,260,316,176,260,290,256,283,326,629,60,160,881,199
2021,1,20,"11,910",698,676,"1,305",666,577,697,364,562,783,596,495,686,"1,279",131,376,"1,458",561
2021,1,30,"9,830",535,556,"1,097",504,458,565,373,398,589,437,504,575,"1,216",101,301,"1,208",413
2021,1,40,"12,216",566,724,"1,114",742,644,701,427,519,857,585,631,728,"1,347",137,381,"1,514",599
2021,1,50,"17,211",788,989,"1,409","1,095","1,024",972,721,837,"1,368",848,711,"1,106","1,724",190,609,"1,978",842
2021,1,60,"14,628",711,873,"1,324",879,910,876,596,679,"1,054",696,632,904,"1,390",166,569,"1,667",702
2021,1,70,"7,549",401,496,708,464,550,458,361,353,546,335,312,443,658,93,223,741,407
2021,1,80,"2,411",123,169,224,152,200,149,125,127,151,130,95,129,180,31,70,202,154
2021,1,90,135,8,8,20,6,11,5,10,5,4,6,4,6,12,1,6,15,8
2021,1,100,25,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,7,0
2021,2,총,"85,148","4,262","4,923","8,173","5,001","4,793","4,911","3,242","3,858","5,833","4,037","3,960","5,073","9,087",948,"2,767","10,309","3,971"
2021,2,0,"3,818",183,164,350,148,157,187,102,119,213,151,306,187,650,40,73,671,117
2021,2,10,"5,577",260,274,629,330,259,312,171,262,288,253,281,325,636,60,160,882,195
2021,2,20,"11,778",695,674,"1,293",667,573,692,360,557,766,590,481,687,"1,258",127,374,"1,436",548
2021,2,30,"9,793",536,550,"1,111",502,463,556,370,398,597,436,500,563,"1,208",99,300,"1,199",405
2021,2,40,"12,183",561,726,"1,105",741,646,696,426,512,842,582,627,722,"1,358",136,380,"1,520",603
2021,2,50,"17,114",786,983,"1,396","1,100","1,009",979,718,831,"1,356",853,712,"1,089","1,716",190,609,"1,960",827
2021,2,60,"14,733",706,882,"1,333",883,916,876,598,687,"1,067",698,637,917,"1,411",170,569,"1,677",706
2021,2,70,"7,542",397,487,709,465,556,451,362,354,544,337,312,443,660,94,225,737,409
2021,2,80,"2,450",128,172,227,156,203,154,127,130,155,128,99,134,178,30,71,205,153
2021,2,90,135,8,9,20,6,11,5,8,6,4,6,4,6,12,1,6,15,8
2021,2,100,25,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,7,0
2021,3,총,"84,873","4,248","4,897","8,162","5,010","4,775","4,905","3,214","3,857","5,798","4,017","3,955","5,079","9,064",938,"2,741","10,246","3,967"
2021,3,0,"3,786",178,160,352,149,158,187,100,121,208,147,302,186,641,40,70,671,116
2021,3,10,"5,515",260,271,622,329,251,310,170,262,282,246,281,324,634,60,157,863,193
2021,3,20,"11,689",693,668,"1,292",665,572,681,353,548,762,591,477,676,"1,240",129,365,"1,434",543
2021,3,30,"9,792",534,548,"1,119",511,458,558,367,402,592,442,498,565,"1,204",96,297,"1,191",410
2021,3,40,"12,109",565,722,"1,095",743,644,695,417,505,831,573,624,720,"1,358",134,380,"1,506",597
2021,3,50,"17,040",783,975,"1,378","1,095","1,003",987,708,831,"1,351",844,709,"1,091","1,721",188,598,"1,943",835
2021,3,60,"14,778",705,881,"1,347",891,917,867,605,695,"1,066",700,650,924,"1,415",169,567,"1,677",702
2021,3,70,"7,553",394,492,706,463,555,461,359,355,544,337,309,448,661,91,230,739,409
2021,3,80,"2,462",126,170,230,156,206,152,128,130,158,129,100,139,177,29,70,208,154
2021,3,90,135,9,8,21,6,11,5,7,6,4,6,4,6,13,1,7,13,8
2021,3,100,14,1,2,0,2,0,2,0,2,0,2,1,0,0,1,0,1,0
2021,4,총,"84,624","4,247","4,880","8,145","4,999","4,758","4,894","3,203","3,844","5,747","4,000","3,960","5,059","9,027",943,"2,733","10,232","3,953"
2021,4,0,"3,743",178,160,351,147,155,184,100,121,201,146,300,187,626,40,71,664,112
2021,4,10,"5,488",258,271,618,331,251,307,168,259,280,245,284,321,635,57,154,859,190
2021,4,20,"11,638",698,659,"1,285",663,571,682,352,545,741,591,473,674,"1,228",133,358,"1,444",541
2021,4,30,"9,777",537,557,"1,112",506,458,551,366,398,599,437,499,562,"1,197",99,304,"1,186",409
2021,4,40,"12,051",561,713,"1,099",740,644,693,412,508,823,567,623,720,"1,350",135,375,"1,496",592
2021,4,50,"16,920",783,971,"1,359","1,084",988,986,706,825,"1,330",844,707,"1,073","1,720",188,592,"1,934",830
2021,4,60,"14,816",700,876,"1,362",900,924,871,602,693,"1,068",695,656,929,"1,414",169,571,"1,682",704
2021,4,70,"7,556",394,490,705,462,550,457,360,355,543,339,311,447,666,90,231,741,415
2021,4,80,"2,490",128,173,234,158,206,156,130,132,158,130,102,140,178,30,70,212,153
2021,4,90,130,9,8,20,6,11,4,7,6,4,4,4,6,13,1,7,13,7
2021,4,100,15,1,2,0,2,0,3,0,2,0,2,1,0,0,1,0,1,0
2021,5,총,"84,423","4,222","4,872","8,146","5,007","4,738","4,887","3,188","3,833","5,694","4,011","3,961","5,053","9,011",937,"2,710","10,207","3,946"
2021,5,0,"3,711",173,160,350,146,156,183,98,121,198,146,299,183,620,39,68,654,117
2021,5,10,"5,445",261,273,606,330,248,303,166,256,277,240,285,318,630,56,153,855,188
2021,5,20,"11,589",696,650,"1,282",665,565,667,352,549,734,590,475,674,"1,223",134,355,"1,438",540
2021,5,30,"9,764",533,559,"1,117",505,448,552,360,396,596,444,500,568,"1,199",98,297,"1,183",409
2021,5,40,"11,933",560,704,"1,088",737,640,691,406,495,805,566,611,715,"1,344",135,370,"1,481",585
2021,5,50,"16,897",767,974,"1,376","1,088",982,988,708,823,"1,319",843,713,"1,062","1,719",184,588,"1,935",828
2021,5,60,"14,877",701,879,"1,358",905,934,883,604,700,"1,060",702,662,939,"1,415",170,573,"1,688",704
2021,5,70,"7,553",393,487,711,462,547,456,359,351,541,340,310,452,669,89,229,745,412
2021,5,80,"2,510",130,176,237,161,207,157,128,133,161,134,101,135,179,30,70,215,156
2021,5,90,129,7,8,21,6,11,4,7,7,3,4,4,7,13,1,7,12,7
2021,5,100,15,1,2,0,2,0,3,0,2,0,2,1,0,0,1,0,1,0
2021,6,총,"83,975","4,211","4,844","8,120","4,980","4,673","4,853","3,155","3,833","5,617","4,000","3,942","5,045","8,998",933,"2,680","10,170","3,921"
2021,6,0,"3,702",166,161,351,150,155,181,97,122,196,146,299,185,616,39,65,656,117
2021,6,10,"5,411",264,268,606,331,249,298,163,256,270,236,287,314,627,54,154,851,183
2021,6,20,"11,513",699,650,"1,264",666,563,662,353,554,723,591,465,670,"1,210",132,347,"1,425",539
2021,6,30,"9,687",533,555,"1,115",499,448,546,345,393,588,437,496,570,"1,197",97,294,"1,174",400
2021,6,40,"11,886",555,700,"1,085",732,631,685,403,489,799,566,610,714,"1,348",133,367,"1,483",586
2021,6,50,"16,747",755,970,"1,370","1,086",963,991,704,819,"1,291",835,697,"1,054","1,714",182,581,"1,913",822
2021,6,60,"14,920",710,879,"1,367",895,927,888,597,705,"1,061",715,675,947,"1,421",171,567,"1,695",700
2021,6,70,"7,503",396,474,707,454,530,452,361,351,532,341,307,450,671,89,228,747,413
2021,6,80,"2,482",127,179,235,163,199,146,125,135,154,130,101,135,182,34,70,213,154
2021,6,90,119,6,8,20,4,8,4,7,7,3,3,4,6,12,1,7,12,7
2021,6,100,5,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0
2021,7,총,"83,659","4,203","4,814","8,091","4,975","4,662","4,844","3,145","3,834","5,536","3,985","3,911","5,030","8,994",931,"2,652","10,168","3,884"
2021,7,0,"3,667",163,161,349,145,154,181,97,121,192,145,295,184,614,36,61,657,112
2021,7,10,"5,393",264,266,610,333,253,295,158,254,264,233,284,309,628,53,153,856,180
2021,7,20,"11,401",696,639,"1,248",663,559,654,355,558,706,587,458,666,"1,200",129,346,"1,408",529
2021,7,30,"9,623",533,552,"1,097",493,443,542,345,388,575,438,490,575,"1,204",99,291,"1,167",391
2021,7,40,"11,841",557,692,"1,088",734,628,689,394,495,793,562,608,700,"1,350",131,355,"1,482",583
2021,7,50,"16,641",746,968,"1,369","1,081",959,988,698,822,"1,265",825,688,"1,050","1,692",182,580,"1,916",812
2021,7,60,"14,964",713,873,"1,362",902,929,886,604,701,"1,057",724,679,955,"1,436",176,566,"1,700",701
2021,7,70,"7,513",396,471,712,454,532,458,362,351,527,339,309,449,673,88,224,753,415
2021,7,80,"2,494",130,184,236,166,197,145,126,134,154,129,97,137,185,35,69,216,154
2021,7,90,118,5,8,20,4,8,6,6,8,3,3,3,5,12,1,7,12,7
2021,7,100,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
2021,8,총,"83,453","4,202","4,793","8,094","4,979","4,655","4,832","3,138","3,820","5,443","3,982","3,922","5,036","9,004",934,"2,569","10,165","3,885"
2021,8,0,"3,638",162,159,345,141,151,177,96,119,191,141,295,181,612,36,58,659,115
2021,8,10,"5,389",268,264,604,334,259,293,152,252,263,235,284,314,635,53,145,856,178
2021,8,20,"11,299",688,631,"1,253",662,551,649,355,546,685,581,461,659,"1,197",130,331,"1,398",522
2021,8,30,"9,585",529,538,"1,087",496,444,539,340,387,572,437,496,583,"1,191",99,279,"1,175",393
2021,8,40,"11,789",558,691,"1,090",729,624,687,396,494,778,555,607,693,"1,361",132,341,"1,470",583
2021,8,50,"16,581",745,964,"1,373","1,079",956,986,694,820,"1,235",831,686,"1,046","1,694",180,572,"1,909",811
2021,8,60,"15,015",717,878,"1,372",914,931,885,606,704,"1,045",730,681,962,"1,449",178,548,"1,712",703
2021,8,70,"7,514",397,474,715,455,533,465,365,347,516,338,308,454,670,89,219,754,415
2021,8,80,"2,517",131,186,235,165,198,144,128,141,155,130,101,139,183,35,70,218,158
2021,8,90,122,7,8,20,4,8,7,6,8,3,4,3,5,12,1,6,13,7
2021,8,100,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
2021,9,총,"83,187","4,189","4,796","8,088","4,976","4,649","4,808","3,126","3,803","5,404","3,977","3,918","5,012","9,002",935,"2,469","10,151","3,884"
2021,9,0,"3,613",160,155,341,144,149,174,94,119,189,143,294,177,613,36,53,656,116
2021,9,10,"5,357",268,260,605,336,258,294,151,250,255,236,283,308,628,56,142,852,175
2021,9,20,"11,196",682,637,"1,255",658,548,639,352,541,674,578,457,652,"1,186",128,313,"1,378",518
2021,9,30,"9,592",527,540,"1,090",498,451,541,340,382,579,434,493,578,"1,193",99,271,"1,185",391
2021,9,40,"11,693",557,683,"1,082",713,622,675,396,487,764,550,610,691,"1,367",133,323,"1,456",584
2021,9,50,"16,514",737,959,"1,370","1,085",955,981,693,816,"1,222",828,685,"1,036","1,689",180,552,"1,910",816
2021,9,60,"15,042",720,893,"1,367",912,927,887,599,709,"1,051",738,684,970,"1,453",176,531,"1,723",702
2021,9,70,"7,521",397,473,720,462,535,465,362,346,512,335,306,456,676,89,212,757,418
2021,9,80,"2,528",133,188,238,164,196,145,133,142,155,131,103,138,185,36,66,218,157
2021,9,90,126,8,8,19,4,8,7,6,9,3,4,3,6,12,1,6,15,7
2021,9,100,5,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
2021,10,총,"82,929","4,180","4,779","8,085","4,962","4,618","4,797","3,128","3,800","5,378","3,974","3,921","5,007","8,990",929,"2,341","10,158","3,882"
