년도,월,나이,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동,충청남도 천안시 서북구 불당1동,충청남도 천안시 서북구 불당2동
2020,4,0,"31,189","10,418",905,70,62,77,43,31,144,16,81,47,200,155,514,"1,174","2,433","3,064","1,402","20,771",667,"1,020",700,159,389,502,436,"1,830",779,"2,961","5,187","1,705","4,436",,
2020,4,10,"33,410","12,898","1,354",119,80,122,90,38,167,30,147,92,299,340,672,"1,596","2,841","3,450","1,461","20,512","1,122","1,226",915,278,575,724,643,"2,437","1,134","2,728","4,503","1,865","2,362",,
2020,4,20,"45,419","16,677","1,227",147,174,153,116,87,266,53,258,246,495,519,"1,316","1,353","2,874","3,479","3,914","28,742","1,272","1,167",960,382,"1,115","3,239","1,233","2,923","1,298","2,507","4,373","4,290","3,983",,
2020,4,30,"49,817","16,264","1,207",131,143,138,76,63,225,47,204,161,415,373,"1,061","1,475","3,436","4,354","2,755","33,553","1,029","1,480","1,113",282,957,"2,254",900,"2,727","1,244","3,767","7,508","3,360","6,932",,
2020,4,40,"54,072","21,088","2,203",178,213,246,128,75,324,57,298,205,599,659,"1,362","2,343","4,499","5,147","2,552","32,984","1,787","1,961","1,512",470,"1,151","1,684","1,018","3,668","1,750","3,834","7,011","3,217","3,921",,
2020,4,50,"49,681","21,537","2,011",362,430,407,291,188,592,197,465,315,862,942,"1,613","2,080","3,329","4,208","3,245","28,144","1,990","1,707","1,592",833,"1,506","1,669","1,422","3,507","1,860","2,781","3,886","2,764","2,627",,
2020,4,60,"29,641","14,723","1,344",401,443,439,342,224,514,223,573,327,724,788,"1,108","1,256","1,583","2,408","2,026","14,918","1,930","1,099","1,030",763,"1,088","1,160",943,"1,453",926,"1,114","1,145","1,217","1,050",,
2020,4,70,"16,129","8,226",838,251,297,266,251,180,353,195,379,234,416,531,571,693,735,"1,176",860,"7,903","1,339",635,639,518,651,540,410,634,552,471,464,600,450,,
2020,4,80,"9,618","5,078",594,224,261,222,195,158,260,160,187,118,239,298,275,368,460,622,437,"4,540",773,364,390,336,301,269,205,396,345,282,262,350,267,,
2020,4,90,"1,627",879,93,40,46,40,33,19,56,33,25,14,39,41,56,60,75,125,84,748,120,64,55,50,40,55,45,48,63,48,55,58,47,,
2020,4,100,123,64,0,0,2,1,2,2,7,3,7,2,7,4,7,1,2,8,9,59,20,3,4,11,5,6,1,2,1,1,2,2,1,,
2020,5,총,"321,201","127,671","11,794","1,917","2,145","2,107","1,567","1,061","2,898","1,008","2,635","1,747","4,286","4,619","8,532","12,376","22,208","28,009","18,762","193,530","11,993","10,671","8,893","4,053","7,747","12,084","7,265","19,578","9,935","20,520","34,577","20,172","26,042",,
2020,5,0,"31,176","10,351",899,69,60,77,43,31,141,15,83,46,195,151,512,"1,161","2,409","3,060","1,399","20,825",656,"1,021",693,160,392,504,438,"1,836",780,"2,953","5,205","1,749","4,438",,
2020,5,10,"33,329","12,856","1,349",119,80,121,92,40,167,31,145,91,300,333,667,"1,598","2,845","3,437","1,441","20,473","1,119","1,208",905,269,567,713,636,"2,413","1,131","2,741","4,504","1,919","2,348",,
2020,5,20,"45,563","16,649","1,234",142,170,149,112,82,263,51,258,244,488,516,"1,305","1,344","2,859","3,474","3,958","28,914","1,258","1,155",956,379,"1,116","3,254","1,247","2,904","1,291","2,503","4,425","4,473","3,953",,
2020,5,30,"49,866","16,182","1,212",130,142,139,76,62,228,46,208,160,411,364,"1,057","1,468","3,393","4,338","2,748","33,684","1,021","1,462","1,107",274,942,"2,246",901,"2,721","1,246","3,765","7,550","3,520","6,929",,
2020,5,40,"54,020","21,026","2,202",178,211,244,130,77,317,56,303,200,600,661,"1,376","2,329","4,486","5,126","2,530","32,994","1,766","1,943","1,515",467,"1,134","1,666","1,014","3,648","1,737","3,843","7,022","3,332","3,907",,
2020,5,50,"49,778","21,521","2,014",363,426,403,287,183,591,197,466,314,861,937,"1,596","2,077","3,342","4,210","3,254","28,257","1,987","1,710","1,585",827,"1,486","1,659","1,415","3,502","1,858","2,790","3,922","2,883","2,633",,
2020,5,60,"29,832","14,782","1,351",400,443,441,339,226,514,222,572,328,728,783,"1,114","1,264","1,593","2,427","2,037","15,050","1,926","1,093","1,033",764,"1,106","1,161",951,"1,473",936,"1,119","1,164","1,254","1,070",,
2020,5,70,"16,228","8,268",842,254,304,268,256,180,353,193,381,233,417,531,572,699,736,"1,179",870,"7,960","1,345",644,648,517,654,547,409,639,547,472,467,625,446,,
2020,5,80,"9,651","5,094",598,221,261,222,196,159,262,160,187,115,241,297,273,372,472,621,437,"4,557",775,367,390,334,305,273,208,392,345,285,258,356,269,,
2020,5,90,"1,636",880,93,41,46,42,34,19,55,34,25,14,38,43,53,63,71,129,80,756,120,65,57,50,40,55,45,48,63,48,58,59,48,,
2020,5,100,122,62,0,0,2,1,2,2,7,3,7,2,7,3,7,1,2,8,8,60,20,3,4,12,5,6,1,2,1,1,2,2,1,,
2020,6,총,"322,284","127,757","11,808","1,923","2,154","2,115","1,567","1,062","2,896","1,000","2,641","1,749","4,270","4,624","8,690","12,317","22,181","28,016","18,744","194,527","11,952","10,603","8,867","4,052","7,722","12,001","7,222","19,524","9,933","20,494","34,792","20,608","26,757",,
2020,6,0,"31,131","10,283",883,69,61,79,41,30,139,15,86,45,191,150,526,"1,132","2,396","3,035","1,405","20,848",649,"1,008",681,160,383,491,432,"1,804",774,"2,940","5,207","1,768","4,551",,
2020,6,10,"33,352","12,857","1,351",117,81,124,93,41,167,30,146,93,297,331,681,"1,601","2,830","3,453","1,421","20,495","1,115","1,197",897,268,564,698,629,"2,412","1,121","2,726","4,529","1,927","2,412",,
2020,6,20,"45,693","16,659","1,230",146,170,149,110,83,259,52,255,245,489,513,"1,338","1,336","2,867","3,457","3,960","29,034","1,235","1,144",958,371,"1,111","3,236","1,237","2,873","1,300","2,494","4,453","4,580","4,042",,
2020,6,30,"50,165","16,219","1,225",132,138,138,77,61,227,43,211,165,410,369,"1,082","1,462","3,386","4,344","2,749","33,946","1,024","1,438","1,089",270,942,"2,217",904,"2,675","1,239","3,756","7,602","3,617","7,173",,
2020,6,40,"54,174","20,997","2,200",180,211,243,129,77,315,55,302,197,599,664,"1,403","2,319","4,478","5,122","2,503","33,177","1,752","1,940","1,521",473,"1,118","1,660",995,"3,666","1,735","3,851","7,045","3,396","4,025",,
2020,6,50,"49,873","21,504","2,019",358,427,407,288,183,594,192,464,313,855,938,"1,599","2,071","3,330","4,217","3,249","28,369","1,983","1,685","1,579",824,"1,479","1,664","1,418","3,490","1,862","2,780","3,972","2,957","2,676",,
2020,6,60,"30,122","14,874","1,364",403,451,440,339,226,518,225,578,327,727,782,"1,147","1,258","1,600","2,439","2,050","15,248","1,928","1,102","1,047",774,"1,117","1,158",945,"1,506",939,"1,142","1,189","1,302","1,099",,
2020,6,70,"16,332","8,310",843,257,305,267,255,180,353,191,379,231,419,533,581,699,748,"1,188",881,"8,022","1,354",648,645,515,656,545,408,655,548,474,476,640,458,,
2020,6,80,"9,680","5,108",602,221,261,223,199,159,264,158,187,117,238,297,275,375,474,623,435,"4,572",772,373,391,335,306,271,208,393,347,284,257,362,273,,
2020,6,90,"1,638",883,91,40,47,44,34,20,53,36,26,14,38,44,51,62,70,130,83,755,119,66,55,49,41,55,45,48,67,46,60,57,47,,
2020,6,100,124,63,0,0,2,1,2,2,7,3,7,2,7,3,7,2,2,8,8,61,21,2,4,13,5,6,1,2,1,1,2,2,1,,
2020,7,총,"322,625","127,858","11,837","1,921","2,152","2,117","1,566","1,066","2,897","1,000","2,630","1,735","4,264","4,616","8,825","12,317","22,168","28,018","18,729","194,767","11,922","10,556","8,853","4,048","7,699","11,976","7,216","19,465","9,901","20,441","34,923","20,810","26,957",,
2020,7,0,"31,076","10,249",876,70,60,76,43,30,135,15,85,45,192,151,525,"1,128","2,383","3,040","1,395","20,827",646,994,678,158,382,492,434,"1,784",771,"2,923","5,202","1,789","4,574",,
2020,7,10,"33,276","12,806","1,342",118,81,124,91,40,164,30,142,93,293,329,678,"1,608","2,822","3,442","1,409","20,470","1,107","1,189",886,265,568,681,625,"2,403","1,108","2,714","4,562","1,933","2,429",,
2020,7,20,"45,686","16,658","1,229",144,173,152,111,84,261,51,250,238,490,506,"1,371","1,333","2,873","3,445","3,947","29,028","1,231","1,137",966,369,"1,104","3,228","1,241","2,860","1,297","2,474","4,445","4,615","4,061",,
2020,7,30,"50,186","16,187","1,229",132,135,140,78,60,227,42,205,158,409,362,"1,114","1,454","3,357","4,349","2,736","33,999","1,022","1,417","1,080",267,934,"2,232",895,"2,666","1,238","3,731","7,624","3,677","7,216",,
2020,7,40,"54,269","21,025","2,210",180,211,243,127,73,318,57,296,199,598,663,"1,429","2,315","4,490","5,113","2,503","33,244","1,740","1,932","1,519",476,"1,119","1,645",988,"3,650","1,727","3,848","7,085","3,420","4,095",,
2020,7,50,"49,902","21,496","2,027",354,419,401,288,190,585,190,465,310,853,934,"1,621","2,068","3,326","4,212","3,253","28,406","1,977","1,679","1,575",813,"1,460","1,656","1,421","3,492","1,847","2,792","4,012","2,995","2,687",,
2020,7,60,"30,319","14,959","1,377",407,453,443,338,227,523,225,582,328,721,783,"1,159","1,263","1,611","2,460","2,059","15,360","1,934","1,123","1,046",778,"1,120","1,160",947,"1,515",951,"1,157","1,202","1,316","1,111",,
2020,7,70,"16,438","8,389",852,254,310,269,253,182,356,193,384,228,418,542,590,702,766,"1,189",901,"8,049","1,351",649,646,523,660,549,412,655,550,470,472,652,460,,
2020,7,80,"9,709","5,140",606,225,261,224,200,158,265,158,188,120,243,299,280,381,470,628,434,"4,569",773,370,399,334,308,271,208,389,344,284,258,355,276,,
2020,7,90,"1,640",886,89,37,47,44,35,20,56,36,26,14,40,44,51,63,68,132,84,754,120,64,54,52,39,56,44,49,67,47,59,56,47,,
2020,7,100,124,63,0,0,2,1,2,2,7,3,7,2,7,3,7,2,2,8,8,61,21,2,4,13,5,6,1,2,1,1,2,2,1,,
2020,8,총,"322,488","127,698","11,814","1,914","2,145","2,108","1,572","1,068","2,881",995,"2,618","1,734","4,270","4,595","8,855","12,268","22,160","27,979","18,722","194,790","11,896","10,551","8,853","4,020","7,685","11,940","7,202","19,451","9,880","20,399","34,923","21,004","26,986",,
2020,8,0,"30,983","10,164",861,67,56,74,44,29,137,11,82,43,194,149,519,"1,117","2,366","3,027","1,388","20,819",640,992,673,159,387,499,436,"1,774",756,"2,910","5,191","1,802","4,600",,
2020,8,10,"33,181","12,771","1,335",119,82,119,91,41,165,31,141,93,295,322,683,"1,606","2,823","3,425","1,400","20,410","1,095","1,189",884,256,562,671,625,"2,396","1,096","2,713","4,557","1,942","2,424",,
2020,8,20,"45,691","16,641","1,227",145,167,153,107,81,259,53,252,240,489,503,"1,374","1,323","2,886","3,437","3,945","29,050","1,227","1,132",956,363,"1,103","3,211","1,236","2,871","1,306","2,458","4,452","4,670","4,065",,
2020,8,30,"49,955","16,070","1,231",129,132,136,79,58,219,40,205,160,405,357,"1,113","1,439","3,326","4,317","2,724","33,885","1,017","1,407","1,070",271,934,"2,211",881,"2,652","1,224","3,733","7,598","3,698","7,189",,
2020,8,40,"54,241","20,993","2,204",177,211,243,133,75,313,58,291,198,595,653,"1,433","2,303","4,475","5,129","2,502","33,248","1,738","1,940","1,519",467,"1,109","1,645",989,"3,644","1,704","3,841","7,099","3,440","4,113",,
2020,8,50,"49,956","21,501","2,022",357,418,393,286,191,583,190,463,311,848,935,"1,633","2,077","3,345","4,201","3,248","28,455","1,965","1,681","1,576",809,"1,461","1,657","1,409","3,493","1,864","2,774","4,028","3,045","2,693",,
2020,8,60,"30,505","15,055","1,386",404,459,453,341,231,521,225,585,328,731,790,"1,171","1,255","1,625","2,471","2,079","15,450","1,938","1,130","1,063",777,"1,125","1,166",954,"1,517",960,"1,168","1,203","1,333","1,116",,
2020,8,70,"16,476","8,406",855,256,310,266,252,183,357,193,375,223,419,539,589,708,773,"1,202",906,"8,070","1,358",640,654,517,652,541,418,662,555,478,474,662,459,,
2020,8,80,"9,716","5,137",602,225,260,225,202,157,266,156,190,122,245,301,279,375,468,629,435,"4,579",777,375,400,335,306,274,209,390,346,275,260,351,281,,
2020,8,90,"1,658",897,91,35,48,45,35,20,54,35,27,14,42,43,54,63,71,132,88,761,119,63,54,53,40,59,44,50,68,48,59,59,45,,
2020,8,100,126,63,0,0,2,1,2,2,7,3,7,2,7,3,7,2,2,9,7,63,22,2,4,13,6,6,1,2,1,1,2,2,1,,
2020,9,총,"322,646","127,604","11,837","1,908","2,142","2,104","1,563","1,061","2,887",988,"2,627","1,725","4,263","4,604","8,882","12,253","22,116","27,944","18,700","195,042","11,858","10,492","8,831","4,013","7,626","11,862","7,177","19,408","9,855","20,385","34,921","21,595","27,019",,
2020,9,0,"30,853","10,103",850,67,58,67,42,29,138,12,80,45,192,146,516,"1,126","2,342","3,015","1,378","20,750",627,979,652,156,377,483,440,"1,761",758,"2,878","5,160","1,861","4,618",,
2020,9,10,"33,110","12,730","1,338",118,80,118,89,40,163,30,138,92,291,320,681,"1,601","2,819","3,427","1,385","20,380","1,090","1,179",886,255,552,657,616,"2,394","1,095","2,739","4,574","1,942","2,401",,
2020,9,20,"45,711","16,633","1,241",144,165,155,105,78,266,53,254,239,492,505,"1,387","1,319","2,865","3,423","3,942","29,078","1,217","1,123",950,362,"1,091","3,197","1,223","2,872","1,288","2,457","4,426","4,813","4,059",,
2020,9,30,"49,885","15,990","1,235",129,132,136,78,56,219,39,204,163,396,353,"1,124","1,439","3,296","4,270","2,721","33,895","1,005","1,387","1,060",267,911,"2,196",872,"2,634","1,211","3,700","7,571","3,868","7,213",,
2020,9,40,"54,161","20,902","2,193",174,206,239,131,75,306,55,295,189,594,657,"1,423","2,282","4,475","5,117","2,491","33,259","1,729","1,925","1,523",462,"1,098","1,642",988,"3,624","1,700","3,841","7,103","3,517","4,107",,
2020,9,50,"50,107","21,522","2,026",357,423,396,283,182,585,189,463,311,856,929,"1,636","2,068","3,353","4,219","3,246","28,585","1,966","1,673","1,576",818,"1,454","1,635","1,408","3,494","1,866","2,787","4,063","3,144","2,701",,
2020,9,60,"30,754","15,182","1,401",406,459,457,344,238,526,224,592,328,732,802,"1,179","1,265","1,645","2,499","2,085","15,572","1,943","1,141","1,065",770,"1,135","1,171",962,"1,526",969,"1,182","1,224","1,355","1,129",,
2020,9,70,"16,488","8,424",857,254,308,264,250,183,356,191,380,220,419,543,593,711,779,"1,202",914,"8,064","1,353",641,650,520,653,535,414,662,554,477,470,675,460,,
2020,9,80,"9,767","5,149",605,225,261,224,201,157,267,158,188,121,241,301,283,376,470,629,442,"4,618",785,378,406,337,307,282,211,387,346,276,264,355,284,,
2020,9,90,"1,682",904,91,34,48,47,38,21,54,34,26,15,43,45,52,63,70,134,89,778,121,64,59,53,42,58,42,52,67,47,64,63,46,,
2020,9,100,128,65,0,0,2,1,2,2,7,3,7,2,7,3,8,3,2,9,7,63,22,2,4,13,6,6,1,2,1,1,2,2,1,,
2020,10,총,"322,773","127,570","11,850","1,904","2,150","2,102","1,543","1,057","2,877",983,"2,623","1,713","4,255","4,585","8,894","12,225","22,157","27,940","18,712","195,203","11,799","10,473","8,889","3,983","7,600","11,896","7,160","19,395","9,837","20,382","34,929","21,838","27,022",,
2020,10,0,"30,643","10,037",841,69,57,63,40,29,137,12,78,45,190,143,521,"1,119","2,339","2,977","1,377","20,606",623,965,651,146,367,483,421,"1,747",751,"2,853","5,143","1,865","4,591",,
2020,10,10,"33,046","12,661","1,328",113,79,116,87,39,164,30,137,89,294,316,673,"1,590","2,821","3,425","1,360","20,385","1,059","1,182",883,261,543,647,620,"2,395","1,101","2,759","4,574","1,955","2,406",,
2020,10,20,"45,743","16,641","1,243",145,171,162,100,76,256,52,256,239,489,501,"1,395","1,326","2,868","3,419","3,943","29,102","1,224","1,115",952,354,"1,092","3,211","1,216","2,879","1,282","2,449","4,420","4,868","4,040",,
2020,10,30,"49,760","15,961","1,229",132,130,139,75,56,218,38,198,163,390,350,"1,134","1,435","3,285","4,257","2,732","33,799",981,"1,369","1,072",271,899,"2,202",865,"2,618","1,187","3,674","7,540","3,916","7,205",,
2020,10,40,"54,209","20,870","2,187",168,210,231,126,77,307,56,301,188,586,657,"1,424","2,268","4,475","5,107","2,502","33,339","1,711","1,927","1,542",449,"1,089","1,647",978,"3,598","1,701","3,860","7,130","3,575","4,132",,
2020,10,50,"50,202","21,543","2,036",353,416,396,282,180,581,186,465,305,854,926,"1,628","2,080","3,382","4,243","3,230","28,659","1,971","1,674","1,580",806,"1,453","1,634","1,409","3,506","1,866","2,782","4,073","3,175","2,730",,
2020,10,60,"31,022","15,301","1,422",409,466,462,346,236,529,227,593,331,743,805,"1,186","1,262","1,658","2,527","2,099","15,721","1,946","1,156","1,090",772,"1,135","1,180",979,"1,542",980,"1,199","1,237","1,379","1,126",,
2020,10,70,"16,499","8,408",860,255,307,262,246,185,359,183,375,217,417,542,586,707,784,"1,200",923,"8,091","1,352",641,651,521,659,541,413,664,553,478,480,678,460,,
2020,10,80,"9,832","5,172",610,227,261,221,199,157,265,163,187,118,243,298,288,373,472,642,448,"4,660",787,380,407,339,314,286,214,389,349,280,268,362,285,,
2020,10,90,"1,688",911,94,33,51,49,40,20,55,33,26,16,42,44,51,62,71,134,90,777,123,62,57,52,42,59,44,55,66,46,62,63,46,,
2020,10,100,129,65,0,0,2,1,2,2,6,3,7,2,7,3,8,3,2,9,8,64,22,2,4,12,7,6,1,2,1,2,2,2,1,,
2020,11,총,"322,721","127,417","11,856","1,899","2,141","2,096","1,547","1,061","2,871",986,"2,619","1,712","4,258","4,584","8,888","12,120","22,168","27,944","18,667","195,304","11,738","10,454","8,959","3,974","7,597","11,888","7,136","19,407","9,832","20,340","34,889","22,065","27,025",,
2020,11,0,"30,461","9,939",837,69,53,61,41,29,136,12,80,41,189,146,516,"1,089","2,325","2,966","1,349","20,522",606,961,649,146,365,472,411,"1,731",756,"2,838","5,109","1,886","4,592",,
2020,11,10,"33,031","12,645","1,322",116,77,118,86,39,162,28,137,89,287,311,671,"1,595","2,828","3,427","1,352","20,386","1,051","1,182",892,257,539,639,609,"2,399","1,092","2,761","4,600","1,964","2,401",,
2020,11,20,"45,746","16,615","1,233",141,170,158,102,74,253,53,259,247,487,500,"1,399","1,313","2,872","3,396","3,958","29,131","1,212","1,119",956,351,"1,085","3,214","1,221","2,900","1,284","2,426","4,398","4,944","4,021",,
2020,11,30,"49,583","15,861","1,225",134,126,138,74,58,216,38,196,162,393,346,"1,117","1,413","3,264","4,255","2,706","33,722",970,"1,350","1,084",270,904,"2,192",861,"2,592","1,193","3,650","7,502","3,968","7,186",,
2020,11,40,"54,212","20,864","2,201",164,204,230,125,79,306,56,300,189,578,663,"1,432","2,251","4,478","5,112","2,496","33,348","1,688","1,915","1,553",453,"1,088","1,662",975,"3,596","1,681","3,870","7,145","3,572","4,150",,
2020,11,50,"50,211","21,510","2,037",352,424,392,282,178,581,182,461,304,854,920,"1,620","2,071","3,387","4,245","3,220","28,701","1,969","1,680","1,588",797,"1,448","1,628","1,397","3,523","1,864","2,779","4,078","3,215","2,735",,
2020,11,60,"31,252","15,399","1,434",408,467,465,351,237,532,234,592,331,752,811,"1,196","1,252","1,676","2,545","2,116","15,853","1,953","1,162","1,112",774,"1,143","1,185",987,"1,549",988,"1,209","1,250","1,397","1,144",,
2020,11,70,"16,535","8,421",866,256,302,262,245,185,358,185,374,217,419,539,592,705,786,"1,210",920,"8,114","1,355",639,654,521,663,544,417,669,558,473,475,686,460,,
2020,11,80,"9,855","5,182",608,226,265,223,199,159,267,162,187,114,249,301,283,366,476,647,450,"4,673",791,383,407,341,314,285,213,390,348,282,266,366,287,,
2020,11,90,"1,705",915,93,33,51,48,40,21,54,33,26,16,43,44,54,62,74,132,91,790,121,61,60,52,41,61,44,56,67,50,64,65,48,,
2020,11,100,130,66,0,0,2,1,2,2,6,3,7,2,7,3,8,3,2,9,9,64,22,2,4,12,7,6,1,2,1,2,2,2,1,,
2020,12,총,"322,587","127,290","11,858","1,884","2,141","2,104","1,545","1,057","2,852",986,"2,605","1,708","4,256","4,574","8,876","11,970","22,189","27,954","18,731","195,297","11,692","10,432","8,995","3,964","7,598","11,918","7,129","19,361","9,822","20,297","34,828","22,248","27,013",,
2020,12,0,"30,372","9,913",822,65,53,61,42,28,131,11,84,41,191,143,515,"1,081","2,321","2,967","1,357","20,459",595,950,655,146,358,469,413,"1,726",741,"2,813","5,112","1,887","4,594",,
2020,12,10,"32,965","12,627","1,322",116,80,121,87,40,161,30,134,87,288,315,677,"1,577","2,823","3,425","1,344","20,338","1,055","1,178",885,248,535,643,609,"2,376","1,104","2,749","4,582","1,985","2,389",,
2020,12,20,"45,827","16,635","1,244",139,172,153,100,72,249,55,255,249,486,502,"1,393","1,287","2,864","3,397","4,018","29,192","1,202","1,122",964,356,"1,089","3,238","1,215","2,895","1,269","2,427","4,407","4,988","4,020",,
2020,12,30,"49,419","15,788","1,207",127,124,140,73,59,211,35,198,162,396,344,"1,116","1,401","3,251","4,244","2,700","33,631",956,"1,346","1,089",263,909,"2,186",858,"2,581","1,185","3,615","7,453","4,020","7,170",,
2020,12,40,"54,111","20,781","2,202",164,203,228,124,79,301,55,296,185,566,655,"1,431","2,207","4,492","5,104","2,489","33,330","1,675","1,906","1,556",451,"1,081","1,667",980,"3,582","1,679","3,887","7,119","3,602","4,145",,
2020,12,50,"50,108","21,449","2,034",347,417,397,275,178,578,184,458,301,859,911,"1,615","2,052","3,392","4,248","3,203","28,659","1,955","1,676","1,599",788,"1,446","1,616","1,382","3,507","1,868","2,770","4,076","3,235","2,741",,
2020,12,60,"31,497","15,478","1,456",412,470,471,356,236,541,233,583,334,747,814,"1,196","1,235","1,696","2,561","2,137","16,019","1,968","1,163","1,125",789,"1,149","1,198",992,"1,575","1,007","1,225","1,275","1,399","1,154",,
2020,12,70,"16,537","8,437",867,257,301,260,247,183,355,183,373,217,429,544,594,699,783,"1,217",928,"8,100","1,348",637,650,517,661,544,420,673,554,476,468,694,458,,
2020,12,80,"9,914","5,203",608,225,269,224,198,159,268,163,190,113,246,299,278,366,491,650,456,"4,711",798,390,407,342,321,291,215,389,348,281,269,368,292,,
2020,12,90,"1,708",914,96,32,50,48,41,21,51,34,27,17,41,44,53,62,74,132,91,794,119,62,61,52,42,60,44,55,66,52,65,67,49,,
2020,12,100,129,65,0,0,2,1,2,2,6,3,7,2,7,3,8,3,2,9,8,64,21,2,4,12,7,6,1,2,1,2,2,3,1,,
