년도,월,나이,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동,충청남도 천안시 서북구 불당1동,충청남도 천안시 서북구 불당2동
2021,11,40,"53,618","20,252","2,063",151,193,230,115,69,311,44,280,247,541,606,"1,379","2,160","4,352","5,070","2,441","33,366","1,578","1,866","1,536",411,"1,134","1,593",941,"3,452","1,602","3,934",0,"3,643","4,387","3,400","3,889"
2021,11,50,"50,583","21,299","2,132",319,403,373,250,159,529,165,440,324,815,866,"1,576","2,036","3,497","4,264","3,151","29,284","1,912","1,699","1,606",769,"1,572","1,653","1,290","3,552","1,868","2,864",0,"3,361","2,854","2,435","1,849"
2021,11,60,"34,431","16,848","1,634",448,520,512,371,250,588,249,583,394,798,866,"1,291","1,271","1,895","2,846","2,332","17,583","2,043","1,279","1,244",825,"1,279","1,271","1,081","1,716","1,109","1,392",0,"1,542","1,333",837,632
2021,11,70,"16,699","8,485",899,258,293,255,236,185,348,177,361,220,429,525,593,691,820,"1,228",967,"8,214","1,308",640,643,505,685,557,433,714,571,501,0,729,458,271,199
2021,11,80,"10,342","5,385",629,210,252,220,185,158,279,162,203,104,257,324,315,362,548,686,491,"4,957",836,416,436,351,319,302,242,389,380,294,0,399,288,184,121
2021,11,90,"1,813",968,108,44,61,56,46,23,52,38,22,18,50,43,53,62,80,128,84,845,123,57,66,66,56,58,47,65,70,51,0,66,56,43,21
2021,11,100,63,34,2,1,2,0,3,1,1,2,1,1,2,0,1,2,2,7,6,29,3,1,3,1,4,3,0,0,2,5,0,2,1,3,1
2021,12,총,"321,874","125,893","11,911","1,825","2,128","2,072","1,472","1,022","2,867",953,"2,568","2,012","4,159","4,475","8,780","11,590","21,700","27,481","18,878","195,981","11,377","10,235","9,131","3,858","8,414","11,881","7,037","18,955","9,648","20,124",,"22,860","27,263","16,552","18,646"
2021,12,0,"28,645","9,112",749,40,55,54,37,24,122,8,88,78,171,133,491,994,"2,004","2,694","1,370","19,533",505,837,639,130,421,428,376,"1,517",646,"2,603",,"1,936","4,493","1,846","3,156"
2021,12,10,"32,588","12,268","1,226",103,81,101,77,35,156,26,125,96,282,293,651,"1,537","2,741","3,414","1,324","20,320","1,024","1,136",869,237,571,587,602,"2,264","1,060","2,744",,"1,953","2,550","2,201","2,522"
2021,12,20,"45,031","16,257","1,281",140,129,146,90,60,269,47,274,322,452,502,"1,343","1,214","2,733","3,232","4,023","28,774","1,170","1,088",996,333,"1,253","3,208","1,168","2,866","1,209","2,388",,"5,019","3,749","2,297","2,030"
2021,12,30,"47,782","14,908","1,160",107,134,125,63,60,213,39,199,241,374,325,"1,083","1,252","2,999","3,878","2,656","32,874",870,"1,205","1,090",238,"1,095","2,208",839,"2,409","1,134","3,330",,"4,167","7,062","3,023","4,204"
2021,12,40,"53,623","20,242","2,058",153,192,226,114,68,304,43,279,242,535,597,"1,383","2,165","4,344","5,090","2,449","33,381","1,570","1,867","1,539",408,"1,138","1,597",943,"3,439","1,596","3,941",,"3,637","4,390","3,413","3,903"
2021,12,50,"50,723","21,361","2,148",315,400,376,250,161,532,164,435,320,821,867,"1,571","2,035","3,514","4,278","3,174","29,362","1,912","1,706","1,604",766,"1,585","1,658","1,287","3,574","1,864","2,879",,"3,380","2,863","2,429","1,855"
2021,12,60,"34,498","16,863","1,646",453,525,511,371,246,593,249,592,383,791,868,"1,293","1,273","1,898","2,844","2,327","17,635","2,044","1,273","1,242",819,"1,281","1,279","1,096","1,713","1,109","1,388",,"1,566","1,345",845,635
2021,12,70,"16,712","8,488",902,256,292,254,236,186,346,176,356,211,429,521,592,689,832,"1,230",980,"8,224","1,311",643,644,509,687,555,435,715,570,496,,731,460,272,196
2021,12,80,"10,391","5,394",629,210,256,222,186,159,276,163,200,101,255,327,318,368,551,686,487,"4,997",843,423,436,352,321,301,245,392,386,298,,403,289,184,124
2021,12,90,"1,825",971,110,47,62,56,47,23,55,36,20,18,47,42,54,61,82,128,83,854,125,56,69,65,58,58,46,66,72,52,,66,61,40,20
2021,12,100,56,29,2,1,2,1,1,0,1,2,0,0,2,0,1,2,2,7,5,27,3,1,3,1,4,2,0,0,2,5,,2,1,2,1
