년도,월,나이,경상남도 고성군,경상남도 고성군 고성읍,경상남도 고성군 삼산면,경상남도 고성군 하일면,경상남도 고성군 하이면,경상남도 고성군 상리면,경상남도 고성군 대가면,경상남도 고성군 영현면,경상남도 고성군 영오면,경상남도 고성군 개천면,경상남도 고성군 구만면,경상남도 고성군 회화면,경상남도 고성군 마암면,경상남도 고성군 동해면,경상남도 고성군 거류면
2020,9,80,"2,911",753,127,157,149,155,173,101,141,121,104,199,168,252,311
2020,9,90,505,125,24,28,31,27,27,19,28,28,20,36,28,44,40
2020,9,100,14,6,0,0,1,1,0,0,1,1,1,0,1,1,1
2020,10,총,"25,678","12,264",857,949,"1,326",815,823,487,740,581,505,"1,832",882,"1,501","2,116"
2020,10,0,"1,304",939,21,12,53,12,17,9,23,14,17,75,12,33,67
2020,10,10,"1,864","1,186",38,43,92,27,30,16,30,32,18,132,22,65,133
2020,10,20,"1,626",965,29,35,88,35,36,22,35,27,15,119,40,70,110
2020,10,30,"1,777","1,191",26,36,75,34,26,18,30,17,13,118,27,49,117
2020,10,40,"2,850","1,798",73,54,129,55,56,20,49,29,27,198,66,87,209
2020,10,50,"4,183","2,097",126,129,217,135,116,57,118,79,70,306,143,249,341
2020,10,60,"4,827","1,939",219,245,282,160,184,109,145,128,99,378,178,344,417
2020,10,70,"3,800","1,259",174,212,206,173,159,116,137,102,121,271,195,306,369
2020,10,80,"2,928",758,128,155,153,156,170,103,143,124,104,200,170,254,310
2020,10,90,505,126,23,28,30,27,29,17,29,28,20,35,28,43,42
2020,10,100,14,6,0,0,1,1,0,0,1,1,1,0,1,1,1
2020,11,총,"25,647","12,240",862,950,"1,317",812,826,485,739,580,506,"1,834",883,"1,497","2,116"
2020,11,0,"1,277",915,20,12,53,12,17,7,23,13,17,75,12,31,70
2020,11,10,"1,884","1,204",38,44,91,27,29,16,30,33,18,136,22,63,133
2020,11,20,"1,619",961,30,36,85,34,39,22,35,27,15,118,38,72,107
2020,11,30,"1,751","1,178",26,35,75,33,23,18,30,17,13,116,24,48,115
2020,11,40,"2,843","1,789",72,55,127,54,58,20,48,28,27,194,70,88,213
2020,11,50,"4,169","2,099",127,129,215,135,117,55,119,76,70,305,141,246,335
2020,11,60,"4,852","1,942",220,246,281,162,186,108,146,131,101,382,182,346,419
2020,11,70,"3,786","1,255",175,209,204,173,157,118,135,103,120,273,195,303,366
2020,11,80,"2,940",764,131,157,154,153,169,103,141,123,104,201,170,256,314
2020,11,90,512,127,23,27,31,28,31,18,31,28,20,34,28,43,43
2020,11,100,14,6,0,0,1,1,0,0,1,1,1,0,1,1,1
2020,12,총,"25,601","12,205",857,949,"1,318",808,825,484,737,578,505,"1,840",882,"1,502","2,111"
2020,12,0,"1,269",902,20,14,54,12,20,6,25,12,17,74,12,33,68
2020,12,10,"1,888","1,208",36,45,90,27,27,14,28,34,19,139,24,63,134
2020,12,20,"1,613",957,30,35,89,32,38,22,36,27,15,122,32,76,102
2020,12,30,"1,725","1,149",26,37,73,33,23,18,29,17,13,117,23,52,115
2020,12,40,"2,823","1,792",69,50,121,51,54,20,48,27,27,193,72,85,214
2020,12,50,"4,159","2,096",127,127,220,136,118,55,118,77,67,302,139,245,332
2020,12,60,"4,875","1,948",219,247,282,163,189,110,146,131,104,386,184,346,420
2020,12,70,"3,779","1,257",174,210,203,172,155,116,136,101,119,271,195,301,369
2020,12,80,"2,940",766,133,157,155,154,167,104,138,124,103,202,169,257,311
2020,12,90,514,123,23,27,30,27,34,19,32,27,20,34,31,43,44
2020,12,100,16,7,0,0,1,1,0,0,1,1,1,0,1,1,2
2021,1,총,"25,609","12,203",863,951,"1,318",809,825,486,737,574,510,"1,845",877,"1,500","2,111"
2021,1,0,"1,262",897,20,14,54,12,20,6,25,12,16,74,11,35,66
2021,1,10,"1,877","1,205",36,44,88,27,27,14,25,34,21,138,24,60,134
2021,1,20,"1,619",956,31,36,91,32,38,22,36,26,14,123,33,78,103
2021,1,30,"1,722","1,150",27,37,70,31,23,17,29,17,14,116,23,51,117
2021,1,40,"2,815","1,783",69,48,124,50,54,23,48,26,29,194,69,84,214
2021,1,50,"4,159","2,099",126,127,218,138,116,55,118,78,68,305,141,241,329
2021,1,60,"4,894","1,957",220,249,282,162,190,110,150,131,104,383,182,350,424
2021,1,70,"3,781","1,267",173,210,199,173,155,117,134,98,118,275,195,302,365
2021,1,80,"2,946",762,137,158,161,154,167,104,139,125,104,200,166,256,313
2021,1,90,518,121,23,28,30,29,35,18,32,26,21,37,32,42,44
2021,1,100,16,6,1,0,1,1,0,0,1,1,1,0,1,1,2
2021,2,총,"25,576","12,192",863,949,"1,315",807,821,481,739,576,513,"1,839",873,"1,509","2,099"
2021,2,0,"1,250",886,20,14,55,12,19,5,27,12,17,71,12,35,65
2021,2,10,"1,865","1,198",34,42,88,26,25,13,25,35,19,141,24,64,131
2021,2,20,"1,611",959,31,38,88,30,37,21,34,25,14,123,32,79,100
2021,2,30,"1,696","1,126",28,37,71,30,24,17,29,17,14,115,24,49,115
2021,2,40,"2,801","1,779",70,49,121,50,49,23,49,26,27,190,70,87,211
2021,2,50,"4,153","2,094",124,127,220,134,121,56,116,78,71,304,138,244,326
2021,2,60,"4,929","1,981",222,247,280,168,188,108,152,134,105,384,182,352,426
2021,2,70,"3,787","1,274",174,209,200,172,155,116,132,98,120,276,195,302,364
2021,2,80,"2,942",764,135,158,160,155,165,104,141,124,103,198,165,254,316
2021,2,90,525,124,24,28,31,29,38,18,33,26,22,37,30,42,43
2021,2,100,17,7,1,0,1,1,0,0,1,1,1,0,1,1,2
2021,3,총,"25,414","12,095",854,950,"1,303",806,818,475,734,571,507,"1,845",866,"1,486","2,104"
2021,3,0,"1,235",872,21,13,54,11,19,5,27,12,14,76,11,32,68
2021,3,10,"1,883","1,201",32,49,85,29,25,12,25,35,18,154,25,64,129
2021,3,20,"1,583",948,30,32,83,27,37,21,35,24,15,121,30,75,105
2021,3,30,"1,669","1,110",28,37,73,30,22,16,28,16,13,114,22,48,112
2021,3,40,"2,767","1,763",69,49,118,50,52,22,43,26,26,188,68,85,208
2021,3,50,"4,092","2,057",122,125,218,134,120,54,114,78,69,300,137,236,328
2021,3,60,"4,932","1,988",216,248,282,168,186,107,154,134,106,386,184,349,424
2021,3,70,"3,767","1,266",175,211,199,173,154,114,132,97,120,271,192,299,364
2021,3,80,"2,939",765,136,159,157,153,165,105,142,122,103,199,164,252,317
2021,3,90,534,122,24,27,33,30,38,19,33,26,22,36,32,45,47
2021,3,100,13,3,1,0,1,1,0,0,1,1,1,0,1,1,2
2021,4,총,"25,406","12,087",856,951,"1,308",807,816,477,730,569,508,"1,844",866,"1,476","2,111"
2021,4,0,"1,223",862,22,13,53,11,18,5,25,12,14,77,11,33,67
2021,4,10,"1,884","1,193",33,50,87,30,27,14,27,35,18,155,25,61,129
2021,4,20,"1,566",936,29,32,86,26,35,22,34,22,16,120,28,74,106
2021,4,30,"1,653","1,100",29,36,70,31,21,17,27,17,13,112,21,51,108
2021,4,40,"2,777","1,762",69,48,121,52,53,21,43,26,28,187,68,84,215
2021,4,50,"4,081","2,054",120,126,222,132,117,52,111,74,68,303,139,232,331
2021,4,60,"4,960","2,008",216,248,281,167,186,109,155,137,107,385,186,346,429
2021,4,70,"3,757","1,269",174,211,200,176,155,110,134,95,115,274,191,295,358
2021,4,80,"2,954",773,139,158,154,150,166,108,142,124,106,197,164,255,318
2021,4,90,538,127,24,29,33,31,38,19,31,26,22,34,32,44,48
2021,4,100,13,3,1,0,1,1,0,0,1,1,1,0,1,1,2
2021,5,총,"25,409","12,085",855,944,"1,310",808,813,479,729,566,507,"1,847",871,"1,484","2,111"
2021,5,0,"1,212",857,21,14,53,11,17,5,24,11,14,78,11,32,64
2021,5,10,"1,884","1,193",31,48,87,30,25,15,28,35,16,157,26,61,132
2021,5,20,"1,563",934,29,29,84,24,36,22,34,23,16,124,27,74,107
2021,5,30,"1,639","1,089",29,37,71,30,21,17,27,16,13,110,20,50,109
2021,5,40,"2,759","1,764",68,43,117,53,50,22,43,26,27,183,70,84,209
2021,5,50,"4,083","2,051",122,124,231,133,120,51,110,71,69,300,137,231,333
2021,5,60,"4,985","2,014",217,246,279,168,187,109,153,137,107,393,189,353,433
2021,5,70,"3,756","1,271",172,213,199,176,154,110,133,96,116,274,190,296,356
2021,5,80,"2,973",782,139,161,156,151,165,109,143,123,106,195,168,257,318
2021,5,90,542,127,26,29,32,31,38,19,33,27,22,33,32,45,48
2021,5,100,13,3,1,0,1,1,0,0,1,1,1,0,1,1,2
2021,6,총,"25,382","12,060",853,947,"1,315",808,814,475,731,566,507,"1,841",878,"1,480","2,107"
2021,6,0,"1,204",848,20,14,55,11,17,5,24,11,14,78,10,32,65
2021,6,10,"1,880","1,191",31,48,87,30,25,15,28,35,16,157,27,61,129
2021,6,20,"1,567",940,28,30,84,24,36,21,35,23,16,117,30,74,109
2021,6,30,"1,626","1,077",28,39,72,31,20,17,27,16,14,107,22,49,107
2021,6,40,"2,747","1,754",69,44,112,53,52,22,43,25,26,186,70,80,211
2021,6,50,"4,066","2,040",122,123,237,131,123,50,109,72,68,299,136,226,330
2021,6,60,"5,010","2,028",215,246,282,168,183,109,155,137,107,395,191,357,437
2021,6,70,"3,747","1,269",173,213,196,177,155,106,132,98,116,271,191,295,355
2021,6,80,"2,982",784,140,162,156,151,166,111,143,122,107,198,167,259,316
2021,6,90,540,126,26,28,33,31,37,19,34,26,22,33,33,46,46
2021,6,100,13,3,1,0,1,1,0,0,1,1,1,0,1,1,2
2021,7,총,"25,357","12,049",852,945,"1,318",807,811,472,734,566,507,"1,841",875,"1,478","2,102"
2021,7,0,"1,190",838,20,14,52,11,17,5,24,11,14,77,11,31,65
2021,7,10,"1,882","1,196",31,47,89,30,24,15,27,35,15,156,28,61,128
2021,7,20,"1,563",937,28,30,84,23,36,20,35,22,18,119,27,73,111
2021,7,30,"1,610","1,066",28,39,70,33,19,17,29,16,14,105,21,49,104
2021,7,40,"2,733","1,753",68,44,112,51,50,22,45,24,26,185,69,78,206
2021,7,50,"4,066","2,049",120,125,238,130,124,48,106,72,67,297,135,225,330
2021,7,60,"5,039","2,032",219,243,287,170,186,109,159,138,108,397,194,358,439
2021,7,70,"3,735","1,264",172,212,194,177,154,106,130,98,115,273,189,294,357
2021,7,80,"2,983",783,140,164,158,151,165,111,144,122,107,197,168,259,314
2021,7,90,543,128,25,27,33,30,36,19,34,27,22,35,32,49,46
2021,7,100,13,3,1,0,1,1,0,0,1,1,1,0,1,1,2
2021,8,총,"25,294","12,019",857,939,"1,308",807,807,474,727,567,506,"1,832",875,"1,478","2,098"
2021,8,0,"1,176",831,20,14,49,11,17,5,24,10,14,77,10,30,64
2021,8,10,"1,877","1,193",32,46,89,30,24,15,26,36,15,156,28,62,125
2021,8,20,"1,542",929,26,29,82,22,36,20,34,21,17,115,27,72,112
2021,8,30,"1,589","1,057",29,37,68,33,17,17,27,16,14,103,21,51,99
2021,8,40,"2,698","1,731",68,43,111,50,47,22,46,24,26,181,70,74,205
2021,8,50,"4,065","2,057",119,123,237,126,122,48,102,73,66,299,134,226,333
2021,8,60,"5,055","2,032",224,242,285,175,189,109,162,139,107,396,195,359,441
2021,8,70,"3,740","1,272",171,215,197,176,153,107,126,99,115,273,189,289,358
2021,8,80,"2,992",782,143,164,158,153,167,112,144,120,108,197,168,264,312
2021,8,90,546,132,24,26,31,30,35,19,35,28,23,35,31,50,47
2021,8,100,14,3,1,0,1,1,0,0,1,1,1,0,2,1,2
2021,9,총,"25,288","12,023",857,938,"1,310",802,812,471,724,564,505,"1,835",874,"1,476","2,097"
2021,9,0,"1,164",827,22,11,48,9,17,4,26,10,15,73,10,28,64
2021,9,10,"1,877","1,196",32,47,88,31,26,14,26,33,14,158,28,61,123
2021,9,20,"1,536",929,26,30,85,20,35,20,31,21,17,114,26,71,111
2021,9,30,"1,566","1,041",28,38,67,32,16,16,27,15,13,102,22,52,97
2021,9,40,"2,702","1,726",68,44,113,49,50,23,45,26,25,179,73,73,208
2021,9,50,"4,060","2,054",118,121,236,125,119,47,102,72,68,304,133,226,335
2021,9,60,"5,075","2,054",225,240,287,177,192,109,163,137,105,397,192,359,438
2021,9,70,"3,748","1,274",171,219,198,177,154,106,124,101,116,274,190,289,355
2021,9,80,"2,995",787,143,161,154,151,167,114,142,120,109,198,166,266,317
2021,9,90,551,132,23,27,33,30,36,18,37,28,22,36,32,50,47
2021,9,100,14,3,1,0,1,1,0,0,1,1,1,0,2,1,2
2021,10,총,"25,255","12,005",855,937,"1,305",799,811,472,727,561,502,"1,830",869,"1,477","2,105"
2021,10,0,"1,154",814,21,11,48,9,17,4,26,11,15,74,9,29,66
2021,10,10,"1,870","1,195",33,44,85,29,27,15,27,33,14,156,27,61,124
2021,10,20,"1,517",920,25,35,82,20,32,20,31,21,16,111,27,66,111
2021,10,30,"1,557","1,039",27,36,67,31,16,16,28,15,13,100,21,54,94
2021,10,40,"2,691","1,720",66,46,114,48,51,23,45,26,25,176,72,72,207
2021,10,50,"4,073","2,056",121,121,231,127,118,46,105,72,68,306,135,227,340
2021,10,60,"5,084","2,060",223,238,290,179,193,110,162,133,105,399,192,359,441
2021,10,70,"3,727","1,271",170,216,199,177,152,107,122,100,115,273,183,289,353
2021,10,80,"3,009",791,145,162,154,148,169,113,143,123,108,198,168,266,321
2021,10,90,559,136,23,28,34,30,36,18,37,26,22,37,33,53,46
2021,10,100,14,3,1,0,1,1,0,0,1,1,1,0,2,1,2
2021,11,총,"25,231","12,005",857,935,"1,305",798,807,473,722,558,504,"1,825",869,"1,472","2,101"
2021,11,0,"1,145",806,21,11,48,9,17,4,26,10,15,75,9,29,65
2021,11,10,"1,867","1,192",34,44,85,29,28,15,27,33,14,157,26,59,124
2021,11,20,"1,507",917,22,35,81,22,32,21,28,21,17,107,28,65,111
2021,11,30,"1,552","1,036",27,36,66,30,16,15,28,15,14,101,21,51,96
2021,11,40,"2,702","1,728",68,47,116,49,51,25,44,26,26,174,70,72,206
2021,11,50,"4,058","2,057",120,120,228,126,115,44,105,71,67,302,140,223,340
2021,11,60,"5,082","2,062",222,238,292,180,191,110,161,135,106,400,189,356,440
2021,11,70,"3,709","1,277",169,212,197,172,152,107,123,95,115,273,181,291,345
2021,11,80,"3,020",785,149,165,157,147,169,112,144,124,105,199,169,272,323
2021,11,90,575,142,24,27,34,33,36,20,35,27,24,37,34,53,49
2021,11,100,14,3,1,0,1,1,0,0,1,1,1,0,2,1,2
2021,12,총,"25,181","11,964",858,934,"1,304",799,804,472,720,554,506,"1,815",866,"1,479","2,106"
2021,12,0,"1,129",793,21,12,49,9,15,4,25,10,16,74,9,28,64
2021,12,10,"1,852","1,190",32,43,83,27,27,15,27,32,14,150,26,59,127
2021,12,20,"1,507",913,23,35,81,24,31,21,27,20,18,108,28,66,112
2021,12,30,"1,523","1,012",28,35,66,30,16,14,28,15,14,101,20,51,93
2021,12,40,"2,708","1,734",67,46,118,49,49,25,43,25,26,174,68,74,210
2021,12,50,"4,028","2,038",121,120,229,123,114,45,106,68,65,300,141,221,337
2021,12,60,"5,096","2,066",220,237,290,182,193,110,163,136,109,400,187,363,440
2021,12,70,"3,709","1,277",172,209,195,175,153,106,121,97,114,269,183,289,349
2021,12,80,"3,034",792,149,169,157,147,170,112,144,125,103,202,168,274,322
2021,12,90,582,146,24,28,35,32,36,20,35,25,26,37,34,53,51
2021,12,100,13,3,1,0,1,1,0,0,1,1,1,0,2,1,1
