년도,월,나이,부산광역시 서구,부산광역시 서구 동대신제1동,부산광역시 서구 동대신제2동,부산광역시 서구 동대신제3동,부산광역시 서구 서대신제1동,부산광역시 서구 서대신제3동,부산광역시 서구 서대신제4동,부산광역시 서구 부민동,부산광역시 서구 아미동,부산광역시 서구 초장동,부산광역시 서구 충무동,부산광역시 서구 남부민제1동,부산광역시 서구 남부민제2동,부산광역시 서구 암남동
2020,9,60,"18,899",791,"1,443","1,283","1,697","1,302","1,136","1,141","1,549",998,"1,737","1,142","2,080","2,600"
2020,9,70,"12,309",523,"1,036",800,"1,161",772,642,618,"1,120",761,"1,131",787,"1,488","1,470"
2020,9,80,"5,303",273,485,375,512,368,319,301,525,330,432,303,519,561
2020,9,90,740,32,55,60,83,56,47,53,73,45,55,43,67,71
2020,9,100,122,4,4,10,5,3,4,7,29,9,15,7,12,13
2020,10,총,"107,996","4,572","7,693","7,790","13,021","8,710","7,943","7,920","7,126","4,670","10,085","5,108","9,670","13,688"
2020,10,0,"5,641",216,340,436,"1,044",611,640,458,106,117,501,140,344,688
2020,10,10,"7,304",286,535,521,"1,005",854,776,581,311,189,533,204,536,973
2020,10,20,"13,515",597,769,"1,195","1,642","1,049",951,"1,566",771,430,"1,384",459,917,"1,785"
2020,10,30,"11,295",494,676,887,"1,769",900,880,992,547,369,"1,226",475,771,"1,309"
2020,10,40,"14,717",598,"1,025","1,071","1,996","1,353","1,258","1,071",841,612,"1,318",601,"1,239","1,734"
2020,10,50,"18,018",757,"1,319","1,163","1,984","1,451","1,281","1,123","1,263",819,"1,732",947,"1,695","2,484"
2020,10,60,"18,982",789,"1,450","1,282","1,773","1,304","1,140","1,141","1,548",991,"1,743","1,140","2,085","2,596"
2020,10,70,"12,329",524,"1,029",798,"1,200",767,650,623,"1,110",754,"1,136",787,"1,480","1,471"
2020,10,80,"5,331",275,487,368,519,366,318,305,525,334,443,304,523,564
2020,10,90,741,32,59,59,84,52,45,53,75,46,54,44,68,70
2020,10,100,123,4,4,10,5,3,4,7,29,9,15,7,12,14
2020,11,총,"108,119","4,559","7,646","7,757","13,466","8,671","7,917","7,889","7,102","4,659","10,106","5,090","9,645","13,612"
2020,11,0,"5,630",213,333,439,"1,092",603,633,453,106,116,496,138,339,669
2020,11,10,"7,302",286,533,518,"1,056",844,773,570,307,184,532,202,527,970
2020,11,20,"13,549",587,762,"1,185","1,716","1,044",942,"1,568",768,432,"1,403",463,903,"1,776"
2020,11,30,"11,252",487,664,893,"1,832",886,867,975,553,363,"1,214",464,762,"1,292"
2020,11,40,"14,728",597,"1,013","1,050","2,077","1,351","1,255","1,067",824,613,"1,312",599,"1,244","1,726"
2020,11,50,"18,011",760,"1,311","1,150","2,046","1,439","1,284","1,125","1,261",814,"1,740",945,"1,685","2,451"
2020,11,60,"19,049",787,"1,448","1,286","1,814","1,313","1,146","1,142","1,537",992,"1,750","1,131","2,089","2,614"
2020,11,70,"12,365",525,"1,033",803,"1,223",772,648,621,"1,107",749,"1,137",789,"1,486","1,472"
2020,11,80,"5,369",280,486,366,522,365,318,306,536,340,453,308,531,558
2020,11,90,741,33,59,58,83,51,47,54,74,46,55,44,67,70
2020,11,100,123,4,4,9,5,3,4,8,29,10,14,7,12,14
2020,12,총,"108,135","4,563","7,635","7,775","13,689","8,639","7,908","7,829","7,080","4,657","10,088","5,081","9,587","13,604"
2020,12,0,"5,622",213,334,436,"1,115",607,629,451,103,121,495,136,326,656
2020,12,10,"7,287",286,519,528,"1,078",837,780,557,303,181,524,201,527,966
2020,12,20,"13,541",587,765,"1,195","1,729","1,017",937,"1,554",777,427,"1,410",465,899,"1,779"
2020,12,30,"11,206",487,653,882,"1,862",891,857,962,542,364,"1,209",457,745,"1,295"
2020,12,40,"14,707",595,"1,010","1,047","2,125","1,339","1,256","1,056",823,612,"1,297",597,"1,227","1,723"
2020,12,50,"18,002",760,"1,310","1,152","2,079","1,433","1,292","1,120","1,248",819,"1,734",945,"1,680","2,430"
2020,12,60,"19,114",794,"1,447","1,293","1,848","1,329","1,141","1,149","1,543",989,"1,758","1,134","2,074","2,615"
2020,12,70,"12,369",523,"1,042",810,"1,240",762,649,616,"1,095",744,"1,135",778,"1,490","1,485"
2020,12,80,"5,426",280,491,369,524,370,316,305,545,345,457,318,537,569
2020,12,90,738,34,60,54,84,51,47,51,72,45,55,43,70,72
2020,12,100,123,4,4,9,5,3,4,8,29,10,14,7,12,14
2021,1,총,"107,978","4,541","7,607","7,809","13,747","8,646","7,861","7,813","7,062","4,641","10,093","5,055","9,572","13,531"
2021,1,0,"5,557",207,332,428,"1,114",591,619,447,98,123,494,129,326,649
2021,1,10,"7,296",282,514,536,"1,091",842,783,554,309,178,523,197,517,970
2021,1,20,"13,482",583,766,"1,202","1,729","1,019",937,"1,546",767,427,"1,397",460,899,"1,750"
2021,1,30,"11,123",471,649,871,"1,861",894,838,961,546,361,"1,198",455,745,"1,273"
2021,1,40,"14,695",597,"1,001","1,059","2,127","1,350","1,240","1,054",814,606,"1,314",595,"1,219","1,719"
2021,1,50,"17,924",760,"1,302","1,142","2,094","1,425","1,287","1,118","1,238",819,"1,729",932,"1,672","2,406"
2021,1,60,"19,178",797,"1,444","1,314","1,858","1,335","1,145","1,151","1,545",979,"1,773","1,137","2,087","2,613"
2021,1,70,"12,400",528,"1,039",816,"1,245",768,650,616,"1,097",747,"1,137",784,"1,485","1,488"
2021,1,80,"5,466",278,494,376,538,369,313,305,544,348,461,315,543,582
2021,1,90,734,34,62,56,85,50,45,53,75,43,53,44,67,67
2021,1,100,123,4,4,9,5,3,4,8,29,10,14,7,12,14
2021,2,총,"107,824","4,510","7,579","7,782","13,799","8,637","7,855","7,849","7,025","4,639","10,106","5,056","9,549","13,438"
2021,2,0,"5,564",210,333,424,"1,123",604,621,445,93,120,491,129,332,639
2021,2,10,"7,249",273,503,527,"1,100",833,773,573,303,181,524,192,505,962
2021,2,20,"13,436",569,762,"1,194","1,725","1,019",931,"1,562",764,418,"1,409",464,879,"1,740"
2021,2,30,"11,049",467,633,873,"1,860",894,833,962,540,361,"1,178",451,748,"1,249"
2021,2,40,"14,667",586,995,"1,058","2,157","1,336","1,244","1,044",813,601,"1,323",590,"1,210","1,710"
2021,2,50,"17,838",755,"1,307","1,125","2,088","1,423","1,280","1,124","1,221",825,"1,729",923,"1,671","2,367"
2021,2,60,"19,246",805,"1,448","1,324","1,860","1,341","1,159","1,156","1,549",984,"1,764","1,150","2,087","2,619"
2021,2,70,"12,414",524,"1,036",810,"1,254",765,653,617,"1,094",743,"1,159",788,"1,485","1,486"
2021,2,80,"5,497",281,495,378,542,369,313,307,546,350,458,319,554,585
2021,2,90,740,36,63,60,85,50,43,51,73,46,57,43,66,67
2021,2,100,124,4,4,9,5,3,5,8,29,10,14,7,12,14
2021,3,총,"106,451","4,488","7,475","7,688","13,749","8,627","7,862","7,786","6,852","4,503","9,953","4,958","9,408","13,102"
2021,3,0,"5,534",214,325,425,"1,122",599,624,438,96,111,489,133,329,629
2021,3,10,"7,233",277,497,528,"1,103",830,775,583,295,177,522,191,498,957
2021,3,20,"13,417",567,752,"1,194","1,718","1,016",919,"1,588",774,415,"1,406",459,873,"1,736"
2021,3,30,"10,904",474,623,860,"1,846",898,848,940,512,355,"1,168",442,742,"1,196"
2021,3,40,"14,448",569,980,"1,050","2,155","1,333","1,232","1,030",791,582,"1,306",586,"1,184","1,650"
2021,3,50,"17,517",752,"1,283","1,112","2,097","1,416","1,282","1,106","1,184",807,"1,708",906,"1,638","2,226"
2021,3,60,"19,053",796,"1,440","1,300","1,854","1,352","1,167","1,142","1,531",961,"1,728","1,120","2,067","2,595"
2021,3,70,"12,212",521,"1,023",788,"1,234",763,655,612,"1,073",709,"1,129",774,"1,463","1,468"
2021,3,80,"5,441",281,492,372,545,369,313,294,535,346,453,308,552,581
2021,3,90,663,34,59,56,75,49,42,49,57,40,43,39,59,61
2021,3,100,29,3,1,3,0,2,5,4,4,0,1,0,3,3
2021,4,총,"106,545","5,025","7,427","7,668","13,724","8,580","7,826","7,738","6,827","4,466","9,922","4,953","9,374","13,015"
2021,4,0,"5,547",286,310,428,"1,135",591,622,437,100,106,471,131,326,604
2021,4,10,"7,234",317,497,513,"1,099",826,768,574,292,174,521,187,501,965
2021,4,20,"13,417",635,745,"1,190","1,718","1,007",916,"1,570",766,417,"1,410",454,872,"1,717"
2021,4,30,"10,927",586,615,859,"1,841",899,830,945,508,336,"1,143",435,734,"1,196"
2021,4,40,"14,446",656,968,"1,047","2,140","1,318","1,232","1,023",784,582,"1,297",589,"1,178","1,632"
2021,4,50,"17,488",829,"1,280","1,111","2,084","1,409","1,263","1,099","1,181",794,"1,700",900,"1,631","2,207"
2021,4,60,"19,098",843,"1,438","1,293","1,850","1,353","1,174","1,138","1,528",963,"1,743","1,132","2,061","2,582"
2021,4,70,"12,201",542,"1,012",792,"1,232",756,660,608,"1,063",708,"1,137",773,"1,454","1,464"
2021,4,80,"5,493",291,501,376,551,368,313,296,543,345,455,312,556,586
2021,4,90,666,37,60,56,74,51,43,45,58,41,44,40,58,59
2021,4,100,28,3,1,3,0,2,5,3,4,0,1,0,3,3
2021,5,총,"106,556","5,348","7,379","7,674","13,675","8,547","7,801","7,704","6,804","4,429","9,933","4,930","9,351","12,981"
2021,5,0,"5,529",314,298,422,"1,123",587,622,434,101,107,472,131,325,593
2021,5,10,"7,219",355,486,516,"1,090",834,760,561,289,170,516,181,500,961
2021,5,20,"13,420",684,757,"1,194","1,714","1,008",897,"1,567",757,415,"1,413",450,851,"1,713"
2021,5,30,"10,928",639,609,853,"1,818",902,832,932,511,333,"1,142",430,730,"1,197"
2021,5,40,"14,389",701,954,"1,042","2,133","1,304","1,218","1,019",774,567,"1,288",585,"1,170","1,634"
2021,5,50,"17,419",878,"1,257","1,111","2,073","1,393","1,257","1,092","1,166",787,"1,706",888,"1,628","2,183"
2021,5,60,"19,196",888,"1,448","1,300","1,861","1,344","1,190","1,141","1,529",961,"1,742","1,142","2,069","2,581"
2021,5,70,"12,255",557,"1,009",797,"1,235",760,665,620,"1,067",704,"1,149",772,"1,454","1,466"
2021,5,80,"5,502",293,497,380,551,361,312,291,547,344,459,314,562,591
2021,5,90,672,36,63,57,77,52,43,44,59,41,45,37,59,59
2021,5,100,27,3,1,2,0,2,5,3,4,0,1,0,3,3
2021,6,총,"106,422","5,495","7,359","7,650","13,680","8,487","7,810","7,661","6,777","4,401","9,897","4,931","9,322","12,952"
2021,6,0,"5,502",327,297,416,"1,125",579,626,427,100,107,471,129,320,578
2021,6,10,"7,202",361,481,510,"1,081",839,765,555,287,166,514,187,493,963
2021,6,20,"13,363",698,755,"1,198","1,705",990,899,"1,561",747,414,"1,398",444,845,"1,709"
2021,6,30,"10,905",670,617,840,"1,807",893,831,932,504,325,"1,134",435,723,"1,194"
2021,6,40,"14,394",731,942,"1,042","2,151","1,302","1,224","1,016",776,559,"1,281",583,"1,161","1,626"
2021,6,50,"17,329",894,"1,256","1,109","2,061","1,379","1,254","1,073","1,153",787,"1,681",889,"1,620","2,173"
2021,6,60,"19,246",902,"1,449","1,296","1,879","1,337","1,190","1,141","1,536",956,"1,757","1,142","2,074","2,587"
2021,6,70,"12,235",566,999,797,"1,236",753,660,619,"1,060",698,"1,153",772,"1,455","1,467"
2021,6,80,"5,532",304,501,382,553,362,313,288,553,347,459,313,567,590
2021,6,90,686,38,61,58,82,51,43,46,57,42,48,37,61,62
2021,6,100,28,4,1,2,0,2,5,3,4,0,1,0,3,3
2021,7,총,"106,314","5,546","7,372","7,688","13,690","8,428","7,802","7,640","6,750","4,379","9,894","4,915","9,284","12,926"
2021,7,0,"5,489",339,289,420,"1,125",577,621,422,99,108,465,128,320,576
2021,7,10,"7,192",366,485,508,"1,081",835,767,544,283,164,515,190,490,964
2021,7,20,"13,302",691,763,"1,209","1,714",977,891,"1,551",749,401,"1,395",427,841,"1,693"
2021,7,30,"10,878",677,604,856,"1,793",882,832,931,507,327,"1,136",430,713,"1,190"
2021,7,40,"14,361",744,951,"1,042","2,151","1,296","1,211","1,019",763,558,"1,271",575,"1,158","1,622"
2021,7,50,"17,269",907,"1,251","1,108","2,058","1,367","1,252","1,074","1,143",774,"1,673",883,"1,615","2,164"
2021,7,60,"19,301",907,"1,449","1,303","1,897","1,332","1,203","1,142","1,540",963,"1,766","1,151","2,061","2,587"
2021,7,70,"12,253",566,"1,006",799,"1,234",750,658,621,"1,055",693,"1,165",773,"1,459","1,474"
2021,7,80,"5,558",308,512,384,556,358,316,288,549,353,460,320,564,590
2021,7,90,683,37,61,57,81,52,46,45,58,38,47,38,60,63
2021,7,100,28,4,1,2,0,2,5,3,4,0,1,0,3,3
2021,8,총,"105,996","5,579","7,353","7,679","13,721","8,343","7,805","7,595","6,736","4,361","9,865","4,899","9,183","12,877"
2021,8,0,"5,422",347,285,413,"1,127",568,613,415,97,104,461,127,302,563
2021,8,10,"7,175",368,478,505,"1,093",828,766,544,284,165,512,184,491,957
2021,8,20,"13,243",695,763,"1,213","1,700",964,886,"1,537",748,397,"1,403",429,827,"1,681"
2021,8,30,"10,759",683,599,851,"1,786",867,820,911,503,321,"1,115",428,692,"1,183"
2021,8,40,"14,311",742,953,"1,042","2,164","1,283","1,224","1,012",757,559,"1,254",568,"1,148","1,605"
2021,8,50,"17,229",920,"1,248","1,106","2,067","1,356","1,249","1,075","1,137",764,"1,677",886,"1,598","2,146"
2021,8,60,"19,331",906,"1,446","1,303","1,900","1,326","1,217","1,141","1,541",965,"1,783","1,148","2,044","2,611"
2021,8,70,"12,220",562,"1,011",799,"1,230",744,659,623,"1,053",695,"1,156",762,"1,453","1,473"
2021,8,80,"5,589",314,509,387,569,353,320,290,553,350,458,329,567,590
2021,8,90,689,38,60,58,85,52,46,44,59,41,45,38,58,65
2021,8,100,28,4,1,2,0,2,5,3,4,0,1,0,3,3
2021,9,총,"105,813","5,604","7,347","7,708","13,730","8,307","7,788","7,580","6,683","4,348","9,839","4,901","9,121","12,857"
2021,9,0,"5,390",354,281,416,"1,123",569,603,412,91,104,454,129,297,557
2021,9,10,"7,159",372,475,505,"1,101",820,764,549,278,164,508,182,486,955
2021,9,20,"13,228",698,769,"1,222","1,700",958,880,"1,532",736,396,"1,402",430,820,"1,685"
2021,9,30,"10,678",687,603,849,"1,765",857,824,883,496,322,"1,103",429,687,"1,173"
2021,9,40,"14,260",747,934,"1,047","2,176","1,292","1,221","1,018",753,555,"1,237",564,"1,127","1,589"
2021,9,50,"17,197",923,"1,246","1,112","2,071","1,348","1,245","1,072","1,130",765,"1,671",878,"1,585","2,151"
2021,9,60,"19,348",910,"1,455","1,309","1,907","1,314","1,218","1,154","1,533",959,"1,792","1,157","2,037","2,603"
2021,9,70,"12,223",558,"1,008",801,"1,237",734,667,624,"1,051",693,"1,159",755,"1,449","1,487"
2021,9,80,"5,606",309,515,388,566,358,315,289,552,351,467,334,574,588
2021,9,90,696,42,60,57,84,55,46,44,59,39,45,43,56,66
2021,9,100,28,4,1,2,0,2,5,3,4,0,1,0,3,3
2021,10,총,"105,557","5,599","7,359","7,707","13,724","8,253","7,763","7,565","6,662","4,317","9,829","4,889","9,067","12,823"
2021,10,0,"5,366",353,283,416,"1,101",570,599,413,92,103,451,130,293,562
2021,10,10,"7,108",371,471,507,"1,099",818,753,542,274,163,506,178,472,954
2021,10,20,"13,156",695,774,"1,224","1,699",934,884,"1,530",728,390,"1,398",432,813,"1,655"
2021,10,30,"10,635",676,604,847,"1,764",853,825,884,496,315,"1,090",428,685,"1,168"
2021,10,40,"14,204",759,934,"1,044","2,160","1,297","1,212","1,017",749,543,"1,235",554,"1,110","1,590"
2021,10,50,"17,172",916,"1,255","1,111","2,084","1,331","1,247","1,068","1,131",765,"1,667",870,"1,585","2,142"
2021,10,60,"19,333",913,"1,447","1,307","1,914","1,302","1,213","1,151","1,525",956,"1,804","1,158","2,031","2,612"
2021,10,70,"12,239",564,"1,010",806,"1,240",739,669,622,"1,050",689,"1,160",760,"1,441","1,489"
2021,10,80,"5,627",307,518,388,577,354,310,292,554,353,473,337,578,586
2021,10,90,691,42,62,55,86,53,46,43,59,40,44,42,56,63
2021,10,100,26,3,1,2,0,2,5,3,4,0,1,0,3,2
2021,11,총,"105,406","5,614","7,339","7,691","13,729","8,184","7,767","7,563","6,656","4,288","9,864","4,882","9,032","12,797"
2021,11,0,"5,350",357,278,411,"1,093",572,600,413,91,102,452,130,291,560
2021,11,10,"7,086",366,473,508,"1,094",821,759,535,272,164,498,179,465,952
2021,11,20,"13,151",698,766,"1,227","1,705",909,879,"1,526",738,394,"1,399",440,810,"1,660"
2021,11,30,"10,591",677,596,839,"1,752",851,826,888,490,306,"1,100",424,677,"1,165"
2021,11,40,"14,194",768,938,"1,038","2,163","1,294","1,213","1,015",749,539,"1,249",547,"1,101","1,580"
2021,11,50,"17,142",918,"1,251","1,119","2,085","1,312","1,244","1,069","1,126",757,"1,665",866,"1,590","2,140"
2021,11,60,"19,302",912,"1,447","1,301","1,918","1,294","1,213","1,155","1,514",954,"1,820","1,147","2,023","2,604"
