년도,월,나이,관악구,보라매동,청림동,성현동,행운동,낙성대동,청룡동,은천동,중앙동,인헌동,남현동,서원동,신원동,서림동,신사동,신림동,난향동,조원동,대학동,삼성동,미성동,난곡동
2020,5,90,"1,266",74,44,94,69,32,59,91,29,55,51,40,63,61,50,34,48,44,48,127,64,89
2020,5,100,247,8,20,26,11,8,13,11,8,7,3,8,8,18,10,14,7,9,9,23,15,11
2020,6,총,"248,911","12,680","8,113","15,738","15,283","8,512","17,912","17,526","8,145","13,566","9,622","11,257","9,244","10,734","11,469","10,545","8,148","8,678","9,423","12,308","16,143","13,865"
2020,6,0,"11,532",636,671,"1,014",626,370,657,"1,058",201,607,515,350,343,430,402,190,624,362,380,464,930,702
2020,6,10,"14,566",727,571,"1,416",723,471,892,"1,309",350,810,458,435,450,552,553,269,740,413,497,788,"1,229",913
2020,6,20,"56,092","2,450",925,"1,994","4,189","2,863","6,141","2,895","2,628","3,090","2,157","3,198","2,195","2,544","3,035","4,332",832,"2,229","2,516","1,415","2,486","1,978"
2020,6,30,"39,587","1,923","1,316","2,029","2,875","1,570","3,100","2,720","1,386","2,373","1,784","1,973","1,405","1,824","1,742","2,455","1,007","1,465","1,555","1,256","2,132","1,697"
2020,6,40,"32,585","1,704","1,266","2,630","1,772",952,"1,903","2,569",831,"1,858","1,159","1,299","1,099","1,298","1,518","1,046","1,510","1,043","1,162","1,655","2,355","1,956"
2020,6,50,"34,503","1,843","1,193","2,463","1,820",820,"1,913","2,575",943,"1,800","1,401","1,488","1,274","1,458","1,628",781,"1,315","1,126","1,200","2,237","2,650","2,575"
2020,6,60,"31,210","1,758","1,081","2,077","1,699",715,"1,743","2,316",874,"1,594","1,209","1,370","1,236","1,418","1,339",771,"1,117","1,104","1,070","2,197","2,447","2,075"
2020,6,70,"19,927","1,143",694,"1,418","1,124",510,"1,121","1,472",648,"1,031",691,800,845,815,894,495,685,627,712,"1,513","1,330","1,359"
2020,6,80,"7,395",415,330,580,372,201,371,509,247,343,195,296,326,316,296,157,266,254,275,633,504,509
2020,6,90,"1,267",73,46,91,72,32,58,92,29,53,50,40,63,61,52,35,45,46,47,127,65,90
2020,6,100,247,8,20,26,11,8,13,11,8,7,3,8,8,18,10,14,7,9,9,23,15,11
2020,7,총,"248,904","12,631","8,102","15,730","15,258","8,496","18,044","17,505","8,165","13,544","9,613","11,233","9,286","10,771","11,472","10,551","8,130","8,678","9,426","12,297","16,114","13,858"
2020,7,0,"11,472",638,665,"1,005",623,363,663,"1,046",201,597,515,349,340,430,399,190,622,354,380,469,927,696
2020,7,10,"14,462",717,563,"1,417",714,463,874,"1,308",344,805,452,432,449,558,551,264,733,414,497,783,"1,209",915
2020,7,20,"56,215","2,422",919,"2,015","4,180","2,872","6,222","2,903","2,656","3,087","2,150","3,195","2,225","2,541","3,025","4,337",843,"2,232","2,517","1,408","2,487","1,979"
2020,7,30,"39,557","1,919","1,321","2,020","2,871","1,570","3,128","2,701","1,370","2,373","1,792","1,959","1,416","1,839","1,757","2,453",986,"1,456","1,562","1,254","2,120","1,690"
2020,7,40,"32,511","1,700","1,266","2,621","1,769",944,"1,926","2,562",837,"1,860","1,143","1,291","1,088","1,292","1,512","1,051","1,511","1,046","1,154","1,654","2,343","1,941"
2020,7,50,"34,507","1,836","1,188","2,463","1,816",819,"1,916","2,577",941,"1,794","1,405","1,488","1,286","1,477","1,628",784,"1,323","1,127","1,197","2,227","2,647","2,568"
2020,7,60,"31,235","1,752","1,089","2,080","1,688",712,"1,738","2,310",879,"1,589","1,219","1,375","1,233","1,417","1,342",763,"1,099","1,107","1,074","2,213","2,452","2,104"
2020,7,70,"19,989","1,152",695,"1,419","1,142",511,"1,126","1,482",650,"1,031",690,797,848,815,898,500,689,630,716,"1,504","1,338","1,356"
2020,7,80,"7,431",414,330,574,370,202,374,514,248,348,193,300,330,321,299,160,269,256,273,635,511,510
2020,7,90,"1,278",73,46,90,74,32,64,91,31,53,51,39,63,63,51,35,48,47,47,127,66,87
2020,7,100,247,8,20,26,11,8,13,11,8,7,3,8,8,18,10,14,7,9,9,23,14,12
2020,8,총,"248,796","12,620","8,061","15,705","15,230","8,509","18,189","17,489","8,174","13,521","9,566","11,227","9,255","10,794","11,485","10,542","8,097","8,722","9,439","12,273","16,057","13,841"
2020,8,0,"11,350",630,644,997,614,354,664,"1,040",200,588,495,347,339,425,390,194,616,359,378,467,914,695
2020,8,10,"14,373",715,564,"1,403",726,466,868,"1,294",338,802,440,427,447,564,550,256,727,416,491,774,"1,204",901
2020,8,20,"56,369","2,435",910,"2,023","4,163","2,867","6,312","2,917","2,663","3,068","2,169","3,208","2,202","2,540","3,064","4,365",847,"2,239","2,504","1,416","2,473","1,984"
2020,8,30,"39,462","1,901","1,314","2,018","2,849","1,590","3,150","2,679","1,379","2,383","1,764","1,959","1,404","1,848","1,745","2,431",974,"1,466","1,582","1,245","2,087","1,694"
2020,8,40,"32,416","1,691","1,254","2,596","1,781",946,"1,934","2,557",833,"1,840","1,134","1,287","1,098","1,288","1,491","1,039","1,501","1,057","1,167","1,642","2,349","1,931"
2020,8,50,"34,410","1,827","1,194","2,460","1,801",820,"1,924","2,574",936,"1,806","1,391","1,476","1,272","1,475","1,639",781,"1,313","1,122","1,193","2,216","2,639","2,551"
2020,8,60,"31,333","1,765","1,086","2,095","1,690",704,"1,741","2,315",892,"1,583","1,233","1,367","1,235","1,436","1,341",766,"1,108","1,110","1,078","2,211","2,459","2,118"
2020,8,70,"20,055","1,156",691,"1,424","1,152",519,"1,134","1,487",644,"1,034",690,806,856,816,903,498,683,642,718,"1,513","1,336","1,353"
2020,8,80,"7,496",418,337,573,368,203,384,524,252,357,197,304,331,320,302,162,271,256,271,638,512,516
2020,8,90,"1,286",74,47,90,75,32,65,91,29,54,50,38,63,64,50,36,50,46,48,129,70,85
2020,8,100,246,8,20,26,11,8,13,11,8,6,3,8,8,18,10,14,7,9,9,22,14,13
2020,9,총,"248,490","12,559","8,057","15,702","15,163","8,528","18,236","17,469","8,153","13,529","9,538","11,214","9,235","10,799","11,456","10,552","8,098","8,715","9,413","12,219","16,066","13,789"
2020,9,0,"11,279",615,650,993,603,356,662,"1,030",201,584,492,347,335,424,391,199,622,349,370,466,907,683
2020,9,10,"14,321",722,557,"1,391",725,459,868,"1,306",329,782,436,423,451,567,544,252,716,422,497,764,"1,208",902
2020,9,20,"56,284","2,428",900,"2,017","4,112","2,885","6,312","2,903","2,677","3,091","2,163","3,215","2,187","2,534","3,064","4,380",856,"2,227","2,490","1,408","2,458","1,977"
2020,9,30,"39,352","1,873","1,328","2,012","2,847","1,592","3,161","2,648","1,367","2,393","1,751","1,941","1,414","1,839","1,733","2,418",968,"1,468","1,576","1,232","2,104","1,687"
2020,9,40,"32,322","1,691","1,242","2,575","1,769",955,"1,942","2,563",822,"1,830","1,125","1,284","1,088","1,299","1,481","1,044","1,510","1,066","1,160","1,631","2,333","1,912"
2020,9,50,"34,329","1,814","1,203","2,478","1,810",814,"1,937","2,559",922,"1,804","1,388","1,474","1,257","1,479","1,632",779,"1,297","1,112","1,194","2,199","2,634","2,543"
2020,9,60,"31,454","1,767","1,086","2,104","1,689",703,"1,752","2,337",899,"1,595","1,239","1,374","1,238","1,435","1,348",764,"1,120","1,118","1,078","2,218","2,476","2,114"
2020,9,70,"20,047","1,148",688,"1,430","1,148",519,"1,136","1,482",640,"1,030",693,802,857,824,899,503,686,642,722,"1,507","1,342","1,349"
2020,9,80,"7,552",417,336,584,373,204,388,537,257,359,199,305,336,315,303,163,268,256,270,641,519,522
2020,9,90,"1,303",76,47,92,76,33,65,93,31,55,49,41,64,65,51,36,48,46,47,130,71,87
2020,9,100,247,8,20,26,11,8,13,11,8,6,3,8,8,18,10,14,7,9,9,23,14,13
2020,10,총,"247,670","12,522","7,986","15,717","15,078","8,493","18,215","17,465","8,098","13,449","9,533","11,146","9,201","10,772","11,452","10,503","8,071","8,678","9,388","12,115","16,009","13,779"
2020,10,0,"11,117",605,639,988,583,347,660,"1,020",195,570,489,337,335,406,384,198,619,348,365,449,904,676
2020,10,10,"14,179",716,553,"1,400",707,450,863,"1,312",328,768,431,414,438,556,535,247,711,425,490,753,"1,185",897
2020,10,20,"56,042","2,427",882,"2,016","4,098","2,882","6,279","2,883","2,643","3,064","2,168","3,191","2,190","2,540","3,075","4,347",858,"2,202","2,483","1,393","2,443","1,978"
2020,10,30,"39,155","1,863","1,322","1,999","2,823","1,587","3,154","2,639","1,376","2,373","1,754","1,926","1,414","1,836","1,714","2,405",969,"1,456","1,564","1,207","2,089","1,685"
2020,10,40,"32,177","1,670","1,229","2,575","1,760",954,"1,944","2,562",806,"1,827","1,125","1,275","1,073","1,296","1,476","1,052","1,493","1,062","1,156","1,617","2,318","1,907"
2020,10,50,"34,221","1,808","1,190","2,486","1,803",805,"1,941","2,543",921,"1,793","1,387","1,467","1,238","1,468","1,650",781,"1,290","1,123","1,191","2,172","2,626","2,538"
2020,10,60,"31,555","1,777","1,085","2,116","1,698",702,"1,760","2,357",902,"1,591","1,236","1,378","1,246","1,440","1,352",759,"1,126","1,112","1,089","2,223","2,488","2,118"
2020,10,70,"20,056","1,151",681,"1,426","1,148",517,"1,140","1,501",635,"1,036",690,797,857,831,898,500,682,639,719,"1,503","1,349","1,356"
2020,10,80,"7,607",419,337,588,375,208,394,540,254,364,200,313,338,315,305,165,271,257,275,643,520,526
2020,10,90,"1,314",78,48,97,72,33,67,97,30,57,50,40,64,66,53,35,45,46,47,132,72,85
2020,10,100,247,8,20,26,11,8,13,11,8,6,3,8,8,18,10,14,7,8,9,23,15,13
2020,11,총,"247,202","12,488","7,975","15,683","15,069","8,468","18,204","17,428","8,069","13,443","9,545","11,108","9,177","10,779","11,406","10,477","8,068","8,685","9,389","12,036","15,979","13,726"
2020,11,0,"10,982",592,626,982,577,332,657,"1,014",193,564,494,334,337,407,373,191,616,339,360,440,885,669
2020,11,10,"14,059",706,560,"1,399",709,444,854,"1,312",317,764,422,409,431,542,525,239,712,422,488,743,"1,176",885
2020,11,20,"56,000","2,423",878,"2,005","4,104","2,884","6,257","2,877","2,645","3,066","2,173","3,197","2,183","2,542","3,080","4,341",848,"2,216","2,478","1,380","2,449","1,974"
2020,11,30,"39,013","1,857","1,313","1,992","2,806","1,573","3,161","2,630","1,376","2,382","1,757","1,912","1,407","1,831","1,696","2,401",967,"1,445","1,571","1,185","2,069","1,682"
2020,11,40,"32,064","1,661","1,225","2,549","1,765",956,"1,945","2,561",798,"1,817","1,127","1,250","1,059","1,299","1,462","1,057","1,495","1,062","1,159","1,607","2,320","1,890"
2020,11,50,"34,133","1,794","1,187","2,474","1,792",801,"1,946","2,526",914,"1,794","1,390","1,471","1,238","1,475","1,648",775,"1,286","1,132","1,187","2,150","2,622","2,531"
2020,11,60,"31,610","1,784","1,089","2,139","1,699",705,"1,760","2,352",902,"1,589","1,231","1,370","1,247","1,452","1,356",758,"1,132","1,119","1,093","2,223","2,498","2,112"
2020,11,70,"20,128","1,160",688,"1,426","1,158",518,"1,148","1,507",633,"1,036",695,802,863,834,895,500,687,636,724,"1,505","1,359","1,354"
2020,11,80,"7,647",422,335,595,375,214,397,538,252,368,206,316,341,315,306,166,274,263,273,646,513,532
2020,11,90,"1,314",81,53,96,73,33,66,100,31,57,47,39,61,64,55,34,44,43,47,133,73,84
2020,11,100,252,8,21,26,11,8,13,11,8,6,3,8,10,18,10,15,7,8,9,24,15,13
2020,12,총,"246,721","12,513","7,954","15,665","15,068","8,443","18,247","17,381","8,032","13,409","9,509","11,095","9,140","10,765","11,399","10,450","8,014","8,684","9,376","11,900","15,940","13,737"
2020,12,0,"10,873",588,613,975,577,328,654,"1,004",195,565,487,333,329,399,372,182,605,336,356,427,886,662
2020,12,10,"13,959",696,559,"1,401",695,439,851,"1,302",307,758,421,408,426,537,529,242,707,425,483,723,"1,162",888
2020,12,20,"55,967","2,433",870,"2,013","4,106","2,884","6,260","2,874","2,617","3,074","2,163","3,196","2,174","2,543","3,074","4,346",844,"2,229","2,483","1,355","2,443","1,986"
2020,12,30,"38,844","1,861","1,309","1,969","2,826","1,567","3,158","2,600","1,369","2,372","1,746","1,905","1,394","1,823","1,697","2,380",960,"1,437","1,558","1,164","2,055","1,694"
2020,12,40,"31,926","1,664","1,224","2,546","1,755",954,"1,959","2,558",797,"1,791","1,111","1,251","1,044","1,294","1,453","1,056","1,475","1,056","1,152","1,595","2,317","1,874"
2020,12,50,"33,984","1,791","1,187","2,465","1,776",796,"1,938","2,499",912,"1,789","1,395","1,464","1,240","1,466","1,633",770,"1,279","1,129","1,190","2,121","2,606","2,538"
2020,12,60,"31,700","1,791","1,090","2,140","1,713",699,"1,782","2,375",910,"1,585","1,236","1,363","1,250","1,461","1,362",763,"1,133","1,118","1,095","2,217","2,508","2,109"
2020,12,70,"20,193","1,168",690,"1,435","1,161",518,"1,168","1,510",632,"1,042",696,809,862,837,905,494,685,638,728,"1,497","1,363","1,355"
2020,12,80,"7,682",432,336,596,376,216,397,547,252,371,203,318,344,320,308,167,277,263,272,643,508,536
2020,12,90,"1,338",81,55,99,71,33,67,101,33,56,48,39,67,67,56,35,42,45,50,133,78,82
2020,12,100,255,8,21,26,12,9,13,11,8,6,3,9,10,18,10,15,7,8,9,25,14,13
2021,1,총,"246,322","12,516","7,945","15,624","15,050","8,416","18,255","17,371","8,015","13,413","9,495","11,099","9,146","10,737","11,346","10,433","8,017","8,653","9,376","11,779","15,898","13,738"
2021,1,0,"10,759",585,606,966,567,326,650,995,190,561,480,328,322,395,367,181,604,330,352,418,881,655
2021,1,10,"13,889",696,554,"1,400",695,432,849,"1,308",297,752,431,405,426,529,523,243,711,423,484,704,"1,151",876
2021,1,20,"55,747","2,438",876,"1,992","4,077","2,868","6,243","2,873","2,610","3,062","2,167","3,201","2,176","2,547","3,035","4,304",835,"2,207","2,480","1,341","2,422","1,993"
2021,1,30,"38,835","1,868","1,295","1,958","2,832","1,575","3,179","2,587","1,367","2,393","1,732","1,906","1,398","1,815","1,705","2,378",960,"1,442","1,547","1,141","2,068","1,689"
2021,1,40,"31,785","1,646","1,231","2,535","1,753",947,"1,954","2,553",795,"1,780","1,116","1,248","1,046","1,290","1,437","1,066","1,462","1,055","1,154","1,556","2,293","1,868"
2021,1,50,"33,925","1,799","1,187","2,465","1,782",792,"1,945","2,489",915,"1,794","1,387","1,460","1,227","1,470","1,622",773,"1,275","1,124","1,190","2,104","2,598","2,527"
2021,1,60,"31,800","1,789","1,092","2,147","1,710",704,"1,786","2,381",911,"1,594","1,232","1,370","1,260","1,453","1,374",767,"1,148","1,122","1,100","2,223","2,505","2,132"
2021,1,70,"20,250","1,173",691,"1,434","1,169",518,"1,165","1,520",633,"1,042",697,815,866,831,901,497,693,637,735,"1,494","1,380","1,359"
2021,1,80,"7,715",434,338,600,380,214,403,551,253,374,201,315,346,319,313,173,281,260,274,641,505,540
2021,1,90,"1,362",80,54,101,73,31,68,103,36,54,49,42,69,70,59,36,41,45,51,133,82,85
2021,1,100,255,8,21,26,12,9,13,11,8,7,3,9,10,18,10,15,7,8,9,24,13,14
2021,2,총,"245,902","12,503","7,912","15,586","14,994","8,402","18,351","17,320","8,000","13,346","9,457","11,095","9,136","10,685","11,358","10,411","8,018","8,667","9,387","11,696","15,867","13,711"
2021,2,0,"10,597",572,591,966,558,320,646,979,187,552,468,325,317,385,365,180,600,320,344,407,871,644
2021,2,10,"13,806",693,543,"1,378",688,441,861,"1,314",295,750,426,396,420,521,518,241,718,417,480,697,"1,142",867
2021,2,20,"55,643","2,445",886,"1,979","4,052","2,868","6,292","2,847","2,587","3,018","2,163","3,209","2,185","2,526","3,047","4,288",826,"2,215","2,488","1,323","2,412","1,987"
2021,2,30,"38,673","1,868","1,276","1,955","2,812","1,559","3,193","2,569","1,367","2,397","1,707","1,904","1,371","1,791","1,705","2,367",950,"1,453","1,549","1,127","2,059","1,694"
2021,2,40,"31,721","1,642","1,233","2,529","1,747",952,"1,947","2,551",798,"1,757","1,119","1,245","1,057","1,281","1,437","1,078","1,467","1,060","1,151","1,541","2,272","1,857"
2021,2,50,"33,878","1,806","1,185","2,462","1,776",784,"1,955","2,483",914,"1,800","1,375","1,455","1,230","1,468","1,614",769,"1,279","1,118","1,192","2,092","2,606","2,515"
2021,2,60,"31,901","1,776","1,087","2,157","1,721",710,"1,795","2,382",911,"1,598","1,245","1,377","1,264","1,463","1,387",769,"1,151","1,132","1,110","2,218","2,511","2,137"
2021,2,70,"20,268","1,175",695,"1,431","1,169",517,"1,171","1,524",636,"1,043",699,816,869,836,903,495,690,632,734,"1,491","1,385","1,357"
2021,2,80,"7,790",439,340,598,384,213,412,558,262,371,202,317,345,325,313,174,286,269,279,643,509,551
2021,2,90,"1,371",79,55,105,75,29,68,102,35,53,50,42,68,71,58,35,44,43,51,133,87,88
2021,2,100,254,8,21,26,12,9,11,11,8,7,3,9,10,18,11,15,7,8,9,24,13,14
2021,3,총,"244,255","12,412","7,819","15,433","14,930","8,401","18,353","17,229","7,921","13,324","9,417","11,000","9,017","10,555","11,254","10,326","7,911","8,585","9,388","11,511","15,869","13,600"
2021,3,0,"10,473",569,582,961,556,319,641,968,181,548,462,315,305,384,365,178,589,320,334,407,864,625
2021,3,10,"13,800",693,546,"1,372",690,447,875,"1,301",296,739,434,393,420,521,519,251,708,408,486,702,"1,144",855
2021,3,20,"55,884","2,444",886,"1,965","4,067","2,897","6,411","2,902","2,604","3,057","2,161","3,172","2,176","2,519","3,045","4,273",837,"2,212","2,529","1,298","2,444","1,985"
2021,3,30,"38,460","1,859","1,275","1,950","2,798","1,554","3,168","2,558","1,354","2,392","1,685","1,898","1,364","1,766","1,699","2,361",941,"1,430","1,545","1,134","2,063","1,666"
2021,3,40,"31,388","1,620","1,216","2,510","1,740",947,"1,928","2,516",790,"1,736","1,119","1,239","1,041","1,274","1,410","1,057","1,448","1,059","1,150","1,493","2,254","1,841"
2021,3,50,"33,547","1,784","1,171","2,448","1,764",788,"1,937","2,463",895,"1,788","1,361","1,446","1,217","1,449","1,590",767,"1,258","1,106","1,179","2,056","2,588","2,492"
2021,3,60,"31,700","1,758","1,077","2,141","1,703",702,"1,782","2,360",906,"1,602","1,244","1,380","1,247","1,435","1,381",762,"1,141","1,109","1,115","2,197","2,516","2,142"
2021,3,70,"19,914","1,164",674,"1,396","1,154",505,"1,148","1,509",611,"1,033",697,803,840,809,883,477,673,633,719,"1,456","1,381","1,349"
