년도,월,나이,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2020,2,50,"30,284","1,759",966,440,"1,198",226,255,863,780,409,375,515,"1,252",875,"1,556","3,625",728,497,"2,399","1,261",869,"2,312",821,719,"2,464","3,120"
2020,2,60,"20,794","1,197",883,457,815,316,288,749,503,510,349,383,851,660,"1,059","1,934",608,452,"1,647",900,594,"1,481",706,517,"1,504","1,431"
2020,2,70,"9,462",615,430,242,295,200,162,321,223,273,165,200,489,340,450,812,347,225,585,414,282,659,357,247,556,573
2020,2,80,"3,958",250,190,129,118,86,80,147,75,128,82,92,194,142,198,317,158,120,240,177,118,281,160,99,170,207
2020,2,90,384,28,15,10,14,12,6,14,6,14,18,12,14,14,19,33,22,8,19,14,8,22,17,13,14,18
2020,2,100,21,0,2,0,0,0,1,1,0,0,0,2,0,2,0,3,1,0,1,1,0,1,3,1,1,1
2020,3,총,"174,379","9,249","4,575","1,994","11,863","1,158","1,123","4,648","3,880","1,878","1,506","2,569","6,288","4,303","7,695","21,254","4,340","2,517","13,350","7,194","4,944","12,527","4,183","3,717","16,378","21,246"
2020,3,0,"14,718",647,208,69,"2,005",19,27,216,229,32,37,131,362,206,387,"1,806",222,102,"1,058",568,457,"1,000",149,264,"1,772","2,745"
2020,3,10,"18,985",900,288,88,984,43,31,343,394,71,61,210,751,393,918,"2,791",393,161,"1,284",713,615,"1,441",419,442,"2,358","2,893"
2020,3,20,"23,998","1,205",607,203,"1,259",81,78,861,540,132,109,399,889,705,"1,152","3,381",800,349,"2,206","1,097",551,"1,630",541,496,"2,215","2,512"
2020,3,30,"23,011","1,058",408,151,"3,003",52,94,474,512,119,114,280,644,413,732,"2,761",522,240,"2,020",906,547,"1,498",426,333,"2,218","3,486"
2020,3,40,"28,506","1,572",578,202,"2,072",123,97,658,607,188,195,343,860,558,"1,215","3,786",548,369,"1,860","1,132",895,"2,173",586,576,"3,079","4,234"
2020,3,50,"30,186","1,754",939,439,"1,254",225,261,852,782,406,375,513,"1,218",866,"1,554","3,605",710,491,"2,400","1,255",858,"2,312",816,720,"2,458","3,123"
2020,3,60,"21,106","1,219",907,460,847,318,288,758,508,512,352,385,869,667,"1,065","1,966",612,452,"1,667",916,615,"1,504",706,524,"1,531","1,458"
2020,3,70,"9,462",614,428,235,303,199,161,319,226,273,161,201,490,337,452,807,353,222,584,415,278,661,361,246,566,570
2020,3,80,"3,992",252,195,137,120,86,79,152,77,129,84,94,192,141,200,314,156,121,248,177,120,285,159,102,166,206
2020,3,90,394,28,15,10,16,12,6,14,5,16,18,11,13,15,20,34,23,10,22,14,8,22,17,13,14,18
2020,3,100,21,0,2,0,0,0,1,1,0,0,0,2,0,2,0,3,1,0,1,1,0,1,3,1,1,1
2020,4,총,"174,467","9,222","4,578","1,989","12,162","1,165","1,116","4,646","3,864","1,873","1,510","2,558","6,291","4,293","7,672","21,193","4,332","2,513","13,418","7,208","4,929","12,505","4,167","3,703","16,332","21,228"
2020,4,0,"14,703",640,208,70,"2,046",19,27,221,222,33,38,126,363,205,382,"1,788",217,102,"1,063",572,456,995,147,262,"1,762","2,739"
2020,4,10,"18,915",893,288,90,"1,013",43,32,341,388,71,60,207,750,397,902,"2,772",392,159,"1,278",712,610,"1,438",413,444,"2,342","2,880"
2020,4,20,"24,016","1,212",607,199,"1,298",82,74,852,540,127,106,400,882,699,"1,146","3,383",813,344,"2,223","1,094",551,"1,619",540,494,"2,213","2,518"
2020,4,30,"23,002","1,052",410,147,"3,072",54,92,469,501,116,117,279,647,408,735,"2,743",515,240,"2,028",909,542,"1,497",423,334,"2,194","3,478"
2020,4,40,"28,399","1,563",575,202,"2,129",125,96,660,607,189,193,339,841,559,"1,202","3,753",541,368,"1,854","1,130",890,"2,151",576,567,"3,073","4,216"
2020,4,50,"30,226","1,732",936,435,"1,281",223,256,848,779,404,379,508,"1,226",866,"1,562","3,610",704,494,"2,416","1,258",856,"2,327",816,717,"2,458","3,135"
2020,4,60,"21,314","1,236",917,465,881,320,292,768,514,513,355,394,880,666,"1,071","1,988",616,453,"1,681",927,618,"1,510",708,528,"1,540","1,473"
2020,4,70,"9,464",614,428,233,304,197,161,320,231,272,160,199,495,336,452,805,352,218,598,413,276,661,365,241,567,566
2020,4,80,"4,008",252,190,138,123,90,79,152,77,132,84,93,192,141,201,314,156,124,253,178,122,285,159,102,169,202
2020,4,90,398,28,17,10,15,12,6,14,5,16,18,11,15,14,19,34,24,11,23,14,8,21,17,13,13,20
2020,4,100,22,0,2,0,0,0,1,1,0,0,0,2,0,2,0,3,2,0,1,1,0,1,3,1,1,1
2020,5,총,"174,701","9,201","4,571","1,985","12,427","1,167","1,117","4,640","3,831","1,874","1,505","2,548","6,250","4,273","7,694","21,184","4,332","2,516","13,442","7,202","4,923","12,554","4,154","3,706","16,342","21,263"
2020,5,0,"14,652",626,208,69,"2,091",18,28,217,218,33,35,120,360,199,380,"1,767",217,99,"1,053",571,450,988,146,262,"1,764","2,733"
2020,5,10,"18,865",885,287,91,"1,030",45,33,338,374,72,61,203,745,399,902,"2,759",388,165,"1,265",711,608,"1,450",408,439,"2,342","2,865"
2020,5,20,"24,036","1,207",605,198,"1,319",80,72,847,533,129,105,402,870,696,"1,154","3,400",826,341,"2,237","1,094",550,"1,610",538,499,"2,202","2,522"
2020,5,30,"23,058","1,048",412,144,"3,158",55,92,471,490,111,113,270,635,406,736,"2,727",508,243,"2,037",898,539,"1,506",424,334,"2,193","3,508"
2020,5,40,"28,384","1,555",566,200,"2,171",124,96,662,602,189,191,340,838,553,"1,200","3,733",539,365,"1,848","1,137",887,"2,161",570,567,"3,081","4,209"
2020,5,50,"30,340","1,736",944,433,"1,305",221,255,837,780,406,381,505,"1,217",864,"1,567","3,648",707,495,"2,431","1,259",860,"2,333",817,717,"2,470","3,152"
2020,5,60,"21,427","1,239",914,466,902,324,297,778,519,515,359,401,881,666,"1,082","1,990",613,452,"1,687",930,622,"1,528",709,533,"1,539","1,481"
2020,5,70,"9,482",624,427,234,312,198,157,324,231,271,158,198,495,335,451,807,347,223,604,407,274,672,363,238,565,567
2020,5,80,"4,035",253,189,140,125,90,80,152,79,132,85,96,194,139,202,315,161,123,256,179,125,283,159,102,171,205
2020,5,90,399,28,17,10,14,12,6,13,5,16,17,11,15,14,19,35,24,10,23,15,8,22,17,14,14,20
2020,5,100,23,0,2,0,0,0,1,1,0,0,0,2,0,2,1,3,2,0,1,1,0,1,3,1,1,1
2020,6,총,"174,812","9,201","4,568","1,981","12,646","1,166","1,117","4,631","3,810","1,861","1,501","2,516","6,220","4,277","7,663","21,154","4,313","2,489","13,489","7,177","5,091","12,550","4,144","3,721","16,297","21,229"
2020,6,0,"14,633",626,208,68,"2,135",18,27,221,220,31,34,116,358,198,372,"1,755",215,99,"1,055",564,455,985,140,262,"1,766","2,705"
2020,6,10,"18,816",869,283,92,"1,060",43,34,339,364,73,63,199,732,400,894,"2,736",382,167,"1,268",704,614,"1,439",404,439,"2,338","2,880"
2020,6,20,"24,030","1,208",612,196,"1,339",81,74,836,532,129,103,397,868,695,"1,162","3,409",812,338,"2,230","1,100",570,"1,613",533,509,"2,190","2,494"
2020,6,30,"23,029","1,047",408,142,"3,202",53,90,467,489,106,110,264,630,409,730,"2,714",511,238,"2,045",893,561,"1,503",417,333,"2,173","3,494"
2020,6,40,"28,366","1,553",557,206,"2,209",121,95,666,599,185,189,335,832,553,"1,187","3,730",539,351,"1,872","1,130",903,"2,150",566,563,"3,057","4,218"
2020,6,50,"30,365","1,743",942,424,"1,326",225,258,827,771,404,376,492,"1,207",868,"1,566","3,656",706,496,"2,425","1,252",891,"2,329",814,722,"2,475","3,170"
2020,6,60,"21,593","1,244",931,470,920,322,298,782,520,519,363,405,883,660,"1,085","1,995",616,451,"1,706",935,659,"1,545",725,535,"1,547","1,477"
2020,6,70,"9,503",627,422,234,314,200,151,325,233,268,160,199,493,336,449,808,345,216,610,407,299,676,360,239,565,567
2020,6,80,"4,056",254,187,140,127,92,83,154,77,129,87,96,200,143,200,315,162,123,253,176,130,286,165,105,170,202
2020,6,90,398,30,16,9,14,11,6,13,5,17,16,11,17,13,17,33,23,10,24,15,9,23,17,13,15,21
2020,6,100,23,0,2,0,0,0,1,1,0,0,0,2,0,2,1,3,2,0,1,1,0,1,3,1,1,1
2020,7,총,"175,077","9,130","4,557","1,982","13,082","1,158","1,116","4,617","3,809","1,865","1,487","2,513","6,191","4,256","7,644","21,279","4,276","2,486","13,468","7,192","5,119","12,519","4,122","3,740","16,229","21,240"
2020,7,0,"14,634",609,202,66,"2,203",17,27,227,215,31,33,118,353,199,368,"1,756",209,97,"1,052",567,449,975,139,261,"1,752","2,709"
2020,7,10,"18,792",853,281,92,"1,099",41,35,338,358,72,58,196,733,392,880,"2,767",374,168,"1,265",701,617,"1,429",400,437,"2,341","2,865"
2020,7,20,"24,007","1,194",613,195,"1,378",80,73,825,530,123,106,396,860,685,"1,160","3,412",803,339,"2,209","1,106",574,"1,613",526,511,"2,191","2,505"
2020,7,30,"23,037","1,028",402,142,"3,307",53,91,465,478,110,110,262,619,411,724,"2,724",502,238,"2,038",890,564,"1,488",409,343,"2,147","3,492"
2020,7,40,"28,399","1,535",551,202,"2,297",119,93,672,610,184,186,336,832,547,"1,180","3,751",539,349,"1,872","1,127",907,"2,152",556,563,"3,031","4,208"
2020,7,50,"30,394","1,748",937,425,"1,371",226,254,815,777,410,369,493,"1,195",867,"1,559","3,686",698,494,"2,422","1,255",893,"2,320",819,721,"2,466","3,174"
2020,7,60,"21,771","1,246",941,477,962,322,303,783,521,520,357,402,887,661,"1,098","2,011",620,451,"1,723",950,664,"1,560",728,544,"1,543","1,497"
2020,7,70,"9,532",632,422,234,322,199,149,325,233,267,164,199,489,337,456,812,343,218,609,405,306,673,363,239,569,567
2020,7,80,"4,086",255,188,141,127,90,84,154,82,131,87,98,204,143,201,324,163,123,253,174,136,285,163,106,173,201
2020,7,90,401,29,18,8,16,11,6,12,5,17,17,11,19,12,17,33,23,9,24,16,9,23,16,14,15,21
2020,7,100,24,1,2,0,0,0,1,1,0,0,0,2,0,2,1,3,2,0,1,1,0,1,3,1,1,1
2020,8,총,"175,152","9,108","4,563","1,989","13,284","1,155","1,111","4,607","3,802","1,871","1,490","2,510","6,178","4,226","7,639","21,341","4,284","2,472","13,466","7,180","5,120","12,498","4,116","3,730","16,182","21,230"
2020,8,0,"14,576",610,207,67,"2,233",18,26,224,208,31,32,113,352,194,374,"1,749",212,95,"1,047",562,444,951,142,259,"1,742","2,684"
2020,8,10,"18,764",848,282,93,"1,123",41,35,336,363,71,58,197,731,391,881,"2,767",366,171,"1,256",693,619,"1,420",398,433,"2,325","2,866"
2020,8,20,"23,992","1,183",607,193,"1,380",77,72,820,532,122,106,390,855,676,"1,147","3,438",802,333,"2,217","1,108",567,"1,623",521,509,"2,190","2,524"
2020,8,30,"23,051","1,012",406,144,"3,374",52,91,464,477,110,111,266,620,415,719,"2,730",515,237,"2,034",887,565,"1,483",406,348,"2,131","3,454"
2020,8,40,"28,324","1,528",549,203,"2,334",117,90,670,605,183,188,333,831,542,"1,162","3,758",533,345,"1,869","1,127",903,"2,141",556,555,"3,006","4,196"
2020,8,50,"30,425","1,750",938,422,"1,383",223,253,807,772,411,366,492,"1,184",856,"1,570","3,696",704,495,"2,417","1,243",902,"2,321",814,729,"2,475","3,202"
2020,8,60,"21,922","1,254",943,481,988,328,303,791,524,521,359,408,892,663,"1,106","2,020",619,445,"1,739",962,669,"1,574",732,540,"1,549","1,512"
2020,8,70,"9,570",633,422,237,325,197,150,328,234,269,165,199,488,334,461,824,344,220,610,407,307,674,365,237,571,569
2020,8,80,"4,103",259,187,141,128,91,84,154,82,136,88,99,205,142,201,324,165,122,251,174,135,287,163,106,178,201
2020,8,90,399,30,20,8,16,11,6,12,5,17,17,11,20,11,16,32,22,9,25,16,8,23,16,13,14,21
2020,8,100,26,1,2,0,0,0,1,1,0,0,0,2,0,2,2,3,2,0,1,1,1,1,3,1,1,1
2020,9,총,"175,217","9,089","4,543","1,990","13,403","1,151","1,104","4,614","3,784","1,865","1,485","2,503","6,181","4,219","7,622","21,414","4,265","2,463","13,496","7,187","5,112","12,505","4,102","3,731","16,132","21,257"
2020,9,0,"14,519",604,197,66,"2,243",18,26,227,199,30,31,112,347,194,365,"1,766",214,96,"1,066",556,434,949,139,252,"1,711","2,677"
2020,9,10,"18,722",848,278,92,"1,141",41,30,350,362,72,56,193,734,384,875,"2,777",359,174,"1,244",681,615,"1,412",390,436,"2,321","2,857"
2020,9,20,"24,005","1,175",604,195,"1,380",76,74,803,526,121,109,389,862,673,"1,142","3,425",796,325,"2,232","1,124",565,"1,626",522,511,"2,187","2,563"
2020,9,30,"23,039","1,010",401,137,"3,410",51,86,469,477,113,110,263,623,411,716,"2,750",515,236,"2,035",876,569,"1,485",399,344,"2,121","3,432"
2020,9,40,"28,242","1,519",546,208,"2,354",116,89,663,596,177,185,335,829,544,"1,157","3,743",525,343,"1,866","1,132",900,"2,137",552,552,"2,988","4,186"
2020,9,50,"30,491","1,750",931,419,"1,395",222,255,819,778,403,363,489,"1,183",856,"1,569","3,717",702,497,"2,410","1,248",895,"2,328",820,735,"2,488","3,219"
2020,9,60,"22,061","1,253",955,484,"1,008",326,304,792,527,527,361,408,893,667,"1,109","2,035",621,443,"1,759",968,680,"1,584",733,542,"1,552","1,530"
2020,9,70,"9,573",634,418,239,329,199,148,324,231,268,163,199,484,330,470,833,344,220,609,409,307,674,362,239,572,568
2020,9,80,"4,131",264,191,142,127,91,85,154,83,136,90,101,205,145,201,330,166,119,248,176,138,286,166,106,178,203
2020,9,90,408,31,20,8,16,11,6,12,5,18,17,12,21,13,16,35,21,10,26,16,8,23,16,13,13,21
2020,9,100,26,1,2,0,0,0,1,1,0,0,0,2,0,2,2,3,2,0,1,1,1,1,3,1,1,1
2020,10,총,"175,367","9,074","4,527","1,983","13,553","1,142","1,111","4,610","3,797","1,856","1,483","2,506","6,160","4,199","7,623","21,474","4,257","2,443","13,517","7,175","5,106","12,476","4,103","3,749","16,101","21,342"
2020,10,0,"14,451",600,200,66,"2,268",18,26,218,200,30,31,112,341,191,354,"1,750",215,89,"1,069",549,425,937,140,245,"1,695","2,682"
2020,10,10,"18,675",835,274,89,"1,149",40,33,354,357,68,57,187,722,381,881,"2,767",361,169,"1,246",679,616,"1,401",385,438,"2,318","2,868"
2020,10,20,"24,100","1,169",600,194,"1,380",75,75,802,536,116,107,393,870,671,"1,145","3,467",797,330,"2,235","1,133",562,"1,627",524,514,"2,187","2,591"
2020,10,30,"23,001","1,003",399,138,"3,434",47,88,466,482,116,111,269,613,406,707,"2,762",515,232,"2,043",874,566,"1,451",398,351,"2,107","3,423"
2020,10,40,"28,186","1,515",542,204,"2,404",113,89,669,594,175,185,331,823,540,"1,144","3,744",528,332,"1,849","1,130",891,"2,131",549,552,"2,954","4,198"
2020,10,50,"30,568","1,750",920,421,"1,423",222,247,811,774,400,358,487,"1,183",851,"1,572","3,744",696,499,"2,407","1,241",908,"2,348",823,743,"2,507","3,233"
2020,10,60,"22,211","1,271",961,485,"1,019",329,311,799,531,527,369,414,897,669,"1,121","2,040",615,441,"1,774",967,680,"1,591",737,547,"1,567","1,549"
2020,10,70,"9,599",639,419,237,334,197,151,318,231,269,163,198,483,332,473,835,344,221,616,410,309,678,364,237,569,572
2020,10,80,"4,145",262,188,141,126,89,84,160,86,137,87,101,208,143,208,329,163,120,250,175,140,288,164,109,182,205
2020,10,90,404,27,22,8,16,12,6,12,6,18,15,12,20,13,17,33,21,10,27,16,8,23,16,12,14,20
2020,10,100,27,3,2,0,0,0,1,1,0,0,0,2,0,2,1,3,2,0,1,1,1,1,3,1,1,1
2020,11,총,"175,624","9,080","4,525","1,979","13,695","1,148","1,107","4,596","3,813","1,858","1,479","2,504","6,139","4,186","7,603","21,545","4,250","2,439","13,644","7,193","5,120","12,473","4,089","3,757","16,040","21,362"
2020,11,0,"14,437",594,196,61,"2,297",18,24,215,198,30,30,111,335,180,346,"1,748",218,92,"1,100",544,423,932,144,244,"1,678","2,679"
2020,11,10,"18,630",831,279,87,"1,163",41,35,346,357,66,57,187,715,385,878,"2,758",364,165,"1,244",673,613,"1,395",381,438,"2,304","2,868"
2020,11,20,"24,186","1,181",598,197,"1,401",73,78,802,548,118,106,389,857,667,"1,149","3,497",799,327,"2,258","1,153",565,"1,627",523,518,"2,172","2,583"
2020,11,30,"22,982",994,400,139,"3,461",48,84,457,492,116,110,270,624,402,706,"2,754",509,225,"2,074",878,565,"1,443",395,346,"2,090","3,400"
2020,11,40,"28,230","1,514",540,207,"2,426",112,89,665,587,177,179,335,804,538,"1,133","3,762",527,340,"1,869","1,132",897,"2,129",545,553,"2,944","4,226"
2020,11,50,"30,548","1,752",914,416,"1,434",222,246,812,768,396,362,482,"1,178",843,"1,567","3,756",685,496,"2,411","1,241",901,"2,339",818,752,"2,511","3,246"
2020,11,60,"22,414","1,287",968,488,"1,032",335,310,803,542,529,368,417,911,680,"1,127","2,067",614,444,"1,796",973,694,"1,613",739,547,"1,568","1,562"
2020,11,70,"9,594",630,417,238,341,194,150,322,227,274,165,198,480,330,472,838,342,220,619,410,310,681,357,236,575,568
2020,11,80,"4,167",265,190,136,125,93,84,161,88,133,87,101,214,146,207,328,169,120,248,172,143,288,167,110,182,210
2020,11,90,408,29,21,10,15,12,6,11,6,19,15,12,21,13,17,34,21,10,24,16,8,25,17,12,15,19
2020,11,100,28,3,2,0,0,0,1,2,0,0,0,2,0,2,1,3,2,0,1,1,1,1,3,1,1,1
2020,12,총,"175,939","9,058","4,541","1,974","13,788","1,149","1,112","4,580","3,819","1,836","1,475","2,486","6,142","4,165","7,586","21,611","4,243","2,412","13,889","7,190","5,096","12,452","4,059","3,773","16,066","21,437"
2020,12,0,"14,424",583,200,63,"2,312",17,25,216,197,30,28,108,328,182,343,"1,752",213,90,"1,122",535,411,929,142,245,"1,669","2,684"
2020,12,10,"18,628",818,277,86,"1,174",42,35,342,353,62,57,185,719,382,875,"2,764",365,166,"1,253",677,607,"1,390",367,442,"2,304","2,886"
2020,12,20,"24,281","1,183",600,195,"1,399",71,77,803,565,118,107,381,858,655,"1,155","3,520",795,322,"2,315","1,145",566,"1,624",522,518,"2,194","2,593"
2020,12,30,"23,037",996,409,137,"3,487",48,83,450,477,115,110,265,614,403,706,"2,750",507,218,"2,141",881,549,"1,433",390,349,"2,108","3,411"
2020,12,40,"28,219","1,506",543,207,"2,448",113,86,655,592,169,178,334,805,534,"1,125","3,758",525,336,"1,887","1,127",894,"2,134",535,552,"2,946","4,230"
2020,12,50,"30,560","1,748",906,417,"1,448",221,247,814,774,394,360,478,"1,181",836,"1,548","3,772",686,489,"2,442","1,240",909,"2,327",819,754,"2,490","3,260"
2020,12,60,"22,561","1,292",979,487,"1,039",340,316,809,536,527,368,421,915,687,"1,137","2,090",617,442,"1,827",985,693,"1,622",738,554,"1,573","1,567"
2020,12,70,"9,586",633,412,238,341,192,152,317,226,271,164,196,488,328,471,833,346,218,624,408,313,675,355,236,577,572
2020,12,80,"4,204",268,192,134,125,94,84,161,92,132,88,104,212,145,209,335,167,121,252,173,145,291,171,110,188,211
2020,12,90,410,28,21,10,15,11,6,11,7,18,15,12,22,11,16,34,19,10,25,18,8,26,17,12,16,22
2020,12,100,29,3,2,0,0,0,1,2,0,0,0,2,0,2,1,3,3,0,1,1,1,1,3,1,1,1
2021,1,총,"175,962","9,039","4,513","1,963","13,872","1,148","1,112","4,547","3,833","1,829","1,475","2,477","6,120","4,151","7,592","21,647","4,233","2,408","13,943","7,191","5,089","12,433","4,052","3,796","16,037","21,462"
2021,1,0,"14,384",574,199,67,"2,340",16,25,216,195,30,28,105,330,187,337,"1,739",207,91,"1,122",527,403,925,140,250,"1,659","2,672"
2021,1,10,"18,550",809,265,82,"1,191",43,35,332,355,61,58,184,715,377,872,"2,746",364,164,"1,246",691,609,"1,370",371,442,"2,290","2,878"
2021,1,20,"24,296","1,178",593,196,"1,383",68,76,789,570,113,112,380,845,649,"1,176","3,550",792,323,"2,330","1,135",558,"1,645",518,523,"2,193","2,601"
2021,1,30,"22,957",991,401,131,"3,493",47,81,440,484,115,110,255,604,400,691,"2,745",515,214,"2,149",871,548,"1,423",391,357,"2,092","3,409"
2021,1,40,"28,175","1,502",539,206,"2,472",113,84,641,592,165,177,341,799,532,"1,124","3,756",518,335,"1,891","1,129",899,"2,123",527,552,"2,930","4,228"
2021,1,50,"30,572","1,756",903,413,"1,460",225,246,821,775,390,355,469,"1,175",826,"1,550","3,788",692,486,"2,429","1,233",902,"2,319",821,750,"2,511","3,277"
2021,1,60,"22,720","1,296",984,486,"1,045",339,319,816,537,532,369,426,932,689,"1,143","2,106",610,443,"1,862","1,000",702,"1,631",737,562,"1,578","1,576"
2021,1,70,"9,620",628,410,238,342,193,153,317,224,275,164,196,483,332,477,837,345,221,634,416,308,681,355,239,579,573
2021,1,80,"4,233",274,195,134,130,93,86,160,94,131,88,107,216,144,205,343,167,121,254,168,149,289,172,108,186,219
2021,1,90,425,28,22,10,16,11,6,13,7,17,14,12,21,13,16,34,20,10,25,19,10,26,17,12,18,28
2021,1,100,30,3,2,0,0,0,1,2,0,0,0,2,0,2,1,3,3,0,1,2,1,1,3,1,1,1
2021,2,총,"176,007","9,026","4,510","1,961","13,941","1,158","1,118","4,518","3,836","1,818","1,471","2,476","6,079","4,135","7,564","21,730","4,221","2,396","13,982","7,148","5,085","12,424","4,039","3,800","16,058","21,513"
2021,2,0,"14,333",569,193,66,"2,348",18,25,208,198,28,29,104,320,181,336,"1,742",205,91,"1,126",516,409,910,141,249,"1,639","2,682"
2021,2,10,"18,526",803,260,80,"1,208",43,39,326,363,63,55,181,716,378,860,"2,757",370,163,"1,246",686,594,"1,378",364,439,"2,288","2,866"
2021,2,20,"24,155","1,171",593,194,"1,366",72,74,776,552,110,107,382,832,637,"1,181","3,548",779,312,"2,314","1,131",560,"1,643",513,517,"2,196","2,595"
2021,2,30,"22,991",978,405,135,"3,516",51,78,441,495,110,108,257,596,398,683,"2,776",519,213,"2,170",840,552,"1,411",390,355,"2,102","3,412"
2021,2,40,"28,126","1,500",518,204,"2,490",112,88,627,586,158,176,338,790,537,"1,103","3,739",512,338,"1,899","1,131",890,"2,133",523,560,"2,937","4,237"
2021,2,50,"30,564","1,765",911,409,"1,459",225,244,823,775,389,352,466,"1,176",808,"1,547","3,802",692,481,"2,427","1,233",903,"2,292",818,743,"2,518","3,306"
2021,2,60,"22,942","1,299",992,490,"1,060",337,321,822,543,539,376,435,930,705,"1,157","2,149",609,443,"1,889","1,002",705,"1,655",735,577,"1,584","1,588"
2021,2,70,"9,628",633,416,239,345,193,156,316,219,272,162,194,483,331,474,828,342,223,630,419,311,684,360,242,581,575
2021,2,80,"4,281",278,197,134,133,96,86,164,97,133,92,102,217,145,205,352,171,122,253,168,150,291,174,105,193,223
2021,2,90,430,27,23,10,16,11,6,13,8,16,14,15,19,13,17,33,19,10,27,20,10,26,18,12,19,28
2021,2,100,31,3,2,0,0,0,1,2,0,0,0,2,0,2,1,4,3,0,1,2,1,1,3,1,1,1
2021,3,총,"175,816","9,023","4,465","1,945","13,975","1,155","1,107","4,525","3,833","1,814","1,438","2,451","6,088","4,108","7,515","21,736","4,186","2,357","14,007","7,141","5,066","12,380","4,022","3,820","16,092","21,567"
2021,3,0,"14,300",570,186,65,"2,359",18,25,207,201,28,30,100,319,183,334,"1,744",205,90,"1,119",526,402,899,137,255,"1,611","2,687"
