년도,월,나이,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2020,2,80,"1,080,587","162,700","70,491","48,384","49,054","24,862","25,239","14,633","4,576","211,733","44,394","41,923","63,689","59,657","72,790","88,007","83,022","15,433"
2020,2,90,"183,096","29,818","11,238","6,873","9,026","4,323","4,266","2,507",838,"36,978","8,105","6,711","10,334","9,909","11,963","13,942","12,996","3,269"
2020,2,100,"15,622","4,735","1,410",534,664,354,259,129,45,"2,938",548,388,684,652,703,759,588,232
2020,3,총,"25,984,452","4,991,438","1,737,680","1,231,295","1,472,850","735,245","736,679","556,436","172,841","6,604,216","764,594","788,270","1,039,044","911,684","925,394","1,317,129","1,666,204","333,453"
2020,3,0,"2,006,238","318,665","117,306","90,649","116,282","60,796","58,283","49,992","23,163","573,313","52,906","62,552","87,381","65,589","67,198","95,544","136,569","30,050"
2020,3,10,"2,363,499","394,621","134,970","111,101","135,785","77,870","72,871","54,320","20,292","652,379","67,583","73,011","98,992","86,470","82,463","109,657","157,100","34,014"
2020,3,20,"3,226,225","747,986","207,749","149,427","193,922","99,300","100,582","64,830","17,972","844,001","78,843","88,390","109,463","97,865","89,890","126,347","171,120","38,538"
2020,3,30,"3,402,741","750,525","210,513","146,022","201,193","93,655","95,354","74,227","31,502","931,351","80,679","93,479","127,451","94,444","90,951","140,974","199,115","41,306"
2020,3,40,"4,118,912","785,988","256,949","197,898","239,366","123,207","121,077","93,592","32,082","1,130,045","109,995","117,103","153,724","132,146","122,657","185,952","262,633","54,498"
2020,3,50,"4,294,650","783,035","298,829","218,897","257,522","118,102","122,048","103,475","20,804","1,088,466","131,175","132,973","161,068","146,471","147,600","224,076","286,725","53,384"
2020,3,60,"3,284,431","635,954","269,746","163,966","175,174","81,738","87,970","68,031","14,108","722,837","114,981","105,627","133,520","124,798","129,885","197,663","220,289","38,144"
2020,3,70,"1,999,537","375,916","157,789","97,154","94,487","50,856","48,570","30,532","7,444","408,315","75,049","65,813","92,302","93,266","108,519","133,564","135,445","24,516"
2020,3,80,"1,087,194","163,851","71,038","48,692","49,327","24,978","25,343","14,784","4,582","213,123","44,610","42,142","64,044","59,962","73,279","88,503","83,445","15,491"
2020,3,90,"185,291","30,137","11,372","6,953","9,120","4,385","4,322","2,525",845,"37,415","8,218","6,788","10,414","10,018","12,241","14,100","13,162","3,276"
2020,3,100,"15,734","4,760","1,419",536,672,358,259,128,47,"2,971",555,392,685,655,711,749,601,236
2020,4,총,"25,985,015","4,988,944","1,737,148","1,230,624","1,472,056","735,560","736,748","556,196","173,040","6,614,723","764,312","787,608","1,038,201","910,991","924,113","1,316,073","1,665,202","333,476"
2020,4,0,"1,998,903","317,020","116,870","90,311","115,664","60,539","58,050","49,818","23,108","572,106","52,767","62,198","87,090","65,258","66,940","95,168","135,996","30,000"
2020,4,10,"2,356,893","393,049","134,605","110,659","135,465","77,634","72,646","54,174","20,337","651,331","67,354","72,788","98,756","86,161","82,119","109,207","156,665","33,943"
2020,4,20,"3,228,112","749,085","207,608","149,594","193,731","99,692","100,789","64,742","17,964","847,024","78,541","88,172","109,028","97,780","89,515","125,779","170,656","38,412"
2020,4,30,"3,396,374","749,081","210,019","145,529","200,630","93,431","95,246","73,976","31,435","931,499","80,540","93,226","127,003","94,122","90,528","140,390","198,423","41,296"
2020,4,40,"4,112,692","783,968","256,482","197,458","238,859","123,073","120,795","93,343","32,183","1,129,968","109,750","116,827","153,544","131,874","122,317","185,554","262,165","54,532"
2020,4,50,"4,293,554","782,421","298,107","218,601","257,412","118,256","122,049","103,508","20,862","1,090,365","131,017","132,947","160,812","146,162","147,279","223,946","286,374","53,436"
2020,4,60,"3,300,340","637,804","270,757","164,724","176,150","82,137","88,375","68,447","14,189","727,857","115,670","106,147","134,054","125,198","130,439","198,562","221,524","38,306"
2020,4,70,"2,003,228","376,743","158,359","97,299","94,810","50,872","48,713","30,675","7,447","409,661","74,960","65,774","92,500","93,490","108,184","133,504","135,728","24,509"
2020,4,80,"1,092,461","164,676","71,485","48,927","49,460","25,148","25,484","14,846","4,606","214,153","44,875","42,308","64,251","60,216","73,730","88,996","83,794","15,506"
2020,4,90,"186,607","30,305","11,426","6,986","9,200","4,420","4,339","2,537",862,"37,749","8,277","6,823","10,472","10,074","12,349","14,218","13,271","3,299"
2020,4,100,"15,851","4,792","1,430",536,675,358,262,130,47,"3,010",561,398,691,656,713,749,606,237
2020,5,총,"25,985,341","4,989,065","1,736,767","1,229,555","1,471,756","735,233","736,975","555,714","173,104","6,620,438","764,716","787,596","1,038,085","910,203","923,449","1,314,945","1,664,058","333,682"
2020,5,0,"1,991,965","315,661","116,540","89,870","115,195","60,233","57,876","49,627","23,013","570,627","52,674","62,033","86,860","64,919","66,692","94,790","135,418","29,937"
2020,5,10,"2,350,007","391,330","134,035","110,200","135,040","77,328","72,405","53,956","20,389","650,670","67,087","72,538","98,488","85,919","81,834","108,766","156,188","33,834"
2020,5,20,"3,229,192","750,884","207,800","149,529","193,691","99,814","101,048","64,626","17,923","847,756","78,590","88,117","108,883","97,525","89,128","125,313","170,146","38,419"
2020,5,30,"3,390,540","748,661","209,567","145,082","200,156","93,201","95,172","73,616","31,363","930,618","80,428","93,042","126,705","93,838","90,350","139,907","197,559","41,275"
2020,5,40,"4,105,296","782,114","255,913","196,864","238,370","122,820","120,494","93,181","32,281","1,128,827","109,630","116,605","153,375","131,538","121,985","184,982","261,838","54,479"
2020,5,50,"4,295,896","782,442","297,846","218,557","257,445","118,271","122,074","103,542","20,879","1,092,886","131,029","133,131","160,787","146,028","147,140","223,924","286,359","53,556"
2020,5,60,"3,313,114","639,454","271,387","165,261","177,098","82,483","88,817","68,789","14,248","731,796","116,321","106,548","134,503","125,493","130,867","199,170","222,400","38,479"
2020,5,70,"2,009,362","378,041","158,943","97,507","95,164","51,039","48,893","30,829","7,478","411,182","74,981","65,881","92,866","93,859","108,215","133,768","136,119","24,597"
2020,5,80,"1,096,382","165,250","71,820","49,135","49,681","25,232","25,557","14,875","4,611","215,062","45,094","42,423","64,405","60,298","74,080","89,249","84,053","15,557"
2020,5,90,"187,631","30,417","11,481","7,011","9,235","4,447","4,374","2,542",873,"37,971","8,318","6,879","10,520","10,122","12,439","14,325","13,364","3,313"
2020,5,100,"15,956","4,811","1,435",539,681,365,265,131,46,"3,043",564,399,693,664,719,751,614,236
2020,6,총,"25,985,471","4,988,571","1,735,805","1,229,139","1,470,404","734,988","736,599","555,251","173,107","6,626,973","764,957","787,936","1,038,547","909,665","922,720","1,313,713","1,663,123","333,973"
2020,6,0,"1,985,219","314,368","116,069","89,585","114,679","59,975","57,648","49,410","22,942","569,250","52,554","61,796","86,595","64,647","66,502","94,393","134,929","29,877"
2020,6,10,"2,345,264","390,141","133,597","109,923","134,660","77,098","72,156","53,854","20,478","650,153","66,907","72,402","98,410","85,602","81,599","108,571","155,918","33,795"
2020,6,20,"3,229,415","752,461","207,677","149,586","193,216","99,822","101,125","64,455","17,818","848,789","78,615","88,150","108,729","97,463","88,877","124,729","169,536","38,367"
2020,6,30,"3,383,609","747,707","209,155","144,620","199,442","92,946","94,901","73,317","31,289","929,554","80,254","92,833","126,550","93,531","89,998","139,355","196,846","41,311"
2020,6,40,"4,103,113","781,037","255,656","196,621","238,157","122,764","120,318","93,072","32,367","1,129,349","109,565","116,634","153,493","131,414","121,814","184,712","261,681","54,459"
2020,6,50,"4,287,012","780,159","296,602","218,134","256,784","117,911","121,850","103,298","20,850","1,092,491","130,693","133,025","160,595","145,533","146,527","223,334","285,729","53,497"
2020,6,60,"3,334,376","642,518","272,680","166,073","178,295","83,186","89,238","69,336","14,318","737,953","117,242","107,388","135,366","126,156","131,708","200,196","223,872","38,851"
2020,6,70,"2,015,753","379,354","159,545","97,827","95,515","51,217","49,129","30,961","7,528","412,715","75,036","65,960","93,176","94,173","108,382","134,038","136,528","24,669"
2020,6,80,"1,097,431","165,438","71,883","49,190","49,679","25,254","25,571","14,878","4,587","215,541","45,139","42,464","64,387","60,277","74,164","89,297","84,107","15,575"
2020,6,90,"188,278","30,564","11,503","7,042","9,295","4,449","4,400","2,538",884,"38,126","8,380","6,881","10,547","10,203","12,431","14,337","13,360","3,338"
2020,6,100,"16,001","4,824","1,438",538,682,366,263,132,46,"3,052",572,403,699,666,718,751,617,234
2020,7,총,"25,987,056","4,986,557","1,735,163","1,229,401","1,469,728","734,849","736,217","554,829","173,557","6,634,079","765,181","788,095","1,038,940","909,325","922,059","1,312,540","1,662,210","334,326"
2020,7,0,"1,978,732","312,997","115,707","89,215","114,198","59,738","57,380","49,233","22,932","568,085","52,423","61,653","86,295","64,393","66,229","94,069","134,314","29,871"
2020,7,10,"2,340,391","388,511","133,267","109,629","134,395","76,807","71,947","53,708","20,561","649,875","66,780","72,265","98,249","85,315","81,485","108,296","155,585","33,716"
2020,7,20,"3,228,725","752,645","207,395","149,866","192,983","99,942","101,046","64,250","17,866","849,377","78,585","88,114","108,699","97,423","88,646","124,220","169,220","38,448"
2020,7,30,"3,375,024","746,248","208,514","144,302","198,631","92,693","94,650","73,006","31,196","928,285","79,970","92,591","126,198","93,333","89,607","138,707","195,818","41,275"
2020,7,40,"4,101,723","779,950","255,579","196,355","237,914","122,618","120,278","93,005","32,559","1,130,020","109,496","116,662","153,622","131,213","121,735","184,558","261,694","54,465"
2020,7,50,"4,287,081","779,697","296,054","218,208","256,764","117,882","121,782","103,268","20,931","1,094,164","130,691","133,024","160,609","145,470","146,265","223,084","285,599","53,589"
2020,7,60,"3,347,665","644,195","273,506","166,643","179,161","83,585","89,463","69,660","14,421","742,294","117,814","107,882","135,978","126,374","132,023","200,768","224,862","39,036"
2020,7,70,"2,022,435","380,868","160,057","98,226","95,842","51,428","49,381","31,092","7,573","414,255","75,082","66,127","93,528","94,554","108,596","134,321","136,783","24,722"
2020,7,80,"1,100,172","165,958","72,135","49,321","49,811","25,323","25,595","14,928","4,584","216,370","45,341","42,468","64,479","60,290","74,257","89,390","84,309","15,613"
2020,7,90,"189,022","30,641","11,507","7,100","9,347","4,463","4,422","2,544",890,"38,284","8,424","6,906","10,586","10,289","12,491","14,374","13,402","3,352"
2020,7,100,"16,086","4,847","1,442",536,682,370,273,135,44,"3,070",575,403,697,671,725,753,624,239
2020,8,총,"25,988,565","4,983,662","1,734,610","1,229,566","1,468,871","734,553","735,884","554,388","174,049","6,643,488","765,576","788,139","1,038,712","908,798","921,519","1,311,013","1,661,035","334,702"
2020,8,0,"1,970,865","311,107","115,391","88,788","113,619","59,470","57,128","48,996","22,911","566,658","52,265","61,416","86,037","64,045","65,989","93,598","133,643","29,804"
2020,8,10,"2,335,088","386,919","132,791","109,262","134,072","76,553","71,634","53,562","20,639","649,584","66,659","72,095","98,026","85,112","81,166","107,979","155,316","33,719"
2020,8,20,"3,228,579","753,239","207,149","150,231","192,600","99,932","101,166","64,043","17,879","850,530","78,633","88,045","108,560","97,291","88,512","123,652","168,651","38,466"
2020,8,30,"3,365,975","744,475","207,944","143,922","197,958","92,323","94,264","72,693","31,162","927,606","79,718","92,197","125,649","92,923","89,203","137,979","194,756","41,203"
2020,8,40,"4,098,433","778,250","255,318","196,049","237,494","122,524","120,142","92,889","32,713","1,130,482","109,463","116,638","153,594","131,005","121,659","184,215","261,508","54,490"
2020,8,50,"4,285,991","778,684","295,348","218,187","256,501","117,867","121,675","103,202","21,031","1,096,137","130,618","133,118","160,575","145,290","146,030","222,738","285,344","53,646"
2020,8,60,"3,367,793","647,009","274,897","167,561","180,531","84,049","89,997","70,176","14,543","748,114","118,570","108,507","136,657","126,990","132,661","201,738","226,465","39,328"
2020,8,70,"2,024,828","381,473","160,303","98,316","95,949","51,541","49,502","31,163","7,602","415,057","75,068","66,160","93,740","94,702","108,505","134,257","136,744","24,746"
2020,8,80,"1,104,141","166,779","72,449","49,578","50,002","25,421","25,653","14,990","4,622","217,539","45,499","42,576","64,488","60,369","74,470","89,557","84,475","15,674"
2020,8,90,"190,664","30,839","11,566","7,130","9,461","4,503","4,447","2,540",902,"38,688","8,503","6,980","10,687","10,393","12,598","14,539","13,509","3,379"
2020,8,100,"16,208","4,888","1,454",542,684,370,276,134,45,"3,093",580,407,699,678,726,761,624,247
2020,9,총,"25,990,783","4,980,062","1,734,195","1,228,935","1,468,448","734,507","735,743","553,981","174,401","6,652,408","765,780","788,234","1,038,530","908,393","921,048","1,310,595","1,660,507","335,016"
2020,9,0,"1,962,354","309,342","114,935","88,331","113,046","59,101","56,865","48,752","22,822","565,037","52,088","61,147","85,595","63,768","65,740","93,181","132,894","29,710"
2020,9,10,"2,330,485","385,519","132,493","108,973","133,729","76,419","71,430","53,462","20,713","648,903","66,498","72,010","97,855","84,878","80,951","107,761","155,206","33,685"
2020,9,20,"3,228,992","753,333","207,044","150,209","192,318","100,121","101,203","63,946","17,902","851,801","78,620","88,005","108,533","97,237","88,316","123,429","168,434","38,541"
2020,9,30,"3,357,000","742,594","207,217","143,380","197,214","92,027","94,024","72,283","31,112","926,919","79,420","91,996","125,198","92,505","88,904","137,352","193,741","41,114"
2020,9,40,"4,094,200","776,398","254,997","195,743","237,347","122,298","120,036","92,740","32,825","1,130,664","109,454","116,486","153,382","130,811","121,449","183,991","261,104","54,475"
2020,9,50,"4,286,321","778,162","294,838","218,113","256,443","117,921","121,602","103,120","21,162","1,098,410","130,552","133,022","160,642","145,160","145,666","222,524","285,252","53,732"
2020,9,60,"3,387,944","649,461","276,340","168,327","181,795","84,542","90,479","70,665","14,650","754,075","119,226","109,250","137,469","127,623","133,383","202,848","228,246","39,565"
2020,9,70,"2,026,040","381,734","160,386","98,302","96,089","51,654","49,582","31,264","7,629","415,707","75,010","66,134","93,744","94,813","108,442","134,153","136,594","24,803"
2020,9,80,"1,108,143","167,482","72,831","49,810","50,216","25,505","25,763","15,060","4,627","218,529","45,720","42,673","64,581","60,415","74,684","89,827","84,700","15,720"
2020,9,90,"192,979","31,117","11,656","7,205","9,555","4,551","4,484","2,553",916,"39,248","8,610","7,103","10,827","10,497","12,776","14,754","13,702","3,425"
2020,9,100,"16,325","4,920","1,458",542,696,368,275,136,43,"3,115",582,408,704,686,737,775,634,246
2020,10,총,"25,990,297","4,975,443","1,733,321","1,227,725","1,468,399","734,082","735,004","553,618","175,872","6,658,766","766,157","788,574","1,038,380","908,167","920,769","1,310,506","1,660,098","335,416"
2020,10,0,"1,951,273","307,148","114,341","87,778","112,287","58,752","56,458","48,431","22,947","562,549","51,906","60,840","85,040","63,302","65,358","92,603","131,959","29,574"
2020,10,10,"2,325,821","383,792","132,051","108,709","133,662","76,154","71,152","53,411","20,928","648,092","66,370","71,903","97,703","84,814","80,786","107,620","154,987","33,687"
2020,10,20,"3,229,935","752,704","206,916","150,020","192,237","100,270","101,190","63,894","18,084","852,841","78,715","88,073","108,614","97,294","88,392","123,477","168,476","38,738"
2020,10,30,"3,346,230","740,661","206,289","142,587","196,563","91,600","93,655","71,862","31,250","925,325","79,050","91,709","124,736","92,045","88,553","136,741","192,650","40,954"
2020,10,40,"4,089,585","774,651","254,719","195,353","237,037","122,023","119,649","92,587","33,121","1,130,551","109,468","116,401","153,216","130,632","121,173","183,708","260,838","54,458"
2020,10,50,"4,287,402","777,634","294,295","217,906","256,477","117,901","121,589","103,111","21,385","1,100,677","130,510","133,152","160,763","145,003","145,578","222,289","285,281","53,851"
2020,10,60,"3,407,776","651,941","277,737","169,136","183,089","85,059","91,004","71,139","14,838","759,651","119,938","109,944","138,201","128,290","133,996","204,094","229,866","39,853"
2020,10,70,"2,029,281","382,467","160,592","98,449","96,267","51,774","49,694","31,374","7,706","416,901","74,948","66,204","93,748","95,000","108,495","134,177","136,676","24,809"
2020,10,80,"1,112,755","168,280","73,233","49,986","50,475","25,615","25,847","15,112","4,650","219,581","46,014","42,798","64,740","60,541","74,894","90,172","84,994","15,823"
2020,10,90,"193,824","31,236","11,687","7,248","9,606","4,568","4,492","2,560",920,"39,458","8,648","7,138","10,907","10,567","12,795","14,845","13,727","3,422"
2020,10,100,"16,415","4,929","1,461",553,699,366,274,137,43,"3,140",590,412,712,679,749,780,644,247
2020,11,총,"25,989,635","4,971,450","1,732,459","1,226,778","1,468,512","733,623","734,192","553,040","177,094","6,665,398","766,295","788,777","1,038,296","907,811","920,571","1,310,306","1,659,344","335,689"
2020,11,0,"1,941,295","305,207","113,688","87,281","111,657","58,427","56,012","48,109","23,029","560,264","51,731","60,517","84,543","62,914","65,005","92,207","131,235","29,469"
2020,11,10,"2,321,174","382,265","131,800","108,340","133,450","75,962","70,952","53,315","21,099","647,212","66,198","71,836","97,603","84,626","80,697","107,435","154,725","33,659"
2020,11,20,"3,231,292","752,271","206,802","150,030","192,133","100,269","101,233","63,753","18,189","854,576","78,742","88,141","108,710","97,362","88,469","123,442","168,314","38,856"
2020,11,30,"3,337,518","739,035","205,378","141,812","196,250","91,295","93,180","71,451","31,372","924,351","78,911","91,521","124,312","91,742","88,313","136,219","191,530","40,846"
2020,11,40,"4,086,072","773,333","254,428","195,148","236,896","121,716","119,289","92,441","33,393","1,130,698","109,377","116,263","153,221","130,348","120,956","183,522","260,579","54,464"
2020,11,50,"4,286,231","776,496","293,757","217,615","256,324","117,970","121,604","103,047","21,586","1,101,879","130,366","133,140","160,671","144,869","145,561","222,130","285,286","53,930"
2020,11,60,"3,426,744","654,448","278,979","169,990","184,338","85,472","91,502","71,584","15,047","765,255","120,628","110,679","138,936","128,907","134,539","205,159","231,238","40,043"
2020,11,70,"2,032,315","383,110","160,880","98,584","96,507","51,939","49,757","31,498","7,738","417,860","74,887","66,233","93,887","95,127","108,596","134,154","136,709","24,849"
2020,11,80,"1,115,964","168,956","73,593","50,127","50,607","25,630","25,902","15,143","4,682","220,526","46,176","42,876","64,741","60,640","74,871","90,349","85,265","15,880"
2020,11,90,"194,564","31,371","11,689","7,297","9,645","4,577","4,484","2,561",918,"39,633","8,689","7,164","10,960","10,601","12,812","14,904","13,815","3,444"
2020,11,100,"16,466","4,958","1,465",554,705,366,277,138,41,"3,144",590,407,712,675,752,785,648,249
2020,12,총,"25,987,994","4,966,742","1,730,946","1,225,237","1,468,885","732,714","733,183","552,309","178,263","6,672,545","766,335","789,246","1,038,395","907,230","920,934","1,310,211","1,658,793","336,026"
2020,12,0,"1,934,358","303,470","113,183","86,941","111,278","58,205","55,707","47,887","23,095","559,197","51,568","60,303","84,200","62,690","64,846","91,832","130,627","29,329"
2020,12,10,"2,314,563","380,581","131,456","107,795","133,137","75,686","70,659","53,246","21,258","645,368","65,953","71,676","97,358","84,360","80,500","107,254","154,583","33,693"
2020,12,20,"3,232,486","752,742","206,470","149,859","192,183","100,040","101,067","63,369","18,403","856,111","78,710","88,360","108,992","97,255","88,629","123,333","167,925","39,038"
2020,12,30,"3,331,569","737,205","204,717","141,240","196,121","90,998","92,795","71,140","31,488","924,616","78,926","91,394","124,000","91,547","88,135","135,834","190,646","40,767"
2020,12,40,"4,079,816","771,232","253,860","194,481","236,575","121,322","118,978","92,164","33,643","1,130,587","109,102","116,220","153,082","129,947","120,803","183,302","260,111","54,407"
2020,12,50,"4,282,470","774,974","292,845","217,139","256,130","117,962","121,283","102,911","21,711","1,102,615","130,154","132,842","160,507","144,634","145,589","221,920","285,199","54,055"
2020,12,60,"3,445,902","656,660","280,036","170,787","185,618","85,733","92,093","72,097","15,204","770,912","121,424","111,608","139,797","129,517","135,186","206,309","232,715","40,206"
2020,12,70,"2,033,906","383,660","161,093","98,677","96,635","52,107","49,811","31,593","7,790","418,433","74,729","66,247","93,832","95,185","108,527","133,935","136,755","24,897"
2020,12,80,"1,120,961","169,755","74,076","50,405","50,822","25,676","26,034","15,209","4,694","221,664","46,465","43,030","64,910","60,804","75,083","90,756","85,661","15,917"
2020,12,90,"195,402","31,462","11,743","7,356","9,676","4,616","4,474","2,553",937,"39,884","8,706","7,158","11,000","10,612","12,888","14,955","13,921","3,461"
2020,12,100,"16,561","5,001","1,467",557,710,369,282,140,40,"3,158",598,408,717,679,748,781,650,256
2021,1,총,"25,987,420","4,961,970","1,729,861","1,224,157","1,468,813","732,186","732,895","551,968","179,215","6,683,637","765,969","788,601","1,037,742","906,633","920,443","1,309,255","1,658,013","336,062"
2021,1,0,"1,921,776","300,934","112,409","86,321","110,527","57,773","55,298","47,522","23,040","556,785","51,324","59,831","83,602","62,112","64,344","91,090","129,716","29,148"
2021,1,10,"2,310,721","379,156","131,255","107,475","132,847","75,460","70,455","53,155","21,466","645,209","65,662","71,505","97,247","84,116","80,400","107,144","154,459","33,710"
2021,1,20,"3,226,048","750,182","205,776","149,533","191,772","99,853","100,895","63,204","18,535","856,641","78,441","88,026","108,618","97,108","88,344","122,864","167,333","38,923"
2021,1,30,"3,323,975","735,793","204,198","140,593","195,607","90,769","92,641","70,873","31,485","924,273","78,689","91,147","123,391","91,185","87,736","135,165","189,712","40,718"
2021,1,40,"4,075,431","769,360","253,321","193,905","236,354","121,177","118,656","91,983","33,978","1,131,240","108,879","115,922","153,055","129,722","120,784","182,899","259,830","54,366"
2021,1,50,"4,280,061","774,385","292,087","216,750","256,024","117,976","121,078","102,777","21,773","1,104,508","129,791","132,569","160,047","144,503","145,388","221,568","284,739","54,098"
2021,1,60,"3,470,948","659,895","281,513","171,963","187,294","86,110","92,994","72,773","15,413","778,532","122,320","112,494","140,961","130,176","135,942","207,474","234,641","40,453"
2021,1,70,"2,037,556","384,751","161,379","98,878","96,825","52,244","49,882","31,718","7,809","419,890","74,740","66,291","93,900","95,286","108,284","133,947","136,802","24,930"
2021,1,80,"1,126,859","170,791","74,550","50,714","51,095","25,793","26,174","15,268","4,728","223,094","46,721","43,191","65,120","60,989","75,419","91,214","86,011","15,987"
2021,1,90,"197,348","31,697","11,893","7,459","9,751","4,660","4,538","2,555",948,"40,265","8,802","7,216","11,083","10,749","13,041","15,105","14,114","3,472"
2021,1,100,"16,697","5,026","1,480",566,717,371,284,140,40,"3,200",600,409,718,687,761,785,656,257
2021,2,총,"25,987,581","4,958,324","1,729,221","1,222,947","1,468,460","731,622","732,401","550,763","180,041","6,694,692","765,689","788,371","1,037,516","905,834","919,906","1,308,580","1,656,750","336,464"
2021,2,0,"1,913,549","299,136","111,971","85,821","109,928","57,520","54,976","47,174","23,069","555,299","51,143","59,615","83,213","61,759","64,119","90,637","129,000","29,169"
2021,2,10,"2,305,347","378,055","130,951","107,112","132,578","75,197","70,275","52,828","21,554","644,754","65,462","71,264","97,048","83,788","80,034","106,825","153,986","33,636"
2021,2,20,"3,216,857","748,023","205,230","148,971","190,984","99,444","100,618","62,778","18,520","856,610","78,060","87,695","108,075","96,586","87,844","122,245","166,389","38,785"
2021,2,30,"3,312,039","733,415","203,211","139,822","194,897","90,476","92,292","70,362","31,494","922,654","78,358","90,738","122,725","90,696","87,360","134,430","188,443","40,666"
2021,2,40,"4,075,735","768,597","253,339","193,421","236,262","121,191","118,477","91,767","34,344","1,132,842","108,685","115,903","153,278","129,665","120,858","182,850","259,681","54,575"
2021,2,50,"4,280,875","774,113","291,497","216,577","256,025","118,006","120,992","102,582","21,888","1,107,386","129,523","132,351","160,050","144,399","145,359","221,278","284,626","54,223"
2021,2,60,"3,494,332","663,053","282,791","173,002","188,912","86,499","93,619","73,386","15,595","785,866","123,277","113,428","141,987","130,828","136,487","208,764","236,216","40,622"
2021,2,70,"2,037,709","384,981","161,610","98,939","96,861","52,232","49,928","31,798","7,794","420,304","74,591","66,221","93,740","95,239","108,033","133,644","136,858","24,936"
2021,2,80,"1,135,084","171,955","75,167","51,150","51,433","25,997","26,349","15,365","4,775","225,111","47,113","43,465","65,489","61,346","75,893","91,809","86,566","16,101"
2021,2,90,"199,228","31,954","11,965","7,561","9,856","4,684","4,584","2,580",969,"40,642","8,877","7,272","11,184","10,838","13,146","15,302","14,325","3,489"
2021,2,100,"16,826","5,042","1,489",571,724,376,291,143,39,"3,224",600,419,727,690,773,796,660,262
